date,ISA통장
2021-01-26,8.05369
2021-01-27,8.72483
2021-01-29,3.3557
2021-01-30,4.69798
2021-01-31,2.68456
2021-02-01,5.70469
2021-02-02,5.70469
2021-02-03,6.7114
2021-02-04,4.02684
2021-02-05,8.05369
2021-02-06,2.01342
2021-02-07,2.68456
2021-02-08,4.69798
2021-02-09,6.04026
2021-02-10,7.04697
2021-02-12,3.02013
2021-02-14,2.34899
2021-02-15,9.39597
2021-02-16,7.71812
2021-02-17,7.71812
2021-02-18,5.36912
2021-02-19,2.34899
2021-02-20,4.69798
2021-02-21,2.01342
2021-02-22,30.53691
2021-02-23,13.75838
2021-02-24,12.75167
2021-02-25,83.89261
2021-02-26,25.50335
2021-02-27,15.43624
2021-02-28,10.06711
2021-03-01,19.12751
2021-03-02,15.10067
2021-03-03,12.75167
2021-03-04,14.42953
2021-03-05,9.73154
2021-03-06,5.70469
2021-03-07,9.0604
2021-03-08,16.10738
2021-03-09,14.09395
2021-03-10,9.39597
2021-03-11,13.75838
2021-03-12,15.10067
2021-03-13,10.06711
2021-03-14,6.37583
2021-03-15,14.7651
2021-03-16,11.74496
2021-03-17,6.04026
2021-03-18,13.42281
2021-03-19,11.07382
2021-03-20,4.02684
2021-03-21,7.04697
2021-03-22,10.73825
2021-03-23,10.06711
2021-03-24,16.44295
2021-03-25,13.08724
2021-03-26,15.43624
2021-03-27,6.7114
2021-03-28,4.02684
2021-03-29,11.40939
2021-03-30,10.40268
2021-03-31,12.75167
2021-04-01,16.77852
2021-04-02,6.7114
2021-04-03,2.68456
2021-04-04,5.70469
2021-04-05,13.42281
2021-04-06,9.39597
2021-04-07,6.37583
2021-04-08,9.0604
2021-04-09,7.04697
2021-04-10,3.3557
2021-04-11,6.37583
2021-04-12,9.73154
2021-04-13,16.44295
2021-04-14,8.72483
2021-04-15,9.0604
2021-04-16,10.06711
2021-04-17,6.7114
2021-04-18,3.69127
2021-04-19,8.72483
2021-04-20,6.04026
2021-04-21,9.0604
2021-04-22,8.38926
2021-04-23,8.05369
2021-04-24,5.03355
2021-04-25,3.02013
2021-04-26,10.06711
2021-04-27,9.39597
2021-04-28,9.39597
2021-04-29,5.03355
2021-04-30,5.36912
2021-05-01,2.34899
2021-05-02,2.01342
2021-05-03,5.03355
2021-05-04,8.72483
2021-05-05,5.03355
2021-05-06,4.69798
2021-05-07,2.01342
2021-05-09,2.68456
2021-05-10,5.03355
2021-05-11,6.7114
2021-05-12,5.03355
2021-05-13,6.37583
2021-05-14,7.38255
2021-05-15,2.68456
2021-05-16,3.3557
2021-05-17,5.70469
2021-05-18,7.04697
2021-05-19,2.68456
2021-05-20,4.69798
2021-05-21,4.36241
2021-05-22,1.67785
2021-05-24,1.67785
2021-05-25,6.7114
2021-05-26,8.05369
2021-05-27,6.7114
2021-05-28,2.01342
2021-05-31,2.34899
2021-06-02,11.74496
2021-06-03,5.36912
2021-06-04,4.02684
2021-06-07,2.01342
2021-06-08,6.04026
2021-06-09,2.01342
2021-06-10,3.69127
2021-06-11,6.04026
2021-06-12,2.68456
2021-06-13,1.67785
2021-06-14,5.36912
2021-06-15,1.67785
2021-06-16,6.04026
2021-06-17,5.36912
2021-06-18,1.67785
2021-06-19,2.34899
2021-06-21,3.3557
2021-06-22,1.67785
2021-06-23,2.01342
2021-06-25,1.67785
2021-06-26,1.67785
2021-06-27,3.02013
2021-06-28,6.04026
2021-06-29,8.38926
2021-06-30,7.04697
2021-07-01,2.68456
2021-07-02,2.01342
2021-07-05,5.70469
2021-07-06,4.02684
2021-07-07,1.67785
2021-07-08,6.04026
2021-07-09,2.68456
2021-07-11,2.34899
2021-07-12,3.02013
2021-07-13,4.36241
2021-07-14,2.68456
2021-07-15,2.01342
2021-07-16,5.36912
2021-07-19,3.3557
2021-07-20,6.7114
2021-07-21,4.69798
2021-07-22,4.69798
2021-07-23,6.37583
2021-07-24,3.3557
2021-07-25,5.03355
2021-07-26,77.51677
2021-07-27,77.51677
2021-07-28,29.86577
2021-07-29,19.12751
2021-07-30,16.10738
2021-07-31,6.7114
2021-08-01,28.85906
2021-08-02,27.1812
2021-08-03,12.08053
2021-08-04,12.75167
2021-08-05,15.10067
2021-08-06,9.73154
2021-08-07,3.69127
2021-08-08,4.69798
2021-08-09,10.40268
2021-08-10,11.74496
2021-08-11,8.72483
2021-08-12,8.38926
2021-08-13,11.40939
2021-08-14,5.03355
2021-08-15,5.36912
2021-08-16,8.05369
2021-08-17,16.44295
2021-08-18,15.10067
2021-08-19,11.40939
2021-08-20,9.0604
2021-08-21,2.34899
2021-08-22,3.69127
2021-08-23,14.42953
2021-08-24,9.73154
2021-08-25,12.4161
2021-08-26,14.7651
2021-08-27,7.38255
2021-08-28,5.36912
2021-08-29,2.34899
2021-08-30,7.38255
2021-08-31,9.39597
2021-09-01,9.0604
2021-09-02,8.05369
2021-09-03,13.42281
2021-09-04,13.42281
2021-09-05,9.39597
2021-09-06,13.42281
2021-09-07,8.05369
2021-09-08,30.87248
2021-09-09,14.42953
2021-09-10,18.45637
2021-09-11,7.38255
2021-09-12,6.04026
2021-09-13,14.7651
2021-09-14,9.73154
2021-09-15,9.39597
2021-09-16,10.06711
2021-09-17,12.08053
2021-09-18,5.36912
2021-09-19,6.37583
2021-09-20,4.02684
2021-09-21,9.39597
2021-09-22,4.69798
2021-09-23,10.06711
2021-09-24,15.10067
2021-09-25,6.04026
2021-09-26,4.02684
2021-09-27,6.37583
2021-09-28,13.42281
2021-09-29,9.73154
2021-09-30,9.39597
2021-10-01,8.05369
2021-10-02,3.02013
2021-10-03,3.69127
2021-10-04,3.02013
2021-10-05,4.02684
2021-10-06,7.04697
2021-10-07,6.37583
2021-10-08,10.40268
2021-10-09,2.01342
2021-10-10,2.01342
2021-10-11,3.69127
2021-10-12,8.38926
2021-10-13,5.70469
2021-10-14,3.3557
2021-10-15,7.38255
2021-10-16,3.69127
2021-10-17,1.67785
2021-10-18,3.3557
2021-10-19,6.04026
2021-10-20,2.68456
2021-10-21,8.05369
2021-10-22,6.7114
2021-10-24,4.69798
2021-10-25,8.72483
2021-10-26,11.74496
2021-10-27,7.38255
2021-10-28,11.07382
2021-10-29,10.06711
2021-10-30,5.03355
2021-10-31,4.02684
2021-11-01,6.7114
2021-11-02,7.38255
2021-11-03,13.08724
2021-11-04,6.04026
2021-11-05,7.04697
2021-11-06,2.34899
2021-11-07,2.01342
2021-11-08,4.02684
2021-11-09,6.7114
2021-11-10,3.3557
2021-11-11,2.68456
2021-11-12,8.38926
2021-11-13,1.67785
2021-11-14,3.69127
2021-11-15,8.05369
2021-11-17,5.03355
2021-11-18,2.01342
2021-11-19,7.04697
2021-11-20,1.67785
2021-11-21,3.3557
2021-11-22,8.72483
2021-11-23,6.04026
2021-11-24,7.04697
2021-11-25,4.69798
2021-11-26,5.36912
2021-11-27,2.34899
2021-11-28,2.68456
2021-11-29,5.03355
2021-11-30,5.36912
2021-12-01,6.04026
2021-12-02,5.03355
2021-12-03,2.01342
2021-12-04,4.02684
2021-12-05,2.01342
2021-12-06,5.03355
2021-12-07,7.38255
2021-12-08,8.72483
2021-12-09,7.71812
2021-12-10,7.71812
2021-12-11,4.36241
2021-12-12,2.68456
2021-12-13,3.69127
2021-12-14,5.03355
2021-12-15,5.70469
2021-12-16,9.39597
2021-12-17,5.03355
2021-12-18,1.67785
2021-12-19,4.02684
2021-12-20,7.71812
2021-12-21,8.05369
2021-12-22,7.04697
2021-12-23,16.44295
2021-12-24,40.60402
2021-12-25,11.74496
2021-12-26,27.51677
2021-12-27,42.61744
2021-12-28,37.91946
2021-12-29,34.56375
2021-12-30,33.89261
2021-12-31,25.83892
2022-01-01,5.36912
2022-01-02,6.04026
2022-01-03,11.74496
2022-01-04,11.07382
2022-01-05,14.09395
2022-01-06,14.42953
2022-01-07,10.06711
2022-01-08,9.73154
2022-01-09,16.10738
2022-01-10,15.10067
2022-01-11,12.08053
2022-01-12,14.42953
2022-01-13,13.75838
2022-01-14,14.7651
2022-01-15,12.75167
2022-01-16,13.42281
2022-01-17,41.61073
2022-01-18,42.28187
2022-01-19,27.85234
2022-01-20,13.75838
2022-01-21,7.71812
2022-01-22,5.36912
2022-01-23,5.03355
2022-01-24,7.71812
2022-01-25,8.38926
2022-01-26,7.04697
2022-01-27,9.39597
2022-01-28,3.02013
2022-01-30,2.68456
2022-02-01,3.69127
2022-02-02,4.69798
2022-02-03,6.7114
2022-02-04,6.7114
2022-02-05,5.03355
2022-02-06,4.02684
2022-02-07,7.71812
2022-02-08,8.72483
2022-02-09,8.05369
2022-02-10,4.36241
2022-02-11,6.37583
2022-02-12,4.69798
2022-02-13,2.01342
2022-02-14,8.05369
2022-02-15,7.38255
2022-02-16,5.70469
2022-02-17,3.02013
2022-02-18,3.69127
2022-02-19,3.3557
2022-02-20,3.3557
2022-02-21,6.7114
2022-02-22,6.04026
2022-02-23,2.34899
2022-02-24,6.7114
2022-02-25,5.36912
2022-02-26,2.68456
2022-02-27,1.67785
2022-02-28,5.03355
2022-03-01,2.68456
2022-03-02,6.04026
2022-03-03,6.7114
2022-03-04,4.36241
2022-03-05,2.34899
2022-03-07,3.69127
2022-03-08,30.20134
2022-03-09,2.34899
2022-03-10,5.70469
2022-03-11,10.73825
2022-03-12,6.37583
2022-03-13,3.3557
2022-03-14,6.7114
2022-03-15,10.06711
2022-03-16,7.38255
2022-03-17,7.38255
2022-03-18,4.02684
2022-03-19,2.34899
2022-03-20,1.67785
2022-03-21,5.36912
2022-03-22,7.71812
2022-03-23,2.01342
2022-03-24,2.68456
2022-03-25,4.02684
2022-03-27,1.67785
2022-03-28,5.70469
2022-03-29,5.03355
2022-03-30,3.69127
2022-03-31,6.04026
2022-04-01,5.36912
2022-04-04,5.03355
2022-04-05,6.04026
2022-04-06,2.01342
2022-04-08,7.38255
2022-04-09,2.01342
2022-04-10,3.02013
2022-04-11,2.01342
2022-04-12,3.3557
2022-04-13,2.01342
2022-04-14,4.02684
2022-04-15,1.67785
2022-04-16,2.68456
2022-04-18,2.34899
2022-04-19,1.67785
2022-04-20,3.3557
2022-04-21,3.02013
2022-04-22,2.01342
2022-04-23,2.34899
2022-04-24,1.67785
2022-04-25,4.69798
2022-04-26,8.05369
2022-04-27,11.40939
2022-04-28,3.69127
2022-04-29,3.3557
2022-05-02,1.67785
2022-05-03,3.69127
2022-05-06,2.01342
2022-05-09,4.02684
2022-05-10,1.67785
2022-05-12,1.67785
2022-05-17,1.67785
2022-05-19,2.01342
2022-05-20,2.34899
2022-05-23,2.34899
2022-05-24,2.68456
2022-05-30,1.67785
2022-06-01,2.01342
2022-06-02,2.34899
2022-06-05,1.67785
2022-06-08,2.01342
2022-06-09,2.34899
2022-06-10,2.68456
2022-06-13,2.34899
2022-06-14,2.01342
2022-06-15,2.01342
2022-06-16,2.01342
2022-06-17,3.69127
2022-06-19,2.34899
2022-06-20,5.03355
2022-06-22,2.34899
2022-06-23,2.01342
2022-06-25,2.34899
2022-06-30,2.34899
2022-07-04,3.3557
2022-07-05,2.01342
2022-07-06,2.34899
2022-07-08,1.67785
2022-07-13,1.67785
2022-07-18,4.02684
2022-07-19,2.01342
2022-07-20,1.67785
2022-07-21,3.69127
2022-07-22,5.36912
2022-07-25,1.67785
2022-07-26,1.67785
2022-07-28,1.67785
2022-08-02,3.02013
2022-08-03,3.3557
2022-08-04,2.34899
2022-08-05,2.01342
2022-08-07,2.01342
2022-08-08,1.67785
2022-08-09,2.01342
2022-08-10,2.01342
2022-08-11,3.69127
2022-08-12,3.02013
2022-08-16,2.68456
2022-08-17,4.69798
2022-08-18,1.67785
2022-08-19,2.34899
2022-08-20,2.34899
2022-08-23,2.01342
2022-08-25,2.01342
2022-08-26,2.68456
2022-08-30,1.67785
2022-08-31,4.69798
2022-09-05,1.67785
2022-09-08,2.01342
2022-09-12,1.67785
2022-09-15,1.67785
2022-09-19,2.68456
2022-09-21,2.01342
2022-09-24,1.67785
2022-09-25,2.01342
2022-09-26,5.70469
2022-09-27,2.01342
2022-09-28,4.36241
2022-09-30,4.69798
2022-10-06,5.03355
2022-10-07,4.02684
2022-10-11,3.3557
2022-10-13,2.01342
2022-10-14,2.68456
2022-10-16,3.02013
2022-10-17,7.71812
2022-10-18,10.40268
2022-10-19,6.37583
2022-10-20,5.36912
2022-10-21,6.04026
2022-10-23,2.01342
2022-10-24,4.69798
2022-10-25,4.69798
2022-10-26,8.05369
2022-10-27,8.72483
2022-10-28,8.72483
2022-10-29,3.02013
2022-10-31,5.36912
2022-11-01,8.05369
2022-11-02,8.05369
2022-11-03,5.03355
2022-11-04,4.36241
2022-11-05,7.38255
2022-11-06,3.3557
2022-11-07,9.39597
2022-11-08,5.70469
2022-11-09,3.69127
2022-11-10,3.3557
2022-11-11,5.03355
2022-11-12,6.04026
2022-11-13,6.04026
2022-11-14,9.73154
2022-11-15,4.02684
2022-11-16,11.40939
2022-11-17,9.0604
2022-11-18,7.04697
2022-11-19,2.68456
2022-11-20,5.36912
2022-11-21,21.81208
2022-11-22,15.77181
2022-11-23,8.72483
2022-11-24,9.0604
2022-11-25,8.72483
2022-11-26,2.01342
2022-11-28,6.37583
2022-11-29,6.04026
2022-11-30,7.38255
2022-12-01,8.38926
2022-12-02,6.37583
2022-12-03,6.7114
2022-12-04,1.67785
2022-12-05,5.70469
2022-12-06,3.3557
2022-12-07,5.70469
2022-12-08,6.37583
2022-12-09,2.68456
2022-12-11,3.02013
2022-12-12,5.70469
2022-12-13,5.03355
2022-12-14,8.05369
2022-12-15,6.37583
2022-12-16,7.71812
2022-12-17,2.68456
2022-12-18,2.34899
2022-12-19,2.01342
2022-12-20,3.3557
2022-12-21,4.02684
2022-12-22,3.02013
2022-12-23,7.71812
2022-12-25,2.68456
2022-12-26,6.7114
2022-12-27,5.36912
2022-12-28,8.72483
2022-12-29,8.05369
2022-12-30,10.40268
2022-12-31,4.36241
2023-01-01,4.36241
2023-01-02,4.02684
2023-01-03,5.36912
2023-01-04,2.01342
2023-01-05,3.69127
2023-01-06,2.68456
2023-01-07,3.69127
2023-01-08,3.3557
2023-01-09,6.7114
2023-01-10,6.37583
2023-01-11,4.36241
2023-01-12,1.67785
2023-01-14,2.34899
2023-01-15,4.36241
2023-01-16,2.01342
2023-01-17,2.68456
2023-01-18,3.69127
2023-01-19,7.04697
2023-01-20,3.3557
2023-01-21,2.68456
2023-01-22,1.67785
2023-01-24,2.68456
2023-01-25,2.34899
2023-01-26,4.02684
2023-01-27,1.67785
2023-01-28,3.02013
2023-01-29,1.67785
2023-01-30,2.68456
2023-01-31,3.69127
2023-02-01,1.67785
2023-02-02,1.67785
2023-02-03,4.36241
2023-02-04,1.67785
2023-02-05,3.3557
2023-02-06,3.02013
2023-02-07,6.37583
2023-02-08,1.67785
2023-02-09,5.03355
2023-02-10,6.04026
2023-02-13,4.36241
2023-02-14,5.03355
2023-02-15,4.02684
2023-02-16,2.34899
2023-02-17,4.02684
2023-02-19,3.02013
2023-02-20,3.3557
2023-02-21,2.34899
2023-02-22,2.01342
2023-02-23,2.34899
2023-02-24,6.7114
2023-02-25,2.01342
2023-02-27,7.38255
2023-02-28,3.3557
2023-03-01,2.68456
2023-03-02,2.68456
2023-03-03,5.03355
2023-03-04,1.67785
2023-03-06,3.69127
2023-03-07,6.04026
2023-03-08,2.34899
2023-03-09,2.68456
2023-03-10,2.01342
2023-03-11,3.3557
2023-03-13,2.01342
2023-03-14,1.67785
2023-03-17,7.04697
2023-03-20,2.68456
2023-03-21,2.34899
2023-03-22,2.34899
2023-03-23,1.67785
2023-03-24,2.01342
2023-03-26,2.34899
2023-03-27,3.69127
2023-03-28,2.34899
2023-03-29,3.02013
2023-03-30,2.34899
2023-03-31,1.67785
2023-04-01,2.01342
2023-04-02,2.68456
2023-04-04,5.03355
2023-04-05,1.67785
2023-04-06,4.36241
2023-04-07,2.68456
2023-04-10,2.01342
2023-04-11,1.67785
2023-04-13,2.68456
2023-04-14,3.02013
2023-04-15,3.3557
2023-04-16,2.34899
2023-04-17,2.34899
2023-04-18,2.34899
2023-04-19,5.70469
2023-04-21,2.34899
2023-04-22,1.67785
2023-04-24,1.67785
2023-04-25,5.36912
2023-04-26,2.68456
2023-04-27,1.67785
2023-04-28,2.68456
2023-04-29,1.67785
2023-05-01,2.68456
2023-05-02,6.04026
2023-05-03,3.02013
2023-05-04,3.02013
2023-05-05,3.02013
2023-05-06,2.01342
2023-05-07,2.34899
2023-05-08,2.01342
2023-05-09,4.36241
2023-05-10,4.69798
2023-05-11,6.37583
2023-05-12,5.03355
2023-05-13,4.69798
2023-05-14,5.36912
2023-05-15,6.04026
2023-05-16,3.3557
2023-05-17,3.3557
2023-05-19,3.02013
2023-05-21,2.01342
2023-05-22,3.02013
2023-05-23,3.3557
2023-05-24,3.69127
2023-05-25,7.71812
2023-05-26,6.04026
2023-05-27,3.02013
2023-05-28,3.02013
2023-05-29,3.02013
2023-05-30,6.7114
2023-05-31,8.38926
2023-06-01,7.38255
2023-06-02,2.34899
2023-06-03,2.34899
2023-06-04,3.3557
2023-06-05,1.67785
2023-06-06,3.02013
2023-06-07,5.70469
2023-06-08,4.02684
2023-06-09,4.02684
2023-06-11,1.67785
2023-06-12,7.04697
2023-06-13,6.7114
2023-06-14,6.04026
2023-06-15,2.68456
2023-06-16,3.69127
2023-06-17,2.68456
2023-06-18,4.69798
2023-06-19,6.7114
2023-06-21,2.34899
2023-06-22,4.02684
2023-06-23,4.69798
2023-06-24,2.34899
2023-06-25,2.68456
2023-06-26,1.67785
2023-06-27,7.71812
2023-06-28,7.71812
2023-06-29,9.73154
2023-07-01,2.34899
2023-07-03,2.01342
2023-07-04,6.7114
2023-07-05,8.38926
2023-07-06,6.37583
2023-07-07,4.02684
2023-07-08,2.68456
2023-07-09,4.69798
2023-07-10,5.70469
2023-07-11,6.37583
2023-07-12,6.04026
2023-07-13,3.69127
2023-07-14,7.04697
2023-07-15,3.02013
2023-07-16,2.01342
2023-07-17,3.02013
2023-07-18,7.71812
2023-07-19,6.7114
2023-07-20,6.37583
2023-07-21,3.69127
2023-07-22,1.67785
2023-07-24,2.01342
2023-07-25,2.34899
2023-07-26,4.36241
2023-07-27,4.36241
2023-07-28,4.69798
2023-07-29,1.67785
2023-07-30,2.01342
2023-07-31,7.71812
2023-08-01,4.02684
2023-08-02,3.02013
2023-08-03,5.70469
2023-08-04,4.69798
2023-08-05,2.34899
2023-08-06,2.01342
2023-08-07,2.68456
2023-08-08,2.68456
2023-08-09,7.04697
2023-08-10,7.04697
2023-08-11,6.04026
2023-08-12,3.69127
2023-08-13,5.03355
2023-08-14,9.0604
2023-08-15,5.36912
2023-08-16,10.40268
2023-08-17,2.34899
2023-08-18,3.69127
2023-08-19,2.68456
2023-08-20,3.3557
2023-08-21,4.02684
2023-08-22,6.04026
2023-08-23,6.04026
2023-08-24,6.37583
2023-08-25,7.71812
2023-08-26,2.34899
2023-08-27,4.02684
2023-08-28,5.70469
2023-08-29,5.70469
2023-08-30,5.70469
2023-08-31,6.7114
2023-09-01,1.67785
2023-09-02,2.68456
2023-09-03,4.02684
2023-09-04,4.69798
2023-09-05,4.02684
2023-09-06,5.70469
2023-09-07,2.01342
2023-09-08,6.7114
2023-09-10,2.34899
2023-09-11,1.67785
2023-09-12,3.3557
2023-09-13,1.67785
2023-09-14,2.01342
2023-09-16,3.3557
2023-09-17,4.02684
2023-09-18,3.3557
2023-09-19,3.02013
2023-09-20,6.7114
2023-09-21,4.36241
2023-09-22,4.36241
2023-09-23,2.01342
2023-09-24,1.67785
2023-09-25,2.34899
2023-09-26,2.68456
2023-09-27,3.3557
2023-09-28,3.3557
2023-09-30,2.34899
2023-10-01,3.02013
2023-10-02,1.67785
2023-10-03,3.3557
2023-10-04,5.03355
2023-10-05,2.68456
2023-10-06,4.36241
2023-10-07,2.34899
2023-10-08,2.34899
2023-10-09,2.01342
2023-10-10,2.68456
2023-10-11,7.38255
2023-10-12,4.69798
2023-10-14,2.01342
2023-10-16,7.38255
2023-10-17,9.0604
2023-10-18,7.04697
2023-10-19,7.04697
2023-10-20,6.37583
2023-10-21,2.34899
2023-10-22,3.69127
2023-10-23,5.03355
2023-10-24,3.3557
2023-10-25,3.69127
2023-10-26,6.7114
2023-10-27,3.02013
2023-10-29,2.68456
2023-10-30,6.37583
2023-10-31,10.06711
2023-11-01,6.37583
2023-11-02,6.37583
2023-11-03,3.02013
2023-11-04,2.68456
2023-11-05,3.69127
2023-11-06,2.34899
2023-11-08,4.02684
2023-11-09,3.69127
2023-11-10,3.02013
2023-11-13,4.69798
2023-11-14,2.34899
2023-11-15,6.04026
2023-11-16,3.69127
2023-11-17,6.04026
2023-11-18,2.01342
2023-11-19,4.02684
2023-11-20,7.04697
2023-11-21,5.03355
2023-11-22,4.36241
2023-11-23,2.68456
2023-11-24,5.70469
2023-11-25,3.3557
2023-11-26,3.02013
2023-11-27,7.04697
2023-11-28,5.03355
2023-11-29,6.7114
2023-11-30,7.38255
2023-12-01,5.03355
2023-12-02,3.3557
2023-12-03,3.02013
2023-12-04,5.36912
2023-12-05,6.37583
2023-12-06,7.38255
2023-12-07,6.04026
2023-12-08,4.36241
2023-12-09,3.3557
2023-12-10,1.67785
2023-12-11,7.38255
2023-12-12,7.38255
2023-12-13,6.7114
2023-12-14,6.7114
2023-12-15,8.72483
2023-12-16,3.69127
2023-12-17,5.03355
2023-12-18,8.38926
2023-12-19,6.37583
2023-12-20,4.36241
2023-12-21,6.7114
2023-12-22,6.7114
2023-12-23,4.02684
2023-12-24,5.03355
2023-12-25,4.69798
2023-12-26,10.40268
2023-12-27,10.40268
2023-12-28,11.40939
2023-12-29,9.39597
2023-12-30,5.70469
2023-12-31,5.03355
2024-01-01,7.04697
2024-01-02,9.0604
2024-01-03,8.05369
2024-01-04,7.71812
2024-01-05,7.04697
2024-01-06,3.3557
2024-01-07,5.70469
2024-01-08,8.38926
2024-01-09,10.40268
2024-01-10,9.0604
2024-01-11,9.39597
2024-01-12,7.04697
2024-01-13,5.36912
2024-01-14,6.04026
2024-01-15,10.73825
2024-01-16,8.72483
2024-01-17,55.36912
2024-01-18,57.38255
2024-01-19,38.92617
2024-01-20,28.52348
2024-01-21,17.11409
2024-01-22,25.16778
2024-01-23,29.5302
2024-01-24,24.16107
2024-01-25,22.14765
2024-01-26,23.48993
2024-01-27,19.46308
2024-01-28,21.47651
2024-01-29,30.87248
2024-01-30,53.3557
2024-01-31,25.50335
2024-02-01,50.33557
2024-02-02,44.2953
2024-02-03,18.45637
2024-02-04,32.55033
2024-02-05,40.26845
2024-02-06,29.5302
2024-02-07,28.18791
2024-02-08,31.87919
2024-02-09,17.11409
2024-02-10,23.8255
2024-02-11,100.0
2024-02-12,47.98657
2024-02-13,74.16107
2024-02-14,51.67785
2024-02-15,40.93959
2024-02-16,34.56375
2024-02-17,22.48322
2024-02-18,28.18791
2024-02-19,44.96644
2024-02-20,32.21476
2024-02-21,37.24832
2024-02-22,30.87248
2024-02-23,29.19463
2024-02-24,19.12751
2024-02-25,25.16778
2024-02-26,35.90604
2024-02-27,28.85906
2024-02-28,36.91275
2024-02-29,25.83892
2024-03-01,20.13422
2024-03-02,16.77852
2024-03-03,47.31543
2024-03-04,38.5906
2024-03-05,32.21476
2024-03-06,24.83221
2024-03-07,24.49664
2024-03-08,23.48993
2024-03-09,12.4161
2024-03-10,11.74496
2024-03-11,18.45637
2024-03-12,18.1208
2024-03-13,19.79865
2024-03-14,18.45637
2024-03-15,17.44966
2024-03-16,8.05369
2024-03-17,12.75167
2024-03-18,14.7651
2024-03-19,23.8255
2024-03-20,12.75167
