date,VIX지수
2021-10-02,7.72051
2021-10-03,4.26558
2021-10-04,13.06697
2021-10-05,24.23277
2021-10-06,29.63713
2021-10-07,21.7815
2021-10-08,16.03937
2021-10-09,7.59505
2021-10-10,4.21733
2021-10-11,12.37212
2021-10-12,19.37849
2021-10-13,17.61243
2021-10-14,14.37946
2021-10-15,13.25033
2021-10-16,5.86759
2021-10-17,3.02065
2021-10-18,11.97645
2021-10-19,13.48195
2021-10-20,14.00308
2021-10-21,14.74618
2021-10-22,11.64833
2021-10-23,5.75178
2021-10-24,3.34877
2021-10-25,8.59872
2021-10-26,10.88592
2021-10-27,12.53618
2021-10-28,12.87396
2021-10-29,12.41073
2021-10-30,5.34645
2021-10-31,3.03995
2021-11-01,9.7375
2021-11-02,11.75448
2021-11-03,11.82204
2021-11-04,11.56147
2021-11-05,10.27793
2021-11-06,5.95444
2021-11-07,3.76375
2021-11-08,9.59274
2021-11-09,12.31422
2021-11-10,14.70758
2021-11-11,14.05134
2021-11-12,9.0716
2021-11-13,5.16309
2021-11-14,2.19069
2021-11-15,7.34414
2021-11-16,10.28758
2021-11-17,9.78575
2021-11-18,10.01737
2021-11-19,10.92453
2021-11-20,5.18239
2021-11-21,3.31017
2021-11-22,8.3285
2021-11-23,12.86431
2021-11-24,12.67129
2021-11-25,9.74715
2021-11-26,24.27137
2021-11-27,38.96931
2021-11-28,28.36325
2021-11-29,52.16174
2021-11-30,51.90117
2021-12-01,40.59061
2021-12-02,38.99826
2021-12-03,24.36788
2021-12-04,26.35591
2021-12-05,12.58444
2021-12-06,27.54294
2021-12-07,25.28469
2021-12-08,28.76857
2021-12-09,25.57421
2021-12-10,23.31596
2021-12-11,10.70256
2021-12-12,5.41401
2021-12-13,16.02972
2021-12-14,28.90368
2021-12-15,26.39451
2021-12-16,20.16985
2021-12-17,22.99749
2021-12-18,10.63501
2021-12-19,4.71916
2021-12-20,28.87473
2021-12-21,29.9942
2021-12-22,21.08666
2021-12-23,17.2071
2021-12-24,10.70256
2021-12-25,3.7927
2021-12-26,3.39702
2021-12-27,11.63867
2021-12-28,15.17081
2021-12-29,15.24802
2021-12-30,12.73885
2021-12-31,8.83999
2022-01-01,5.23065
2022-01-02,3.33912
2022-01-03,10.4613
2022-01-04,14.09959
2022-01-05,20.35321
2022-01-06,33.6132
2022-01-07,21.54024
2022-01-08,11.52287
2022-01-09,4.98938
2022-01-10,21.94557
2022-01-11,27.37888
2022-01-12,18.99247
2022-01-13,16.63771
2022-01-14,21.10596
2022-01-15,8.96545
2022-01-16,4.03397
2022-01-17,10.11387
2022-01-18,19.32059
2022-01-19,29.44412
2022-01-20,26.02779
2022-01-21,35.28276
2022-01-22,30.22582
2022-01-23,13.38544
2022-01-24,53.84095
2022-01-25,100.0
2022-01-26,65.65334
2022-01-27,65.84636
2022-01-28,45.82127
2022-01-29,19.56186
2022-01-30,8.10654
2022-01-31,17.02374
2022-02-01,24.97587
2022-02-02,26.77089
2022-02-03,37.95599
2022-02-04,38.45782
2022-02-05,17.40011
2022-02-06,8.01968
2022-02-07,22.37019
2022-02-08,26.83844
2022-02-09,24.23277
2022-02-10,28.64311
2022-02-11,32.31036
2022-02-12,22.65971
2022-02-13,10.07527
2022-02-14,41.47847
2022-02-15,43.79463
2022-02-16,35.46612
2022-02-17,36.65315
2022-02-18,37.46381
2022-02-19,19.33024
2022-02-20,8.24165
2022-02-21,18.31692
2022-02-22,38.06215
2022-02-23,36.05481
2022-02-24,69.19513
2022-02-25,47.05655
2022-02-26,16.39644
2022-02-27,6.38872
2022-02-28,26.56823
2022-03-01,29.81084
2022-03-02,38.06215
2022-03-03,29.84944
2022-03-04,32.77359
2022-03-05,16.85002
2022-03-06,9.93051
2022-03-07,35.53368
2022-03-08,49.16039
2022-03-09,31.47075
2022-03-10,30.97857
2022-03-11,31.19088
2022-03-12,17.52557
2022-03-13,8.26095
2022-03-14,25.28469
2022-03-15,33.64215
2022-03-16,28.12198
2022-03-17,30.84346
2022-03-18,25.03377
2022-03-19,12.8257
2022-03-20,6.12816
2022-03-21,19.59081
2022-03-22,23.52827
2022-03-23,23.81779
2022-03-24,23.2484
2022-03-25,21.62709
2022-03-26,10.45165
2022-03-27,4.74811
2022-03-28,15.83671
2022-03-29,21.93591
2022-03-30,23.25805
2022-03-31,22.19648
2022-04-01,22.02277
2022-04-02,9.45763
2022-04-03,4.26558
2022-04-04,14.52422
2022-04-05,21.49198
2022-04-06,27.83246
2022-04-07,33.03416
2022-04-08,24.14591
2022-04-09,11.37811
2022-04-10,4.19803
2022-04-11,18.46168
2022-04-12,29.34761
2022-04-13,23.9336
2022-04-14,20.78749
2022-04-15,15.22872
2022-04-16,4.41999
2022-04-17,3.84095
2022-04-18,16.02007
2022-04-19,20.72958
2022-04-20,19.10828
2022-04-21,17.80544
2022-04-22,23.58618
2022-04-23,18.40378
2022-04-24,6.63964
2022-04-25,30.47674
2022-04-26,32.1077
2022-04-27,50.27021
2022-04-28,31.15228
2022-04-29,25.71897
2022-04-30,18.43273
2022-05-01,7.31519
2022-05-02,25.66106
2022-05-03,28.3922
2022-05-04,23.895
2022-05-05,25.18818
2022-05-06,42.82956
2022-05-07,14.91024
2022-05-08,6.28257
2022-05-09,34.32734
2022-05-10,52.08453
2022-05-11,41.52673
2022-05-12,56.35977
2022-05-13,35.48542
2022-05-14,13.82937
2022-05-15,7.04497
2022-05-16,23.70198
2022-05-17,26.07604
2022-05-18,25.57421
2022-05-19,40.77398
2022-05-20,26.05674
2022-05-21,14.40841
2022-05-22,6.88091
2022-05-23,21.96487
2022-05-24,30.61185
2022-05-25,32.17525
2022-05-26,27.99652
2022-05-27,22.39915
2022-05-28,9.89191
2022-05-29,4.5551
2022-05-30,12.6906
2022-05-31,19.09862
2022-06-01,16.98513
2022-06-02,21.26037
2022-06-03,18.81876
2022-06-04,9.91121
2022-06-05,3.58038
2022-06-06,11.31055
2022-06-07,19.14688
2022-06-08,18.81876
2022-06-09,18.63539
2022-06-10,23.09399
2022-06-11,14.2733
2022-06-12,5.56842
2022-06-13,35.83285
2022-06-14,46.96969
2022-06-15,31.61551
2022-06-16,32.04979
2022-06-17,35.45647
2022-06-18,11.70623
2022-06-19,5.74213
2022-06-20,17.44836
2022-06-21,19.35919
2022-06-22,23.75024
2022-06-23,24.6767
2022-06-24,17.9695
2022-06-25,8.88824
2022-06-26,4.56475
2022-06-27,15.23837
2022-06-28,18.51959
2022-06-29,19.37849
2022-06-30,20.44006
2022-07-01,20.89364
2022-07-02,9.02335
2022-07-03,4.42964
2022-07-04,10.49025
2022-07-05,17.48697
2022-07-06,20.80679
2022-07-07,17.50627
2022-07-08,17.10094
2022-07-09,8.03898
2022-07-10,3.7541
2022-07-11,15.88496
2022-07-12,19.68731
2022-07-13,21.20247
2022-07-14,19.91893
2022-07-15,15.78845
2022-07-16,8.16444
2022-07-17,3.8506
2022-07-18,12.75815
2022-07-19,15.93321
2022-07-20,17.25535
2022-07-21,15.47963
2022-07-22,14.57247
2022-07-23,7.49855
2022-07-24,3.1268
2022-07-25,13.01872
2022-07-26,13.66531
2022-07-27,14.45666
2022-07-28,14.9585
2022-07-29,13.77147
2022-07-30,6.56243
2022-07-31,3.65759
2022-08-01,11.83169
2022-08-02,17.80544
2022-08-03,15.43138
2022-08-04,16.39644
2022-08-05,15.27697
2022-08-06,7.79772
2022-08-07,3.54178
2022-08-08,11.72553
2022-08-09,13.95483
2022-08-10,16.31924
2022-08-11,19.00212
2022-08-12,15.47963
2022-08-13,8.22235
2022-08-14,3.53213
2022-08-15,11.38776
2022-08-16,17.42906
2022-08-17,17.41941
2022-08-18,16.91758
2022-08-19,15.94286
2022-08-20,8.66628
2022-08-21,3.7927
2022-08-22,16.85002
2022-08-23,22.20613
2022-08-24,17.94055
2022-08-25,15.85601
2022-08-26,14.35051
2022-08-27,11.90889
2022-08-28,5.09554
2022-08-29,21.30862
2022-08-30,21.73325
2022-08-31,21.71395
2022-09-01,22.99749
2022-09-02,19.12758
2022-09-03,9.33217
2022-09-04,3.95676
2022-09-05,9.98841
2022-09-06,14.62072
2022-09-07,19.67766
2022-09-08,14.91024
2022-09-09,11.03068
2022-09-10,6.18606
2022-09-11,3.03995
2022-09-12,10.04632
2022-09-13,21.96487
2022-09-14,26.37521
2022-09-15,19.30129
2022-09-16,21.50164
2022-09-17,9.45763
2022-09-18,4.56475
2022-09-19,16.92723
2022-09-20,17.88264
2022-09-21,20.04439
2022-09-22,25.09168
2022-09-23,22.88168
2022-09-24,15.19011
2022-09-25,5.84829
2022-09-26,28.92298
2022-09-27,33.89307
2022-09-28,37.74367
2022-09-29,32.21385
2022-09-30,28.21849
2022-10-01,12.43003
2022-10-02,5.13414
2022-10-03,15.30592
2022-10-04,22.63076
2022-10-05,21.95522
2022-10-06,17.80544
2022-10-07,16.99478
2022-10-08,10.15248
2022-10-09,4.67091
2022-10-10,13.28894
2022-10-11,23.64408
2022-10-12,18.95386
2022-10-13,21.73325
2022-10-14,18.46168
2022-10-15,9.33217
2022-10-16,5.77108
2022-10-17,12.42038
2022-10-18,15.97182
2022-10-19,14.53387
2022-10-20,12.15016
2022-10-21,12.15016
2022-10-22,6.16676
2022-10-23,3.25226
2022-10-24,10.75082
2022-10-25,12.60374
2022-10-26,12.83535
2022-10-27,13.52055
2022-10-28,12.93186
2022-10-29,6.87126
2022-10-30,2.96274
2022-10-31,10.4613
2022-11-01,14.254
2022-11-02,14.11889
2022-11-03,17.12989
2022-11-04,14.91024
2022-11-05,6.8037
2022-11-06,3.89886
2022-11-07,11.95715
2022-11-08,13.63636
2022-11-09,15.73055
2022-11-10,15.98147
2022-11-11,16.37714
2022-11-12,10.27793
2022-11-13,4.67091
2022-11-14,15.0357
2022-11-15,19.74522
2022-11-16,17.34221
2022-11-17,16.5605
2022-11-18,14.30225
2022-11-19,7.31519
2022-11-20,3.1075
2022-11-21,10.70256
2022-11-22,16.5605
2022-11-23,16.4254
2022-11-24,15.54719
2022-11-25,11.93784
2022-11-26,6.53348
2022-11-27,3.05925
2022-11-28,11.86064
2022-11-29,15.62439
2022-11-30,20.33391
2022-12-01,20.28565
2022-12-02,19.71627
2022-12-03,10.38409
2022-12-04,4.13047
2022-12-05,12.75815
2022-12-06,19.27234
2022-12-07,21.12526
2022-12-08,18.51959
2022-12-09,15.0743
2022-12-10,7.31519
2022-12-11,3.16541
2022-12-12,12.23701
2022-12-13,26.9639
2022-12-14,18.62574
2022-12-15,21.7236
2022-12-16,19.08897
2022-12-17,9.38042
2022-12-18,3.31982
2022-12-19,10.80872
2022-12-20,18.33622
2022-12-21,15.85601
2022-12-22,16.06832
2022-12-23,19.60046
2022-12-24,8.50221
2022-12-25,3.26191
2022-12-26,7.5468
2022-12-27,10.98243
2022-12-28,15.7981
2022-12-29,16.84037
2022-12-30,10.77977
2022-12-31,6.08955
2023-01-01,2.85659
2023-01-02,8.232
2023-01-03,13.39509
2023-01-04,16.04902
2023-01-05,15.14186
2023-01-06,14.37946
2023-01-07,7.38274
2023-01-08,3.0689
2023-01-09,10.85697
2023-01-10,14.54352
2023-01-11,15.47963
2023-01-12,17.04304
2023-01-13,17.71858
2023-01-14,9.12951
2023-01-15,3.28121
2023-01-16,9.41903
2023-01-17,13.39509
2023-01-18,16.5412
2023-01-19,18.89596
2023-01-20,16.57981
2023-01-21,8.70488
2023-01-22,2.91449
2023-01-23,5.3368
2023-01-24,10.67361
2023-01-25,11.93784
2023-01-26,10.36479
2023-01-27,8.89789
2023-01-28,5.70353
2023-01-29,3.60934
2023-01-30,8.3478
2023-01-31,9.11021
2023-02-01,7.84597
2023-02-02,11.23335
2023-02-03,9.85331
2023-02-04,5.23065
2023-02-05,2.86624
2023-02-06,7.39239
2023-02-07,8.57942
2023-02-08,7.99073
2023-02-09,7.31519
2023-02-10,6.8423
2023-02-11,3.51283
2023-02-12,2.50916
2023-02-13,5.2596
2023-02-14,7.16077
2023-02-15,8.66628
2023-02-16,8.38641
2023-02-17,9.8147
2023-02-18,4.52615
2023-02-19,2.50916
2023-02-20,4.89287
2023-02-21,8.88824
2023-02-22,13.19243
2023-02-23,10.35514
2023-02-24,9.0909
2023-02-25,5.80003
2023-02-26,2.52846
2023-02-27,10.5578
2023-02-28,10.08492
2023-03-01,8.22235
2023-03-02,9.54448
2023-03-03,8.2899
2023-03-04,4.78672
2023-03-05,2.29685
2023-03-06,6.37907
2023-03-07,8.75313
2023-03-08,10.5964
2023-03-09,9.69889
2023-03-10,14.35051
2023-03-11,12.57479
2023-03-12,7.24763
2023-03-13,27.03146
2023-03-14,27.32098
2023-03-15,27.41748
2023-03-16,23.84674
2023-03-17,16.87898
2023-03-18,9.66029
2023-03-19,4.26558
2023-03-20,17.27465
2023-03-21,15.87531
2023-03-22,15.62439
2023-03-23,15.67265
2023-03-24,16.85002
2023-03-25,6.98706
2023-03-26,3.56108
2023-03-27,9.7568
2023-03-28,12.07295
2023-03-29,13.34684
2023-03-30,12.55549
2023-03-31,10.63501
2023-04-01,5.83864
2023-04-02,2.64427
2023-04-03,9.66029
2023-04-04,13.15383
2023-04-05,12.93186
2023-04-06,13.35649
2023-04-07,8.3478
2023-04-08,2.93379
2023-04-09,2.08453
2023-04-10,8.2706
2023-04-11,10.94383
2023-04-12,10.95348
2023-04-13,10.26828
2023-04-14,10.29723
2023-04-15,5.37541
2023-04-16,2.72148
2023-04-17,9.0523
2023-04-18,13.41439
2023-04-19,15.73055
2023-04-20,17.9888
2023-04-21,14.17679
2023-04-22,5.60702
2023-04-23,2.81798
2023-04-24,9.7954
2023-04-25,12.87396
2023-04-26,14.9778
2023-04-27,12.26597
2023-04-28,10.39374
2023-04-29,5.97375
2023-04-30,2.70218
2023-05-01,7.19938
2023-05-02,12.40108
2023-05-03,13.93553
2023-05-04,11.15614
2023-05-05,9.8147
2023-05-06,5.68423
2023-05-07,2.90484
2023-05-08,7.77842
2023-05-09,9.7568
2023-05-10,11.2816
2023-05-11,10.5771
2023-05-12,9.0137
2023-05-13,4.96043
2023-05-14,2.12314
2023-05-15,7.75911
2023-05-16,9.65064
2023-05-17,10.04632
2023-05-18,10.43234
2023-05-19,9.38042
2023-05-20,4.66126
2023-05-21,2.18104
2023-05-22,7.04497
2023-05-23,9.28392
2023-05-24,12.61339
2023-05-25,11.89924
2023-05-26,9.7568
2023-05-27,4.87357
2023-05-28,2.53812
2023-05-29,5.3175
