date,중소기업
2020-03-20,74.83912
2020-03-21,33.78378
2020-03-22,35.07078
2020-03-23,75.48262
2020-03-24,83.52638
2020-03-25,86.55083
2020-03-26,80.88803
2020-03-27,68.91891
2020-03-28,32.17503
2020-03-29,33.97683
2020-03-30,100.0
2020-03-31,80.95238
2020-04-01,80.43758
2020-04-02,70.46332
2020-04-03,61.58301
2020-04-04,29.60102
2020-04-05,27.47747
2020-04-06,68.59716
2020-04-07,67.63191
2020-04-08,67.43886
2020-04-09,60.03861
2020-04-10,59.2664
2020-04-11,27.41312
2020-04-12,30.56628
2020-04-13,65.76576
2020-04-14,65.89446
2020-04-15,34.87773
2020-04-16,59.2664
2020-04-17,52.4453
2020-04-18,28.70012
2020-04-19,33.07593
2020-04-20,64.99356
2020-04-21,66.02316
2020-04-22,66.92406
2020-04-23,60.03861
2020-04-24,49.67824
2020-04-25,26.70527
2020-04-26,30.95238
2020-04-27,60.93951
2020-04-28,64.60746
2020-04-29,53.861
2020-04-30,29.15057
2020-05-01,29.85842
2020-05-02,24.19562
2020-05-03,27.99227
2020-05-04,46.91119
2020-05-05,32.68983
2020-05-06,59.71685
2020-05-07,59.7812
2020-05-08,50.70785
2020-05-09,28.95752
2020-05-10,32.75418
2020-05-11,66.02316
2020-05-12,65.63706
2020-05-13,61.32561
2020-05-14,61.32561
2020-05-15,49.80694
2020-05-16,43.43629
2020-05-17,33.14028
2020-05-18,69.62676
2020-05-19,69.49806
2020-05-20,58.94465
2020-05-21,54.82625
2020-05-22,52.38095
2020-05-23,26.31917
2020-05-24,30.18018
2020-05-25,70.59202
2020-05-26,62.54826
2020-05-27,60.36036
2020-05-28,53.4749
2020-05-29,47.87644
2020-05-30,24.77477
2020-05-31,29.02187
2020-06-01,64.60746
2020-06-02,55.4054
2020-06-03,53.4749
2020-06-04,52.1879
2020-06-05,46.33204
2020-06-06,27.34877
2020-06-07,28.31402
2020-06-08,59.84555
2020-06-09,65.95881
2020-06-10,58.30115
2020-06-11,60.16731
2020-06-12,45.10939
2020-06-13,26.44787
2020-06-14,31.33848
2020-06-15,61.71171
2020-06-16,54.82625
2020-06-17,58.04375
2020-06-18,54.69755
2020-06-19,48.00514
2020-06-20,25.03217
2020-06-21,27.41312
2020-06-22,51.09395
2020-06-23,61.00386
2020-06-24,59.07335
2020-06-25,51.22265
2020-06-26,45.43114
2020-06-27,27.41312
2020-06-28,29.72972
2020-06-29,58.6229
2020-06-30,55.7915
2020-07-01,53.9897
2020-07-02,48.58429
2020-07-03,38.93178
2020-07-04,26.57657
2020-07-05,28.95752
2020-07-06,55.5341
2020-07-07,55.98455
2020-07-08,52.8314
2020-07-09,49.42084
2020-07-10,43.62934
2020-07-11,25.48262
2020-07-12,25.28957
2020-07-13,52.12355
2020-07-14,59.71685
2020-07-15,56.3063
2020-07-16,49.67824
2020-07-17,46.78249
2020-07-18,23.93822
2020-07-19,25.86872
2020-07-20,57.8507
2020-07-21,64.92921
2020-07-22,58.42985
2020-07-23,51.287
2020-07-24,41.24839
2020-07-25,22.77992
2020-07-26,26.89832
2020-07-27,52.3166
2020-07-28,58.04375
2020-07-29,49.03474
2020-07-30,42.98584
2020-07-31,36.74388
2020-08-01,21.87902
2020-08-02,22.58687
2020-08-03,44.53024
2020-08-04,41.95624
2020-08-05,49.09909
2020-08-06,47.49034
2020-08-07,40.15444
2020-08-08,20.84942
2020-08-09,25.35392
2020-08-10,53.92535
2020-08-11,53.0888
2020-08-12,50.3861
2020-08-13,45.68854
2020-08-14,41.50579
2020-08-15,23.16602
2020-08-16,22.32947
2020-08-17,27.41312
2020-08-18,46.01029
2020-08-19,51.09395
2020-08-20,49.16344
2020-08-21,42.21364
2020-08-22,24.38867
2020-08-23,25.48262
2020-08-24,52.76705
2020-08-25,51.4157
2020-08-26,51.73745
2020-08-27,54.8906
2020-08-28,48.45559
2020-08-29,26.12612
2020-08-30,28.37837
2020-08-31,48.77734
2020-09-01,56.1776
2020-09-02,50.7722
2020-09-03,50.5148
2020-09-04,44.65894
2020-09-05,27.02702
2020-09-06,30.75933
2020-09-07,64.28571
2020-09-08,62.74131
2020-09-09,60.87516
2020-09-10,58.42985
2020-09-11,45.81724
2020-09-12,25.74002
2020-09-13,32.62548
2020-09-14,59.33075
2020-09-15,52.76705
2020-09-16,54.8906
2020-09-17,49.74259
2020-09-18,44.65894
2020-09-19,25.09652
2020-09-20,29.53667
2020-09-21,58.42985
2020-09-22,58.6229
2020-09-23,65.57271
2020-09-24,62.61261
2020-09-25,52.76705
2020-09-26,25.67567
2020-09-27,29.66537
2020-09-28,54.31145
2020-09-29,36.42213
2020-09-30,22.07207
2020-10-01,18.91891
2020-10-02,19.24066
2020-10-03,27.22007
2020-10-04,33.65508
2020-10-05,60.42471
2020-10-06,64.15701
2020-10-07,56.9498
2020-10-08,47.74774
2020-10-09,26.76962
2020-10-10,27.22007
2020-10-11,29.85842
2020-10-12,59.33075
2020-10-13,55.7915
2020-10-14,57.722
2020-10-15,50.57915
2020-10-16,42.34234
2020-10-17,25.03217
2020-10-18,25.48262
2020-10-19,52.50965
2020-10-20,57.91505
2020-10-21,51.9305
2020-10-22,51.86615
2020-10-23,47.94079
2020-10-24,24.06692
2020-10-25,28.50707
2020-10-26,54.6332
2020-10-27,58.04375
2020-10-28,57.722
2020-10-29,62.22651
2020-10-30,56.49935
2020-10-31,27.22007
2020-11-01,26.51222
2020-11-02,58.30115
2020-11-03,55.9202
2020-11-04,50.0
2020-11-05,51.8018
2020-11-06,44.53024
2020-11-07,24.25997
2020-11-08,25.09652
2020-11-09,58.30115
2020-11-10,51.1583
2020-11-11,50.3861
