date,KB다이렉트자동차보험
2020-06-21,18.86898
2020-06-22,42.4236
2020-06-23,37.66772
2020-06-24,36.46645
2020-06-25,36.05198
2020-06-26,34.89286
2020-06-27,18.55988
2020-06-28,18.30698
2020-06-29,42.37442
2020-06-30,36.52265
2020-07-01,31.56304
2020-07-02,32.45521
2020-07-03,34.81559
2020-07-04,18.15946
2020-07-05,18.16649
2020-07-06,38.26484
2020-07-07,34.99121
2020-07-08,34.28872
2020-07-09,33.26308
2020-07-10,32.44819
2020-07-11,17.98384
2020-07-12,18.10326
2020-07-13,42.27608
2020-07-14,37.78714
2020-07-15,35.11064
2020-07-16,32.25149
2020-07-17,32.84158
2020-07-18,16.63505
2020-07-19,18.17351
2020-07-20,40.91324
2020-07-21,34.90691
2020-07-22,33.69863
2020-07-23,32.49736
2020-07-24,32.01966
2020-07-25,17.49209
2020-07-26,17.20407
2020-07-27,39.65577
2020-07-28,31.99157
2020-07-29,29.58201
2020-07-30,32.62381
2020-07-31,32.75026
2020-08-01,19.02353
2020-08-02,17.51317
2020-08-03,33.27713
2020-08-04,29.29399
2020-08-05,30.7622
2020-08-06,29.89111
2020-08-07,33.76185
2020-08-08,19.10783
2020-08-09,17.63259
2020-08-10,41.53846
2020-08-11,36.54373
2020-08-12,34.46434
2020-08-13,32.51141
2020-08-14,34.54864
2020-08-15,18.55988
2020-08-16,16.85282
2020-08-17,25.12118
2020-08-18,42.07938
2020-08-19,37.76606
2020-08-20,36.0028
2020-08-21,35.43378
2020-08-22,18.93923
2020-08-23,18.43343
2020-08-24,42.90129
2020-08-25,39.40288
2020-08-26,36.80365
2020-08-27,35.06146
2020-08-28,36.1152
2020-08-29,19.53635
2020-08-30,18.36318
2020-08-31,40.54794
2020-09-01,37.96979
2020-09-02,35.91851
2020-09-03,37.14787
2020-09-04,35.23709
2020-09-05,20.14049
2020-09-06,18.41236
2020-09-07,39.90867
2020-09-08,36.1152
2020-09-09,35.22304
2020-09-10,35.61643
2020-09-11,30.08078
2020-09-12,16.75447
2020-09-13,16.621
2020-09-14,39.36775
2020-09-15,35.77098
2020-09-16,35.37056
2020-09-17,38.05409
2020-09-18,34.61889
2020-09-19,18.04004
2020-09-20,15.93958
2020-09-21,37.49912
2020-09-22,34.30277
2020-09-23,33.85317
2020-09-24,32.60273
2020-09-25,33.3263
2020-09-26,17.85036
2020-09-27,17.35862
2020-09-28,41.65086
2020-09-29,37.81524
2020-09-30,18.86898
2020-10-01,10.74113
2020-10-02,9.75061
2020-10-03,14.94906
2020-10-04,18.54583
2020-10-05,52.09694
2020-10-06,44.95258
2020-10-07,43.62486
2020-10-08,40.66736
2020-10-09,21.54548
2020-10-10,19.157
2020-10-11,17.96979
2020-10-12,44.25711
2020-10-13,31.60519
2020-10-14,33.04531
2020-10-15,33.95855
2020-10-16,32.20231
2020-10-17,19.56445
2020-10-18,19.42395
2020-10-19,44.80505
2020-10-20,38.49666
2020-10-21,37.33052
2020-10-22,35.39164
2020-10-23,33.3263
2020-10-24,18.86195
2020-10-25,18.68633
2020-10-26,41.79838
2020-10-27,34.87179
2020-10-28,34.12715
2020-10-29,31.70354
2020-10-30,30.10888
2020-10-31,17.66069
2020-11-01,18.08219
2020-11-02,39.86652
2020-11-03,36.02388
2020-11-04,34.99824
2020-11-05,34.20442
2020-11-06,33.44573
2020-11-07,19.26238
2020-11-08,18.21566
2020-11-09,40.30207
2020-11-10,38.22269
2020-11-11,34.61889
2020-11-12,33.08043
2020-11-13,32.04776
2020-11-14,18.60906
2020-11-15,16.0871
2020-11-16,37.05655
2020-11-17,34.2536
2020-11-18,32.64488
2020-11-19,31.54197
2020-11-20,32.39901
2020-11-21,17.98384
2020-11-22,17.69582
2020-11-23,40.16157
2020-11-24,31.92132
2020-11-25,31.50684
2020-11-26,32.27959
2020-11-27,33.01018
2020-11-28,19.3537
2020-11-29,18.9884
2020-11-30,42.83105
2020-12-01,40.34422
2020-12-02,35.64453
2020-12-03,34.42219
2020-12-04,35.98173
2020-12-05,20.36529
2020-12-06,20.53389
2020-12-07,42.32525
2020-12-08,38.82683
2020-12-09,37.53424
2020-12-10,35.34246
2020-12-11,34.90691
2020-12-12,18.78468
2020-12-13,18.43343
2020-12-14,45.20547
2020-12-15,43.96909
2020-12-16,42.0583
2020-12-17,39.44502
2020-12-18,35.30734
2020-12-19,21.18721
2020-12-20,19.84545
2020-12-21,43.87074
2020-12-22,34.68914
2020-12-23,29.53284
2020-12-24,26.81419
2020-12-25,14.1131
2020-12-26,14.80154
2020-12-27,15.65858
2020-12-28,42.55005
2020-12-29,36.54373
2020-12-30,38.26484
2020-12-31,39.87355
2021-01-01,20.71654
2021-01-02,17.70284
2021-01-03,19.3256
2021-01-04,45.80259
2021-01-05,40.16157
2021-01-06,39.2975
2021-01-07,42.52195
2021-01-08,57.17597
2021-01-09,33.85317
2021-01-10,24.27116
2021-01-11,43.47031
2021-01-12,37.92061
2021-01-13,35.51106
2021-01-14,36.40323
2021-01-15,34.80857
2021-01-16,21.65788
2021-01-17,19.51527
2021-01-18,41.84053
2021-01-19,37.96979
2021-01-20,35.93256
2021-01-21,33.79697
2021-01-22,31.98454
2021-01-23,18.26484
2021-01-24,17.19704
2021-01-25,36.8458
2021-01-26,33.61433
2021-01-27,28.96382
2021-01-28,28.24025
2021-01-29,32.08289
2021-01-30,19.16403
2021-01-31,18.13136
2021-02-01,36.77555
2021-02-02,33.61433
2021-02-03,28.66877
2021-02-04,27.83983
2021-02-05,32.11801
2021-02-06,18.44748
2021-02-07,16.3119
2021-02-08,33.1858
2021-02-09,29.44854
2021-02-10,31.25395
2021-02-11,17.63259
2021-02-12,14.99121
2021-02-13,16.38918
2021-02-14,18.18756
2021-02-15,40.92729
2021-02-16,36.41025
2021-02-17,31.07832
2021-02-18,31.2118
2021-02-19,31.02915
2021-02-20,17.89251
2021-02-21,15.20196
2021-02-22,33.03828
2021-02-23,34.13417
2021-02-24,32.32174
2021-02-25,34.17632
2021-02-26,32.33579
2021-02-27,19.26238
2021-02-28,17.0425
2021-03-01,23.11204
2021-03-02,40.69546
2021-03-03,38.06111
2021-03-04,37.00737
2021-03-05,34.80154
2021-03-06,19.03055
2021-03-07,18.91113
2021-03-08,38.43343
2021-03-09,34.86476
2021-03-10,34.1131
2021-03-11,31.37337
2021-03-12,31.98454
2021-03-13,18.96733
2021-03-14,17.25324
2021-03-15,39.37478
2021-03-16,33.50193
2021-03-17,34.92096
2021-03-18,33.7478
2021-03-19,32.22339
2021-03-20,18.19459
2021-03-21,17.74499
2021-03-22,40.21777
2021-03-23,34.44327
2021-03-24,32.88373
2021-03-25,30.52335
2021-03-26,29.76466
2021-03-27,17.77309
2021-03-28,16.00983
2021-03-29,35.93958
2021-03-30,34.09905
2021-03-31,30.88162
2021-04-01,32.89778
2021-04-02,31.68247
2021-04-03,19.50825
2021-04-04,16.31893
2021-04-05,37.61854
2021-04-06,31.73867
2021-04-07,30.60063
2021-04-08,30.3688
2021-04-09,30.82543
2021-04-10,17.40077
2021-04-11,16.19248
2021-04-12,37.28837
2021-04-13,33.48788
2021-04-14,31.36635
2021-04-15,32.93993
2021-04-16,31.68949
2021-04-17,16.7053
2021-04-18,16.2838
2021-04-19,36.45943
2021-04-20,32.42711
2021-04-21,31.55602
2021-04-22,29.65929
2021-04-23,26.14682
2021-04-24,14.1974
2021-04-25,15.11064
2021-04-26,34.60484
2021-04-27,30.63575
2021-04-28,29.52581
2021-04-29,28.24025
2021-04-30,27.42536
2021-05-01,18.08921
2021-05-02,17.09167
2021-05-03,37.59044
2021-05-04,34.68914
2021-05-05,19.76115
2021-05-06,38.84791
2021-05-07,35.20196
2021-05-08,19.06568
2021-05-09,16.2276
2021-05-10,41.31366
2021-05-11,37.35862
2021-05-12,33.99367
2021-05-13,36.5086
2021-05-14,33.90937
2021-05-15,17.75904
2021-05-16,15.21601
2021-05-17,34.89989
2021-05-18,33.54408
2021-05-19,19.17105
2021-05-20,38.20864
2021-05-21,28.74604
2021-05-22,13.81102
2021-05-23,16.1433
2021-05-24,39.59957
2021-05-25,37.03547
2021-05-26,29.16754
2021-05-27,22.1707
2021-05-28,18.71443
2021-05-29,11.71057
2021-05-30,14.56269
2021-05-31,36.4805
2021-06-01,37.08465
2021-06-02,34.76642
2021-06-03,32.54654
2021-06-04,32.72918
2021-06-05,17.45697
2021-06-06,17.46399
2021-06-07,37.85739
2021-06-08,34.61187
2021-06-09,33.2139
2021-06-10,31.82297
2021-06-11,32.01264
2021-06-12,17.52722
2021-06-13,15.41974
2021-06-14,35.05444
2021-06-15,33.97962
2021-06-16,32.18826
2021-06-17,31.07832
2021-06-18,31.54197
2021-06-19,16.15033
2021-06-20,15.78503
2021-06-21,36.41025
2021-06-22,33.68458
2021-06-23,31.95644
2021-06-24,31.0713
2021-06-25,31.47874
2021-06-26,18.56691
2021-06-27,16.7615
2021-06-28,37.05655
2021-06-29,33.12961
2021-06-30,32.74323
2021-07-01,33.70565
2021-07-02,33.6073
2021-07-03,18.63013
2021-07-04,17.45697
2021-07-05,37.51317
2021-07-06,33.39655
2021-07-07,31.46469
2021-07-08,29.84193
2021-07-09,30.58658
2021-07-10,18.00491
2021-07-11,17.40779
2021-07-12,37.39374
2021-07-13,34.21847
2021-07-14,31.67544
2021-07-15,30.94485
2021-07-16,31.03617
2021-07-17,18.08921
2021-07-18,17.25324
2021-07-19,37.06357
2021-07-20,33.25605
2021-07-21,32.69406
2021-07-22,30.54443
2021-07-23,25.4654
2021-07-24,14.99121
2021-07-25,14.82262
2021-07-26,32.08991
2021-07-27,26.02739
2021-07-28,25.05795
2021-07-29,26.39971
2021-07-30,25.30382
2021-07-31,16.13628
2021-08-01,11.31015
2021-08-02,24.14471
2021-08-03,31.49279
2021-08-04,30.43203
2021-08-05,31.22585
2021-08-06,25.96417
2021-08-07,15.13874
2021-08-08,15.65156
2021-08-09,32.32876
2021-08-10,28.68282
2021-08-11,29.62416
2021-08-12,28.47207
2021-08-13,27.41131
2021-08-14,15.91851
2021-08-15,14.97716
2021-08-16,21.45416
2021-08-17,37.14085
2021-08-18,34.085
2021-08-19,31.71057
2021-08-20,29.80681
2021-08-21,16.3119
2021-08-22,15.21601
2021-08-23,31.46469
2021-08-24,30.91675
2021-08-25,31.33825
2021-08-26,29.20969
2021-08-27,27.81875
2021-08-28,15.95363
2021-08-29,15.83421
2021-08-30,29.96838
2021-08-31,29.10432
2021-09-01,31.35932
2021-09-02,27.39023
2021-09-03,26.12574
2021-09-04,16.3681
2021-09-05,17.00737
2021-09-06,33.2139
2021-09-07,27.83983
2021-09-08,25.74639
2021-09-09,29.07622
2021-09-10,27.92413
2021-09-11,15.80611
2021-09-12,13.36143
2021-09-13,26.98981
2021-09-14,26.70881
2021-09-15,30.12996
2021-09-16,30.706
2021-09-17,30.22128
2021-09-18,15.86231
2021-09-19,11.10642
2021-09-20,8.3667
2021-09-21,9.14646
2021-09-22,14.83667
2021-09-23,37.65367
2021-09-24,29.27994
2021-09-25,15.06849
2021-09-26,12.54654
2021-09-27,29.82788
2021-09-28,26.82121
2021-09-29,27.4675
2021-09-30,28.09272
2021-10-01,29.20969
2021-10-02,15.44783
2021-10-03,14.58377
2021-10-04,19.23428
2021-10-05,33.07341
2021-10-06,29.91921
2021-10-07,30.55145
2021-10-08,31.268
2021-10-09,15.82016
2021-10-10,13.804
2021-10-11,19.67685
2021-10-12,38.65121
2021-10-13,34.33087
2021-10-14,32.95398
2021-10-15,31.3242
2021-10-16,18.55988
2021-10-17,17.16192
2021-10-18,33.40358
2021-10-19,31.11345
2021-10-20,22.85212
2021-10-21,21.71408
2021-10-22,29.81383
2021-10-23,16.43133
2021-10-24,17.06357
2021-10-25,36.47348
2021-10-26,33.88127
2021-10-27,27.60098
2021-10-28,25.64102
2021-10-29,29.09027
2021-10-30,16.80365
2021-10-31,16.60695
2021-11-01,35.70776
2021-11-02,29.30804
2021-11-03,26.61749
2021-11-04,26.25219
2021-11-05,29.75763
2021-11-06,16.7053
2021-11-07,16.7053
2021-11-08,35.74991
2021-11-09,33.242
2021-11-10,28.42992
2021-11-11,25.92202
2021-11-12,29.27994
2021-11-13,17.56937
2021-11-14,15.20196
2021-11-15,33.73375
2021-11-16,30.24236
2021-11-17,27.06006
2021-11-18,25.64102
2021-11-19,28.55637
2021-11-20,16.58587
2021-11-21,15.83421
2021-11-22,33.39655
2021-11-23,29.56796
2021-11-24,29.54689
2021-11-25,29.56094
2021-11-26,28.80927
2021-11-27,17.63259
2021-11-28,16.4243
2021-11-29,31.78784
2021-11-30,28.31752
2021-12-01,29.06217
2021-12-02,28.3105
2021-12-03,30.83245
2021-12-04,17.66069
2021-12-05,18.57393
2021-12-06,37.25324
2021-12-07,33.53003
2021-12-08,27.14436
2021-12-09,26.17492
2021-12-10,29.41341
2021-12-11,17.56234
2021-12-12,17.54127
2021-12-13,39.72602
2021-12-14,32.81348
2021-12-15,27.01791
2021-12-16,25.55672
2021-12-17,29.48366
2021-12-18,19.82437
2021-12-19,15.77098
2021-12-20,37.80119
2021-12-21,33.4668
2021-12-22,29.11134
2021-12-23,25.6059
2021-12-24,27.06708
2021-12-25,18.33508
2021-12-26,25.353
2021-12-27,34.12715
2021-12-28,26.44889
2021-12-29,23.05584
2021-12-30,25.0158
2021-12-31,26.59641
2022-01-01,16.4524
2022-01-02,18.50368
2022-01-03,36.94415
2022-01-04,33.27713
2022-01-05,30.10186
2022-01-06,27.01088
2022-01-07,29.11134
2022-01-08,17.77309
2022-01-09,17.63259
2022-01-10,37.22514
2022-01-11,34.07095
2022-01-12,29.32209
2022-01-13,27.39726
2022-01-14,31.08535
2022-01-15,17.87144
2022-01-16,16.38215
2022-01-17,33.41763
2022-01-18,26.19599
2022-01-19,24.54513
2022-01-20,26.24517
2022-01-21,22.15665
2022-01-22,12.63786
2022-01-23,13.28415
2022-01-24,25.45135
2022-01-25,23.39304
2022-01-26,23.04179
2022-01-27,24.21496
2022-01-28,27.50965
2022-01-29,16.62802
2022-01-30,14.91394
2022-01-31,14.40814
2022-02-01,15.72883
2022-02-02,19.54337
2022-02-03,43.43519
2022-02-04,30.72708
2022-02-05,19.24833
2022-02-06,17.42887
2022-02-07,35.45486
2022-02-08,27.84685
2022-02-09,29.04109
2022-02-10,28.12082
2022-02-11,26.13277
2022-02-12,17.49912
2022-02-13,17.44994
2022-02-14,34.89286
2022-02-15,31.83702
2022-02-16,30.57955
2022-02-17,30.63575
2022-02-18,29.34316
2022-02-19,15.70073
2022-02-20,16.79662
2022-02-21,24.16578
2022-02-22,22.48682
2022-02-23,29.49771
2022-02-24,29.34316
2022-02-25,28.02247
2022-02-26,17.25324
2022-02-27,17.82226
2022-02-28,34.75939
2022-03-01,20.99754
2022-03-02,31.45064
2022-03-03,22.65542
2022-03-04,25.4654
2022-03-05,18.58798
2022-03-06,15.53916
2022-03-07,32.29364
2022-03-08,28.68282
2022-03-09,18.77063
2022-03-10,33.11556
2022-03-11,31.45767
2022-03-12,16.27678
2022-03-13,11.68949
2022-03-14,28.49315
2022-03-15,33.36143
2022-03-16,28.3386
2022-03-17,25.38812
2022-03-18,28.1138
2022-03-19,16.52265
2022-03-20,14.73129
2022-03-21,32.96803
2022-03-22,28.71092
2022-03-23,30.40393
2022-03-24,29.08324
2022-03-25,29.99648
2022-03-26,17.69582
2022-03-27,16.34703
2022-03-28,30.97997
2022-03-29,27.46048
2022-03-30,25.4092
2022-03-31,23.67404
2022-04-01,30.69898
2022-04-02,15.72181
2022-04-03,12.42009
2022-04-04,31.84404
2022-04-05,34.30277
2022-04-06,28.71794
2022-04-07,26.98278
2022-04-08,28.28942
2022-04-09,17.76606
2022-04-10,16.94415
2022-04-11,37.13382
2022-04-12,28.23322
2022-04-13,24.67158
2022-04-14,24.30628
2022-04-15,26.70881
2022-04-16,15.50403
2022-04-17,16.61397
2022-04-18,32.20934
2022-04-19,31.30312
2022-04-20,27.09518
2022-04-21,26.94766
2022-04-22,30.69195
2022-04-23,16.94415
2022-04-24,16.34
2022-04-25,35.48296
2022-04-26,36.00983
2022-04-27,34.54162
2022-04-28,25.83772
2022-04-29,25.23357
2022-04-30,18.08219
2022-05-01,17.90656
2022-05-02,29.59606
2022-05-03,27.01791
2022-05-04,29.63821
2022-05-05,19.78222
2022-05-06,37.33052
2022-05-07,20.00702
2022-05-08,20.16157
2022-05-09,46.32946
2022-05-10,38.97435
2022-05-11,35.74288
2022-05-12,32.63786
2022-05-13,30.27046
2022-05-14,16.69827
2022-05-15,19.6347
2022-05-16,42.94344
2022-05-17,38.58798
2022-05-18,39.57147
2022-05-19,38.45451
2022-05-20,35.17386
2022-05-21,20.21777
2022-05-22,19.03758
2022-05-23,43.75834
2022-05-24,38.88303
2022-05-25,37.10572
2022-05-26,36.22058
2022-05-27,36.07305
2022-05-28,19.90165
2022-05-29,18.77766
2022-05-30,41.51738
2022-05-31,37.84334
2022-06-01,25.86582
2022-06-02,42.817
2022-06-03,40.49174
2022-06-04,19.438
2022-06-05,16.29785
2022-06-06,23.14014
2022-06-07,45.76747
2022-06-08,41.67896
2022-06-09,37.97681
2022-06-10,37.76606
2022-06-11,16.97927
2022-06-12,16.46645
2022-06-13,36.5929
2022-06-14,34.82964
2022-06-15,32.21636
2022-06-16,37.91359
2022-06-17,36.19248
2022-06-18,19.95785
2022-06-19,17.17597
2022-06-20,36.00983
2022-06-21,34.32384
2022-06-22,33.29118
2022-06-23,31.30312
2022-06-24,35.65156
2022-06-25,20.98349
2022-06-26,20.11239
2022-06-27,43.02774
2022-06-28,38.99543
2022-06-29,37.02845
2022-06-30,31.83702
2022-07-01,32.74323
2022-07-02,22.1988
2022-07-03,21.42606
2022-07-04,38.18054
2022-07-05,32.79943
2022-07-06,35.14576
2022-07-07,33.45978
2022-07-08,35.59536
2022-07-09,20.80786
2022-07-10,20.22479
2022-07-11,42.52897
2022-07-12,37.53424
2022-07-13,35.84826
2022-07-14,36.95117
2022-07-15,32.77133
2022-07-16,18.09624
2022-07-17,16.15735
2022-07-18,38.91113
2022-07-19,38.04706
2022-07-20,36.85985
2022-07-21,35.56023
2022-07-22,33.48085
2022-07-23,20.16157
2022-07-24,18.88303
2022-07-25,41.45416
2022-07-26,34.58377
2022-07-27,37.73796
2022-07-28,34.83667
2022-07-29,35.41271
2022-07-30,22.04425
2022-07-31,20.69546
2022-08-01,44.7348
2022-08-02,37.48507
2022-08-03,36.38918
2022-08-04,36.63505
2022-08-05,34.55567
2022-08-06,19.99297
2022-08-07,19.157
2022-08-08,37.0706
2022-08-09,35.78503
2022-08-10,38.48261
2022-08-11,38.01896
2022-08-12,37.23217
2022-08-13,21.25043
2022-08-14,18.80576
2022-08-15,22.95047
2022-08-16,45.90797
2022-08-17,41.10994
2022-08-18,37.99086
2022-08-19,37.06357
2022-08-20,20.50579
2022-08-21,20.79381
2022-08-22,47.67123
2022-08-23,42.78187
2022-08-24,38.92518
2022-08-25,38.80576
2022-08-26,38.48963
2022-08-27,17.78714
2022-08-28,18.11731
2022-08-29,45.12118
2022-08-30,40.23884
2022-08-31,40.54092
2022-09-01,41.67896
2022-09-02,38.72848
2022-09-03,22.49385
2022-09-04,21.06779
2022-09-05,42.7046
2022-09-06,36.55075
2022-09-07,35.22304
2022-09-08,34.94906
2022-09-09,18.52476
2022-09-10,16.2276
2022-09-11,16.38918
2022-09-12,24.00421
2022-09-13,52.85563
2022-09-14,45.09308
2022-09-15,40.48472
2022-09-16,36.36108
2022-09-17,20.15454
2022-09-18,20.37934
2022-09-19,40.34422
2022-09-20,36.74042
2022-09-21,32.13206
2022-09-22,32.53951
2022-09-23,34.53459
2022-09-24,20.17562
2022-09-25,17.75904
2022-09-26,36.79662
2022-09-27,36.55778
2022-09-28,32.33579
2022-09-29,34.24657
2022-09-30,36.03793
2022-10-01,20.55497
2022-10-02,17.0144
2022-10-03,23.01369
2022-10-04,44.27116
2022-10-05,39.37478
2022-10-06,36.6772
2022-10-07,35.58833
2022-10-08,19.58552
2022-10-09,18.10326
2022-10-10,25.00175
2022-10-11,44.97365
2022-10-12,39.11485
2022-10-13,36.20653
2022-10-14,35.64453
2022-10-15,21.72813
2022-10-16,22.17773
2022-10-17,42.0021
2022-10-18,39.0165
2022-10-19,37.35159
2022-10-20,35.18089
2022-10-21,33.6073
2022-10-22,19.43097
2022-10-23,19.78222
2022-10-24,40.49877
2022-10-25,37.71689
2022-10-26,36.48753
2022-10-27,34.52054
2022-10-28,34.26062
2022-10-29,19.8595
2022-10-30,19.22023
2022-10-31,41.32771
2022-11-01,39.48717
2022-11-02,38.30698
2022-11-03,36.76852
2022-11-04,36.60695
2022-11-05,22.52195
2022-11-06,21.60871
2022-11-07,41.36283
2022-11-08,38.35616
2022-11-09,37.23919
2022-11-10,35.36354
2022-11-11,34.0569
2022-11-12,20.69546
2022-11-13,21.52441
2022-11-14,42.23393
2022-11-15,39.76817
2022-11-16,40.11239
2022-11-17,37.61854
2022-11-18,36.76852
2022-11-19,21.96698
2022-11-20,22.10748
2022-11-21,44.20091
2022-11-22,40.70249
2022-11-23,40.05619
2022-11-24,37.85739
2022-11-25,36.15033
2022-11-26,23.56866
2022-11-27,24.29223
2022-11-28,47.30593
2022-11-29,43.52651
2022-11-30,50.5936
2022-12-01,55.13171
2022-12-02,47.60098
2022-12-03,25.5216
2022-12-04,29.18861
2022-12-05,55.10361
2022-12-06,50.46715
2022-12-07,44.32736
2022-12-08,44.79803
2022-12-09,42.71162
2022-12-10,27.25676
2022-12-11,28.20512
2022-12-12,53.65648
2022-12-13,48.81629
2022-12-14,52.84158
2022-12-15,50.3407
2022-12-16,46.32244
2022-12-17,31.00105
2022-12-18,37.82226
2022-12-19,67.20758
2022-12-20,51.34527
2022-12-21,46.84229
2022-12-22,47.5518
2022-12-23,54.45029
2022-12-24,35.70073
2022-12-25,29.95433
2022-12-26,56.44538
2022-12-27,50.14401
2022-12-28,46.37864
2022-12-29,44.79803
2022-12-30,43.49139
2022-12-31,28.09272
2023-01-01,28.61959
2023-01-02,58.876
2023-01-03,52.60976
2023-01-04,48.1138
2023-01-05,48.07165
2023-01-06,44.74885
2023-01-07,27.07411
2023-01-08,24.80505
2023-01-09,49.38531
2023-01-10,43.86371
2023-01-11,43.01369
2023-01-12,40.60414
2023-01-13,38.74956
2023-01-14,23.81454
2023-01-15,23.83561
2023-01-16,49.69441
2023-01-17,43.15419
2023-01-18,41.46821
2023-01-19,39.48015
2023-01-20,40.26694
2023-01-21,25.02985
2023-01-22,19.53635
2023-01-23,19.50122
2023-01-24,37.16894
2023-01-25,100.0
2023-01-26,47.30593
2023-01-27,42.3955
2023-01-28,25.05093
2023-01-29,24.20091
2023-01-30,46.61749
2023-01-31,42.07938
2023-02-01,44.42571
2023-02-02,41.58061
2023-02-03,37.58342
2023-02-04,25.1001
2023-02-05,23.84966
2023-02-06,48.52125
2023-02-07,40.21777
2023-02-08,40.56199
2023-02-09,38.51071
2023-02-10,38.876
2023-02-11,24.32033
2023-02-12,23.80751
2023-02-13,44.46786
2023-02-14,40.02809
2023-02-15,40.96241
2023-02-16,39.67685
2023-02-17,36.86687
2023-02-18,22.49385
2023-02-19,21.9459
2023-02-20,46.28029
2023-02-21,42.10045
2023-02-22,39.84545
2023-02-23,37.98384
2023-02-24,37.20407
2023-02-25,23.26659
2023-02-26,23.51246
2023-02-27,49.46961
2023-02-28,43.34387
2023-03-01,30.12996
2023-03-02,51.85107
2023-03-03,42.97857
2023-03-04,25.92202
2023-03-05,25.89392
2023-03-06,51.16262
2023-03-07,44.67158
2023-03-08,40.75166
2023-03-09,38.29293
2023-03-10,37.85036
2023-03-11,21.58061
2023-03-12,24.68563
2023-03-13,48.70389
2023-03-14,42.5922
2023-03-15,37.73094
2023-03-16,42.16368
2023-03-17,39.0446
2023-03-18,22.97857
2023-03-19,23.84264
2023-03-20,50.74113
2023-03-21,44.72778
2023-03-22,36.52265
2023-03-23,39.9438
2023-03-24,36.95117
2023-03-25,22.3393
2023-03-26,22.38145
2023-03-27,45.73234
2023-03-28,39.90867
2023-03-29,38.13839
2023-03-30,36.95117
2023-03-31,37.23217
2023-04-01,24.20091
2023-04-02,20.80786
2023-04-03,45.17035
2023-04-04,41.12399
2023-04-05,39.7471
2023-04-06,37.52019
2023-04-07,36.12223
2023-04-08,21.98103
2023-04-09,21.29961
2023-04-10,43.89884
2023-04-11,39.89462
2023-04-12,38.47558
2023-04-13,38.41938
2023-04-14,36.35405
2023-04-15,21.03969
2023-04-16,20.93431
2023-04-17,43.99719
2023-04-18,38.85493
2023-04-19,36.12925
2023-04-20,35.04039
2023-04-21,35.86231
2023-04-22,19.89462
2023-04-23,19.23428
2023-04-24,41.09589
2023-04-25,37.92061
2023-04-26,38.22971
2023-04-27,38.19459
2023-04-28,35.93958
2023-04-29,20.77976
2023-04-30,20.70951
2023-05-01,34.99824
2023-05-02,45.98524
2023-05-03,41.974
2023-05-04,41.81243
2023-05-05,19.96487
2023-05-06,21.63681
2023-05-07,22.24798
2023-05-08,49.30101
2023-05-09,43.03477
2023-05-10,42.31822
2023-05-11,40.02107
2023-05-12,38.03301
2023-05-13,20.85001
2023-05-14,20.51984
2023-05-15,46.63154
2023-05-16,42.52897
2023-05-17,42.1988
2023-05-18,39.20618
2023-05-19,39.3256
2023-05-20,21.36986
2023-05-21,21.04671
2023-05-22,44.01826
2023-05-23,40.73059
2023-05-24,38.73551
2023-05-25,39.16403
2023-05-26,35.13171
2023-05-27,19.12188
2023-05-28,18.12434
