date,연말정산
2020-03-20,0.97026
2020-03-21,0.46247
2020-03-22,0.39932
2020-03-23,0.78053
2020-03-24,0.79485
2020-03-25,0.93781
2020-03-26,0.76357
2020-03-27,0.64606
2020-03-28,0.36892
2020-03-29,0.38734
2020-03-30,1.11262
2020-03-31,1.02726
2020-04-01,0.7855
2020-04-02,0.6598
2020-04-03,0.85011
2020-04-04,0.43967
2020-04-05,0.36658
2020-04-06,0.73317
2020-04-07,0.64284
2020-04-08,0.67821
2020-04-09,0.76708
2020-04-10,0.74545
2020-04-11,0.37155
2020-04-12,0.35343
2020-04-13,0.62238
2020-04-14,0.60951
2020-04-15,0.33092
2020-04-16,0.59811
2020-04-17,0.53585
2020-04-18,0.28911
2020-04-19,0.31572
2020-04-20,0.66886
2020-04-21,0.6101
2020-04-22,0.6101
2020-04-23,0.58788
2020-04-24,0.60279
2020-04-25,0.30227
2020-04-26,0.35752
2020-04-27,0.78901
2020-04-28,0.81912
2020-04-29,0.76504
2020-04-30,0.55046
2020-05-01,1.08251
2020-05-02,0.67821
2020-05-03,0.74516
2020-05-04,1.72945
2020-05-05,0.86735
2020-05-06,1.58065
2020-05-07,1.43799
2020-05-08,1.12929
2020-05-09,0.66652
2020-05-10,0.6788
2020-05-11,1.53212
2020-05-12,1.34357
2020-05-13,1.23394
2020-05-14,1.0676
2020-05-15,0.93547
2020-05-16,0.50427
2020-05-17,0.4841
2020-05-18,1.10911
2020-05-19,0.98049
2020-05-20,0.9609
2020-05-21,0.89659
2020-05-22,0.73405
2020-05-23,0.37068
2020-05-24,0.49667
2020-05-25,1.13864
2020-05-26,0.98809
2020-05-27,0.91413
2020-05-28,0.86355
2020-05-29,0.8466
2020-05-30,0.43937
2020-05-31,0.48352
2020-06-01,0.81444
2020-06-02,0.43177
2020-06-03,0.37945
2020-06-04,0.34437
2020-06-05,0.31104
2020-06-06,0.1678
2020-06-07,0.20112
2020-06-08,0.34583
2020-06-09,0.3277
2020-06-10,0.43207
2020-06-11,0.328
2020-06-12,0.28853
2020-06-13,0.17657
2020-06-14,0.19586
2020-06-15,0.39289
2020-06-16,0.3774
2020-06-17,0.37623
2020-06-18,0.39874
2020-06-19,0.34173
2020-06-20,0.18534
2020-06-21,0.18797
2020-06-22,0.43587
2020-06-23,0.38792
2020-06-24,0.37565
2020-06-25,0.3736
2020-06-26,0.29642
2020-06-27,0.15873
2020-06-28,0.183
2020-06-29,0.38149
2020-06-30,0.38909
2020-07-01,0.34232
2020-07-02,0.29905
2020-07-03,0.31396
2020-07-04,0.15464
2020-07-05,0.16341
2020-07-06,0.32975
2020-07-07,0.29087
2020-07-08,0.31192
2020-07-09,0.30841
2020-07-10,0.2783
2020-07-11,0.14236
2020-07-12,0.16166
2020-07-13,0.27362
2020-07-14,0.25637
2020-07-15,0.24526
2020-07-16,0.23883
2020-07-17,0.19878
2020-07-18,0.14295
2020-07-19,0.13944
2020-07-20,0.2707
2020-07-21,0.23737
2020-07-22,0.24702
2020-07-23,0.25637
2020-07-24,0.2479
2020-07-25,0.14909
2020-07-26,0.16867
2020-07-27,0.25813
2020-07-28,0.259
2020-07-29,0.26076
2020-07-30,0.25637
2020-07-31,0.23708
2020-08-01,0.13125
2020-08-02,0.15055
2020-08-03,0.25345
2020-08-04,0.21837
2020-08-05,0.23766
2020-08-06,0.24585
2020-08-07,0.21457
2020-08-08,0.14499
2020-08-09,0.15084
2020-08-10,0.32536
2020-08-11,0.29116
2020-08-12,0.28122
2020-08-13,0.26164
2020-08-14,0.2134
2020-08-15,0.14616
2020-08-16,0.14762
2020-08-17,0.1792
2020-08-18,0.2707
2020-08-19,0.39728
2020-08-20,0.31542
2020-08-21,0.28824
2020-08-22,0.15172
2020-08-23,0.1944
2020-08-24,0.31104
2020-08-25,0.34846
2020-08-26,0.31952
2020-08-27,0.26631
2020-08-28,0.28064
2020-08-29,0.18417
2020-08-30,0.16663
2020-08-31,0.3318
2020-09-01,0.33852
2020-09-02,0.34437
2020-09-03,0.30344
2020-09-04,0.27421
2020-09-05,0.17657
2020-09-06,0.20638
2020-09-07,0.33004
2020-09-08,0.33998
2020-09-09,0.30636
2020-09-10,0.34203
2020-09-11,0.3201
2020-09-12,0.18329
2020-09-13,0.1716
2020-09-14,0.33823
2020-09-15,0.32858
2020-09-16,0.33647
2020-09-17,0.30549
2020-09-18,0.27596
2020-09-19,0.1792
2020-09-20,0.16195
2020-09-21,0.32595
2020-09-22,0.32507
2020-09-23,0.32449
2020-09-24,0.29847
2020-09-25,0.30753
2020-09-26,0.20346
2020-09-27,0.1868
2020-09-28,0.34729
2020-09-29,0.29233
2020-09-30,0.26076
2020-10-01,0.17277
2020-10-02,0.18446
2020-10-03,0.19586
2020-10-04,0.23854
2020-10-05,0.47621
2020-10-06,0.52883
2020-10-07,0.41365
2020-10-08,0.35928
2020-10-09,0.21282
2020-10-10,0.23445
2020-10-11,0.22012
2020-10-12,0.44464
2020-10-13,0.42125
2020-10-14,0.38675
2020-10-15,0.36688
2020-10-16,0.38442
2020-10-17,0.21603
2020-10-18,0.21428
2020-10-19,0.39903
2020-10-20,0.41277
2020-10-21,0.46188
2020-10-22,0.45662
2020-10-23,0.44814
2020-10-24,0.24848
2020-10-25,0.27654
2020-10-26,0.55368
2020-10-27,0.52444
2020-10-28,0.50135
2020-10-29,0.54228
2020-10-30,3.40541
2020-10-31,0.75217
2020-11-01,0.80362
2020-11-02,1.21465
2020-11-03,1.03603
2020-11-04,0.84543
2020-11-05,0.87875
2020-11-06,0.76708
2020-11-07,0.40926
2020-11-08,0.44084
2020-11-09,0.87174
2020-11-10,0.89454
2020-11-11,0.92991
2020-11-12,0.8884
2020-11-13,0.84017
2020-11-14,0.52649
2020-11-15,0.61039
2020-11-16,0.97873
2020-11-17,1.01557
2020-11-18,1.1784
2020-11-19,0.94745
2020-11-20,0.91676
2020-11-21,0.57882
2020-11-22,0.68932
2020-11-23,1.28101
2020-11-24,2.2922
2020-11-25,1.71513
2020-11-26,1.58621
2020-11-27,1.47073
2020-11-28,1.0638
2020-11-29,1.21172
2020-11-30,2.22204
2020-12-01,2.47286
2020-12-02,2.41673
2020-12-03,2.42901
2020-12-04,2.46614
2020-12-05,1.68589
2020-12-06,1.86071
2020-12-07,3.32268
2020-12-08,3.21101
2020-12-09,4.00499
2020-12-10,4.59551
2020-12-11,2.94381
2020-12-12,1.81072
2020-12-13,2.30447
2020-12-14,4.428
2020-12-15,5.19684
2020-12-16,3.74773
2020-12-17,4.31457
2020-12-18,3.53111
2020-12-19,2.37171
2020-12-20,2.56641
2020-12-21,7.46595
2020-12-22,5.94639
2020-12-23,7.48436
2020-12-24,6.74125
2020-12-25,3.73867
2020-12-26,3.84245
2020-12-27,4.81593
2020-12-28,8.83963
2020-12-29,8.39616
2020-12-30,7.8872
2020-12-31,7.689
2021-01-01,4.97934
2021-01-02,5.61605
2021-01-03,6.93156
2021-01-04,14.86086
2021-01-05,15.50107
2021-01-06,14.02507
2021-01-07,11.78052
2021-01-08,10.2291
2021-01-09,5.94843
2021-01-10,7.36889
2021-01-11,24.03522
2021-01-12,18.69337
2021-01-13,24.49681
2021-01-14,30.62153
2021-01-15,92.60684
2021-01-16,22.49987
2021-01-17,20.61782
2021-01-18,74.3163
2021-01-19,62.83044
2021-01-20,60.61571
2021-01-21,50.76928
2021-01-22,35.581
2021-01-23,13.96485
2021-01-24,14.61383
2021-01-25,38.05883
2021-01-26,30.90042
2021-01-27,24.53423
2021-01-28,23.4637
2021-01-29,16.98614
2021-01-30,5.38189
2021-01-31,5.68328
2021-02-01,14.06278
2021-02-02,11.32448
2021-02-03,9.54562
2021-02-04,8.70165
2021-02-05,7.27037
2021-02-06,2.56231
2021-02-07,2.67165
2021-02-08,7.45045
2021-02-09,6.26386
2021-02-10,4.8703
2021-02-11,1.43799
2021-02-12,1.17255
2021-02-13,1.10327
2021-02-14,1.59059
2021-02-15,6.66699
2021-02-16,6.25392
2021-02-17,5.57775
2021-02-18,5.26408
2021-02-19,4.2637
2021-02-20,1.39707
2021-02-21,1.1591
2021-02-22,3.96815
2021-02-23,3.71908
2021-02-24,3.39225
2021-02-25,3.54661
2021-02-26,2.71257
2021-02-27,1.01761
2021-02-28,0.91617
2021-03-01,0.99657
2021-03-02,2.23256
2021-03-03,1.91333
2021-03-04,1.71951
2021-03-05,1.72682
2021-03-06,0.71242
2021-03-07,0.68201
2021-03-08,1.69408
2021-03-09,1.64847
2021-03-10,2.19836
2021-03-11,1.27048
2021-03-12,0.86268
2021-03-13,0.4268
2021-03-14,0.43587
2021-03-15,1.0372
2021-03-16,0.88197
2021-03-17,0.72294
2021-03-18,0.72616
2021-03-19,0.83637
2021-03-20,0.38471
2021-03-21,0.36161
2021-03-22,0.77439
2021-03-23,0.69692
2021-03-24,0.65366
2021-03-25,0.81561
2021-03-26,0.56216
2021-03-27,0.32098
2021-03-28,0.33589
2021-03-29,0.67675
2021-03-30,0.65541
2021-03-31,0.75334
2021-04-01,0.61478
2021-04-02,0.4803
2021-04-03,0.28268
2021-04-04,0.30753
2021-04-05,0.64021
2021-04-06,0.57034
2021-04-07,0.50369
2021-04-08,0.50954
2021-04-09,0.55631
2021-04-10,0.23503
2021-04-11,0.25082
2021-04-12,0.63202
2021-04-13,0.53438
2021-04-14,0.48615
2021-04-15,0.50398
2021-04-16,0.4575
2021-04-17,0.21778
2021-04-18,0.26164
2021-04-19,0.53029
2021-04-20,0.53263
2021-04-21,0.50778
2021-04-22,0.48556
2021-04-23,0.5224
2021-04-24,0.25111
2021-04-25,0.25491
2021-04-26,0.56099
2021-04-27,0.5338
2021-04-28,0.51918
2021-04-29,0.52532
2021-04-30,0.55368
2021-05-01,0.71475
2021-05-02,0.73434
2021-05-03,1.97647
2021-05-04,1.50786
2021-05-05,0.75627
2021-05-06,1.495
2021-05-07,1.10034
2021-05-08,0.55865
2021-05-09,0.61098
2021-05-10,1.59848
2021-05-11,1.29592
2021-05-12,1.11759
2021-05-13,0.98283
2021-05-14,0.86882
2021-05-15,0.46188
2021-05-16,0.59344
2021-05-17,1.15033
2021-05-18,0.896
2021-05-19,0.53643
2021-05-20,1.01177
2021-05-21,0.84046
2021-05-22,0.42183
2021-05-23,0.52971
2021-05-24,1.10707
2021-05-25,0.9913
2021-05-26,0.91471
2021-05-27,0.92699
2021-05-28,0.80889
2021-05-29,0.38032
2021-05-30,0.52766
2021-05-31,1.21056
2021-06-01,0.42622
2021-06-02,0.33092
2021-06-03,0.28941
