date,코카콜라주식
2020-12-13,9.99619
2020-12-14,10.73523
2020-12-15,12.53333
2020-12-16,14.05714
2020-12-17,12.84571
2020-12-18,11.51238
2020-12-19,10.87238
2020-12-20,7.39809
2020-12-21,10.20952
2020-12-22,14.97142
2020-12-23,13.00571
2020-12-24,12.59428
2020-12-25,11.45142
2020-12-26,7.67999
2020-12-27,7.13904
2020-12-28,11.16952
2020-12-29,16.15238
2020-12-30,16.59428
2020-12-31,13.11238
2021-01-01,11.30666
2021-01-02,11.63428
2021-01-03,11.17714
2021-01-04,18.20952
2021-01-05,27.19238
2021-01-06,26.78095
2021-01-07,48.25904
2021-01-08,100.0
2021-01-09,34.5219
2021-01-10,19.7638
2021-01-11,33.94285
2021-01-12,39.68
2021-01-13,37.17333
2021-01-14,35.13142
2021-01-15,45.76
2021-01-16,33.01333
2021-01-17,17.0819
2021-01-18,27.09333
2021-01-19,31.86285
2021-01-20,43.87047
2021-01-21,43.65714
2021-01-22,39.68
2021-01-23,31.08571
2021-01-24,19.24571
2021-01-25,33.08952
2021-01-26,40.89904
2021-01-27,35.49714
2021-01-28,35.70285
2021-01-29,28.7238
2021-01-30,22.15619
2021-01-31,13.15047
2021-02-01,20.8
2021-02-02,31.22285
2021-02-03,28.4419
2021-02-04,26.49904
2021-02-05,26.09523
2021-02-06,21.37142
2021-02-07,12.22095
2021-02-08,19.37523
2021-02-09,27.04761
2021-02-10,28.84571
2021-02-11,25.40952
2021-02-12,24.42666
2021-02-13,24.03809
2021-02-14,16.41904
2021-02-15,23.41333
2021-02-16,33.47047
2021-02-17,34.98666
2021-02-18,30.72761
2021-02-19,27.64952
2021-02-20,21.76761
2021-02-21,13.44761
2021-02-22,18.52952
2021-02-23,29.06666
2021-02-24,28.83809
2021-02-25,27.70285
2021-02-26,24.59428
2021-02-27,23.56571
2021-02-28,15.41333
2021-03-01,17.2038
2021-03-02,24.73142
2021-03-03,22.02666
2021-03-04,20.83047
2021-03-05,20.96
2021-03-06,19.9619
2021-03-07,11.68761
2021-03-08,15.81714
2021-03-09,25.91238
2021-03-10,23.53523
2021-03-11,24.06857
2021-03-12,23.2
2021-03-13,19.68761
2021-03-14,12.05333
2021-03-15,15.88571
2021-03-16,22.35428
2021-03-17,19.55809
2021-03-18,21.14285
2021-03-19,18.6819
2021-03-20,13.82095
2021-03-21,7.74095
2021-03-22,11.55047
2021-03-23,15.59619
2021-03-24,14.19428
2021-03-25,15.55047
2021-03-26,15.93904
2021-03-27,14.01904
2021-03-28,7.74857
2021-03-29,12.23619
2021-03-30,18.70476
2021-03-31,16.02285
2021-04-01,17.12761
2021-04-02,17.71428
2021-04-03,10.24761
2021-04-04,7.69523
2021-04-05,12.19809
2021-04-06,16.28952
2021-04-07,16.03809
2021-04-08,15.43619
2021-04-09,14.24
2021-04-10,11.46666
2021-04-11,7.48952
2021-04-12,11.62666
2021-04-13,15.40571
2021-04-14,16.79238
2021-04-15,16.4419
2021-04-16,19.46666
2021-04-17,13.18095
2021-04-18,8.05333
2021-04-19,15.82476
2021-04-20,22.21714
2021-04-21,19.90857
2021-04-22,18.55238
2021-04-23,17.42476
2021-04-24,11.77904
2021-04-25,7.88571
2021-04-26,12.86095
2021-04-27,18.25523
2021-04-28,15.98476
2021-04-29,15.10857
2021-04-30,13.72952
2021-05-01,9.28761
2021-05-02,12.31238
2021-05-03,13.01333
2021-05-04,16.61714
2021-05-05,14.74285
2021-05-06,14.65142
2021-05-07,13.5238
2021-05-08,11.42095
2021-05-09,7.94666
2021-05-10,12.77714
2021-05-11,17.5238
2021-05-12,14.89523
2021-05-13,15.90857
2021-05-14,15.11619
2021-05-15,9.83619
2021-05-16,6.43809
2021-05-17,11.68761
2021-05-18,13.93523
2021-05-19,13.06666
2021-05-20,14.01904
2021-05-21,13.51619
2021-05-22,9.0819
2021-05-23,5.83619
2021-05-24,11.26857
2021-05-25,13.76
2021-05-26,12.54095
2021-05-27,11.80952
2021-05-28,11.70285
2021-05-29,8.67809
2021-05-30,5.44
2021-05-31,8.67809
2021-06-01,10.70476
2021-06-02,15.10857
2021-06-03,17.05142
2021-06-04,15.80952
2021-06-05,9.30285
2021-06-06,7.0019
2021-06-07,11.10857
2021-06-08,14.71238
2021-06-09,12.21333
2021-06-10,11.77904
2021-06-11,11.08571
2021-06-12,7.87809
2021-06-13,5.33333
2021-06-14,8.45714
2021-06-15,22.91047
2021-06-16,33.85142
2021-06-17,25.98095
2021-06-18,33.76761
2021-06-19,25.37904
2021-06-20,18.14857
2021-06-21,17.50857
2021-06-22,17.76
2021-06-23,16.84571
2021-06-24,16.93714
2021-06-25,13.90476
2021-06-26,11.17714
2021-06-27,7.05523
2021-06-28,10.56
2021-06-29,12.95238
2021-06-30,13.32571
2021-07-01,12.06857
2021-07-02,13.50095
2021-07-03,8.6019
2021-07-04,5.12
2021-07-05,7.80952
2021-07-06,10.69714
2021-07-07,11.45904
2021-07-08,9.79047
2021-07-09,9.16571
2021-07-10,6.78095
2021-07-11,4.19809
2021-07-12,6.71238
2021-07-13,9.91238
2021-07-14,9.76
2021-07-15,11.1238
2021-07-16,9.69904
2021-07-17,7.14666
2021-07-18,4.68571
2021-07-19,7.43619
2021-07-20,8.80761
2021-07-21,9.81333
2021-07-22,10.15619
2021-07-23,8.9219
2021-07-24,6.63619
2021-07-25,4.38095
2021-07-26,7.03238
2021-07-27,8.83047
2021-07-28,10.30095
2021-07-29,10.85714
2021-07-30,9.50857
2021-07-31,6.59047
2021-08-01,3.79428
2021-08-02,6.51428
2021-08-03,8.82285
2021-08-04,9.02857
2021-08-05,10.0038
2021-08-06,8.92952
2021-08-07,5.8438
2021-08-08,3.66476
2021-08-09,7.00952
2021-08-10,8.68571
2021-08-11,9.18857
2021-08-12,9.19619
2021-08-13,8.67047
2021-08-14,6.15619
2021-08-15,3.75619
2021-08-16,5.16571
2021-08-17,8.75428
2021-08-18,9.15809
2021-08-19,9.03619
2021-08-20,8.16761
2021-08-21,5.92
2021-08-22,3.77142
2021-08-23,6.72761
2021-08-24,8.41904
2021-08-25,9.0819
2021-08-26,8.86095
2021-08-27,10.24
2021-08-28,6.97904
2021-08-29,5.02857
2021-08-30,7.61142
2021-08-31,9.2038
2021-09-01,8.9219
2021-09-02,10.0419
2021-09-03,8.96
2021-09-04,6.78857
2021-09-05,5.12
2021-09-06,7.93904
2021-09-07,11.36
2021-09-08,9.92761
2021-09-09,8.55619
2021-09-10,7.78666
2021-09-11,6.31619
2021-09-12,3.95428
2021-09-13,5.5619
2021-09-14,7.31428
2021-09-15,7.45904
2021-09-16,7.24571
2021-09-17,7.16952
2021-09-18,5.85904
2021-09-19,3.83999
2021-09-20,4.96
2021-09-21,7.17714
2021-09-22,8.09142
2021-09-23,9.57714
2021-09-24,8.98285
2021-09-25,8.03809
2021-09-26,4.67809
2021-09-27,7.83238
2021-09-28,10.46857
2021-09-29,11.41333
2021-09-30,8.53333
2021-10-01,8.36571
2021-10-02,5.89714
2021-10-03,4.92952
2021-10-04,5.62285
2021-10-05,10.0419
2021-10-06,9.39428
2021-10-07,8.4038
2021-10-08,7.71047
2021-10-09,5.21904
2021-10-10,3.10857
2021-10-11,4.51047
2021-10-12,8.59428
2021-10-13,7.19238
2021-10-14,7.39809
2021-10-15,7.47428
2021-10-16,5.61523
2021-10-17,3.66476
2021-10-18,5.65333
2021-10-19,7.02476
2021-10-20,6.91047
2021-10-21,6.95619
2021-10-22,6.61333
2021-10-23,4.48761
2021-10-24,3.04761
2021-10-25,5.41714
2021-10-26,8.59428
2021-10-27,8.0838
2021-10-28,8.67047
2021-10-29,8.12952
2021-10-30,5.6838
2021-10-31,3.83238
2021-11-01,6.08
2021-11-02,8.21333
2021-11-03,7.46666
2021-11-04,7.89333
2021-11-05,7.54285
2021-11-06,5.76761
2021-11-07,3.55809
2021-11-08,5.98857
2021-11-09,7.53523
2021-11-10,7.30666
2021-11-11,7.33714
2021-11-12,7.10095
2021-11-13,8.09142
2021-11-14,4.96
2021-11-15,6.69714
2021-11-16,8.41142
2021-11-17,8.34285
2021-11-18,7.62666
2021-11-19,8.12952
2021-11-20,6.01142
2021-11-21,3.83238
2021-11-22,5.89714
2021-11-23,7.38285
2021-11-24,7.04761
2021-11-25,7.03238
2021-11-26,5.41714
2021-11-27,6.13333
2021-11-28,4.00761
2021-11-29,6.22476
2021-11-30,8.03047
2021-12-01,9.75238
2021-12-02,7.77904
2021-12-03,6.97142
2021-12-04,5.26476
2021-12-05,3.29904
2021-12-06,4.80761
2021-12-07,6.56
2021-12-08,7.13142
2021-12-09,6.89523
2021-12-10,6.41523
2021-12-11,5.13523
2021-12-12,3.05523
2021-12-13,5.15809
2021-12-14,9.05142
2021-12-15,7.2838
2021-12-16,8.35047
2021-12-17,7.66476
2021-12-18,4.76952
2021-12-19,2.88761
2021-12-20,4.38857
2021-12-21,6.55238
2021-12-22,5.58476
2021-12-23,6.26285
2021-12-24,5.18095
2021-12-25,3.38285
2021-12-26,2.91809
2021-12-27,4.44952
2021-12-28,5.97333
2021-12-29,5.98857
2021-12-30,5.58476
2021-12-31,4.99047
2022-01-01,3.48952
2022-01-02,3.15428
2022-01-03,4.60952
2022-01-04,8.21333
2022-01-05,9.66095
2022-01-06,11.86285
2022-01-07,8.54095
2022-01-08,6.01142
2022-01-09,4.16761
2022-01-10,6.69714
2022-01-11,8.2819
2022-01-12,7.57333
2022-01-13,7.46666
2022-01-14,7.91619
2022-01-15,5.98857
2022-01-16,4.25904
2022-01-17,5.14285
2022-01-18,6.6438
2022-01-19,8.18285
2022-01-20,7.94666
2022-01-21,8.21333
2022-01-22,6.89523
2022-01-23,4.26666
2022-01-24,6.3238
2022-01-25,9.64571
2022-01-26,8.53333
2022-01-27,9.11238
2022-01-28,8.30476
2022-01-29,6.01142
2022-01-30,3.90857
2022-01-31,4.86095
2022-02-01,8.74666
2022-02-02,8.87619
2022-02-03,9.7219
2022-02-04,10.4
2022-02-05,7.51238
2022-02-06,5.24952
2022-02-07,8.00761
2022-02-08,8.41904
2022-02-09,8.53333
2022-02-10,10.15619
2022-02-11,8.2438
2022-02-12,6.94857
2022-02-13,4.55619
2022-02-14,5.61523
2022-02-15,6.97904
2022-02-16,6.94095
2022-02-17,6.72
2022-02-18,8.09142
2022-02-19,6.63619
2022-02-20,4.2438
2022-02-21,5.83619
2022-02-22,6.83428
2022-02-23,8.21333
2022-02-24,11.87809
2022-02-25,9.50857
2022-02-26,6.4
2022-02-27,3.93142
2022-02-28,5.16571
2022-03-01,6.52952
2022-03-02,7.05523
2022-03-03,7.13904
2022-03-04,7.07047
2022-03-05,5.59238
2022-03-06,3.39047
2022-03-07,5.06666
2022-03-08,7.08571
2022-03-09,7.77904
2022-03-10,7.05523
2022-03-11,8.20571
2022-03-12,5.54666
2022-03-13,3.63428
2022-03-14,5.60761
2022-03-15,7.47428
2022-03-16,6.49904
2022-03-17,7.56571
2022-03-18,6.6438
2022-03-19,5.01333
2022-03-20,3.18476
2022-03-21,4.86857
2022-03-22,5.85142
2022-03-23,6.66666
2022-03-24,5.78285
2022-03-25,6.19428
2022-03-26,4.48761
2022-03-27,2.86476
2022-03-28,4.48761
2022-03-29,5.98857
2022-03-30,6.23238
2022-03-31,5.99619
2022-04-01,5.4019
2022-04-02,4.14476
2022-04-03,2.56761
2022-04-04,4.89904
2022-04-05,6.51428
2022-04-06,6.04952
2022-04-07,6.07238
2022-04-08,6.02666
2022-04-09,4.34285
2022-04-10,3.05523
2022-04-11,4.30476
2022-04-12,6.46857
2022-04-13,7.23809
2022-04-14,7.07047
2022-04-15,6.2019
2022-04-16,3.45142
2022-04-17,2.28571
2022-04-18,4.53333
2022-04-19,6.49904
2022-04-20,6.8419
2022-04-21,8.2819
2022-04-22,7.66476
2022-04-23,5.22666
2022-04-24,3.48952
2022-04-25,6.43809
2022-04-26,8.7238
2022-04-27,9.96571
2022-04-28,14.30095
2022-04-29,13.41714
2022-04-30,6.55238
2022-05-01,4.54857
2022-05-02,6.59047
2022-05-03,9.29523
2022-05-04,7.94666
2022-05-05,7.1619
2022-05-06,9.00571
2022-05-07,5.67619
2022-05-08,3.79428
2022-05-09,5.69142
2022-05-10,10.08
2022-05-11,7.2838
2022-05-12,9.28761
2022-05-13,7.45904
2022-05-14,5.50095
2022-05-15,3.42095
2022-05-16,5.5238
2022-05-17,8.51809
2022-05-18,7.35238
2022-05-19,16.4038
2022-05-20,11.68761
2022-05-21,6.87238
2022-05-22,3.71809
2022-05-23,5.89714
2022-05-24,8.92952
2022-05-25,8.13714
2022-05-26,7.39047
2022-05-27,6.46095
2022-05-28,4.48761
2022-05-29,2.94857
2022-05-30,4.2438
2022-05-31,5.55428
2022-06-01,5.56952
2022-06-02,5.82857
2022-06-03,5.14285
2022-06-04,4.07619
2022-06-05,2.97142
2022-06-06,4.52571
2022-06-07,5.92
2022-06-08,6.26285
2022-06-09,5.3638
2022-06-10,5.66095
2022-06-11,4.89904
2022-06-12,3.13142
2022-06-13,6.77333
2022-06-14,11.08571
2022-06-15,9.65333
2022-06-16,7.20761
2022-06-17,8.59428
2022-06-18,4.97523
2022-06-19,4.0
2022-06-20,5.72952
2022-06-21,5.79809
2022-06-22,6.65904
2022-06-23,6.89523
2022-06-24,6.28571
2022-06-25,4.97523
2022-06-26,3.02476
2022-06-27,4.7238
2022-06-28,6.09523
2022-06-29,5.5619
2022-06-30,5.65333
2022-07-01,5.65333
2022-07-02,4.55619
2022-07-03,3.21523
2022-07-04,5.02095
2022-07-05,4.96
2022-07-06,6.17142
2022-07-07,5.44761
2022-07-08,5.05904
2022-07-09,3.58857
2022-07-10,2.30095
2022-07-11,4.02285
2022-07-12,5.23428
2022-07-13,5.30285
2022-07-14,5.21142
2022-07-15,5.09714
2022-07-16,3.09333
2022-07-17,2.60571
2022-07-18,3.93904
2022-07-19,6.38476
2022-07-20,5.75238
2022-07-21,5.5619
2022-07-22,5.21142
2022-07-23,4.20571
2022-07-24,3.71047
2022-07-25,4.43428
2022-07-26,5.76
2022-07-27,6.52952
2022-07-28,5.44761
2022-07-29,5.06666
2022-07-30,3.38285
2022-07-31,2.21714
2022-08-01,3.79428
2022-08-02,5.11238
2022-08-03,4.92952
2022-08-04,5.21904
2022-08-05,4.63238
2022-08-06,3.24571
2022-08-07,1.92761
2022-08-08,3.42095
2022-08-09,4.36571
2022-08-10,4.19047
2022-08-11,4.92952
2022-08-12,4.8
2022-08-13,3.85523
2022-08-14,2.30857
2022-08-15,2.90285
2022-08-16,5.47809
2022-08-17,6.69714
2022-08-18,5.03619
2022-08-19,5.27238
2022-08-20,3.57333
2022-08-21,2.28571
2022-08-22,3.9238
2022-08-23,4.64761
2022-08-24,4.53333
2022-08-25,4.63999
2022-08-26,4.22857
2022-08-27,3.65714
2022-08-28,1.99619
2022-08-29,3.93142
2022-08-30,4.86095
2022-08-31,4.61714
2022-09-01,4.91428
2022-09-02,4.38095
2022-09-03,2.99428
2022-09-04,1.99619
2022-09-05,2.94857
2022-09-06,3.26095
2022-09-07,4.14476
2022-09-08,4.48761
2022-09-09,3.19238
2022-09-10,2.62857
2022-09-11,1.76
2022-09-12,2.88
2022-09-13,4.61714
2022-09-14,6.0038
2022-09-15,4.90666
2022-09-16,4.77714
2022-09-17,3.39809
2022-09-18,1.76
2022-09-19,3.23809
2022-09-20,3.63428
2022-09-21,3.33714
2022-09-22,4.19047
2022-09-23,3.93904
2022-09-24,2.74285
2022-09-25,1.71428
2022-09-26,2.97142
2022-09-27,4.06857
2022-09-28,5.02857
2022-09-29,4.32761
2022-09-30,3.95428
2022-10-01,2.85714
2022-10-02,1.67619
2022-10-03,2.13333
2022-10-04,4.20571
2022-10-05,4.02285
2022-10-06,3.89333
2022-10-07,3.95428
2022-10-08,2.72
2022-10-09,1.62285
2022-10-10,2.08
2022-10-11,3.1238
2022-10-12,3.01714
2022-10-13,3.1238
2022-10-14,3.05523
2022-10-15,2.47619
2022-10-16,1.74476
2022-10-17,2.55238
2022-10-18,3.13904
2022-10-19,2.72761
2022-10-20,2.60571
2022-10-21,2.72
2022-10-22,1.58476
2022-10-23,1.22666
2022-10-24,1.89714
2022-10-25,3.3219
2022-10-26,3.51238
2022-10-27,3.42857
2022-10-28,2.87238
2022-10-29,2.0419
2022-10-30,1.12761
2022-10-31,1.99619
2022-11-01,3.04
2022-11-02,2.65142
2022-11-03,2.49142
2022-11-04,2.49904
2022-11-05,1.79047
2022-11-06,1.38666
2022-11-07,2.03428
2022-11-08,2.95619
2022-11-09,3.10857
2022-11-10,2.97142
2022-11-11,3.97714
2022-11-12,2.43047
2022-11-13,1.25714
2022-11-14,2.27047
2022-11-15,3.27619
2022-11-16,2.94857
2022-11-17,2.72761
2022-11-18,2.59047
2022-11-19,1.82857
2022-11-20,1.18857
2022-11-21,1.82095
2022-11-22,2.66666
2022-11-23,2.65142
2022-11-24,2.76571
2022-11-25,2.33142
2022-11-26,1.57714
2022-11-27,1.14285
2022-11-28,1.85142
2022-11-29,2.29333
2022-11-30,2.40761
2022-12-01,3.1619
2022-12-02,2.44571
2022-12-03,1.79047
2022-12-04,1.15809
2022-12-05,1.93523
2022-12-06,2.37714
2022-12-07,2.68952
2022-12-08,2.30095
2022-12-09,2.33142
2022-12-10,1.89714
2022-12-11,1.15047
2022-12-12,2.11047
2022-12-13,3.08571
2022-12-14,3.0019
2022-12-15,2.98666
2022-12-16,3.04761
2022-12-17,2.27809
2022-12-18,1.57714
2022-12-19,2.9638
2022-12-20,3.34476
2022-12-21,3.27619
2022-12-22,3.14666
2022-12-23,3.42095
2022-12-24,2.01904
2022-12-25,1.61523
2022-12-26,2.3619
2022-12-27,2.56761
2022-12-28,3.77904
2022-12-29,2.98666
2022-12-30,2.62857
2022-12-31,1.79047
2023-01-01,1.16571
2023-01-02,1.88952
2023-01-03,2.3619
2023-01-04,3.39809
2023-01-05,3.0019
2023-01-06,3.06285
2023-01-07,2.17142
2023-01-08,1.37904
2023-01-09,2.06476
2023-01-10,3.21523
2023-01-11,3.13142
2023-01-12,3.15428
2023-01-13,3.13142
2023-01-14,2.74285
2023-01-15,1.4019
2023-01-16,2.74285
2023-01-17,2.91047
2023-01-18,2.91047
2023-01-19,3.09333
2023-01-20,2.68952
2023-01-21,2.20952
2023-01-22,1.49333
2023-01-23,1.71428
2023-01-24,2.73523
2023-01-25,3.55047
2023-01-26,3.46666
2023-01-27,3.70285
2023-01-28,2.78095
2023-01-29,1.50095
2023-01-30,2.04952
2023-01-31,3.04761
2023-02-01,3.18476
2023-02-02,3.25333
2023-02-03,3.53523
2023-02-04,2.76571
2023-02-05,1.48571
2023-02-06,2.24761
2023-02-07,2.6438
2023-02-08,2.81904
2023-02-09,2.46857
2023-02-10,2.56761
2023-02-11,1.71428
2023-02-12,1.19619
2023-02-13,1.46285
2023-02-14,2.65142
2023-02-15,2.65904
2023-02-16,2.73523
2023-02-17,2.09523
2023-02-18,1.74476
2023-02-19,1.07428
2023-02-20,1.50857
2023-02-21,1.76761
2023-02-22,2.24
2023-02-23,1.61523
2023-02-24,2.10285
2023-02-25,1.44
2023-02-26,1.01333
2023-02-27,1.47809
2023-02-28,1.82095
2023-03-01,1.60761
2023-03-02,1.47047
2023-03-03,1.74476
2023-03-04,1.35619
2023-03-05,0.76952
2023-03-06,1.28761
2023-03-07,1.53904
2023-03-08,1.47047
2023-03-09,1.37904
2023-03-10,1.44
2023-03-11,1.02857
2023-03-12,0.91428
2023-03-13,1.63809
2023-03-14,1.91999
2023-03-15,1.79809
2023-03-16,1.93523
2023-03-17,1.8819
2023-03-18,0.99047
2023-03-19,0.80761
2023-03-20,1.6838
2023-03-21,1.93523
2023-03-22,1.69142
2023-03-23,2.0419
2023-03-24,1.5238
2023-03-25,1.0819
2023-03-26,0.77714
2023-03-27,1.32571
2023-03-28,1.76761
2023-03-29,1.69142
2023-03-30,1.74476
2023-03-31,1.76
2023-04-01,0.95238
2023-04-02,0.7619
2023-04-03,1.28
2023-04-04,2.0038
2023-04-05,2.12571
2023-04-06,1.85904
2023-04-07,1.79047
2023-04-08,0.90666
2023-04-09,0.89904
2023-04-10,1.37904
2023-04-11,1.86666
2023-04-12,1.65333
2023-04-13,1.57714
2023-04-14,1.76
2023-04-15,1.06666
2023-04-16,0.92952
2023-04-17,1.15047
2023-04-18,1.6
2023-04-19,1.76761
2023-04-20,1.47047
2023-04-21,1.4019
2023-04-22,0.89142
2023-04-23,0.69333
2023-04-24,1.6
2023-04-25,2.08
2023-04-26,1.78285
2023-04-27,1.63047
2023-04-28,1.41714
2023-04-29,1.14285
2023-04-30,0.64761
2023-05-01,0.90666
2023-05-02,1.53142
2023-05-03,1.61523
2023-05-04,1.53904
2023-05-05,1.18857
2023-05-06,1.21142
2023-05-07,1.02857
2023-05-08,1.3638
2023-05-09,1.7219
2023-05-10,1.81333
2023-05-11,1.85142
2023-05-12,1.55428
2023-05-13,1.03619
2023-05-14,0.87619
2023-05-15,1.30285
2023-05-16,1.48571
2023-05-17,1.95047
2023-05-18,1.72952
2023-05-19,1.91999
2023-05-20,1.18095
2023-05-21,0.74666
2023-05-22,1.59238
2023-05-23,2.4838
2023-05-24,1.81333
2023-05-25,2.11047
2023-05-26,2.31619
2023-05-27,1.96571
2023-05-28,1.09714
2023-05-29,1.09714
2023-05-30,3.80952
2023-05-31,3.48952
2023-06-01,2.46095
2023-06-02,2.21714
