date,소액대출
2020-03-20,54.09964
2020-03-21,25.85327
2020-03-22,23.49941
2020-03-23,59.08199
2020-03-24,60.25892
2020-03-25,61.63201
2020-03-26,49.66653
2020-03-27,40.09415
2020-03-28,22.36171
2020-03-29,22.95017
2020-03-30,49.86269
2020-03-31,48.41114
2020-04-01,49.86269
2020-04-02,40.60415
2020-04-03,34.99411
2020-04-04,19.73322
2020-04-05,19.45861
2020-04-06,46.37112
2020-04-07,40.99646
2020-04-08,40.408
2020-04-09,43.86033
2020-04-10,45.93958
2020-04-11,22.87171
2020-04-12,22.75402
2020-04-13,53.07963
2020-04-14,47.94036
2020-04-15,30.01176
2020-04-16,53.00117
2020-04-17,43.50725
2020-04-18,23.89172
2020-04-19,20.94939
2020-04-20,53.51118
2020-04-21,50.41192
2020-04-22,47.03805
2020-04-23,45.31188
2020-04-24,43.38956
2020-04-25,23.38171
2020-04-26,21.73401
2020-04-27,54.53118
2020-04-28,50.41192
2020-04-29,43.54648
2020-04-30,26.32404
2020-05-01,26.32404
2020-05-02,18.4386
2020-05-03,19.92938
2020-05-04,41.66339
2020-05-05,25.42173
2020-05-06,44.29187
2020-05-07,42.60494
2020-05-08,39.38799
2020-05-09,19.26245
2020-05-10,20.47861
2020-05-11,49.47038
2020-05-12,44.88034
2020-05-13,42.72263
2020-05-14,42.44801
2020-05-15,36.75951
2020-05-16,18.87014
2020-05-17,18.28167
2020-05-18,45.90035
2020-05-19,41.70262
2020-05-20,38.40721
2020-05-21,37.93644
2020-05-22,35.97489
2020-05-23,20.32169
2020-05-24,19.73322
2020-05-25,51.86347
2020-05-26,41.19262
2020-05-27,41.34954
2020-05-28,39.70184
2020-05-29,35.93566
2020-05-30,18.75245
2020-05-31,18.28167
2020-06-01,44.99803
2020-06-02,38.52491
2020-06-03,38.44644
2020-06-04,36.17104
2020-06-05,34.99411
2020-06-06,18.12475
2020-06-07,18.55629
2020-06-08,42.09493
2020-06-09,38.60337
2020-06-10,42.99725
2020-06-11,43.93879
2020-06-12,34.6018
2020-06-13,22.36171
2020-06-14,22.44017
2020-06-15,49.1173
2020-06-16,43.03648
2020-06-17,39.74107
2020-06-18,40.17261
2020-06-19,33.15025
2020-06-20,21.3417
2020-06-21,19.61553
2020-06-22,51.62808
2020-06-23,42.91879
2020-06-24,41.58493
2020-06-25,44.99803
2020-06-26,40.95723
2020-06-27,21.42016
2020-06-28,20.87092
2020-06-29,43.11494
2020-06-30,42.99725
2020-07-01,39.74107
2020-07-02,41.31031
2020-07-03,33.07179
2020-07-04,18.36014
2020-07-05,19.69399
2020-07-06,46.52805
2020-07-07,43.58571
2020-07-08,38.05413
2020-07-09,36.79874
2020-07-10,39.50568
2020-07-11,21.77324
2020-07-12,23.42094
2020-07-13,48.21498
2020-07-14,53.6681
2020-07-15,48.09729
2020-07-16,47.2342
2020-07-17,44.29187
2020-07-18,22.04786
2020-07-19,19.85092
2020-07-20,52.64809
2020-07-21,44.01726
2020-07-22,43.58571
2020-07-23,40.32954
2020-07-24,38.6426
2020-07-25,23.46018
2020-07-26,24.71557
2020-07-27,53.47194
2020-07-28,46.48881
2020-07-29,40.76108
2020-07-30,39.1526
2020-07-31,37.38721
2020-08-01,23.06786
2020-08-02,19.34091
2020-08-03,50.1373
2020-08-04,44.72342
2020-08-05,42.48724
2020-08-06,40.48646
2020-08-07,42.09493
2020-08-08,23.81326
2020-08-09,20.87092
2020-08-10,59.86661
2020-08-11,56.72812
2020-08-12,47.54805
2020-08-13,41.82032
2020-08-14,38.44644
2020-08-15,24.99019
2020-08-16,23.65633
2020-08-17,35.30796
2020-08-18,56.37504
2020-08-19,44.21341
2020-08-20,43.38956
2020-08-21,44.33111
2020-08-22,22.28324
2020-08-23,20.94939
2020-08-24,53.39348
2020-08-25,47.11651
2020-08-26,42.84032
2020-08-27,44.52726
2020-08-28,38.6426
2020-08-29,19.38014
2020-08-30,19.14476
2020-08-31,48.29344
2020-09-01,39.93723
2020-09-02,38.44644
2020-09-03,36.13181
2020-09-04,36.09258
2020-09-05,22.87171
2020-09-06,19.38014
2020-09-07,39.85876
2020-09-08,38.0149
2020-09-09,37.74029
2020-09-10,41.58493
2020-09-11,35.42565
2020-09-12,20.83169
2020-09-13,23.34248
2020-09-14,46.44958
2020-09-15,47.27344
2020-09-16,46.37112
2020-09-17,39.70184
2020-09-18,35.66104
2020-09-19,20.04707
2020-09-20,18.20321
2020-09-21,39.66261
2020-09-22,40.95723
2020-09-23,37.19105
2020-09-24,37.07336
2020-09-25,35.07257
2020-09-26,19.0663
2020-09-27,17.34013
2020-09-28,40.68262
2020-09-29,34.87642
2020-09-30,14.2801
2020-10-01,14.16241
2020-10-02,15.30011
2020-10-03,13.88779
2020-10-04,17.85013
2020-10-05,43.58571
2020-10-06,32.52255
2020-10-07,31.93409
2020-10-08,34.32718
2020-10-09,22.55786
2020-10-10,20.24323
2020-10-11,18.83091
2020-10-12,51.51039
2020-10-13,43.50725
2020-10-14,37.34797
2020-10-15,39.66261
2020-10-16,38.87799
2020-10-17,19.34091
2020-10-18,19.89015
2020-10-19,44.88034
2020-10-20,40.60415
2020-10-21,36.3672
2020-10-22,39.23107
2020-10-23,36.91643
2020-10-24,20.24323
2020-10-25,20.32169
2020-10-26,53.78579
2020-10-27,40.52569
2020-10-28,38.36798
2020-10-29,36.2495
2020-10-30,35.97489
2020-10-31,18.12475
2020-11-01,17.65398
2020-11-02,33.22871
2020-11-03,33.89564
2020-11-04,31.62024
2020-11-05,34.87642
2020-11-06,32.67948
2020-11-07,19.22322
2020-11-08,19.53707
2020-11-09,39.93723
2020-11-10,40.21184
2020-11-11,37.26951
2020-11-12,35.54335
2020-11-13,35.81796
2020-11-14,19.73322
2020-11-15,16.98705
2020-11-16,43.62495
2020-11-17,35.93566
2020-11-18,34.79795
2020-11-19,36.13181
2020-11-20,32.05178
2020-11-21,19.73322
2020-11-22,17.61475
2020-11-23,42.56571
2020-11-24,41.74185
2020-11-25,40.60415
2020-11-26,38.99568
2020-11-27,34.87642
2020-11-28,19.69399
2020-11-29,18.59552
2020-11-30,42.6834
2020-12-01,33.42487
2020-12-02,31.22793
2020-12-03,30.44331
2020-12-04,28.01098
2020-12-05,17.53628
2020-12-06,17.85013
2020-12-07,38.6426
2020-12-08,33.69948
2020-12-09,32.67948
2020-12-10,36.72028
2020-12-11,31.14947
2020-12-12,16.55551
2020-12-13,18.36014
2020-12-14,40.32954
2020-12-15,40.76108
2020-12-16,38.6426
2020-12-17,37.19105
2020-12-18,34.91565
2020-12-19,19.85092
2020-12-20,20.79246
2020-12-21,46.44958
2020-12-22,40.918
2020-12-23,39.54491
2020-12-24,32.05178
2020-12-25,18.04629
2020-12-26,17.73244
2020-12-27,21.77324
2020-12-28,49.98038
2020-12-29,40.918
2020-12-30,40.36877
2020-12-31,31.22793
2021-01-01,18.4386
2021-01-02,16.35935
2021-01-03,19.0663
2021-01-04,45.82189
2021-01-05,41.31031
2021-01-06,33.89564
2021-01-07,32.36563
2021-01-08,32.16947
2021-01-09,17.8109
2021-01-10,20.79246
2021-01-11,44.60572
2021-01-12,42.09493
2021-01-13,39.81953
2021-01-14,38.17183
2021-01-15,37.5049
2021-01-16,23.89172
2021-01-17,21.77324
2021-01-18,45.5865
2021-01-19,39.74107
2021-01-20,40.01569
2021-01-21,38.21106
2021-01-22,35.34719
2021-01-23,23.38171
2021-01-24,21.81247
2021-01-25,46.05727
2021-01-26,43.15417
2021-01-27,35.89642
2021-01-28,40.87877
2021-01-29,35.38642
2021-01-30,20.83169
2021-01-31,20.32169
2021-02-01,41.31031
2021-02-02,35.85719
2021-02-03,30.99254
2021-02-04,32.87563
2021-02-05,33.42487
2021-02-06,19.18399
2021-02-07,18.39937
2021-02-08,37.97567
2021-02-09,32.91486
2021-02-10,34.20949
2021-02-11,18.36014
2021-02-12,15.10396
2021-02-13,13.96626
2021-02-14,16.20243
2021-02-15,43.35033
2021-02-16,38.87799
2021-02-17,36.91643
2021-02-18,38.1326
2021-02-19,35.93566
2021-02-20,22.44017
2021-02-21,19.65476
2021-02-22,45.03726
2021-02-23,38.48568
2021-02-24,38.1326
2021-02-25,39.42722
2021-02-26,39.03491
2021-02-27,19.38014
2021-02-28,18.9486
2021-03-01,25.69635
2021-03-02,40.52569
2021-03-03,37.77952
2021-03-04,36.28874
2021-03-05,36.64182
2021-03-06,20.204
2021-03-07,22.63632
2021-03-08,48.4896
2021-03-09,44.9588
2021-03-10,41.74185
2021-03-11,40.918
2021-03-12,33.93487
2021-03-13,23.18556
2021-03-14,21.57708
2021-03-15,42.87956
2021-03-16,39.38799
2021-03-17,35.89642
2021-03-18,37.19105
2021-03-19,33.42487
2021-03-20,18.87014
2021-03-21,19.73322
2021-03-22,44.91957
2021-03-23,43.8211
2021-03-24,36.48489
2021-03-25,35.62181
2021-03-26,34.28795
2021-03-27,17.34013
2021-03-28,16.35935
2021-03-29,41.15339
2021-03-30,40.918
2021-03-31,35.34719
2021-04-01,34.36641
2021-04-02,30.28638
2021-04-03,17.14397
2021-04-04,19.73322
2021-04-05,38.52491
2021-04-06,33.26794
2021-04-07,29.73715
2021-04-08,32.2087
2021-04-09,29.34484
2021-04-10,19.5763
2021-04-11,17.45782
2021-04-12,41.74185
2021-04-13,36.32797
