date,월세
2020-03-20,22.5107
2020-03-21,24.25053
2020-03-22,23.60813
2020-03-23,27.48929
2020-03-24,25.02676
2020-03-25,25.0
2020-03-26,23.82226
2020-03-27,22.6713
2020-03-28,21.03854
2020-03-29,21.8683
2020-03-30,28.98822
2020-03-31,25.48179
2020-04-01,25.82976
2020-04-02,24.06316
2020-04-03,22.24304
2020-04-04,21.14561
2020-04-05,22.53747
2020-04-06,26.82012
2020-04-07,24.41113
2020-04-08,25.50856
2020-04-09,23.7955
2020-04-10,22.00214
2020-04-11,21.7077
2020-04-12,22.2698
2020-04-13,26.12419
2020-04-14,23.2334
2020-04-15,21.65417
2020-04-16,23.98286
2020-04-17,23.3137
2020-04-18,22.61777
2020-04-19,22.29657
2020-04-20,27.32869
2020-04-21,26.12419
2020-04-22,52.03426
2020-04-23,31.34368
2020-04-24,24.33083
2020-04-25,21.14561
2020-04-26,23.394
2020-04-27,26.92719
2020-04-28,24.81263
2020-04-29,22.21627
2020-04-30,21.57387
2020-05-01,20.63704
2020-05-02,18.44218
2020-05-03,21.11884
2020-05-04,23.8758
2020-05-05,24.4379
2020-05-06,26.98072
2020-05-07,24.49143
2020-05-08,21.03854
2020-05-09,18.30835
2020-05-10,21.92184
2020-05-11,23.60813
2020-05-12,25.74946
2020-05-13,24.25053
2020-05-14,22.5107
2020-05-15,21.44004
2020-05-16,18.12098
2020-05-17,20.23554
2020-05-18,25.29443
2020-05-19,23.9561
2020-05-20,23.17987
2020-05-21,23.12633
2020-05-22,25.96359
2020-05-23,19.37901
2020-05-24,22.08244
2020-05-25,25.56209
2020-05-26,23.98286
2020-05-27,22.9925
2020-05-28,23.0728
2020-05-29,22.00214
2020-05-30,28.42612
2020-05-31,24.3576
2020-06-01,25.93683
2020-06-02,23.3137
2020-06-03,21.9486
2020-06-04,22.24304
2020-06-05,21.65417
2020-06-06,20.85117
2020-06-07,20.98501
2020-06-08,26.79336
2020-06-09,32.20021
2020-06-10,29.06852
2020-06-11,24.54496
2020-06-12,21.76124
2020-06-13,19.86081
2020-06-14,23.36723
2020-06-15,25.13383
2020-06-16,26.04389
2020-06-17,22.13597
2020-06-18,25.0
2020-06-19,22.16274
2020-06-20,20.50321
2020-06-21,23.0728
2020-06-22,26.87366
2020-06-23,26.36509
2020-06-24,22.40364
2020-06-25,23.42077
2020-06-26,20.98501
2020-06-27,19.64668
2020-06-28,21.35974
2020-06-29,24.5182
2020-06-30,23.90256
2020-07-01,25.96359
2020-07-02,23.12633
2020-07-03,19.19164
2020-07-04,18.87044
2020-07-05,23.2334
2020-07-06,26.76659
2020-07-07,25.10706
2020-07-08,25.10706
2020-07-09,23.34047
2020-07-10,20.95824
2020-07-11,20.66381
2020-07-12,21.41327
2020-07-13,25.85653
2020-07-14,26.28479
2020-07-15,26.98072
2020-07-16,24.25053
2020-07-17,23.42077
2020-07-18,22.21627
2020-07-19,23.04603
2020-07-20,30.24625
2020-07-21,33.77944
2020-07-22,28.58672
2020-07-23,23.4743
2020-07-24,23.09957
2020-07-25,20.77087
2020-07-26,25.48179
2020-07-27,29.41648
2020-07-28,30.13918
2020-07-29,36.50963
2020-07-30,41.59528
2020-07-31,42.58565
2020-08-01,35.59957
2020-08-02,66.05995
2020-08-03,100.0
2020-08-04,53.34582
2020-08-05,42.37152
2020-08-06,45.58351
2020-08-07,33.53854
2020-08-08,32.11991
2020-08-09,36.18843
2020-08-10,40.06959
2020-08-11,34.10064
2020-08-12,33.69914
2020-08-13,31.12955
2020-08-14,27.83725
2020-08-15,27.78372
2020-08-16,26.52569
2020-08-17,29.65738
2020-08-18,28.13169
2020-08-19,58.75267
2020-08-20,43.97751
2020-08-21,29.36295
2020-08-22,28.77408
2020-08-23,29.49678
2020-08-24,34.7698
2020-08-25,32.09314
2020-08-26,28.55995
2020-08-27,27.22162
2020-08-28,28.37259
2020-08-29,28.45289
2020-08-30,30.70128
2020-08-31,34.90364
2020-09-01,32.65524
2020-09-02,31.42398
2020-09-03,28.47965
2020-09-04,26.41862
2020-09-05,26.33832
2020-09-06,27.83725
2020-09-07,32.17344
2020-09-08,29.63062
2020-09-09,27.30192
2020-09-10,28.18522
2020-09-11,27.16809
2020-09-12,26.41862
2020-09-13,25.99036
2020-09-14,29.81798
2020-09-15,27.24839
2020-09-16,26.23126
2020-09-17,24.70556
2020-09-18,23.82226
2020-09-19,22.0289
2020-09-20,27.03426
2020-09-21,31.04925
2020-09-22,30.21948
2020-09-23,29.87152
2020-09-24,32.81584
2020-09-25,26.25802
2020-09-26,23.01927
2020-09-27,24.22376
2020-09-28,26.68629
2020-09-29,41.75588
2020-09-30,22.3501
2020-10-01,21.81477
2020-10-02,18.54925
2020-10-03,23.60813
2020-10-04,25.26766
2020-10-05,35.51927
2020-10-06,32.25374
2020-10-07,30.86188
2020-10-08,25.40149
2020-10-09,24.65203
2020-10-10,22.05567
2020-10-11,26.63276
2020-10-12,32.52141
2020-10-13,29.73768
2020-10-14,30.43361
2020-10-15,30.88865
2020-10-16,26.44539
2020-10-17,23.3137
2020-10-18,27.51605
2020-10-19,30.72805
2020-10-20,30.80835
2020-10-21,30.40685
2020-10-22,29.30942
2020-10-23,28.29229
2020-10-24,28.15845
2020-10-25,27.54282
2020-10-26,34.10064
2020-10-27,34.1274
2020-10-28,30.11241
2020-10-29,27.24839
2020-10-30,24.25053
2020-10-31,24.78586
2020-11-01,25.40149
2020-11-02,31.10278
2020-11-03,26.33832
2020-11-04,26.25802
2020-11-05,25.08029
2020-11-06,25.16059
2020-11-07,24.7591
2020-11-08,25.66916
2020-11-09,28.45289
2020-11-10,31.55781
2020-11-11,28.07815
2020-11-12,28.80085
2020-11-13,26.82012
2020-11-14,24.41113
2020-11-15,28.58672
2020-11-16,33.29764
2020-11-17,31.50428
2020-11-18,31.20985
2020-11-19,30.54068
2020-11-20,25.34796
2020-11-21,24.65203
2020-11-22,25.32119
2020-11-23,30.59421
2020-11-24,32.30728
2020-11-25,28.69379
2020-11-26,30.46038
2020-11-27,25.0
2020-11-28,26.28479
2020-11-29,26.47216
2020-11-30,33.32441
2020-12-01,32.78907
2020-12-02,36.697
2020-12-03,34.55567
2020-12-04,29.52355
2020-12-05,26.39186
2020-12-06,28.47965
2020-12-07,32.94967
2020-12-08,32.11991
2020-12-09,31.15631
2020-12-10,29.60385
2020-12-11,29.57708
2020-12-12,25.08029
2020-12-13,25.85653
2020-12-14,33.00321
2020-12-15,33.8062
2020-12-16,31.37044
2020-12-17,29.01498
2020-12-18,25.85653
2020-12-19,24.8394
2020-12-20,27.11456
2020-12-21,32.25374
2020-12-22,28.42612
2020-12-23,26.68629
2020-12-24,23.1531
2020-12-25,20.31584
2020-12-26,23.42077
2020-12-27,30.54068
2020-12-28,34.0471
2020-12-29,32.62847
2020-12-30,26.73982
2020-12-31,25.08029
2021-01-01,24.06316
2021-01-02,27.86402
2021-01-03,30.67451
2021-01-04,38.06209
2021-01-05,33.67237
2021-01-06,32.33404
2021-01-07,28.29229
2021-01-08,27.54282
2021-01-09,29.38972
2021-01-10,31.39721
2021-01-11,35.3319
2021-01-12,33.51177
2021-01-13,31.42398
2021-01-14,31.15631
2021-01-15,32.49464
2021-01-16,31.90578
2021-01-17,33.67237
2021-01-18,39.42719
2021-01-19,38.81156
2021-01-20,37.63383
2021-01-21,35.1713
2021-01-22,35.9743
2021-01-23,31.26338
2021-01-24,36.8576
2021-01-25,41.64882
2021-01-26,36.58993
2021-01-27,38.06209
2021-01-28,31.69164
2021-01-29,29.95182
2021-01-30,29.06852
2021-01-31,32.01284
2021-02-01,34.66274
2021-02-02,34.26124
2021-02-03,32.86937
2021-02-04,28.18522
2021-02-05,28.50642
2021-02-06,25.61563
2021-02-07,27.30192
2021-02-08,29.76445
2021-02-09,27.48929
2021-02-10,23.8758
2021-02-11,20.85117
2021-02-12,22.1895
2021-02-13,25.58886
2021-02-14,30.05888
2021-02-15,36.1349
2021-02-16,33.77944
2021-02-17,36.26873
2021-02-18,31.82548
2021-02-19,32.38758
2021-02-20,27.32869
2021-02-21,30.62098
2021-02-22,35.6531
2021-02-23,35.8137
2021-02-24,31.79871
2021-02-25,28.90792
2021-02-26,28.13169
2021-02-27,26.44539
2021-02-28,26.52569
2021-03-01,27.99785
2021-03-02,31.61134
2021-03-03,29.76445
2021-03-04,30.59421
2021-03-05,27.16809
2021-03-06,25.18736
2021-03-07,27.19486
2021-03-08,30.64775
2021-03-09,28.47965
2021-03-10,29.14882
2021-03-11,27.22162
2021-03-12,23.17987
2021-03-13,21.84154
2021-03-14,26.25802
2021-03-15,32.60171
2021-03-16,30.67451
2021-03-17,26.84689
2021-03-18,25.21413
2021-03-19,23.68843
2021-03-20,24.5182
2021-03-21,27.73019
2021-03-22,28.66702
2021-03-23,26.73982
2021-03-24,25.56209
2021-03-25,25.48179
2021-03-26,23.42077
2021-03-27,22.96573
2021-03-28,25.24089
2021-03-29,31.15631
2021-03-30,30.21948
2021-03-31,26.07066
2021-04-01,27.67665
2021-04-02,24.14346
2021-04-03,26.01713
2021-04-04,25.02676
2021-04-05,27.08779
2021-04-06,27.75695
2021-04-07,26.07066
2021-04-08,25.34796
2021-04-09,22.0289
2021-04-10,23.8758
2021-04-11,27.62312
2021-04-12,28.69379
2021-04-13,26.60599
2021-04-14,25.45503
2021-04-15,35.78693
2021-04-16,30.24625
2021-04-17,24.81263
2021-04-18,26.52569
2021-04-19,28.85438
2021-04-20,26.23126
2021-04-21,27.40899
2021-04-22,24.81263
2021-04-23,23.84903
2021-04-24,22.2698
2021-04-25,24.0364
2021-04-26,27.70342
2021-04-27,26.04389
2021-04-28,25.74946
2021-04-29,28.31905
2021-04-30,21.06531
2021-05-01,21.97537
2021-05-02,23.0728
2021-05-03,29.06852
2021-05-04,24.8394
2021-05-05,24.86616
2021-05-06,28.21199
2021-05-07,22.7516
2021-05-08,22.37687
2021-05-09,24.54496
2021-05-10,28.74732
2021-05-11,27.75695
2021-05-12,25.58886
2021-05-13,25.40149
2021-05-14,22.48394
2021-05-15,24.22376
2021-05-16,24.06316
2021-05-17,29.38972
2021-05-18,25.50856
2021-05-19,25.26766
2021-05-20,29.63062
2021-05-21,25.32119
2021-05-22,21.76124
2021-05-23,25.32119
2021-05-24,32.62847
2021-05-25,29.30942
2021-05-26,26.68629
2021-05-27,29.25588
2021-05-28,24.14346
2021-05-29,24.73233
2021-05-30,29.71092
2021-05-31,41.46145
2021-06-01,36.5364
2021-06-02,31.26338
2021-06-03,31.26338
2021-06-04,26.87366
2021-06-05,23.1531
2021-06-06,27.06102
2021-06-07,33.32441
2021-06-08,28.96145
2021-06-09,29.55032
2021-06-10,27.70342
2021-06-11,24.54496
2021-06-12,21.97537
2021-06-13,23.50107
2021-06-14,31.02248
2021-06-15,28.47965
2021-06-16,29.17558
2021-06-17,26.60599
2021-06-18,26.01713
2021-06-19,24.97323
2021-06-20,25.08029
2021-06-21,30.03211
2021-06-22,30.96895
2021-06-23,27.24839
2021-06-24,27.27516
2021-06-25,25.13383
2021-06-26,23.26017
2021-06-27,25.50856
2021-06-28,29.81798
2021-06-29,25.91006
2021-06-30,25.74946
2021-07-01,24.9197
2021-07-02,23.42077
2021-07-03,24.00963
2021-07-04,26.95396
2021-07-05,30.86188
2021-07-06,26.87366
2021-07-07,27.19486
2021-07-08,26.57922
2021-07-09,24.57173
2021-07-10,21.76124
2021-07-11,24.73233
2021-07-12,31.31691
2021-07-13,29.41648
2021-07-14,27.14132
2021-07-15,26.65952
2021-07-16,25.64239
2021-07-17,25.24089
2021-07-18,27.16809
2021-07-19,29.30942
2021-07-20,29.38972
2021-07-21,30.19271
2021-07-22,27.86402
2021-07-23,22.61777
2021-07-24,25.48179
2021-07-25,24.97323
2021-07-26,28.88115
2021-07-27,29.73768
2021-07-28,27.03426
2021-07-29,25.02676
2021-07-30,23.44753
2021-07-31,23.44753
2021-08-01,26.63276
2021-08-02,28.47965
2021-08-03,28.77408
2021-08-04,28.93468
2021-08-05,26.44539
2021-08-06,24.2773
2021-08-07,25.05353
2021-08-08,26.01713
2021-08-09,32.03961
2021-08-10,32.03961
2021-08-11,29.68415
2021-08-12,28.82762
2021-08-13,25.18736
2021-08-14,25.0
2021-08-15,24.9197
2021-08-16,30.78158
2021-08-17,32.14668
2021-08-18,31.29014
2021-08-19,29.09528
2021-08-20,28.53319
2021-08-21,27.67665
2021-08-22,28.55995
2021-08-23,35.70663
2021-08-24,49.30406
2021-08-25,38.54389
2021-08-26,40.01605
2021-08-27,32.25374
2021-08-28,25.91006
2021-08-29,30.88865
2021-08-30,34.42184
2021-08-31,32.52141
2021-09-01,34.71627
2021-09-02,35.62633
2021-09-03,29.92505
2021-09-04,27.94432
2021-09-05,28.96145
2021-09-06,33.16381
2021-09-07,30.11241
2021-09-08,29.52355
2021-09-09,27.14132
2021-09-10,24.33083
2021-09-11,24.65203
2021-09-12,31.98608
2021-09-13,32.89614
2021-09-14,30.11241
2021-09-15,27.11456
2021-09-16,29.17558
2021-09-17,29.44325
2021-09-18,21.60064
2021-09-19,20.61027
2021-09-20,20.95824
2021-09-21,22.85867
2021-09-22,26.98072
2021-09-23,35.4925
2021-09-24,30.99571
2021-09-25,28.26552
2021-09-26,31.07601
2021-09-27,36.96466
2021-09-28,31.77194
2021-09-29,31.85224
2021-09-30,32.65524
2021-10-01,31.02248
2021-10-02,29.22912
2021-10-03,32.14668
2021-10-04,35.091
2021-10-05,36.58993
2021-10-06,35.38543
2021-10-07,33.77944
2021-10-08,31.69164
2021-10-09,27.38222
2021-10-10,30.64775
2021-10-11,34.63597
2021-10-12,37.55353
2021-10-13,34.5289
2021-10-14,31.12955
2021-10-15,31.82548
2021-10-16,27.30192
2021-10-17,25.37473
2021-10-18,31.04925
2021-10-19,28.96145
2021-10-20,29.20235
2021-10-21,27.81049
2021-10-22,23.5546
2021-10-23,23.01927
2021-10-24,25.42826
2021-10-25,29.97858
2021-10-26,29.97858
2021-10-27,29.20235
