date,오늘금값
2020-06-11,31.43723
2020-06-12,33.978
2020-06-13,22.82897
2020-06-14,19.0747
2020-06-15,35.98786
2020-06-16,34.62267
2020-06-17,33.86423
2020-06-18,32.11983
2020-06-19,26.16609
2020-06-20,13.50018
2020-06-21,13.08304
2020-06-22,30.83048
2020-06-23,27.5692
2020-06-24,25.02844
2020-06-25,23.62533
2020-06-26,20.9708
2020-06-27,12.93136
2020-06-28,10.80773
2020-06-29,20.17444
2020-06-30,19.71937
2020-07-01,24.87675
2020-07-02,19.60561
2020-07-03,19.416
2020-07-04,10.50436
2020-07-05,10.08722
2020-07-06,23.81494
2020-07-07,19.22639
2020-07-08,20.17444
2020-07-09,24.42169
2020-07-10,20.09859
2020-07-11,13.38642
2020-07-12,9.48047
2020-07-13,28.10011
2020-07-14,35.76033
2020-07-15,30.03412
2020-07-16,25.63519
2020-07-17,29.4653
2020-07-18,17.14069
2020-07-19,13.42434
2020-07-20,25.97648
2020-07-21,26.39362
2020-07-22,32.30944
2020-07-23,38.71824
2020-07-24,39.7042
2020-07-25,37.50474
2020-07-26,22.82897
2020-07-27,54.75919
2020-07-28,62.15396
2020-07-29,68.60068
2020-07-30,48.54
2020-07-31,46.56806
2020-08-01,35.34319
2020-08-02,21.04664
2020-08-03,40.08342
2020-08-04,35.34319
2020-08-05,66.66666
2020-08-06,54.45582
2020-08-07,51.95297
2020-08-08,31.8923
2020-08-09,24.42169
2020-08-10,45.39249
2020-08-11,42.01744
2020-08-12,100.0
2020-08-13,65.26355
2020-08-14,44.93742
2020-08-15,28.36556
2020-08-16,22.56351
2020-08-17,32.38528
2020-08-18,50.66363
2020-08-19,46.41638
2020-08-20,47.13689
2020-08-21,38.56655
2020-08-22,21.46378
2020-08-23,16.15472
2020-08-24,35.34319
2020-08-25,33.40917
2020-08-26,33.25748
2020-08-27,36.02578
2020-08-28,31.66477
2020-08-29,25.10428
2020-08-30,17.59575
2020-08-31,34.24345
2020-09-01,29.92036
2020-09-02,29.19984
2020-09-03,26.88661
2020-09-04,32.53697
2020-09-05,19.34015
2020-09-06,15.24459
2020-09-07,27.9105
2020-09-08,25.02844
2020-09-09,28.36556
2020-09-10,26.16609
2020-09-11,24.08039
2020-09-12,15.0929
2020-09-13,12.47629
2020-09-14,24.08039
2020-09-15,23.9287
2020-09-16,19.79522
2020-09-17,20.40197
2020-09-18,22.86689
2020-09-19,13.42434
2020-09-20,10.27682
2020-09-21,21.80508
2020-09-22,24.04247
2020-09-23,24.27
2020-09-24,27.37959
2020-09-25,27.15206
2020-09-26,14.2207
2020-09-27,10.80773
2020-09-28,20.74326
2020-09-29,18.54379
2020-09-30,9.78384
2020-10-01,10.88357
2020-10-02,12.59006
2020-10-03,11.07318
2020-10-04,11.83162
2020-10-05,20.6295
2020-10-06,20.6295
2020-10-07,19.37808
2020-10-08,19.98483
2020-10-09,13.53811
2020-10-10,11.98331
2020-10-11,9.63215
2020-10-12,19.83314
2020-10-13,18.35419
2020-10-14,18.54379
2020-10-15,17.48198
2020-10-16,16.57186
2020-10-17,11.56617
2020-10-18,8.41865
2020-10-19,18.46795
2020-10-20,17.10276
2020-10-21,17.67159
2020-10-22,17.5199
2020-10-23,15.13083
2020-10-24,9.63215
2020-10-25,8.72203
2020-10-26,16.42017
2020-10-27,16.87523
2020-10-28,15.66173
2020-10-29,17.25445
2020-10-30,21.72923
2020-10-31,11.60409
2020-11-01,9.40462
2020-11-02,17.02692
2020-11-03,18.58172
2020-11-04,20.6295
2020-11-05,22.22222
2020-11-06,24.91467
2020-11-07,14.59992
2020-11-08,10.76981
2020-11-09,24.64922
2020-11-10,31.62684
2020-11-11,24.04247
2020-11-12,25.40766
2020-11-13,19.98483
2020-11-14,12.40045
2020-11-15,10.99734
2020-11-16,21.19833
2020-11-17,19.75729
2020-11-18,19.45392
2020-11-19,17.59575
2020-11-20,16.34433
2020-11-21,11.94539
2020-11-22,10.39059
2020-11-23,20.21236
2020-11-24,19.37808
2020-11-25,20.17444
2020-11-26,23.13234
2020-11-27,23.09442
2020-11-28,20.74326
2020-11-29,11.98331
2020-11-30,23.43572
2020-12-01,24.53545
2020-12-02,27.34167
2020-12-03,26.27986
2020-12-04,24.27
2020-12-05,13.61395
2020-12-06,12.02123
2020-12-07,26.73492
2020-12-08,24.53545
2020-12-09,23.54948
2020-12-10,22.3739
2020-12-11,22.75312
2020-12-12,13.91733
2020-12-13,13.27265
2020-12-14,21.42586
2020-12-15,21.00872
2020-12-16,24.49753
2020-12-17,22.1843
2020-12-18,23.89078
2020-12-19,14.2207
2020-12-20,12.6659
2020-12-21,24.38376
2020-12-22,24.11831
2020-12-23,22.60144
2020-12-24,22.3739
2020-12-25,13.50018
2020-12-26,13.12097
2020-12-27,11.90747
2020-12-28,22.75312
2020-12-29,20.43989
2020-12-30,23.70117
2020-12-31,17.44406
2021-01-01,20.02275
2021-01-02,16.00303
2021-01-03,13.19681
2021-01-04,25.74895
2021-01-05,28.10011
2021-01-06,29.54114
2021-01-07,25.4835
2021-01-08,25.78687
2021-01-09,16.23056
2021-01-10,13.08304
2021-01-11,25.71103
2021-01-12,22.94273
2021-01-13,23.35987
2021-01-14,24.00455
2021-01-15,23.20819
2021-01-16,14.86537
2021-01-17,10.88357
2021-01-18,23.77701
2021-01-19,23.81494
2021-01-20,23.20819
2021-01-21,23.17026
2021-01-22,21.12248
2021-01-23,14.48615
2021-01-24,9.708
2021-01-25,20.55365
2021-01-26,20.81911
2021-01-27,20.21236
2021-01-28,21.35001
2021-01-29,21.69131
2021-01-30,14.52408
2021-01-31,11.90747
2021-02-01,24.72506
2021-02-02,26.01441
2021-02-03,24.04247
2021-02-04,23.47364
2021-02-05,23.28403
2021-02-06,14.2207
2021-02-07,11.90747
2021-02-08,21.5017
2021-02-09,19.9469
2021-02-10,18.65756
2021-02-11,9.59423
2021-02-12,9.13917
2021-02-13,9.89761
2021-02-14,10.73189
2021-02-15,23.70117
2021-02-16,22.60144
2021-02-17,25.71103
2021-02-18,24.38376
2021-02-19,43.61016
2021-02-20,22.75312
2021-02-21,17.02692
2021-02-22,29.76867
2021-02-23,29.16192
2021-02-24,25.02844
2021-02-25,23.17026
2021-02-26,23.5874
2021-02-27,16.26848
2021-02-28,13.08304
2021-03-01,17.21653
2021-03-02,26.77284
2021-03-03,31.32347
2021-03-04,30.14789
2021-03-05,28.7827
2021-03-06,17.8612
2021-03-07,13.38642
2021-03-08,27.00037
2021-03-09,24.72506
2021-03-10,25.93856
2021-03-11,30.90633
2021-03-12,25.71103
2021-03-13,14.75161
2021-03-14,14.33447
2021-03-15,24.49753
2021-03-16,20.66742
2021-03-17,21.35001
2021-03-18,21.95676
2021-03-19,20.78119
2021-03-20,12.93136
2021-03-21,11.71786
2021-03-22,19.90898
2021-03-23,19.9469
2021-03-24,19.0747
2021-03-25,19.15054
2021-03-26,18.77133
2021-03-27,13.23473
2021-03-28,10.01137
2021-03-29,19.416
2021-03-30,19.45392
2021-03-31,22.56351
2021-04-01,19.71937
2021-04-02,21.843
2021-04-03,13.38642
2021-04-04,9.25293
2021-04-05,22.22222
2021-04-06,19.52976
2021-04-07,18.12665
2021-04-08,18.77133
2021-04-09,17.25445
2021-04-10,10.50436
2021-04-11,9.708
2021-04-12,17.8612
2021-04-13,18.01289
2021-04-14,18.16458
2021-04-15,18.2025
2021-04-16,18.43003
2021-04-17,12.85551
2021-04-18,7.43268
2021-04-19,17.17861
2021-04-20,18.69548
2021-04-21,18.7334
2021-04-22,18.88509
2021-04-23,20.40197
2021-04-24,10.80773
2021-04-25,8.45657
2021-04-26,19.71937
2021-04-27,17.63367
2021-04-28,17.17861
2021-04-29,16.3064
2021-04-30,15.05498
2021-05-01,9.78384
2021-05-02,8.64618
2021-05-03,16.3064
2021-05-04,16.76147
2021-05-05,11.83162
2021-05-06,18.54379
2021-05-07,19.71937
2021-05-08,11.94539
2021-05-09,10.2389
2021-05-10,17.97497
2021-05-11,21.19833
2021-05-12,22.07053
2021-05-13,21.04664
2021-05-14,18.88509
2021-05-15,12.28668
2021-05-16,9.63215
2021-05-17,25.06636
2021-05-18,22.26014
2021-05-19,23.01858
2021-05-20,31.62684
2021-05-21,28.06219
2021-05-22,16.53394
2021-05-23,12.89343
2021-05-24,28.17595
2021-05-25,25.52142
2021-05-26,24.00455
2021-05-27,25.8248
2021-05-28,23.09442
2021-05-29,14.78953
2021-05-30,10.95942
2021-05-31,22.22222
2021-06-01,22.52559
2021-06-02,22.10845
2021-06-03,22.56351
2021-06-04,21.04664
2021-06-05,16.11679
2021-06-06,10.76981
2021-06-07,20.66742
2021-06-08,19.30223
2021-06-09,19.0747
2021-06-10,17.59575
2021-06-11,17.44406
2021-06-12,10.61812
2021-06-13,9.708
2021-06-14,16.60978
2021-06-15,17.44406
2021-06-16,17.89912
2021-06-17,17.8612
2021-06-18,21.91884
2021-06-19,12.28668
2021-06-20,10.16306
2021-06-21,20.25028
2021-06-22,20.66742
2021-06-23,18.46795
2021-06-24,17.55783
2021-06-25,17.06484
2021-06-26,9.78384
2021-06-27,8.72203
2021-06-28,17.06484
2021-06-29,16.68562
2021-06-30,17.36822
2021-07-01,18.50587
2021-07-02,16.72354
2021-07-03,10.61812
2021-07-04,8.60826
2021-07-05,17.93704
2021-07-06,17.55783
2021-07-07,16.87523
2021-07-08,16.15472
2021-07-09,20.51573
2021-07-10,10.80773
2021-07-11,10.73189
2021-07-12,17.70951
2021-07-13,18.12665
2021-07-14,19.15054
2021-07-15,21.46378
2021-07-16,18.84717
2021-07-17,12.43837
2021-07-18,9.55631
2021-07-19,17.93704
2021-07-20,18.61964
2021-07-21,18.50587
2021-07-22,19.60561
2021-07-23,18.05081
2021-07-24,10.69397
2021-07-25,8.98748
2021-07-26,17.36822
2021-07-27,16.49601
2021-07-28,16.23056
2021-07-29,14.90329
2021-07-30,16.11679
2021-07-31,11.11111
2021-08-01,8.45657
2021-08-02,13.99317
2021-08-03,14.18278
2021-08-04,14.18278
2021-08-05,16.23056
2021-08-06,15.62381
2021-08-07,11.49032
2021-08-08,8.45657
2021-08-09,20.2882
2021-08-10,18.92301
2021-08-11,22.79105
2021-08-12,24.45961
2021-08-13,20.25028
2021-08-14,13.3485
2021-08-15,9.44254
2021-08-16,15.35836
2021-08-17,23.17026
2021-08-18,21.12248
2021-08-19,22.7152
2021-08-20,22.75312
2021-08-21,12.55214
2021-08-22,10.2389
2021-08-23,21.23625
2021-08-24,21.46378
2021-08-25,18.88509
2021-08-26,19.56769
2021-08-27,17.74744
2021-08-28,11.83162
2021-08-29,9.48047
2021-08-30,16.42017
2021-08-31,17.5199
2021-09-01,16.15472
2021-09-02,18.12665
2021-09-03,14.97914
2021-09-04,9.25293
2021-09-05,7.01554
2021-09-06,16.6477
2021-09-07,16.53394
2021-09-08,17.25445
2021-09-09,16.76147
2021-09-10,15.62381
2021-09-11,9.29086
2021-09-12,8.91164
2021-09-13,15.54797
2021-09-14,13.23473
2021-09-15,16.34433
2021-09-16,14.562
2021-09-17,14.67576
2021-09-18,9.0254
2021-09-19,7.31892
2021-09-20,6.37087
2021-09-21,6.56048
2021-09-22,8.26697
2021-09-23,15.62381
2021-09-24,17.02692
2021-09-25,10.9215
2021-09-26,8.45657
2021-09-27,16.34433
2021-09-28,16.53394
2021-09-29,16.57186
2021-09-30,14.78953
2021-10-01,15.51004
2021-10-02,10.27682
2021-10-03,7.39476
2021-10-04,10.76981
2021-10-05,19.37808
2021-10-06,18.61964
2021-10-07,16.83731
2021-10-08,16.15472
2021-10-09,9.97345
2021-10-10,8.72203
2021-10-11,11.94539
2021-10-12,15.88926
2021-10-13,16.45809
2021-10-14,16.07887
2021-10-15,14.86537
2021-10-16,11.4524
2021-10-17,8.34281
2021-10-18,15.01706
2021-10-19,15.28251
2021-10-20,15.4342
2021-10-21,15.88926
2021-10-22,16.3064
2021-10-23,9.55631
2021-10-24,8.22904
2021-10-25,18.84717
2021-10-26,15.28251
2021-10-27,15.92718
2021-10-28,12.93136
2021-10-29,13.08304
2021-10-30,7.69814
2021-10-31,8.11528
2021-11-01,13.95525
2021-11-02,12.93136
2021-11-03,13.72772
2021-11-04,12.17292
2021-11-05,13.84148
2021-11-06,8.30489
2021-11-07,6.18126
2021-11-08,16.15472
2021-11-09,16.95108
2021-11-10,17.40614
2021-11-11,19.11262
2021-11-12,19.30223
2021-11-13,10.95942
2021-11-14,8.34281
2021-11-15,18.84717
2021-11-16,22.60144
2021-11-17,21.42586
2021-11-18,20.2882
2021-11-19,19.26431
2021-11-20,10.99734
2021-11-21,8.68411
2021-11-22,18.96094
2021-11-23,18.99886
2021-11-24,19.71937
2021-11-25,18.24042
2021-11-26,17.40614
2021-11-27,12.36253
2021-11-28,11.56617
2021-11-29,23.89078
2021-11-30,21.1604
2021-12-01,19.98483
2021-12-02,19.60561
2021-12-03,20.40197
2021-12-04,11.22487
2021-12-05,8.41865
2021-12-06,19.68145
2021-12-07,16.15472
2021-12-08,18.7334
2021-12-09,17.78536
2021-12-10,17.40614
2021-12-11,10.61812
2021-12-12,9.89761
2021-12-13,16.76147
2021-12-14,16.23056
2021-12-15,18.35419
2021-12-16,18.35419
2021-12-17,17.44406
2021-12-18,11.18695
2021-12-19,8.34281
2021-12-20,19.52976
2021-12-21,18.54379
2021-12-22,16.11679
2021-12-23,16.87523
2021-12-24,17.93704
2021-12-25,8.94956
2021-12-26,8.53242
2021-12-27,17.78536
2021-12-28,16.00303
2021-12-29,17.78536
2021-12-30,15.69965
2021-12-31,23.13234
2022-01-01,10.65604
2022-01-02,9.55631
2022-01-03,21.27417
2022-01-04,19.83314
2022-01-05,20.70534
2022-01-06,22.22222
2022-01-07,21.69131
2022-01-08,11.94539
2022-01-09,10.42851
2022-01-10,19.22639
2022-01-11,18.99886
2022-01-12,21.38794
2022-01-13,18.24042
2022-01-14,20.21236
2022-01-15,12.32461
2022-01-16,9.29086
2022-01-17,19.68145
2022-01-18,17.59575
2022-01-19,16.42017
2022-01-20,20.13651
2022-01-21,17.36822
2022-01-22,11.37656
2022-01-23,9.97345
2022-01-24,20.6295
2022-01-25,22.60144
2022-01-26,20.78119
2022-01-27,19.22639
2022-01-28,18.2025
2022-01-29,10.39059
2022-01-30,7.92567
2022-01-31,6.29503
2022-02-01,7.35684
2022-02-02,7.96359
2022-02-03,18.35419
2022-02-04,18.01289
2022-02-05,13.12097
2022-02-06,8.83579
2022-02-07,15.28251
2022-02-08,18.80925
2022-02-09,18.58172
2022-02-10,18.46795
2022-02-11,17.48198
2022-02-12,10.08722
2022-02-13,10.35267
2022-02-14,22.67728
2022-02-15,34.54683
2022-02-16,27.30375
2022-02-17,25.86272
2022-02-18,25.86272
2022-02-19,15.05498
2022-02-20,12.135
2022-02-21,27.34167
2022-02-22,29.19984
2022-02-23,31.32347
2022-02-24,54.26621
2022-02-25,46.113
2022-02-26,23.96662
2022-02-27,21.08456
2022-02-28,31.58892
2022-03-01,20.47781
2022-03-02,34.50891
2022-03-03,30.37542
2022-03-04,29.95828
2022-03-05,19.83314
2022-03-06,16.72354
2022-03-07,42.8138
2022-03-08,42.66211
2022-03-09,26.77284
2022-03-10,36.13955
2022-03-11,33.02995
2022-03-12,19.98483
2022-03-13,13.84148
2022-03-14,31.70269
2022-03-15,29.84452
2022-03-16,29.16192
2022-03-17,29.19984
2022-03-18,25.1422
2022-03-19,15.73758
2022-03-20,11.67993
2022-03-21,23.5874
2022-03-22,22.26014
2022-03-23,22.48767
2022-03-24,22.1843
2022-03-25,23.85286
2022-03-26,12.43837
2022-03-27,9.85968
2022-03-28,19.11262
2022-03-29,17.74744
2022-03-30,18.77133
2022-03-31,18.16458
2022-04-01,18.12665
2022-04-02,11.14903
2022-04-03,7.66021
2022-04-04,18.05081
2022-04-05,16.83731
2022-04-06,16.38225
2022-04-07,15.51004
2022-04-08,13.68979
2022-04-09,11.18695
2022-04-10,6.82593
2022-04-11,14.562
2022-04-12,16.07887
2022-04-13,16.989
2022-04-14,17.14069
2022-04-15,16.57186
2022-04-16,9.51839
2022-04-17,9.32878
2022-04-18,17.44406
2022-04-19,19.18847
2022-04-20,17.74744
2022-04-21,15.20667
2022-04-22,16.19264
2022-04-23,9.74592
2022-04-24,8.22904
2022-04-25,16.07887
2022-04-26,16.38225
2022-04-27,15.54797
2022-04-28,15.66173
2022-04-29,14.71368
2022-04-30,9.74592
2022-05-01,6.21918
2022-05-02,16.19264
2022-05-03,14.59992
2022-05-04,16.00303
2022-05-05,11.37656
2022-05-06,17.17861
2022-05-07,8.98748
2022-05-08,6.97762
2022-05-09,15.0929
2022-05-10,14.2207
2022-05-11,16.38225
2022-05-12,16.68562
2022-05-13,15.0929
2022-05-14,10.39059
2022-05-15,7.54645
2022-05-16,15.39628
2022-05-17,15.35836
2022-05-18,14.562
2022-05-19,16.3064
2022-05-20,14.90329
2022-05-21,8.11528
2022-05-22,5.57451
2022-05-23,14.06901
2022-05-24,13.91733
2022-05-25,15.51004
2022-05-26,16.49601
2022-05-27,14.71368
2022-05-28,8.57034
2022-05-29,6.29503
2022-05-30,14.10693
2022-05-31,13.95525
2022-06-01,9.21501
2022-06-02,13.12097
2022-06-03,15.81342
2022-06-04,8.75995
2022-06-05,5.80204
2022-06-06,9.21501
2022-06-07,14.10693
2022-06-08,13.50018
2022-06-09,14.67576
2022-06-10,13.61395
2022-06-11,9.32878
2022-06-12,7.47061
2022-06-13,21.12248
2022-06-14,20.78119
2022-06-15,21.46378
2022-06-16,18.84717
2022-06-17,18.99886
2022-06-18,12.74175
2022-06-19,8.98748
2022-06-20,20.9708
2022-06-21,16.00303
2022-06-22,18.58172
2022-06-23,20.70534
2022-06-24,19.49184
2022-06-25,10.50436
2022-06-26,8.30489
2022-06-27,16.989
2022-06-28,15.16875
2022-06-29,17.40614
2022-06-30,17.29237
2022-07-01,15.54797
2022-07-02,9.85968
2022-07-03,9.13917
2022-07-04,18.01289
2022-07-05,16.79939
2022-07-06,26.92453
2022-07-07,21.69131
2022-07-08,18.61964
2022-07-09,11.18695
2022-07-10,9.44254
2022-07-11,17.10276
2022-07-12,18.88509
2022-07-13,19.52976
2022-07-14,20.81911
2022-07-15,20.06067
2022-07-16,11.94539
2022-07-17,9.48047
2022-07-18,17.5199
2022-07-19,16.79939
2022-07-20,17.33029
2022-07-21,18.88509
2022-07-22,16.3064
2022-07-23,11.41448
2022-07-24,8.34281
2022-07-25,23.43572
2022-07-26,24.53545
2022-07-27,18.84717
2022-07-28,19.11262
2022-07-29,17.63367
2022-07-30,10.42851
2022-07-31,10.54228
2022-08-01,18.77133
2022-08-02,20.09859
2022-08-03,19.87106
2022-08-04,17.97497
2022-08-05,15.51004
2022-08-06,11.52825
2022-08-07,9.40462
2022-08-08,16.23056
2022-08-09,15.4342
2022-08-10,16.91315
2022-08-11,15.51004
2022-08-12,17.36822
2022-08-13,10.54228
2022-08-14,8.60826
2022-08-15,11.60409
2022-08-16,14.14486
2022-08-17,13.99317
2022-08-18,15.32043
2022-08-19,14.44823
2022-08-20,9.93553
2022-08-21,7.39476
2022-08-22,16.53394
2022-08-23,17.63367
2022-08-24,15.58589
2022-08-25,15.35836
2022-08-26,13.95525
2022-08-27,9.89761
2022-08-28,6.97762
2022-08-29,14.2207
2022-08-30,13.23473
2022-08-31,12.93136
2022-09-01,13.46226
2022-09-02,13.84148
2022-09-03,7.84982
2022-09-04,5.34698
2022-09-05,14.33447
2022-09-06,13.3485
2022-09-07,14.33447
2022-09-08,11.37656
2022-09-09,6.25711
2022-09-10,4.89192
2022-09-11,6.37087
2022-09-12,8.72203
2022-09-13,13.99317
2022-09-14,17.63367
2022-09-15,16.79939
2022-09-16,13.80356
2022-09-17,9.89761
2022-09-18,7.58437
2022-09-19,15.28251
2022-09-20,15.51004
2022-09-21,19.87106
2022-09-22,17.48198
2022-09-23,14.90329
2022-09-24,12.81759
2022-09-25,7.73606
2022-09-26,17.29237
2022-09-27,16.91315
2022-09-28,16.76147
2022-09-29,16.95108
2022-09-30,15.69965
2022-10-01,10.16306
2022-10-02,8.72203
2022-10-03,11.33864
2022-10-04,16.83731
2022-10-05,17.21653
2022-10-06,16.57186
2022-10-07,14.25862
2022-10-08,8.79787
2022-10-09,9.13917
2022-10-10,10.46643
2022-10-11,22.14637
2022-10-12,23.51156
2022-10-13,17.40614
2022-10-14,16.989
2022-10-15,10.73189
2022-10-16,8.83579
2022-10-17,14.90329
2022-10-18,14.25862
2022-10-19,15.7755
2022-10-20,13.08304
2022-10-21,12.81759
2022-10-22,7.92567
2022-10-23,7.84982
2022-10-24,14.03109
2022-10-25,14.33447
2022-10-26,13.23473
2022-10-27,13.15889
2022-10-28,12.55214
2022-10-29,8.00151
2022-10-30,5.3849
2022-10-31,12.74175
2022-11-01,12.93136
2022-11-02,14.52408
2022-11-03,13.65187
2022-11-04,11.37656
2022-11-05,7.58437
2022-11-06,5.7262
2022-11-07,13.72772
2022-11-08,13.68979
2022-11-09,13.80356
2022-11-10,13.38642
2022-11-11,15.01706
2022-11-12,9.0254
2022-11-13,6.02957
2022-11-14,13.46226
2022-11-15,13.68979
2022-11-16,13.27265
2022-11-17,12.89343
2022-11-18,12.93136
2022-11-19,6.02957
2022-11-20,5.3849
2022-11-21,11.03526
2022-11-22,11.49032
2022-11-23,11.4524
2022-11-24,11.83162
2022-11-25,9.97345
2022-11-26,7.24307
2022-11-27,5.57451
2022-11-28,10.46643
2022-11-29,10.2389
2022-11-30,11.98331
2022-12-01,13.61395
2022-12-02,12.81759
2022-12-03,7.58437
2022-12-04,6.14334
2022-12-05,11.71786
2022-12-06,11.98331
2022-12-07,11.98331
2022-12-08,12.40045
2022-12-09,11.03526
2022-12-10,8.30489
2022-12-11,6.56048
2022-12-12,10.95942
2022-12-13,11.14903
2022-12-14,11.11111
2022-12-15,10.9215
2022-12-16,10.54228
2022-12-17,7.66021
2022-12-18,5.61243
2022-12-19,11.22487
2022-12-20,10.2389
2022-12-21,11.86954
2022-12-22,10.31475
2022-12-23,13.8794
2022-12-24,7.88775
2022-12-25,5.76412
2022-12-26,11.49032
2022-12-27,12.09708
2022-12-28,14.14486
2022-12-29,12.40045
2022-12-30,10.76981
2022-12-31,8.68411
2023-01-01,6.29503
2023-01-02,13.91733
2023-01-03,12.81759
2023-01-04,27.79673
2023-01-05,19.64353
2023-01-06,18.31626
2023-01-07,13.53811
2023-01-08,9.63215
2023-01-09,17.25445
2023-01-10,23.3978
2023-01-11,23.47364
2023-01-12,19.11262
2023-01-13,21.61547
2023-01-14,13.91733
2023-01-15,10.76981
2023-01-16,19.90898
2023-01-17,17.33029
2023-01-18,19.34015
2023-01-19,16.76147
2023-01-20,16.42017
2023-01-21,8.68411
2023-01-22,6.29503
2023-01-23,8.38073
2023-01-24,10.08722
2023-01-25,18.08873
2023-01-26,16.87523
2023-01-27,24.80091
2023-01-28,12.40045
2023-01-29,9.25293
2023-01-30,18.24042
2023-01-31,16.60978
2023-02-01,15.47212
2023-02-02,15.7755
2023-02-03,14.562
2023-02-04,10.08722
2023-02-05,7.47061
2023-02-06,17.21653
2023-02-07,14.562
2023-02-08,16.6477
2023-02-09,14.25862
2023-02-10,15.69965
2023-02-11,9.708
2023-02-12,7.31892
2023-02-13,16.3064
2023-02-14,15.01706
2023-02-15,14.37239
2023-02-16,13.42434
2023-02-17,14.90329
2023-02-18,10.65604
2023-02-19,7.05346
2023-02-20,16.23056
2023-02-21,14.18278
2023-02-22,16.989
2023-02-23,16.00303
2023-02-24,14.14486
2023-02-25,9.10125
2023-02-26,6.82593
2023-02-27,14.52408
2023-02-28,13.95525
2023-03-01,11.86954
2023-03-02,16.53394
2023-03-03,15.35836
2023-03-04,9.78384
2023-03-05,7.20515
2023-03-06,14.48615
2023-03-07,13.53811
2023-03-08,14.86537
2023-03-09,12.93136
2023-03-10,13.72772
2023-03-11,10.88357
2023-03-12,7.58437
2023-03-13,18.27834
2023-03-14,23.70117
2023-03-15,19.49184
2023-03-16,26.39362
2023-03-17,21.843
2023-03-18,15.28251
2023-03-19,13.04512
2023-03-20,30.14789
2023-03-21,32.34736
2023-03-22,28.21387
2023-03-23,27.60712
2023-03-24,27.5692
2023-03-25,17.93704
2023-03-26,12.89343
2023-03-27,25.52142
2023-03-28,26.84869
2023-03-29,25.10428
2023-03-30,24.6113
2023-03-31,25.33181
2023-04-01,14.75161
2023-04-02,12.77967
2023-04-03,27.49336
2023-04-04,28.36556
2023-04-05,38.75616
2023-04-06,42.24497
2023-04-07,31.74061
2023-04-08,20.51573
2023-04-09,19.30223
2023-04-10,32.38528
2023-04-11,28.10011
2023-04-12,33.6367
2023-04-13,32.00606
2023-04-14,33.40917
2023-04-15,20.78119
2023-04-16,15.62381
2023-04-17,28.93439
2023-04-18,24.34584
2023-04-19,25.36973
2023-04-20,25.74895
2023-04-21,23.13234
2023-04-22,14.71368
2023-04-23,12.24876
2023-04-24,24.45961
2023-04-25,23.9287
2023-04-26,25.10428
2023-04-27,24.19416
2023-04-28,22.07053
2023-04-29,14.41031
2023-04-30,10.27682
2023-05-01,17.5199
2023-05-02,24.08039
2023-05-03,24.15623
2023-05-04,27.26583
2023-05-05,16.87523
2023-05-06,17.40614
2023-05-07,11.67993
2023-05-08,24.83883
2023-05-09,22.75312
2023-05-10,22.60144
2023-05-11,24.83883
2023-05-12,21.00872
2023-05-13,13.50018
2023-05-14,10.84565
2023-05-15,25.40766
2023-05-16,22.75312
2023-05-17,21.38794
2023-05-18,22.26014
2023-05-19,23.17026
2023-05-20,13.08304
2023-05-21,10.27682
2023-05-22,20.55365
2023-05-23,20.66742
2023-05-24,21.19833
2023-05-25,19.87106
2023-05-26,17.40614
2023-05-27,10.42851
2023-05-28,8.75995
2023-05-29,13.15889
2023-05-30,18.46795
