date,현대차주가전망
2020-06-15,3.08565
2020-06-16,2.1723
2020-06-17,3.03628
2020-06-18,2.61663
2020-06-19,2.27104
2020-06-20,1.77733
2020-06-21,1.53048
2020-06-22,3.92495
2020-06-23,3.45593
2020-06-24,1.95013
2020-06-25,2.56726
2020-06-26,1.57985
2020-06-27,1.01209
2020-06-28,1.35768
2020-06-29,2.69069
2020-06-30,2.41915
2020-07-01,1.67859
2020-07-02,1.40705
2020-07-03,1.8267
2020-07-04,1.28363
2020-07-05,1.67859
2020-07-06,2.61663
2020-07-07,3.23376
2020-07-08,2.666
2020-07-09,2.91286
2020-07-10,2.51789
2020-07-11,1.5058
2020-07-12,2.49321
2020-07-13,2.98691
2020-07-14,2.86349
2020-07-15,4.54208
2020-07-16,4.54208
2020-07-17,6.91187
2020-07-18,4.3446
2020-07-19,3.72747
2020-07-20,7.18341
2020-07-21,6.5169
2020-07-22,5.97383
2020-07-23,6.04788
2020-07-24,4.44334
2020-07-25,2.71537
2020-07-26,3.28313
2020-07-27,4.66551
2020-07-28,4.73957
2020-07-29,3.92495
2020-07-30,5.13453
2020-07-31,3.25845
2020-08-01,2.24635
2020-08-02,2.44384
2020-08-03,3.82621
2020-08-04,4.1718
2020-08-05,4.96173
2020-08-06,9.94816
2020-08-07,8.63984
2020-08-08,6.14663
2020-08-09,5.0111
2020-08-10,26.117
2020-08-11,25.67267
2020-08-12,19.62478
2020-08-13,15.03332
2020-08-14,14.7371
2020-08-15,7.15872
2020-08-16,5.72698
2020-08-17,7.77585
2020-08-18,16.68723
2020-08-19,9.05949
2020-08-20,11.18242
2020-08-21,7.47963
2020-08-22,4.76425
2020-08-23,5.06047
2020-08-24,7.89928
2020-08-25,10.02221
2020-08-26,7.97333
2020-08-27,9.57788
2020-08-28,11.50333
2020-08-29,7.13404
2020-08-30,9.77536
2020-08-31,18.36583
2020-09-01,12.19451
2020-09-02,14.93458
2020-09-03,13.42878
2020-09-04,13.87311
2020-09-05,8.83732
2020-09-06,8.34361
2020-09-07,13.18193
2020-09-08,13.20661
2020-09-09,11.60207
2020-09-10,9.35571
2020-09-11,9.15823
2020-09-12,6.07257
2020-09-13,6.78844
2020-09-14,15.72451
2020-09-15,12.51542
2020-09-16,13.35472
2020-09-17,10.66403
2020-09-18,9.30634
2020-09-19,5.70229
2020-09-20,5.43075
2020-09-21,11.18242
2020-09-22,9.13354
2020-09-23,8.93606
2020-09-24,8.07208
2020-09-25,8.49173
2020-09-26,4.98642
2020-09-27,5.0111
2020-09-28,7.01061
2020-09-29,4.91236
2020-09-30,2.54258
2020-10-01,3.06097
2020-10-02,3.0116
2020-10-03,3.15971
2020-10-04,3.38188
2020-10-05,9.18291
2020-10-06,8.61515
2020-10-07,7.18341
2020-10-08,6.64033
2020-10-09,3.43125
2020-10-10,3.25845
2020-10-11,3.6781
2020-10-12,7.25746
2020-10-13,8.04739
2020-10-14,8.63984
2020-10-15,6.81313
2020-10-16,10.09627
2020-10-17,4.49271
2020-10-18,3.80153
2020-10-19,14.88521
2020-10-20,15.45297
2020-10-21,11.35522
2020-10-22,11.57738
2020-10-23,6.34411
2020-10-24,3.30782
2020-10-25,2.49321
2020-10-26,7.01061
2020-10-27,7.23278
2020-10-28,4.31992
2020-10-29,4.29523
2020-10-30,6.0232
2020-10-31,2.49321
2020-11-01,3.18439
2020-11-02,4.12243
2020-11-03,4.22117
2020-11-04,4.04838
2020-11-05,3.40656
2020-11-06,4.76425
2020-11-07,2.04887
2020-11-08,3.18439
2020-11-09,3.94964
2020-11-10,4.1718
2020-11-11,5.1839
2020-11-12,4.36929
2020-11-13,3.80153
2020-11-14,2.44384
2020-11-15,2.27104
2020-11-16,5.70229
2020-11-17,5.40607
2020-11-18,6.41816
2020-11-19,4.54208
2020-11-20,6.04788
2020-11-21,3.03628
2020-11-22,3.20908
2020-11-23,4.91236
2020-11-24,4.81362
2020-11-25,4.36929
2020-11-26,5.15921
2020-11-27,3.60404
2020-11-28,2.666
2020-11-29,2.78943
2020-11-30,4.91236
2020-12-01,3.72747
2020-12-02,5.0111
2020-12-03,12.31794
2020-12-04,10.31843
2020-12-05,4.93705
2020-12-06,4.86299
2020-12-07,8.98543
2020-12-08,8.73858
2020-12-09,7.529
2020-12-10,5.38138
2020-12-11,9.40508
2020-12-12,5.67761
2020-12-13,5.92446
2020-12-14,8.78795
2020-12-15,7.60306
2020-12-16,6.6897
2020-12-17,5.50481
2020-12-18,3.99901
2020-12-19,3.08565
2020-12-20,3.80153
2020-12-21,6.14663
2020-12-22,5.15921
2020-12-23,4.41866
2020-12-24,4.3446
2020-12-25,3.48062
2020-12-26,3.06097
2020-12-27,4.36929
2020-12-28,7.43026
2020-12-29,8.09676
2020-12-30,7.03529
2020-12-31,4.49271
2021-01-01,4.76425
2021-01-02,4.69019
2021-01-03,5.06047
2021-01-04,18.76079
2021-01-05,17.42779
2021-01-06,22.36484
2021-01-07,22.09331
2021-01-08,100.0
2021-01-09,45.39619
2021-01-10,39.71858
2021-01-11,84.05332
2021-01-12,59.83707
2021-01-13,51.32066
2021-01-14,58.9484
2021-01-15,53.5917
2021-01-16,25.74672
2021-01-17,23.54974
2021-01-18,36.85509
2021-01-19,40.60725
2021-01-20,28.28931
2021-01-21,19.69883
2021-01-22,22.98197
2021-01-23,11.84892
2021-01-24,11.75018
2021-01-25,16.71192
2021-01-26,16.86003
2021-01-27,19.37793
2021-01-28,16.63786
2021-01-29,23.2782
2021-01-30,11.45396
2021-01-31,10.49123
2021-02-01,14.46556
2021-02-02,11.13305
2021-02-03,9.72599
2021-02-04,9.40508
2021-02-05,6.49222
2021-02-06,10.76277
2021-02-07,12.02172
2021-02-08,29.32609
2021-02-09,14.26808
2021-02-10,7.7018
2021-02-11,2.98691
2021-02-12,3.8509
2021-02-13,4.71488
2021-02-14,5.45544
2021-02-15,8.56578
2021-02-16,9.99753
2021-02-17,9.30634
2021-02-18,13.99654
2021-02-19,9.33102
2021-02-20,4.14712
2021-02-21,7.08467
2021-02-22,10.39249
2021-02-23,14.81115
2021-02-24,17.03283
2021-02-25,12.392
2021-02-26,9.13354
2021-02-27,5.67761
2021-02-28,7.77585
2021-03-01,8.98543
2021-03-02,9.13354
2021-03-03,6.14663
2021-03-04,9.0348
2021-03-05,7.18341
2021-03-06,4.66551
2021-03-07,5.03579
2021-03-08,8.17082
2021-03-09,5.75166
2021-03-10,9.60256
2021-03-11,8.22019
2021-03-12,7.05998
2021-03-13,3.87558
2021-03-14,4.64082
2021-03-15,5.82572
2021-03-16,5.50481
2021-03-17,7.33152
2021-03-18,6.6897
2021-03-19,6.31942
2021-03-20,3.82621
2021-03-21,3.87558
2021-03-22,6.64033
2021-03-23,8.88669
2021-03-24,14.63836
2021-03-25,20.51345
2021-03-26,32.6586
2021-03-27,14.44087
2021-03-28,11.35522
2021-03-29,17.23031
2021-03-30,11.5527
2021-03-31,10.19501
2021-04-01,9.82473
2021-04-02,15.4036
2021-04-03,8.96075
2021-04-04,7.45494
2021-04-05,9.57788
2021-04-06,10.56529
2021-04-07,10.0469
2021-04-08,7.97333
2021-04-09,7.87459
2021-04-10,3.82621
2021-04-11,3.6781
2021-04-12,8.1955
2021-04-13,7.55369
2021-04-14,7.80054
2021-04-15,7.10935
2021-04-16,4.19649
2021-04-17,4.1718
2021-04-18,3.80153
2021-04-19,5.67761
2021-04-20,6.6897
2021-04-21,7.47963
2021-04-22,6.41816
2021-04-23,9.10886
2021-04-24,5.45544
2021-04-25,5.10984
2021-04-26,7.99802
2021-04-27,11.15773
2021-04-28,6.14663
2021-04-29,10.61466
2021-04-30,17.05751
2021-05-01,6.71439
2021-05-02,7.50431
2021-05-03,11.97235
2021-05-04,10.49123
2021-05-05,5.08516
2021-05-06,6.14663
2021-05-07,6.34411
2021-05-08,4.31992
2021-05-09,3.97432
2021-05-10,7.43026
2021-05-11,5.87509
2021-05-12,4.44334
2021-05-13,5.0111
2021-05-14,4.22117
2021-05-15,2.88817
2021-05-16,2.96223
2021-05-17,4.3446
2021-05-18,3.33251
2021-05-19,1.62922
2021-05-20,5.1839
2021-05-21,3.33251
2021-05-22,2.81411
2021-05-23,3.15971
2021-05-24,3.52999
2021-05-25,3.97432
2021-05-26,5.60355
2021-05-27,7.20809
2021-05-28,6.6897
2021-05-29,2.71537
2021-05-30,2.71537
2021-05-31,4.66551
2021-06-01,4.73957
2021-06-02,5.89977
2021-06-03,4.66551
2021-06-04,4.36929
2021-06-05,2.76474
2021-06-06,3.45593
2021-06-07,5.45544
2021-06-08,4.41866
2021-06-09,5.48012
2021-06-10,4.71488
2021-06-11,3.77684
2021-06-12,1.95013
2021-06-13,1.40705
2021-06-14,3.8509
2021-06-15,3.80153
2021-06-16,3.65341
2021-06-17,4.83831
2021-06-18,5.08516
2021-06-19,3.06097
2021-06-20,5.55418
2021-06-21,6.83781
2021-06-22,6.04788
2021-06-23,6.49222
2021-06-24,5.28264
2021-06-25,4.19649
2021-06-26,2.46852
2021-06-27,2.34509
2021-06-28,4.39397
2021-06-29,3.55467
2021-06-30,3.48062
2021-07-01,4.22117
2021-07-02,3.5053
2021-07-03,2.39447
2021-07-04,2.12293
2021-07-05,5.57886
2021-07-06,4.56677
2021-07-07,7.28215
2021-07-08,7.45494
2021-07-09,6.88718
2021-07-10,3.38188
2021-07-11,2.44384
2021-07-12,4.29523
2021-07-13,4.14712
2021-07-14,3.87558
2021-07-15,3.60404
2021-07-16,3.82621
2021-07-17,1.95013
2021-07-18,2.29572
2021-07-19,4.07306
2021-07-20,4.29523
2021-07-21,4.36929
2021-07-22,3.77684
2021-07-23,7.65243
2021-07-24,2.61663
2021-07-25,1.95013
2021-07-26,3.6781
2021-07-27,3.5053
2021-07-28,6.8625
2021-07-29,6.14663
2021-07-30,6.8625
2021-07-31,2.91286
2021-08-01,2.64132
2021-08-02,3.77684
2021-08-03,3.97432
2021-08-04,3.70278
2021-08-05,3.57936
2021-08-06,2.59195
2021-08-07,1.57985
2021-08-08,1.80202
2021-08-09,4.86299
2021-08-10,5.45544
2021-08-11,4.88768
2021-08-12,4.86299
2021-08-13,5.1839
2021-08-14,1.72796
2021-08-15,1.48111
2021-08-16,1.80202
2021-08-17,6.66502
2021-08-18,5.50481
2021-08-19,13.82374
2021-08-20,12.31794
2021-08-21,3.48062
2021-08-22,3.33251
2021-08-23,4.56677
2021-08-24,3.62873
2021-08-25,3.77684
2021-08-26,2.8388
2021-08-27,3.35719
2021-08-28,1.40705
2021-08-29,1.40705
2021-08-30,2.36978
2021-08-31,3.06097
2021-09-01,3.28313
2021-09-02,3.06097
2021-09-03,2.69069
2021-09-04,1.20957
2021-09-05,0.78992
2021-09-06,2.22167
2021-09-07,3.52999
2021-09-08,2.51789
2021-09-09,3.25845
2021-09-10,5.38138
2021-09-11,1.57985
2021-09-12,1.92545
2021-09-13,4.41866
2021-09-14,4.78894
2021-09-15,3.25845
2021-09-16,3.23376
2021-09-17,3.0116
2021-09-18,1.35768
2021-09-19,1.38237
2021-09-20,1.1602
2021-09-21,1.08615
2021-09-22,1.55517
2021-09-23,3.28313
2021-09-24,3.60404
2021-09-25,2.14761
2021-09-26,1.57985
2021-09-27,6.09725
2021-09-28,7.03529
2021-09-29,6.49222
2021-09-30,5.1839
2021-10-01,9.84941
2021-10-02,3.35719
2021-10-03,2.78943
2021-10-04,3.11034
2021-10-05,6.64033
2021-10-06,4.46803
2021-10-07,3.97432
2021-10-08,2.69069
2021-10-09,1.77733
2021-10-10,1.23426
2021-10-11,1.85139
2021-10-12,3.18439
2021-10-13,4.12243
2021-10-14,3.18439
2021-10-15,2.71537
2021-10-16,1.38237
2021-10-17,1.35768
2021-10-18,1.62922
2021-10-19,2.32041
2021-10-20,2.02419
2021-10-21,2.59195
2021-10-22,1.92545
2021-10-23,0.93803
2021-10-24,1.13552
2021-10-25,2.36978
2021-10-26,2.71537
2021-10-27,3.0116
2021-10-28,4.44334
2021-10-29,3.65341
2021-10-30,1.30831
2021-10-31,1.35768
2021-11-01,2.51789
2021-11-02,2.96223
2021-11-03,3.45593
2021-11-04,4.41866
2021-11-05,3.60404
2021-11-06,1.8267
2021-11-07,1.55517
2021-11-08,3.38188
2021-11-09,3.48062
2021-11-10,4.1718
2021-11-11,4.49271
2021-11-12,3.30782
2021-11-13,1.30831
2021-11-14,1.70328
2021-11-15,2.74006
2021-11-16,3.94964
2021-11-17,3.06097
2021-11-18,4.81362
2021-11-19,3.62873
2021-11-20,1.30831
2021-11-21,1.9995
2021-11-22,7.01061
2021-11-23,3.92495
2021-11-24,2.8388
2021-11-25,2.32041
2021-11-26,3.38188
2021-11-27,1.30831
2021-11-28,1.40705
2021-11-29,4.96173
2021-11-30,6.96124
2021-12-01,2.98691
2021-12-02,3.40656
2021-12-03,2.32041
2021-12-04,1.25894
2021-12-05,1.38237
2021-12-06,2.41915
2021-12-07,2.91286
2021-12-08,3.80153
2021-12-09,3.60404
2021-12-10,2.34509
2021-12-11,1.18489
2021-12-12,1.28363
2021-12-13,3.80153
2021-12-14,2.71537
2021-12-15,2.24635
2021-12-16,2.19698
2021-12-17,2.34509
2021-12-18,1.333
2021-12-19,1.35768
2021-12-20,2.64132
2021-12-21,2.88817
2021-12-22,2.56726
2021-12-23,2.88817
2021-12-24,4.91236
2021-12-25,2.09824
2021-12-26,2.49321
2021-12-27,3.30782
2021-12-28,2.91286
2021-12-29,2.64132
2021-12-30,2.64132
2021-12-31,1.8267
2022-01-01,1.06146
2022-01-02,1.87607
2022-01-03,2.88817
2022-01-04,3.06097
2022-01-05,2.46852
2022-01-06,2.76474
2022-01-07,2.81411
2022-01-08,1.77733
2022-01-09,1.8267
2022-01-10,3.6781
2022-01-11,2.61663
2022-01-12,2.61663
2022-01-13,2.51789
2022-01-14,2.24635
2022-01-15,1.13552
2022-01-16,1.72796
2022-01-17,3.6781
2022-01-18,5.60355
2022-01-19,4.24586
2022-01-20,3.6781
2022-01-21,4.29523
2022-01-22,1.8267
2022-01-23,2.02419
2022-01-24,4.64082
2022-01-25,5.40607
2022-01-26,5.97383
2022-01-27,6.56627
2022-01-28,5.94914
2022-01-29,1.57985
2022-01-30,1.20957
2022-01-31,1.08615
2022-02-01,1.20957
2022-02-02,1.9995
2022-02-03,3.87558
2022-02-04,6.54159
2022-02-05,2.74006
2022-02-06,2.59195
2022-02-07,6.56627
2022-02-08,7.57837
2022-02-09,7.60306
2022-02-10,7.72648
2022-02-11,7.57837
2022-02-12,3.20908
2022-02-13,2.666
2022-02-14,10.56529
2022-02-15,4.78894
2022-02-16,3.0116
2022-02-17,2.91286
2022-02-18,3.11034
2022-02-19,1.35768
2022-02-20,1.43174
2022-02-21,2.74006
2022-02-22,2.91286
2022-02-23,3.60404
2022-02-24,8.66452
2022-02-25,4.98642
2022-02-26,2.12293
2022-02-27,2.1723
2022-02-28,6.59096
2022-03-01,2.76474
2022-03-02,8.02271
2022-03-03,4.86299
2022-03-04,4.14712
2022-03-05,2.44384
2022-03-06,2.44384
2022-03-07,7.10935
2022-03-08,4.44334
2022-03-09,2.09824
2022-03-10,4.83831
2022-03-11,6.29474
2022-03-12,2.29572
2022-03-13,1.95013
2022-03-14,9.33102
2022-03-15,7.7018
2022-03-16,5.03579
2022-03-17,5.57886
2022-03-18,4.44334
2022-03-19,2.32041
2022-03-20,2.34509
2022-03-21,4.96173
2022-03-22,4.04838
2022-03-23,3.80153
2022-03-24,3.23376
2022-03-25,3.45593
2022-03-26,1.62922
2022-03-27,1.8267
2022-03-28,2.98691
2022-03-29,2.81411
2022-03-30,3.52999
2022-03-31,3.03628
2022-04-01,2.56726
2022-04-02,1.28363
2022-04-03,1.18489
2022-04-04,2.71537
2022-04-05,2.86349
2022-04-06,3.0116
2022-04-07,2.02419
2022-04-08,2.44384
2022-04-09,1.1602
2022-04-10,1.35768
2022-04-11,2.14761
2022-04-12,1.38237
2022-04-13,2.51789
2022-04-14,3.03628
2022-04-15,2.74006
2022-04-16,1.11083
2022-04-17,1.48111
2022-04-18,1.90076
2022-04-19,2.02419
2022-04-20,3.0116
2022-04-21,2.49321
2022-04-22,1.87607
2022-04-23,1.23426
2022-04-24,0.6665
2022-04-25,3.23376
2022-04-26,5.06047
2022-04-27,3.13502
2022-04-28,2.88817
2022-04-29,2.46852
2022-04-30,0.56776
2022-05-01,1.11083
2022-05-02,1.20957
2022-05-03,3.30782
2022-05-04,2.04887
2022-05-05,0.76524
2022-05-06,1.40705
2022-05-07,0.61713
2022-05-08,0.6665
2022-05-09,1.20957
2022-05-10,1.1602
2022-05-11,1.13552
2022-05-12,1.11083
2022-05-13,1.40705
2022-05-14,1.06146
2022-05-15,0.59244
2022-05-16,1.38237
2022-05-17,1.28363
2022-05-18,1.65391
2022-05-19,1.80202
2022-05-20,2.02419
2022-05-21,1.70328
2022-05-22,3.62873
2022-05-23,3.28313
2022-05-24,2.34509
2022-05-25,1.9995
2022-05-26,1.62922
2022-05-27,1.57985
2022-05-28,0.64181
2022-05-29,0.59244
2022-05-30,1.97482
2022-05-31,1.8267
2022-06-01,1.1602
2022-06-02,0.71587
2022-06-03,0.91335
2022-06-04,0.54307
2022-06-05,0.46901
2022-06-06,0.64181
2022-06-07,1.57985
2022-06-08,2.1723
2022-06-09,3.08565
2022-06-10,2.54258
2022-06-11,0.37027
2022-06-12,0.56776
2022-06-13,2.49321
2022-06-14,2.93754
2022-06-15,1.92545
2022-06-16,1.40705
2022-06-17,1.80202
2022-06-18,0.81461
2022-06-19,1.01209
2022-06-20,1.85139
2022-06-21,2.49321
2022-06-22,2.24635
2022-06-23,1.40705
2022-06-24,0.96272
2022-06-25,0.83929
2022-06-26,0.71587
2022-06-27,3.30782
2022-06-28,3.25845
2022-06-29,3.92495
2022-06-30,2.56726
2022-07-01,1.67859
2022-07-02,0.76524
2022-07-03,0.64181
2022-07-04,1.9995
2022-07-05,2.14761
2022-07-06,2.19698
2022-07-07,1.90076
2022-07-08,1.38237
2022-07-09,0.3209
2022-07-10,0.61713
2022-07-11,0.83929
2022-07-12,1.06146
2022-07-13,2.19698
2022-07-14,1.45643
2022-07-15,1.60454
2022-07-16,0.64181
2022-07-17,0.71587
2022-07-18,1.72796
2022-07-19,2.36978
2022-07-20,3.13502
2022-07-21,2.91286
2022-07-22,3.08565
2022-07-23,1.62922
2022-07-24,1.08615
2022-07-25,3.90027
2022-07-26,2.46852
2022-07-27,2.09824
2022-07-28,2.19698
2022-07-29,1.75265
2022-07-30,1.03678
2022-07-31,0.88866
2022-08-01,1.62922
2022-08-02,1.53048
2022-08-03,1.67859
2022-08-04,1.20957
2022-08-05,1.40705
2022-08-06,0.61713
2022-08-07,0.56776
2022-08-08,1.62922
2022-08-09,2.22167
2022-08-10,1.333
2022-08-11,1.53048
2022-08-12,1.97482
2022-08-13,0.76524
2022-08-14,0.69118
2022-08-15,0.88866
2022-08-16,1.90076
2022-08-17,5.8504
2022-08-18,5.40607
2022-08-19,1.48111
2022-08-20,0.6665
2022-08-21,0.71587
2022-08-22,0.98741
2022-08-23,1.20957
2022-08-24,1.55517
2022-08-25,1.20957
2022-08-26,1.28363
2022-08-27,0.74055
2022-08-28,0.4937
2022-08-29,1.5058
2022-08-30,1.62922
2022-08-31,1.95013
2022-09-01,0.91335
2022-09-02,2.61663
2022-09-03,0.74055
2022-09-04,0.4937
2022-09-05,3.08565
2022-09-06,2.46852
2022-09-07,2.91286
2022-09-08,1.57985
2022-09-09,0.44433
2022-09-10,0.61713
2022-09-11,0.74055
2022-09-12,1.11083
2022-09-13,2.09824
2022-09-14,1.08615
2022-09-15,1.53048
2022-09-16,2.24635
2022-09-17,1.13552
2022-09-18,0.91335
2022-09-19,1.60454
2022-09-20,1.57985
2022-09-21,1.92545
2022-09-22,2.27104
2022-09-23,1.38237
2022-09-24,0.86398
2022-09-25,0.83929
2022-09-26,2.54258
2022-09-27,1.57985
2022-09-28,2.98691
2022-09-29,1.333
2022-09-30,1.9995
2022-10-01,0.6665
2022-10-02,1.13552
2022-10-03,0.93803
2022-10-04,1.5058
2022-10-05,2.24635
2022-10-06,1.30831
2022-10-07,2.12293
2022-10-08,0.61713
2022-10-09,0.81461
2022-10-10,0.69118
2022-10-11,3.18439
2022-10-12,2.98691
2022-10-13,3.08565
2022-10-14,1.77733
2022-10-15,1.13552
2022-10-16,0.81461
2022-10-17,1.9995
2022-10-18,1.77733
2022-10-19,1.92545
2022-10-20,1.45643
2022-10-21,1.5058
2022-10-22,0.69118
2022-10-23,1.06146
2022-10-24,4.76425
2022-10-25,3.03628
2022-10-26,2.78943
2022-10-27,2.49321
2022-10-28,1.40705
2022-10-29,0.56776
2022-10-30,0.59244
2022-10-31,2.14761
2022-11-01,2.8388
2022-11-02,2.24635
2022-11-03,2.39447
2022-11-04,1.75265
2022-11-05,0.88866
2022-11-06,0.69118
2022-11-07,2.09824
2022-11-08,2.36978
2022-11-09,2.34509
2022-11-10,1.70328
2022-11-11,1.90076
2022-11-12,1.333
2022-11-13,1.23426
2022-11-14,2.64132
2022-11-15,1.97482
2022-11-16,1.62922
2022-11-17,2.07356
2022-11-18,1.13552
2022-11-19,0.64181
2022-11-20,1.25894
2022-11-21,1.72796
2022-11-22,1.30831
2022-11-23,1.85139
2022-11-24,1.23426
2022-11-25,1.35768
2022-11-26,0.93803
2022-11-27,1.06146
2022-11-28,1.38237
2022-11-29,1.11083
2022-11-30,1.20957
2022-12-01,1.08615
2022-12-02,0.81461
2022-12-03,0.41964
2022-12-04,0.4937
2022-12-05,2.46852
2022-12-06,1.5058
2022-12-07,1.70328
2022-12-08,2.44384
2022-12-09,1.90076
2022-12-10,1.333
2022-12-11,1.30831
2022-12-12,1.55517
2022-12-13,4.54208
2022-12-14,2.61663
2022-12-15,1.18489
2022-12-16,1.11083
2022-12-17,1.13552
2022-12-18,0.91335
2022-12-19,3.35719
2022-12-20,3.18439
2022-12-21,2.22167
2022-12-22,1.5058
2022-12-23,1.20957
2022-12-24,1.01209
2022-12-25,0.74055
2022-12-26,1.28363
2022-12-27,1.1602
2022-12-28,2.12293
2022-12-29,2.74006
2022-12-30,1.85139
2022-12-31,1.11083
2023-01-01,1.1602
2023-01-02,2.14761
2023-01-03,1.60454
2023-01-04,1.48111
2023-01-05,1.53048
2023-01-06,1.25894
2023-01-07,0.78992
2023-01-08,0.88866
2023-01-09,1.85139
2023-01-10,1.333
2023-01-11,1.20957
2023-01-12,1.18489
2023-01-13,1.77733
2023-01-14,0.93803
2023-01-15,0.96272
2023-01-16,1.85139
2023-01-17,1.03678
2023-01-18,1.03678
2023-01-19,1.333
2023-01-20,0.74055
2023-01-21,0.54307
2023-01-22,0.64181
2023-01-23,0.69118
2023-01-24,0.6665
2023-01-25,2.04887
2023-01-26,4.09775
2023-01-27,2.666
2023-01-28,1.1602
2023-01-29,1.5058
2023-01-30,2.59195
2023-01-31,1.53048
2023-02-01,1.60454
2023-02-02,1.9995
2023-02-03,1.97482
2023-02-04,1.20957
2023-02-05,0.98741
2023-02-06,1.1602
2023-02-07,1.333
2023-02-08,1.1602
2023-02-09,1.28363
2023-02-10,1.53048
2023-02-11,0.44433
2023-02-12,0.91335
2023-02-13,1.11083
2023-02-14,1.30831
2023-02-15,0.74055
2023-02-16,2.74006
2023-02-17,1.333
2023-02-18,0.81461
2023-02-19,0.86398
2023-02-20,1.25894
2023-02-21,1.333
2023-02-22,1.40705
2023-02-23,1.08615
2023-02-24,1.06146
2023-02-25,0.64181
2023-02-26,0.64181
2023-02-27,0.78992
2023-02-28,0.61713
2023-03-01,0.76524
2023-03-02,1.55517
2023-03-03,1.38237
2023-03-04,0.74055
2023-03-05,0.78992
2023-03-06,1.62922
2023-03-07,1.25894
2023-03-08,1.23426
2023-03-09,1.18489
2023-03-10,0.6665
2023-03-11,0.37027
2023-03-12,0.46901
2023-03-13,0.74055
2023-03-14,0.6665
2023-03-15,1.11083
2023-03-16,0.91335
2023-03-17,0.96272
2023-03-18,0.51839
2023-03-19,0.46901
2023-03-20,1.03678
2023-03-21,0.91335
2023-03-22,1.5058
2023-03-23,1.70328
2023-03-24,1.30831
2023-03-25,0.78992
2023-03-26,0.6665
2023-03-27,1.333
2023-03-28,1.45643
2023-03-29,1.333
2023-03-30,1.03678
2023-03-31,1.67859
2023-04-01,1.55517
2023-04-02,0.96272
2023-04-03,1.38237
2023-04-04,2.32041
2023-04-05,1.75265
2023-04-06,1.95013
2023-04-07,1.65391
2023-04-08,0.4937
2023-04-09,1.38237
2023-04-10,1.75265
2023-04-11,4.02369
2023-04-12,8.07208
2023-04-13,4.88768
2023-04-14,2.39447
2023-04-15,1.57985
2023-04-16,1.80202
2023-04-17,2.04887
2023-04-18,2.78943
2023-04-19,2.04887
2023-04-20,1.77733
2023-04-21,1.28363
2023-04-22,0.76524
2023-04-23,0.96272
2023-04-24,1.85139
2023-04-25,6.8625
2023-04-26,7.529
2023-04-27,3.08565
2023-04-28,3.13502
2023-04-29,1.57985
2023-04-30,1.08615
2023-05-01,1.35768
2023-05-02,2.78943
2023-05-03,2.32041
2023-05-04,1.35768
2023-05-05,1.23426
2023-05-06,1.1602
2023-05-07,1.45643
2023-05-08,2.32041
2023-05-09,3.28313
2023-05-10,8.63984
2023-05-11,4.31992
2023-05-12,1.8267
2023-05-13,1.1602
2023-05-14,1.38237
2023-05-15,1.90076
2023-05-16,3.5053
2023-05-17,1.95013
2023-05-18,1.92545
2023-05-19,2.07356
2023-05-20,0.69118
2023-05-21,0.81461
2023-05-22,1.97482
2023-05-23,1.30831
2023-05-24,1.65391
2023-05-25,1.30831
2023-05-26,1.90076
2023-05-27,0.54307
2023-05-28,0.96272
2023-05-29,1.38237
