date,건강보험료납부
2020-09-28,31.18374
2020-09-29,32.50883
2020-09-30,15.106
2020-10-01,9.62897
2020-10-02,12.10247
2020-10-03,9.89399
2020-10-04,14.13427
2020-10-05,50.70671
2020-10-06,34.36395
2020-10-07,35.95406
2020-10-08,36.48409
2020-10-09,18.72791
2020-10-10,24.1166
2020-10-11,19.43462
2020-10-12,63.86925
2020-10-13,29.68197
2020-10-14,22.34982
2020-10-15,18.55123
2020-10-16,17.75618
2020-10-17,9.0106
2020-10-18,6.97879
2020-10-19,19.52296
2020-10-20,18.81625
2020-10-21,23.93992
2020-10-22,20.14134
2020-10-23,19.69964
2020-10-24,8.1272
2020-10-25,6.97879
2020-10-26,16.25441
2020-10-27,16.25441
2020-10-28,21.90812
2020-10-29,26.85512
2020-10-30,28.00353
2020-10-31,11.83745
2020-11-01,15.01766
2020-11-02,35.77738
2020-11-03,26.85512
2020-11-04,24.91166
2020-11-05,22.5265
2020-11-06,15.72438
2020-11-07,8.39222
2020-11-08,8.21554
2020-11-09,32.50883
2020-11-10,54.15194
2020-11-11,27.20848
2020-11-12,19.34628
2020-11-13,12.54416
2020-11-14,7.50883
2020-11-15,8.5689
2020-11-16,19.08127
2020-11-17,16.34275
2020-11-18,15.90106
2020-11-19,13.25088
2020-11-20,9.98233
2020-11-21,5.12367
2020-11-22,5.47703
2020-11-23,16.16607
2020-11-24,16.60777
2020-11-25,22.17314
2020-11-26,18.10954
2020-11-27,20.40636
2020-11-28,7.15547
2020-11-29,7.24381
2020-11-30,34.98233
2020-12-01,35.24734
2020-12-02,31.27208
2020-12-03,29.5053
2020-12-04,24.64664
2020-12-05,11.92579
2020-12-06,10.51236
2020-12-07,23.49823
2020-12-08,29.5053
2020-12-09,39.39929
2020-12-10,66.69611
2020-12-11,36.48409
2020-12-12,12.72084
2020-12-13,10.07067
2020-12-14,25.61837
2020-12-15,28.00353
2020-12-16,17.31448
2020-12-17,16.96113
2020-12-18,14.66431
2020-12-19,6.89045
2020-12-20,7.68551
2020-12-21,19.78798
2020-12-22,24.38162
2020-12-23,25.35335
2020-12-24,20.67137
2020-12-25,7.68551
2020-12-26,7.86219
2020-12-27,9.45229
2020-12-28,27.20848
2020-12-29,29.68197
2020-12-30,30.65371
2020-12-31,36.48409
2021-01-01,15.19434
2021-01-02,11.92579
2021-01-03,12.19081
2021-01-04,34.09893
2021-01-05,33.48056
2021-01-06,28.26855
2021-01-07,34.18727
2021-01-08,34.89399
2021-01-09,19.52296
2021-01-10,30.83038
2021-01-11,56.0954
2021-01-12,35.33568
2021-01-13,30.83038
2021-01-14,23.85159
2021-01-15,25.70671
2021-01-16,11.39575
2021-01-17,10.77738
2021-01-18,25.08833
2021-01-19,17.84452
2021-01-20,22.43816
2021-01-21,20.93639
2021-01-22,14.31095
2021-01-23,6.97879
2021-01-24,7.68551
2021-01-25,24.20494
2021-01-26,16.78445
2021-01-27,23.23321
2021-01-28,28.97526
2021-01-29,28.00353
2021-01-30,17.04946
2021-01-31,16.51943
2021-02-01,35.86572
2021-02-02,32.42049
2021-02-03,24.82332
2021-02-04,24.02826
2021-02-05,19.16961
2021-02-06,12.27915
2021-02-07,13.60424
2021-02-08,30.38869
2021-02-09,33.65724
2021-02-10,53.71024
2021-02-11,14.22261
2021-02-12,10.33568
2021-02-13,7.50883
2021-02-14,11.30742
2021-02-15,31.89045
2021-02-16,26.23674
2021-02-17,19.78798
2021-02-18,18.72791
2021-02-19,13.33922
2021-02-20,6.00706
2021-02-21,4.94699
2021-02-22,13.69257
2021-02-23,15.37102
2021-02-24,13.95759
2021-02-25,22.96819
2021-02-26,22.70318
2021-02-27,12.6325
2021-02-28,15.5477
2021-03-01,16.34275
2021-03-02,33.92226
2021-03-03,27.12014
2021-03-04,23.40989
2021-03-05,19.52296
2021-03-06,8.83392
2021-03-07,10.07067
2021-03-08,33.65724
2021-03-09,36.0424
2021-03-10,56.0954
2021-03-11,26.94346
2021-03-12,20.49469
2021-03-13,8.5689
2021-03-14,5.56537
2021-03-15,14.22261
2021-03-16,14.92932
2021-03-17,14.48763
2021-03-18,13.42756
2021-03-19,13.69257
2021-03-20,6.36042
2021-03-21,4.24028
2021-03-22,12.80918
2021-03-23,11.66077
2021-03-24,12.98586
2021-03-25,15.37102
2021-03-26,12.54416
2021-03-27,3.88692
2021-03-28,5.91872
2021-03-29,18.81625
2021-03-30,25.53003
2021-03-31,32.42049
2021-04-01,28.18021
2021-04-02,19.34628
2021-04-03,8.03886
2021-04-04,10.77738
2021-04-05,24.5583
2021-04-06,18.0212
2021-04-07,21.81978
2021-04-08,25.53003
2021-04-09,30.74204
2021-04-10,21.90812
2021-04-11,17.93286
2021-04-12,42.1378
2021-04-13,24.46996
2021-04-14,16.07773
2021-04-15,15.106
2021-04-16,12.01413
2021-04-17,6.80212
2021-04-18,5.47703
2021-04-19,16.25441
2021-04-20,14.13427
2021-04-21,15.5477
2021-04-22,16.96113
2021-04-23,15.01766
2021-04-24,6.18374
2021-04-25,7.06713
2021-04-26,16.87279
2021-04-27,14.75265
2021-04-28,15.81272
2021-04-29,24.1166
2021-04-30,25.70671
2021-05-01,11.74911
2021-05-02,11.30742
2021-05-03,26.85512
2021-05-04,23.32155
2021-05-05,11.39575
2021-05-06,26.41342
2021-05-07,25.61837
2021-05-08,11.57243
2021-05-09,12.72084
2021-05-10,60.95406
2021-05-11,33.92226
2021-05-12,24.64664
2021-05-13,30.83038
2021-05-14,17.93286
2021-05-15,10.15901
2021-05-16,7.06713
2021-05-17,19.08127
2021-05-18,16.25441
2021-05-19,7.15547
2021-05-20,19.34628
2021-05-21,12.01413
2021-05-22,5.12367
2021-05-23,4.94699
2021-05-24,16.43109
2021-05-25,16.51943
2021-05-26,19.87632
2021-05-27,25.53003
2021-05-28,21.90812
2021-05-29,10.24734
2021-05-30,11.74911
2021-05-31,31.27208
2021-06-01,25.61837
2021-06-02,25.17667
2021-06-03,21.90812
2021-06-04,16.25441
2021-06-05,9.27561
2021-06-06,8.39222
2021-06-07,26.1484
2021-06-08,19.87632
2021-06-09,22.5265
2021-06-10,45.58303
2021-06-11,15.63604
2021-06-12,6.62544
2021-06-13,5.83038
2021-06-14,16.34275
2021-06-15,17.66784
2021-06-16,14.48763
2021-06-17,11.21908
2021-06-18,10.15901
2021-06-19,5.03533
2021-06-20,4.41696
2021-06-21,11.48409
2021-06-22,12.01413
2021-06-23,12.36749
2021-06-24,12.98586
2021-06-25,12.27915
2021-06-26,4.32862
2021-06-27,4.77031
2021-06-28,16.60777
2021-06-29,24.5583
2021-06-30,25.88339
2021-07-01,25.0
2021-07-02,16.51943
2021-07-03,8.5689
2021-07-04,8.83392
2021-07-05,22.0848
2021-07-06,20.14134
2021-07-07,15.28268
2021-07-08,16.60777
2021-07-09,22.96819
2021-07-10,16.43109
2021-07-11,12.10247
2021-07-12,35.77738
2021-07-13,19.52296
2021-07-14,15.01766
2021-07-15,18.37455
2021-07-16,11.48409
2021-07-17,6.44876
2021-07-18,5.30035
2021-07-19,11.30742
2021-07-20,12.72084
2021-07-21,12.54416
2021-07-22,13.42756
2021-07-23,10.24734
2021-07-24,4.94699
2021-07-25,5.83038
2021-07-26,21.99646
2021-07-27,21.99646
2021-07-28,23.85159
2021-07-29,24.82332
2021-07-30,25.17667
2021-07-31,15.45936
2021-08-01,15.01766
2021-08-02,31.71378
2021-08-03,23.14487
2021-08-04,21.37809
2021-08-05,21.90812
2021-08-06,15.81272
2021-08-07,8.74558
2021-08-08,11.74911
2021-08-09,32.06713
2021-08-10,48.40989
2021-08-11,24.02826
2021-08-12,22.96819
2021-08-13,16.25441
2021-08-14,7.59717
2021-08-15,6.44876
2021-08-16,8.74558
2021-08-17,19.43462
2021-08-18,13.69257
2021-08-19,13.86925
2021-08-20,14.22261
2021-08-21,6.44876
2021-08-22,6.5371
2021-08-23,15.01766
2021-08-24,22.0848
2021-08-25,25.08833
2021-08-26,25.61837
2021-08-27,22.17314
2021-08-28,9.71731
2021-08-29,9.18727
2021-08-30,37.89752
2021-08-31,48.14487
2021-09-01,45.49469
2021-09-02,40.81272
2021-09-03,30.12367
2021-09-04,13.25088
2021-09-05,16.96113
2021-09-06,38.95759
2021-09-07,31.44876
2021-09-08,33.65724
2021-09-09,34.62897
2021-09-10,50.97173
2021-09-11,12.89752
2021-09-12,11.13074
2021-09-13,29.0636
2021-09-14,17.75618
2021-09-15,14.48763
2021-09-16,12.01413
2021-09-17,15.28268
2021-09-18,6.27208
2021-09-19,6.44876
2021-09-20,5.38869
2021-09-21,5.21201
2021-09-22,6.00706
2021-09-23,14.31095
2021-09-24,19.69964
2021-09-25,5.12367
2021-09-26,4.0636
2021-09-27,17.5795
2021-09-28,17.84452
2021-09-29,20.053
2021-09-30,31.18374
2021-10-01,27.29681
2021-10-02,12.89752
2021-10-03,9.27561
2021-10-04,12.89752
2021-10-05,25.70671
2021-10-06,24.82332
2021-10-07,25.0
2021-10-08,29.77031
2021-10-09,14.75265
2021-10-10,16.96113
2021-10-11,22.79151
2021-10-12,42.5795
2021-10-13,24.64664
2021-10-14,19.69964
2021-10-15,18.10954
2021-10-16,6.71378
2021-10-17,7.86219
2021-10-18,19.16961
2021-10-19,16.51943
2021-10-20,16.69611
2021-10-21,14.22261
2021-10-22,12.27915
2021-10-23,5.65371
2021-10-24,5.03533
2021-10-25,15.63604
2021-10-26,17.84452
2021-10-27,24.46996
2021-10-28,30.74204
2021-10-29,26.85512
2021-10-30,11.21908
2021-10-31,12.98586
2021-11-01,25.97173
2021-11-02,21.20141
2021-11-03,22.26148
2021-11-04,19.96466
2021-11-05,16.69611
2021-11-06,8.5689
2021-11-07,10.07067
2021-11-08,24.46996
2021-11-09,27.0318
2021-11-10,46.37809
2021-11-11,23.93992
2021-11-12,15.90106
2021-11-13,6.89045
2021-11-14,6.0954
2021-11-15,17.22614
2021-11-16,14.13427
2021-11-17,12.80918
2021-11-18,10.6007
2021-11-19,9.71731
2021-11-20,7.42049
2021-11-21,6.71378
2021-11-22,13.0742
2021-11-23,15.19434
2021-11-24,20.75971
2021-11-25,20.49469
2021-11-26,19.52296
2021-11-27,6.89045
2021-11-28,7.86219
2021-11-29,25.08833
2021-11-30,35.77738
2021-12-01,36.48409
2021-12-02,32.50883
2021-12-03,24.5583
2021-12-04,17.75618
2021-12-05,11.0424
2021-12-06,33.30388
2021-12-07,29.59363
2021-12-08,26.32508
2021-12-09,30.12367
2021-12-10,57.77385
2021-12-11,13.95759
2021-12-12,12.01413
2021-12-13,27.20848
2021-12-14,17.22614
2021-12-15,18.99293
2021-12-16,13.95759
2021-12-17,14.66431
2021-12-18,6.5371
2021-12-19,7.50883
2021-12-20,28.44522
2021-12-21,22.79151
2021-12-22,24.1166
2021-12-23,18.28621
2021-12-24,14.84098
2021-12-25,5.91872
2021-12-26,7.86219
2021-12-27,18.46289
2021-12-28,23.14487
2021-12-29,32.06713
2021-12-30,35.51236
2021-12-31,32.59717
2022-01-01,12.45583
2022-01-02,16.16607
2022-01-03,34.71731
2022-01-04,33.83392
2022-01-05,28.53356
2022-01-06,25.79505
2022-01-07,28.00353
2022-01-08,16.25441
2022-01-09,19.52296
2022-01-10,80.65371
2022-01-11,36.13074
2022-01-12,25.08833
2022-01-13,17.75618
2022-01-14,15.01766
2022-01-15,8.48056
2022-01-16,8.48056
2022-01-17,19.08127
2022-01-18,15.106
2022-01-19,14.04593
2022-01-20,14.31095
2022-01-21,15.106
2022-01-22,8.48056
2022-01-23,6.0954
2022-01-24,19.96466
2022-01-25,16.25441
2022-01-26,21.28975
2022-01-27,27.20848
2022-01-28,37.01413
2022-01-29,16.78445
2022-01-30,10.51236
2022-01-31,11.48409
2022-02-01,10.6007
2022-02-02,17.49116
2022-02-03,50.44169
2022-02-04,34.45229
2022-02-05,14.39929
2022-02-06,18.10954
2022-02-07,39.84098
2022-02-08,30.47703
2022-02-09,42.84452
2022-02-10,70.49469
2022-02-11,32.15547
2022-02-12,13.25088
2022-02-13,10.07067
2022-02-14,23.58657
2022-02-15,16.16607
2022-02-16,17.84452
2022-02-17,15.106
2022-02-18,16.16607
2022-02-19,6.71378
2022-02-20,7.24381
2022-02-21,17.66784
2022-02-22,13.25088
2022-02-23,16.96113
2022-02-24,14.66431
2022-02-25,19.08127
2022-02-26,10.07067
2022-02-27,8.74558
2022-02-28,26.67844
2022-03-01,13.78091
2022-03-02,33.1272
2022-03-03,39.04593
2022-03-04,33.74558
2022-03-05,15.37102
2022-03-06,15.01766
2022-03-07,36.48409
2022-03-08,35.33568
2022-03-09,22.0848
2022-03-10,70.22968
2022-03-11,33.65724
2022-03-12,14.57597
2022-03-13,12.98586
2022-03-14,26.1484
2022-03-15,21.11307
2022-03-16,19.87632
2022-03-17,17.75618
2022-03-18,13.69257
2022-03-19,8.48056
2022-03-20,8.39222
2022-03-21,20.31802
2022-03-22,15.19434
2022-03-23,16.96113
2022-03-24,15.81272
2022-03-25,15.5477
2022-03-26,6.97879
2022-03-27,7.86219
2022-03-28,15.81272
2022-03-29,22.43816
2022-03-30,29.5053
2022-03-31,46.11307
2022-04-01,33.39222
2022-04-02,14.92932
2022-04-03,16.07773
2022-04-04,35.95406
2022-04-05,27.38515
2022-04-06,28.00353
2022-04-07,23.76325
2022-04-08,28.79858
2022-04-09,16.96113
2022-04-10,22.79151
2022-04-11,52.56183
2022-04-12,31.00706
2022-04-13,23.14487
2022-04-14,19.43462
2022-04-15,19.52296
2022-04-16,7.42049
2022-04-17,6.44876
2022-04-18,18.81625
2022-04-19,22.79151
2022-04-20,20.84805
2022-04-21,19.08127
2022-04-22,19.69964
2022-04-23,8.03886
2022-04-24,13.5159
2022-04-25,41.87279
2022-04-26,26.76678
2022-04-27,25.26501
2022-04-28,33.30388
2022-04-29,35.33568
2022-04-30,18.81625
2022-05-01,16.96113
2022-05-02,39.04593
2022-05-03,31.71378
2022-05-04,25.53003
2022-05-05,14.04593
2022-05-06,21.37809
2022-05-07,9.27561
2022-05-08,10.77738
2022-05-09,41.60777
2022-05-10,64.48763
2022-05-11,32.06713
2022-05-12,23.93992
2022-05-13,18.90459
2022-05-14,7.77385
2022-05-15,7.77385
2022-05-16,18.72791
2022-05-17,18.10954
2022-05-18,15.28268
2022-05-19,12.6325
2022-05-20,14.22261
2022-05-21,6.27208
2022-05-22,7.33215
2022-05-23,17.31448
2022-05-24,15.28268
2022-05-25,18.90459
2022-05-26,20.053
2022-05-27,26.50176
2022-05-28,11.57243
2022-05-29,12.19081
2022-05-30,31.62544
2022-05-31,35.33568
2022-06-01,16.34275
2022-06-02,29.77031
2022-06-03,24.29328
2022-06-04,10.33568
2022-06-05,8.74558
2022-06-06,10.77738
2022-06-07,25.97173
2022-06-08,27.12014
2022-06-09,32.95053
2022-06-10,51.50176
2022-06-11,15.90106
2022-06-12,11.57243
2022-06-13,31.89045
2022-06-14,20.93639
2022-06-15,16.43109
2022-06-16,18.37455
2022-06-17,16.34275
2022-06-18,5.83038
2022-06-19,6.71378
2022-06-20,16.25441
2022-06-21,16.25441
2022-06-22,16.60777
2022-06-23,17.93286
2022-06-24,16.60777
2022-06-25,7.77385
2022-06-26,7.15547
2022-06-27,16.16607
2022-06-28,25.44169
2022-06-29,33.5689
2022-06-30,42.22614
2022-07-01,33.74558
2022-07-02,16.69611
2022-07-03,14.48763
2022-07-04,35.6007
2022-07-05,29.85865
2022-07-06,27.65017
2022-07-07,28.35689
2022-07-08,25.44169
2022-07-09,17.75618
2022-07-10,23.93992
2022-07-11,48.23321
2022-07-12,25.61837
2022-07-13,19.34628
2022-07-14,20.22968
2022-07-15,20.22968
2022-07-16,6.80212
2022-07-17,7.77385
2022-07-18,18.55123
2022-07-19,12.6325
2022-07-20,24.46996
2022-07-21,19.52296
2022-07-22,15.98939
2022-07-23,6.27208
2022-07-24,5.83038
2022-07-25,18.63957
2022-07-26,14.75265
2022-07-27,21.99646
2022-07-28,29.85865
2022-07-29,33.1272
2022-07-30,16.60777
2022-07-31,17.04946
2022-08-01,32.86219
2022-08-02,24.02826
2022-08-03,23.14487
2022-08-04,21.02473
2022-08-05,21.99646
2022-08-06,9.80565
2022-08-07,9.0106
2022-08-08,27.0318
2022-08-09,34.0106
2022-08-10,59.18727
2022-08-11,30.12367
2022-08-12,20.58303
2022-08-13,8.48056
2022-08-14,6.62544
2022-08-15,10.51236
2022-08-16,23.93992
2022-08-17,19.08127
2022-08-18,16.51943
2022-08-19,24.73498
2022-08-20,10.33568
2022-08-21,11.0424
2022-08-22,23.76325
2022-08-23,18.46289
2022-08-24,20.40636
2022-08-25,20.67137
2022-08-26,18.55123
2022-08-27,8.03886
2022-08-28,8.5689
2022-08-29,24.02826
2022-08-30,35.86572
2022-08-31,42.5795
2022-09-01,41.51943
2022-09-02,33.30388
2022-09-03,12.54416
2022-09-04,12.89752
2022-09-05,28.88692
2022-09-06,28.26855
2022-09-07,24.82332
2022-09-08,25.35335
2022-09-09,14.22261
2022-09-10,14.22261
2022-09-11,11.21908
2022-09-12,15.81272
2022-09-13,46.90812
2022-09-14,27.47349
2022-09-15,23.14487
2022-09-16,24.20494
2022-09-17,8.5689
2022-09-18,9.18727
2022-09-19,17.75618
2022-09-20,21.46643
2022-09-21,21.37809
2022-09-22,22.5265
2022-09-23,20.93639
2022-09-24,8.65724
2022-09-25,9.71731
2022-09-26,23.58657
2022-09-27,26.67844
2022-09-28,38.78091
2022-09-29,45.22968
2022-09-30,37.54416
2022-10-01,17.04946
2022-10-02,12.10247
2022-10-03,14.31095
2022-10-04,31.71378
2022-10-05,25.79505
2022-10-06,24.29328
2022-10-07,25.61837
2022-10-08,11.21908
2022-10-09,13.42756
2022-10-10,29.77031
2022-10-11,46.81978
2022-10-12,26.67844
2022-10-13,20.93639
2022-10-14,22.70318
2022-10-15,8.21554
2022-10-16,9.18727
2022-10-17,19.69964
2022-10-18,16.87279
2022-10-19,16.51943
2022-10-20,16.07773
2022-10-21,12.80918
2022-10-22,5.47703
2022-10-23,6.44876
2022-10-24,17.5795
2022-10-25,21.99646
2022-10-26,16.34275
2022-10-27,24.1166
2022-10-28,30.12367
2022-10-29,14.04593
2022-10-30,10.95406
2022-10-31,38.16254
2022-11-01,29.68197
2022-11-02,24.91166
2022-11-03,20.75971
2022-11-04,15.90106
2022-11-05,10.24734
2022-11-06,10.6007
2022-11-07,23.05653
2022-11-08,25.53003
2022-11-09,30.74204
2022-11-10,50.44169
2022-11-11,26.76678
2022-11-12,9.09893
2022-11-13,8.65724
2022-11-14,19.87632
2022-11-15,22.43816
2022-11-16,17.22614
2022-11-17,14.39929
2022-11-18,13.95759
2022-11-19,7.24381
2022-11-20,6.18374
2022-11-21,17.04946
2022-11-22,19.25795
2022-11-23,17.1378
2022-11-24,18.99293
2022-11-25,18.55123
2022-11-26,6.5371
2022-11-27,5.83038
2022-11-28,19.6113
2022-11-29,22.79151
2022-11-30,35.51236
2022-12-01,32.33215
2022-12-02,26.76678
2022-12-03,11.57243
2022-12-04,10.6007
2022-12-05,28.79858
2022-12-06,26.32508
2022-12-07,25.17667
2022-12-08,24.5583
2022-12-09,31.89045
2022-12-10,17.84452
2022-12-11,12.27915
2022-12-12,40.106
2022-12-13,24.29328
2022-12-14,19.52296
2022-12-15,21.81978
2022-12-16,14.48763
2022-12-17,6.97879
2022-12-18,6.62544
2022-12-19,15.98939
2022-12-20,21.6431
2022-12-21,20.58303
2022-12-22,15.19434
2022-12-23,15.01766
2022-12-24,7.50883
2022-12-25,5.56537
2022-12-26,18.0212
2022-12-27,21.02473
2022-12-28,27.73851
2022-12-29,35.68904
2022-12-30,31.80212
2022-12-31,19.34628
2023-01-01,19.16961
2023-01-02,42.66784
2023-01-03,30.74204
2023-01-04,30.03533
2023-01-05,29.59363
2023-01-06,29.24028
2023-01-07,12.80918
2023-01-08,14.48763
2023-01-09,40.37102
2023-01-10,69.78798
2023-01-11,33.30388
2023-01-12,23.67491
2023-01-13,26.1484
2023-01-14,9.54063
2023-01-15,12.54416
2023-01-16,27.82685
2023-01-17,21.20141
2023-01-18,18.63957
2023-01-19,21.90812
2023-01-20,16.43109
2023-01-21,8.5689
2023-01-22,4.68197
2023-01-23,6.0954
2023-01-24,7.77385
2023-01-25,27.38515
2023-01-26,20.93639
2023-01-27,19.25795
2023-01-28,7.95053
2023-01-29,9.54063
2023-01-30,31.18374
2023-01-31,47.26148
2023-02-01,44.78798
2023-02-02,48.58657
2023-02-03,33.83392
2023-02-04,15.81272
2023-02-05,14.92932
2023-02-06,37.89752
2023-02-07,38.42756
2023-02-08,34.54063
2023-02-09,38.0742
2023-02-10,59.80565
2023-02-11,18.28621
2023-02-12,14.84098
2023-02-13,35.51236
2023-02-14,24.20494
2023-02-15,22.87985
2023-02-16,26.76678
2023-02-17,17.1378
2023-02-18,8.65724
2023-02-19,11.30742
2023-02-20,22.61484
2023-02-21,20.93639
2023-02-22,18.0212
2023-02-23,18.28621
2023-02-24,15.63604
2023-02-25,6.71378
2023-02-26,6.97879
2023-02-27,19.87632
2023-02-28,28.35689
2023-03-01,16.87279
2023-03-02,40.19434
2023-03-03,36.0424
2023-03-04,17.93286
2023-03-05,16.96113
2023-03-06,41.43109
2023-03-07,35.42402
2023-03-08,35.86572
2023-03-09,34.27561
2023-03-10,59.71731
2023-03-11,21.55477
2023-03-12,14.84098
2023-03-13,35.07067
2023-03-14,20.58303
2023-03-15,24.02826
2023-03-16,26.94346
2023-03-17,16.51943
2023-03-18,7.06713
2023-03-19,10.86572
2023-03-20,21.11307
2023-03-21,16.69611
2023-03-22,18.63957
2023-03-23,18.63957
2023-03-24,17.40282
2023-03-25,6.89045
2023-03-26,7.06713
2023-03-27,19.69964
2023-03-28,21.37809
2023-03-29,32.33215
2023-03-30,34.80565
2023-03-31,35.51236
2023-04-01,16.07773
2023-04-02,13.16254
2023-04-03,31.36042
2023-04-04,30.65371
2023-04-05,29.15194
2023-04-06,25.97173
2023-04-07,24.1166
2023-04-08,10.51236
2023-04-09,18.37455
2023-04-10,64.57597
2023-04-11,31.71378
2023-04-12,24.1166
2023-04-13,30.56537
2023-04-14,21.55477
2023-04-15,9.71731
2023-04-16,9.0106
2023-04-17,19.34628
2023-04-18,19.69964
2023-04-19,24.1166
2023-04-20,22.34982
2023-04-21,20.053
2023-04-22,5.56537
2023-04-23,6.18374
2023-04-24,17.93286
2023-04-25,21.6431
2023-04-26,19.34628
2023-04-27,23.93992
2023-04-28,28.6219
2023-04-29,12.80918
2023-04-30,11.57243
2023-05-01,23.32155
2023-05-02,40.19434
2023-05-03,40.19434
2023-05-04,31.44876
2023-05-05,11.66077
2023-05-06,10.68904
2023-05-07,12.19081
2023-05-08,34.80565
2023-05-09,34.98233
2023-05-10,61.30742
2023-05-11,33.03886
2023-05-12,21.11307
2023-05-13,11.0424
2023-05-14,8.92226
2023-05-15,24.1166
2023-05-16,20.22968
2023-05-17,22.34982
2023-05-18,18.37455
2023-05-19,16.60777
2023-05-20,6.71378
2023-05-21,5.65371
2023-05-22,18.81625
2023-05-23,17.04946
2023-05-24,17.31448
2023-05-25,22.43816
2023-05-26,19.16961
2023-05-27,9.0106
2023-05-28,7.33215
2023-05-29,11.39575
