date,스캘핑
2023-05-28,1.49437
2023-05-29,1.16683
2023-05-30,2.10849
2023-05-31,1.86284
2023-06-01,1.86284
2023-06-02,1.96519
2023-06-03,1.26919
2023-06-04,1.45342
2023-06-05,2.10849
2023-06-06,1.53531
2023-06-07,2.12896
2023-06-08,1.78096
2023-06-09,1.65813
2023-06-10,1.28966
2023-06-11,1.55578
2023-06-12,1.94472
2023-06-13,2.00614
2023-06-14,2.3132
2023-06-15,2.19037
2023-06-16,1.86284
2023-06-17,1.37154
2023-06-18,1.24872
2023-06-19,1.88331
2023-06-20,1.96519
2023-06-21,1.6786
2023-06-22,1.94472
2023-06-23,1.63766
2023-06-24,1.31013
2023-06-25,1.51484
2023-06-26,1.80143
2023-06-27,2.00614
2023-06-28,2.43602
2023-06-29,1.98567
2023-06-30,1.84237
2023-07-01,1.39201
2023-07-02,1.20777
2023-07-03,1.63766
2023-07-04,2.43602
2023-07-05,2.6612
2023-07-06,2.00614
2023-07-07,1.90378
2023-07-08,1.59672
2023-07-09,1.98567
2023-07-10,2.62026
2023-07-11,3.13203
2023-07-12,2.8045
2023-07-13,2.84544
2023-07-14,2.51791
2023-07-15,2.1699
2023-07-16,2.02661
2023-07-17,2.53838
2023-07-18,2.62026
2023-07-19,2.43602
2023-07-20,2.51791
2023-07-21,2.14943
2023-07-22,1.45342
2023-07-23,1.31013
2023-07-24,2.27226
2023-07-25,1.94472
2023-07-26,3.43909
2023-07-27,2.64073
2023-07-28,4.64687
2023-07-29,2.43602
2023-07-30,1.61719
2023-07-31,2.47697
2023-08-01,2.02661
2023-08-02,2.12896
2023-08-03,2.21084
2023-08-04,2.14943
2023-08-05,1.41248
2023-08-06,1.71954
2023-08-07,2.14943
2023-08-08,2.55885
2023-08-09,1.86284
2023-08-10,2.3132
2023-08-11,2.47697
2023-08-12,1.84237
2023-08-13,1.71954
2023-08-14,2.23132
2023-08-15,1.98567
2023-08-16,2.3132
2023-08-17,2.25179
2023-08-18,2.33367
2023-08-19,1.98567
2023-08-20,1.98567
2023-08-21,2.23132
2023-08-22,2.72262
2023-08-23,2.82497
2023-08-24,2.82497
2023-08-25,2.86591
2023-08-26,1.31013
2023-08-27,1.59672
2023-08-28,2.23132
2023-08-29,2.45649
2023-08-30,2.35414
2023-08-31,2.14943
2023-09-01,2.45649
2023-09-02,1.98567
2023-09-03,1.53531
2023-09-04,2.02661
2023-09-05,2.27226
2023-09-06,2.00614
2023-09-07,1.98567
2023-09-08,2.00614
2023-09-09,1.22824
2023-09-10,1.61719
2023-09-11,1.69907
2023-09-12,1.63766
2023-09-13,1.84237
2023-09-14,2.1699
2023-09-15,2.39508
2023-09-16,1.41248
2023-09-17,1.39201
2023-09-18,2.33367
2023-09-19,2.08802
2023-09-20,2.19037
2023-09-21,2.27226
2023-09-22,1.71954
2023-09-23,1.14636
2023-09-24,1.41248
2023-09-25,1.43295
2023-09-26,1.88331
2023-09-27,1.53531
2023-09-28,1.22824
2023-09-29,0.67553
2023-09-30,0.85977
2023-10-01,0.75742
2023-10-02,1.49437
2023-10-03,1.41248
2023-10-04,1.39201
2023-10-05,2.02661
2023-10-06,1.65813
2023-10-07,0.96212
2023-10-08,0.88024
2023-10-09,1.20777
2023-10-10,1.61719
2023-10-11,1.63766
2023-10-12,2.04708
2023-10-13,1.78096
2023-10-14,1.80143
2023-10-15,1.20777
2023-10-16,2.00614
2023-10-17,1.92425
2023-10-18,2.10849
2023-10-19,2.00614
2023-10-20,2.21084
2023-10-21,0.96212
2023-10-22,1.02354
2023-10-23,1.88331
2023-10-24,1.88331
2023-10-25,2.08802
2023-10-26,1.88331
2023-10-27,1.57625
2023-10-28,1.02354
2023-10-29,1.16683
2023-10-30,1.61719
2023-10-31,1.69907
2023-11-01,1.80143
2023-11-02,1.8219
2023-11-03,1.92425
2023-11-04,1.39201
2023-11-05,1.22824
2023-11-06,1.65813
2023-11-07,1.74002
2023-11-08,1.69907
2023-11-09,3.41862
2023-11-10,2.45649
2023-11-11,1.43295
2023-11-12,1.53531
2023-11-13,1.88331
2023-11-14,1.94472
2023-11-15,2.1699
2023-11-16,2.41555
2023-11-17,1.94472
2023-11-18,1.39201
2023-11-19,1.63766
2023-11-20,2.1699
2023-11-21,2.55885
2023-11-22,2.59979
2023-11-23,2.29273
2023-11-24,2.45649
2023-11-25,1.84237
2023-11-26,1.86284
2023-11-27,2.35414
2023-11-28,2.76356
2023-11-29,2.92732
2023-11-30,2.76356
2023-12-01,5.22006
2023-12-02,4.85158
2023-12-03,3.09109
2023-12-04,4.79017
2023-12-05,4.40122
2023-12-06,3.90992
2023-12-07,3.66427
2023-12-08,3.25486
2023-12-09,2.27226
2023-12-10,2.41555
2023-12-11,3.21392
2023-12-12,3.09109
2023-12-13,3.17297
2023-12-14,2.8045
2023-12-15,3.19344
2023-12-16,2.1699
2023-12-17,1.69907
2023-12-18,1.76049
2023-12-19,2.14943
2023-12-20,2.29273
2023-12-21,2.35414
2023-12-22,1.80143
2023-12-23,1.3306
2023-12-24,1.16683
2023-12-25,1.57625
2023-12-26,1.90378
2023-12-27,2.04708
2023-12-28,2.49744
2023-12-29,1.84237
2023-12-30,1.90378
2023-12-31,1.02354
2024-01-01,1.61719
2024-01-02,1.59672
2024-01-03,2.47697
2024-01-04,1.96519
2024-01-05,2.49744
2024-01-06,1.98567
2024-01-07,1.78096
2024-01-08,1.92425
2024-01-09,2.6612
2024-01-10,2.45649
2024-01-11,2.62026
2024-01-12,2.6612
2024-01-13,1.92425
2024-01-14,1.74002
2024-01-15,2.14943
2024-01-16,1.69907
2024-01-17,2.21084
2024-01-18,3.00921
2024-01-19,2.04708
2024-01-20,1.71954
2024-01-21,1.90378
2024-01-22,2.23132
2024-01-23,2.10849
2024-01-24,2.39508
2024-01-25,2.1699
2024-01-26,2.14943
2024-01-27,1.6786
2024-01-28,1.6786
2024-01-29,1.88331
2024-01-30,2.12896
2024-01-31,2.21084
2024-02-01,1.88331
2024-02-02,1.96519
2024-02-03,1.39201
2024-02-04,1.24872
2024-02-05,1.63766
2024-02-06,1.69907
2024-02-07,2.43602
2024-02-08,2.47697
2024-02-09,1.49437
2024-02-10,1.1873
2024-02-11,1.16683
2024-02-12,1.84237
2024-02-13,2.21084
2024-02-14,2.10849
2024-02-15,4.17604
2024-02-16,4.29887
2024-02-17,4.05322
2024-02-18,5.77277
2024-02-19,4.17604
2024-02-20,3.7871
2024-02-21,3.7871
2024-02-22,3.52098
2024-02-23,3.25486
2024-02-24,2.59979
2024-02-25,2.92732
2024-02-26,2.74309
2024-02-27,2.64073
2024-02-28,3.31627
2024-02-29,2.68167
2024-03-01,2.43602
2024-03-02,2.57932
2024-03-03,2.39508
2024-03-04,3.00921
2024-03-05,3.58239
2024-03-06,2.8045
2024-03-07,3.56192
2024-03-08,3.07062
2024-03-09,3.07062
2024-03-10,2.43602
2024-03-11,3.82804
2024-03-12,3.7871
2024-03-13,3.70522
2024-03-14,3.2958
2024-03-15,3.25486
2024-03-16,2.72262
2024-03-17,2.33367
2024-03-18,3.37768
2024-03-19,2.41555
2024-03-20,3.33674
