date,방산관련주
2020-03-20,0.07663
2020-03-21,0.16132
2020-03-22,0.11293
2020-03-23,0.03226
2020-03-24,0.06453
2020-03-25,0.10083
2020-03-26,0.15326
2020-03-27,0.08469
2020-03-28,0.04839
2020-03-29,0.39525
2020-03-30,0.44365
2020-03-31,0.40332
2020-04-01,0.46382
2020-04-02,0.30249
2020-04-03,0.14922
2020-04-04,0.08873
2020-04-05,0.10083
2020-04-06,0.15729
2020-04-07,0.33879
2020-04-08,0.42348
2020-04-09,0.34685
2020-04-10,0.29039
2020-04-11,0.31862
2020-04-12,0.33475
2020-04-13,0.24199
2020-04-14,1.02847
2020-04-15,0.23796
2020-04-16,0.26619
2020-04-17,0.56061
2020-04-18,0.23796
2020-04-19,0.33475
2020-04-20,0.39525
2020-04-21,58.21166
2020-04-22,9.76042
2020-04-23,32.84262
2020-04-24,16.81858
2020-04-25,11.61974
2020-04-26,9.79269
2020-04-27,9.68379
2020-04-28,10.27667
2020-04-29,6.4088
2020-04-30,2.52883
2020-05-01,7.47358
2020-05-02,4.42042
2020-05-03,2.18601
2020-05-04,2.88376
2020-05-05,0.75018
2020-05-06,1.07284
2020-05-07,1.15753
2020-05-08,0.75421
2020-05-09,0.46382
2020-05-10,0.34685
2020-05-11,0.79858
2020-05-12,0.68564
2020-05-13,0.50818
2020-05-14,0.47188
2020-05-15,0.50818
2020-05-16,0.24602
2020-05-17,0.16536
2020-05-18,0.25812
2020-05-19,0.22989
2020-05-20,0.37509
2020-05-21,0.25409
2020-05-22,0.48398
2020-05-23,0.27425
2020-05-24,0.61305
2020-05-25,0.54851
2020-05-26,0.30652
2020-05-27,0.43962
2020-05-28,1.67782
2020-05-29,1.093
2020-05-30,0.29039
2020-05-31,0.36702
2020-06-01,0.40735
2020-06-02,0.32669
2020-06-03,0.26216
2020-06-04,0.77034
2020-06-05,0.35492
2020-06-06,0.97604
2020-06-07,0.40735
2020-06-08,1.01637
2020-06-09,5.77559
2020-06-10,2.14568
2020-06-11,1.11317
2020-06-12,1.54472
2020-06-13,2.41994
2020-06-14,6.59433
2020-06-15,15.19319
2020-06-16,100.0
2020-06-17,48.97555
2020-06-18,27.16786
2020-06-19,18.29878
2020-06-20,3.9445
2020-06-21,3.64201
2020-06-22,6.08614
2020-06-23,4.12599
2020-06-24,4.44865
2020-06-25,2.07711
2020-06-26,1.44793
2020-06-27,0.68564
2020-06-28,0.47592
2020-06-29,0.83084
2020-06-30,0.83084
2020-07-01,1.23013
2020-07-02,0.74211
2020-07-03,0.69371
2020-07-04,0.68564
2020-07-05,0.62111
2020-07-06,0.75824
2020-07-07,1.17367
2020-07-08,0.78244
2020-07-09,1.13333
2020-07-10,0.60498
2020-07-11,0.31459
2020-07-12,0.37509
2020-07-13,0.52028
2020-07-14,0.72194
2020-07-15,0.45978
2020-07-16,0.44365
2020-07-17,0.42348
2020-07-18,0.49205
2020-07-19,0.57675
2020-07-20,0.79051
2020-07-21,0.83084
2020-07-22,0.99217
2020-07-23,1.19383
2020-07-24,1.39549
2020-07-25,0.65741
2020-07-26,2.17794
2020-07-27,1.52052
2020-07-28,2.63773
2020-07-29,2.14164
2020-07-30,1.48826
2020-07-31,0.85907
2020-08-01,0.52028
2020-08-02,0.55658
2020-08-03,0.60498
2020-08-04,0.79454
2020-08-05,1.37129
2020-08-06,0.92764
2020-08-07,0.77841
2020-08-08,0.60901
2020-08-09,0.53642
2020-08-10,2.13358
2020-08-11,2.06098
2020-08-12,1.33903
2020-08-13,2.90796
2020-08-14,1.00024
2020-08-15,0.39525
2020-08-16,0.73808
2020-08-17,0.43155
2020-08-18,0.84294
2020-08-19,1.08493
2020-08-20,15.01976
2020-08-21,10.5227
2020-08-22,1.12527
2020-08-23,0.96394
2020-08-24,1.85528
2020-08-25,1.07687
2020-08-26,0.97604
2020-08-27,0.82681
2020-08-28,1.01234
2020-08-29,0.61305
2020-08-30,0.66951
2020-08-31,0.72598
2020-09-01,0.78648
2020-09-02,1.19383
2020-09-03,3.15398
2020-09-04,2.05694
2020-09-05,1.90368
2020-09-06,1.32693
2020-09-07,1.67379
2020-09-08,1.29466
2020-09-09,1.50439
2020-09-10,1.20593
2020-09-11,1.20997
2020-09-12,0.63725
2020-09-13,0.79858
2020-09-14,1.03654
2020-09-15,1.50036
2020-09-16,2.77486
2020-09-17,1.77462
2020-09-18,0.76228
2020-09-19,0.43155
2020-09-20,0.47995
2020-09-21,0.70984
2020-09-22,0.61305
2020-09-23,0.68564
2020-09-24,13.1806
2020-09-25,11.24062
2020-09-26,1.29466
2020-09-27,0.96394
2020-09-28,1.35516
2020-09-29,0.75018
2020-09-30,0.48398
2020-10-01,0.41542
2020-10-02,0.45575
2020-10-03,0.44365
2020-10-04,0.43155
2020-10-05,0.96797
2020-10-06,1.98435
2020-10-07,1.54069
2020-10-08,0.83891
2020-10-09,0.55255
2020-10-10,0.64531
2020-10-11,0.972
2020-10-12,1.1172
2020-10-13,0.54448
2020-10-14,0.50012
2020-10-15,0.62515
2020-10-16,0.45172
2020-10-17,0.31862
2020-10-18,0.18149
2020-10-19,0.56465
2020-10-20,0.45172
2020-10-21,0.51222
2020-10-22,0.37912
2020-10-23,0.33072
2020-10-24,0.16536
2020-10-25,0.10486
2020-10-26,0.25812
2020-10-27,0.28232
2020-10-28,0.19762
2020-10-29,0.11293
2020-10-30,0.18149
2020-10-31,0.08066
2020-11-01,0.12099
2020-11-02,0.29442
2020-11-03,0.34282
2020-11-04,1.62136
2020-11-05,0.45978
2020-11-06,0.24199
2020-11-07,0.15729
2020-11-08,0.26619
2020-11-09,0.29442
2020-11-10,0.26216
2020-11-11,0.27425
2020-11-12,0.25812
2020-11-13,0.32265
2020-11-14,0.19762
2020-11-15,0.14116
2020-11-16,0.20569
2020-11-17,0.12906
2020-11-18,0.26216
2020-11-19,0.21376
2020-11-20,0.17746
2020-11-21,0.12906
2020-11-22,0.14116
2020-11-23,0.27022
2020-11-24,0.31459
2020-11-25,0.19762
2020-11-26,0.26216
2020-11-27,0.47995
2020-11-28,0.46382
2020-11-29,0.28635
2020-11-30,0.33072
2020-12-01,0.27022
2020-12-02,0.29442
2020-12-03,0.37105
2020-12-04,0.24199
2020-12-05,0.14922
2020-12-06,0.14519
2020-12-07,0.21376
2020-12-08,0.27425
2020-12-09,0.50818
2020-12-10,0.26216
2020-12-11,0.23796
2020-12-12,0.12099
2020-12-13,0.13712
2020-12-14,0.18149
2020-12-15,1.14543
2020-12-16,0.37912
2020-12-17,0.29845
2020-12-18,0.21376
2020-12-19,0.16536
2020-12-20,0.18149
2020-12-21,0.26216
2020-12-22,0.33475
2020-12-23,0.26216
2020-12-24,0.18956
2020-12-25,0.11696
2020-12-26,0.20569
2020-12-27,0.13712
2020-12-28,0.23796
2020-12-29,0.27425
2020-12-30,0.20166
2020-12-31,0.18552
2021-01-01,0.18552
2021-01-02,0.14922
2021-01-03,0.23392
2021-01-04,0.40332
2021-01-05,0.91554
2021-01-06,1.0325
2021-01-07,0.86311
2021-01-08,0.79051
2021-01-09,4.83181
2021-01-10,4.07356
2021-01-11,12.68048
2021-01-12,2.92812
2021-01-13,2.3554
2021-01-14,2.05694
2021-01-15,4.84391
2021-01-16,2.66193
2021-01-17,3.30321
2021-01-18,3.13382
2021-01-19,2.71436
2021-01-20,6.41284
2021-01-21,8.27216
2021-01-22,5.08187
2021-01-23,3.21448
2021-01-24,2.3312
2021-01-25,2.5006
2021-01-26,1.91981
2021-01-27,1.46003
2021-01-28,1.2019
2021-01-29,1.30676
2021-01-30,0.94377
2021-01-31,1.43583
2021-02-01,1.43986
2021-02-02,1.48019
2021-02-03,1.1414
2021-02-04,2.06098
2021-02-05,1.39146
2021-02-06,1.01637
2021-02-07,1.2019
2021-02-08,1.16963
2021-02-09,0.87117
2021-02-10,0.94377
2021-02-11,0.77841
2021-02-12,0.63725
2021-02-13,0.64531
2021-02-14,0.72598
2021-02-15,2.01661
2021-02-16,1.70202
2021-02-17,1.75445
2021-02-18,1.40356
2021-02-19,1.06074
2021-02-20,0.76228
2021-02-21,0.81471
2021-02-22,1.12123
2021-02-23,1.02847
2021-02-24,0.62918
2021-02-25,0.86714
2021-02-26,0.83084
2021-02-27,0.56465
2021-02-28,0.63321
2021-03-01,1.01234
2021-03-02,0.93167
2021-03-03,0.90747
2021-03-04,0.9478
2021-03-05,0.89134
2021-03-06,0.63725
2021-03-07,1.02444
2021-03-08,1.14543
2021-03-09,0.9962
2021-03-10,0.93571
2021-03-11,0.97604
2021-03-12,0.83487
2021-03-13,0.78648
2021-03-14,0.93974
2021-03-15,0.9478
2021-03-16,3.46051
2021-03-17,2.94829
2021-03-18,2.41994
2021-03-19,1.57296
2021-03-20,0.89134
2021-03-21,0.89537
2021-03-22,2.10938
2021-03-23,2.09324
2021-03-24,3.81947
2021-03-25,14.33411
2021-03-26,3.81543
2021-03-27,2.04888
2021-03-28,2.10534
2021-03-29,1.50036
2021-03-30,1.80688
2021-03-31,1.57296
2021-04-01,1.13333
2021-04-02,0.91151
2021-04-03,0.78244
2021-04-04,0.62111
2021-04-05,0.89537
2021-04-06,0.96394
2021-04-07,1.46406
2021-04-08,1.91981
2021-04-09,1.96821
2021-04-10,1.23013
2021-04-11,1.35113
2021-04-12,2.4401
2021-04-13,2.48447
2021-04-14,2.09324
2021-04-15,1.72622
2021-04-16,1.1172
2021-04-17,1.2382
2021-04-18,0.62111
2021-04-19,0.79454
2021-04-20,0.70178
2021-04-21,1.2503
2021-04-22,0.70984
2021-04-23,0.45575
2021-04-24,0.33072
2021-04-25,0.40735
2021-04-26,0.61305
2021-04-27,0.36702
2021-04-28,0.59691
2021-04-29,0.52432
2021-04-30,0.70984
2021-05-01,0.54448
2021-05-02,2.16987
2021-05-03,1.99645
2021-05-04,0.78244
2021-05-05,0.54045
2021-05-06,0.58078
2021-05-07,0.54448
2021-05-08,0.43558
2021-05-09,0.46785
2021-05-10,0.62515
2021-05-11,0.66548
2021-05-12,0.75824
2021-05-13,0.69371
2021-05-14,0.58078
2021-05-15,0.53642
2021-05-16,0.58885
2021-05-17,0.60901
2021-05-18,0.62515
2021-05-19,0.46382
2021-05-20,0.66145
2021-05-21,1.76252
2021-05-22,7.58247
2021-05-23,5.1585
2021-05-24,10.09518
2021-05-25,5.65862
2021-05-26,2.5248
2021-05-27,1.64959
2021-05-28,1.20997
2021-05-29,0.75018
2021-05-30,1.06477
2021-05-31,1.62539
2021-06-01,1.20593
2021-06-02,1.2019
2021-06-03,1.00024
2021-06-04,1.12527
2021-06-05,0.49608
2021-06-06,0.70581
2021-06-07,0.97604
