date,과태료
2021-06-25,12.491
2021-06-26,6.58747
2021-06-27,7.34341
2021-06-28,15.91072
2021-06-29,16.48668
2021-06-30,16.01871
2021-07-01,15.22678
2021-07-02,13.06695
2021-07-03,6.73146
2021-07-04,6.04751
2021-07-05,14.21886
2021-07-06,17.4946
2021-07-07,16.37868
2021-07-08,16.77465
2021-07-09,16.48668
2021-07-10,6.83945
2021-07-11,7.30741
2021-07-12,18.07055
2021-07-13,15.40676
2021-07-14,15.15478
2021-07-15,17.27861
2021-07-16,16.37868
2021-07-17,8.53131
2021-07-18,7.70338
2021-07-19,17.92656
2021-07-20,16.41468
2021-07-21,18.50251
2021-07-22,16.88264
2021-07-23,14.57883
2021-07-24,7.4154
2021-07-25,7.70338
2021-07-26,15.44276
2021-07-27,19.29445
2021-07-28,16.1627
2021-07-29,15.80273
2021-07-30,16.1267
2021-07-31,8.49532
2021-08-01,7.3794
2021-08-02,15.33477
2021-08-03,16.66666
2021-08-04,15.58675
2021-08-05,16.27069
2021-08-06,15.29877
2021-08-07,8.45932
2021-08-08,8.06335
2021-08-09,16.01871
2021-08-10,19.15046
2021-08-11,20.91432
2021-08-12,19.36645
2021-08-13,18.14254
2021-08-14,9.86321
2021-08-15,9.35925
2021-08-16,9.9352
2021-08-17,17.09863
2021-08-18,18.32253
2021-08-19,17.31461
2021-08-20,20.30237
2021-08-21,10.40316
2021-08-22,9.32325
2021-08-23,18.6825
2021-08-24,17.74658
2021-08-25,18.53851
2021-08-26,18.7185
2021-08-27,16.63066
2021-08-28,8.24334
2021-08-29,8.42332
2021-08-30,17.92656
2021-08-31,19.15046
2021-09-01,17.71058
2021-09-02,18.03455
2021-09-03,17.56659
2021-09-04,8.6753
2021-09-05,8.81929
2021-09-06,16.88264
2021-09-07,17.89056
2021-09-08,17.3866
2021-09-09,17.35061
2021-09-10,17.17062
2021-09-11,8.92728
2021-09-12,8.27933
2021-09-13,19.07847
2021-09-14,16.59467
2021-09-15,17.35061
2021-09-16,17.06263
2021-09-17,14.9748
2021-09-18,9.17926
2021-09-19,7.3794
2021-09-20,5.68754
2021-09-21,5.90352
2021-09-22,6.47948
2021-09-23,18.21454
2021-09-24,17.4586
2021-09-25,8.13534
2021-09-26,9.79121
2021-09-27,18.32253
2021-09-28,20.55435
2021-09-29,19.18646
2021-09-30,19.04247
2021-10-01,16.66666
2021-10-02,8.7113
2021-10-03,7.30741
2021-10-04,9.39524
2021-10-05,15.94672
2021-10-06,17.71058
2021-10-07,17.4946
2021-10-08,15.76673
2021-10-09,8.02735
2021-10-10,6.80345
2021-10-11,9.03527
2021-10-12,16.41468
2021-10-13,18.7185
2021-10-14,16.66666
2021-10-15,16.09071
2021-10-16,7.4514
2021-10-17,6.55147
2021-10-18,16.95464
2021-10-19,17.27861
2021-10-20,16.91864
2021-10-21,20.12239
2021-10-22,15.73074
2021-10-23,8.53131
2021-10-24,7.77537
2021-10-25,18.07055
2021-10-26,17.78257
2021-10-27,15.94672
2021-10-28,17.17062
2021-10-29,16.55867
2021-10-30,8.20734
2021-10-31,8.24334
2021-11-01,19.54643
2021-11-02,17.63858
2021-11-03,14.9028
2021-11-04,14.29085
2021-11-05,14.29085
2021-11-06,7.63138
2021-11-07,7.16342
2021-11-08,17.99856
2021-11-09,16.2347
2021-11-10,15.98272
2021-11-11,16.1987
2021-11-12,13.96688
2021-11-13,8.45932
2021-11-14,8.45932
2021-11-15,19.29445
2021-11-16,17.71058
2021-11-17,15.87473
2021-11-18,17.4226
2021-11-19,16.55867
2021-11-20,7.91936
2021-11-21,7.95536
2021-11-22,17.17062
2021-11-23,18.46652
2021-11-24,15.65874
2021-11-25,20.01439
2021-11-26,15.22678
2021-11-27,9.50323
2021-11-28,6.94744
2021-11-29,17.56659
2021-11-30,19.18646
2021-12-01,16.70266
2021-12-02,16.1627
2021-12-03,16.77465
2021-12-04,7.70338
2021-12-05,9.21526
2021-12-06,20.62634
2021-12-07,20.95032
2021-12-08,19.79841
2021-12-09,17.35061
2021-12-10,15.04679
2021-12-11,9.75521
2021-12-12,29.40964
2021-12-13,31.56947
2021-12-14,25.08999
2021-12-15,19.61843
2021-12-16,22.82217
2021-12-17,17.67458
2021-12-18,9.9712
2021-12-19,9.39524
2021-12-20,19.22246
2021-12-21,49.67602
2021-12-22,21.09431
2021-12-23,20.41036
2021-12-24,14.54283
2021-12-25,7.84737
2021-12-26,9.32325
2021-12-27,18.32253
2021-12-28,19.11447
2021-12-29,19.00647
2021-12-30,17.53059
2021-12-31,19.40244
2022-01-01,10.40316
2022-01-02,12.455
2022-01-03,19.9424
2022-01-04,20.55435
2022-01-05,17.4946
2022-01-06,17.4946
2022-01-07,17.53059
2022-01-08,9.07127
2022-01-09,11.44708
2022-01-10,23.00215
2022-01-11,19.72642
2022-01-12,17.67458
2022-01-13,18.39452
2022-01-14,17.35061
2022-01-15,8.7113
2022-01-16,9.14326
2022-01-17,16.77465
2022-01-18,18.07055
2022-01-19,17.4226
2022-01-20,15.76673
2022-01-21,16.09071
2022-01-22,7.4874
2022-01-23,7.84737
2022-01-24,15.29877
2022-01-25,17.06263
2022-01-26,14.79481
2022-01-27,14.68682
2022-01-28,14.32685
2022-01-29,7.30741
2022-01-30,6.80345
2022-01-31,7.19942
2022-02-01,5.68754
2022-02-02,5.68754
2022-02-03,17.31461
2022-02-04,15.04679
2022-02-05,7.55939
2022-02-06,7.19942
2022-02-07,15.98272
2022-02-08,17.53059
2022-02-09,15.44276
2022-02-10,16.41468
2022-02-11,16.2347
2022-02-12,8.13534
2022-02-13,8.06335
2022-02-14,15.69474
2022-02-15,16.91864
2022-02-16,13.93088
2022-02-17,17.24262
2022-02-18,14.18286
2022-02-19,8.45932
2022-02-20,7.01943
2022-02-21,14.65082
2022-02-22,15.44276
2022-02-23,13.85889
2022-02-24,15.11879
2022-02-25,14.07487
2022-02-26,6.55147
2022-02-27,8.27933
2022-02-28,15.44276
2022-03-01,8.53131
2022-03-02,14.18286
2022-03-03,14.21886
2022-03-04,13.46292
2022-03-05,6.44348
2022-03-06,6.26349
2022-03-07,14.9028
2022-03-08,14.32685
2022-03-09,7.16342
2022-03-10,12.383
2022-03-11,15.69474
2022-03-12,7.95536
2022-03-13,6.80345
2022-03-14,13.78689
2022-03-15,15.01079
2022-03-16,17.13462
2022-03-17,16.1267
2022-03-18,15.98272
2022-03-19,7.16342
2022-03-20,7.99136
2022-03-21,14.9028
2022-03-22,18.21454
2022-03-23,16.84665
2022-03-24,15.11879
2022-03-25,14.86681
2022-03-26,7.66738
2022-03-27,8.6753
2022-03-28,16.45068
2022-03-29,15.65874
2022-03-30,15.11879
2022-03-31,16.63066
2022-04-01,16.30669
2022-04-02,8.24334
2022-04-03,7.91936
2022-04-04,15.01079
2022-04-05,16.52267
2022-04-06,15.76673
2022-04-07,16.70266
2022-04-08,13.78689
2022-04-09,7.91936
2022-04-10,8.42332
2022-04-11,16.84665
2022-04-12,18.39452
2022-04-13,16.30669
2022-04-14,17.4226
2022-04-15,17.24262
2022-04-16,8.24334
2022-04-17,8.20734
2022-04-18,16.91864
2022-04-19,17.20662
2022-04-20,16.59467
2022-04-21,16.70266
2022-04-22,16.48668
2022-04-23,7.34341
2022-04-24,7.52339
2022-04-25,17.02663
2022-04-26,19.9784
2022-04-27,15.94672
2022-04-28,17.27861
2022-04-29,16.1267
2022-04-30,7.59539
2022-05-01,6.73146
2022-05-02,17.81857
2022-05-03,17.35061
2022-05-04,15.19078
2022-05-05,6.58747
2022-05-06,14.07487
2022-05-07,6.65946
2022-05-08,6.73146
2022-05-09,17.4946
2022-05-10,18.39452
2022-05-11,15.65874
2022-05-12,17.63858
2022-05-13,16.41468
2022-05-14,7.84737
2022-05-15,7.12742
2022-05-16,19.83441
2022-05-17,18.53851
2022-05-18,16.95464
2022-05-19,19.18646
2022-05-20,17.56659
2022-05-21,7.63138
2022-05-22,8.09935
2022-05-23,17.78257
2022-05-24,16.77465
2022-05-25,17.02663
2022-05-26,17.27861
2022-05-27,15.80273
2022-05-28,7.59539
2022-05-29,6.62347
2022-05-30,18.03455
2022-05-31,18.43052
2022-06-01,8.27933
2022-06-02,16.34269
2022-06-03,15.73074
2022-06-04,7.01943
2022-06-05,6.58747
2022-06-06,7.81137
2022-06-07,17.35061
2022-06-08,17.02663
2022-06-09,17.24262
2022-06-10,16.1627
2022-06-11,8.92728
2022-06-12,7.99136
2022-06-13,20.77033
2022-06-14,20.73434
2022-06-15,18.14254
2022-06-16,18.17854
2022-06-17,17.17062
2022-06-18,10.07919
2022-06-19,8.6753
2022-06-20,17.17062
2022-06-21,18.57451
2022-06-22,17.67458
2022-06-23,15.22678
2022-06-24,14.54283
2022-06-25,7.52339
2022-06-26,8.56731
2022-06-27,16.2347
2022-06-28,17.06263
2022-06-29,17.89056
2022-06-30,19.54643
2022-07-01,17.24262
2022-07-02,7.4874
2022-07-03,6.98344
2022-07-04,17.53059
2022-07-05,17.96256
2022-07-06,17.60259
2022-07-07,17.17062
2022-07-08,17.06263
2022-07-09,8.85529
2022-07-10,8.31533
2022-07-11,19.36645
2022-07-12,19.58243
2022-07-13,17.71058
2022-07-14,18.75449
2022-07-15,15.94672
2022-07-16,7.81137
2022-07-17,7.30741
2022-07-18,18.25053
2022-07-19,18.21454
2022-07-20,16.09071
2022-07-21,15.62275
2022-07-22,16.09071
2022-07-23,6.83945
2022-07-24,7.05543
2022-07-25,16.59467
2022-07-26,17.17062
2022-07-27,15.26277
2022-07-28,15.40676
2022-07-29,15.26277
2022-07-30,8.02735
2022-07-31,8.06335
2022-08-01,16.2347
2022-08-02,14.75881
2022-08-03,16.41468
2022-08-04,14.83081
2022-08-05,13.46292
2022-08-06,7.55939
2022-08-07,8.24334
2022-08-08,16.55867
2022-08-09,16.88264
2022-08-10,18.61051
2022-08-11,16.70266
2022-08-12,15.69474
2022-08-13,7.63138
2022-08-14,6.47948
2022-08-15,8.7113
2022-08-16,16.05471
2022-08-17,25.08999
2022-08-18,25.77393
2022-08-19,18.17854
2022-08-20,10.22318
2022-08-21,10.29517
2022-08-22,20.19438
2022-08-23,19.36645
2022-08-24,17.24262
2022-08-25,18.75449
2022-08-26,18.32253
2022-08-27,9.28725
2022-08-28,9.14326
2022-08-29,18.07055
2022-08-30,18.28653
2022-08-31,17.24262
2022-09-01,17.27861
2022-09-02,14.83081
2022-09-03,8.45932
2022-09-04,6.80345
2022-09-05,15.87473
2022-09-06,14.9028
2022-09-07,15.73074
2022-09-08,14.47084
2022-09-09,6.94744
2022-09-10,5.54355
2022-09-11,5.68754
2022-09-12,8.42332
2022-09-13,17.81857
2022-09-14,20.66234
2022-09-15,18.6825
2022-09-16,19.25845
2022-09-17,7.81137
2022-09-18,7.4514
2022-09-19,20.37437
2022-09-20,20.12239
2022-09-21,19.33045
2022-09-22,18.03455
2022-09-23,17.56659
2022-09-24,7.73938
2022-09-25,7.63138
2022-09-26,17.71058
2022-09-27,20.80633
2022-09-28,17.27861
2022-09-29,16.48668
2022-09-30,20.48236
2022-10-01,8.7473
2022-10-02,6.94744
2022-10-03,11.12311
2022-10-04,19.33045
2022-10-05,18.35853
2022-10-06,17.67458
2022-10-07,16.55867
2022-10-08,8.24334
2022-10-09,5.29157
2022-10-10,9.28725
2022-10-11,19.40244
2022-10-12,20.08639
2022-10-13,18.43052
2022-10-14,15.65874
2022-10-15,8.53131
2022-10-16,9.28725
2022-10-17,26.70986
2022-10-18,22.78617
2022-10-19,19.33045
2022-10-20,19.65442
2022-10-21,18.03455
2022-10-22,7.99136
2022-10-23,9.03527
2022-10-24,19.36645
2022-10-25,19.15046
2022-10-26,17.89056
2022-10-27,18.75449
2022-10-28,16.66666
2022-10-29,6.87544
2022-10-30,7.27141
2022-10-31,19.83441
2022-11-01,19.69042
2022-11-02,18.28653
2022-11-03,17.99856
2022-11-04,15.29877
2022-11-05,7.4874
2022-11-06,7.12742
2022-11-07,17.09863
2022-11-08,18.14254
2022-11-09,18.14254
2022-11-10,18.7185
2022-11-11,17.27861
2022-11-12,8.89128
2022-11-13,8.06335
2022-11-14,20.30237
2022-11-15,20.77033
2022-11-16,16.48668
2022-11-17,16.77465
2022-11-18,15.19078
2022-11-19,7.77537
2022-11-20,7.77537
2022-11-21,18.14254
2022-11-22,18.6825
2022-11-23,19.76241
2022-11-24,18.46652
2022-11-25,16.1267
2022-11-26,7.27141
2022-11-27,8.56731
2022-11-28,19.83441
2022-11-29,17.24262
2022-11-30,18.14254
2022-12-01,16.55867
2022-12-02,16.09071
2022-12-03,7.19942
2022-12-04,7.95536
2022-12-05,19.11447
2022-12-06,18.07055
2022-12-07,16.95464
2022-12-08,16.77465
2022-12-09,17.27861
2022-12-10,8.99928
2022-12-11,8.6753
2022-12-12,18.82649
2022-12-13,17.3866
2022-12-14,16.81065
2022-12-15,16.84665
2022-12-16,15.01079
2022-12-17,7.63138
2022-12-18,6.40748
2022-12-19,15.69474
2022-12-20,17.89056
2022-12-21,15.58675
2022-12-22,15.44276
2022-12-23,12.02303
2022-12-24,6.08351
2022-12-25,6.2275
2022-12-26,15.80273
2022-12-27,15.62275
2022-12-28,13.6789
2022-12-29,15.15478
2022-12-30,13.17494
2022-12-31,7.81137
2023-01-01,6.87544
2023-01-02,16.81065
2023-01-03,18.14254
2023-01-04,16.34269
2023-01-05,16.70266
2023-01-06,16.1987
2023-01-07,8.13534
2023-01-08,7.01943
2023-01-09,18.86249
2023-01-10,19.69042
2023-01-11,16.52267
2023-01-12,17.71058
2023-01-13,14.83081
2023-01-14,9.17926
2023-01-15,7.91936
2023-01-16,18.6825
2023-01-17,22.3902
2023-01-18,17.78257
2023-01-19,17.4586
2023-01-20,16.84665
2023-01-21,8.53131
2023-01-22,6.1555
2023-01-23,6.51547
2023-01-24,6.83945
2023-01-25,16.52267
2023-01-26,16.91864
2023-01-27,15.55075
2023-01-28,9.28725
2023-01-29,7.91936
2023-01-30,19.40244
2023-01-31,20.12239
2023-02-01,17.71058
2023-02-02,17.71058
2023-02-03,16.37868
2023-02-04,7.70338
2023-02-05,8.49532
2023-02-06,17.74658
2023-02-07,19.79841
2023-02-08,17.13462
2023-02-09,19.18646
2023-02-10,15.15478
2023-02-11,9.07127
2023-02-12,7.77537
2023-02-13,19.04247
2023-02-14,16.70266
2023-02-15,17.71058
2023-02-16,19.83441
2023-02-17,14.9748
2023-02-18,8.49532
2023-02-19,7.95536
2023-02-20,16.81065
2023-02-21,17.24262
2023-02-22,17.4226
2023-02-23,18.25053
2023-02-24,16.1987
2023-02-25,7.52339
2023-02-26,7.52339
2023-02-27,16.88264
2023-02-28,17.56659
2023-03-01,9.14326
2023-03-02,16.63066
2023-03-03,18.79049
2023-03-04,8.13534
2023-03-05,7.34341
2023-03-06,16.09071
2023-03-07,18.07055
2023-03-08,18.03455
2023-03-09,20.30237
2023-03-10,16.2347
2023-03-11,8.09935
2023-03-12,7.09143
2023-03-13,17.74658
2023-03-14,19.33045
2023-03-15,18.93448
2023-03-16,19.25845
2023-03-17,18.97048
2023-03-18,8.13534
2023-03-19,8.92728
2023-03-20,20.59035
2023-03-21,20.33837
2023-03-22,18.97048
2023-03-23,19.79841
2023-03-24,18.79049
2023-03-25,9.03527
2023-03-26,8.09935
2023-03-27,18.32253
2023-03-28,20.48236
2023-03-29,20.37437
2023-03-30,19.00647
2023-03-31,17.89056
2023-04-01,8.17134
2023-04-02,7.91936
2023-04-03,17.24262
2023-04-04,18.53851
2023-04-05,16.95464
2023-04-06,16.70266
2023-04-07,16.27069
2023-04-08,9.21526
2023-04-09,8.81929
2023-04-10,19.9784
2023-04-11,18.97048
2023-04-12,17.92656
2023-04-13,19.65442
2023-04-14,16.95464
2023-04-15,8.27933
2023-04-16,8.31533
2023-04-17,20.08639
2023-04-18,20.80633
2023-04-19,19.33045
2023-04-20,19.61843
2023-04-21,17.92656
2023-04-22,9.17926
2023-04-23,9.64722
2023-04-24,17.67458
2023-04-25,20.01439
2023-04-26,18.82649
2023-04-27,19.51043
2023-04-28,16.77465
2023-04-29,7.01943
2023-04-30,7.84737
2023-05-01,11.1951
2023-05-02,19.18646
2023-05-03,17.60259
2023-05-04,16.88264
2023-05-05,9.10727
2023-05-06,7.88336
2023-05-07,8.27933
2023-05-08,19.22246
2023-05-09,21.92224
2023-05-10,19.76241
2023-05-11,18.7185
2023-05-12,17.24262
2023-05-13,7.95536
2023-05-14,8.27933
2023-05-15,20.59035
2023-05-16,20.87832
2023-05-17,17.92656
2023-05-18,19.29445
2023-05-19,17.4586
2023-05-20,8.20734
2023-05-21,8.13534
2023-05-22,21.02231
2023-05-23,20.69834
2023-05-24,19.58243
2023-05-25,19.9064
2023-05-26,18.14254
2023-05-27,8.53131
2023-05-28,8.24334
2023-05-29,8.96328
