date,오늘상장주식
2020-10-23,1.20711
2020-10-24,0.31766
2020-10-26,1.33418
2020-10-27,1.52477
2020-10-28,13.85006
2020-10-29,13.46886
2020-10-30,11.75349
2020-10-31,0.82592
2020-11-01,0.31766
2020-11-02,2.1601
2020-11-03,2.09656
2020-11-04,4.19313
2020-11-05,8.4498
2020-11-06,18.74205
2020-11-07,0.88945
2020-11-09,7.24269
2020-11-10,4.06607
2020-11-11,2.85895
2020-11-12,10.60991
2020-11-13,6.4803
2020-11-15,0.44472
2020-11-16,4.82846
2020-11-17,24.5235
2020-11-18,24.9047
2020-11-19,12.13468
2020-11-20,36.91232
2020-11-21,1.20711
2020-11-22,0.76238
2020-11-23,10.03811
2020-11-24,8.51334
2020-11-25,18.93265
2020-11-26,19.37738
2020-11-27,4.76493
2020-11-28,0.82592
2020-11-30,5.40025
2020-12-01,9.08513
2020-12-02,29.98729
2020-12-03,21.47395
2020-12-04,18.42439
2020-12-05,0.44472
2020-12-06,0.69885
2020-12-07,16.89961
2020-12-08,9.33926
2020-12-09,23.82465
2020-12-10,24.14231
2020-12-11,24.20584
2020-12-12,1.08005
2020-12-13,0.38119
2020-12-14,26.42947
2020-12-15,13.27827
2020-12-16,14.16772
2020-12-17,30.05082
2020-12-18,9.78398
2020-12-19,1.01651
2020-12-20,1.65184
2020-12-21,35.45108
2020-12-22,48.53875
2020-12-23,73.31639
2020-12-24,17.40787
2020-12-25,2.47776
2020-12-26,0.82592
2020-12-27,0.69885
2020-12-28,9.72045
2020-12-29,4.25667
2020-12-30,8.6404
2020-12-31,0.69885
2021-01-02,0.31766
2021-01-04,8.57687
2021-01-05,6.60736
2021-01-06,6.22617
2021-01-07,6.09911
2021-01-08,3.87547
2021-01-09,0.38119
2021-01-11,4.06607
2021-01-12,4.19313
2021-01-13,3.24015
2021-01-14,2.79542
2021-01-15,2.92249
2021-01-16,0.38119
2021-01-17,0.38119
2021-01-18,1.20711
2021-01-19,3.55781
2021-01-20,5.59085
2021-01-21,34.56162
2021-01-22,7.94155
2021-01-23,0.57179
2021-01-24,0.76238
2021-01-25,11.43583
2021-01-26,7.75095
2021-01-27,23.57052
2021-01-28,43.20203
2021-01-29,23.25285
2021-01-30,1.20711
2021-01-31,0.50825
2021-02-01,11.30876
2021-02-02,29.54256
2021-02-03,39.64421
2021-02-04,14.23125
2021-02-05,69.18678
2021-02-06,2.35069
2021-02-07,0.63532
2021-02-08,14.35832
2021-02-09,14.54891
2021-02-10,10.48284
2021-02-11,0.63532
2021-02-12,0.57179
2021-02-13,0.50825
2021-02-15,12.9606
2021-02-16,24.3329
2021-02-17,5.59085
2021-02-18,5.01905
2021-02-19,3.43074
2021-02-20,0.50825
2021-02-22,4.63786
2021-02-23,4.76493
2021-02-24,41.80432
2021-02-25,25.41296
2021-02-26,12.51588
2021-02-27,0.50825
2021-03-01,0.38119
2021-03-02,5.97204
2021-03-03,3.68487
2021-03-04,2.92249
2021-03-05,2.79542
2021-03-06,0.31766
2021-03-08,4.89199
2021-03-09,17.15374
2021-03-10,6.22617
2021-03-11,23.88818
2021-03-12,7.81448
2021-03-13,0.50825
2021-03-15,8.00508
2021-03-16,24.45997
2021-03-17,17.47141
2021-03-18,28.90724
2021-03-19,5.20965
2021-03-20,0.44472
2021-03-21,0.31766
2021-03-22,5.33672
2021-03-23,19.37738
2021-03-24,31.7662
2021-03-25,10.41931
2021-03-26,4.06607
2021-03-28,0.57179
2021-03-29,4.19313
2021-03-30,3.24015
2021-03-31,5.01905
2021-04-01,17.662
2021-04-02,1.84243
2021-04-05,1.52477
2021-04-06,0.95298
2021-04-07,1.14358
2021-04-08,1.71537
2021-04-09,2.22363
2021-04-12,3.11308
2021-04-13,0.63532
2021-04-14,1.52477
2021-04-15,0.88945
2021-04-19,1.7789
2021-04-20,0.69885
2021-04-21,1.9695
2021-04-22,0.76238
2021-04-26,0.57179
2021-04-27,0.76238
2021-04-28,3.43074
2021-04-29,2.60482
2021-04-30,1.01651
2021-05-03,0.63532
2021-05-06,1.46124
2021-05-07,1.7789
2021-05-10,2.41423
2021-05-11,77.0648
2021-05-12,3.74841
2021-05-13,3.11308
2021-05-14,11.49936
2021-05-17,12.26175
2021-05-18,1.90597
2021-05-20,16.13722
2021-05-21,14.10419
2021-05-22,0.63532
2021-05-23,0.69885
2021-05-24,3.49428
2021-05-25,9.08513
2021-05-26,17.53494
2021-05-27,6.2897
2021-05-28,4.82846
2021-05-29,0.38119
2021-05-31,1.58831
2021-06-01,2.41423
2021-06-02,3.87547
2021-06-03,17.34434
2021-06-04,2.1601
2021-06-07,1.14358
2021-06-08,0.82592
2021-06-10,0.31766
2021-06-11,1.84243
2021-06-14,0.44472
2021-06-15,0.38119
2021-06-16,0.38119
2021-06-17,1.58831
2021-06-18,3.17662
2021-06-19,0.31766
2021-06-21,0.50825
2021-06-22,0.31766
2021-06-24,0.88945
2021-06-25,5.78144
2021-06-27,0.31766
2021-06-28,1.27064
2021-06-29,0.82592
2021-06-30,0.50825
2021-07-01,1.14358
2021-07-02,1.27064
2021-07-05,1.27064
2021-07-06,0.82592
2021-07-07,1.71537
2021-07-08,4.06607
2021-07-09,3.36721
2021-07-12,3.68487
2021-07-13,15.43837
2021-07-14,3.81194
2021-07-15,5.52731
2021-07-16,65.94663
2021-07-17,0.82592
2021-07-18,0.31766
2021-07-19,5.46378
2021-07-20,13.1512
2021-07-21,5.71791
2021-07-22,18.80559
2021-07-23,6.86149
2021-07-24,0.44472
2021-07-25,0.88945
2021-07-26,10.60991
2021-07-27,29.79669
2021-07-28,6.98856
2021-07-29,4.25667
2021-07-30,3.30368
2021-08-02,4.00254
2021-08-03,2.54129
2021-08-04,3.81194
2021-08-05,7.87801
2021-08-06,9.14866
2021-08-07,0.82592
2021-08-08,0.31766
2021-08-09,75.41296
2021-08-10,100.0
2021-08-11,69.56797
2021-08-12,72.04574
2021-08-13,50.95298
2021-08-14,1.33418
2021-08-15,0.44472
2021-08-16,3.04955
2021-08-17,69.25031
2021-08-18,31.63913
2021-08-19,73.57052
2021-08-20,45.42566
2021-08-21,1.20711
2021-08-22,0.76238
2021-08-23,16.45489
2021-08-24,16.13722
2021-08-25,38.75476
2021-08-26,11.37229
2021-08-27,19.31385
2021-08-28,0.44472
2021-08-30,13.78653
2021-08-31,13.65946
2021-09-01,76.8742
2021-09-02,13.02414
2021-09-03,11.94409
2021-09-04,0.57179
2021-09-05,0.63532
2021-09-06,11.94409
2021-09-07,8.57687
2021-09-08,18.74205
2021-09-09,8.06861
2021-09-10,42.18551
2021-09-11,0.95298
2021-09-12,0.57179
2021-09-13,12.45235
2021-09-14,18.29733
2021-09-15,11.11817
2021-09-16,16.01016
2021-09-17,24.26937
2021-09-18,0.44472
2021-09-22,0.31766
2021-09-23,11.94409
2021-09-24,5.65438
2021-09-25,0.69885
2021-09-27,32.78271
2021-09-28,23.31639
2021-09-29,32.97331
2021-09-30,9.97458
2021-10-01,5.97204
2021-10-02,0.31766
2021-10-04,0.76238
2021-10-05,12.89707
2021-10-06,6.03557
2021-10-07,36.34053
2021-10-08,16.13722
2021-10-12,5.40025
2021-10-13,12.19822
2021-10-14,3.55781
2021-10-15,3.68487
2021-10-18,3.11308
2021-10-19,3.17662
2021-10-20,5.27318
2021-10-21,24.26937
2021-10-22,13.91359
2021-10-25,7.94155
2021-10-26,5.20965
2021-10-27,6.73443
2021-10-28,21.15628
2021-10-29,9.59339
2021-11-01,20.77509
2021-11-02,5.14612
2021-11-03,25.73062
2021-11-04,6.22617
2021-11-05,6.09911
2021-11-07,0.38119
2021-11-08,8.57687
2021-11-09,7.05209
2021-11-10,23.88818
2021-11-11,27.31893
2021-11-12,6.86149
2021-11-13,0.63532
2021-11-14,0.69885
2021-11-15,6.41677
2021-11-16,5.52731
2021-11-17,16.96315
2021-11-18,15.5019
2021-11-19,3.55781
2021-11-20,0.38119
2021-11-21,0.50825
2021-11-22,14.86658
2021-11-23,5.97204
2021-11-24,3.87547
2021-11-25,1.52477
2021-11-26,1.52477
2021-11-27,0.50825
2021-11-29,2.41423
2021-11-30,0.38119
2021-12-01,1.27064
2021-12-02,1.71537
2021-12-03,1.33418
2021-12-06,0.50825
2021-12-07,0.76238
2021-12-08,0.82592
2021-12-09,1.46124
2021-12-10,6.6709
2021-12-13,0.88945
2021-12-14,0.88945
2021-12-15,1.65184
2021-12-16,15.75603
2021-12-17,1.27064
2021-12-20,0.57179
2021-12-22,0.82592
2021-12-23,0.57179
2021-12-24,0.63532
2021-12-27,0.82592
2021-12-28,0.38119
2021-12-29,0.50825
2021-12-30,2.85895
2021-12-31,1.58831
2022-01-03,2.1601
2022-01-04,0.50825
2022-01-05,0.76238
2022-01-06,0.38119
2022-01-07,0.31766
2022-01-09,0.31766
2022-01-10,0.50825
2022-01-11,0.44472
2022-01-13,0.31766
2022-01-14,0.50825
2022-01-17,0.57179
2022-01-18,1.39771
2022-01-19,0.76238
2022-01-20,3.43074
2022-01-21,0.44472
2022-01-24,2.41423
2022-01-25,1.01651
2022-01-26,1.58831
2022-01-27,8.51334
2022-01-28,0.50825
2022-02-03,1.9695
2022-02-04,6.92503
2022-02-07,3.04955
2022-02-08,1.65184
2022-02-09,0.88945
2022-02-10,0.95298
2022-02-11,1.01651
2022-02-13,0.38119
2022-02-14,2.35069
2022-02-15,2.73189
2022-02-16,4.70139
2022-02-17,1.65184
2022-02-18,2.03303
2022-02-21,11.94409
2022-02-22,3.939
2022-02-23,25.79415
2022-02-24,11.11817
2022-02-25,11.94409
2022-02-28,4.57433
2022-03-01,0.31766
2022-03-02,2.54129
2022-03-03,4.5108
2022-03-04,0.57179
2022-03-07,1.20711
2022-03-08,1.08005
2022-03-10,7.87801
2022-03-15,0.50825
2022-03-17,0.50825
2022-03-18,6.73443
2022-03-21,0.50825
2022-03-22,0.31766
2022-03-23,1.08005
2022-03-24,2.66836
2022-03-25,0.76238
2022-03-28,7.05209
2022-03-29,1.7789
2022-03-30,0.50825
2022-03-31,1.84243
2022-04-01,17.02668
2022-04-04,1.27064
2022-04-06,0.63532
2022-04-07,0.82592
2022-04-11,0.38119
2022-04-12,0.76238
2022-04-14,0.57179
2022-04-21,0.69885
2022-04-27,1.46124
2022-04-28,5.01905
2022-05-02,0.76238
2022-05-11,0.38119
2022-05-12,0.38119
2022-05-13,0.38119
2022-05-16,1.33418
2022-05-19,0.44472
2022-05-20,3.55781
2022-05-23,0.31766
2022-05-25,0.44472
2022-05-26,0.63532
2022-05-30,0.31766
2022-05-31,0.76238
2022-06-03,0.44472
2022-06-10,0.31766
2022-06-13,0.50825
2022-06-14,0.44472
2022-06-16,1.39771
2022-06-17,3.30368
2022-06-20,1.01651
2022-06-21,1.01651
2022-06-22,0.63532
2022-06-23,3.87547
2022-06-24,6.22617
2022-06-27,0.57179
2022-06-28,1.08005
2022-06-30,0.50825
2022-07-01,2.35069
2022-07-04,0.50825
2022-07-07,2.1601
2022-07-14,1.27064
2022-07-15,3.81194
2022-07-19,0.50825
2022-07-20,0.31766
2022-07-21,0.88945
2022-07-22,0.38119
2022-07-25,0.31766
2022-07-26,0.50825
2022-07-27,0.69885
2022-07-28,5.08259
2022-07-29,1.65184
2022-08-01,0.95298
2022-08-03,0.38119
2022-08-04,3.30368
2022-08-05,0.38119
2022-08-09,2.1601
2022-08-22,2.60482
2022-08-25,0.31766
2022-08-26,0.31766
2022-09-07,0.31766
2022-09-22,0.38119
2022-09-26,1.33418
2022-09-28,0.50825
2022-09-29,5.33672
2022-09-30,7.17916
2022-10-04,0.95298
2022-10-05,0.95298
2022-10-06,1.46124
2022-10-07,3.24015
2022-10-11,1.27064
2022-10-12,0.63532
2022-10-13,0.95298
2022-10-14,7.11562
2022-10-17,13.02414
2022-10-18,6.92503
2022-10-19,5.71791
2022-10-20,4.3202
2022-10-21,4.5108
2022-10-24,1.58831
2022-10-25,2.98602
2022-10-26,3.11308
2022-10-27,5.59085
2022-10-28,2.35069
2022-10-31,2.09656
2022-11-01,1.08005
2022-11-02,3.74841
2022-11-03,1.14358
2022-11-04,9.33926
2022-11-07,1.27064
2022-11-08,1.14358
2022-11-09,1.27064
2022-11-10,0.95298
2022-11-11,3.62134
2022-11-12,0.31766
2022-11-14,0.95298
2022-11-15,0.76238
2022-11-16,0.50825
2022-11-17,12.89707
2022-11-18,3.11308
2022-11-21,0.63532
2022-11-22,1.90597
2022-11-23,0.57179
2022-11-24,2.47776
2022-11-25,0.38119
2022-11-28,0.69885
2022-11-30,0.38119
2022-12-06,4.76493
2022-12-07,0.50825
2022-12-08,1.90597
2022-12-09,0.82592
2022-12-12,1.08005
2022-12-13,0.82592
2022-12-14,1.08005
2022-12-15,0.88945
2022-12-16,0.63532
2022-12-19,0.76238
2022-12-20,0.50825
2022-12-21,0.63532
2022-12-22,5.71791
2022-12-27,0.63532
2022-12-28,0.44472
2022-12-29,1.58831
2023-01-02,0.31766
2023-01-04,0.38119
2023-01-05,0.88945
2023-01-09,0.57179
2023-01-10,1.46124
2023-01-11,1.01651
2023-01-12,0.31766
2023-01-16,0.44472
2023-01-18,0.57179
2023-01-19,15.56543
2023-01-20,1.65184
2023-01-25,1.90597
2023-01-26,1.9695
2023-01-27,9.84752
2023-01-28,0.44472
2023-01-29,0.31766
2023-01-30,18.61499
2023-01-31,6.35324
2023-02-01,4.1296
2023-02-02,4.19313
2023-02-03,16.26429
2023-02-05,0.63532
2023-02-06,8.13214
2023-02-07,25.28589
2023-02-08,8.6404
2023-02-09,13.72299
2023-02-10,3.43074
2023-02-11,0.44472
2023-02-13,5.20965
2023-02-14,6.09911
2023-02-15,20.07623
2023-02-16,12.89707
2023-02-17,3.87547
2023-02-20,8.00508
2023-02-21,2.28716
2023-02-22,1.01651
2023-02-23,0.88945
2023-02-24,6.54383
2023-02-27,2.73189
2023-02-28,3.24015
2023-03-01,0.38119
2023-03-02,19.05972
2023-03-03,13.59593
2023-03-04,0.31766
2023-03-05,0.31766
2023-03-06,2.92249
2023-03-07,8.89453
2023-03-08,1.08005
2023-03-09,5.14612
2023-03-10,1.08005
2023-03-11,0.31766
2023-03-13,7.11562
2023-03-14,1.14358
2023-03-15,4.00254
2023-03-16,2.47776
2023-03-17,2.03303
2023-03-20,0.57179
2023-03-21,0.44472
2023-03-22,0.63532
2023-03-23,0.95298
2023-03-24,0.69885
2023-03-27,2.35069
2023-03-28,3.30368
2023-03-29,11.05463
2023-03-30,10.35578
2023-03-31,2.54129
2023-04-03,2.1601
2023-04-04,1.33418
2023-04-05,1.46124
2023-04-06,2.54129
2023-04-07,1.58831
2023-04-10,2.85895
2023-04-11,0.76238
2023-04-12,0.76238
2023-04-13,0.95298
2023-04-14,1.08005
2023-04-17,1.58831
2023-04-18,1.14358
2023-04-19,0.88945
2023-04-20,1.7789
2023-04-21,1.01651
2023-04-24,0.82592
2023-04-25,1.58831
2023-04-26,12.70648
2023-04-27,3.04955
2023-04-28,2.73189
2023-05-01,0.31766
2023-05-02,1.08005
2023-05-03,1.84243
2023-05-04,8.19567
2023-05-08,0.50825
2023-05-09,0.69885
2023-05-10,0.44472
2023-05-15,1.33418
2023-05-16,1.58831
2023-05-17,9.40279
2023-05-18,1.71537
2023-05-19,8.70393
2023-05-22,1.46124
2023-05-23,2.79542
2023-05-24,7.43329
2023-05-25,0.95298
2023-05-26,0.50825
2023-05-30,0.95298
2023-05-31,1.33418
2023-06-01,6.22617
2023-06-02,5.65438
2023-06-05,0.88945
2023-06-07,1.14358
2023-06-08,4.70139
2023-06-09,2.35069
2023-06-11,0.31766
2023-06-12,1.20711
2023-06-13,1.20711
2023-06-14,1.65184
2023-06-15,4.70139
2023-06-16,8.4498
2023-06-19,1.46124
2023-06-20,2.09656
2023-06-21,1.84243
2023-06-22,2.85895
2023-06-23,3.49428
2023-06-26,9.21219
2023-06-27,3.939
2023-06-28,8.25921
2023-06-29,47.58576
2023-06-30,42.24904
2023-07-01,1.01651
2023-07-02,0.38119
2023-07-03,9.97458
2023-07-04,4.19313
2023-07-05,7.30622
2023-07-06,39.83481
2023-07-07,12.89707
2023-07-09,0.31766
2023-07-10,8.831
2023-07-11,5.27318
2023-07-12,9.46632
2023-07-13,13.59593
2023-07-14,25.85768
2023-07-15,0.38119
2023-07-16,0.31766
2023-07-17,7.75095
2023-07-18,5.01905
2023-07-19,24.96823
2023-07-20,23.63405
2023-07-21,20.83862
2023-07-24,16.51842
2023-07-25,14.04066
2023-07-26,24.65057
2023-07-27,39.70775
2023-07-28,9.40279
2023-07-30,0.38119
2023-07-31,9.33926
2023-08-01,5.20965
2023-08-02,5.27318
2023-08-03,26.23888
2023-08-04,28.71664
2023-08-07,17.28081
2023-08-08,3.87547
2023-08-09,4.5108
2023-08-10,28.20838
2023-08-11,11.75349
2023-08-12,0.44472
2023-08-14,5.90851
2023-08-16,4.57433
2023-08-17,14.29479
2023-08-18,7.81448
2023-08-20,0.38119
2023-08-21,13.02414
2023-08-22,14.93011
2023-08-23,5.08259
2023-08-24,10.67344
2023-08-25,6.09911
2023-08-28,4.82846
2023-08-29,3.939
2023-08-30,6.92503
2023-08-31,5.59085
2023-09-01,6.6709
2023-09-04,5.46378
2023-09-05,2.1601
2023-09-06,1.58831
2023-09-07,3.87547
2023-09-08,0.82592
2023-09-11,1.01651
2023-09-12,2.79542
2023-09-13,0.44472
2023-09-14,1.65184
2023-09-15,1.90597
2023-09-18,3.55781
2023-09-19,2.35069
2023-09-20,3.36721
2023-09-21,2.41423
2023-09-22,1.7789
2023-09-25,18.61499
2023-09-26,7.75095
2023-09-27,12.9606
2023-10-02,0.76238
2023-10-03,0.63532
2023-10-04,29.86022
2023-10-05,20.45743
2023-10-06,17.47141
2023-10-09,0.31766
2023-10-10,15.81956
2023-10-11,3.81194
2023-10-12,2.92249
2023-10-13,9.91105
2023-10-16,7.36975
2023-10-17,5.59085
2023-10-18,14.35832
2023-10-19,17.97966
2023-10-20,14.67598
2023-10-23,4.82846
2023-10-24,2.92249
2023-10-25,4.3202
2023-10-26,12.70648
2023-10-27,16.45489
2023-10-30,4.25667
2023-10-31,3.87547
2023-11-01,4.76493
2023-11-02,18.0432
2023-11-03,11.56289
2023-11-04,0.31766
2023-11-06,6.4803
2023-11-07,12.45235
2023-11-08,8.06861
2023-11-09,34.37102
2023-11-10,6.98856
2023-11-13,21.66454
2023-11-14,8.06861
2023-11-15,14.48538
2023-11-16,13.3418
2023-11-17,35.19695
2023-11-18,0.63532
2023-11-19,0.76238
2023-11-20,24.58703
2023-11-21,34.05336
2023-11-22,19.69504
2023-11-23,15.43837
2023-11-24,41.80432
2023-11-25,1.20711
2023-11-26,1.14358
2023-11-27,25.09529
2023-11-28,55.65438
2023-11-29,23.69758
2023-11-30,11.81702
2023-12-01,34.30749
2023-12-02,0.63532
2023-12-03,0.50825
2023-12-04,17.02668
2023-12-05,22.68106
2023-12-06,31.82973
2023-12-07,15.75603
2023-12-08,10.73697
2023-12-09,0.63532
2023-12-10,0.31766
2023-12-11,14.73951
2023-12-12,47.0775
2023-12-13,43.58322
2023-12-14,14.16772
2023-12-15,8.13214
2023-12-16,0.63532
2023-12-17,0.44472
2023-12-18,8.06861
2023-12-19,5.46378
2023-12-20,5.97204
2023-12-21,10.9911
2023-12-22,66.45489
2023-12-23,0.82592
2023-12-24,0.50825
2023-12-25,0.31766
2023-12-26,4.25667
2023-12-27,1.84243
2023-12-28,2.35069
2023-12-29,1.33418
2024-01-02,4.82846
2024-01-03,2.1601
2024-01-04,4.82846
2024-01-05,3.62134
2024-01-06,0.31766
2024-01-08,2.22363
2024-01-09,2.35069
2024-01-10,2.47776
2024-01-11,2.41423
2024-01-12,2.09656
2024-01-14,0.63532
2024-01-15,2.41423
2024-01-16,2.79542
2024-01-17,2.41423
2024-01-18,1.90597
2024-01-19,1.9695
2024-01-22,5.27318
2024-01-23,9.14866
2024-01-24,44.02795
2024-01-25,45.04447
2024-01-26,23.88818
2024-01-27,0.44472
2024-01-29,30.55908
2024-01-30,5.52731
2024-01-31,6.22617
2024-02-01,29.66963
2024-02-02,6.79796
2024-02-05,4.1296
2024-02-06,21.98221
2024-02-07,4.70139
2024-02-08,2.09656
2024-02-13,6.41677
2024-02-14,8.13214
2024-02-15,9.59339
2024-02-16,5.08259
2024-02-18,0.31766
2024-02-19,10.86404
2024-02-20,6.4803
2024-02-21,7.24269
2024-02-22,28.58958
2024-02-23,30.43202
2024-02-24,0.31766
2024-02-25,0.69885
2024-02-26,16.64548
2024-02-27,60.8005
2024-02-28,4.95552
2024-02-29,12.70648
2024-03-02,0.50825
2024-03-04,10.67344
2024-03-05,10.03811
2024-03-06,5.59085
2024-03-07,23.06226
2024-03-08,3.55781
2024-03-11,3.24015
2024-03-12,3.43074
2024-03-13,12.13468
2024-03-14,4.70139
2024-03-15,4.00254
2024-03-18,3.939
2024-03-19,3.43074
2024-03-20,4.5108
