date,LH청약
2020-03-20,6.65367
2020-03-21,2.951
2020-03-22,3.84187
2020-03-23,8.46325
2020-03-24,7.6559
2020-03-25,8.29621
2020-03-26,6.76503
2020-03-27,6.1804
2020-03-28,3.03452
2020-03-29,3.17371
2020-03-30,9.18708
2020-03-31,8.88084
2020-04-01,8.57461
2020-04-02,7.68374
2020-04-03,7.32182
2020-04-04,3.75835
2020-04-05,3.50779
2020-04-06,11.16369
2020-04-07,10.13363
2020-04-08,8.93652
2020-04-09,7.32182
2020-04-10,7.0991
2020-04-11,3.06236
2020-04-12,4.25946
2020-04-13,10.3285
2020-04-14,8.32405
2020-04-15,3.95322
2020-04-16,11.83184
2020-04-17,9.85523
2020-04-18,4.0089
2020-04-19,4.23162
2020-04-20,12.05456
2020-04-21,10.85746
2020-04-22,10.71826
2020-04-23,9.15924
2020-04-24,7.76726
2020-04-25,3.39643
2020-04-26,4.12026
2020-04-27,13.91982
2020-04-28,11.77616
2020-04-29,9.60467
2020-04-30,4.03674
2020-05-01,3.56347
2020-05-02,2.75612
2020-05-03,3.81403
2020-05-04,8.26837
2020-05-05,4.70489
2020-05-06,11.72048
2020-05-07,14.36525
2020-05-08,10.16146
2020-05-09,4.62138
2020-05-10,5.81848
2020-05-11,12.5
2020-05-12,11.30289
2020-05-13,10.41202
2020-05-14,10.80178
2020-05-15,10.4677
2020-05-16,5.26169
2020-05-17,5.98552
2020-05-18,18.51336
2020-05-19,14.19821
2020-05-20,12.33296
2020-05-21,13.08463
2020-05-22,11.38641
2020-05-23,6.57015
2020-05-24,6.70935
2020-05-25,17.51113
2020-05-26,16.81514
2020-05-27,15.86859
2020-05-28,13.16815
2020-05-29,11.35857
2020-05-30,5.87416
2020-05-31,4.78841
2020-06-01,12.86191
2020-06-02,12.38864
2020-06-03,13.25167
2020-06-04,11.08017
2020-06-05,8.04565
2020-06-06,4.31514
2020-06-07,4.87193
2020-06-08,12.47216
2020-06-09,11.55345
2020-06-10,11.21937
2020-06-11,10.69042
2020-06-12,8.93652
2020-06-13,3.59131
2020-06-14,5.06681
2020-06-15,13.6971
2020-06-16,10.7461
2020-06-17,9.96659
2020-06-18,8.65812
2020-06-19,6.87639
2020-06-20,3.73051
2020-06-21,3.06236
2020-06-22,10.96881
2020-06-23,8.93652
2020-06-24,10.43986
2020-06-25,9.96659
2020-06-26,8.60244
2020-06-27,3.78619
2020-06-28,3.75835
2020-06-29,12.27728
2020-06-30,11.88752
2020-07-01,10.1893
2020-07-02,10.77394
2020-07-03,8.21269
2020-07-04,3.53563
2020-07-05,4.81625
2020-07-06,15.42316
2020-07-07,13.53006
2020-07-08,13.44654
2020-07-09,10.4677
2020-07-10,8.26837
2020-07-11,4.06458
2020-07-12,3.81403
2020-07-13,12.94543
2020-07-14,12.2216
2020-07-15,13.25167
2020-07-16,12.05456
2020-07-17,9.07572
2020-07-18,3.67483
2020-07-19,4.48218
2020-07-20,12.5
2020-07-21,10.41202
2020-07-22,10.91314
2020-07-23,10.85746
2020-07-24,9.77171
2020-07-25,4.20378
2020-07-26,6.20824
2020-07-27,12.97327
2020-07-28,11.99888
2020-07-29,11.21937
2020-07-30,10.52338
2020-07-31,10.35634
2020-08-01,4.2873
2020-08-02,4.62138
2020-08-03,11.72048
2020-08-04,13.30734
2020-08-05,12.27728
2020-08-06,12.52783
2020-08-07,22.66146
2020-08-08,5.20601
2020-08-09,5.95768
2020-08-10,25.44543
2020-08-11,22.8285
2020-08-12,18.09576
2020-08-13,14.28173
2020-08-14,12.13808
2020-08-15,6.0412
2020-08-16,5.98552
2020-08-17,10.05011
2020-08-18,17.53897
2020-08-19,16.87082
2020-08-20,12.97327
2020-08-21,10.21714
2020-08-22,6.01336
2020-08-23,6.0412
2020-08-24,13.94766
2020-08-25,14.00334
2020-08-26,13.08463
2020-08-27,13.16815
2020-08-28,10.91314
2020-08-29,4.87193
2020-08-30,4.78841
2020-08-31,12.83407
2020-09-01,13.33518
2020-09-02,11.38641
2020-09-03,12.19376
2020-09-04,11.19153
2020-09-05,4.62138
2020-09-06,6.26391
2020-09-07,14.75501
2020-09-08,15.42316
2020-09-09,15.81291
2020-09-10,16.70378
2020-09-11,17.34409
2020-09-12,5.7628
2020-09-13,6.26391
2020-09-14,14.83853
2020-09-15,13.22383
2020-09-16,12.16592
2020-09-17,11.83184
2020-09-18,10.99665
2020-09-19,5.17817
2020-09-20,5.902
2020-09-21,15.14476
2020-09-22,11.77616
2020-09-23,10.27282
2020-09-24,12.0824
2020-09-25,9.68819
2020-09-26,3.84187
2020-09-27,4.23162
2020-09-28,11.97104
2020-09-29,7.48886
2020-09-30,3.47995
2020-10-01,4.12026
2020-10-02,3.39643
2020-10-03,4.95545
2020-10-04,6.76503
2020-10-05,19.20935
2020-10-06,17.39977
2020-10-07,14.75501
2020-10-08,12.5
2020-10-09,5.6236
2020-10-10,5.20601
2020-10-11,5.7628
2020-10-12,16.7873
2020-10-13,14.19821
2020-10-14,14.28173
2020-10-15,14.78285
2020-10-16,10.55122
2020-10-17,4.98329
2020-10-18,6.23608
2020-10-19,19.84966
2020-10-20,17.84521
2020-10-21,15.36748
2020-10-22,11.46993
2020-10-23,11.05233
2020-10-24,5.09465
2020-10-25,5.40089
2020-10-26,13.19599
2020-10-27,10.66258
2020-10-28,11.52561
2020-10-29,12.69487
2020-10-30,14.58797
2020-10-31,20.99109
2020-11-01,13.61358
2020-11-02,28.70267
2020-11-03,26.72605
2020-11-04,21.82628
2020-11-05,19.12583
2020-11-06,13.5579
2020-11-07,6.1804
2020-11-08,6.98775
2020-11-09,26.0579
2020-11-10,26.4755
2020-11-11,22.32739
2020-11-12,27.5334
2020-11-13,23.27394
2020-11-14,11.30289
2020-11-15,11.33073
2020-11-16,24.22048
2020-11-17,20.37861
2020-11-18,21.6314
2020-11-19,22.16035
2020-11-20,12.72271
2020-11-21,6.15256
2020-11-22,6.79287
2020-11-23,16.73162
2020-11-24,16.11915
2020-11-25,16.48106
2020-11-26,15.84075
2020-11-27,15.84075
2020-11-28,6.98775
2020-11-29,7.5167
2020-11-30,17.95657
2020-12-01,20.07238
2020-12-02,20.26726
2020-12-03,20.76837
2020-12-04,17.78953
2020-12-05,8.68596
2020-12-06,9.29844
2020-12-07,20.68485
2020-12-08,19.48775
2020-12-09,20.21158
2020-12-10,17.84521
2020-12-11,14.44877
2020-12-12,7.2383
2020-12-13,7.93429
2020-12-14,26.00222
2020-12-15,20.60133
2020-12-16,19.96102
2020-12-17,18.31848
2020-12-18,18.84743
2020-12-19,7.93429
2020-12-20,9.07572
2020-12-21,25.25055
2020-12-22,19.04231
2020-12-23,18.65256
2020-12-24,16.00779
2020-12-25,7.76726
2020-12-26,6.12472
2020-12-27,7.82293
2020-12-28,23.44097
2020-12-29,28.73051
2020-12-30,21.38084
2020-12-31,14.94988
2021-01-01,8.60244
2021-01-02,9.02004
2021-01-03,10.41202
2021-01-04,25.47327
2021-01-05,24.02561
2021-01-06,22.91202
2021-01-07,24.8608
2021-01-08,20.43429
2021-01-09,11.24721
2021-01-10,14.69933
2021-01-11,34.46547
2021-01-12,37.80623
2021-01-13,33.79732
2021-01-14,28.28507
2021-01-15,19.20935
2021-01-16,9.79955
2021-01-17,17.45545
2021-01-18,100.0
2021-01-19,44.43207
2021-01-20,39.08685
2021-01-21,41.00779
2021-01-22,26.83741
2021-01-23,9.46547
2021-01-24,9.43763
2021-01-25,30.56792
2021-01-26,23.94209
2021-01-27,22.07683
2021-01-28,17.65033
2021-01-29,13.8363
2021-01-30,6.06904
2021-01-31,7.01559
2021-02-01,16.31403
2021-02-02,15.451
2021-02-03,16.34187
2021-02-04,24.27616
2021-02-05,12.19376
2021-02-06,6.31959
2021-02-07,7.07126
2021-02-08,14.97772
2021-02-09,11.13585
2021-02-10,8.853
2021-02-11,4.67706
2021-02-12,5.45657
2021-02-13,5.20601
2021-02-14,7.01559
2021-02-15,17.9844
2021-02-16,18.6804
2021-02-17,17.28841
2021-02-18,16.20267
2021-02-19,13.16815
2021-02-20,6.51447
2021-02-21,7.18262
2021-02-22,15.67371
2021-02-23,17.48329
2021-02-24,15.3118
2021-02-25,14.64365
2021-02-26,9.71603
2021-02-27,4.78841
2021-02-28,4.73273
2021-03-01,6.40311
2021-03-02,15.92427
2021-03-03,15.00556
2021-03-04,14.72717
2021-03-05,25.11135
2021-03-06,10.35634
2021-03-07,8.65812
2021-03-08,22.77282
2021-03-09,21.32516
2021-03-10,21.54788
2021-03-11,25.61247
2021-03-12,26.67037
2021-03-13,9.43763
2021-03-14,12.80623
2021-03-15,43.09576
2021-03-16,37.38864
2021-03-17,30.65144
2021-03-18,26.86525
2021-03-19,24.55456
2021-03-20,10.57906
2021-03-21,11.77616
2021-03-22,37.69487
2021-03-23,30.26169
2021-03-24,26.92093
2021-03-25,27.70044
2021-03-26,23.63585
2021-03-27,8.43541
2021-03-28,8.82516
2021-03-29,30.03897
2021-03-30,24.52672
2021-03-31,20.90757
2021-04-01,18.17928
2021-04-02,19.23719
2021-04-03,10.35634
2021-04-04,9.02004
2021-04-05,36.97104
2021-04-06,31.82071
2021-04-07,33.24053
2021-04-08,31.48663
2021-04-09,27.19933
2021-04-10,8.29621
2021-04-11,8.51893
2021-04-12,27.8118
2021-04-13,25.72383
2021-04-14,22.10467
2021-04-15,21.99331
2021-04-16,20.96325
2021-04-17,6.93207
2021-04-18,8.35189
2021-04-19,28.92538
2021-04-20,24.83296
2021-04-21,26.36414
2021-04-22,20.35077
2021-04-23,17.56681
2021-04-24,5.84632
2021-04-25,7.07126
2021-04-26,27.03229
2021-04-27,20.12806
2021-04-28,20.79621
2021-04-29,18.56904
2021-04-30,14.00334
2021-05-01,5.28953
2021-05-02,6.54231
2021-05-03,19.32071
2021-05-04,14.58797
2021-05-05,7.01559
2021-05-06,19.62694
2021-05-07,17.73385
2021-05-08,6.76503
2021-05-09,6.70935
2021-05-10,25.83518
2021-05-11,22.77282
2021-05-12,18.23496
2021-05-13,16.59242
2021-05-14,15.70155
2021-05-15,6.01336
2021-05-16,7.12694
2021-05-17,22.49443
2021-05-18,23.30178
2021-05-19,6.79287
2021-05-20,23.05122
2021-05-21,17.92873
2021-05-22,6.29175
2021-05-23,7.68374
2021-05-24,35.52338
2021-05-25,22.71714
2021-05-26,22.32739
2021-05-27,23.1069
2021-05-28,20.74053
2021-05-29,7.34966
2021-05-30,7.85077
2021-05-31,25.80734
2021-06-01,30.09465
2021-06-02,23.13474
2021-06-03,20.07238
2021-06-04,18.06792
2021-06-05,5.84632
2021-06-06,7.18262
2021-06-07,21.57572
2021-06-08,26.03006
2021-06-09,21.71492
2021-06-10,19.48775
2021-06-11,13.66926
2021-06-12,5.59576
2021-06-13,5.79064
2021-06-14,25.30623
2021-06-15,18.56904
2021-06-16,18.81959
2021-06-17,19.40423
2021-06-18,17.23273
2021-06-19,5.70712
2021-06-20,6.1804
2021-06-21,17.34409
2021-06-22,19.62694
2021-06-23,16.59242
2021-06-24,20.99109
2021-06-25,17.45545
2021-06-26,6.54231
2021-06-27,8.35189
2021-06-28,20.71269
2021-06-29,17.9844
2021-06-30,18.93095
2021-07-01,18.09576
2021-07-02,26.50334
2021-07-03,9.91091
2021-07-04,13.89198
2021-07-05,52.47772
2021-07-06,38.89198
2021-07-07,30.12249
2021-07-08,29.70489
2021-07-09,21.4922
2021-07-10,7.2383
2021-07-11,9.74387
2021-07-12,31.09688
2021-07-13,27.6726
2021-07-14,26.78173
2021-07-15,34.49331
2021-07-16,41.81514
2021-07-17,8.43541
2021-07-18,10.43986
2021-07-19,31.79287
2021-07-20,23.05122
2021-07-21,20.12806
2021-07-22,17.95657
2021-07-23,16.84298
2021-07-24,7.2383
2021-07-25,6.59799
2021-07-26,25.25055
2021-07-27,26.41982
2021-07-28,41.89866
2021-07-29,24.33184
2021-07-30,18.01224
2021-07-31,6.95991
2021-08-01,7.15478
2021-08-02,23.94209
2021-08-03,23.21826
2021-08-04,29.31514
2021-08-05,24.304
2021-08-06,19.37639
2021-08-07,7.12694
2021-08-08,7.73942
2021-08-09,22.9677
2021-08-10,24.24832
2021-08-11,24.10913
2021-08-12,16.73162
2021-08-13,14.28173
2021-08-14,6.76503
2021-08-15,6.54231
2021-08-16,8.32405
2021-08-17,21.2138
2021-08-18,20.71269
2021-08-19,19.68262
2021-08-20,17.76169
2021-08-21,6.45879
2021-08-22,8.7138
2021-08-23,26.61469
2021-08-24,20.0167
2021-08-25,22.18819
2021-08-26,18.62472
2021-08-27,14.8942
2021-08-28,6.95991
2021-08-29,9.57683
2021-08-30,53.75835
2021-08-31,38.72494
2021-09-01,60.49554
2021-09-02,28.98106
2021-09-03,20.93541
2021-09-04,8.49109
2021-09-05,8.32405
2021-09-06,27.19933
2021-09-07,25.44543
2021-09-08,19.65478
2021-09-09,25.94654
2021-09-10,17.14922
2021-09-11,6.90423
2021-09-12,8.74164
2021-09-13,37.11024
2021-09-14,31.87639
2021-09-15,27.56124
2021-09-16,23.16258
2021-09-17,14.86636
2021-09-18,5.23385
2021-09-19,5.37305
2021-09-20,4.62138
2021-09-21,6.06904
2021-09-22,6.70935
2021-09-23,23.41314
2021-09-24,19.76614
2021-09-25,8.29621
2021-09-26,8.96436
2021-09-27,56.26391
2021-09-28,51.80957
2021-09-29,31.79287
2021-09-30,26.72605
2021-10-01,16.7873
2021-10-02,7.40534
2021-10-03,6.79287
2021-10-04,10.55122
2021-10-05,25.44543
2021-10-06,32.5167
2021-10-07,23.46881
2021-10-08,18.20712
2021-10-09,7.76726
2021-10-10,8.43541
2021-10-11,13.6971
2021-10-12,63.6971
2021-10-13,46.65924
2021-10-14,36.38641
2021-10-15,32.5167
2021-10-16,7.96213
2021-10-17,8.90868
2021-10-18,31.98775
2021-10-19,25.08351
2021-10-20,20.48997
2021-10-21,15.75723
2021-10-22,22.16035
2021-10-23,6.95991
2021-10-24,10.30066
2021-10-25,46.93763
2021-10-26,26.69821
2021-10-27,22.18819
2021-10-28,23.83073
2021-10-29,21.26948
2021-10-30,7.82293
2021-10-31,8.10133
2021-11-01,37.77839
2021-11-02,33.04565
2021-11-03,29.5657
2021-11-04,20.99109
2021-11-05,20.68485
2021-11-06,6.73719
2021-11-07,7.43318
2021-11-08,30.95768
2021-11-09,26.80957
2021-11-10,20.79621
2021-11-11,20.85189
2021-11-12,14.33741
2021-11-13,6.51447
2021-11-14,6.84855
2021-11-15,24.55456
2021-11-16,26.16926
2021-11-17,20.90757
2021-11-18,21.88195
2021-11-19,17.34409
2021-11-20,7.43318
2021-11-21,6.98775
2021-11-22,23.21826
2021-11-23,19.8775
2021-11-24,17.59465
2021-11-25,43.20712
2021-11-26,17.37193
2021-11-27,6.31959
2021-11-28,7.26614
2021-11-29,25.61247
2021-11-30,22.52227
2021-12-01,29.4265
2021-12-02,24.08129
2021-12-03,19.57126
2021-12-04,7.21046
2021-12-05,8.15701
2021-12-06,36.69265
2021-12-07,44.57126
2021-12-08,27.22717
2021-12-09,20.46213
2021-12-10,18.90311
2021-12-11,6.57015
2021-12-12,8.24053
2021-12-13,38.16815
2021-12-14,29.12026
2021-12-15,24.41536
2021-12-16,23.85857
2021-12-17,34.77171
2021-12-18,11.52561
2021-12-19,15.3118
2021-12-20,36.21937
2021-12-21,19.98886
2021-12-22,18.402
2021-12-23,28.92538
2021-12-24,17.78953
2021-12-25,6.59799
2021-12-26,7.54454
2021-12-27,22.99554
2021-12-28,32.60022
2021-12-29,32.26614
2021-12-30,19.18151
2021-12-31,12.61135
2022-01-01,6.90423
2022-01-02,8.65812
2022-01-03,26.36414
2022-01-04,25.16703
2022-01-05,22.88418
2022-01-06,21.6314
2022-01-07,29.62138
2022-01-08,10.96881
2022-01-09,16.62026
2022-01-10,67.09354
2022-01-11,45.54565
2022-01-12,32.54454
2022-01-13,25.58463
2022-01-14,24.38752
2022-01-15,9.82739
2022-01-16,10.27282
2022-01-17,39.47661
2022-01-18,32.68374
2022-01-19,36.44209
2022-01-20,22.85634
2022-01-21,22.8285
2022-01-22,8.24053
2022-01-23,8.96436
2022-01-24,28.14587
2022-01-25,22.60579
2022-01-26,18.402
2022-01-27,14.8942
2022-01-28,12.55567
2022-01-29,6.54231
2022-01-30,5.4844
2022-01-31,5.95768
2022-02-01,6.0412
2022-02-02,7.07126
2022-02-03,21.40868
2022-02-04,17.87305
2022-02-05,8.21269
2022-02-06,8.57461
2022-02-07,27.78396
2022-02-08,23.35746
2022-02-09,16.25835
2022-02-10,19.04231
2022-02-11,16.23051
2022-02-12,7.7951
2022-02-13,8.01781
2022-02-14,27.89532
2022-02-15,31.62583
2022-02-16,28.22939
2022-02-17,64.83853
2022-02-18,27.97884
2022-02-19,8.15701
2022-02-20,7.29398
2022-02-21,24.91648
2022-02-22,17.48329
2022-02-23,17.0657
2022-02-24,15.64587
2022-02-25,13.36302
2022-02-26,6.90423
2022-02-27,6.15256
2022-02-28,18.81959
2022-03-01,8.10133
2022-03-02,24.74944
2022-03-03,30.95768
2022-03-04,20.87973
2022-03-05,7.62806
2022-03-06,7.48886
2022-03-07,22.88418
2022-03-08,19.43207
2022-03-09,8.37973
2022-03-10,21.68708
2022-03-11,19.07015
2022-03-12,7.7951
2022-03-13,10.07795
2022-03-14,22.80066
2022-03-15,25.83518
2022-03-16,28.67483
2022-03-17,27.11581
2022-03-18,20.32293
2022-03-19,8.15701
2022-03-20,8.46325
2022-03-21,33.01781
2022-03-22,32.34966
2022-03-23,26.50334
2022-03-24,32.73942
2022-03-25,23.63585
2022-03-26,7.6559
2022-03-27,9.18708
2022-03-28,36.41425
2022-03-29,32.15478
2022-03-30,27.08797
2022-03-31,29.62138
2022-04-01,24.47104
2022-04-02,8.10133
2022-04-03,8.46325
2022-04-04,26.36414
2022-04-05,29.4265
2022-04-06,28.53563
2022-04-07,24.13697
2022-04-08,27.00445
2022-04-09,9.40979
2022-04-10,11.02449
2022-04-11,55.70712
2022-04-12,38.27951
2022-04-13,34.02004
2022-04-14,27.75612
2022-04-15,34.43763
2022-04-16,9.60467
2022-04-17,9.60467
2022-04-18,31.59799
2022-04-19,28.25723
2022-04-20,28.00668
2022-04-21,25.05567
2022-04-22,21.04677
2022-04-23,7.21046
2022-04-24,7.0991
2022-04-25,29.2873
2022-04-26,19.54342
2022-04-27,20.48997
2022-04-28,20.79621
2022-04-29,19.65478
2022-04-30,6.20824
2022-05-01,8.15701
2022-05-02,22.10467
2022-05-03,20.12806
2022-05-04,17.34409
2022-05-05,7.01559
2022-05-06,18.06792
2022-05-07,7.48886
2022-05-08,8.82516
2022-05-09,37.2216
2022-05-10,28.75835
2022-05-11,29.76057
2022-05-12,20.10022
2022-05-13,19.90534
2022-05-14,7.62806
2022-05-15,8.7138
2022-05-16,30.09465
2022-05-17,27.42204
2022-05-18,31.31959
2022-05-19,42.42761
2022-05-20,20.62917
2022-05-21,6.79287
2022-05-22,6.51447
2022-05-23,27.31069
2022-05-24,24.4432
2022-05-25,19.98886
2022-05-26,20.04454
2022-05-27,14.53229
2022-05-28,6.40311
2022-05-29,6.57015
2022-05-30,24.69376
2022-05-31,22.43875
2022-06-01,8.63028
2022-06-02,19.15367
2022-06-03,18.73608
2022-06-04,6.68151
2022-06-05,5.87416
2022-06-06,8.21269
2022-06-07,20.96325
2022-06-08,30.12249
2022-06-09,20.93541
2022-06-10,17.26057
2022-06-11,6.93207
2022-06-12,7.5167
2022-06-13,21.79844
2022-06-14,15.53452
2022-06-15,22.88418
2022-06-16,16.39755
2022-06-17,15.22828
2022-06-18,5.42873
2022-06-19,6.59799
2022-06-20,20.85189
2022-06-21,19.29287
2022-06-22,18.48552
2022-06-23,18.87527
2022-06-24,17.45545
2022-06-25,6.20824
2022-06-26,7.0991
2022-06-27,24.52672
2022-06-28,23.58017
2022-06-29,20.21158
2022-06-30,24.61024
2022-07-01,18.17928
2022-07-02,7.32182
2022-07-03,12.69487
2022-07-04,50.50111
2022-07-05,41.81514
2022-07-06,38.89198
2022-07-07,28.84187
2022-07-08,30.01113
2022-07-09,8.40757
2022-07-10,9.38195
2022-07-11,36.49777
2022-07-12,27.8118
2022-07-13,29.23162
2022-07-14,22.49443
2022-07-15,23.88641
2022-07-16,6.98775
2022-07-17,7.93429
2022-07-18,33.93652
2022-07-19,28.34075
2022-07-20,24.05345
2022-07-21,22.29955
2022-07-22,18.09576
2022-07-23,6.54231
2022-07-24,8.853
2022-07-25,37.80623
2022-07-26,30.54008
2022-07-27,27.28285
