date,오늘의증시
2020-03-20,100.0
2020-03-21,14.43951
2020-03-22,5.66814
2020-03-23,99.84167
2020-03-24,96.70677
2020-03-25,88.82203
2020-03-26,89.48701
2020-03-27,86.35212
2020-03-28,11.20962
2020-03-29,5.22482
2020-03-30,80.20899
2020-03-31,69.22102
2020-04-01,79.38568
2020-04-02,80.77897
2020-04-03,65.26282
2020-04-04,8.80303
2020-04-05,3.70487
2020-04-06,63.39455
2020-04-07,69.91766
2020-04-08,66.40278
2020-04-09,59.49968
2020-04-10,61.9696
2020-04-11,8.01139
2020-04-12,5.22482
2020-04-13,62.85623
2020-04-14,52.18492
2020-04-15,19.09436
2020-04-16,56.7131
2020-04-17,56.39645
2020-04-18,9.27802
2020-04-19,3.89487
2020-04-20,55.54148
2020-04-21,68.11272
2020-04-22,65.8328
2020-04-23,54.36985
2020-04-24,56.26979
2020-04-25,7.37808
2020-04-26,2.8499
2020-04-27,48.92336
2020-04-28,50.60164
2020-04-29,47.68841
2020-04-30,11.17796
2020-05-01,19.31602
2020-05-02,5.69981
2020-05-03,2.53324
2020-05-04,50.50664
2020-05-05,9.18302
2020-05-06,44.52184
2020-05-07,44.58518
2020-05-08,38.09373
2020-05-09,5.09816
2020-05-10,2.78657
2020-05-11,42.40025
2020-05-12,43.63521
2020-05-13,41.35528
2020-05-14,42.62191
2020-05-15,42.30525
2020-05-16,4.74984
2020-05-17,2.31158
2020-05-18,36.25712
2020-05-19,41.57694
2020-05-20,42.08359
2020-05-21,46.7701
2020-05-22,44.52184
2020-05-23,5.47815
2020-05-24,3.03989
2020-05-25,41.13362
2020-05-26,43.16022
2020-05-27,46.07346
2020-05-28,52.40658
2020-05-29,41.35528
2020-05-30,4.33818
2020-05-31,2.43825
2020-06-01,40.24699
2020-06-02,42.33692
2020-06-03,46.54844
2020-06-04,49.30335
2020-06-05,44.49018
2020-06-06,5.25649
2020-06-07,2.59658
2020-06-08,45.69347
2020-06-09,47.05509
2020-06-10,46.42178
2020-06-11,49.49335
2020-06-12,63.33122
2020-06-13,7.02976
2020-06-14,2.9449
2020-06-15,83.91386
2020-06-16,66.27612
2020-06-17,65.00949
2020-06-18,53.03989
2020-06-19,47.53008
2020-06-20,6.7131
2020-06-21,2.97656
2020-06-22,48.25839
2020-06-23,48.76504
2020-06-24,46.99176
2020-06-25,53.10322
2020-06-26,47.91006
2020-06-27,5.73147
2020-06-28,2.91323
2020-06-29,55.57314
2020-06-30,47.34008
2020-07-01,46.61177
2020-07-02,44.33185
2020-07-03,40.34198
2020-07-04,5.12982
2020-07-05,2.40658
2020-07-06,41.54528
2020-07-07,52.34325
2020-07-08,46.13679
2020-07-09,43.69854
2020-07-10,41.29195
2020-07-11,5.54148
2020-07-12,2.69157
2020-07-13,38.88537
2020-07-14,49.39835
2020-07-15,44.77517
2020-07-16,50.66497
2020-07-17,41.57694
2020-07-18,4.9715
2020-07-19,2.21659
2020-07-20,41.7036
2020-07-21,43.03356
2020-07-22,45.53514
2020-07-23,44.9335
2020-07-24,44.9335
2020-07-25,5.63647
2020-07-26,2.88157
2020-07-27,39.51868
2020-07-28,43.47688
2020-07-29,45.91513
2020-07-30,46.51678
2020-07-31,43.69854
2020-08-01,6.07979
2020-08-02,1.55161
2020-08-03,42.8119
2020-08-04,43.09689
2020-08-05,45.66181
2020-08-06,46.07346
2020-08-07,52.72324
2020-08-08,6.55478
2020-08-09,2.81823
2020-08-10,41.22862
2020-08-11,43.09689
2020-08-12,56.68144
2020-08-13,44.8385
2020-08-14,51.36162
2020-08-15,5.50981
2020-08-16,2.40658
2020-08-17,21.75427
2020-08-18,56.83977
2020-08-19,52.97656
2020-08-20,66.81443
2020-08-21,49.65167
2020-08-22,5.7948
2020-08-23,2.59658
2020-08-24,42.78024
2020-08-25,38.79037
2020-08-26,43.09689
2020-08-27,43.85687
2020-08-28,38.31538
2020-08-29,5.22482
2020-08-30,2.56491
2020-08-31,42.55858
2020-09-01,40.72197
2020-09-02,39.04369
2020-09-03,39.39202
2020-09-04,58.61304
2020-09-05,6.9981
2020-09-06,2.69157
2020-09-07,41.7036
2020-09-08,43.31855
2020-09-09,52.43825
2020-09-10,43.63521
2020-09-11,43.88853
2020-09-12,5.9848
2020-09-13,3.10322
2020-09-14,38.34705
2020-09-15,43.38188
2020-09-16,43.41355
2020-09-17,54.49651
2020-09-18,42.8119
2020-09-19,4.68651
2020-09-20,1.8366
2020-09-21,53.57821
2020-09-22,65.89613
2020-09-23,54.14819
2020-09-24,68.61937
2020-09-25,53.60987
2020-09-26,6.68144
2020-09-27,2.62824
2020-09-28,38.8537
2020-09-29,34.73717
2020-09-30,6.61811
2020-10-01,5.54148
2020-10-02,7.12476
2020-10-03,5.7948
2020-10-04,3.10322
2020-10-05,39.867
2020-10-06,41.9886
2020-10-07,40.02533
2020-10-08,39.58201
2020-10-09,10.57631
2020-10-10,4.74984
2020-10-11,1.9316
2020-10-12,35.62381
2020-10-13,43.00189
2020-10-14,39.55034
2020-10-15,47.40341
2020-10-16,43.00189
2020-10-17,5.7948
2020-10-18,2.88157
2020-10-19,41.29195
2020-10-20,45.8518
2020-10-21,42.17859
2020-10-22,42.46358
2020-10-23,34.67384
2020-10-24,5.41481
2020-10-25,2.08993
2020-10-26,42.87523
2020-10-27,39.67701
2020-10-28,36.9221
2020-10-29,44.52184
2020-10-30,43.85687
2020-10-31,5.76314
2020-11-01,2.50158
2020-11-02,34.92716
2020-11-03,37.55541
2020-11-04,39.867
2020-11-05,39.58201
2020-11-06,44.58518
2020-11-07,6.55478
2020-11-08,2.02659
2020-11-09,40.05699
2020-11-10,47.59341
2020-11-11,44.11019
2020-11-12,46.07346
2020-11-13,43.28689
2020-11-14,6.20645
2020-11-15,2.21659
2020-11-16,42.08359
2020-11-17,46.10512
2020-11-18,43.44521
2020-11-19,48.06839
2020-11-20,39.867
2020-11-21,5.8898
2020-11-22,2.56491
2020-11-23,43.09689
2020-11-24,48.82837
2020-11-25,55.63647
2020-11-26,45.7568
2020-11-27,42.62191
2020-11-28,6.26979
2020-11-29,2.37492
2020-11-30,48.10006
2020-12-01,43.44521
2020-12-02,45.21849
2020-12-03,74.69917
2020-12-04,43.35022
2020-12-05,5.12982
2020-12-06,2.65991
2020-12-07,45.56681
2020-12-08,57.56808
2020-12-09,49.20835
2020-12-10,52.40658
2020-12-11,47.30842
2020-12-12,6.61811
2020-12-13,2.34325
2020-12-14,46.26345
2020-12-15,49.20835
2020-12-16,45.63014
2020-12-17,47.49841
2020-12-18,44.01519
2020-12-19,7.37808
2020-12-20,3.67321
2020-12-21,45.63014
2020-12-22,64.28119
2020-12-23,54.27485
2020-12-24,43.28689
2020-12-25,7.06143
2020-12-26,3.22989
2020-12-27,2.43825
2020-12-28,44.64851
2020-12-29,45.09183
2020-12-30,47.18176
2020-12-31,24.41418
2021-01-01,4.05319
2021-01-02,2.78657
2021-01-03,2.62824
2021-01-04,70.58264
2021-01-05,55.69981
2021-01-06,61.71627
2021-01-07,55.92146
2021-01-08,57.28309
2021-01-09,8.26472
2021-01-10,4.11652
2021-01-11,85.49715
2021-01-12,75.42748
2021-01-13,68.33438
2021-01-14,62.41291
2021-01-15,70.96263
2021-01-16,7.47308
2021-01-17,2.78657
2021-01-18,69.25269
2021-01-19,64.66117
2021-01-20,64.24952
2021-01-21,57.50474
2021-01-22,62.25459
2021-01-23,7.59974
2021-01-24,3.48321
2021-01-25,55.82647
2021-01-26,68.08106
2021-01-27,68.36605
2021-01-28,78.49905
2021-01-29,89.29702
2021-01-30,9.05636
2021-01-31,4.84483
2021-02-01,68.58771
2021-02-02,65.07283
2021-02-03,63.17289
2021-02-04,64.15452
2021-02-05,55.28815
2021-02-06,8.35972
2021-02-07,3.38822
2021-02-08,59.24635
2021-02-09,49.74667
2021-02-10,49.58834
2021-02-11,8.01139
2021-02-12,5.19316
2021-02-13,4.74984
2021-02-14,3.03989
2021-02-15,50.41165
2021-02-16,55.25649
2021-02-17,53.41988
2021-02-18,59.87967
2021-02-19,57.25142
2021-02-20,7.63141
2021-02-21,3.41988
2021-02-22,59.78467
2021-02-23,61.71627
2021-02-24,77.54908
2021-02-25,63.52121
2021-02-26,75.93413
2021-02-27,10.06966
2021-02-28,3.9582
2021-03-01,9.46801
2021-03-02,58.96136
2021-03-03,56.93476
2021-03-04,57.28309
2021-03-05,55.63647
2021-03-06,8.13806
2021-03-07,4.40151
2021-03-08,62.22292
2021-03-09,65.13616
2021-03-10,60.29132
2021-03-11,57.15642
2021-03-12,50.69664
2021-03-13,8.48638
2021-03-14,3.79987
2021-03-15,53.41988
2021-03-16,51.45661
2021-03-17,51.45661
2021-03-18,48.54338
2021-03-19,48.44838
2021-03-20,7.78974
2021-03-21,4.02153
2021-03-22,45.47181
2021-03-23,47.84673
2021-03-24,45.66181
2021-03-25,47.02343
2021-03-26,42.68524
2021-03-27,6.9981
2021-03-28,3.98986
2021-03-29,46.23179
2021-03-30,42.8119
2021-03-31,44.58518
2021-04-01,44.99683
2021-04-02,43.06523
2021-04-03,5.73147
2021-04-04,3.45155
2021-04-05,44.30018
2021-04-06,45.50348
2021-04-07,45.12349
2021-04-08,44.26852
2021-04-09,41.7986
2021-04-10,5.44648
2021-04-11,3.67321
2021-04-12,38.88537
2021-04-13,42.27359
2021-04-14,40.12032
2021-04-15,44.26852
2021-04-16,41.10196
2021-04-17,5.19316
2021-04-18,3.07156
2021-04-19,40.94363
2021-04-20,40.46865
2021-04-21,51.36162
2021-04-22,43.76187
2021-04-23,40.40531
2021-04-24,5.28815
2021-04-25,2.62824
2021-04-26,35.62381
2021-04-27,40.81697
2021-04-28,47.46675
2021-04-29,44.55351
2021-04-30,41.86193
2021-05-01,4.74984
2021-05-02,2.46991
2021-05-03,42.33692
2021-05-04,41.16529
2021-05-05,9.753
2021-05-06,38.98036
2021-05-07,35.24382
2021-05-08,5.16149
2021-05-09,2.78657
2021-05-10,37.9354
2021-05-11,48.25839
2021-05-12,56.20645
2021-05-13,55.73147
2021-05-14,45.09183
2021-05-15,6.58644
2021-05-16,2.7549
2021-05-17,43.60354
2021-05-18,40.53198
2021-05-19,11.27295
2021-05-20,44.26852
2021-05-21,40.84863
2021-05-22,5.50981
2021-05-23,3.48321
2021-05-24,42.14692
2021-05-25,39.80367
2021-05-26,42.02026
2021-05-27,41.00696
2021-05-28,38.12539
2021-05-29,5.57314
2021-05-30,2.46991
2021-05-31,37.90373
2021-06-01,38.53704
2021-06-02,41.32362
2021-06-03,37.77707
2021-06-04,37.90373
2021-06-05,6.04813
2021-06-06,2.8499
2021-06-07,40.43698
2021-06-08,39.80367
2021-06-09,42.08359
2021-06-10,39.51868
2021-06-11,37.77707
2021-06-12,5.7948
2021-06-13,2.08993
2021-06-14,37.36542
2021-06-15,36.76377
2021-06-16,37.68207
2021-06-17,38.06206
2021-06-18,36.57378
2021-06-19,5.8898
2021-06-20,2.46991
2021-06-21,44.49018
2021-06-22,38.53704
2021-06-23,39.10702
2021-06-24,38.31538
2021-06-25,37.65041
2021-06-26,5.47815
2021-06-27,2.7549
2021-06-28,37.42875
2021-06-29,37.20709
2021-06-30,38.63204
2021-07-01,37.55541
2021-07-02,34.83217
2021-07-03,4.84483
2021-07-04,2.50158
2021-07-05,33.7872
2021-07-06,33.40721
2021-07-07,36.8271
2021-07-08,45.8518
2021-07-09,47.05509
2021-07-10,6.64977
2021-07-11,2.69157
2021-07-12,33.59721
2021-07-13,36.70044
2021-07-14,38.22039
2021-07-15,37.42875
2021-07-16,39.13869
2021-07-17,5.73147
2021-07-18,2.7549
2021-07-19,40.15199
2021-07-20,43.60354
2021-07-21,44.49018
2021-07-22,38.53704
2021-07-23,36.16212
2021-07-24,5.31982
2021-07-25,2.31158
2021-07-26,38.91703
2021-07-27,38.09373
2021-07-28,40.34198
2021-07-29,37.04876
2021-07-30,45.28182
2021-07-31,5.82647
2021-08-01,1.70994
2021-08-02,33.24889
2021-08-03,36.03546
2021-08-04,38.60037
2021-08-05,38.03039
