date,자동차보험갱신
2020-08-06,28.13953
2020-08-07,23.48837
2020-08-08,8.8372
2020-08-09,11.6279
2020-08-10,32.32558
2020-08-11,21.39534
2020-08-12,22.09302
2020-08-13,22.09302
2020-08-14,20.23255
2020-08-15,14.88372
2020-08-16,12.09302
2020-08-17,15.81395
2020-08-18,28.60465
2020-08-19,24.88372
2020-08-20,21.6279
2020-08-21,16.51162
2020-08-22,12.32558
2020-08-23,14.18604
2020-08-24,23.95348
2020-08-25,23.72093
2020-08-26,22.09302
2020-08-27,19.76744
2020-08-28,19.30232
2020-08-29,10.93023
2020-08-30,11.86046
2020-08-31,26.97674
2020-09-01,23.48837
2020-09-02,25.34883
2020-09-03,24.65116
2020-09-04,16.51162
2020-09-05,10.69767
2020-09-06,15.34883
2020-09-07,28.13953
2020-09-08,22.32558
2020-09-09,22.32558
2020-09-10,22.55813
2020-09-11,22.55813
2020-09-12,12.32558
2020-09-13,11.39534
2020-09-14,25.58139
2020-09-15,24.65116
2020-09-16,23.95348
2020-09-17,21.6279
2020-09-18,18.13953
2020-09-19,13.72093
2020-09-20,12.32558
2020-09-21,26.51162
2020-09-22,31.39534
2020-09-23,21.6279
2020-09-24,18.37209
2020-09-25,20.93023
2020-09-26,9.53488
2020-09-27,11.16279
2020-09-28,27.67441
2020-09-29,23.48837
2020-09-30,11.86046
2020-10-01,12.09302
2020-10-02,9.76744
2020-10-03,13.02325
2020-10-04,20.23255
2020-10-05,37.67441
2020-10-06,25.34883
2020-10-07,25.58139
2020-10-08,24.4186
2020-10-09,19.76744
2020-10-10,12.79069
2020-10-11,12.32558
2020-10-12,26.04651
2020-10-13,39.76744
2020-10-14,31.16279
2020-10-15,28.8372
2020-10-16,19.53488
2020-10-17,12.32558
2020-10-18,15.11627
2020-10-19,26.74418
2020-10-20,23.02325
2020-10-21,22.09302
2020-10-22,26.51162
2020-10-23,19.76744
2020-10-24,10.46511
2020-10-25,13.48837
2020-10-26,26.97674
2020-10-27,35.58139
2020-10-28,20.93023
2020-10-29,20.69767
2020-10-30,18.60465
2020-10-31,13.48837
2020-11-01,15.58139
2020-11-02,23.02325
2020-11-03,25.34883
2020-11-04,21.16279
2020-11-05,21.16279
2020-11-06,21.39534
2020-11-07,14.65116
2020-11-08,15.11627
2020-11-09,28.13953
2020-11-10,23.95348
2020-11-11,20.0
2020-11-12,17.44186
2020-11-13,23.48837
2020-11-14,9.76744
2020-11-15,11.39534
2020-11-16,19.06976
2020-11-17,23.25581
2020-11-18,14.4186
2020-11-19,18.13953
2020-11-20,16.27906
2020-11-21,9.06976
2020-11-22,12.32558
2020-11-23,21.39534
2020-11-24,23.95348
2020-11-25,20.93023
2020-11-26,19.53488
2020-11-27,18.60465
2020-11-28,9.76744
2020-11-29,12.55813
2020-11-30,26.04651
2020-12-01,28.8372
2020-12-02,23.48837
2020-12-03,21.86046
2020-12-04,19.76744
2020-12-05,14.65116
2020-12-06,16.04651
2020-12-07,25.34883
2020-12-08,21.39534
2020-12-09,20.93023
2020-12-10,18.37209
2020-12-11,20.46511
2020-12-12,16.51162
2020-12-13,11.16279
2020-12-14,25.34883
2020-12-15,23.48837
2020-12-16,19.06976
2020-12-17,21.6279
2020-12-18,12.55813
2020-12-19,12.55813
2020-12-20,12.32558
2020-12-21,25.11627
2020-12-22,20.93023
2020-12-23,16.74418
2020-12-24,13.72093
2020-12-25,10.46511
2020-12-26,7.90697
2020-12-27,13.95348
2020-12-28,27.44186
2020-12-29,20.93023
2020-12-30,21.6279
2020-12-31,19.06976
2021-01-01,14.18604
2021-01-02,14.4186
2021-01-03,18.60465
2021-01-04,30.46511
2021-01-05,33.48837
2021-01-06,25.11627
2021-01-07,25.11627
2021-01-08,21.39534
2021-01-09,14.18604
2021-01-10,13.48837
2021-01-11,29.06976
2021-01-12,20.23255
2021-01-13,24.4186
2021-01-14,28.37209
2021-01-15,25.34883
2021-01-16,13.25581
2021-01-17,15.34883
2021-01-18,25.11627
2021-01-19,28.60465
2021-01-20,23.95348
2021-01-21,19.76744
2021-01-22,21.6279
2021-01-23,13.25581
2021-01-24,13.48837
2021-01-25,22.55813
2021-01-26,22.55813
2021-01-27,19.76744
2021-01-28,17.2093
2021-01-29,19.06976
2021-01-30,14.4186
2021-01-31,11.86046
2021-02-01,22.55813
2021-02-02,24.65116
2021-02-03,19.76744
2021-02-04,15.11627
2021-02-05,19.30232
2021-02-06,13.95348
2021-02-07,12.79069
2021-02-08,22.32558
2021-02-09,21.39534
2021-02-10,20.23255
2021-02-11,16.74418
2021-02-12,8.13953
2021-02-13,12.32558
2021-02-14,15.58139
2021-02-15,36.04651
2021-02-16,26.51162
2021-02-17,20.0
2021-02-18,23.02325
2021-02-19,19.30232
2021-02-20,8.60465
2021-02-21,13.02325
2021-02-22,24.88372
2021-02-23,22.55813
2021-02-24,19.76744
2021-02-25,29.30232
2021-02-26,18.8372
2021-02-27,9.53488
2021-02-28,17.44186
2021-03-01,16.27906
2021-03-02,27.2093
2021-03-03,27.67441
2021-03-04,24.4186
2021-03-05,20.46511
2021-03-06,14.65116
2021-03-07,11.6279
2021-03-08,23.72093
2021-03-09,25.11627
2021-03-10,24.18604
2021-03-11,20.0
2021-03-12,20.93023
2021-03-13,11.39534
2021-03-14,15.81395
2021-03-15,30.46511
2021-03-16,23.25581
2021-03-17,17.90697
2021-03-18,21.16279
2021-03-19,23.02325
2021-03-20,11.6279
2021-03-21,14.88372
2021-03-22,20.93023
2021-03-23,20.93023
2021-03-24,20.23255
2021-03-25,20.23255
2021-03-26,16.97674
2021-03-27,10.93023
2021-03-28,17.44186
2021-03-29,20.0
2021-03-30,20.69767
2021-03-31,23.25581
2021-04-01,20.93023
2021-04-02,21.6279
2021-04-03,13.72093
2021-04-04,13.95348
2021-04-05,23.72093
2021-04-06,23.25581
2021-04-07,24.18604
2021-04-08,21.86046
2021-04-09,22.79069
2021-04-10,11.6279
2021-04-11,8.8372
2021-04-12,32.55813
2021-04-13,23.72093
2021-04-14,24.65116
2021-04-15,21.16279
2021-04-16,17.44186
2021-04-17,11.39534
2021-04-18,12.32558
2021-04-19,27.67441
2021-04-20,24.4186
2021-04-21,21.16279
2021-04-22,20.0
2021-04-23,19.76744
2021-04-24,8.60465
2021-04-25,9.06976
2021-04-26,28.8372
2021-04-27,19.53488
2021-04-28,20.93023
2021-04-29,21.86046
2021-04-30,19.06976
2021-05-01,15.11627
2021-05-02,16.74418
2021-05-03,25.11627
2021-05-04,20.69767
2021-05-05,13.72093
2021-05-06,27.67441
2021-05-07,21.39534
2021-05-08,13.72093
2021-05-09,14.88372
2021-05-10,27.2093
2021-05-11,31.16279
2021-05-12,24.4186
2021-05-13,18.8372
2021-05-14,20.23255
2021-05-15,12.79069
2021-05-16,12.79069
2021-05-17,32.09302
2021-05-18,24.18604
2021-05-19,12.55813
2021-05-20,25.81395
2021-05-21,20.69767
2021-05-22,13.72093
2021-05-23,16.74418
2021-05-24,26.51162
2021-05-25,25.34883
2021-05-26,27.67441
2021-05-27,26.97674
2021-05-28,22.32558
2021-05-29,11.86046
2021-05-30,10.69767
2021-05-31,27.67441
2021-06-01,30.0
2021-06-02,26.51162
2021-06-03,20.69767
2021-06-04,24.18604
2021-06-05,18.13953
2021-06-06,13.25581
2021-06-07,34.65116
2021-06-08,29.30232
2021-06-09,24.65116
2021-06-10,23.48837
2021-06-11,27.44186
2021-06-12,15.34883
2021-06-13,14.18604
2021-06-14,29.76744
2021-06-15,29.53488
2021-06-16,28.13953
2021-06-17,25.58139
2021-06-18,22.55813
2021-06-19,8.8372
2021-06-20,13.72093
2021-06-21,21.6279
2021-06-22,23.95348
2021-06-23,21.86046
2021-06-24,20.23255
2021-06-25,19.06976
2021-06-26,12.79069
2021-06-27,13.48837
2021-06-28,25.58139
2021-06-29,19.06976
2021-06-30,22.79069
2021-07-01,28.60465
2021-07-02,21.86046
2021-07-03,13.72093
2021-07-04,12.32558
2021-07-05,22.32558
2021-07-06,23.48837
2021-07-07,17.44186
2021-07-08,20.46511
2021-07-09,19.30232
2021-07-10,12.55813
2021-07-11,12.09302
2021-07-12,28.13953
2021-07-13,21.6279
2021-07-14,20.93023
2021-07-15,16.97674
2021-07-16,20.69767
2021-07-17,10.46511
2021-07-18,11.6279
2021-07-19,26.04651
2021-07-20,25.81395
2021-07-21,21.16279
2021-07-22,19.30232
2021-07-23,16.51162
2021-07-24,9.06976
2021-07-25,11.6279
2021-07-26,22.79069
2021-07-27,21.6279
2021-07-28,21.16279
2021-07-29,16.97674
2021-07-30,21.16279
2021-07-31,11.86046
2021-08-01,14.4186
2021-08-02,23.72093
2021-08-03,21.39534
2021-08-04,19.30232
2021-08-05,23.02325
2021-08-06,21.39534
2021-08-07,10.46511
2021-08-08,10.0
2021-08-09,28.13953
2021-08-10,23.02325
2021-08-11,24.88372
2021-08-12,20.93023
2021-08-13,25.11627
2021-08-14,12.79069
2021-08-15,10.46511
2021-08-16,15.34883
2021-08-17,23.72093
2021-08-18,23.72093
2021-08-19,26.04651
2021-08-20,23.02325
2021-08-21,10.23255
2021-08-22,13.95348
2021-08-23,26.04651
2021-08-24,22.55813
2021-08-25,21.6279
2021-08-26,20.46511
2021-08-27,20.46511
2021-08-28,11.39534
2021-08-29,11.86046
2021-08-30,24.88372
2021-08-31,21.86046
2021-09-01,26.74418
2021-09-02,20.23255
2021-09-03,17.90697
2021-09-04,16.27906
2021-09-05,12.09302
2021-09-06,25.34883
2021-09-07,29.30232
2021-09-08,24.18604
2021-09-09,19.76744
2021-09-10,25.58139
2021-09-11,14.65116
2021-09-12,10.0
2021-09-13,24.65116
2021-09-14,20.46511
2021-09-15,22.79069
2021-09-16,19.76744
2021-09-17,17.67441
2021-09-18,11.39534
2021-09-19,6.51162
2021-09-20,8.13953
2021-09-21,8.60465
2021-09-22,11.86046
2021-09-23,35.81395
2021-09-24,26.74418
2021-09-25,12.79069
2021-09-26,10.0
2021-09-27,23.48837
2021-09-28,23.02325
2021-09-29,27.44186
2021-09-30,23.72093
2021-10-01,25.58139
2021-10-02,11.39534
2021-10-03,10.46511
2021-10-04,16.51162
2021-10-05,28.13953
2021-10-06,25.81395
2021-10-07,19.30232
2021-10-08,24.65116
2021-10-09,12.32558
2021-10-10,11.6279
2021-10-11,19.30232
2021-10-12,37.44186
2021-10-13,30.93023
2021-10-14,31.6279
2021-10-15,28.13953
2021-10-16,12.09302
2021-10-17,12.09302
2021-10-18,23.48837
2021-10-19,24.18604
2021-10-20,22.09302
2021-10-21,25.11627
2021-10-22,14.65116
2021-10-23,9.06976
2021-10-24,10.46511
2021-10-25,22.32558
2021-10-26,25.34883
2021-10-27,23.72093
2021-10-28,18.37209
2021-10-29,22.55813
2021-10-30,11.16279
2021-10-31,13.48837
2021-11-01,28.60465
2021-11-02,22.32558
2021-11-03,17.44186
2021-11-04,21.6279
2021-11-05,17.44186
2021-11-06,13.25581
2021-11-07,16.04651
2021-11-08,24.18604
2021-11-09,24.4186
2021-11-10,26.04651
2021-11-11,22.79069
2021-11-12,20.0
2021-11-13,14.65116
2021-11-14,14.65116
2021-11-15,24.4186
2021-11-16,20.93023
2021-11-17,19.76744
2021-11-18,17.90697
2021-11-19,20.23255
2021-11-20,9.53488
2021-11-21,15.58139
2021-11-22,21.39534
2021-11-23,19.76744
2021-11-24,20.93023
2021-11-25,17.44186
2021-11-26,19.76744
2021-11-27,13.48837
2021-11-28,15.34883
2021-11-29,28.13953
2021-11-30,28.37209
2021-12-01,28.8372
2021-12-02,20.0
2021-12-03,24.88372
2021-12-04,10.23255
2021-12-05,13.02325
2021-12-06,24.65116
2021-12-07,21.86046
2021-12-08,18.37209
2021-12-09,21.39534
2021-12-10,22.55813
2021-12-11,12.79069
2021-12-12,12.79069
2021-12-13,22.79069
2021-12-14,24.18604
2021-12-15,27.67441
2021-12-16,21.39534
2021-12-17,26.04651
2021-12-18,9.30232
2021-12-19,13.72093
2021-12-20,21.86046
2021-12-21,19.30232
2021-12-22,23.25581
2021-12-23,13.25581
2021-12-24,15.58139
2021-12-25,6.74418
2021-12-26,16.51162
2021-12-27,25.58139
2021-12-28,19.06976
2021-12-29,20.46511
2021-12-30,16.27906
2021-12-31,19.76744
2022-01-01,14.88372
2022-01-02,14.18604
2022-01-03,27.67441
2022-01-04,26.51162
2022-01-05,23.95348
2022-01-06,23.95348
2022-01-07,19.76744
2022-01-08,13.25581
2022-01-09,13.25581
2022-01-10,24.65116
2022-01-11,24.4186
2022-01-12,26.04651
2022-01-13,25.11627
2022-01-14,22.79069
2022-01-15,11.16279
2022-01-16,12.32558
2022-01-17,30.0
2022-01-18,27.2093
2022-01-19,24.4186
2022-01-20,25.34883
2022-01-21,16.27906
2022-01-22,10.23255
2022-01-23,10.46511
2022-01-24,22.79069
2022-01-25,24.65116
2022-01-26,23.02325
2022-01-27,17.2093
2022-01-28,21.86046
2022-01-29,16.74418
2022-01-30,8.13953
2022-01-31,13.02325
2022-02-01,12.55813
2022-02-02,17.2093
2022-02-03,28.60465
2022-02-04,28.8372
2022-02-05,15.34883
2022-02-06,12.79069
2022-02-07,30.93023
2022-02-08,23.95348
2022-02-09,22.09302
2022-02-10,19.53488
2022-02-11,22.32558
2022-02-12,14.65116
2022-02-13,14.65116
2022-02-14,28.37209
2022-02-15,30.0
2022-02-16,20.93023
2022-02-17,19.30232
2022-02-18,24.18604
2022-02-19,15.34883
2022-02-20,14.65116
2022-02-21,26.04651
2022-02-22,26.51162
2022-02-23,21.39534
2022-02-24,22.09302
2022-02-25,21.16279
2022-02-26,15.34883
2022-02-27,13.02325
2022-02-28,24.18604
2022-03-01,17.90697
2022-03-02,28.37209
2022-03-03,26.97674
2022-03-04,30.46511
2022-03-05,15.58139
2022-03-06,15.11627
2022-03-07,31.39534
2022-03-08,23.25581
2022-03-09,13.95348
2022-03-10,30.23255
2022-03-11,31.39534
2022-03-12,17.44186
2022-03-13,12.79069
2022-03-14,33.25581
2022-03-15,25.11627
2022-03-16,22.79069
2022-03-17,24.18604
2022-03-18,26.51162
2022-03-19,11.39534
2022-03-20,18.8372
2022-03-21,30.23255
2022-03-22,31.39534
2022-03-23,22.32558
2022-03-24,17.67441
2022-03-25,20.69767
2022-03-26,13.72093
2022-03-27,14.4186
2022-03-28,23.02325
2022-03-29,23.48837
2022-03-30,23.25581
2022-03-31,20.93023
2022-04-01,19.76744
2022-04-02,12.79069
2022-04-03,12.32558
2022-04-04,26.97674
2022-04-05,23.25581
2022-04-06,26.27906
2022-04-07,23.02325
2022-04-08,21.16279
2022-04-09,13.48837
2022-04-10,16.51162
2022-04-11,26.51162
2022-04-12,23.72093
2022-04-13,32.09302
2022-04-14,34.4186
2022-04-15,26.27906
2022-04-16,13.02325
2022-04-17,20.0
2022-04-18,23.95348
2022-04-19,24.65116
2022-04-20,26.51162
2022-04-21,22.79069
2022-04-22,17.67441
2022-04-23,13.25581
2022-04-24,11.16279
2022-04-25,28.37209
2022-04-26,21.6279
2022-04-27,20.69767
2022-04-28,18.37209
2022-04-29,22.79069
2022-04-30,12.32558
2022-05-01,11.16279
2022-05-02,25.34883
2022-05-03,27.90697
2022-05-04,24.4186
2022-05-05,13.48837
2022-05-06,21.39534
2022-05-07,12.32558
2022-05-08,15.81395
2022-05-09,26.27906
2022-05-10,31.86046
2022-05-11,22.09302
2022-05-12,23.02325
2022-05-13,22.55813
2022-05-14,15.81395
2022-05-15,16.04651
2022-05-16,28.8372
2022-05-17,23.25581
2022-05-18,21.86046
2022-05-19,21.86046
2022-05-20,22.32558
2022-05-21,11.39534
2022-05-22,14.4186
2022-05-23,24.88372
2022-05-24,22.55813
2022-05-25,25.34883
2022-05-26,21.16279
2022-05-27,22.09302
2022-05-28,13.25581
2022-05-29,11.16279
2022-05-30,32.32558
2022-05-31,27.2093
2022-06-01,14.88372
2022-06-02,28.13953
2022-06-03,23.25581
2022-06-04,12.55813
2022-06-05,14.18604
2022-06-06,14.4186
2022-06-07,28.37209
2022-06-08,27.44186
2022-06-09,26.27906
2022-06-10,20.46511
2022-06-11,13.72093
2022-06-12,12.79069
2022-06-13,26.74418
2022-06-14,23.48837
2022-06-15,32.55813
2022-06-16,26.27906
2022-06-17,23.48837
2022-06-18,18.13953
2022-06-19,14.18604
2022-06-20,27.44186
2022-06-21,26.04651
2022-06-22,23.25581
2022-06-23,21.6279
2022-06-24,24.65116
2022-06-25,17.67441
2022-06-26,17.67441
2022-06-27,34.18604
2022-06-28,22.79069
2022-06-29,21.39534
2022-06-30,27.2093
2022-07-01,26.04651
2022-07-02,13.72093
2022-07-03,14.18604
2022-07-04,32.09302
2022-07-05,29.06976
2022-07-06,24.65116
2022-07-07,17.44186
2022-07-08,19.76744
2022-07-09,10.46511
2022-07-10,11.6279
2022-07-11,23.25581
2022-07-12,28.13953
2022-07-13,23.95348
2022-07-14,32.32558
2022-07-15,29.76744
2022-07-16,13.02325
2022-07-17,12.55813
2022-07-18,25.34883
2022-07-19,23.48837
2022-07-20,29.30232
2022-07-21,20.69767
2022-07-22,18.60465
2022-07-23,13.48837
2022-07-24,13.48837
2022-07-25,30.23255
2022-07-26,25.58139
2022-07-27,24.65116
2022-07-28,22.32558
2022-07-29,18.37209
2022-07-30,15.58139
2022-07-31,12.55813
2022-08-01,33.48837
2022-08-02,21.86046
2022-08-03,20.46511
2022-08-04,23.72093
2022-08-05,23.02325
2022-08-06,10.69767
2022-08-07,9.76744
2022-08-08,28.60465
2022-08-09,24.65116
2022-08-10,26.74418
2022-08-11,26.51162
2022-08-12,23.02325
2022-08-13,10.69767
2022-08-14,11.39534
2022-08-15,17.67441
2022-08-16,33.72093
2022-08-17,30.93023
2022-08-18,23.48837
2022-08-19,23.25581
2022-08-20,12.55813
2022-08-21,11.86046
2022-08-22,27.2093
2022-08-23,20.69767
2022-08-24,22.79069
2022-08-25,28.13953
2022-08-26,16.74418
2022-08-27,13.72093
2022-08-28,14.88372
2022-08-29,19.53488
2022-08-30,20.93023
2022-08-31,23.48837
2022-09-01,27.90697
2022-09-02,19.53488
2022-09-03,12.79069
2022-09-04,13.25581
2022-09-05,22.09302
2022-09-06,27.44186
2022-09-07,24.65116
2022-09-08,26.04651
2022-09-09,10.93023
2022-09-10,10.0
2022-09-11,13.02325
2022-09-12,12.09302
2022-09-13,33.95348
2022-09-14,30.69767
2022-09-15,25.34883
2022-09-16,28.37209
2022-09-17,17.44186
2022-09-18,9.76744
2022-09-19,29.06976
2022-09-20,30.69767
2022-09-21,31.16279
2022-09-22,20.93023
2022-09-23,21.86046
2022-09-24,10.46511
2022-09-25,13.25581
2022-09-26,30.0
2022-09-27,24.88372
2022-09-28,26.27906
2022-09-29,26.04651
2022-09-30,24.88372
2022-10-01,12.55813
2022-10-02,13.02325
2022-10-03,15.11627
2022-10-04,34.65116
2022-10-05,33.72093
2022-10-06,30.69767
2022-10-07,20.69767
2022-10-08,12.55813
2022-10-09,12.79069
2022-10-10,13.48837
2022-10-11,30.23255
2022-10-12,29.53488
2022-10-13,24.88372
2022-10-14,22.32558
2022-10-15,14.88372
2022-10-16,14.88372
2022-10-17,25.81395
2022-10-18,26.04651
2022-10-19,26.51162
2022-10-20,23.48837
2022-10-21,23.72093
2022-10-22,12.79069
2022-10-23,12.09302
2022-10-24,26.51162
2022-10-25,29.30232
2022-10-26,26.97674
2022-10-27,24.65116
2022-10-28,22.32558
2022-10-29,11.16279
2022-10-30,11.16279
2022-10-31,25.34883
2022-11-01,35.81395
2022-11-02,25.81395
2022-11-03,26.97674
2022-11-04,23.95348
2022-11-05,11.39534
2022-11-06,12.55813
2022-11-07,31.39534
2022-11-08,28.8372
2022-11-09,24.4186
2022-11-10,24.88372
2022-11-11,23.25581
2022-11-12,12.79069
2022-11-13,12.32558
2022-11-14,30.46511
2022-11-15,27.2093
2022-11-16,27.90697
2022-11-17,28.8372
2022-11-18,19.06976
2022-11-19,9.76744
2022-11-20,16.04651
2022-11-21,24.65116
2022-11-22,25.81395
2022-11-23,23.95348
2022-11-24,23.95348
2022-11-25,19.30232
2022-11-26,10.23255
2022-11-27,11.16279
2022-11-28,26.74418
2022-11-29,25.81395
2022-11-30,33.48837
2022-12-01,25.34883
2022-12-02,22.09302
2022-12-03,16.27906
2022-12-04,20.0
2022-12-05,34.4186
2022-12-06,30.0
2022-12-07,23.25581
2022-12-08,26.27906
2022-12-09,23.48837
2022-12-10,16.04651
2022-12-11,15.81395
2022-12-12,27.44186
2022-12-13,21.6279
2022-12-14,30.69767
2022-12-15,22.32558
2022-12-16,26.74418
2022-12-17,12.32558
2022-12-18,16.74418
2022-12-19,28.13953
2022-12-20,26.51162
2022-12-21,29.76744
2022-12-22,25.11627
2022-12-23,18.60465
2022-12-24,10.69767
2022-12-25,9.53488
2022-12-26,28.60465
2022-12-27,26.27906
2022-12-28,28.37209
2022-12-29,22.79069
2022-12-30,24.4186
2022-12-31,13.02325
2023-01-01,15.58139
2023-01-02,40.93023
2023-01-03,26.51162
2023-01-04,31.39534
2023-01-05,27.2093
2023-01-06,26.27906
2023-01-07,12.09302
2023-01-08,18.60465
2023-01-09,31.6279
2023-01-10,30.0
2023-01-11,18.8372
2023-01-12,20.0
2023-01-13,30.0
2023-01-14,13.72093
2023-01-15,19.06976
2023-01-16,33.95348
2023-01-17,32.09302
2023-01-18,26.97674
2023-01-19,21.39534
2023-01-20,13.02325
2023-01-21,9.76744
2023-01-22,6.97674
2023-01-23,9.06976
2023-01-24,14.88372
2023-01-25,32.79069
2023-01-26,25.58139
2023-01-27,22.55813
2023-01-28,13.48837
2023-01-29,12.79069
2023-01-30,28.8372
2023-01-31,32.09302
2023-02-01,31.39534
2023-02-02,29.53488
2023-02-03,27.90697
2023-02-04,17.44186
2023-02-05,14.65116
2023-02-06,27.2093
2023-02-07,28.8372
2023-02-08,24.18604
2023-02-09,18.8372
2023-02-10,25.58139
2023-02-11,16.74418
2023-02-12,13.95348
2023-02-13,31.16279
2023-02-14,29.53488
2023-02-15,31.86046
2023-02-16,25.11627
2023-02-17,19.53488
2023-02-18,14.18604
2023-02-19,13.48837
2023-02-20,23.72093
2023-02-21,28.60465
2023-02-22,26.04651
2023-02-23,26.04651
2023-02-24,22.79069
2023-02-25,13.72093
2023-02-26,13.95348
2023-02-27,30.93023
2023-02-28,26.74418
2023-03-01,18.37209
2023-03-02,40.0
2023-03-03,23.95348
2023-03-04,15.81395
2023-03-05,18.8372
2023-03-06,32.79069
2023-03-07,32.09302
2023-03-08,27.90697
2023-03-09,21.86046
2023-03-10,26.04651
2023-03-11,12.79069
2023-03-12,13.25581
2023-03-13,35.81395
2023-03-14,26.74418
2023-03-15,36.27906
2023-03-16,32.55813
2023-03-17,24.18604
2023-03-18,13.48837
2023-03-19,13.02325
2023-03-20,25.34883
2023-03-21,31.16279
2023-03-22,25.11627
2023-03-23,24.18604
2023-03-24,26.51162
2023-03-25,8.60465
2023-03-26,11.6279
2023-03-27,24.4186
2023-03-28,27.2093
2023-03-29,23.02325
2023-03-30,23.25581
2023-03-31,25.81395
2023-04-01,16.27906
2023-04-02,15.11627
2023-04-03,29.76744
2023-04-04,30.0
2023-04-05,20.93023
2023-04-06,23.95348
2023-04-07,18.37209
2023-04-08,7.90697
2023-04-09,10.93023
2023-04-10,34.65116
2023-04-11,30.23255
2023-04-12,28.8372
2023-04-13,30.69767
2023-04-14,27.90697
2023-04-15,16.97674
2023-04-16,8.8372
2023-04-17,28.8372
2023-04-18,28.8372
2023-04-19,23.25581
2023-04-20,25.58139
2023-04-21,23.02325
2023-04-22,11.39534
2023-04-23,12.55813
2023-04-24,27.44186
2023-04-25,23.95348
2023-04-26,24.4186
2023-04-27,21.86046
2023-04-28,23.02325
2023-04-29,14.18604
2023-04-30,16.04651
2023-05-01,16.51162
2023-05-02,28.8372
2023-05-03,33.02325
2023-05-04,25.58139
2023-05-05,9.06976
2023-05-06,9.06976
2023-05-07,16.51162
2023-05-08,25.81395
2023-05-09,31.86046
2023-05-10,33.25581
2023-05-11,24.65116
2023-05-12,19.06976
2023-05-13,18.37209
2023-05-14,12.79069
2023-05-15,33.25581
2023-05-16,34.88372
2023-05-17,25.58139
2023-05-18,26.51162
2023-05-19,21.16279
2023-05-20,14.65116
2023-05-21,16.51162
2023-05-22,24.65116
2023-05-23,24.65116
2023-05-24,20.93023
2023-05-25,28.60465
2023-05-26,22.32558
2023-05-27,9.76744
2023-05-28,10.93023
2023-05-29,18.8372
2023-05-30,37.44186
