date,경리
2020-03-20,0.09452
2020-03-21,0.09124
2020-03-22,0.08275
2020-03-23,0.10501
2020-03-24,0.09806
2020-03-25,0.09291
2020-03-26,0.08803
2020-03-27,0.0875
2020-03-28,0.08616
2020-03-29,0.08449
2020-03-30,0.08429
2020-03-31,0.09432
2020-04-01,0.10147
2020-04-02,0.10615
2020-04-03,0.09412
2020-04-04,0.0869
2020-04-05,0.08342
2020-04-06,0.09478
2020-04-07,0.10147
2020-04-08,0.10795
2020-04-09,0.10134
2020-04-10,0.09084
2020-04-11,0.076
2020-04-12,0.08937
2020-04-13,0.12587
2020-04-14,0.10047
2020-04-15,0.07827
2020-04-16,0.08128
2020-04-17,0.0895
2020-04-18,0.07593
2020-04-19,0.10849
2020-04-20,0.09331
2020-04-21,0.08957
2020-04-22,0.12694
2020-04-23,0.09224
2020-04-24,0.10949
2020-04-25,0.08355
2020-04-26,0.08262
2020-04-27,0.0883
2020-04-28,0.11357
2020-04-29,0.09204
2020-04-30,0.10521
2020-05-01,0.11511
2020-05-02,0.07921
2020-05-03,0.0889
2020-05-04,0.08008
2020-05-05,0.07994
2020-05-06,0.09218
2020-05-07,0.11049
2020-05-08,0.08509
2020-05-09,0.0994
2020-05-10,0.08857
2020-05-11,0.09285
2020-05-12,0.09131
2020-05-13,0.09278
2020-05-14,0.09806
2020-05-15,0.10261
2020-05-16,0.08696
2020-05-17,0.08142
2020-05-18,0.08997
2020-05-19,0.08536
2020-05-20,0.08716
2020-05-21,0.0895
2020-05-22,0.08937
2020-05-23,0.07928
2020-05-24,0.09325
2020-05-25,0.10541
2020-05-26,0.11551
2020-05-27,0.15628
2020-05-28,0.10381
2020-05-29,0.0883
2020-05-30,0.08723
2020-05-31,0.10829
2020-06-01,0.12714
2020-06-02,0.11076
2020-06-03,0.10281
2020-06-04,0.10909
2020-06-05,0.10969
2020-06-06,0.11384
2020-06-07,0.10602
2020-06-08,0.10735
2020-06-09,0.10434
2020-06-10,0.09505
2020-06-11,0.10053
2020-06-12,0.14813
2020-06-13,0.18543
2020-06-14,0.13971
2020-06-15,0.13777
2020-06-16,0.11116
2020-06-17,0.11731
2020-06-18,0.10107
2020-06-19,0.13516
2020-06-20,3.88879
2020-06-21,10.67623
2020-06-22,6.28474
2020-06-23,0.25154
2020-06-24,0.28604
2020-06-25,0.21598
2020-06-26,1.07163
2020-06-27,0.15548
2020-06-28,0.13884
2020-06-29,0.13336
2020-06-30,0.22226
2020-07-01,0.15802
2020-07-02,0.16885
2020-07-03,0.12146
2020-07-04,0.13991
2020-07-05,0.17019
2020-07-06,0.12072
2020-07-07,0.12961
2020-07-08,0.12868
2020-07-09,0.15996
2020-07-10,0.16217
2020-07-11,0.16036
2020-07-12,0.14893
2020-07-13,0.14211
2020-07-14,0.15415
2020-07-15,0.1508
2020-07-16,0.12707
2020-07-17,0.12172
2020-07-18,0.10495
2020-07-19,0.11156
2020-07-20,0.11511
2020-07-21,0.10301
2020-07-22,0.09505
2020-07-23,0.09659
2020-07-24,0.08897
2020-07-25,0.07834
2020-07-26,0.08235
2020-07-27,0.09285
2020-07-28,0.09064
2020-07-29,0.08509
2020-07-30,0.16444
2020-07-31,0.10795
2020-08-01,0.077
2020-08-02,0.07834
2020-08-03,0.07827
2020-08-04,0.10247
2020-08-05,0.08997
2020-08-06,0.0764
2020-08-07,0.074
2020-08-08,0.06678
2020-08-09,0.06811
2020-08-10,0.08944
2020-08-11,0.0752
2020-08-12,0.12072
2020-08-13,0.07994
2020-08-14,0.07326
2020-08-15,0.06992
2020-08-16,0.0629
2020-08-17,0.07573
2020-08-18,0.07667
2020-08-19,0.0869
2020-08-20,0.11745
2020-08-21,0.09692
2020-08-22,0.11671
2020-08-23,0.07246
2020-08-24,0.07874
2020-08-25,0.18182
2020-08-26,0.13356
2020-08-27,0.0986
2020-08-28,0.08656
2020-08-29,0.076
2020-08-30,0.08529
2020-08-31,27.97137
2020-09-01,0.32909
2020-09-02,0.13422
2020-09-03,0.11818
2020-09-04,0.12199
2020-09-05,0.09412
2020-09-06,0.10495
2020-09-07,0.12172
2020-09-08,0.09552
2020-09-09,0.09385
2020-09-10,0.10287
2020-09-11,0.09144
2020-09-12,0.08242
2020-09-13,0.08349
2020-09-14,0.08703
2020-09-15,0.08503
2020-09-16,0.08376
2020-09-17,0.14993
2020-09-18,0.10561
2020-09-19,0.08188
2020-09-20,0.08409
2020-09-21,0.17888
2020-09-22,0.11564
2020-09-23,0.10394
2020-09-24,0.08369
2020-09-25,0.07353
2020-09-26,0.06845
2020-09-27,0.07099
2020-09-28,0.07125
2020-09-29,0.0645
2020-09-30,0.06069
2020-10-01,0.07406
2020-10-02,0.14505
2020-10-03,0.09579
2020-10-04,0.06952
2020-10-05,0.15709
2020-10-06,0.10775
2020-10-07,0.13583
2020-10-08,0.1244
2020-10-09,0.15094
2020-10-10,0.10448
2020-10-11,0.1236
2020-10-12,0.09773
2020-10-13,0.09245
2020-10-14,0.08556
2020-10-15,0.10013
2020-10-16,0.08716
2020-10-17,0.13977
2020-10-18,0.10555
2020-10-19,0.09017
2020-10-20,0.08576
2020-10-21,0.21438
2020-10-22,0.10802
2020-10-23,0.08757
2020-10-24,0.07914
2020-10-25,0.07714
2020-10-26,0.07527
2020-10-27,0.07787
2020-10-28,0.07186
2020-10-29,0.07948
2020-10-30,0.08402
2020-10-31,0.07921
2020-11-01,0.08075
2020-11-02,0.08509
2020-11-03,0.09305
2020-11-04,0.08208
2020-11-05,0.08369
2020-11-06,0.09298
2020-11-07,0.10548
2020-11-08,0.09839
2020-11-09,0.09204
2020-11-10,0.09311
2020-11-11,0.07821
2020-11-12,0.08716
2020-11-13,0.09118
2020-11-14,0.0766
2020-11-15,0.12574
2020-11-16,0.1
2020-11-17,30.24305
2020-11-18,100.0
2020-11-19,0.68759
2020-11-20,0.40456
2020-11-21,0.30796
2020-11-22,0.24954
2020-11-23,0.17714
2020-11-24,0.15214
2020-11-25,0.13262
2020-11-26,0.11678
2020-11-27,0.10595
2020-11-28,0.10027
2020-11-29,0.10381
2020-11-30,0.10963
2020-12-01,0.10341
2020-12-02,0.11344
2020-12-03,0.09405
2020-12-04,0.0875
2020-12-05,0.09158
2020-12-06,0.08509
2020-12-07,0.0897
2020-12-08,0.08275
2020-12-09,0.08228
2020-12-10,0.08402
2020-12-11,0.08108
2020-12-12,0.08148
2020-12-13,0.07527
2020-12-14,0.08797
2020-12-15,0.15267
2020-12-16,0.12253
2020-12-17,0.12948
2020-12-18,0.11257
2020-12-19,0.09265
2020-12-20,0.09245
2020-12-21,0.1006
2020-12-22,0.09552
2020-12-23,0.09298
2020-12-24,0.08095
2020-12-25,0.07934
2020-12-26,0.08863
2020-12-27,0.08803
2020-12-28,0.08462
2020-12-29,0.08783
2020-12-30,0.08563
2020-12-31,0.08329
2021-01-01,0.07099
2021-01-02,0.07981
2021-01-03,0.07513
2021-01-04,0.08957
2021-01-05,0.08369
2021-01-06,0.08917
2021-01-07,0.07379
2021-01-08,0.08035
2021-01-09,0.10421
2021-01-10,0.11263
2021-01-11,0.10287
2021-01-12,0.09365
2021-01-13,0.08817
2021-01-14,0.08723
2021-01-15,0.09606
2021-01-16,0.0873
2021-01-17,0.07761
2021-01-18,0.11537
2021-01-19,0.09873
2021-01-20,0.08503
2021-01-21,0.08396
2021-01-22,0.07974
2021-01-23,0.08877
2021-01-24,0.07781
2021-01-25,0.08656
2021-01-26,0.09565
2021-01-27,0.09966
2021-01-28,0.10214
2021-01-29,0.14512
2021-01-30,0.11898
2021-01-31,0.10642
2021-02-01,0.09926
2021-02-02,0.14352
2021-02-03,0.1109
2021-02-04,0.09305
2021-02-05,0.07968
2021-02-06,0.08188
2021-02-07,0.08269
2021-02-08,0.08362
2021-02-09,0.08944
2021-02-10,0.08503
2021-02-11,0.0742
2021-02-12,0.10321
2021-02-13,0.12834
2021-02-14,0.09245
2021-02-15,0.08476
2021-02-16,0.08977
2021-02-17,0.09138
2021-02-18,0.09271
2021-02-19,0.07928
2021-02-20,0.07159
2021-02-21,0.08055
2021-02-22,0.08329
2021-02-23,0.10702
