date,청창사
2021-06-23,0.68306
2021-06-24,2.45901
2021-06-25,2.04918
2021-06-28,0.95628
2021-06-29,2.18579
2021-06-30,1.91256
2021-07-01,1.36612
2021-07-02,1.77595
2021-07-04,0.68306
2021-07-05,3.14207
2021-07-06,1.2295
2021-07-07,2.04918
2021-07-08,1.91256
2021-07-09,2.04918
2021-07-10,1.09289
2021-07-12,3.4153
2021-07-13,3.4153
2021-07-14,2.3224
2021-07-15,2.73224
2021-07-16,4.23497
2021-07-17,1.2295
2021-07-18,0.68306
2021-07-19,3.55191
2021-07-20,2.04918
2021-07-21,2.45901
2021-07-22,2.18579
2021-07-23,1.36612
2021-07-26,1.2295
2021-07-27,1.91256
2021-07-28,1.09289
2021-07-29,3.14207
2021-07-30,1.63934
2021-08-01,1.09289
2021-08-02,2.3224
2021-08-03,2.18579
2021-08-04,2.73224
2021-08-05,3.68852
2021-08-06,0.81967
2021-08-08,0.81967
2021-08-09,1.63934
2021-08-10,2.73224
2021-08-11,2.45901
2021-08-12,0.95628
2021-08-13,1.09289
2021-08-17,1.50273
2021-08-19,2.04918
2021-08-20,3.00546
2021-08-23,1.36612
2021-08-24,3.00546
2021-08-25,3.82513
2021-08-26,2.3224
2021-08-27,2.18579
2021-08-28,0.81967
2021-08-30,3.00546
2021-08-31,3.14207
2021-09-01,3.00546
2021-09-02,2.18579
2021-09-03,2.04918
2021-09-05,0.68306
2021-09-06,2.45901
2021-09-07,2.18579
2021-09-08,1.2295
2021-09-09,3.00546
2021-09-10,1.2295
2021-09-11,0.68306
2021-09-13,1.77595
2021-09-14,2.45901
2021-09-15,2.18579
2021-09-17,0.68306
2021-09-21,0.68306
2021-09-22,0.95628
2021-09-23,3.4153
2021-09-24,0.95628
2021-09-27,3.00546
2021-09-28,2.45901
2021-09-29,2.45901
2021-09-30,2.04918
2021-10-01,3.14207
2021-10-04,0.68306
2021-10-05,2.18579
2021-10-06,4.91803
2021-10-07,5.87431
2021-10-08,3.00546
2021-10-11,0.95628
2021-10-12,3.14207
2021-10-13,2.86885
2021-10-14,2.3224
2021-10-15,2.04918
2021-10-16,1.91256
2021-10-18,3.82513
2021-10-19,4.37158
2021-10-20,2.73224
2021-10-21,2.3224
2021-10-22,3.4153
2021-10-23,1.36612
2021-10-24,0.68306
2021-10-25,4.09836
2021-10-26,3.55191
2021-10-27,3.00546
2021-10-28,2.86885
2021-10-29,2.04918
2021-11-01,1.63934
2021-11-02,3.00546
2021-11-03,2.59562
2021-11-04,2.86885
2021-11-05,2.04918
2021-11-07,1.50273
2021-11-08,4.23497
2021-11-09,3.82513
2021-11-10,3.82513
2021-11-11,2.59562
2021-11-12,2.04918
2021-11-13,1.2295
2021-11-14,0.81967
2021-11-15,2.73224
2021-11-16,1.77595
2021-11-17,3.4153
2021-11-18,3.14207
2021-11-19,1.91256
2021-11-20,0.68306
2021-11-22,2.86885
2021-11-23,3.00546
2021-11-24,3.14207
2021-11-25,3.00546
2021-11-26,1.91256
2021-11-29,1.50273
2021-11-30,3.96174
2021-12-01,2.73224
2021-12-02,2.59562
2021-12-03,2.3224
2021-12-04,0.81967
2021-12-05,1.77595
2021-12-06,3.00546
2021-12-07,3.27868
2021-12-08,4.37158
2021-12-09,3.00546
2021-12-10,3.00546
2021-12-11,0.81967
2021-12-12,1.09289
2021-12-13,3.4153
2021-12-14,2.73224
2021-12-15,2.04918
2021-12-16,1.50273
2021-12-17,1.91256
2021-12-18,0.81967
2021-12-19,0.81967
2021-12-20,0.81967
2021-12-21,2.86885
2021-12-22,2.3224
2021-12-23,2.45901
2021-12-24,1.2295
2021-12-26,0.68306
2021-12-27,4.6448
2021-12-28,3.00546
2021-12-29,2.59562
2021-12-30,1.09289
2022-01-01,2.59562
2022-01-02,3.68852
2022-01-03,4.09836
2022-01-04,3.96174
2022-01-05,4.23497
2022-01-06,4.78142
2022-01-07,4.09836
2022-01-08,5.46448
2022-01-09,3.55191
2022-01-10,6.14754
2022-01-11,5.60109
2022-01-12,6.42076
2022-01-13,10.65573
2022-01-14,7.51366
2022-01-15,2.73224
2022-01-16,4.6448
2022-01-17,9.28961
2022-01-18,6.14754
2022-01-19,6.42076
2022-01-20,4.50819
2022-01-21,5.60109
2022-01-22,2.73224
2022-01-23,4.6448
2022-01-24,9.42622
2022-01-25,8.74316
2022-01-26,9.97267
2022-01-27,7.51366
2022-01-28,7.65027
2022-01-29,2.18579
2022-01-30,3.55191
2022-01-31,4.78142
2022-02-01,3.4153
2022-02-02,6.55737
2022-02-03,19.80874
2022-02-04,18.85245
2022-02-05,4.50819
2022-02-06,2.73224
2022-02-07,8.33333
2022-02-08,6.96721
2022-02-09,6.14754
2022-02-10,3.14207
2022-02-11,3.68852
2022-02-12,2.86885
2022-02-13,2.86885
2022-02-14,5.60109
2022-02-15,4.50819
2022-02-16,7.51366
2022-02-17,40.84699
2022-02-18,12.15846
2022-02-19,4.91803
2022-02-20,3.4153
2022-02-21,9.83606
2022-02-22,9.83606
2022-02-23,8.19672
2022-02-24,6.55737
2022-02-25,7.10382
2022-02-26,3.27868
2022-02-27,2.04918
2022-02-28,6.55737
2022-03-01,2.04918
2022-03-02,8.0601
2022-03-03,28.96174
2022-03-04,8.0601
2022-03-05,2.86885
2022-03-06,3.14207
2022-03-07,3.68852
2022-03-08,4.78142
2022-03-09,3.14207
2022-03-10,4.37158
2022-03-11,5.60109
2022-03-12,3.14207
2022-03-13,2.18579
2022-03-14,5.32786
2022-03-15,4.37158
2022-03-16,4.6448
2022-03-17,47.40437
2022-03-18,21.58469
2022-03-19,4.23497
2022-03-20,2.86885
2022-03-21,6.96721
2022-03-22,12.02185
2022-03-23,8.87978
2022-03-24,4.78142
2022-03-25,4.50819
2022-03-26,1.91256
2022-03-27,1.77595
2022-03-28,1.50273
2022-03-29,2.86885
2022-03-30,4.91803
2022-03-31,4.23497
2022-04-01,2.59562
2022-04-02,1.63934
2022-04-03,1.50273
2022-04-04,5.19125
2022-04-05,5.46448
2022-04-06,4.50819
2022-04-07,5.46448
2022-04-08,3.68852
2022-04-09,0.68306
2022-04-11,5.05464
2022-04-12,4.50819
2022-04-13,3.96174
2022-04-14,4.50819
2022-04-15,3.82513
2022-04-16,1.50273
2022-04-17,2.04918
2022-04-18,4.91803
2022-04-19,4.37158
2022-04-20,3.4153
2022-04-21,3.55191
2022-04-22,3.96174
2022-04-23,1.91256
2022-04-25,3.14207
2022-04-26,3.27868
2022-04-27,4.23497
2022-04-28,2.86885
2022-04-29,3.4153
2022-04-30,0.95628
2022-05-01,2.04918
2022-05-02,3.00546
2022-05-03,2.86885
2022-05-04,2.73224
2022-05-05,2.04918
2022-05-06,2.59562
2022-05-09,3.00546
2022-05-10,3.00546
2022-05-11,3.82513
2022-05-12,3.27868
2022-05-13,3.68852
2022-05-15,1.36612
2022-05-16,4.78142
2022-05-17,2.86885
2022-05-18,3.27868
2022-05-19,2.59562
2022-05-20,2.45901
2022-05-21,0.68306
2022-05-22,1.09289
2022-05-23,4.50819
2022-05-24,2.59562
2022-05-25,2.86885
2022-05-26,3.82513
2022-05-27,3.14207
2022-05-28,1.36612
2022-05-30,4.6448
2022-05-31,3.27868
2022-06-01,1.77595
2022-06-02,3.82513
2022-06-03,3.00546
2022-06-04,0.81967
2022-06-07,2.45901
2022-06-08,3.68852
2022-06-09,2.73224
2022-06-10,1.91256
2022-06-11,1.50273
2022-06-13,1.50273
2022-06-14,3.00546
2022-06-15,4.23497
2022-06-16,2.59562
2022-06-17,2.45901
2022-06-18,0.81967
2022-06-19,1.36612
2022-06-20,3.00546
2022-06-21,3.27868
2022-06-22,4.23497
2022-06-23,1.2295
2022-06-24,1.36612
2022-06-27,2.18579
2022-06-28,2.73224
2022-06-29,0.81967
2022-06-30,2.18579
2022-07-01,1.77595
2022-07-04,3.55191
2022-07-05,2.86885
2022-07-06,3.14207
2022-07-07,3.27868
2022-07-08,4.09836
2022-07-09,0.81967
2022-07-10,0.68306
2022-07-11,3.27868
2022-07-12,2.86885
2022-07-13,1.09289
2022-07-14,1.09289
2022-07-15,2.73224
2022-07-16,0.81967
2022-07-18,5.05464
2022-07-19,1.63934
2022-07-20,3.14207
2022-07-21,3.96174
2022-07-22,2.59562
2022-07-23,0.81967
2022-07-25,2.59562
2022-07-26,2.45901
2022-07-27,1.50273
2022-07-29,2.45901
2022-07-30,2.18579
2022-07-31,0.81967
2022-08-01,2.73224
2022-08-02,2.45901
2022-08-03,2.04918
2022-08-04,1.63934
2022-08-05,1.50273
2022-08-07,0.68306
2022-08-08,2.18579
2022-08-09,1.91256
2022-08-10,2.59562
2022-08-11,2.04918
2022-08-12,2.3224
2022-08-13,0.81967
2022-08-15,0.81967
2022-08-16,3.27868
2022-08-17,1.91256
2022-08-18,2.45901
2022-08-19,2.45901
2022-08-22,3.4153
2022-08-23,4.09836
2022-08-24,2.86885
2022-08-25,2.18579
2022-08-26,2.3224
2022-08-27,0.68306
2022-08-29,1.77595
2022-08-30,1.77595
2022-08-31,1.63934
2022-09-01,2.45901
2022-09-02,1.50273
2022-09-05,4.23497
2022-09-06,3.4153
2022-09-07,3.00546
2022-09-08,4.37158
2022-09-10,0.68306
2022-09-13,2.59562
2022-09-14,5.19125
2022-09-15,4.6448
2022-09-16,3.14207
2022-09-19,5.05464
2022-09-20,3.96174
2022-09-21,3.82513
2022-09-22,3.96174
2022-09-23,3.27868
2022-09-24,0.68306
2022-09-26,3.14207
2022-09-27,4.23497
2022-09-28,2.3224
2022-09-29,3.00546
2022-09-30,3.96174
2022-10-02,0.95628
2022-10-03,0.81967
2022-10-04,3.82513
2022-10-05,4.37158
2022-10-06,4.50819
2022-10-07,3.4153
2022-10-08,0.81967
2022-10-10,0.81967
2022-10-11,3.68852
2022-10-12,3.96174
2022-10-13,3.68852
2022-10-14,2.45901
2022-10-15,0.81967
2022-10-17,4.09836
2022-10-18,4.37158
2022-10-19,2.45901
2022-10-20,3.55191
2022-10-21,3.82513
2022-10-23,1.09289
2022-10-24,4.91803
2022-10-25,4.50819
2022-10-26,5.46448
2022-10-27,4.6448
2022-10-28,5.60109
2022-10-29,2.04918
2022-10-30,1.63934
2022-10-31,4.23497
2022-11-01,3.96174
2022-11-02,5.32786
2022-11-03,5.60109
2022-11-04,6.28415
2022-11-05,1.36612
2022-11-07,6.01092
2022-11-08,4.50819
2022-11-09,6.42076
2022-11-10,4.37158
2022-11-11,5.32786
2022-11-12,0.68306
2022-11-13,0.68306
2022-11-14,4.50819
2022-11-15,5.19125
2022-11-16,4.50819
2022-11-17,4.50819
2022-11-18,4.50819
2022-11-19,0.81967
2022-11-21,3.96174
2022-11-22,6.69398
2022-11-23,5.32786
2022-11-24,6.14754
2022-11-25,5.05464
2022-11-26,1.91256
2022-11-27,1.09289
2022-11-28,4.78142
2022-11-29,6.8306
2022-11-30,4.91803
2022-12-01,3.00546
2022-12-02,3.00546
2022-12-03,0.68306
2022-12-04,2.73224
2022-12-05,3.27868
2022-12-06,4.78142
2022-12-07,3.4153
2022-12-08,3.82513
2022-12-09,2.45901
2022-12-10,1.36612
2022-12-11,1.2295
2022-12-12,3.82513
2022-12-13,4.91803
2022-12-14,3.27868
2022-12-15,4.6448
2022-12-16,3.55191
2022-12-17,0.68306
2022-12-18,2.18579
2022-12-19,5.05464
2022-12-20,3.14207
2022-12-21,2.18579
2022-12-22,3.00546
2022-12-23,1.77595
2022-12-24,0.81967
2022-12-26,3.55191
2022-12-27,4.50819
2022-12-28,4.37158
2022-12-29,2.86885
2022-12-30,2.59562
2022-12-31,1.50273
2023-01-01,1.2295
2023-01-02,5.19125
2023-01-03,4.6448
2023-01-04,5.32786
2023-01-05,7.92349
2023-01-06,6.8306
2023-01-07,3.68852
2023-01-08,2.18579
2023-01-09,6.01092
2023-01-10,5.19125
2023-01-11,5.60109
2023-01-12,5.32786
2023-01-13,7.37704
2023-01-14,2.3224
2023-01-15,1.91256
2023-01-16,18.03278
2023-01-17,16.93989
2023-01-18,11.88524
2023-01-19,11.88524
2023-01-20,6.55737
2023-01-21,4.50819
2023-01-22,2.3224
2023-01-23,3.96174
2023-01-24,6.55737
2023-01-25,15.57377
2023-01-26,13.52459
2023-01-27,11.88524
2023-01-28,8.19672
2023-01-29,7.92349
2023-01-30,17.34972
2023-01-31,15.57377
2023-02-01,16.80327
2023-02-02,17.48633
2023-02-03,19.12568
2023-02-04,12.02185
2023-02-05,15.16393
2023-02-06,32.65027
2023-02-07,11.4754
2023-02-08,8.33333
2023-02-09,8.60655
2023-02-10,5.60109
2023-02-11,3.4153
2023-02-12,2.73224
2023-02-13,8.33333
2023-02-14,7.24043
2023-02-15,7.37704
2023-02-16,12.70491
2023-02-17,90.43715
2023-02-18,13.38797
2023-02-19,7.92349
2023-02-20,12.5683
2023-02-21,9.83606
2023-02-22,8.19672
2023-02-23,10.10928
2023-02-24,10.2459
2023-02-25,5.87431
2023-02-26,4.37158
2023-02-27,8.0601
2023-02-28,7.10382
2023-03-01,3.27868
2023-03-02,10.79234
2023-03-03,61.88524
2023-03-04,5.19125
2023-03-05,6.01092
2023-03-06,9.56284
2023-03-07,7.78688
2023-03-08,8.74316
2023-03-09,9.97267
2023-03-10,7.65027
2023-03-11,5.46448
2023-03-12,5.32786
2023-03-13,13.38797
2023-03-14,15.43715
2023-03-15,13.52459
2023-03-16,15.43715
2023-03-17,100.0
2023-03-18,16.53005
2023-03-19,5.7377
2023-03-20,17.34972
2023-03-21,11.4754
2023-03-22,11.88524
2023-03-23,12.70491
2023-03-24,11.61202
2023-03-25,4.23497
2023-03-26,3.27868
2023-03-27,7.78688
2023-03-28,7.78688
2023-03-29,9.153
2023-03-30,7.78688
2023-03-31,6.01092
2023-04-01,3.96174
2023-04-02,5.05464
2023-04-03,15.16393
2023-04-04,13.93442
2023-04-05,15.30054
2023-04-06,14.48087
2023-04-07,12.02185
2023-04-08,2.59562
2023-04-09,3.82513
2023-04-10,14.75409
2023-04-11,15.84699
2023-04-12,12.43169
2023-04-13,12.97814
2023-04-14,11.06557
2023-04-15,1.91256
2023-04-16,3.14207
2023-04-17,13.93442
2023-04-18,13.38797
2023-04-19,10.65573
2023-04-20,14.48087
2023-04-21,9.42622
2023-04-22,2.18579
2023-04-23,2.3224
2023-04-24,12.5683
2023-04-25,12.15846
2023-04-26,11.33879
2023-04-27,16.93989
2023-04-28,11.61202
2023-04-29,2.73224
2023-04-30,1.77595
2023-05-01,5.87431
2023-05-02,18.98907
2023-05-03,17.75956
2023-05-04,15.71038
2023-05-05,4.23497
2023-05-06,2.3224
2023-05-07,3.27868
2023-05-08,17.75956
2023-05-09,14.61748
2023-05-10,15.02732
2023-05-11,12.5683
2023-05-12,14.34426
2023-05-13,3.27868
2023-05-14,0.68306
2023-05-15,14.20765
2023-05-16,18.30601
2023-05-17,13.25136
2023-05-18,13.52459
2023-05-19,8.87978
2023-05-20,1.2295
2023-05-21,1.2295
2023-05-22,12.02185
2023-05-23,16.53005
2023-05-24,16.25683
2023-05-25,17.0765
2023-05-26,10.51912
2023-05-27,1.77595
2023-05-28,2.04918
2023-05-29,3.55191
2023-05-30,16.12021
2023-05-31,17.0765
2023-06-01,16.25683
2023-06-02,12.84153
2023-06-03,2.45901
2023-06-04,3.14207
2023-06-05,11.06557
2023-06-06,2.73224
2023-06-07,15.43715
2023-06-08,16.66666
2023-06-09,11.4754
2023-06-10,0.95628
2023-06-11,1.91256
2023-06-12,11.33879
2023-06-13,18.16939
2023-06-14,13.79781
2023-06-15,14.61748
2023-06-16,9.28961
2023-06-17,3.14207
2023-06-18,0.95628
2023-06-19,9.42622
2023-06-20,17.48633
2023-06-21,12.15846
2023-06-22,12.70491
2023-06-23,10.2459
2023-06-24,2.18579
2023-06-25,1.36612
2023-06-26,10.2459
2023-06-27,15.02732
2023-06-28,15.30054
2023-06-29,11.74863
2023-06-30,10.51912
2023-07-01,2.59562
2023-07-02,1.2295
2023-07-03,10.2459
2023-07-04,15.43715
2023-07-05,11.74863
2023-07-06,12.70491
2023-07-07,10.79234
2023-07-08,3.27868
2023-07-09,1.91256
2023-07-10,11.33879
2023-07-11,17.34972
2023-07-12,11.4754
2023-07-13,15.43715
2023-07-14,11.06557
2023-07-15,1.77595
2023-07-16,2.45901
2023-07-17,10.38251
2023-07-18,14.89071
2023-07-19,10.38251
2023-07-20,12.70491
2023-07-21,10.92896
2023-07-22,2.73224
2023-07-23,2.45901
2023-07-24,13.6612
2023-07-25,12.29508
2023-07-26,11.74863
2023-07-27,12.02185
2023-07-28,11.74863
2023-07-29,2.18579
2023-07-30,2.73224
2023-07-31,10.92896
2023-08-01,13.25136
2023-08-02,15.9836
2023-08-03,17.21311
2023-08-04,11.88524
2023-08-06,1.91256
2023-08-07,11.06557
2023-08-08,11.4754
2023-08-09,12.02185
2023-08-10,6.69398
2023-08-11,8.46994
2023-08-12,2.04918
2023-08-13,2.73224
2023-08-14,8.33333
2023-08-15,2.3224
2023-08-16,9.83606
2023-08-17,13.93442
2023-08-18,21.85792
2023-08-19,1.91256
2023-08-20,1.50273
2023-08-21,9.56284
2023-08-22,14.48087
2023-08-23,10.51912
2023-08-24,11.06557
2023-08-25,7.78688
2023-08-26,1.09289
2023-08-27,1.36612
2023-08-28,9.42622
2023-08-29,10.92896
2023-08-30,11.74863
2023-08-31,7.92349
2023-09-01,9.153
2023-09-02,2.59562
2023-09-04,12.43169
2023-09-05,13.79781
2023-09-06,13.11475
2023-09-07,11.4754
2023-09-08,12.02185
2023-09-09,1.2295
2023-09-10,2.86885
2023-09-11,11.06557
2023-09-12,13.79781
2023-09-13,12.02185
2023-09-14,12.97814
2023-09-15,9.97267
2023-09-16,2.18579
2023-09-17,2.86885
2023-09-18,10.65573
2023-09-19,9.153
2023-09-20,12.84153
2023-09-21,9.83606
2023-09-22,11.33879
2023-09-23,2.04918
2023-09-24,1.2295
2023-09-25,10.10928
2023-09-26,10.2459
2023-09-27,9.01639
2023-09-28,1.09289
2023-09-29,0.68306
2023-09-30,0.68306
2023-10-01,1.09289
2023-10-02,2.04918
2023-10-03,2.45901
2023-10-04,10.38251
2023-10-05,12.97814
2023-10-06,12.70491
2023-10-07,0.68306
2023-10-08,1.50273
2023-10-09,4.37158
2023-10-10,12.02185
2023-10-11,11.20218
2023-10-12,11.61202
2023-10-13,8.46994
2023-10-14,1.50273
2023-10-15,2.3224
2023-10-16,11.33879
2023-10-17,10.51912
2023-10-18,10.92896
2023-10-19,9.153
2023-10-20,10.38251
2023-10-21,0.95628
2023-10-22,1.77595
2023-10-23,10.10928
2023-10-24,11.06557
2023-10-25,15.9836
2023-10-26,13.11475
2023-10-27,14.34426
2023-10-28,1.36612
2023-10-29,1.2295
2023-10-30,15.71038
2023-10-31,14.61748
2023-11-01,11.33879
2023-11-02,10.38251
2023-11-03,11.20218
2023-11-04,2.73224
2023-11-05,3.4153
2023-11-06,10.38251
2023-11-07,9.28961
2023-11-08,7.10382
2023-11-09,10.2459
2023-11-10,8.74316
2023-11-12,3.27868
2023-11-13,10.2459
2023-11-14,10.65573
2023-11-15,9.69945
2023-11-16,12.29508
2023-11-17,9.01639
2023-11-18,2.73224
2023-11-19,3.27868
2023-11-20,9.97267
2023-11-21,9.83606
2023-11-22,10.79234
2023-11-23,11.4754
2023-11-24,9.56284
2023-11-25,3.96174
2023-11-26,2.3224
2023-11-27,11.33879
2023-11-28,13.25136
2023-11-29,10.92896
2023-11-30,10.2459
2023-12-01,6.01092
2023-12-02,4.6448
2023-12-03,2.86885
2023-12-04,8.46994
2023-12-05,7.24043
2023-12-06,5.87431
