date,보험종류
2020-03-20,81.81818
2020-03-21,55.30303
2020-03-22,47.15909
2020-03-23,90.71969
2020-03-24,97.91666
2020-03-25,95.45454
2020-03-26,94.31818
2020-03-27,72.91666
2020-03-28,49.24242
2020-03-29,53.21969
2020-03-30,97.15909
2020-03-31,99.05303
2020-04-01,70.07575
2020-04-02,66.09848
2020-04-03,70.26515
2020-04-04,44.12878
2020-04-05,46.40151
2020-04-06,74.8106
2020-04-07,78.21969
2020-04-08,81.62878
2020-04-09,83.52272
2020-04-10,76.32575
2020-04-11,46.02272
2020-04-12,50.56818
2020-04-13,81.0606
2020-04-14,73.67424
2020-04-15,48.29545
2020-04-16,70.26515
2020-04-17,71.5909
2020-04-18,44.88636
2020-04-19,47.15909
2020-04-20,73.67424
2020-04-21,85.41666
2020-04-22,90.3409
2020-04-23,73.10606
2020-04-24,66.85606
2020-04-25,48.86363
2020-04-26,43.93939
2020-04-27,79.92424
2020-04-28,82.19696
2020-04-29,70.64393
2020-04-30,49.05303
2020-05-01,39.58333
2020-05-02,37.68939
2020-05-03,45.07575
2020-05-04,68.5606
2020-05-05,51.51515
2020-05-06,74.24242
2020-05-07,64.58333
2020-05-08,64.01515
2020-05-09,46.7803
2020-05-10,46.40151
2020-05-11,81.0606
2020-05-12,79.16666
2020-05-13,80.49242
2020-05-14,78.78787
2020-05-15,76.13636
2020-05-16,43.18181
2020-05-17,43.75
2020-05-18,88.63636
2020-05-19,86.36363
2020-05-20,84.84848
2020-05-21,80.87121
2020-05-22,73.48484
2020-05-23,46.7803
2020-05-24,49.24242
2020-05-25,87.5
2020-05-26,85.60606
2020-05-27,78.21969
2020-05-28,78.0303
2020-05-29,70.64393
2020-05-30,44.50757
2020-05-31,42.80303
2020-06-01,74.8106
2020-06-02,63.63636
2020-06-03,73.48484
2020-06-04,77.08333
2020-06-05,62.3106
2020-06-06,44.31818
2020-06-07,41.28787
2020-06-08,74.62121
2020-06-09,84.0909
2020-06-10,71.96969
2020-06-11,66.28787
2020-06-12,64.96212
2020-06-13,42.23484
2020-06-14,43.75
2020-06-15,67.23484
2020-06-16,69.31818
2020-06-17,71.02272
2020-06-18,71.40151
2020-06-19,58.71212
2020-06-20,41.47727
2020-06-21,34.0909
2020-06-22,72.91666
2020-06-23,78.21969
2020-06-24,69.88636
2020-06-25,76.32575
2020-06-26,71.7803
2020-06-27,46.7803
2020-06-28,40.5303
2020-06-29,69.69696
2020-06-30,79.92424
2020-07-01,73.67424
2020-07-02,72.72727
2020-07-03,63.44696
2020-07-04,49.8106
2020-07-05,38.82575
2020-07-06,76.70454
2020-07-07,84.84848
2020-07-08,74.62121
2020-07-09,68.37121
2020-07-10,58.14393
2020-07-11,35.79545
2020-07-12,40.71969
2020-07-13,75.56818
2020-07-14,74.43181
2020-07-15,83.14393
2020-07-16,76.70454
2020-07-17,72.15909
2020-07-18,45.26515
2020-07-19,42.99242
2020-07-20,77.65151
2020-07-21,70.07575
2020-07-22,71.96969
2020-07-23,65.3409
2020-07-24,76.51515
2020-07-25,52.08333
2020-07-26,35.98484
2020-07-27,72.53787
2020-07-28,82.38636
2020-07-29,73.67424
2020-07-30,75.94696
2020-07-31,62.87878
2020-08-01,38.44696
2020-08-02,41.47727
2020-08-03,70.83333
2020-08-04,73.86363
2020-08-05,78.97727
2020-08-06,68.18181
2020-08-07,71.40151
2020-08-08,48.86363
2020-08-09,41.47727
2020-08-10,84.65909
2020-08-11,84.2803
2020-08-12,72.72727
2020-08-13,72.53787
2020-08-14,62.3106
2020-08-15,42.23484
2020-08-16,39.58333
2020-08-17,53.21969
2020-08-18,69.88636
2020-08-19,73.29545
2020-08-20,65.71969
2020-08-21,68.5606
2020-08-22,46.40151
2020-08-23,40.5303
2020-08-24,78.0303
2020-08-25,82.19696
2020-08-26,74.24242
2020-08-27,77.27272
2020-08-28,64.96212
2020-08-29,45.45454
2020-08-30,46.7803
2020-08-31,79.16666
2020-09-01,74.62121
2020-09-02,78.40909
2020-09-03,69.69696
2020-09-04,74.43181
2020-09-05,44.31818
2020-09-06,49.8106
2020-09-07,87.5
2020-09-08,78.97727
2020-09-09,79.35606
2020-09-10,73.29545
2020-09-11,73.48484
2020-09-12,49.05303
2020-09-13,46.96969
2020-09-14,81.25
2020-09-15,77.65151
2020-09-16,80.87121
2020-09-17,69.50757
2020-09-18,71.21212
2020-09-19,37.12121
2020-09-20,37.5
2020-09-21,72.72727
2020-09-22,85.03787
2020-09-23,78.0303
2020-09-24,65.5303
2020-09-25,67.80303
2020-09-26,43.37121
2020-09-27,39.58333
2020-09-28,66.85606
2020-09-29,50.37878
2020-09-30,26.89393
2020-10-01,32.95454
2020-10-02,32.95454
2020-10-03,39.77272
2020-10-04,38.44696
2020-10-05,86.17424
2020-10-06,83.71212
2020-10-07,78.97727
2020-10-08,65.5303
2020-10-09,52.65151
2020-10-10,41.47727
2020-10-11,40.71969
2020-10-12,76.51515
2020-10-13,83.33333
2020-10-14,78.78787
2020-10-15,71.96969
2020-10-16,71.02272
2020-10-17,40.5303
2020-10-18,40.71969
2020-10-19,76.89393
2020-10-20,78.0303
2020-10-21,73.10606
2020-10-22,77.65151
2020-10-23,67.61363
2020-10-24,41.47727
2020-10-25,35.79545
2020-10-26,68.75
2020-10-27,79.16666
2020-10-28,77.46212
2020-10-29,82.19696
2020-10-30,64.01515
2020-10-31,39.77272
2020-11-01,41.47727
2020-11-02,74.62121
2020-11-03,70.83333
2020-11-04,62.68939
2020-11-05,57.57575
2020-11-06,69.88636
2020-11-07,38.44696
2020-11-08,40.15151
2020-11-09,72.34848
2020-11-10,76.13636
2020-11-11,72.91666
2020-11-12,73.48484
2020-11-13,62.5
2020-11-14,34.84848
2020-11-15,39.20454
2020-11-16,70.26515
2020-11-17,75.18939
2020-11-18,75.75757
2020-11-19,76.70454
2020-11-20,60.22727
2020-11-21,41.28787
2020-11-22,39.77272
2020-11-23,69.12878
2020-11-24,64.77272
2020-11-25,79.35606
2020-11-26,74.43181
2020-11-27,76.89393
2020-11-28,44.31818
2020-11-29,46.7803
2020-11-30,69.69696
2020-12-01,65.71969
2020-12-02,64.96212
2020-12-03,71.7803
2020-12-04,63.06818
2020-12-05,41.66666
2020-12-06,41.09848
2020-12-07,81.25
2020-12-08,78.0303
2020-12-09,74.8106
2020-12-10,83.14393
2020-12-11,71.5909
2020-12-12,39.20454
2020-12-13,43.5606
2020-12-14,70.26515
2020-12-15,75.0
2020-12-16,78.21969
2020-12-17,78.21969
2020-12-18,68.93939
2020-12-19,43.18181
2020-12-20,49.43181
2020-12-21,72.15909
2020-12-22,78.40909
2020-12-23,85.03787
2020-12-24,57.19696
2020-12-25,43.75
2020-12-26,41.85606
2020-12-27,49.24242
2020-12-28,93.18181
2020-12-29,92.99242
2020-12-30,83.33333
2020-12-31,60.98484
2021-01-01,39.39393
2021-01-02,45.64393
2021-01-03,44.69696
2021-01-04,79.92424
2021-01-05,83.90151
2021-01-06,84.46969
2021-01-07,74.62121
2021-01-08,70.26515
2021-01-09,46.5909
2021-01-10,44.88636
2021-01-11,81.43939
2021-01-12,78.0303
2021-01-13,78.97727
2021-01-14,86.55303
2021-01-15,83.14393
2021-01-16,52.65151
2021-01-17,50.94696
2021-01-18,83.52272
2021-01-19,91.47727
2021-01-20,95.83333
2021-01-21,85.41666
2021-01-22,81.25
2021-01-23,58.90151
2021-01-24,53.78787
2021-01-25,89.77272
2021-01-26,100.0
2021-01-27,79.73484
2021-01-28,77.46212
2021-01-29,66.47727
2021-01-30,45.64393
2021-01-31,47.34848
2021-02-01,71.96969
2021-02-02,74.8106
2021-02-03,67.61363
2021-02-04,80.11363
2021-02-05,65.5303
2021-02-06,48.29545
2021-02-07,40.71969
2021-02-08,73.48484
2021-02-09,64.58333
2021-02-10,58.14393
2021-02-11,32.76515
2021-02-12,39.20454
2021-02-13,41.66666
2021-02-14,41.85606
2021-02-15,85.22727
2021-02-16,83.90151
2021-02-17,82.95454
2021-02-18,81.62878
2021-02-19,81.81818
2021-02-20,51.70454
2021-02-21,47.91666
2021-02-22,82.57575
2021-02-23,82.57575
2021-02-24,77.46212
2021-02-25,87.5
2021-02-26,64.01515
2021-02-27,47.91666
2021-02-28,42.23484
2021-03-01,49.24242
2021-03-02,78.78787
2021-03-03,78.0303
2021-03-04,72.91666
2021-03-05,59.0909
2021-03-06,41.09848
2021-03-07,41.85606
2021-03-08,72.72727
2021-03-09,77.8409
2021-03-10,69.31818
2021-03-11,78.21969
2021-03-12,64.58333
2021-03-13,40.90909
2021-03-14,40.5303
2021-03-15,72.53787
2021-03-16,78.59848
2021-03-17,69.31818
2021-03-18,77.46212
2021-03-19,65.71969
2021-03-20,38.82575
2021-03-21,52.65151
2021-03-22,79.92424
2021-03-23,78.97727
2021-03-24,71.7803
2021-03-25,81.25
2021-03-26,66.09848
2021-03-27,46.7803
2021-03-28,44.31818
2021-03-29,84.84848
2021-03-30,82.00757
2021-03-31,76.32575
2021-04-01,64.77272
2021-04-02,50.0
2021-04-03,34.84848
2021-04-04,42.42424
2021-04-05,60.03787
2021-04-06,72.15909
2021-04-07,58.14393
2021-04-08,70.26515
2021-04-09,50.37878
2021-04-10,31.0606
2021-04-11,39.39393
2021-04-12,67.61363
2021-04-13,72.34848
2021-04-14,63.06818
2021-04-15,59.46969
2021-04-16,62.68939
2021-04-17,39.58333
2021-04-18,38.06818
2021-04-19,65.71969
2021-04-20,67.99242
2021-04-21,68.75
2021-04-22,68.75
2021-04-23,53.40909
2021-04-24,32.00757
2021-04-25,38.25757
2021-04-26,65.71969
2021-04-27,64.77272
2021-04-28,68.18181
2021-04-29,60.79545
2021-04-30,55.87121
2021-05-01,37.5
2021-05-02,48.29545
2021-05-03,60.22727
2021-05-04,57.76515
2021-05-05,41.47727
2021-05-06,69.50757
2021-05-07,62.87878
2021-05-08,40.15151
2021-05-09,42.04545
2021-05-10,64.20454
2021-05-11,71.02272
2021-05-12,71.96969
2021-05-13,67.42424
2021-05-14,64.20454
2021-05-15,41.85606
2021-05-16,40.3409
2021-05-17,67.23484
2021-05-18,59.0909
2021-05-19,40.3409
2021-05-20,67.61363
2021-05-21,63.63636
2021-05-22,36.74242
2021-05-23,38.63636
2021-05-24,70.26515
2021-05-25,68.37121
2021-05-26,83.33333
2021-05-27,76.89393
2021-05-28,57.19696
2021-05-29,42.99242
2021-05-30,39.01515
2021-05-31,68.93939
2021-06-01,63.44696
2021-06-02,59.65909
2021-06-03,63.25757
2021-06-04,56.0606
2021-06-05,38.06818
2021-06-06,35.60606
2021-06-07,71.5909
2021-06-08,70.64393
2021-06-09,71.02272
2021-06-10,63.82575
2021-06-11,61.55303
2021-06-12,40.90909
2021-06-13,41.09848
2021-06-14,62.3106
2021-06-15,70.26515
2021-06-16,73.10606
2021-06-17,70.26515
2021-06-18,70.83333
2021-06-19,35.98484
2021-06-20,49.43181
2021-06-21,82.00757
2021-06-22,73.10606
2021-06-23,76.32575
