date,캐시백신용카드
2020-07-07,2.81456
2020-07-08,2.98013
2020-07-09,1.3245
2020-07-10,0.99337
2020-07-11,0.99337
2020-07-13,1.65562
2020-07-14,1.82119
2020-07-15,0.82781
2020-07-16,1.65562
2020-07-17,0.82781
2020-07-18,1.65562
2020-07-20,1.15894
2020-07-21,1.3245
2020-07-22,1.82119
2020-07-23,2.81456
2020-07-24,4.13907
2020-07-25,1.3245
2020-07-26,1.65562
2020-07-27,0.82781
2020-07-28,1.49006
2020-07-29,3.47682
2020-07-30,0.82781
2020-07-31,1.82119
2020-08-01,1.15894
2020-08-02,3.64238
2020-08-03,3.14569
2020-08-04,2.649
2020-08-05,3.47682
2020-08-06,2.48344
2020-08-09,2.98013
2020-08-10,1.3245
2020-08-11,1.3245
2020-08-12,1.15894
2020-08-13,1.15894
2020-08-15,1.65562
2020-08-16,1.3245
2020-08-17,1.15894
2020-08-18,2.48344
2020-08-19,3.64238
2020-08-20,1.65562
2020-08-22,1.15894
2020-08-23,1.98675
2020-08-24,1.3245
2020-08-25,0.82781
2020-08-26,2.649
2020-08-27,0.99337
2020-08-28,1.98675
2020-08-29,0.82781
2020-08-30,1.65562
2020-08-31,1.49006
2020-09-01,5.29801
2020-09-02,1.98675
2020-09-03,1.15894
2020-09-04,2.15231
2020-09-06,1.49006
2020-09-07,1.49006
2020-09-08,1.98675
2020-09-09,1.65562
2020-09-10,2.31788
2020-09-11,1.82119
2020-09-12,1.15894
2020-09-13,1.65562
2020-09-14,1.3245
2020-09-15,2.81456
2020-09-16,3.31125
2020-09-17,1.49006
2020-09-18,1.3245
2020-09-19,2.48344
2020-09-20,0.99337
2020-09-21,0.82781
2020-09-22,2.31788
2020-09-23,1.65562
2020-09-24,3.47682
2020-09-25,1.3245
2020-09-26,0.99337
2020-09-27,0.82781
2020-09-29,0.82781
2020-10-01,1.15894
2020-10-02,0.82781
2020-10-04,0.99337
2020-10-05,1.82119
2020-10-06,1.15894
2020-10-07,2.48344
2020-10-08,1.49006
2020-10-09,1.3245
2020-10-10,0.82781
2020-10-11,1.82119
2020-10-12,3.47682
2020-10-13,1.82119
2020-10-14,1.49006
2020-10-15,1.65562
2020-10-16,0.82781
2020-10-17,1.49006
2020-10-19,1.65562
2020-10-20,1.82119
2020-10-21,1.3245
2020-10-22,2.48344
2020-10-23,0.99337
2020-10-24,0.99337
2020-10-25,1.98675
2020-10-26,3.31125
2020-10-27,1.82119
2020-10-28,0.82781
2020-10-29,1.3245
2020-10-30,2.15231
2020-10-31,0.99337
2020-11-01,1.98675
2020-11-02,2.98013
2020-11-03,2.649
2020-11-04,0.99337
2020-11-05,0.82781
2020-11-06,1.65562
2020-11-08,1.65562
2020-11-09,1.82119
2020-11-10,2.15231
2020-11-11,2.98013
2020-11-12,3.9735
2020-11-13,2.81456
2020-11-14,2.15231
2020-11-15,2.48344
2020-11-16,4.63576
2020-11-17,3.31125
2020-11-18,2.48344
2020-11-19,2.48344
2020-11-20,0.82781
2020-11-21,1.49006
2020-11-22,1.15894
2020-11-23,1.49006
2020-11-24,2.649
2020-11-25,0.99337
2020-11-26,1.82119
2020-11-27,2.81456
2020-11-29,1.15894
2020-11-30,3.31125
2020-12-01,1.98675
2020-12-03,0.99337
2020-12-04,1.3245
2020-12-05,1.49006
2020-12-06,2.48344
2020-12-07,1.82119
2020-12-08,2.31788
2020-12-09,3.14569
2020-12-10,2.98013
2020-12-11,3.64238
2020-12-12,1.49006
2020-12-13,1.3245
2020-12-14,1.82119
2020-12-15,1.82119
2020-12-16,1.98675
2020-12-17,1.98675
2020-12-18,1.3245
2020-12-19,1.15894
2020-12-20,0.99337
2020-12-21,1.98675
2020-12-22,0.99337
2020-12-23,1.65562
2020-12-24,1.49006
2020-12-25,1.82119
2020-12-26,2.31788
2020-12-27,1.3245
2020-12-28,2.649
2020-12-29,2.649
2020-12-30,3.14569
2020-12-31,3.31125
2021-01-01,3.31125
2021-01-02,1.49006
2021-01-03,1.82119
2021-01-04,4.47019
2021-01-05,5.46357
2021-01-06,4.47019
2021-01-07,3.80794
2021-01-08,2.98013
2021-01-09,2.98013
2021-01-11,1.15894
2021-01-12,4.13907
2021-01-13,3.31125
2021-01-14,4.63576
2021-01-15,4.30463
2021-01-16,2.649
2021-01-17,2.649
2021-01-18,2.98013
2021-01-19,4.30463
2021-01-20,6.62251
2021-01-21,9.10596
2021-01-22,11.92052
2021-01-23,12.08609
2021-01-24,8.27814
2021-01-25,12.74834
2021-01-26,13.90728
2021-01-27,12.41721
2021-01-28,13.24503
2021-01-29,14.40397
2021-01-30,12.25165
2021-01-31,9.43708
2021-02-01,15.06622
2021-02-02,14.90066
2021-02-03,10.09933
2021-02-04,10.43046
2021-02-05,6.45695
2021-02-06,6.62251
2021-02-07,9.60264
2021-02-08,11.42384
2021-02-09,13.07947
2021-02-10,8.27814
2021-02-11,5.46357
2021-02-12,6.29139
2021-02-13,3.47682
2021-02-14,7.61589
2021-02-15,10.59602
2021-02-16,15.39735
2021-02-17,11.5894
2021-02-18,9.27152
2021-02-19,10.59602
2021-02-20,5.7947
2021-02-21,8.94039
2021-02-22,6.45695
2021-02-23,11.25827
2021-02-24,12.58278
2021-02-25,10.43046
2021-02-26,8.11258
2021-02-27,7.78145
2021-02-28,8.60927
2021-03-01,9.76821
2021-03-02,12.74834
2021-03-03,10.92715
2021-03-04,8.27814
2021-03-05,8.4437
2021-03-06,5.96026
2021-03-07,4.96688
2021-03-08,7.78145
2021-03-09,8.94039
2021-03-10,8.27814
2021-03-11,9.60264
2021-03-12,6.62251
2021-03-13,3.31125
2021-03-14,6.62251
2021-03-15,11.09271
2021-03-16,13.07947
2021-03-17,7.94701
2021-03-18,7.28476
2021-03-19,10.59602
2021-03-20,4.30463
2021-03-21,6.12582
2021-03-22,10.59602
2021-03-23,9.60264
2021-03-24,8.11258
2021-03-25,10.59602
2021-03-26,7.61589
2021-03-27,4.13907
2021-03-28,7.78145
2021-03-29,8.94039
2021-03-30,10.2649
2021-03-31,13.90728
2021-04-01,8.94039
2021-04-02,10.2649
2021-04-03,8.4437
2021-04-04,7.1192
2021-04-05,13.41059
2021-04-06,9.27152
2021-04-07,7.78145
2021-04-08,8.4437
2021-04-09,10.92715
2021-04-10,5.46357
2021-04-11,5.29801
2021-04-12,12.08609
2021-04-13,7.94701
2021-04-14,10.09933
2021-04-15,10.76158
2021-04-16,11.25827
2021-04-17,8.94039
2021-04-18,5.96026
2021-04-19,11.25827
2021-04-20,8.4437
2021-04-21,6.78807
2021-04-22,8.4437
2021-04-23,9.60264
2021-04-24,4.96688
2021-04-25,4.13907
2021-04-26,7.61589
2021-04-27,10.2649
2021-04-28,8.77483
2021-04-29,12.41721
2021-04-30,10.76158
2021-05-01,8.60927
2021-05-02,5.13245
2021-05-03,14.07284
2021-05-04,12.74834
2021-05-05,9.76821
2021-05-06,8.27814
2021-05-07,10.92715
2021-05-08,5.7947
2021-05-09,5.62913
2021-05-10,10.09933
2021-05-11,10.76158
2021-05-12,10.09933
2021-05-13,9.10596
2021-05-14,11.42384
2021-05-15,5.96026
2021-05-16,7.28476
2021-05-17,10.76158
2021-05-18,10.2649
2021-05-19,5.13245
2021-05-20,9.60264
2021-05-21,9.27152
2021-05-22,2.81456
2021-05-23,5.62913
2021-05-24,10.92715
2021-05-25,13.57615
2021-05-26,12.58278
2021-05-27,9.27152
2021-05-28,9.43708
2021-05-29,9.43708
2021-05-30,6.29139
2021-05-31,14.56953
2021-06-01,11.25827
2021-06-02,8.4437
2021-06-03,12.41721
2021-06-04,11.25827
2021-06-05,4.30463
2021-06-06,6.45695
2021-06-07,12.25165
2021-06-08,9.43708
2021-06-09,10.09933
2021-06-10,11.25827
2021-06-11,9.76821
2021-06-12,5.13245
2021-06-13,6.62251
2021-06-14,7.78145
2021-06-15,11.75496
2021-06-16,33.60927
2021-06-17,34.10596
2021-06-18,13.74172
2021-06-19,5.96026
2021-06-20,23.01324
2021-06-21,45.36423
2021-06-22,100.0
2021-06-23,51.3245
2021-06-24,35.09933
2021-06-25,38.90728
2021-06-26,17.88079
2021-06-27,7.78145
2021-06-28,51.98675
2021-06-29,71.19205
2021-06-30,24.66887
2021-07-01,37.74834
2021-07-02,26.3245
2021-07-03,12.58278
2021-07-04,10.92715
2021-07-05,10.09933
2021-07-06,10.09933
2021-07-07,11.5894
2021-07-08,9.76821
2021-07-09,10.92715
2021-07-10,7.28476
2021-07-11,3.31125
2021-07-12,6.12582
2021-07-13,5.96026
2021-07-14,2.98013
2021-07-15,3.31125
2021-07-16,8.11258
2021-07-17,3.14569
2021-07-18,1.65562
2021-07-19,2.81456
2021-07-20,3.31125
2021-07-21,3.47682
2021-07-22,2.649
2021-07-23,2.15231
2021-07-24,1.65562
2021-07-25,2.81456
2021-07-26,3.14569
2021-07-27,2.649
2021-07-28,2.48344
2021-07-29,4.30463
2021-07-30,2.31788
2021-07-31,1.49006
2021-08-01,1.15894
2021-08-02,1.3245
2021-08-03,0.82781
2021-08-04,1.65562
2021-08-05,1.3245
2021-08-06,1.98675
2021-08-07,0.99337
2021-08-08,1.3245
2021-08-09,1.3245
2021-08-10,1.49006
2021-08-11,2.649
2021-08-12,0.82781
2021-08-13,2.98013
2021-08-14,0.99337
2021-08-15,0.99337
2021-08-17,2.98013
2021-08-18,2.31788
2021-08-19,1.15894
2021-08-20,2.15231
2021-08-21,2.81456
2021-08-23,1.3245
2021-08-24,1.3245
2021-08-25,1.3245
2021-08-26,2.81456
2021-08-27,1.15894
2021-08-29,1.98675
2021-08-30,1.65562
2021-08-31,2.48344
2021-09-01,6.12582
2021-09-02,2.649
2021-09-03,1.82119
2021-09-05,1.49006
2021-09-06,1.3245
2021-09-07,1.98675
2021-09-08,1.98675
2021-09-09,3.80794
2021-09-10,1.65562
2021-09-11,1.82119
2021-09-12,1.3245
2021-09-13,0.99337
2021-09-14,2.15231
2021-09-16,0.99337
2021-09-17,1.15894
2021-09-18,1.49006
2021-09-23,1.15894
2021-09-25,1.65562
2021-09-26,1.65562
2021-09-27,3.47682
2021-09-28,3.14569
2021-09-29,2.81456
2021-09-30,1.3245
2021-10-01,4.63576
2021-10-02,1.49006
2021-10-03,1.3245
2021-10-04,2.649
2021-10-05,2.31788
2021-10-06,2.98013
2021-10-07,1.15894
2021-10-08,2.15231
2021-10-09,0.99337
2021-10-10,1.15894
2021-10-11,2.15231
2021-10-12,1.49006
2021-10-13,0.82781
2021-10-15,1.98675
2021-10-16,0.99337
2021-10-17,1.49006
2021-10-18,0.82781
2021-10-19,1.15894
2021-10-20,2.649
2021-10-21,0.99337
2021-10-22,0.99337
2021-10-23,0.82781
2021-10-24,1.49006
2021-10-25,3.80794
2021-10-26,1.49006
2021-10-27,3.80794
2021-10-28,2.81456
2021-10-29,3.64238
2021-10-30,0.82781
2021-10-31,2.15231
2021-11-01,1.65562
2021-11-02,2.81456
2021-11-03,4.63576
2021-11-04,3.14569
2021-11-07,2.15231
2021-11-08,2.649
2021-11-09,1.49006
2021-11-10,3.80794
2021-11-11,1.82119
2021-11-12,2.649
2021-11-13,1.65562
2021-11-14,1.49006
2021-11-15,4.13907
2021-11-16,2.48344
2021-11-17,0.82781
2021-11-18,0.82781
2021-11-19,3.14569
2021-11-21,1.49006
2021-11-22,1.49006
2021-11-23,1.82119
2021-11-24,3.14569
2021-11-25,1.15894
2021-11-26,1.3245
2021-11-27,1.15894
2021-11-28,1.15894
2021-11-29,0.82781
2021-11-30,2.31788
2021-12-01,2.48344
2021-12-02,0.82781
2021-12-03,3.31125
2021-12-04,1.49006
2021-12-05,1.15894
2021-12-06,2.31788
2021-12-07,2.649
2021-12-08,2.98013
2021-12-09,0.99337
2021-12-10,1.15894
2021-12-11,1.3245
2021-12-12,0.82781
2021-12-13,2.15231
2021-12-14,2.48344
2021-12-15,2.31788
2021-12-16,3.14569
2021-12-17,2.15231
2021-12-18,2.81456
2021-12-19,1.65562
2021-12-20,1.98675
2021-12-21,4.96688
2021-12-22,2.649
2021-12-23,2.81456
2021-12-24,0.82781
2021-12-25,0.99337
2021-12-27,2.15231
2021-12-28,1.15894
2021-12-29,2.649
2021-12-30,2.81456
2021-12-31,1.49006
2022-01-01,1.65562
2022-01-02,1.82119
2022-01-03,1.98675
2022-01-04,2.98013
2022-01-05,2.31788
2022-01-06,5.13245
2022-01-07,3.31125
2022-01-08,2.98013
2022-01-09,1.15894
2022-01-10,1.98675
2022-01-11,3.47682
2022-01-12,2.98013
2022-01-13,4.96688
2022-01-14,3.9735
2022-01-15,1.98675
2022-01-16,1.3245
2022-01-17,3.31125
2022-01-18,2.81456
2022-01-19,3.14569
2022-01-20,3.31125
2022-01-21,2.98013
2022-01-23,1.82119
2022-01-24,2.48344
2022-01-25,4.96688
2022-01-26,3.14569
2022-01-27,1.82119
2022-01-28,1.3245
2022-01-29,1.65562
2022-01-30,1.15894
2022-01-31,0.82781
2022-02-01,1.15894
2022-02-02,1.49006
2022-02-03,3.80794
2022-02-04,1.98675
2022-02-05,3.31125
2022-02-06,3.31125
2022-02-07,1.98675
2022-02-08,1.82119
2022-02-09,1.49006
2022-02-10,1.65562
2022-02-11,4.30463
2022-02-12,1.82119
2022-02-13,2.98013
2022-02-14,1.65562
2022-02-15,2.98013
2022-02-16,4.13907
2022-02-17,1.49006
2022-02-18,2.81456
2022-02-19,2.98013
2022-02-20,2.15231
2022-02-21,1.98675
2022-02-22,2.48344
2022-02-23,3.14569
2022-02-24,4.30463
2022-02-25,2.15231
2022-02-27,2.81456
2022-03-01,2.48344
2022-03-02,1.98675
2022-03-03,2.15231
2022-03-04,0.82781
2022-03-05,0.82781
2022-03-06,0.99337
2022-03-07,4.30463
2022-03-08,1.98675
2022-03-09,1.3245
2022-03-10,3.14569
2022-03-11,1.65562
2022-03-12,1.15894
2022-03-13,2.81456
2022-03-14,2.649
2022-03-15,1.82119
2022-03-16,3.14569
2022-03-17,1.49006
2022-03-18,3.64238
2022-03-19,0.99337
2022-03-20,1.65562
2022-03-21,2.649
2022-03-22,2.649
2022-03-23,2.649
2022-03-24,2.649
2022-03-25,3.80794
2022-03-26,0.82781
2022-03-27,1.82119
2022-03-28,0.82781
2022-03-29,1.15894
2022-03-30,3.64238
2022-03-31,2.31788
2022-04-01,2.98013
2022-04-02,1.49006
2022-04-03,1.82119
2022-04-04,1.65562
2022-04-05,3.47682
2022-04-06,5.13245
2022-04-08,1.15894
2022-04-11,4.13907
2022-04-12,3.64238
2022-04-13,3.47682
2022-04-14,1.98675
2022-04-15,0.99337
2022-04-16,2.15231
2022-04-17,1.15894
2022-04-18,2.48344
2022-04-19,0.99337
2022-04-20,0.82781
2022-04-21,1.49006
2022-04-22,1.65562
2022-04-23,0.99337
2022-04-24,1.15894
2022-04-26,1.98675
2022-04-27,2.31788
2022-04-28,2.15231
2022-04-29,0.82781
2022-04-30,0.82781
2022-05-01,2.48344
2022-05-02,2.98013
2022-05-03,2.31788
2022-05-04,2.31788
2022-05-05,1.49006
2022-05-06,1.15894
2022-05-07,1.49006
2022-05-08,2.31788
2022-05-09,1.15894
2022-05-10,5.62913
2022-05-11,2.31788
2022-05-12,3.9735
2022-05-13,3.14569
2022-05-14,1.15894
2022-05-15,1.82119
2022-05-16,2.15231
2022-05-17,4.47019
2022-05-18,1.3245
2022-05-19,4.30463
2022-05-20,2.15231
2022-05-21,1.65562
2022-05-22,1.49006
2022-05-23,2.15231
2022-05-24,2.31788
2022-05-25,2.98013
2022-05-26,1.3245
2022-05-27,1.15894
2022-05-28,0.99337
2022-05-29,2.15231
2022-05-30,1.3245
2022-05-31,2.31788
2022-06-01,2.48344
2022-06-02,1.65562
2022-06-03,0.82781
2022-06-04,0.99337
2022-06-05,1.3245
2022-06-06,1.98675
2022-06-07,2.15231
2022-06-08,2.649
2022-06-09,2.31788
2022-06-10,2.98013
2022-06-11,1.15894
2022-06-12,2.31788
2022-06-13,3.31125
2022-06-14,4.13907
2022-06-15,2.31788
2022-06-16,2.98013
2022-06-17,2.649
2022-06-18,0.99337
2022-06-19,2.649
2022-06-20,4.13907
2022-06-21,1.65562
2022-06-22,1.65562
2022-06-23,2.81456
2022-06-24,3.14569
2022-06-25,4.63576
2022-06-26,3.14569
2022-06-27,2.31788
2022-06-28,2.81456
2022-06-29,3.14569
2022-06-30,4.63576
2022-07-01,1.82119
2022-07-02,0.99337
2022-07-03,3.31125
2022-07-04,5.13245
2022-07-05,1.3245
2022-07-06,2.48344
2022-07-07,2.649
2022-07-08,0.82781
2022-07-09,1.65562
2022-07-11,1.65562
2022-07-12,0.99337
2022-07-13,1.15894
2022-07-14,2.48344
2022-07-15,2.48344
2022-07-16,2.649
2022-07-17,2.15231
2022-07-18,2.98013
2022-07-19,1.3245
2022-07-20,2.31788
2022-07-21,4.80132
2022-07-22,3.31125
2022-07-23,0.82781
2022-07-24,3.14569
2022-07-25,5.7947
2022-07-26,2.98013
2022-07-27,2.31788
2022-07-28,2.649
2022-07-29,4.30463
2022-07-30,1.82119
2022-07-31,1.82119
2022-08-01,4.80132
2022-08-02,4.80132
2022-08-03,5.7947
2022-08-04,2.649
2022-08-05,1.49006
2022-08-06,1.65562
2022-08-07,2.649
2022-08-08,5.7947
2022-08-09,3.9735
2022-08-10,6.62251
2022-08-11,5.29801
2022-08-12,2.98013
2022-08-13,2.31788
2022-08-14,0.99337
2022-08-15,3.31125
2022-08-16,3.14569
2022-08-17,4.30463
2022-08-18,3.14569
2022-08-19,2.98013
2022-08-20,2.15231
2022-08-21,3.64238
2022-08-22,1.49006
2022-08-23,1.3245
2022-08-24,4.80132
2022-08-25,3.47682
2022-08-26,3.14569
2022-08-27,1.15894
2022-08-28,2.15231
2022-08-29,4.30463
2022-08-30,3.47682
2022-08-31,6.12582
2022-09-01,4.47019
2022-09-02,4.30463
2022-09-03,2.15231
2022-09-04,2.15231
2022-09-05,2.649
2022-09-06,2.649
2022-09-07,2.48344
2022-09-08,1.98675
2022-09-09,2.15231
2022-09-10,1.3245
2022-09-11,0.82781
2022-09-12,2.98013
2022-09-13,3.64238
2022-09-14,2.31788
2022-09-15,5.46357
2022-09-16,1.65562
2022-09-17,1.15894
2022-09-18,0.99337
2022-09-19,2.15231
2022-09-20,4.13907
2022-09-21,1.65562
2022-09-22,3.31125
2022-09-23,1.3245
2022-09-24,3.14569
2022-09-25,1.3245
2022-09-26,3.9735
2022-09-27,4.30463
2022-09-28,2.649
2022-09-29,2.98013
2022-09-30,3.47682
2022-10-01,2.15231
2022-10-02,2.649
2022-10-03,4.80132
2022-10-04,5.46357
2022-10-05,4.13907
2022-10-06,2.98013
2022-10-07,5.62913
2022-10-08,1.49006
2022-10-09,1.98675
2022-10-10,2.15231
2022-10-11,4.13907
2022-10-12,5.62913
2022-10-13,4.47019
2022-10-14,4.63576
2022-10-15,2.649
2022-10-16,1.49006
2022-10-17,4.47019
2022-10-18,1.82119
2022-10-19,4.96688
2022-10-20,5.46357
2022-10-21,3.9735
2022-10-22,1.3245
2022-10-23,1.98675
2022-10-24,6.78807
2022-10-25,7.1192
2022-10-26,6.12582
2022-10-27,2.15231
2022-10-28,2.81456
2022-10-29,1.82119
2022-10-30,1.3245
2022-10-31,5.29801
2022-11-01,6.12582
2022-11-02,5.46357
2022-11-03,4.96688
2022-11-04,2.48344
2022-11-05,2.98013
2022-11-06,1.98675
2022-11-07,4.80132
2022-11-08,3.47682
2022-11-09,5.46357
2022-11-10,6.78807
2022-11-11,4.47019
2022-11-12,1.82119
2022-11-13,2.81456
2022-11-14,4.13907
2022-11-15,4.96688
2022-11-16,4.63576
2022-11-17,4.96688
2022-11-18,1.65562
2022-11-19,2.48344
2022-11-20,1.65562
2022-11-21,2.48344
2022-11-22,5.62913
2022-11-23,4.63576
2022-11-24,4.47019
2022-11-25,3.64238
2022-11-26,1.82119
2022-11-27,3.31125
2022-11-28,4.47019
2022-11-29,6.45695
2022-11-30,6.62251
2022-12-01,7.28476
2022-12-02,5.62913
2022-12-03,2.15231
2022-12-04,3.47682
2022-12-05,5.29801
2022-12-06,3.9735
2022-12-07,5.7947
2022-12-08,4.96688
2022-12-09,2.81456
2022-12-10,1.82119
2022-12-11,2.15231
2022-12-12,3.14569
2022-12-13,6.62251
2022-12-14,4.13907
2022-12-15,3.64238
2022-12-16,4.80132
2022-12-17,2.48344
2022-12-18,1.65562
2022-12-19,7.28476
2022-12-20,4.13907
2022-12-21,4.13907
2022-12-22,2.31788
2022-12-23,4.47019
2022-12-24,1.15894
2022-12-25,2.31788
2022-12-26,4.96688
2022-12-27,5.7947
2022-12-28,6.12582
2022-12-29,5.46357
2022-12-30,3.64238
2022-12-31,2.649
2023-01-01,3.9735
2023-01-02,6.95364
2023-01-03,7.45033
2023-01-04,5.96026
2023-01-05,4.63576
2023-01-06,5.62913
2023-01-07,2.649
2023-01-08,3.47682
2023-01-09,6.29139
2023-01-10,5.62913
2023-01-11,5.29801
2023-01-12,5.13245
2023-01-13,6.45695
2023-01-14,3.14569
2023-01-15,2.98013
2023-01-16,3.31125
2023-01-17,4.63576
2023-01-18,8.60927
2023-01-19,4.80132
2023-01-20,3.31125
2023-01-21,1.3245
2023-01-22,1.49006
2023-01-23,1.65562
2023-01-24,2.81456
2023-01-25,7.45033
2023-01-26,8.11258
2023-01-27,8.27814
2023-01-28,2.649
2023-01-29,6.12582
2023-01-30,7.61589
2023-01-31,6.78807
2023-02-01,7.94701
2023-02-02,7.78145
2023-02-03,4.30463
2023-02-04,2.48344
2023-02-05,5.96026
2023-02-06,4.80132
2023-02-07,10.59602
2023-02-08,7.1192
2023-02-09,5.96026
2023-02-10,4.63576
2023-02-11,3.80794
2023-02-12,3.14569
2023-02-13,6.12582
2023-02-14,4.30463
2023-02-15,7.28476
2023-02-16,6.62251
2023-02-17,5.29801
2023-02-18,3.14569
2023-02-19,4.63576
2023-02-20,6.12582
2023-02-21,6.95364
2023-02-22,6.95364
2023-02-23,6.29139
2023-02-24,6.95364
2023-02-25,6.12582
2023-02-26,5.62913
2023-02-27,5.7947
2023-02-28,6.29139
2023-03-01,6.12582
2023-03-02,4.13907
2023-03-03,3.47682
2023-03-04,2.81456
2023-03-05,5.46357
2023-03-06,4.13907
2023-03-07,6.45695
2023-03-08,5.29801
2023-03-09,5.62913
2023-03-10,4.96688
2023-03-11,2.48344
2023-03-12,1.65562
2023-03-13,6.45695
2023-03-14,4.96688
2023-03-15,3.14569
2023-03-16,5.46357
2023-03-17,4.30463
2023-03-18,1.98675
2023-03-19,2.98013
2023-03-20,4.30463
2023-03-21,9.27152
2023-03-22,3.64238
2023-03-23,4.96688
2023-03-24,3.80794
2023-03-25,2.48344
2023-03-26,1.3245
2023-03-27,1.98675
2023-03-28,3.47682
2023-03-29,4.13907
2023-03-30,4.47019
2023-03-31,4.96688
2023-04-01,3.9735
2023-04-02,1.49006
2023-04-03,5.29801
2023-04-04,6.29139
2023-04-05,7.61589
2023-04-06,4.13907
2023-04-07,3.64238
2023-04-08,2.649
2023-04-09,1.3245
2023-04-10,4.63576
2023-04-11,7.78145
2023-04-12,2.98013
2023-04-13,4.13907
2023-04-14,4.47019
2023-04-15,2.98013
2023-04-16,2.98013
2023-04-17,4.80132
2023-04-18,5.62913
2023-04-19,2.31788
2023-04-20,4.80132
2023-04-21,3.9735
2023-04-22,1.82119
2023-04-23,1.65562
2023-04-24,3.9735
2023-04-25,4.13907
2023-04-26,4.13907
2023-04-27,3.14569
2023-04-28,3.64238
2023-04-29,1.15894
2023-04-30,0.99337
2023-05-01,4.30463
2023-05-02,4.96688
2023-05-03,3.31125
2023-05-04,4.96688
2023-05-05,3.9735
2023-05-06,2.31788
2023-05-07,2.48344
2023-05-08,5.13245
2023-05-09,3.9735
2023-05-10,7.1192
2023-05-11,3.9735
2023-05-12,2.81456
2023-05-13,2.48344
2023-05-14,1.82119
2023-05-15,3.47682
2023-05-16,4.96688
2023-05-17,4.80132
2023-05-18,4.80132
2023-05-19,3.47682
2023-05-20,1.98675
2023-05-21,1.98675
2023-05-22,5.46357
2023-05-23,3.31125
2023-05-24,5.46357
2023-05-25,2.31788
2023-05-26,4.80132
2023-05-27,2.15231
2023-05-28,1.98675
2023-05-29,1.98675
2023-05-30,5.13245
2023-05-31,5.62913
2023-06-01,5.96026
2023-06-02,5.13245
2023-06-03,2.31788
2023-06-04,2.15231
2023-06-05,3.9735
2023-06-06,3.47682
2023-06-07,4.13907
2023-06-08,3.31125
2023-06-09,4.30463
2023-06-10,2.31788
2023-06-11,3.14569
2023-06-12,5.62913
2023-06-13,4.47019
2023-06-14,3.14569
2023-06-15,2.98013
2023-06-16,3.80794
2023-06-17,1.65562
2023-06-18,0.82781
2023-06-19,6.29139
2023-06-20,5.7947
2023-06-21,4.80132
2023-06-22,4.80132
2023-06-23,2.15231
2023-06-24,1.65562
2023-06-25,4.13907
2023-06-26,3.80794
2023-06-27,6.29139
2023-06-28,8.4437
2023-06-29,3.80794
2023-06-30,5.62913
2023-07-01,2.98013
2023-07-02,2.649
2023-07-03,5.62913
2023-07-04,7.78145
2023-07-05,4.13907
2023-07-06,5.13245
2023-07-07,2.15231
2023-07-08,1.82119
2023-07-09,2.81456
2023-07-10,4.30463
