date,연금저축ETF
2022-03-19,14.16893
2022-03-20,17.43869
2022-03-21,23.9782
2022-03-22,25.34059
2022-03-23,29.97275
2022-03-24,25.34059
2022-03-25,27.52043
2022-03-26,16.89373
2022-03-27,14.44141
2022-03-28,28.33787
2022-03-29,35.69482
2022-03-30,27.24795
2022-03-31,32.97002
2022-04-01,23.70572
2022-04-02,14.98637
2022-04-03,14.71389
2022-04-04,27.52043
2022-04-05,28.33787
2022-04-06,27.52043
2022-04-07,21.52588
2022-04-08,17.98365
2022-04-09,11.71662
2022-04-10,14.44141
2022-04-11,13.35149
2022-04-12,17.98365
2022-04-13,19.891
2022-04-14,17.16621
2022-04-15,14.71389
2022-04-16,7.08446
2022-04-17,15.25885
2022-04-18,14.98637
2022-04-19,17.16621
2022-04-20,17.71117
2022-04-21,14.44141
2022-04-22,13.35149
2022-04-23,8.99182
2022-04-24,11.9891
2022-04-25,17.43869
2022-04-26,20.43596
2022-04-27,18.52861
2022-04-28,16.89373
2022-04-29,12.80653
2022-04-30,6.81198
2022-05-01,10.6267
2022-05-02,16.07629
2022-05-03,15.53133
2022-05-04,13.89645
2022-05-05,7.62942
2022-05-06,9.53678
2022-05-07,5.72207
2022-05-08,7.35694
2022-05-09,14.71389
2022-05-10,14.98637
2022-05-11,16.07629
2022-05-12,12.80653
2022-05-13,12.26158
2022-05-14,6.5395
2022-05-15,6.26702
2022-05-16,15.53133
2022-05-17,20.16348
2022-05-18,11.9891
2022-05-19,13.07901
2022-05-20,14.16893
2022-05-21,5.44959
2022-05-22,5.44959
2022-05-23,9.53678
2022-05-24,10.35422
2022-05-25,17.71117
2022-05-26,10.89918
2022-05-27,13.89645
2022-05-28,5.72207
2022-05-29,7.9019
2022-05-30,12.80653
2022-05-31,10.89918
2022-06-01,10.35422
2022-06-02,12.80653
2022-06-03,14.98637
2022-06-04,8.17438
2022-06-05,8.17438
2022-06-06,9.53678
2022-06-07,7.62942
2022-06-08,9.80926
2022-06-09,14.98637
2022-06-10,10.08174
2022-06-11,4.63215
2022-06-12,6.5395
2022-06-13,12.26158
2022-06-14,13.07901
2022-06-15,11.9891
2022-06-16,16.62125
2022-06-17,13.89645
2022-06-18,6.26702
2022-06-19,3.54223
2022-06-20,14.98637
2022-06-21,11.9891
2022-06-22,14.44141
2022-06-23,12.26158
2022-06-24,10.6267
2022-06-25,7.9019
2022-06-26,6.81198
2022-06-27,10.6267
2022-06-28,19.34604
2022-06-29,14.44141
2022-06-30,11.44414
2022-07-01,8.44686
2022-07-02,2.17983
2022-07-03,8.44686
2022-07-04,9.80926
2022-07-05,10.6267
2022-07-06,9.80926
2022-07-07,9.53678
2022-07-08,9.53678
2022-07-09,3.81471
2022-07-10,6.81198
2022-07-11,10.08174
2022-07-12,11.44414
2022-07-13,8.71934
2022-07-14,9.2643
2022-07-15,10.6267
2022-07-16,6.26702
2022-07-17,6.81198
2022-07-18,9.2643
2022-07-19,14.44141
2022-07-20,14.16893
2022-07-21,12.80653
2022-07-22,10.89918
2022-07-23,5.72207
2022-07-24,8.44686
2022-07-25,19.61852
2022-07-26,14.98637
2022-07-27,16.07629
2022-07-28,16.34877
2022-07-29,13.89645
2022-07-30,7.62942
2022-07-31,4.35967
2022-08-01,13.35149
2022-08-02,17.16621
2022-08-03,13.89645
2022-08-04,15.53133
2022-08-05,16.34877
2022-08-06,8.71934
2022-08-07,8.99182
2022-08-08,11.71662
2022-08-09,14.98637
2022-08-10,9.2643
2022-08-11,17.98365
2022-08-12,15.25885
2022-08-13,13.35149
2022-08-14,10.6267
2022-08-15,12.26158
2022-08-16,20.16348
2022-08-17,20.98092
2022-08-18,22.07084
2022-08-19,28.61035
2022-08-20,8.71934
2022-08-21,12.26158
2022-08-22,19.34604
2022-08-23,11.9891
2022-08-24,14.98637
2022-08-25,20.98092
2022-08-26,14.71389
2022-08-27,5.17711
2022-08-28,5.17711
2022-08-29,11.71662
2022-08-30,15.53133
2022-08-31,17.71117
2022-09-01,8.71934
2022-09-02,7.62942
2022-09-03,5.99455
2022-09-04,7.08446
2022-09-05,14.16893
2022-09-06,11.44414
2022-09-07,7.9019
2022-09-08,11.44414
2022-09-09,2.72479
2022-09-10,4.90463
2022-09-11,5.44959
2022-09-12,8.99182
2022-09-13,17.16621
2022-09-14,17.16621
2022-09-15,12.80653
2022-09-16,11.44414
2022-09-17,7.35694
2022-09-18,7.62942
2022-09-19,8.99182
2022-09-20,9.2643
2022-09-21,12.53405
2022-09-22,10.35422
2022-09-23,10.89918
2022-09-24,4.35967
2022-09-25,8.71934
2022-09-26,11.71662
2022-09-27,9.2643
2022-09-28,11.17166
2022-09-29,12.53405
2022-09-30,10.35422
2022-10-01,2.99727
2022-10-02,4.63215
2022-10-03,3.26975
2022-10-04,15.25885
2022-10-05,10.35422
2022-10-06,11.71662
2022-10-07,11.44414
2022-10-08,5.17711
2022-10-09,5.17711
2022-10-10,5.72207
2022-10-11,9.53678
2022-10-12,12.26158
2022-10-13,9.80926
2022-10-14,8.17438
2022-10-15,8.99182
2022-10-16,3.26975
2022-10-17,10.6267
2022-10-18,9.80926
2022-10-19,8.17438
2022-10-20,11.17166
2022-10-21,7.35694
2022-10-22,4.35967
2022-10-23,4.35967
2022-10-24,7.35694
2022-10-25,14.71389
2022-10-26,16.89373
2022-10-27,10.35422
2022-10-28,8.99182
2022-10-29,5.17711
2022-10-30,6.5395
2022-10-31,10.6267
2022-11-01,13.07901
2022-11-02,12.26158
2022-11-03,12.80653
2022-11-04,9.80926
2022-11-05,6.26702
2022-11-06,10.35422
2022-11-07,13.35149
2022-11-08,12.80653
2022-11-09,9.2643
2022-11-10,12.26158
2022-11-11,13.62397
2022-11-12,5.44959
2022-11-13,8.17438
2022-11-14,16.07629
2022-11-15,22.88828
2022-11-16,12.53405
2022-11-17,12.53405
2022-11-18,8.99182
2022-11-19,5.17711
2022-11-20,7.08446
2022-11-21,14.98637
2022-11-22,17.16621
2022-11-23,14.71389
2022-11-24,12.53405
2022-11-25,11.17166
2022-11-26,6.5395
2022-11-27,9.2643
2022-11-28,17.71117
2022-11-29,12.53405
2022-11-30,18.80108
2022-12-01,20.16348
2022-12-02,17.43869
2022-12-03,5.99455
2022-12-04,7.08446
2022-12-05,15.80381
2022-12-06,19.07356
2022-12-07,18.80108
2022-12-08,18.80108
2022-12-09,21.2534
2022-12-10,11.44414
2022-12-11,10.6267
2022-12-12,21.52588
2022-12-13,21.52588
2022-12-14,19.07356
2022-12-15,21.52588
2022-12-16,13.89645
2022-12-17,7.62942
2022-12-18,10.35422
2022-12-19,21.79836
2022-12-20,16.62125
2022-12-21,20.16348
2022-12-22,19.34604
2022-12-23,18.25613
2022-12-24,13.35149
2022-12-25,10.6267
2022-12-26,28.06539
2022-12-27,29.70027
2022-12-28,30.24523
2022-12-29,30.79019
2022-12-30,25.06811
2022-12-31,12.26158
2023-01-01,9.53678
2023-01-02,13.35149
2023-01-03,9.80926
2023-01-04,15.80381
2023-01-05,19.07356
2023-01-06,11.44414
2023-01-07,8.44686
2023-01-08,14.44141
2023-01-09,11.17166
2023-01-10,16.07629
2023-01-11,11.71662
2023-01-12,16.89373
2023-01-13,13.62397
2023-01-14,7.35694
2023-01-15,9.53678
2023-01-16,15.53133
2023-01-17,20.16348
2023-01-18,20.98092
2023-01-19,18.25613
2023-01-20,21.52588
2023-01-21,11.17166
2023-01-22,5.99455
2023-01-23,8.17438
2023-01-24,13.89645
2023-01-25,35.42234
2023-01-26,29.70027
2023-01-27,23.70572
2023-01-28,13.07901
2023-01-29,14.71389
2023-01-30,34.05994
2023-01-31,31.33514
2023-02-01,19.891
2023-02-02,21.2534
2023-02-03,32.15258
2023-02-04,12.26158
2023-02-05,13.35149
2023-02-06,28.06539
2023-02-07,22.34332
2023-02-08,23.16076
2023-02-09,20.98092
2023-02-10,27.24795
2023-02-11,11.71662
2023-02-12,12.80653
2023-02-13,22.6158
2023-02-14,23.9782
2023-02-15,26.70299
2023-02-16,25.34059
2023-02-17,16.34877
2023-02-18,6.5395
2023-02-19,16.34877
2023-02-20,19.891
2023-02-21,19.34604
2023-02-22,17.43869
2023-02-23,19.07356
2023-02-24,19.07356
2023-02-25,9.2643
2023-02-26,10.35422
2023-02-27,17.16621
2023-02-28,16.62125
2023-03-01,13.89645
2023-03-02,12.80653
2023-03-03,11.17166
2023-03-04,11.44414
2023-03-05,14.71389
2023-03-06,15.53133
2023-03-07,25.06811
2023-03-08,16.62125
2023-03-09,14.44141
2023-03-10,15.80381
2023-03-11,7.35694
2023-03-12,5.44959
2023-03-13,14.71389
2023-03-14,11.17166
2023-03-15,12.80653
2023-03-16,10.35422
2023-03-17,9.53678
2023-03-18,6.26702
2023-03-19,8.99182
2023-03-20,15.53133
2023-03-21,16.62125
2023-03-22,12.80653
2023-03-23,16.34877
2023-03-24,15.53133
2023-03-25,9.80926
2023-03-26,5.72207
2023-03-27,10.89918
2023-03-28,14.16893
2023-03-29,14.44141
2023-03-30,11.17166
2023-03-31,11.44414
2023-04-01,5.99455
2023-04-02,9.53678
2023-04-03,14.98637
2023-04-04,17.43869
2023-04-05,14.44141
2023-04-06,15.53133
2023-04-07,15.25885
2023-04-08,5.44959
2023-04-09,8.71934
2023-04-10,19.07356
2023-04-11,18.52861
2023-04-12,16.89373
2023-04-13,21.79836
2023-04-14,14.98637
2023-04-15,5.44959
2023-04-16,11.71662
2023-04-17,15.80381
2023-04-18,19.07356
2023-04-19,13.07901
2023-04-20,12.26158
2023-04-21,11.17166
2023-04-22,6.26702
2023-04-23,5.17711
2023-04-24,11.9891
2023-04-25,15.53133
2023-04-26,11.9891
2023-04-27,11.9891
2023-04-28,9.2643
2023-04-29,3.54223
2023-04-30,7.08446
2023-05-01,7.9019
2023-05-02,11.9891
2023-05-03,16.34877
2023-05-04,10.35422
2023-05-05,5.99455
2023-05-06,7.9019
2023-05-07,8.99182
2023-05-08,10.35422
2023-05-09,11.71662
2023-05-10,10.6267
2023-05-11,13.62397
2023-05-12,10.6267
2023-05-13,7.9019
2023-05-14,7.62942
2023-05-15,9.80926
2023-05-16,15.80381
2023-05-17,10.6267
2023-05-18,14.16893
2023-05-19,18.25613
2023-05-20,8.17438
2023-05-21,4.90463
2023-05-22,17.16621
2023-05-23,17.71117
2023-05-24,11.44414
2023-05-25,16.07629
2023-05-26,13.07901
2023-05-27,10.35422
2023-05-28,8.99182
2023-05-29,10.08174
