date,연금저축ETF
2020-03-20,17.43869
2020-03-21,10.35422
2020-03-22,7.9019
2020-03-23,12.26158
2020-03-24,13.35149
2020-03-25,14.71389
2020-03-26,12.53405
2020-03-27,14.44141
2020-03-28,10.35422
2020-03-29,12.53405
2020-03-30,15.53133
2020-03-31,18.52861
2020-04-01,14.98637
2020-04-02,15.80381
2020-04-03,10.08174
2020-04-04,10.35422
2020-04-05,13.07901
2020-04-06,13.62397
2020-04-07,18.52861
2020-04-08,16.07629
2020-04-09,16.34877
2020-04-10,16.07629
2020-04-11,11.71662
2020-04-12,14.71389
2020-04-13,14.16893
2020-04-14,10.08174
2020-04-15,14.44141
2020-04-16,19.34604
2020-04-17,19.61852
2020-04-18,13.07901
2020-04-19,14.98637
2020-04-20,17.98365
2020-04-21,13.07901
2020-04-22,19.07356
2020-04-23,11.71662
2020-04-24,11.17166
2020-04-25,9.80926
2020-04-26,10.6267
2020-04-27,14.16893
2020-04-28,9.80926
2020-04-29,13.89645
2020-04-30,12.53405
2020-05-01,7.08446
2020-05-02,10.35422
2020-05-03,13.07901
2020-05-04,17.43869
2020-05-05,12.53405
2020-05-06,11.44414
2020-05-07,10.08174
2020-05-08,14.44141
2020-05-09,11.44414
2020-05-10,13.07901
2020-05-11,11.44414
2020-05-12,14.71389
2020-05-13,13.35149
2020-05-14,12.26158
2020-05-15,8.99182
2020-05-16,8.17438
2020-05-17,5.17711
2020-05-18,8.99182
2020-05-19,15.25885
2020-05-20,16.89373
2020-05-21,17.16621
2020-05-22,12.53405
2020-05-23,10.89918
2020-05-24,11.44414
2020-05-25,16.89373
2020-05-26,17.16621
2020-05-27,14.44141
2020-05-28,13.89645
2020-05-29,12.53405
2020-05-30,6.81198
2020-05-31,10.35422
2020-06-01,17.43869
2020-06-02,21.79836
2020-06-03,15.25885
2020-06-04,19.891
2020-06-05,14.98637
2020-06-06,12.80653
2020-06-07,13.62397
2020-06-08,16.07629
2020-06-09,20.70844
2020-06-10,10.89918
2020-06-11,15.80381
2020-06-12,14.71389
2020-06-13,7.08446
2020-06-14,12.53405
2020-06-15,11.71662
2020-06-16,17.43869
2020-06-17,12.26158
2020-06-18,11.17166
2020-06-19,11.17166
2020-06-20,6.81198
2020-06-21,10.08174
2020-06-22,11.44414
2020-06-23,14.98637
2020-06-24,16.34877
2020-06-25,12.80653
2020-06-26,14.16893
2020-06-27,7.35694
2020-06-28,12.80653
2020-06-29,11.44414
2020-06-30,10.08174
2020-07-01,11.44414
2020-07-02,12.80653
2020-07-03,16.07629
2020-07-04,5.17711
2020-07-05,15.53133
2020-07-06,17.16621
2020-07-07,16.62125
2020-07-08,17.43869
2020-07-09,18.25613
2020-07-10,16.62125
2020-07-11,12.80653
2020-07-12,18.52861
2020-07-13,16.62125
2020-07-14,19.61852
2020-07-15,17.16621
2020-07-16,16.34877
2020-07-17,11.17166
2020-07-18,9.2643
2020-07-19,14.44141
2020-07-20,16.07629
2020-07-21,19.07356
2020-07-22,25.61307
2020-07-23,19.07356
2020-07-24,13.07901
2020-07-25,11.9891
2020-07-26,13.07901
2020-07-27,16.34877
2020-07-28,23.16076
2020-07-29,22.34332
2020-07-30,19.34604
2020-07-31,18.25613
2020-08-01,15.25885
2020-08-02,12.80653
2020-08-03,16.34877
2020-08-04,17.98365
2020-08-05,23.43324
2020-08-06,24.52316
2020-08-07,23.43324
2020-08-08,17.98365
2020-08-09,19.891
2020-08-10,28.33787
2020-08-11,20.43596
2020-08-12,25.61307
2020-08-13,26.15803
2020-08-14,21.2534
2020-08-15,9.53678
2020-08-16,10.08174
2020-08-17,13.35149
2020-08-18,19.61852
2020-08-19,17.71117
2020-08-20,12.80653
2020-08-21,18.25613
2020-08-22,11.44414
2020-08-23,13.62397
2020-08-24,19.34604
2020-08-25,27.24795
2020-08-26,21.52588
2020-08-27,25.61307
2020-08-28,25.34059
2020-08-29,12.53405
2020-08-30,18.80108
2020-08-31,23.16076
2020-09-01,23.70572
2020-09-02,25.88555
2020-09-03,28.33787
2020-09-04,16.62125
2020-09-05,13.35149
2020-09-06,14.44141
2020-09-07,24.52316
2020-09-08,20.98092
2020-09-09,19.07356
2020-09-10,22.34332
2020-09-11,18.80108
2020-09-12,12.26158
2020-09-13,13.62397
2020-09-14,15.25885
2020-09-15,20.43596
2020-09-16,20.43596
2020-09-17,15.80381
2020-09-18,13.07901
2020-09-19,5.17711
2020-09-20,13.62397
2020-09-21,15.53133
2020-09-22,16.07629
2020-09-23,10.89918
2020-09-24,12.80653
2020-09-25,11.9891
2020-09-26,13.62397
2020-09-27,7.9019
2020-09-28,15.80381
2020-09-29,13.89645
2020-09-30,10.08174
2020-10-01,10.6267
2020-10-02,9.80926
2020-10-03,11.17166
2020-10-04,10.35422
2020-10-05,17.71117
2020-10-06,20.70844
2020-10-07,20.70844
2020-10-08,17.43869
2020-10-09,7.9019
2020-10-10,11.17166
2020-10-11,12.80653
2020-10-12,18.52861
2020-10-13,24.79564
2020-10-14,19.61852
2020-10-15,18.52861
2020-10-16,17.98365
2020-10-17,14.98637
2020-10-18,13.07901
2020-10-19,14.16893
2020-10-20,18.52861
2020-10-21,16.62125
2020-10-22,16.89373
2020-10-23,11.44414
2020-10-24,8.71934
2020-10-25,7.62942
2020-10-26,22.6158
2020-10-27,16.07629
2020-10-28,16.07629
2020-10-29,18.52861
2020-10-30,13.62397
2020-10-31,5.17711
2020-11-01,8.44686
2020-11-02,14.44141
2020-11-03,16.62125
2020-11-04,15.25885
2020-11-05,20.43596
2020-11-06,22.6158
2020-11-07,10.08174
2020-11-08,15.53133
2020-11-09,19.34604
2020-11-10,17.98365
2020-11-11,23.70572
2020-11-12,24.79564
2020-11-13,23.9782
2020-11-14,11.71662
2020-11-15,10.35422
2020-11-16,27.24795
2020-11-17,24.79564
2020-11-18,25.88555
2020-11-19,20.70844
2020-11-20,23.70572
2020-11-21,16.62125
2020-11-22,19.891
2020-11-23,25.34059
2020-11-24,25.61307
2020-11-25,28.06539
2020-11-26,31.06267
2020-11-27,29.15531
2020-11-28,19.891
2020-11-29,19.07356
2020-11-30,38.14713
2020-12-01,32.42506
2020-12-02,32.97002
2020-12-03,32.42506
2020-12-04,32.15258
2020-12-05,32.97002
2020-12-06,23.43324
2020-12-07,37.60217
2020-12-08,38.69209
2020-12-09,43.32425
2020-12-10,45.50408
2020-12-11,43.59673
2020-12-12,24.25068
2020-12-13,32.97002
2020-12-14,51.77111
2020-12-15,41.14441
2020-12-16,50.13623
2020-12-17,40.87193
2020-12-18,47.68392
2020-12-19,32.69754
2020-12-20,35.42234
2020-12-21,47.68392
2020-12-22,54.22343
2020-12-23,50.68119
2020-12-24,61.85286
2020-12-25,39.23705
2020-12-26,40.05449
2020-12-27,52.86103
2020-12-28,76.02179
2020-12-29,88.82833
2020-12-30,82.5613
2020-12-31,54.76839
2021-01-01,38.69209
2021-01-02,35.14986
2021-01-03,35.69482
2021-01-04,62.12534
2021-01-05,54.22343
2021-01-06,61.58038
2021-01-07,50.68119
2021-01-08,66.21253
2021-01-09,44.68664
2021-01-10,44.95912
2021-01-11,62.12534
2021-01-12,59.12806
2021-01-13,45.77656
2021-01-14,59.40054
2021-01-15,53.67847
2021-01-16,35.42234
2021-01-17,66.48501
2021-01-18,61.58038
2021-01-19,77.11171
2021-01-20,83.9237
2021-01-21,89.91825
2021-01-22,85.55858
2021-01-23,66.48501
2021-01-24,70.02724
2021-01-25,100.0
2021-01-26,88.01089
2021-01-27,71.11716
2021-01-28,65.39509
2021-01-29,50.13623
2021-01-30,32.97002
2021-01-31,46.86648
2021-02-01,59.67302
2021-02-02,73.84196
2021-02-03,73.84196
2021-02-04,62.12534
2021-02-05,82.01634
2021-02-06,53.40599
2021-02-07,49.86376
2021-02-08,63.76021
2021-02-09,77.92915
2021-02-10,65.94005
2021-02-11,38.41961
2021-02-12,32.42506
2021-02-13,46.86648
2021-02-14,49.86376
2021-02-15,79.83651
2021-02-16,68.39237
2021-02-17,65.66757
2021-02-18,60.21798
2021-02-19,53.67847
2021-02-20,36.51226
2021-02-21,39.78201
2021-02-22,46.86648
2021-02-23,49.04632
2021-02-24,45.50408
2021-02-25,47.9564
2021-02-26,48.50136
2021-02-27,28.88283
2021-02-28,32.69754
2021-03-01,33.78746
2021-03-02,42.50681
2021-03-03,41.41689
2021-03-04,36.78474
2021-03-05,33.51498
2021-03-06,19.891
2021-03-07,26.43051
2021-03-08,39.23705
2021-03-09,29.42779
2021-03-10,33.2425
2021-03-11,38.69209
2021-03-12,32.15258
2021-03-13,28.61035
2021-03-14,20.70844
2021-03-15,34.6049
2021-03-16,37.3297
2021-03-17,37.05722
2021-03-18,32.15258
2021-03-19,35.42234
2021-03-20,24.52316
2021-03-21,19.61852
2021-03-22,34.87738
2021-03-23,34.87738
2021-03-24,34.33242
2021-03-25,40.59945
2021-03-26,35.42234
2021-03-27,25.88555
2021-03-28,27.24795
2021-03-29,40.59945
2021-03-30,33.78746
2021-03-31,39.50953
2021-04-01,32.69754
2021-04-02,38.41961
2021-04-03,18.25613
2021-04-04,23.9782
2021-04-05,39.78201
2021-04-06,37.05722
2021-04-07,35.14986
2021-04-08,34.6049
2021-04-09,34.87738
2021-04-10,23.43324
2021-04-11,25.61307
2021-04-12,44.41416
2021-04-13,42.77929
2021-04-14,47.68392
2021-04-15,32.97002
2021-04-16,37.87465
2021-04-17,26.97547
2021-04-18,22.34332
2021-04-19,40.87193
2021-04-20,37.3297
2021-04-21,34.05994
2021-04-22,38.69209
2021-04-23,33.2425
2021-04-24,20.16348
2021-04-25,16.89373
2021-04-26,34.6049
2021-04-27,31.06267
2021-04-28,34.6049
2021-04-29,32.15258
2021-04-30,21.79836
2021-05-01,14.44141
2021-05-02,16.62125
2021-05-03,25.88555
2021-05-04,30.24523
2021-05-05,19.891
2021-05-06,32.15258
2021-05-07,26.43051
2021-05-08,16.62125
2021-05-09,16.62125
2021-05-10,32.97002
2021-05-11,32.69754
2021-05-12,20.43596
2021-05-13,22.6158
2021-05-14,25.34059
2021-05-15,14.98637
2021-05-16,16.89373
2021-05-17,22.07084
2021-05-18,31.33514
2021-05-19,20.43596
2021-05-20,26.15803
2021-05-21,25.61307
2021-05-22,14.98637
2021-05-23,18.25613
2021-05-24,26.15803
2021-05-25,29.15531
2021-05-26,34.87738
2021-05-27,28.88283
2021-05-28,23.9782
2021-05-29,10.6267
2021-05-30,17.16621
2021-05-31,26.15803
2021-06-01,33.2425
2021-06-02,23.43324
2021-06-03,27.79291
2021-06-04,26.15803
2021-06-05,20.16348
2021-06-06,14.16893
2021-06-07,25.61307
2021-06-08,29.42779
2021-06-09,25.06811
2021-06-10,35.9673
2021-06-11,22.88828
2021-06-12,22.07084
2021-06-13,14.44141
2021-06-14,25.61307
2021-06-15,33.51498
2021-06-16,28.61035
2021-06-17,26.70299
2021-06-18,31.8801
2021-06-19,15.80381
2021-06-20,18.80108
2021-06-21,25.61307
2021-06-22,34.05994
2021-06-23,27.52043
2021-06-24,31.8801
2021-06-25,32.15258
2021-06-26,19.34604
2021-06-27,22.6158
2021-06-28,34.33242
2021-06-29,34.33242
2021-06-30,31.33514
2021-07-01,28.06539
2021-07-02,24.52316
2021-07-03,17.98365
2021-07-04,19.891
2021-07-05,33.2425
2021-07-06,27.24795
2021-07-07,29.15531
2021-07-08,25.61307
2021-07-09,23.70572
2021-07-10,14.44141
2021-07-11,23.70572
2021-07-12,33.78746
2021-07-13,26.70299
2021-07-14,27.79291
2021-07-15,27.79291
2021-07-16,27.52043
2021-07-17,18.52861
2021-07-18,16.89373
2021-07-19,25.34059
2021-07-20,22.88828
2021-07-21,26.70299
2021-07-22,32.97002
2021-07-23,31.33514
2021-07-24,17.71117
2021-07-25,21.52588
2021-07-26,32.15258
2021-07-27,31.06267
2021-07-28,33.51498
2021-07-29,33.78746
2021-07-30,26.43051
2021-07-31,13.07901
2021-08-01,14.71389
2021-08-02,34.33242
2021-08-03,32.69754
2021-08-04,40.87193
2021-08-05,31.06267
2021-08-06,31.60762
2021-08-07,16.07629
2021-08-08,17.71117
2021-08-09,31.60762
2021-08-10,39.78201
2021-08-11,34.6049
2021-08-12,33.51498
2021-08-13,36.23978
2021-08-14,23.16076
2021-08-15,20.98092
2021-08-16,28.33787
2021-08-17,36.23978
2021-08-18,34.33242
2021-08-19,37.05722
2021-08-20,25.88555
2021-08-21,18.80108
2021-08-22,19.34604
2021-08-23,27.52043
2021-08-24,35.14986
2021-08-25,51.77111
2021-08-26,39.50953
2021-08-27,34.05994
2021-08-28,19.34604
2021-08-29,20.98092
2021-08-30,31.06267
2021-08-31,49.59128
2021-09-01,37.60217
2021-09-02,37.3297
2021-09-03,29.70027
2021-09-04,21.79836
2021-09-05,26.15803
2021-09-06,38.96457
2021-09-07,47.13896
2021-09-08,33.78746
2021-09-09,35.69482
2021-09-10,29.15531
2021-09-11,20.43596
2021-09-12,24.52316
2021-09-13,36.78474
2021-09-14,34.33242
2021-09-15,33.51498
2021-09-16,27.79291
2021-09-17,30.24523
2021-09-18,20.16348
2021-09-19,14.44141
2021-09-20,29.42779
2021-09-21,25.06811
2021-09-22,30.51771
2021-09-23,43.8692
2021-09-24,47.41144
2021-09-25,25.88555
2021-09-26,23.9782
2021-09-27,37.3297
2021-09-28,44.68664
2021-09-29,39.50953
2021-09-30,32.97002
2021-10-01,37.60217
2021-10-02,24.79564
2021-10-03,21.2534
2021-10-04,22.07084
2021-10-05,33.78746
2021-10-06,37.3297
2021-10-07,30.24523
2021-10-08,33.78746
2021-10-09,13.35149
2021-10-10,18.80108
2021-10-11,20.70844
2021-10-12,25.61307
2021-10-13,28.06539
2021-10-14,34.6049
2021-10-15,28.06539
2021-10-16,18.25613
2021-10-17,15.53133
2021-10-18,33.2425
2021-10-19,38.96457
2021-10-20,39.50953
2021-10-21,29.70027
2021-10-22,29.42779
2021-10-23,22.34332
2021-10-24,21.52588
2021-10-25,35.69482
2021-10-26,47.41144
2021-10-27,41.14441
2021-10-28,36.23978
2021-10-29,35.14986
2021-10-30,24.52316
2021-10-31,23.9782
2021-11-01,42.77929
2021-11-02,57.2207
2021-11-03,54.22343
2021-11-04,48.50136
2021-11-05,52.04359
2021-11-06,34.05994
2021-11-07,32.69754
2021-11-08,44.41416
2021-11-09,52.86103
2021-11-10,55.04087
2021-11-11,29.42779
2021-11-12,42.23433
2021-11-13,30.51771
2021-11-14,26.43051
2021-11-15,43.59673
2021-11-16,45.77656
2021-11-17,53.40599
2021-11-18,47.68392
2021-11-19,46.04904
2021-11-20,38.96457
2021-11-21,38.41961
2021-11-22,53.40599
2021-11-23,47.13896
2021-11-24,46.32152
2021-11-25,44.95912
2021-11-26,36.78474
2021-11-27,16.07629
2021-11-28,22.34332
2021-11-29,48.77384
2021-11-30,53.95095
2021-12-01,45.77656
2021-12-02,47.68392
2021-12-03,44.68664
2021-12-04,14.98637
2021-12-05,22.88828
2021-12-06,32.42506
2021-12-07,46.04904
2021-12-08,59.67302
2021-12-09,47.68392
2021-12-10,31.33514
2021-12-11,23.16076
2021-12-12,26.70299
2021-12-13,50.40871
2021-12-14,37.60217
2021-12-15,34.05994
2021-12-16,31.60762
2021-12-17,29.70027
2021-12-18,17.71117
2021-12-19,22.07084
2021-12-20,40.87193
2021-12-21,52.31607
2021-12-22,41.96185
2021-12-23,38.69209
2021-12-24,44.41416
2021-12-25,19.07356
2021-12-26,26.70299
2021-12-27,65.94005
2021-12-28,68.11989
2021-12-29,77.11171
2021-12-30,62.12534
2021-12-31,44.95912
2022-01-01,21.2534
2022-01-02,31.06267
2022-01-03,49.04632
2022-01-04,47.9564
2022-01-05,49.86376
2022-01-06,41.96185
2022-01-07,33.2425
2022-01-08,14.71389
2022-01-09,19.07356
2022-01-10,26.43051
2022-01-11,24.52316
2022-01-12,29.70027
2022-01-13,24.79564
2022-01-14,21.52588
2022-01-15,14.71389
2022-01-16,17.98365
2022-01-17,29.70027
2022-01-18,39.50953
2022-01-19,35.42234
2022-01-20,36.78474
2022-01-21,38.69209
2022-01-22,19.07356
2022-01-23,19.891
2022-01-24,33.51498
2022-01-25,46.86648
2022-01-26,39.50953
2022-01-27,43.59673
2022-01-28,39.50953
2022-01-29,22.34332
2022-01-30,18.25613
2022-01-31,18.52861
2022-02-01,26.43051
2022-02-02,28.88283
2022-02-03,55.31335
2022-02-04,53.40599
2022-02-05,27.52043
2022-02-06,35.42234
2022-02-07,58.5831
2022-02-08,59.67302
2022-02-09,44.68664
2022-02-10,46.32152
2022-02-11,46.04904
2022-02-12,20.16348
2022-02-13,17.98365
2022-02-14,34.6049
2022-02-15,33.51498
2022-02-16,33.2425
2022-02-17,32.69754
2022-02-18,34.87738
2022-02-19,18.80108
2022-02-20,26.97547
2022-02-21,25.88555
2022-02-22,32.15258
2022-02-23,29.70027
2022-02-24,40.05449
2022-02-25,26.70299
2022-02-26,25.88555
2022-02-27,18.52861
2022-02-28,40.05449
2022-03-01,32.97002
2022-03-02,29.15531
2022-03-03,25.88555
2022-03-04,32.97002
2022-03-05,17.71117
2022-03-06,19.891
2022-03-07,28.06539
2022-03-08,25.61307
2022-03-09,13.07901
2022-03-10,23.9782
2022-03-11,30.24523
2022-03-12,11.71662
2022-03-13,16.34877
2022-03-14,26.97547
2022-03-15,19.891
2022-03-16,22.6158
2022-03-17,30.24523
2022-03-18,23.16076
