date,오피스텔매매
2023-05-30,51.64319
2023-05-31,49.29577
2023-06-01,38.96713
2023-06-02,41.78403
2023-06-03,30.82942
2023-06-04,47.57433
2023-06-05,44.60093
2023-06-06,49.76525
2023-06-07,43.81846
2023-06-08,38.49765
2023-06-09,43.97496
2023-06-10,31.92488
2023-06-11,39.12363
2023-06-12,46.63536
2023-06-13,45.22691
2023-06-14,40.06259
2023-06-15,38.02816
2023-06-16,42.723
2023-06-17,29.42097
2023-06-18,38.65414
2023-06-19,43.66197
2023-06-20,42.25352
2023-06-21,48.66979
2023-06-22,38.65414
2023-06-23,35.68075
2023-06-24,31.76838
2023-06-25,38.65414
2023-06-26,42.25352
2023-06-27,42.41001
2023-06-28,34.89827
2023-06-29,42.09702
2023-06-30,34.1158
2023-07-01,34.58528
2023-07-02,38.49765
2023-07-03,45.22691
2023-07-04,48.98278
2023-07-05,40.21909
2023-07-06,40.06259
2023-07-07,38.18466
2023-07-08,38.02816
2023-07-09,41.94053
2023-07-10,44.44444
2023-07-11,34.74178
2023-07-12,38.65414
2023-07-13,39.7496
2023-07-14,38.65414
2023-07-15,35.05477
2023-07-16,42.25352
2023-07-17,45.07042
2023-07-18,44.28794
2023-07-19,48.5133
2023-07-20,49.45226
2023-07-21,38.18466
2023-07-22,33.95931
2023-07-23,43.34898
2023-07-24,43.03599
2023-07-25,46.32237
2023-07-26,44.44444
2023-07-27,40.84507
2023-07-28,42.723
2023-07-29,38.81064
2023-07-30,34.89827
2023-07-31,42.723
2023-08-01,40.53208
2023-08-02,41.78403
2023-08-03,39.28012
2023-08-04,30.98591
2023-08-05,36.77621
2023-08-06,37.40219
2023-08-07,43.97496
2023-08-08,44.91392
2023-08-09,47.26134
2023-08-10,40.06259
2023-08-11,38.81064
2023-08-12,41.78403
2023-08-13,44.75743
2023-08-14,43.03599
2023-08-15,48.3568
2023-08-16,56.33802
2023-08-17,53.83411
2023-08-18,47.88732
2023-08-19,40.21909
2023-08-20,42.25352
2023-08-21,56.18153
2023-08-22,49.76525
2023-08-23,51.64319
2023-08-24,57.27699
2023-08-25,41.94053
2023-08-26,44.91392
2023-08-27,47.57433
2023-08-28,51.48669
2023-08-29,45.5399
2023-08-30,46.79186
2023-08-31,43.19248
2023-09-01,38.49765
2023-09-02,32.08137
2023-09-03,41.78403
2023-09-04,44.60093
2023-09-05,41.78403
2023-09-06,42.723
2023-09-07,42.09702
2023-09-08,38.34115
2023-09-09,33.48982
2023-09-10,41.15805
2023-09-11,52.73865
2023-09-12,45.22691
2023-09-13,44.44444
2023-09-14,38.96713
2023-09-15,32.55086
2023-09-16,32.86384
2023-09-17,38.34115
2023-09-18,42.56651
2023-09-19,47.10485
2023-09-20,34.1158
2023-09-21,34.2723
2023-09-22,32.08137
2023-09-23,28.482
2023-09-24,32.08137
2023-09-25,39.59311
2023-09-26,35.21126
2023-09-27,28.01251
2023-09-28,26.60406
2023-09-29,24.25665
2023-09-30,30.04694
2023-10-01,28.95148
2023-10-02,33.80281
2023-10-03,37.87167
2023-10-04,42.87949
2023-10-05,44.75743
2023-10-06,35.83724
2023-10-07,31.92488
2023-10-08,32.70735
2023-10-09,38.49765
2023-10-10,42.56651
2023-10-11,44.44444
2023-10-12,38.81064
2023-10-13,36.30672
2023-10-14,32.55086
2023-10-15,35.36776
2023-10-16,45.07042
2023-10-17,41.62754
2023-10-18,44.91392
2023-10-19,42.25352
2023-10-20,43.50547
2023-10-21,30.51643
2023-10-22,38.65414
2023-10-23,43.50547
2023-10-24,44.60093
2023-10-25,38.65414
2023-10-26,38.02816
2023-10-27,31.2989
2023-10-28,30.98591
2023-10-29,31.45539
2023-10-30,44.28794
2023-10-31,41.94053
2023-11-01,36.61971
2023-11-02,35.99374
2023-11-03,36.61971
2023-11-04,35.05477
2023-11-05,35.05477
2023-11-06,35.36776
2023-11-07,42.41001
2023-11-08,41.62754
2023-11-09,36.9327
2023-11-10,33.02034
2023-11-11,31.92488
2023-11-12,31.92488
2023-11-13,45.85289
2023-11-14,41.00156
2023-11-15,39.9061
2023-11-16,38.49765
2023-11-17,34.74178
2023-11-18,32.39436
2023-11-19,33.64632
2023-11-20,44.44444
2023-11-21,40.21909
2023-11-22,40.68857
2023-11-23,39.7496
2023-11-24,37.24569
2023-11-25,32.39436
2023-11-26,37.55868
2023-11-27,43.81846
2023-11-28,36.77621
2023-11-29,38.49765
2023-11-30,35.83724
2023-12-01,33.02034
2023-12-02,27.23004
2023-12-03,35.68075
2023-12-04,45.85289
2023-12-05,36.15023
2023-12-06,41.62754
2023-12-07,36.15023
2023-12-08,29.42097
2023-12-09,33.02034
2023-12-10,41.47104
2023-12-11,44.28794
2023-12-12,40.37558
2023-12-13,37.71517
2023-12-14,35.99374
2023-12-15,33.80281
2023-12-16,33.17683
2023-12-17,37.87167
2023-12-18,39.28012
2023-12-19,41.00156
2023-12-20,39.59311
2023-12-21,33.64632
2023-12-22,28.3255
2023-12-23,27.38654
2023-12-24,35.83724
2023-12-25,30.82942
2023-12-26,44.60093
2023-12-27,42.25352
2023-12-28,41.00156
2023-12-29,32.70735
2023-12-30,28.3255
2023-12-31,36.61971
2024-01-01,32.70735
2024-01-02,50.54773
2024-01-03,51.3302
2024-01-04,45.07042
2024-01-05,39.43661
2024-01-06,39.28012
2024-01-07,49.45226
2024-01-08,51.1737
2024-01-09,54.1471
2024-01-10,52.58215
2024-01-11,53.83411
2024-01-12,42.41001
2024-01-13,46.63536
2024-01-14,48.82629
2024-01-15,54.46009
2024-01-16,47.26134
2024-01-17,48.3568
2024-01-18,43.66197
2024-01-19,41.47104
2024-01-20,40.84507
2024-01-21,49.13928
2024-01-22,50.23474
2024-01-23,47.10485
2024-01-24,50.54773
2024-01-25,46.00938
2024-01-26,42.87949
2024-01-27,44.91392
2024-01-28,48.82629
2024-01-29,49.13928
2024-01-30,54.30359
2024-01-31,48.5133
2024-02-01,41.94053
2024-02-02,40.37558
2024-02-03,41.31455
2024-02-04,45.22691
2024-02-05,50.54773
2024-02-06,51.64319
2024-02-07,37.40219
2024-02-08,38.65414
2024-02-09,38.02816
2024-02-10,36.30672
2024-02-11,43.66197
2024-02-12,55.86854
2024-02-13,56.964
2024-02-14,54.1471
2024-02-15,46.16588
2024-02-16,50.70422
2024-02-17,43.50547
2024-02-18,43.19248
2024-02-19,51.64319
2024-02-20,60.71987
2024-02-21,52.58215
2024-02-22,47.57433
2024-02-23,49.29577
2024-02-24,38.96713
2024-02-25,46.63536
2024-02-26,59.9374
2024-02-27,49.92175
2024-02-28,50.39123
2024-02-29,39.59311
2024-03-01,36.46322
2024-03-02,46.63536
2024-03-03,47.26134
2024-03-04,45.6964
2024-03-05,45.6964
2024-03-06,44.75743
2024-03-07,48.82629
2024-03-08,35.99374
2024-03-09,53.36463
2024-03-10,55.55555
2024-03-11,54.30359
2024-03-12,46.79186
2024-03-13,51.64319
2024-03-14,46.16588
2024-03-15,38.34115
2024-03-16,38.65414
2024-03-17,48.3568
2024-03-18,61.50234
2024-03-19,45.07042
2024-03-20,50.23474
