date,헌트
2020-06-21,0.13605
2020-06-22,0.06922
2020-06-23,0.06373
2020-06-24,0.08413
2020-06-25,0.08343
2020-06-26,0.07189
2020-06-27,0.11677
2020-06-28,0.16897
2020-06-29,0.11846
2020-06-30,0.09342
2020-07-01,0.07611
2020-07-02,0.06387
2020-07-03,0.07752
2020-07-04,0.11283
2020-07-05,0.10763
2020-07-06,0.06584
2020-07-07,0.05093
2020-07-08,0.05051
2020-07-09,0.05022
2020-07-10,0.06021
2020-07-11,0.08244
2020-07-12,0.09905
2020-07-13,0.06289
2020-07-14,0.05304
2020-07-15,0.04614
2020-07-16,0.03995
2020-07-17,0.06021
2020-07-18,0.08399
2020-07-19,0.09764
2020-07-20,0.06134
2020-07-21,0.05262
2020-07-22,0.06556
2020-07-23,0.07217
2020-07-24,0.14294
2020-07-25,0.10777
2020-07-26,0.08244
2020-07-27,0.06317
2020-07-28,0.05754
2020-07-29,0.05093
2020-07-30,0.09173
2020-07-31,0.0543
2020-08-01,0.07217
2020-08-02,0.17713
2020-08-03,0.13056
2020-08-04,0.13577
2020-08-05,0.08751
2020-08-06,0.07808
2020-08-07,0.10988
2020-08-08,0.15927
2020-08-09,0.14491
2020-08-10,0.06035
2020-08-11,0.05529
2020-08-12,0.05079
2020-08-13,0.04192
2020-08-14,0.04966
2020-08-15,0.07105
2020-08-16,0.07766
2020-08-17,0.07105
2020-08-18,0.03362
2020-08-19,0.02743
2020-08-20,0.04122
2020-08-21,0.25874
2020-08-22,0.19824
2020-08-23,0.15955
2020-08-24,0.13675
2020-08-25,0.12311
2020-08-26,0.16602
2020-08-27,0.10411
2020-08-28,0.08413
2020-08-29,0.08751
2020-08-30,0.07499
2020-08-31,0.05529
2020-09-01,0.04206
2020-09-02,0.06809
2020-09-03,0.04502
2020-09-04,0.04178
2020-09-05,0.0567
2020-09-06,0.06936
2020-09-07,0.0498
2020-09-08,0.03615
2020-09-09,0.03841
2020-09-10,0.03278
2020-09-11,0.03742
2020-09-12,0.05867
2020-09-13,0.05051
2020-09-14,0.03545
2020-09-15,0.08582
2020-09-16,0.08709
2020-09-17,0.04628
2020-09-18,0.04685
2020-09-19,0.04643
2020-09-20,0.05641
2020-09-21,0.04403
2020-09-22,0.0339
2020-09-23,0.03531
2020-09-24,0.03151
2020-09-25,0.03137
2020-09-26,0.04263
2020-09-27,0.03967
2020-09-28,0.02645
2020-09-29,0.03475
2020-09-30,0.04558
2020-10-01,0.04924
2020-10-02,0.06035
2020-10-03,0.11888
2020-10-04,0.45445
2020-10-05,0.16925
2020-10-06,0.0453
2020-10-07,0.04614
2020-10-08,0.04108
2020-10-09,0.03855
2020-10-10,0.04657
2020-10-11,0.04825
2020-10-12,0.06021
2020-10-13,0.03503
2020-10-14,0.02785
2020-10-15,0.02856
2020-10-16,0.03306
2020-10-17,0.04136
2020-10-18,0.03334
2020-10-19,0.02968
2020-10-20,0.02631
2020-10-21,0.02208
2020-10-22,0.02926
2020-10-23,0.02504
2020-10-24,0.02996
2020-10-25,0.03376
2020-10-26,0.02673
2020-10-27,0.02771
2020-10-28,0.0256
2020-10-29,0.02574
2020-10-30,0.03531
2020-10-31,0.03404
2020-11-01,0.03883
2020-11-02,0.02616
2020-11-03,0.02757
2020-11-04,0.02757
2020-11-05,0.01997
2020-11-06,0.02602
2020-11-07,0.02701
2020-11-08,0.02687
2020-11-09,0.02194
2020-11-10,0.02265
2020-11-11,0.02391
2020-11-12,0.02434
2020-11-13,0.02968
2020-11-14,0.03039
2020-11-15,0.03475
2020-11-16,0.02476
2020-11-17,0.02616
2020-11-18,0.02504
2020-11-19,0.03179
2020-11-20,0.02785
2020-11-21,0.03151
2020-11-22,0.03869
2020-11-23,0.02208
2020-11-24,0.02068
2020-11-25,0.02208
2020-11-26,0.03067
2020-11-27,0.03137
2020-11-28,0.05191
2020-11-29,0.05262
2020-11-30,0.03742
2020-12-01,0.0287
2020-12-02,0.03137
2020-12-03,0.02518
2020-12-04,0.0256
2020-12-05,0.03306
2020-12-06,0.037
2020-12-07,0.02504
2020-12-08,0.02701
2020-12-09,0.02926
2020-12-10,0.02391
2020-12-11,0.02842
2020-12-12,0.03292
2020-12-13,0.04249
2020-12-14,0.02842
2020-12-15,0.02715
2020-12-16,0.03376
2020-12-17,0.02518
2020-12-18,0.02616
2020-12-19,0.03587
2020-12-20,0.03418
2020-12-21,0.03193
2020-12-22,0.03165
2020-12-23,0.0377
2020-12-24,0.02659
2020-12-25,0.03362
2020-12-26,0.05036
2020-12-27,0.04178
2020-12-28,0.02391
2020-12-29,0.03137
2020-12-30,0.03517
2020-12-31,0.02954
2021-01-01,0.0415
2021-01-02,0.04431
2021-01-03,0.03826
2021-01-04,0.02856
2021-01-05,0.15265
2021-01-06,0.12465
2021-01-07,0.07935
2021-01-08,0.04502
2021-01-09,0.04305
2021-01-10,0.04811
2021-01-11,0.03911
2021-01-12,0.04938
2021-01-13,0.03981
2021-01-14,0.0446
2021-01-15,0.05163
2021-01-16,0.05388
2021-01-17,0.05177
2021-01-18,0.05318
2021-01-19,0.04671
2021-01-20,0.04797
2021-01-21,0.05627
2021-01-22,0.05796
2021-01-23,0.08455
2021-01-24,0.77158
2021-01-25,0.46022
2021-01-26,0.63497
2021-01-27,0.52044
2021-01-28,0.69884
2021-01-29,0.54013
2021-01-30,2.70956
2021-01-31,0.8031
2021-02-01,0.43123
2021-02-02,0.41773
2021-02-03,0.59065
2021-02-04,0.52818
2021-02-05,0.42476
2021-02-06,0.7146
2021-02-07,0.79494
2021-02-08,0.3509
2021-02-09,0.36215
2021-02-10,0.38903
2021-02-11,0.55406
2021-02-12,0.62863
2021-02-13,0.50651
2021-02-14,0.45332
2021-02-15,0.23116
2021-02-16,0.18318
2021-02-17,0.17967
2021-02-18,0.17826
2021-02-19,0.17938
2021-02-20,0.24045
2021-02-21,0.27816
2021-02-22,0.19542
2021-02-23,0.13394
2021-02-24,0.10918
2021-02-25,0.09905
2021-02-26,0.10791
2021-02-27,0.16095
2021-02-28,0.19486
2021-03-01,0.21414
2021-03-02,0.10411
2021-03-03,0.08638
2021-03-04,0.07456
2021-03-05,0.09919
2021-03-06,0.13703
2021-03-07,0.15434
2021-03-08,0.08202
2021-03-09,0.0823
2021-03-10,0.08723
2021-03-11,0.11945
2021-03-12,0.11762
2021-03-13,0.11917
2021-03-14,0.14126
2021-03-15,0.09032
2021-03-16,0.08624
2021-03-17,0.08047
2021-03-18,0.0816
2021-03-19,0.14885
2021-03-20,0.22159
2021-03-21,0.17151
2021-03-22,0.11762
2021-03-23,0.08962
2021-03-24,0.09792
2021-03-25,0.08216
2021-03-26,0.09637
2021-03-27,0.14885
2021-03-28,0.1421
2021-03-29,0.09665
2021-03-30,0.10031
2021-03-31,0.07274
2021-04-01,0.08695
2021-04-02,0.12409
2021-04-03,0.16883
2021-04-04,0.12015
2021-04-05,0.08807
2021-04-06,0.09525
2021-04-07,0.09286
2021-04-08,0.06275
2021-04-09,0.10763
2021-04-10,0.08582
2021-04-11,0.08399
2021-04-12,0.07245
2021-04-13,0.06261
2021-04-14,0.07091
2021-04-15,0.06275
2021-04-16,0.07471
2021-04-17,0.09286
2021-04-18,0.08244
2021-04-19,0.06303
2021-04-20,0.05543
2021-04-21,0.06922
2021-04-22,0.22131
2021-04-23,0.10341
2021-04-24,0.0816
2021-04-25,0.08878
2021-04-26,0.06823
2021-04-27,0.05979
2021-04-28,0.06387
2021-04-29,0.05838
2021-04-30,0.05529
2021-05-01,0.08484
2021-05-02,0.08076
2021-05-03,0.05853
2021-05-04,0.07034
2021-05-05,0.08568
2021-05-06,0.05824
2021-05-07,0.07822
2021-05-08,0.09398
2021-05-09,0.0906
2021-05-10,0.06472
2021-05-11,0.06232
2021-05-12,0.05824
2021-05-13,0.05487
2021-05-14,0.06162
2021-05-15,0.16658
2021-05-16,0.15012
2021-05-17,0.0847
2021-05-18,0.0861
2021-05-19,0.1096
2021-05-20,0.09159
2021-05-21,0.16602
2021-05-22,0.20274
2021-05-23,0.37805
2021-05-24,0.23004
2021-05-25,0.11354
2021-05-26,0.10566
2021-05-27,0.15912
2021-05-28,0.1293
2021-05-29,0.13478
2021-05-30,0.15983
2021-05-31,0.14154
2021-06-01,0.12409
2021-06-02,0.08892
2021-06-03,0.09454
2021-06-04,0.08385
2021-06-05,0.10425
2021-06-06,0.09595
2021-06-07,0.07682
2021-06-08,0.05698
2021-06-09,0.05248
2021-06-10,0.04783
2021-06-11,0.08371
2021-06-12,0.09075
2021-06-13,0.10017
2021-06-14,0.06317
2021-06-15,0.07077
2021-06-16,0.08076
2021-06-17,0.09511
2021-06-18,0.10861
2021-06-19,0.12676
2021-06-20,0.16236
2021-06-21,0.12944
2021-06-22,0.10819
2021-06-23,0.10918
2021-06-24,0.09426
2021-06-25,0.09131
2021-06-26,0.14224
2021-06-27,0.12043
2021-06-28,0.08624
2021-06-29,0.08047
2021-06-30,0.28603
2021-07-01,0.22624
2021-07-02,0.08709
2021-07-03,0.16855
2021-07-04,0.16138
2021-07-05,0.0892
2021-07-06,0.09145
2021-07-07,0.08962
2021-07-08,0.07639
2021-07-09,0.11171
2021-07-10,0.12873
2021-07-11,0.1217
2021-07-12,0.06753
2021-07-13,0.12592
2021-07-14,0.60781
2021-07-15,0.14562
2021-07-16,0.08582
2021-07-17,0.09567
2021-07-18,0.1051
2021-07-19,0.06331
2021-07-20,0.07499
2021-07-21,0.06866
2021-07-22,0.06345
2021-07-23,0.06246
2021-07-24,0.1172
2021-07-25,0.12972
2021-07-26,0.05965
2021-07-27,0.07091
2021-07-28,0.1089
2021-07-29,0.1262
2021-07-30,0.09131
2021-07-31,0.14534
2021-08-01,0.14027
2021-08-02,0.10622
2021-08-03,0.08287
2021-08-04,0.06922
2021-08-05,0.06612
2021-08-06,0.1027
2021-08-07,0.11945
2021-08-08,0.11044
2021-08-09,0.06317
2021-08-10,0.06472
2021-08-11,0.06683
2021-08-12,0.05937
2021-08-13,0.05712
2021-08-14,0.08878
2021-08-15,0.09581
2021-08-16,0.08807
2021-08-17,0.06162
2021-08-18,0.06697
2021-08-19,0.05726
2021-08-20,0.06064
2021-08-21,0.10313
2021-08-22,0.08399
2021-08-23,0.09229
2021-08-24,0.08385
2021-08-25,0.06303
2021-08-26,0.05641
2021-08-27,0.06106
2021-08-28,0.08399
2021-08-29,0.07386
2021-08-30,0.05065
2021-08-31,0.06162
2021-09-01,0.05233
2021-09-02,0.05149
2021-09-03,0.05585
2021-09-04,0.08455
2021-09-05,0.47584
2021-09-06,0.31671
2021-09-07,0.36679
2021-09-08,0.16897
2021-09-09,0.08343
2021-09-10,0.08427
2021-09-11,0.09665
2021-09-12,0.08751
2021-09-13,0.06458
2021-09-14,0.0809
2021-09-15,0.07541
2021-09-16,0.07499
2021-09-17,0.08216
2021-09-18,0.08455
2021-09-19,0.07696
2021-09-20,0.08287
2021-09-21,0.1867
2021-09-22,0.13689
2021-09-23,0.10017
2021-09-24,0.08047
2021-09-25,0.08906
2021-09-26,0.0982
2021-09-27,0.07217
2021-09-28,0.46036
2021-09-29,0.19739
2021-09-30,0.10552
2021-10-01,0.10439
2021-10-02,0.12184
2021-10-03,0.21301
2021-10-04,0.12564
2021-10-05,0.18783
2021-10-06,0.46965
2021-10-07,0.19838
2021-10-08,0.17727
2021-10-09,0.25367
2021-10-10,0.19374
2021-10-11,0.14027
2021-10-12,0.10805
2021-10-13,0.08863
2021-10-14,0.08666
2021-10-15,0.0899
2021-10-16,0.10918
2021-10-17,0.1421
2021-10-18,0.08821
2021-10-19,0.06443
2021-10-20,0.11663
2021-10-21,0.08427
2021-10-22,0.11903
2021-10-23,0.10496
2021-10-24,0.08807
2021-10-25,0.06373
2021-10-26,0.07766
2021-10-27,0.11931
2021-10-28,0.06443
2021-10-29,0.09989
2021-10-30,0.11677
2021-10-31,0.1383
2021-11-01,0.1051
2021-11-02,0.08076
2021-11-03,0.05923
2021-11-04,0.08638
2021-11-05,0.06035
2021-11-06,0.0657
2021-11-07,0.07766
2021-11-08,0.08427
2021-11-09,0.06345
2021-11-10,0.0605
2021-11-11,0.05867
2021-11-12,0.05965
2021-11-13,0.12522
2021-11-14,0.13661
2021-11-15,0.23229
2021-11-16,0.22131
2021-11-17,0.14885
2021-11-18,0.26493
2021-11-19,0.13605
2021-11-20,0.13141
2021-11-21,0.11874
2021-11-22,0.09356
2021-11-23,0.09609
2021-11-24,0.09342
2021-11-25,0.11607
2021-11-26,0.76821
2021-11-27,0.39831
2021-11-28,0.20246
2021-11-29,0.13436
2021-11-30,0.2237
2021-12-01,0.1822
2021-12-02,0.1376
2021-12-03,0.13661
2021-12-04,0.11692
2021-12-05,0.12128
2021-12-06,0.09665
2021-12-07,0.08216
2021-12-08,0.08413
2021-12-09,0.08512
2021-12-10,0.08793
2021-12-11,0.15828
2021-12-12,0.11649
2021-12-13,0.07541
2021-12-14,0.07766
2021-12-15,0.08104
2021-12-16,0.06612
2021-12-17,0.07766
2021-12-18,0.09905
2021-12-19,0.10425
2021-12-20,0.08399
2021-12-21,0.08061
2021-12-22,0.09201
2021-12-23,0.15406
2021-12-24,0.08751
2021-12-25,0.121
2021-12-26,0.1466
2021-12-27,0.16152
2021-12-28,0.11058
2021-12-29,0.09004
2021-12-30,0.08568
2021-12-31,0.07555
2022-01-01,0.121
2022-01-02,0.14562
2022-01-03,0.15012
2022-01-04,0.14632
2022-01-05,0.19796
2022-01-06,0.18318
2022-01-07,0.19289
2022-01-08,0.32712
2022-01-09,0.27253
2022-01-10,0.23341
2022-01-11,0.18881
2022-01-12,0.28449
2022-01-13,0.29349
2022-01-14,0.19205
2022-01-15,0.24636
2022-01-16,0.30601
2022-01-17,0.17559
2022-01-18,0.1269
2022-01-19,0.12578
2022-01-20,0.11227
2022-01-21,0.12902
2022-01-22,0.14801
2022-01-23,0.13774
2022-01-24,0.08287
2022-01-25,0.06176
2022-01-26,0.05374
2022-01-27,0.05529
2022-01-28,0.07569
2022-01-29,0.8681
2022-01-30,0.0854
2022-01-31,0.09004
2022-02-01,0.08666
2022-02-02,0.08146
2022-02-03,0.30981
2022-02-04,0.10847
2022-02-05,0.10285
2022-02-06,0.09665
2022-02-07,0.07358
2022-02-08,0.06753
2022-02-09,0.06064
2022-02-10,0.05445
2022-02-11,0.0619
2022-02-12,0.06415
2022-02-13,0.20373
2022-02-14,0.05796
2022-02-15,0.04882
2022-02-16,0.05191
2022-02-17,0.0446
2022-02-18,0.05698
2022-02-19,0.05712
2022-02-20,0.07034
2022-02-21,0.06275
2022-02-22,0.05712
2022-02-23,0.05895
2022-02-24,0.04544
2022-02-25,0.04769
2022-02-26,0.10088
2022-02-27,0.06655
2022-02-28,0.06345
2022-03-01,0.06528
2022-03-02,0.05107
2022-03-03,0.04952
2022-03-04,0.04572
2022-03-05,0.06134
2022-03-06,0.05543
2022-03-07,0.04136
2022-03-08,0.0491
2022-03-09,0.04699
2022-03-10,0.03601
2022-03-11,0.05276
2022-03-12,0.05402
2022-03-13,0.05149
2022-03-14,0.06035
2022-03-15,0.05219
2022-03-16,0.04586
2022-03-17,0.05993
2022-03-18,0.06851
2022-03-19,0.3471
2022-03-20,0.06162
2022-03-21,0.05022
2022-03-22,0.04291
2022-03-23,0.04052
2022-03-24,0.04924
2022-03-25,0.48526
2022-03-26,0.14069
2022-03-27,0.09539
2022-03-28,0.27281
2022-03-29,0.10777
2022-03-30,0.06514
2022-03-31,0.07865
2022-04-01,0.1027
2022-04-02,0.09891
2022-04-03,0.05684
2022-04-04,0.05065
2022-04-05,0.05191
2022-04-06,0.06556
2022-04-07,0.05205
2022-04-08,0.05881
2022-04-09,0.05501
2022-04-10,0.06275
2022-04-11,0.05473
2022-04-12,0.05923
2022-04-13,0.06415
2022-04-14,0.48878
2022-04-15,0.53999
2022-04-16,0.2427
2022-04-17,0.14294
2022-04-18,0.12508
2022-04-19,0.11283
2022-04-20,0.08188
2022-04-21,0.09525
2022-04-22,0.10102
2022-04-23,0.10777
2022-04-24,0.10116
2022-04-25,0.08329
2022-04-26,0.07161
2022-04-27,0.06767
2022-04-28,0.07879
2022-04-29,0.08638
2022-04-30,0.11016
2022-05-01,0.08357
2022-05-02,0.07865
2022-05-03,0.06669
2022-05-04,0.08568
2022-05-05,0.10988
2022-05-06,0.09975
2022-05-07,0.08033
2022-05-08,0.0778
2022-05-09,0.64608
2022-05-10,0.33134
2022-05-11,0.41773
2022-05-12,0.45501
2022-05-13,0.18684
2022-05-14,0.3198
2022-05-15,0.26423
2022-05-16,0.25058
2022-05-17,0.29166
2022-05-18,0.36412
2022-05-19,0.45909
2022-05-20,3.5114
2022-05-21,2.36344
2022-05-22,2.28606
2022-05-23,1.09899
2022-05-24,0.7139
2022-05-25,0.55547
2022-05-26,0.48709
2022-05-27,0.73177
2022-05-28,0.74907
2022-05-29,0.53788
2022-05-30,0.34808
2022-05-31,0.26465
2022-06-01,0.19754
2022-06-02,0.15645
2022-06-03,0.17798
2022-06-04,0.17727
2022-06-05,0.17559
2022-06-06,0.43911
2022-06-07,0.36004
2022-06-08,0.17784
2022-06-09,0.14759
2022-06-10,0.1262
2022-06-11,0.16475
2022-06-12,0.1829
2022-06-13,0.19205
2022-06-14,0.33106
2022-06-15,0.17179
2022-06-16,0.167
2022-06-17,0.14759
2022-06-18,0.19908
2022-06-19,0.32923
2022-06-20,0.22441
2022-06-21,0.89272
2022-06-22,0.52058
2022-06-23,0.49469
2022-06-24,0.66789
2022-06-25,0.4491
2022-06-26,0.42321
2022-06-27,0.62427
2022-06-28,0.41308
2022-06-29,0.37355
2022-06-30,0.35962
2022-07-01,0.31755
2022-07-02,0.35877
2022-07-03,0.42026
2022-07-04,0.46486
2022-07-05,1.15442
2022-07-06,0.97756
2022-07-07,0.71333
2022-07-08,0.47373
2022-07-09,0.55435
2022-07-10,0.64003
2022-07-11,0.64833
2022-07-12,0.60134
2022-07-13,0.86487
2022-07-14,0.6828
2022-07-15,0.79255
2022-07-16,1.01302
2022-07-17,0.80662
2022-07-18,0.91031
2022-07-19,0.9248
2022-07-20,1.01654
2022-07-21,1.07605
2022-07-22,2.60572
2022-07-23,4.4998
2022-07-24,3.00924
2022-07-25,3.51126
2022-07-26,2.53988
2022-07-27,3.84752
2022-07-28,4.95693
2022-07-29,4.33448
2022-07-30,4.93695
2022-07-31,5.14251
2022-08-01,5.47526
2022-08-02,8.98779
2022-08-03,13.414
2022-08-04,11.90347
2022-08-05,11.22179
2022-08-06,10.89396
2022-08-07,17.74385
2022-08-08,16.38344
2022-08-09,15.93827
2022-08-10,54.15481
2022-08-11,61.53569
2022-08-12,60.67855
2022-08-13,78.7069
2022-08-14,100.0
2022-08-15,80.4856
2022-08-16,46.10899
2022-08-17,34.77802
2022-08-18,33.38848
2022-08-19,34.28923
2022-08-20,45.49105
2022-08-21,56.14259
2022-08-22,29.09269
2022-08-23,24.2334
2022-08-24,21.76964
2022-08-25,20.31735
2022-08-26,21.59123
2022-08-27,27.09393
2022-08-28,23.91402
2022-08-29,16.561
2022-08-30,15.2549
2022-08-31,14.19446
2022-09-01,11.93611
2022-09-02,13.76842
2022-09-03,18.21744
2022-09-04,16.99547
2022-09-05,10.2649
2022-09-06,9.06812
2022-09-07,8.60846
2022-09-08,9.29493
2022-09-09,14.00043
2022-09-10,15.46327
2022-09-11,15.66292
2022-09-12,15.68318
2022-09-13,10.01347
2022-09-14,7.19051
2022-09-15,5.92071
2022-09-16,6.72325
2022-09-17,9.01494
2022-09-18,7.76962
2022-09-19,5.27716
2022-09-20,4.6367
2022-09-21,4.24429
2022-09-22,3.45892
2022-09-23,3.76747
2022-09-24,4.89727
2022-09-25,3.56866
2022-09-26,2.78103
2022-09-27,2.6219
2022-09-28,5.44374
2022-09-29,6.28863
2022-09-30,6.63081
2022-10-01,9.7325
2022-10-02,10.90592
2022-10-03,10.83332
2022-10-04,5.18106
2022-10-05,3.51351
2022-10-06,2.88487
2022-10-07,2.89781
2022-10-08,3.81291
2022-10-09,5.28264
2022-10-10,4.13497
2022-10-11,1.91602
2022-10-12,1.60564
2022-10-13,1.56892
2022-10-14,1.64827
2022-10-15,2.32419
2022-10-16,2.40762
2022-10-17,1.44806
2022-10-18,1.3265
2022-10-19,1.12291
2022-10-20,1.11601
2022-10-21,1.24025
2022-10-22,1.84426
2022-10-23,1.69653
2022-10-24,1.04243
2022-10-25,0.8878
2022-10-26,0.90806
2022-10-27,0.94366
2022-10-28,0.97756
2022-10-29,1.23279
2022-10-30,1.18777
2022-10-31,0.82983
2022-11-01,0.73669
2022-11-02,0.64031
2022-11-03,0.69912
2022-11-04,0.74977
2022-11-05,1.1661
2022-11-06,1.00725
2022-11-07,0.56687
2022-11-08,0.55927
2022-11-09,0.54042
2022-11-10,0.49455
2022-11-11,0.5898
2022-11-12,0.8833
2022-11-13,1.0292
2022-11-14,0.57531
2022-11-15,0.73402
2022-11-16,0.47837
2022-11-17,0.55603
2022-11-18,0.6828
2022-11-19,0.94689
2022-11-20,1.02582
2022-11-21,0.52649
2022-11-22,0.41773
2022-11-23,0.50383
2022-11-24,0.4643
2022-11-25,1.51855
2022-11-26,1.30567
2022-11-27,0.93859
2022-11-28,0.56602
2022-11-29,0.55547
2022-11-30,0.605
2022-12-01,0.56363
2022-12-02,0.56546
2022-12-03,0.68491
2022-12-04,0.79311
2022-12-05,0.49033
2022-12-06,0.51312
2022-12-07,3.0129
2022-12-08,4.71
2022-12-09,6.65881
2022-12-10,8.09126
2022-12-11,8.4672
2022-12-12,5.15419
2022-12-13,4.26694
2022-12-14,3.40376
2022-12-15,3.06257
2022-12-16,2.8836
2022-12-17,3.86384
2022-12-18,3.85962
2022-12-19,1.91377
2022-12-20,1.89886
2022-12-21,1.95331
2022-12-22,1.8997
2022-12-23,2.19249
2022-12-24,3.01487
2022-12-25,3.04161
2022-12-26,1.47282
2022-12-27,1.26093
2022-12-28,1.18411
2022-12-29,1.15034
2022-12-30,1.29526
2022-12-31,1.62815
2023-01-01,1.5979
2023-01-02,0.95759
2023-01-03,1.13388
2023-01-04,0.67267
2023-01-05,0.6337
2023-01-06,1.03722
2023-01-07,1.29864
2023-01-08,1.16582
2023-01-09,0.76216
2023-01-10,0.59965
2023-01-11,0.51987
2023-01-12,0.5089
2023-01-13,0.66071
2023-01-14,0.9407
2023-01-15,0.99192
2023-01-16,0.55491
2023-01-17,0.50946
2023-01-18,0.4923
2023-01-19,0.48765
2023-01-20,0.72515
2023-01-21,1.12614
2023-01-22,1.33634
2023-01-23,1.48408
2023-01-24,1.37855
2023-01-25,0.68421
2023-01-26,0.54492
2023-01-27,0.59529
2023-01-28,0.76961
2023-01-29,0.78903
2023-01-30,0.4961
2023-01-31,0.45417
2023-02-01,0.42209
2023-02-02,0.40352
2023-02-03,0.46922
2023-02-04,0.61963
2023-02-05,0.82533
2023-02-06,0.77482
2023-02-07,0.31389
2023-02-08,0.31896
2023-02-09,0.29701
2023-02-10,0.32079
2023-02-11,0.43813
2023-02-12,0.4529
2023-02-13,0.3122
2023-02-14,0.27225
2023-02-15,0.26029
2023-02-16,0.25832
2023-02-17,0.31642
2023-02-18,0.37819
2023-02-19,0.39029
2023-02-20,0.2714
2023-02-21,0.27014
2023-02-22,0.24073
2023-02-23,0.2465
2023-02-24,0.35765
2023-02-25,0.47147
2023-02-26,0.38044
2023-02-27,0.52606
2023-02-28,0.46627
2023-03-01,0.36764
2023-03-02,0.25086
2023-03-03,0.27872
2023-03-04,0.3758
2023-03-05,0.39465
2023-03-06,0.24748
2023-03-07,0.25156
2023-03-08,0.25986
2023-03-09,0.2275
2023-03-10,0.22033
2023-03-11,0.41702
2023-03-12,0.35329
2023-03-13,0.26634
2023-03-14,0.25635
2023-03-15,0.24861
2023-03-16,0.24833
2023-03-17,0.27942
2023-03-18,0.37805
2023-03-19,0.3841
2023-03-20,0.27773
2023-03-21,0.2662
2023-03-22,0.2344
2023-03-23,0.24636
2023-03-24,0.29673
2023-03-25,0.33359
2023-03-26,0.38269
2023-03-27,0.26605
2023-03-28,0.22567
2023-03-29,0.22202
2023-03-30,0.20767
2023-03-31,0.23229
2023-04-01,0.28969
2023-04-02,0.30601
2023-04-03,0.23341
2023-04-04,0.2358
2023-04-05,0.29321
2023-04-06,0.25044
2023-04-07,0.26915
2023-04-08,0.29645
2023-04-09,0.29434
2023-04-10,0.22455
2023-04-11,0.23412
2023-04-12,0.20513
2023-04-13,0.21934
2023-04-14,0.23665
2023-04-15,0.28913
2023-04-16,0.37369
2023-04-17,0.20344
2023-04-18,0.21822
2023-04-19,0.1822
2023-04-20,0.16574
2023-04-21,0.20007
2023-04-22,0.2745
2023-04-23,0.33894
2023-04-24,0.21681
2023-04-25,0.20401
2023-04-26,0.1995
2023-04-27,0.18755
2023-04-28,0.3146
2023-04-29,0.36595
2023-04-30,0.39381
2023-05-01,0.35835
2023-05-02,0.25663
2023-05-03,0.24073
2023-05-04,0.27436
2023-05-05,0.43785
2023-05-06,0.47373
2023-05-07,0.40929
2023-05-08,0.25241
2023-05-09,0.21864
2023-05-10,0.2192
2023-05-11,0.20949
2023-05-12,0.22005
2023-05-13,0.24636
2023-05-14,0.25564
2023-05-15,0.19444
2023-05-16,0.17319
2023-05-17,0.18135
2023-05-18,0.18037
2023-05-19,0.18755
2023-05-20,0.2057
2023-05-21,0.21484
2023-05-22,0.19768
2023-05-23,0.16236
2023-05-24,0.16208
2023-05-25,0.14913
2023-05-26,0.17657
2023-05-27,0.2541
2023-05-28,0.35132
2023-05-29,0.31023
