date,신규상장일정
2021-01-11,1.23864
2021-01-12,0.41288
2021-01-13,0.82576
2021-01-14,0.82576
2021-01-15,0.99091
2021-01-17,0.82576
2021-01-18,1.56895
2021-01-19,1.32122
2021-01-20,1.48637
2021-01-21,1.07349
2021-01-22,0.41288
2021-01-23,1.32122
2021-01-24,0.57803
2021-01-25,1.89925
2021-01-26,0.74318
2021-01-27,2.89017
2021-01-28,4.872
2021-01-29,2.14698
2021-01-30,0.66061
2021-02-01,2.14698
2021-02-02,2.80759
2021-02-03,2.64244
2021-02-04,1.07349
2021-02-05,2.89017
2021-02-06,0.90834
2021-02-08,3.22047
2021-02-09,2.89017
2021-02-10,1.15606
2021-02-12,0.41288
2021-02-13,0.82576
2021-02-14,1.48637
2021-02-15,3.1379
2021-02-16,3.30305
2021-02-17,1.56895
2021-02-18,1.48637
2021-02-19,0.49545
2021-02-20,0.49545
2021-02-21,1.65152
2021-02-22,1.81668
2021-02-23,1.7341
2021-02-24,4.12881
2021-02-25,2.72502
2021-02-26,1.89925
2021-02-27,0.41288
2021-02-28,0.57803
2021-03-02,1.23864
2021-03-03,1.40379
2021-03-04,0.57803
2021-03-05,2.14698
2021-03-07,0.57803
2021-03-08,2.14698
2021-03-09,2.14698
2021-03-10,1.89925
2021-03-11,3.79851
2021-03-12,2.72502
2021-03-13,0.57803
2021-03-14,0.41288
2021-03-15,2.72502
2021-03-16,3.1379
2021-03-17,3.1379
2021-03-18,4.70685
2021-03-19,3.79851
2021-03-20,1.7341
2021-03-21,1.32122
2021-03-22,3.4682
2021-03-23,2.55986
2021-03-24,3.88109
2021-03-25,1.7341
2021-03-26,1.48637
2021-03-27,1.40379
2021-03-29,0.74318
2021-03-30,0.99091
2021-03-31,1.23864
2021-04-01,2.22956
2021-04-02,0.99091
2021-04-03,0.82576
2021-04-05,0.74318
2021-04-06,0.66061
2021-04-07,0.99091
2021-04-09,1.7341
2021-04-11,0.41288
2021-04-12,2.89017
2021-04-13,0.74318
2021-04-14,0.74318
2021-04-15,0.66061
2021-04-16,0.82576
2021-04-19,1.07349
2021-04-20,0.66061
2021-04-21,2.0644
2021-04-22,1.32122
2021-04-25,0.49545
2021-04-26,2.14698
2021-04-27,0.66061
2021-04-28,0.66061
2021-04-29,0.66061
2021-05-03,0.74318
2021-05-06,1.07349
2021-05-07,0.66061
2021-05-10,1.07349
2021-05-11,1.23864
2021-05-12,1.23864
2021-05-16,0.41288
2021-05-17,1.07349
2021-05-20,1.32122
2021-05-21,1.98183
2021-05-22,0.99091
2021-05-23,0.74318
2021-05-24,0.66061
2021-05-25,0.82576
2021-05-26,2.0644
2021-05-27,0.74318
2021-06-02,0.82576
2021-06-03,0.49545
2021-06-06,0.66061
2021-06-07,0.41288
2021-06-09,0.41288
2021-06-11,0.82576
2021-06-15,0.99091
2021-06-17,0.49545
2021-06-25,1.07349
2021-06-27,0.49545
2021-06-29,0.90834
2021-07-06,0.57803
2021-07-12,0.41288
2021-07-13,2.14698
2021-07-14,0.41288
2021-07-15,0.41288
2021-07-17,0.49545
2021-07-19,0.99091
2021-07-20,0.74318
2021-07-21,1.07349
2021-07-22,0.49545
2021-07-23,0.90834
2021-07-24,0.66061
2021-07-25,0.57803
2021-07-26,0.66061
2021-07-27,1.15606
2021-07-28,1.32122
2021-07-29,1.23864
2021-07-30,1.32122
2021-08-01,0.49545
2021-08-02,1.15606
2021-08-03,1.40379
2021-08-04,1.56895
2021-08-05,1.23864
2021-08-06,3.4682
2021-08-07,0.90834
2021-08-08,1.65152
2021-08-09,2.97274
2021-08-10,4.45912
2021-08-11,5.53261
2021-08-12,3.63336
2021-08-13,2.89017
2021-08-14,0.66061
2021-08-15,0.49545
2021-08-16,0.57803
2021-08-17,2.39471
2021-08-18,2.0644
2021-08-19,2.39471
2021-08-20,1.7341
2021-08-21,0.82576
2021-08-22,0.82576
2021-08-23,1.81668
2021-08-24,0.82576
2021-08-25,1.98183
2021-08-26,1.65152
2021-08-27,0.90834
2021-08-30,0.57803
2021-08-31,1.07349
2021-09-01,0.66061
2021-09-02,0.66061
2021-09-03,0.41288
2021-09-08,0.41288
2021-09-09,0.66061
2021-09-10,1.15606
2021-09-13,0.66061
2021-09-14,0.82576
2021-09-15,1.23864
2021-09-17,0.99091
2021-09-18,0.49545
2021-09-20,0.49545
2021-09-25,0.41288
2021-09-27,0.99091
2021-09-28,2.14698
2021-09-29,1.48637
2021-09-30,0.74318
2021-10-01,0.82576
2021-10-02,0.41288
2021-10-06,0.41288
2021-10-07,1.07349
2021-10-08,0.49545
2021-10-12,0.41288
2021-10-13,0.57803
2021-10-14,0.49545
2021-10-15,0.57803
2021-10-16,0.49545
2021-10-17,0.41288
2021-10-18,1.07349
2021-10-19,0.82576
2021-10-20,0.57803
2021-10-21,1.32122
2021-10-22,1.65152
2021-10-24,1.32122
2021-10-25,0.82576
2021-10-26,0.49545
2021-10-27,0.57803
2021-10-28,1.48637
2021-10-29,1.48637
2021-11-01,1.65152
2021-11-02,0.41288
2021-11-03,2.0644
2021-11-04,1.32122
2021-11-07,0.49545
2021-11-08,1.15606
2021-11-09,0.99091
2021-11-10,1.65152
2021-11-11,1.32122
2021-11-12,0.41288
2021-11-15,0.57803
2021-11-16,1.7341
2021-11-17,1.98183
2021-11-18,1.23864
2021-11-19,1.07349
2021-11-22,1.23864
2021-11-23,1.65152
2021-11-24,1.15606
2021-11-25,0.41288
2021-11-29,0.57803
2021-12-01,0.49545
2021-12-03,0.66061
2021-12-09,0.57803
2021-12-10,1.23864
2021-12-14,0.57803
2021-12-18,0.49545
2022-01-07,0.41288
2022-01-09,0.41288
2022-01-11,0.49545
2022-01-13,0.49545
2022-01-17,0.66061
2022-01-18,0.49545
2022-01-19,1.15606
2022-01-20,4.12881
2022-01-21,2.22956
2022-01-22,0.82576
2022-01-23,1.40379
2022-01-24,1.98183
2022-01-25,1.40379
2022-01-26,0.99091
2022-01-27,0.74318
2022-01-28,0.57803
2022-02-02,0.41288
2022-02-03,1.65152
2022-02-04,2.0644
2022-02-05,0.41288
2022-02-06,0.41288
2022-02-07,1.15606
2022-02-08,0.74318
2022-02-09,0.99091
2022-02-10,1.07349
2022-02-13,0.66061
2022-02-14,0.99091
2022-02-15,1.07349
2022-02-20,0.74318
2022-02-21,0.99091
2022-02-22,0.99091
2022-02-23,1.65152
2022-02-24,1.7341
2022-02-25,1.07349
2022-02-28,0.41288
2022-03-02,2.14698
2022-03-03,0.57803
2022-03-04,0.57803
2022-03-07,0.41288
2022-03-11,0.74318
2022-03-18,0.49545
2022-03-22,0.49545
2022-03-23,0.49545
2022-03-28,0.49545
2022-03-29,0.49545
2022-03-30,0.41288
2022-04-05,0.49545
2022-04-25,0.41288
2022-04-26,0.41288
2022-04-27,0.41288
2022-05-20,0.41288
2022-06-03,0.66061
2022-06-07,0.41288
2022-06-10,0.41288
2022-06-13,0.57803
2022-06-14,0.41288
2022-06-15,1.65152
2022-06-16,0.57803
2022-06-17,2.55986
2022-06-18,0.66061
2022-06-19,0.99091
2022-06-20,2.0644
2022-06-21,0.49545
2022-06-22,0.74318
2022-06-23,0.66061
2022-06-24,0.74318
2022-06-27,0.66061
2022-06-28,0.82576
2022-06-29,0.74318
2022-06-30,0.99091
2022-07-01,0.49545
2022-07-05,0.74318
2022-07-10,0.49545
2022-07-13,0.49545
2022-07-15,0.57803
2022-07-18,0.66061
2022-07-20,0.74318
2022-07-21,1.65152
2022-07-22,1.07349
2022-07-24,0.41288
2022-07-25,1.15606
2022-07-27,0.57803
2022-07-28,0.99091
2022-07-30,0.41288
2022-08-03,0.82576
2022-08-04,0.90834
2022-08-05,0.41288
2022-08-09,0.41288
2022-08-10,0.90834
2022-08-23,0.41288
2022-09-21,0.49545
2022-09-25,0.57803
2022-09-26,0.57803
2022-09-27,0.99091
2022-09-28,1.81668
2022-09-29,0.57803
2022-09-30,0.41288
2022-10-05,0.41288
2022-10-06,0.41288
2022-10-07,0.99091
2022-10-15,0.57803
2022-10-16,0.41288
2022-10-17,2.55986
2022-10-18,3.05532
2022-10-19,2.31213
2022-10-20,1.65152
2022-10-21,2.22956
2022-10-23,0.41288
2022-10-24,0.57803
2022-10-25,1.23864
2022-10-26,0.90834
2022-10-27,1.32122
2022-10-28,1.40379
2022-10-31,1.23864
2022-11-01,0.90834
2022-11-02,0.82576
2022-11-03,0.49545
2022-11-04,1.56895
2022-11-09,0.41288
2022-11-10,0.66061
2022-11-11,0.57803
2022-11-14,0.99091
2022-11-15,0.41288
2022-11-16,1.07349
2022-11-17,0.82576
2022-11-18,1.56895
2022-11-22,1.40379
2022-11-23,0.74318
2022-11-24,0.74318
2022-11-28,0.49545
2022-12-03,0.66061
2022-12-06,2.64244
2022-12-08,2.22956
2022-12-09,1.56895
2022-12-12,0.66061
2022-12-14,0.41288
2022-12-16,0.41288
2022-12-20,0.49545
2022-12-21,0.41288
2022-12-22,0.90834
2022-12-23,0.49545
2022-12-29,0.41288
2022-12-30,0.41288
2023-01-02,0.41288
2023-01-03,0.41288
2023-01-06,0.74318
2023-01-09,0.41288
2023-01-12,0.41288
2023-01-18,1.07349
2023-01-19,1.89925
2023-01-20,0.99091
2023-01-21,0.49545
2023-01-23,0.66061
2023-01-25,0.90834
2023-01-26,1.98183
2023-01-27,3.05532
2023-01-28,2.0644
2023-01-29,0.66061
2023-01-30,3.05532
2023-01-31,8.91824
2023-02-01,7.43187
2023-02-02,7.43187
2023-02-03,9.82658
2023-02-04,4.70685
2023-02-05,4.12881
2023-02-06,9.16597
2023-02-07,11.56069
2023-02-08,8.42279
2023-02-09,9.49628
2023-02-10,7.51445
2023-02-11,3.79851
2023-02-12,3.1379
2023-02-13,9.4137
2023-02-14,13.54252
2023-02-15,14.03798
2023-02-16,14.69859
2023-02-17,8.83567
2023-02-18,4.78943
2023-02-19,4.95458
2023-02-20,10.15689
2023-02-21,7.84475
2023-02-22,6.35838
2023-02-23,5.36746
2023-02-24,4.21139
2023-02-25,3.1379
2023-02-26,2.72502
2023-02-27,5.69777
2023-02-28,5.45004
2023-03-01,6.02807
2023-03-02,8.75309
2023-03-03,8.91824
2023-03-04,3.1379
2023-03-05,2.47729
2023-03-06,5.28488
2023-03-07,5.45004
2023-03-08,3.96366
2023-03-09,4.872
2023-03-10,2.31213
2023-03-11,0.66061
2023-03-12,2.14698
2023-03-13,4.78943
2023-03-14,4.37654
2023-03-15,5.86292
2023-03-16,5.69777
2023-03-17,4.04624
2023-03-18,2.14698
2023-03-19,1.7341
2023-03-20,4.29397
2023-03-21,4.04624
2023-03-22,4.872
2023-03-23,4.37654
2023-03-24,2.47729
2023-03-25,1.98183
2023-03-26,2.47729
2023-03-27,4.29397
2023-03-28,6.44095
2023-03-29,9.16597
2023-03-30,10.98265
2023-03-31,7.84475
2023-04-01,4.29397
2023-04-02,3.79851
2023-04-03,7.43187
2023-04-04,6.44095
2023-04-05,5.53261
2023-04-06,4.62427
2023-04-07,4.29397
2023-04-08,2.14698
2023-04-09,2.55986
2023-04-10,5.28488
2023-04-11,4.78943
2023-04-12,4.45912
2023-04-13,4.872
2023-04-14,4.04624
2023-04-15,1.7341
2023-04-16,2.31213
2023-04-17,4.04624
2023-04-18,3.63336
2023-04-19,3.79851
2023-04-20,6.02807
2023-04-21,3.22047
2023-04-22,1.98183
2023-04-23,1.48637
2023-04-24,4.21139
2023-04-25,4.29397
2023-04-26,7.10156
2023-04-27,4.5417
2023-04-28,2.97274
2023-04-29,1.56895
2023-04-30,1.07349
2023-05-01,1.81668
2023-05-02,1.89925
2023-05-03,0.90834
2023-05-04,2.14698
2023-05-05,1.40379
2023-05-08,1.56895
2023-05-09,1.98183
2023-05-10,1.23864
2023-05-11,1.89925
2023-05-12,2.31213
2023-05-13,0.66061
2023-05-14,0.90834
2023-05-15,2.72502
2023-05-16,1.89925
2023-05-17,2.72502
2023-05-18,2.89017
2023-05-19,3.05532
2023-05-20,0.49545
2023-05-21,1.48637
2023-05-22,1.89925
2023-05-23,2.39471
2023-05-24,3.88109
2023-05-25,2.14698
2023-05-26,1.40379
2023-05-28,0.66061
2023-05-29,0.99091
2023-05-30,2.39471
2023-05-31,2.31213
2023-06-01,2.89017
2023-06-02,2.31213
2023-06-04,1.40379
2023-06-05,2.39471
2023-06-06,1.15606
2023-06-07,2.72502
2023-06-08,7.59702
2023-06-09,6.19322
2023-06-10,2.31213
2023-06-11,2.22956
2023-06-12,3.96366
2023-06-13,6.11065
2023-06-14,4.5417
2023-06-15,7.59702
2023-06-16,6.85383
2023-06-17,1.98183
2023-06-18,2.14698
2023-06-19,4.21139
2023-06-20,4.872
2023-06-21,4.04624
2023-06-22,5.61519
2023-06-23,4.62427
2023-06-24,2.80759
2023-06-25,3.1379
2023-06-26,8.75309
2023-06-27,7.6796
2023-06-28,14.53344
2023-06-29,38.56317
2023-06-30,96.36663
2023-07-01,18.66226
2023-07-02,15.3592
2023-07-03,27.58051
2023-07-04,27.2502
2023-07-05,31.87448
2023-07-06,89.59537
2023-07-07,30.71841
2023-07-08,12.13872
2023-07-09,13.6251
2023-07-10,23.12138
2023-07-11,36.41618
2023-07-12,39.96696
2023-07-13,30.96614
2023-07-14,30.71841
2023-07-15,8.75309
2023-07-16,10.07431
2023-07-17,22.21304
2023-07-18,23.03881
2023-07-19,29.31461
2023-07-20,25.68125
2023-07-21,33.77374
2023-07-22,10.23947
2023-07-23,13.54252
2023-07-24,36.0033
2023-07-25,24.36003
2023-07-26,29.72749
2023-07-27,47.64657
2023-07-28,24.02972
2023-07-29,6.52353
2023-07-30,9.49628
2023-07-31,20.89182
2023-08-01,15.44178
2023-08-02,14.20313
2023-08-03,21.05697
2023-08-04,19.15772
2023-08-05,7.01899
2023-08-06,5.45004
2023-08-07,15.3592
2023-08-08,13.70767
2023-08-09,17.83649
2023-08-10,45.74731
2023-08-11,34.10404
2023-08-12,7.18414
2023-08-13,10.32204
2023-08-14,18.74483
2023-08-15,8.83567
2023-08-16,19.32287
2023-08-17,31.37902
2023-08-18,18.82741
2023-08-19,6.77126
2023-08-20,9.66143
2023-08-21,27.33278
2023-08-22,24.4426
2023-08-23,19.5706
2023-08-24,27.91081
2023-08-25,21.22213
2023-08-26,7.51445
2023-08-27,9.16597
2023-08-28,17.91907
2023-08-29,15.93724
2023-08-30,25.26837
2023-08-31,25.02064
2023-09-01,23.78199
2023-09-02,7.10156
2023-09-03,10.73492
2023-09-04,21.38728
2023-09-05,16.18497
2023-09-06,17.34104
2023-09-07,15.52436
2023-09-08,11.97357
2023-09-09,4.70685
2023-09-10,7.76218
2023-09-11,18.08422
2023-09-12,11.89099
2023-09-13,10.32204
2023-09-14,11.89099
2023-09-15,12.46903
2023-09-16,6.35838
2023-09-17,5.45004
2023-09-18,13.6251
2023-09-19,12.88191
2023-09-20,14.28571
2023-09-21,9.66143
2023-09-22,6.77126
2023-09-23,5.11973
2023-09-24,5.03715
2023-09-25,39.22378
2023-09-26,21.22213
2023-09-27,24.27745
2023-09-28,4.872
2023-09-29,5.03715
2023-09-30,5.94549
2023-10-01,5.28488
2023-10-02,5.11973
2023-10-03,9.90916
2023-10-04,29.39719
2023-10-05,21.38728
2023-10-06,20.06606
2023-10-07,4.45912
2023-10-08,4.5417
2023-10-09,4.70685
2023-10-10,18.24938
2023-10-11,10.4872
2023-10-12,11.89099
2023-10-13,19.81833
2023-10-14,8.09248
2023-10-15,7.18414
2023-10-16,15.93724
2023-10-17,18.4971
2023-10-18,26.83732
2023-10-19,22.46077
2023-10-20,19.73575
2023-10-21,4.70685
2023-10-22,6.02807
2023-10-23,11.31296
2023-10-24,11.47811
2023-10-25,13.79025
2023-10-26,19.98348
2023-10-27,16.35012
2023-10-28,4.12881
2023-10-29,5.45004
2023-10-30,12.96449
2023-10-31,11.72584
2023-11-01,16.92815
2023-11-02,30.63583
2023-11-03,25.02064
2023-11-04,8.25763
2023-11-05,8.0099
2023-11-06,17.75392
2023-11-07,23.28654
2023-11-08,25.02064
2023-11-09,29.31461
2023-11-10,14.69859
2023-11-11,5.28488
2023-11-12,7.43187
2023-11-13,36.25103
2023-11-14,24.60776
2023-11-15,38.06771
2023-11-16,27.33278
2023-11-17,40.29727
2023-11-18,16.59785
2023-11-19,18.08422
2023-11-20,51.27993
2023-11-21,59.37241
2023-11-22,48.05945
2023-11-23,49.79355
2023-11-24,98.67877
2023-11-25,40.46242
2023-11-26,39.47151
2023-11-27,100.0
2023-11-28,80.7597
2023-11-29,52.51857
2023-11-30,48.2246
2023-12-01,63.00578
2023-12-02,15.77208
2023-12-03,24.69033
2023-12-04,60.28075
2023-12-05,56.89512
2023-12-06,68.12551
2023-12-07,38.23286
2023-12-08,24.69033
2023-12-09,12.2213
2023-12-10,12.05615
2023-12-11,44.59124
2023-12-12,59.37241
2023-12-13,83.56729
2023-12-14,38.64574
2023-12-15,21.13955
2023-12-16,11.72584
2023-12-17,11.64327
2023-12-18,30.14037
2023-12-19,27.08505
2023-12-20,31.04872
2023-12-21,45.33443
2023-12-22,47.72914
2023-12-23,9.74401
2023-12-24,7.59702
2023-12-25,10.07431
2023-12-26,18.90999
2023-12-27,11.56069
2023-12-28,11.23038
2023-12-29,8.67052
2023-12-30,3.96366
2023-12-31,3.79851
2024-01-01,11.97357
2024-01-02,28.15854
2024-01-03,24.36003
2024-01-04,26.25928
2024-01-05,20.56151
2024-01-06,10.15689
2024-01-07,10.15689
2024-01-08,25.68125
2024-01-09,29.97522
2024-01-10,32.61767
2024-01-11,25.43352
2024-01-12,23.03881
2024-01-13,11.47811
2024-01-14,13.9554
2024-01-15,24.27745
2024-01-16,25.35094
2024-01-17,20.80924
2024-01-18,18.1668
2024-01-19,16.35012
2024-01-20,10.98265
2024-01-21,11.23038
2024-01-22,23.94715
2024-01-23,41.12303
2024-01-24,55.2436
2024-01-25,56.64739
2024-01-26,38.97605
2024-01-27,10.90008
2024-01-28,13.87283
2024-01-29,34.5995
2024-01-30,20.80924
2024-01-31,17.01073
2024-02-01,35.17753
2024-02-02,16.84558
2024-02-03,5.94549
2024-02-04,6.68868
2024-02-05,22.95623
2024-02-06,29.97522
2024-02-07,12.79933
2024-02-08,7.76218
2024-02-09,4.29397
2024-02-10,2.72502
2024-02-11,5.36746
2024-02-12,7.92733
2024-02-13,20.64409
2024-02-14,17.25846
2024-02-15,24.52518
2024-02-16,19.48802
2024-02-17,9.16597
2024-02-18,8.83567
2024-02-19,23.78199
2024-02-20,22.95623
2024-02-21,23.36911
2024-02-22,35.50784
2024-02-23,33.85631
2024-02-24,10.56977
2024-02-25,10.15689
2024-02-26,27.49793
2024-02-27,27.91081
2024-02-28,16.01981
2024-02-29,30.71841
2024-03-01,8.17506
2024-03-02,7.43187
2024-03-03,11.56069
2024-03-04,40.29727
2024-03-05,39.47151
2024-03-06,27.00247
2024-03-07,30.71841
2024-03-08,15.44178
2024-03-09,5.61519
2024-03-10,6.93641
2024-03-11,17.34104
2024-03-12,17.58876
2024-03-13,22.95623
2024-03-14,19.81833
2024-03-15,11.89099
2024-03-16,4.95458
2024-03-17,5.53261
2024-03-18,17.01073
2024-03-19,13.79025
2024-03-20,20.06606
