date,비트코인관련주
2020-07-19,0.01019
2020-07-20,0.02978
2020-07-21,0.02284
2020-07-22,0.02325
2020-07-23,0.02896
2020-07-24,0.02611
2020-07-25,0.02733
2020-07-26,0.03427
2020-07-27,0.20848
2020-07-28,0.41003
2020-07-29,0.22399
2020-07-30,0.15259
2020-07-31,0.08486
2020-08-01,0.10036
2020-08-02,0.32109
2020-08-03,0.17584
2020-08-04,0.1175
2020-08-05,0.08119
2020-08-06,0.0922
2020-08-07,0.14647
2020-08-08,0.07262
2020-08-09,0.11587
2020-08-10,0.17992
2020-08-11,0.09424
2020-08-12,0.06119
2020-08-13,0.05222
2020-08-14,0.05303
2020-08-15,0.04855
2020-08-16,0.04651
2020-08-17,0.04406
2020-08-18,0.07466
2020-08-19,0.03794
2020-08-20,0.03957
2020-08-21,0.04079
2020-08-22,0.03019
2020-08-23,0.03223
2020-08-24,0.04243
2020-08-25,0.03835
2020-08-26,0.05018
2020-08-27,0.04243
2020-08-28,0.14239
2020-08-29,0.03671
2020-08-30,0.03794
2020-08-31,0.04365
2020-09-01,0.08159
2020-09-02,0.08078
2020-09-03,0.04528
2020-09-04,0.03304
2020-09-05,0.01754
2020-09-06,0.02733
2020-09-07,0.02447
2020-09-08,0.03549
2020-09-09,0.02121
2020-09-10,0.02366
2020-09-11,0.03223
2020-09-12,0.0155
2020-09-13,0.02039
2020-09-14,0.02815
2020-09-15,0.03467
2020-09-16,0.02407
2020-09-17,0.02447
2020-09-18,0.02366
2020-09-19,0.01019
2020-09-20,0.10036
2020-09-21,0.04161
2020-09-22,0.02447
2020-09-23,0.01631
2020-09-24,0.03427
2020-09-25,0.02855
2020-09-26,0.01223
2020-09-27,0.03345
2020-09-28,0.01672
2020-09-29,0.01509
2020-09-30,0.0106
2020-10-01,0.01305
2020-10-02,0.00652
2020-10-03,0.01264
2020-10-04,0.01019
2020-10-05,0.0155
2020-10-06,0.01101
2020-10-07,0.02692
2020-10-08,0.01795
2020-10-09,0.01509
2020-10-10,0.02692
2020-10-11,0.01509
2020-10-12,0.03508
2020-10-13,0.04079
2020-10-14,0.02529
2020-10-15,0.01876
2020-10-16,0.06405
2020-10-17,0.02488
2020-10-18,0.03467
2020-10-19,0.25989
2020-10-20,0.10077
2020-10-21,0.31987
2020-10-22,2.73889
2020-10-23,0.69196
2020-10-24,0.21379
2020-10-25,0.24928
2020-10-26,0.30803
2020-10-27,0.27172
2020-10-28,0.49816
2020-10-29,0.27458
2020-10-30,0.22929
2020-10-31,0.14932
2020-11-01,0.18196
2020-11-02,0.27458
2020-11-03,0.39779
2020-11-04,0.17584
2020-11-05,0.45818
2020-11-06,1.52101
2020-11-07,0.40514
2020-11-08,0.45655
2020-11-09,0.43696
2020-11-10,0.30477
2020-11-11,0.43043
2020-11-12,0.39249
2020-11-13,0.67809
2020-11-14,0.2297
2020-11-15,0.20971
2020-11-16,0.21093
2020-11-17,0.52917
2020-11-18,4.70054
2020-11-19,2.72542
2020-11-20,1.40718
2020-11-21,1.80539
2020-11-22,1.53448
2020-11-23,1.31497
2020-11-24,3.38801
2020-11-25,2.32355
2020-11-26,1.27907
2020-11-27,0.78172
2020-11-28,0.66462
2020-11-29,0.45981
2020-11-30,0.65157
2020-12-01,2.62016
2020-12-02,0.96818
2020-12-03,0.63117
2020-12-04,0.44145
2020-12-05,0.27458
2020-12-06,0.43247
2020-12-07,0.53447
2020-12-08,0.39902
2020-12-09,0.33904
2020-12-10,0.31456
2020-12-11,0.19012
2020-12-12,0.10159
2020-12-13,0.17421
2020-12-14,0.24071
2020-12-15,0.2909
2020-12-16,0.45777
2020-12-17,19.40113
2020-12-18,2.72624
2020-12-19,1.03549
2020-12-20,0.7911
2020-12-21,0.93268
2020-12-22,0.48266
2020-12-23,0.55283
2020-12-24,0.44716
2020-12-25,0.25051
2020-12-26,0.42921
2020-12-27,2.2497
2020-12-28,1.92942
2020-12-29,0.61648
2020-12-30,0.57078
2020-12-31,0.5463
2021-01-01,0.36475
2021-01-02,0.53447
2021-01-03,3.52633
2021-01-04,3.09017
2021-01-05,0.94329
2021-01-06,1.51857
2021-01-07,2.73073
2021-01-08,3.97349
2021-01-09,1.48429
2021-01-10,1.31824
2021-01-11,1.31334
2021-01-12,0.65279
2021-01-13,0.43492
2021-01-14,0.50469
2021-01-15,0.41656
2021-01-16,0.2758
2021-01-17,0.2146
2021-01-18,0.26111
2021-01-19,0.24643
2021-01-20,0.20155
2021-01-21,0.24847
2021-01-22,0.28315
2021-01-23,0.1889
2021-01-24,0.13749
2021-01-25,0.22358
2021-01-26,0.19257
2021-01-27,0.12729
2021-01-28,0.10607
2021-01-29,0.15381
2021-01-30,0.16483
2021-01-31,0.08771
2021-02-01,0.18359
2021-02-02,0.18563
2021-02-03,0.16197
2021-02-04,0.2705
2021-02-05,0.14606
2021-02-06,0.16523
2021-02-07,0.20399
2021-02-08,1.37087
2021-02-09,100.0
2021-02-10,4.14852
2021-02-11,1.32395
2021-02-12,1.83925
2021-02-13,1.80335
2021-02-14,1.72909
2021-02-15,3.12445
2021-02-16,2.92412
2021-02-17,6.01022
2021-02-18,6.805
2021-02-19,3.38434
2021-02-20,4.88782
2021-02-21,3.0559
2021-02-22,4.85722
2021-02-23,2.80539
2021-02-24,1.38025
2021-02-25,1.15789
2021-02-26,0.74378
2021-02-27,0.64014
2021-02-28,0.51856
2021-03-01,0.48184
2021-03-02,0.68829
2021-03-03,0.62546
2021-03-04,0.61893
2021-03-05,0.35087
2021-03-06,0.25622
2021-03-07,0.27335
2021-03-08,0.42146
2021-03-09,1.06201
2021-03-10,1.25296
2021-03-11,1.12648
2021-03-12,1.10077
2021-03-13,1.16687
2021-03-14,2.68422
2021-03-15,2.12159
2021-03-16,1.39168
2021-03-17,1.00571
2021-03-18,2.02571
2021-03-19,1.55284
2021-03-20,1.36842
2021-03-21,1.33945
2021-03-22,1.41657
2021-03-23,1.0461
2021-03-24,1.30885
2021-03-25,1.19013
2021-03-26,0.61485
2021-03-27,0.63974
2021-03-28,0.64994
2021-03-29,0.82456
2021-03-30,1.33456
2021-03-31,2.05794
2021-04-01,2.58222
2021-04-02,3.31539
2021-04-03,2.68299
2021-04-04,2.06079
2021-04-05,2.43819
2021-04-06,3.95595
2021-04-07,3.19666
2021-04-08,1.70624
2021-04-09,1.50429
2021-04-10,1.47654
2021-04-11,1.60628
2021-04-12,1.77764
2021-04-13,2.09466
2021-04-14,2.73032
2021-04-15,1.72624
2021-04-16,1.38719
2021-04-17,1.45818
2021-04-18,1.32436
2021-04-19,1.11057
2021-04-20,1.11954
2021-04-21,1.01918
2021-04-22,0.88413
2021-04-23,0.72297
2021-04-24,0.37617
2021-04-25,0.32231
2021-04-26,0.35332
2021-04-27,0.40351
2021-04-28,0.29865
2021-04-29,0.22154
2021-04-30,0.14239
2021-05-01,0.18482
2021-05-02,0.15299
2021-05-03,0.21827
2021-05-04,0.29498
2021-05-05,0.21827
2021-05-06,0.337
2021-05-07,0.1636
2021-05-08,0.15422
2021-05-09,0.12239
2021-05-10,0.15422
2021-05-11,0.10893
2021-05-12,0.18523
2021-05-13,0.24235
2021-05-14,0.10118
2021-05-15,0.05875
2021-05-16,0.07221
2021-05-17,0.15055
2021-05-18,0.09506
2021-05-19,0.17951
2021-05-20,0.28029
2021-05-21,0.15136
2021-05-22,0.09057
2021-05-23,0.1228
2021-05-24,0.24561
2021-05-25,0.25173
2021-05-26,0.12199
2021-05-27,0.12729
2021-05-28,0.09261
2021-05-29,0.06364
2021-05-30,0.05344
2021-05-31,0.07507
2021-06-01,0.05915
2021-06-02,0.05956
2021-06-03,0.10444
2021-06-04,0.08527
2021-06-05,0.03753
2021-06-06,0.05467
2021-06-07,0.07711
2021-06-08,0.07099
2021-06-09,0.09506
2021-06-10,0.21297
2021-06-11,0.06813
2021-06-12,0.05018
2021-06-13,0.04324
2021-06-14,0.16238
2021-06-15,0.14361
2021-06-16,0.04977
2021-06-17,0.04814
2021-06-18,0.03304
2021-06-19,0.02855
2021-06-20,0.02325
2021-06-21,0.04079
2021-06-22,0.09669
2021-06-23,0.08404
2021-06-24,0.06364
2021-06-25,0.06242
2021-06-26,0.03019
2021-06-27,0.02529
2021-06-28,0.04895
2021-06-29,0.10444
2021-06-30,0.08486
2021-07-01,0.04365
2021-07-02,0.03427
2021-07-03,0.03019
2021-07-04,0.0257
2021-07-05,0.04039
2021-07-06,0.04691
2021-07-07,0.04528
2021-07-08,0.03019
2021-07-09,0.03386
2021-07-10,0.02243
2021-07-11,0.02039
2021-07-12,0.03059
2021-07-13,0.04855
2021-07-14,0.05915
2021-07-15,0.05834
2021-07-16,0.03835
2021-07-17,0.01999
2021-07-18,0.01672
2021-07-19,0.03549
2021-07-20,0.04977
2021-07-21,0.06854
2021-07-22,0.15911
2021-07-23,0.04732
2021-07-24,0.02611
2021-07-25,0.04732
2021-07-26,0.4847
2021-07-27,0.21868
2021-07-28,0.12158
2021-07-29,0.09139
2021-07-30,0.04773
2021-07-31,0.03549
2021-08-01,0.07751
2021-08-02,0.04569
2021-08-03,0.03549
2021-08-04,0.04406
2021-08-05,0.05181
2021-08-06,0.06323
2021-08-07,0.14647
2021-08-08,0.16197
2021-08-09,0.17707
2021-08-10,0.22643
2021-08-11,0.10893
2021-08-12,0.17625
2021-08-13,0.10363
2021-08-14,0.11138
2021-08-15,0.07466
2021-08-16,0.09873
2021-08-17,0.08608
2021-08-18,0.04936
2021-08-19,0.04161
2021-08-20,0.1024
2021-08-21,0.07792
2021-08-22,0.06201
2021-08-23,0.18196
2021-08-24,0.15136
2021-08-25,0.08935
2021-08-26,0.08323
2021-08-27,0.05956
2021-08-28,0.04814
2021-08-29,0.06119
2021-08-30,0.04528
2021-08-31,0.04406
2021-09-01,0.04243
2021-09-02,0.07099
2021-09-03,0.06813
2021-09-04,0.07384
2021-09-05,0.06201
2021-09-06,0.15463
2021-09-07,0.17747
2021-09-08,0.10648
2021-09-09,0.04651
2021-09-10,0.02978
2021-09-11,0.02937
2021-09-12,0.02407
2021-09-13,0.02855
2021-09-14,0.03712
2021-09-15,0.04814
2021-09-16,0.04651
2021-09-17,0.03998
2021-09-18,0.03835
2021-09-19,0.0208
2021-09-20,0.01223
2021-09-21,0.02284
2021-09-22,0.02896
2021-09-23,0.0412
2021-09-24,0.04243
2021-09-25,0.03753
2021-09-26,0.02815
2021-09-27,0.04855
2021-09-28,0.02611
2021-09-29,0.02325
2021-09-30,0.02611
2021-10-01,0.0616
2021-10-02,0.0718
2021-10-03,0.05303
2021-10-04,0.06609
2021-10-05,0.21011
2021-10-06,0.31415
2021-10-07,0.48021
2021-10-08,0.16034
2021-10-09,0.0869
2021-10-10,0.05834
2021-10-11,0.21256
2021-10-12,0.41738
2021-10-13,0.1228
2021-10-14,0.16523
2021-10-15,0.49123
2021-10-16,0.45736
2021-10-17,0.42472
2021-10-18,0.6736
2021-10-19,0.67646
2021-10-20,1.06569
2021-10-21,1.99756
2021-10-22,0.63362
2021-10-23,0.18319
2021-10-24,0.1583
2021-10-25,0.20114
2021-10-26,0.29661
2021-10-27,0.21419
2021-10-28,0.14279
2021-10-29,0.27947
2021-10-30,0.14891
2021-10-31,0.12688
2021-11-01,0.19012
2021-11-02,0.23867
2021-11-03,0.20767
2021-11-04,0.15748
2021-11-05,0.11505
2021-11-06,0.06119
2021-11-07,0.06079
2021-11-08,0.28559
2021-11-09,0.54549
2021-11-10,0.27947
2021-11-11,0.13382
2021-11-12,0.11995
2021-11-13,0.08404
2021-11-14,0.08731
2021-11-15,0.12566
2021-11-16,0.1481
2021-11-17,0.13096
2021-11-18,0.26519
2021-11-19,0.1636
2021-11-20,0.08527
2021-11-21,0.07466
2021-11-22,0.09995
2021-11-23,0.09261
2021-11-24,0.08241
2021-11-25,0.16319
2021-11-26,0.20155
2021-11-27,0.08975
2021-11-28,0.06976
2021-11-29,0.09628
2021-11-30,0.10648
2021-12-01,0.13178
2021-12-02,0.08608
2021-12-03,0.08853
2021-12-04,0.18563
2021-12-05,0.19094
2021-12-06,0.18808
2021-12-07,0.12076
2021-12-08,0.07996
2021-12-09,0.06772
2021-12-10,0.06976
2021-12-11,0.06079
2021-12-12,0.06119
2021-12-13,0.05711
2021-12-14,0.08282
2021-12-15,0.082
2021-12-16,0.07751
2021-12-17,0.03141
2021-12-18,0.02488
2021-12-19,0.03263
2021-12-20,0.03875
2021-12-21,0.05752
2021-12-22,0.07384
2021-12-23,0.04324
2021-12-24,0.07874
2021-12-25,0.03794
2021-12-26,0.04202
2021-12-27,0.04814
2021-12-28,0.04447
2021-12-29,0.05263
2021-12-30,0.04365
2021-12-31,0.02366
2022-01-01,0.0257
2022-01-02,0.0208
2022-01-03,0.04365
2022-01-04,0.04243
2022-01-05,0.05997
2022-01-06,0.0718
2022-01-07,0.06487
2022-01-08,0.05548
2022-01-09,0.05059
2022-01-10,0.06935
2022-01-11,0.05303
2022-01-12,0.07303
2022-01-13,0.06446
2022-01-14,0.02978
2022-01-15,0.02937
2022-01-16,0.05956
2022-01-17,0.03957
2022-01-18,0.03508
2022-01-19,0.10607
2022-01-20,0.07996
2022-01-21,0.0461
2022-01-22,0.08363
2022-01-23,0.08078
2022-01-24,0.06854
2022-01-25,0.05671
2022-01-26,0.06201
2022-01-27,0.04773
2022-01-28,0.03794
2022-01-29,0.02855
2022-01-30,0.02407
2022-01-31,0.02447
2022-02-01,0.02407
2022-02-02,0.02896
2022-02-03,0.05181
2022-02-04,0.04651
2022-02-05,0.1534
2022-02-06,0.12566
2022-02-07,0.16687
2022-02-08,0.337
2022-02-09,0.13545
2022-02-10,0.06731
2022-02-11,0.05059
2022-02-12,0.031
2022-02-13,0.02121
2022-02-14,0.0359
2022-02-15,0.11219
2022-02-16,0.17462
2022-02-17,0.05181
2022-02-18,0.04855
2022-02-19,0.03427
2022-02-20,0.03263
2022-02-21,0.05018
2022-02-22,0.04814
2022-02-23,0.03957
2022-02-24,0.04324
2022-02-25,0.06527
2022-02-26,0.03304
2022-02-27,0.0359
2022-02-28,0.03712
2022-03-01,0.43411
2022-03-02,0.47776
2022-03-03,0.08894
2022-03-04,0.04651
2022-03-05,0.03345
2022-03-06,0.031
2022-03-07,0.03141
2022-03-08,0.02611
2022-03-09,0.07058
2022-03-10,0.21501
2022-03-11,0.05834
2022-03-12,0.04202
2022-03-13,0.04855
2022-03-14,0.04283
2022-03-15,0.04855
2022-03-16,0.0665
2022-03-17,0.09098
2022-03-18,0.05222
2022-03-19,0.0461
2022-03-20,0.02896
2022-03-21,0.03631
2022-03-22,0.11587
2022-03-23,0.10159
2022-03-24,0.11015
2022-03-25,0.17992
2022-03-26,0.07303
2022-03-27,0.08771
2022-03-28,0.23459
2022-03-29,0.2146
2022-03-30,0.08363
2022-03-31,0.08078
2022-04-01,0.06364
2022-04-02,0.04569
2022-04-03,0.03467
2022-04-04,0.06527
2022-04-05,0.06609
2022-04-06,0.03345
2022-04-07,0.03957
2022-04-08,0.03957
2022-04-09,0.01958
2022-04-10,0.02121
2022-04-11,0.03916
2022-04-12,0.03671
2022-04-13,0.03019
2022-04-14,0.03835
2022-04-15,0.02855
2022-04-16,0.01387
2022-04-17,0.01672
2022-04-18,0.02733
2022-04-19,0.03835
2022-04-20,0.04365
2022-04-21,0.03223
2022-04-22,0.02203
2022-04-23,0.01754
2022-04-24,0.00979
2022-04-25,0.01427
2022-04-26,0.02447
2022-04-27,0.04487
2022-04-28,0.0412
2022-04-29,0.03549
2022-04-30,0.01468
2022-05-01,0.00979
2022-05-02,0.02284
2022-05-03,0.03019
2022-05-04,0.01917
2022-05-05,0.03794
2022-05-06,0.03019
2022-05-07,0.01305
2022-05-08,0.02203
2022-05-09,0.02978
2022-05-10,0.04039
2022-05-11,0.0563
2022-05-12,0.08894
2022-05-13,0.06283
2022-05-14,0.03835
2022-05-15,0.02162
2022-05-16,0.031
2022-05-17,0.02488
2022-05-18,0.02162
2022-05-19,0.01591
2022-05-20,0.01591
2022-05-21,0.00979
2022-05-22,0.00611
2022-05-23,0.00979
2022-05-24,0.0155
2022-05-25,0.01754
2022-05-26,0.01795
2022-05-27,0.01183
2022-05-28,0.01183
2022-05-29,0.00611
2022-05-30,0.01958
2022-05-31,0.05548
2022-06-01,0.01754
2022-06-02,0.01019
2022-06-03,0.0106
2022-06-04,0.01019
2022-06-05,0.00611
2022-06-06,0.00979
2022-06-07,0.00897
2022-06-08,0.01264
2022-06-09,0.00734
2022-06-10,0.00897
2022-06-11,0.00815
2022-06-12,0.00571
2022-06-13,0.0208
2022-06-14,0.03304
2022-06-15,0.02692
2022-06-16,0.01958
2022-06-17,0.01264
2022-06-18,0.02121
2022-06-19,0.05059
2022-06-20,0.04324
2022-06-21,0.02039
2022-06-22,0.01713
2022-06-23,0.01346
2022-06-24,0.01631
2022-06-25,0.00775
2022-06-26,0.00693
2022-06-27,0.01427
2022-06-28,0.01183
2022-06-29,0.01183
2022-06-30,0.00775
2022-07-01,0.01101
2022-07-02,0.0106
2022-07-03,0.00693
2022-07-04,0.01427
2022-07-05,0.02978
2022-07-06,0.01631
2022-07-07,0.03059
2022-07-08,0.03427
2022-07-09,0.01999
2022-07-10,0.01795
2022-07-11,0.02243
2022-07-12,0.00938
2022-07-13,0.00979
2022-07-14,0.01427
2022-07-15,0.02447
2022-07-16,0.01631
2022-07-17,0.0155
2022-07-18,0.06487
2022-07-19,0.10975
2022-07-20,0.16115
2022-07-21,0.07915
2022-07-22,0.02815
2022-07-23,0.03345
2022-07-24,0.02855
2022-07-25,0.10159
2022-07-26,0.03835
2022-07-27,0.02529
2022-07-28,0.07384
2022-07-29,0.05589
2022-07-30,0.02162
2022-07-31,0.01427
2022-08-01,0.02162
2022-08-02,0.01958
2022-08-03,0.01754
2022-08-04,0.03875
2022-08-05,0.02937
2022-08-06,0.01142
2022-08-07,0.01264
2022-08-08,0.02651
2022-08-09,0.03508
2022-08-10,0.02488
2022-08-11,0.06446
2022-08-12,0.03182
2022-08-13,0.02855
2022-08-14,0.01672
2022-08-15,0.02162
2022-08-16,0.03631
2022-08-17,0.031
2022-08-18,0.01713
2022-08-19,0.01468
2022-08-20,0.01346
2022-08-21,0.01346
2022-08-22,0.01142
2022-08-23,0.00734
2022-08-24,0.01468
2022-08-25,0.0155
2022-08-26,0.00775
2022-08-27,0.00367
2022-08-28,0.0053
2022-08-29,0.01672
2022-08-30,0.01591
2022-08-31,0.01183
2022-09-01,0.01019
2022-09-02,0.00775
2022-09-03,0.00611
2022-09-04,0.00367
2022-09-05,0.00897
2022-09-06,0.01468
2022-09-07,0.00815
2022-09-08,0.01264
2022-09-09,0.01468
2022-09-10,0.02447
2022-09-11,0.01305
2022-09-12,0.02529
2022-09-13,0.05018
2022-09-14,0.01468
2022-09-15,0.01713
2022-09-16,0.00285
2022-09-17,0.00367
2022-09-18,0.00285
2022-09-19,0.00979
2022-09-20,0.00367
2022-09-21,0.00652
2022-09-22,0.00693
2022-09-23,0.01631
2022-09-24,0.00693
2022-09-25,0.00489
2022-09-26,0.01142
2022-09-27,0.03671
2022-09-28,0.01591
2022-09-29,0.01264
2022-09-30,0.01019
2022-10-02,0.00448
2022-10-03,0.00448
2022-10-04,0.01142
2022-10-05,0.01999
2022-10-06,0.0106
2022-10-07,0.00979
2022-10-08,0.00448
2022-10-09,0.00326
2022-10-10,0.00571
2022-10-11,0.01795
2022-10-12,0.01835
2022-10-13,0.01183
2022-10-14,0.01754
2022-10-15,0.00897
2022-10-16,0.0106
2022-10-17,0.01631
2022-10-18,0.02325
2022-10-19,0.01387
2022-10-20,0.01101
2022-10-21,0.00448
2022-10-22,0.00856
2022-10-23,0.00856
2022-10-24,0.01713
2022-10-25,0.01264
2022-10-26,0.04039
2022-10-27,0.0461
2022-10-28,0.01223
2022-10-29,0.00979
2022-10-30,0.00203
2022-10-31,0.00489
2022-11-01,0.02162
2022-11-02,0.01631
2022-11-03,0.01101
2022-11-04,0.01264
2022-11-05,0.01346
2022-11-06,0.00571
2022-11-07,0.02733
2022-11-08,0.04977
2022-11-09,0.04773
2022-11-10,0.0563
2022-11-11,0.0412
2022-11-12,0.04569
2022-11-13,0.03345
2022-11-14,0.07017
2022-11-15,0.03059
2022-11-16,0.01713
2022-11-17,0.00815
2022-11-18,0.01142
2022-11-19,0.01019
2022-11-20,0.00448
2022-11-21,0.01142
2022-11-22,0.01019
2022-11-23,0.01142
2022-11-24,0.01427
2022-11-25,0.01835
2022-11-26,0.00448
2022-11-27,0.01183
2022-11-28,0.00815
2022-11-29,0.01142
2022-11-30,0.00734
2022-12-01,0.01754
2022-12-02,0.00938
2022-12-03,0.00326
2022-12-04,0.0053
2022-12-05,0.00856
2022-12-06,0.00448
2022-12-07,0.00611
2022-12-08,0.01019
2022-12-09,0.00611
2022-12-10,0.00407
2022-12-11,0.00407
2022-12-12,0.0053
2022-12-13,0.01346
2022-12-14,0.01835
2022-12-15,0.01305
2022-12-16,0.00571
2022-12-17,0.00326
2022-12-18,0.00734
2022-12-19,0.00611
2022-12-20,0.00407
2022-12-21,0.00775
2022-12-22,0.00285
2022-12-23,0.01101
2022-12-24,0.00367
2022-12-25,0.00203
2022-12-26,0.00652
2022-12-27,0.00407
2022-12-28,0.00367
2022-12-29,0.00571
2022-12-30,0.00652
2022-12-31,0.00448
2023-01-02,0.00489
2023-01-03,0.03059
2023-01-04,0.01183
2023-01-05,0.00979
2023-01-06,0.00611
2023-01-07,0.00244
2023-01-08,0.00367
2023-01-09,0.01427
2023-01-10,0.03794
2023-01-11,0.02284
2023-01-12,0.05181
2023-01-13,0.12239
2023-01-14,0.14524
2023-01-15,0.10934
2023-01-16,0.1636
2023-01-17,0.1379
2023-01-18,0.08975
2023-01-19,0.03508
2023-01-20,0.05344
2023-01-21,0.08527
2023-01-22,0.05426
2023-01-23,0.03671
2023-01-24,0.0665
2023-01-25,0.08445
2023-01-26,0.0718
2023-01-27,0.03631
2023-01-28,0.02325
2023-01-29,0.03467
2023-01-30,0.05303
2023-01-31,0.01999
2023-02-01,0.03182
2023-02-02,0.06772
2023-02-03,0.06283
2023-02-04,0.01672
2023-02-05,0.02529
2023-02-06,0.01672
2023-02-07,0.01835
2023-02-08,0.02978
2023-02-09,0.01795
2023-02-10,0.01142
2023-02-11,0.00775
2023-02-12,0.00938
2023-02-13,0.00938
2023-02-14,0.01713
2023-02-15,0.02039
2023-02-16,0.36067
2023-02-17,0.07507
2023-02-18,0.02855
2023-02-19,0.03263
2023-02-20,0.02774
2023-02-21,0.03712
2023-02-22,0.01754
2023-02-23,0.01835
2023-02-24,0.01754
2023-02-25,0.0053
2023-02-26,0.01223
2023-02-27,0.00693
2023-02-28,0.00815
2023-03-01,0.00367
2023-03-02,0.00775
2023-03-03,0.01631
2023-03-04,0.00734
2023-03-05,0.00611
2023-03-06,0.01183
2023-03-07,0.00448
2023-03-08,0.0053
2023-03-09,0.0053
2023-03-10,0.00775
2023-03-11,0.00856
2023-03-12,0.0053
2023-03-13,0.05793
2023-03-14,0.30477
2023-03-15,0.11791
2023-03-16,0.03916
2023-03-17,0.05915
2023-03-18,0.133
2023-03-19,0.10363
2023-03-20,0.20685
2023-03-21,0.09628
2023-03-22,0.0665
2023-03-23,0.05263
2023-03-24,0.03794
2023-03-25,0.01958
2023-03-26,0.01795
2023-03-27,0.0461
2023-03-28,0.01591
2023-03-29,0.02896
2023-03-30,0.05834
2023-03-31,0.02611
2023-04-01,0.01795
2023-04-02,0.02937
2023-04-03,0.02733
2023-04-04,0.02366
2023-04-05,0.02978
2023-04-06,0.01795
2023-04-07,0.01713
2023-04-08,0.02243
2023-04-09,0.01835
2023-04-10,0.01305
2023-04-11,0.19135
2023-04-12,0.28559
2023-04-13,0.0665
2023-04-14,0.06895
2023-04-15,0.0257
2023-04-16,0.02243
2023-04-17,0.03957
2023-04-18,0.03263
2023-04-19,0.03223
2023-04-20,0.01795
2023-04-21,0.0106
2023-04-22,0.00938
2023-04-23,0.00979
2023-04-24,0.01468
2023-04-25,0.05385
2023-04-26,0.05589
2023-04-27,0.03875
2023-04-28,0.03304
2023-04-29,0.01142
2023-04-30,0.01019
2023-05-01,0.03304
2023-05-02,0.01999
2023-05-03,0.0412
2023-05-04,0.01591
2023-05-05,0.01591
2023-05-06,0.01999
2023-05-07,0.00611
2023-05-08,0.01631
2023-05-09,0.01713
2023-05-10,0.01468
2023-05-11,0.0155
2023-05-12,0.01264
2023-05-13,0.00489
2023-05-14,0.00775
2023-05-15,0.01019
2023-05-16,0.00938
2023-05-17,0.01223
2023-05-18,0.01305
2023-05-19,0.00856
2023-05-20,0.00775
2023-05-21,0.00611
2023-05-22,0.01142
2023-05-23,0.01305
2023-05-24,0.01101
2023-05-25,0.01427
2023-05-26,0.01142
2023-05-27,0.00326
2023-05-28,0.0106
2023-05-29,0.02407
2023-05-30,0.0208
2023-05-31,0.02039
