date,데이터라벨링알바
2021-04-25,0.95876
2021-04-26,1.28865
2021-04-27,1.48453
2021-04-28,6.84536
2021-04-29,3.81443
2021-04-30,2.08247
2021-05-01,1.28865
2021-05-02,1.32989
2021-05-03,1.56701
2021-05-04,1.52577
2021-05-05,1.04123
2021-05-06,1.42268
2021-05-07,1.42268
2021-05-08,0.88659
2021-05-09,1.0
2021-05-10,1.53608
2021-05-11,1.83505
2021-05-12,1.69072
2021-05-13,1.26804
2021-05-14,1.04123
2021-05-15,0.85567
2021-05-16,0.88659
2021-05-17,1.4536
2021-05-18,0.95876
2021-05-19,0.75257
2021-05-20,1.70103
2021-05-21,1.40206
2021-05-22,0.88659
2021-05-23,0.79381
2021-05-24,2.37113
2021-05-25,1.56701
2021-05-26,1.46391
2021-05-27,1.71134
2021-05-28,1.70103
2021-05-29,1.36082
2021-05-30,0.96907
2021-05-31,1.87628
2021-06-01,1.79381
2021-06-02,1.36082
2021-06-03,1.16494
2021-06-04,0.96907
2021-06-05,0.95876
2021-06-06,0.98969
2021-06-07,1.41237
2021-06-08,1.30927
2021-06-09,1.09278
2021-06-10,1.28865
2021-06-11,1.04123
2021-06-12,0.68041
2021-06-13,0.54639
2021-06-14,1.12371
2021-06-15,1.26804
2021-06-16,1.26804
2021-06-17,1.20618
2021-06-18,1.49484
2021-06-19,0.86597
2021-06-20,1.06185
2021-06-21,1.50515
2021-06-22,1.31958
2021-06-23,1.41237
2021-06-24,1.19587
2021-06-25,1.12371
2021-06-26,0.70103
2021-06-27,0.75257
2021-06-28,1.28865
2021-06-29,0.84536
2021-06-30,1.21649
2021-07-01,1.32989
2021-07-02,1.4536
2021-07-03,0.76288
2021-07-04,0.77319
2021-07-05,1.69072
2021-07-06,1.41237
2021-07-07,10.26804
2021-07-08,23.81443
2021-07-09,6.04123
2021-07-10,1.87628
2021-07-11,1.76288
2021-07-12,2.19587
2021-07-13,2.18556
2021-07-14,2.0103
2021-07-15,3.95876
2021-07-16,1.56701
2021-07-17,0.87628
2021-07-18,0.85567
2021-07-19,1.19587
2021-07-20,1.40206
2021-07-21,1.41237
2021-07-22,1.04123
2021-07-23,1.14432
2021-07-24,0.84536
2021-07-25,1.69072
2021-07-26,9.17525
2021-07-27,3.93814
2021-07-28,8.18556
2021-07-29,9.09278
2021-07-30,3.35051
2021-07-31,1.38144
2021-08-01,1.46391
2021-08-02,2.02061
2021-08-03,1.28865
2021-08-04,1.72164
2021-08-05,2.39175
2021-08-06,2.30927
2021-08-07,1.6701
2021-08-08,1.4536
2021-08-09,1.96907
2021-08-10,1.98969
2021-08-11,9.61855
2021-08-12,6.26804
2021-08-13,2.53608
2021-08-14,1.65979
2021-08-15,1.7835
2021-08-16,2.09278
2021-08-17,2.53608
2021-08-18,2.10309
2021-08-19,2.48453
2021-08-20,2.86597
2021-08-21,2.23711
2021-08-22,1.92783
2021-08-23,3.23711
2021-08-24,3.31958
2021-08-25,2.76288
2021-08-26,2.27835
2021-08-27,2.16494
2021-08-28,1.5567
2021-08-29,1.47422
2021-08-30,3.3402
2021-08-31,2.41237
2021-09-01,2.32989
2021-09-02,3.0
2021-09-03,3.0103
2021-09-04,2.47422
2021-09-05,2.02061
2021-09-06,2.84536
2021-09-07,2.8969
2021-09-08,2.56701
2021-09-09,2.64948
2021-09-10,2.13402
2021-09-11,1.60824
2021-09-12,1.90721
2021-09-13,1.82474
2021-09-14,2.21649
2021-09-15,2.24742
2021-09-16,2.27835
2021-09-17,2.2268
2021-09-18,1.28865
2021-09-19,0.84536
2021-09-20,1.05154
2021-09-21,1.90721
2021-09-22,1.79381
2021-09-23,2.4536
2021-09-24,2.44329
2021-09-25,2.47422
2021-09-26,1.90721
2021-09-27,3.0103
2021-09-28,2.83505
2021-09-29,2.24742
2021-09-30,2.87628
2021-10-01,2.17525
2021-10-02,1.42268
2021-10-03,1.82474
2021-10-04,2.05154
2021-10-05,2.74226
2021-10-06,3.06185
2021-10-07,2.98969
2021-10-08,2.36082
2021-10-09,1.4536
2021-10-10,1.68041
2021-10-11,1.73195
2021-10-12,2.1134
2021-10-13,2.32989
2021-10-14,2.0
2021-10-15,2.10309
2021-10-16,1.5567
2021-10-17,1.37113
2021-10-18,2.03092
2021-10-19,2.13402
2021-10-20,2.7835
2021-10-21,2.90721
2021-10-22,2.16494
2021-10-23,1.5567
2021-10-24,1.7835
2021-10-25,2.61855
2021-10-26,2.80412
2021-10-27,3.57731
2021-10-28,2.74226
2021-10-29,2.03092
2021-10-30,5.7835
2021-10-31,4.44329
2021-11-01,4.29896
2021-11-02,3.24742
2021-11-03,2.86597
2021-11-04,4.09278
2021-11-05,3.42268
2021-11-06,1.87628
2021-11-07,11.79381
2021-11-08,33.02061
2021-11-09,26.26804
2021-11-10,23.87628
2021-11-11,22.32989
2021-11-12,15.63917
2021-11-13,12.0
2021-11-14,11.96907
2021-11-15,14.75257
2021-11-16,13.09278
2021-11-17,11.72164
2021-11-18,9.57731
2021-11-19,8.84536
2021-11-20,6.14432
2021-11-21,6.77319
2021-11-22,9.09278
2021-11-23,8.47422
2021-11-24,8.17525
2021-11-25,7.35051
2021-11-26,7.41237
2021-11-27,5.64948
2021-11-28,6.41237
2021-11-29,9.82474
2021-11-30,8.80412
2021-12-01,8.21649
2021-12-02,7.62886
2021-12-03,7.30927
2021-12-04,5.77319
2021-12-05,6.12371
2021-12-06,8.4536
2021-12-07,8.02061
2021-12-08,6.81443
2021-12-09,7.14432
2021-12-10,6.2268
2021-12-11,4.39175
2021-12-12,4.77319
2021-12-13,6.50515
2021-12-14,6.6701
2021-12-15,6.61855
2021-12-16,6.20618
2021-12-17,4.59793
2021-12-18,4.09278
2021-12-19,4.7835
2021-12-20,6.15463
2021-12-21,6.72164
2021-12-22,4.92783
2021-12-23,5.19587
2021-12-24,3.53608
2021-12-25,2.77319
2021-12-26,3.35051
2021-12-27,4.5567
2021-12-28,4.74226
2021-12-29,4.28865
2021-12-30,4.31958
2021-12-31,3.48453
2022-01-01,3.26804
2022-01-02,3.63917
2022-01-03,5.40206
2022-01-04,5.16494
2022-01-05,5.38144
2022-01-06,5.09278
2022-01-07,4.35051
2022-01-08,3.48453
2022-01-09,5.37113
2022-01-10,7.02061
2022-01-11,6.87628
2022-01-12,7.38144
2022-01-13,7.43298
2022-01-14,6.97938
2022-01-15,5.43298
2022-01-16,5.84536
2022-01-17,6.47422
2022-01-18,5.39175
2022-01-19,5.15463
2022-01-20,4.69072
2022-01-21,4.16494
2022-01-22,3.04123
2022-01-23,4.07216
2022-01-24,5.39175
2022-01-25,6.08247
2022-01-26,5.15463
2022-01-27,5.28865
2022-01-28,4.35051
2022-01-29,2.93814
2022-01-30,2.7835
2022-01-31,2.96907
2022-02-01,3.44329
2022-02-02,3.41237
2022-02-03,5.27835
2022-02-04,4.26804
2022-02-05,3.70103
2022-02-06,3.98969
2022-02-07,4.86597
2022-02-08,4.36082
2022-02-09,4.51546
2022-02-10,4.64948
2022-02-11,3.52577
2022-02-12,2.81443
2022-02-13,2.82474
2022-02-14,4.1134
2022-02-15,3.82474
2022-02-16,3.44329
2022-02-17,2.97938
2022-02-18,3.0103
2022-02-19,2.29896
2022-02-20,2.4536
2022-02-21,3.69072
2022-02-22,3.91752
2022-02-23,4.10309
2022-02-24,3.87628
2022-02-25,2.83505
2022-02-26,2.77319
2022-02-27,2.85567
2022-02-28,2.92783
2022-03-01,3.28865
2022-03-02,4.2268
2022-03-03,3.30927
2022-03-04,3.09278
2022-03-05,2.48453
2022-03-06,3.42268
2022-03-07,3.88659
2022-03-08,3.27835
2022-03-09,2.7835
2022-03-10,3.58762
2022-03-11,3.07216
2022-03-12,2.14432
2022-03-13,2.73195
2022-03-14,3.69072
2022-03-15,2.90721
2022-03-16,3.47422
2022-03-17,2.86597
2022-03-18,2.7835
2022-03-19,2.41237
2022-03-20,2.29896
2022-03-21,3.20618
2022-03-22,2.52577
2022-03-23,2.24742
2022-03-24,2.19587
2022-03-25,1.91752
2022-03-26,1.50515
2022-03-27,1.64948
2022-03-28,2.51546
2022-03-29,1.97938
2022-03-30,2.60824
2022-03-31,2.03092
2022-04-01,2.75257
2022-04-02,1.47422
2022-04-03,1.41237
2022-04-04,2.28865
2022-04-05,2.28865
2022-04-06,2.16494
2022-04-07,1.59793
2022-04-08,1.40206
2022-04-09,0.90721
2022-04-10,1.10309
2022-04-11,1.71134
2022-04-12,1.60824
2022-04-13,1.68041
2022-04-14,1.53608
2022-04-15,1.18556
2022-04-16,0.96907
2022-04-17,1.18556
2022-04-18,1.58762
2022-04-19,1.46391
2022-04-20,1.4536
2022-04-21,1.27835
2022-04-22,1.10309
2022-04-23,1.05154
2022-04-24,1.25773
2022-04-25,1.72164
2022-04-26,3.94845
2022-04-27,1.7835
2022-04-28,1.24742
2022-04-29,1.39175
2022-04-30,0.77319
2022-05-01,0.91752
2022-05-02,1.48453
2022-05-03,1.68041
2022-05-04,1.17525
2022-05-05,0.83505
2022-05-06,1.1134
2022-05-07,0.96907
2022-05-08,0.87628
2022-05-09,1.63917
2022-05-10,1.63917
2022-05-11,1.69072
2022-05-12,1.47422
2022-05-13,1.24742
2022-05-14,0.88659
2022-05-15,1.26804
2022-05-16,1.83505
2022-05-17,1.90721
2022-05-18,1.43298
2022-05-19,1.54639
2022-05-20,1.74226
2022-05-21,1.2268
2022-05-22,1.12371
2022-05-23,1.94845
2022-05-24,1.43298
2022-05-25,1.59793
2022-05-26,1.72164
2022-05-27,1.26804
2022-05-28,0.71134
2022-05-29,0.93814
2022-05-30,1.75257
2022-05-31,1.92783
2022-06-01,1.07216
2022-06-02,1.47422
2022-06-03,1.26804
2022-06-04,0.84536
2022-06-05,0.92783
2022-06-06,1.07216
2022-06-07,1.65979
2022-06-08,1.4536
2022-06-09,5.96907
2022-06-10,5.12371
2022-06-11,2.3402
2022-06-12,3.52577
2022-06-13,5.03092
2022-06-14,3.77319
2022-06-15,3.20618
2022-06-16,3.20618
2022-06-17,2.72164
2022-06-18,1.56701
2022-06-19,1.61855
2022-06-20,2.49484
2022-06-21,2.10309
2022-06-22,2.29896
2022-06-23,2.43298
2022-06-24,2.10309
2022-06-25,1.60824
2022-06-26,1.53608
2022-06-27,2.28865
2022-06-28,2.0
2022-06-29,2.06185
2022-06-30,2.19587
2022-07-01,1.8969
2022-07-02,1.37113
2022-07-03,1.17525
2022-07-04,2.63917
2022-07-05,2.39175
2022-07-06,2.29896
2022-07-07,2.38144
2022-07-08,1.7835
2022-07-09,1.23711
2022-07-10,1.48453
2022-07-11,2.4536
2022-07-12,2.57731
2022-07-13,2.38144
2022-07-14,2.32989
2022-07-15,2.31958
2022-07-16,1.65979
2022-07-17,2.08247
2022-07-18,2.81443
2022-07-19,3.17525
2022-07-20,4.57731
2022-07-21,3.13402
2022-07-22,2.49484
2022-07-23,1.36082
2022-07-24,1.48453
2022-07-25,2.28865
2022-07-26,3.21649
2022-07-27,4.1134
2022-07-28,3.09278
2022-07-29,2.28865
2022-07-30,1.51546
2022-07-31,1.71134
2022-08-01,2.48453
2022-08-02,2.49484
2022-08-03,2.87628
2022-08-04,2.62886
2022-08-05,1.86597
2022-08-06,1.62886
2022-08-07,1.42268
2022-08-08,2.06185
2022-08-09,2.17525
2022-08-10,2.43298
2022-08-11,1.95876
2022-08-12,1.76288
2022-08-13,1.43298
2022-08-14,1.32989
2022-08-15,1.39175
2022-08-16,2.16494
2022-08-17,2.73195
2022-08-18,2.28865
2022-08-19,2.17525
2022-08-20,1.70103
2022-08-21,1.94845
2022-08-22,3.03092
2022-08-23,2.80412
2022-08-24,2.95876
2022-08-25,8.1134
2022-08-26,8.0103
2022-08-27,3.56701
2022-08-28,3.27835
2022-08-29,4.60824
2022-08-30,4.3402
2022-08-31,3.54639
2022-09-01,3.26804
2022-09-02,3.50515
2022-09-03,2.1134
2022-09-04,2.02061
2022-09-05,2.53608
2022-09-06,2.62886
2022-09-07,3.12371
2022-09-08,2.29896
2022-09-09,1.18556
2022-09-10,1.18556
2022-09-11,1.44329
2022-09-12,1.85567
2022-09-13,3.2268
2022-09-14,2.81443
2022-09-15,3.04123
2022-09-16,2.76288
2022-09-17,2.15463
2022-09-18,2.54639
2022-09-19,4.90721
2022-09-20,3.87628
2022-09-21,3.76288
2022-09-22,3.76288
2022-09-23,3.70103
2022-09-24,2.71134
2022-09-25,2.68041
2022-09-26,4.50515
2022-09-27,4.41237
2022-09-28,3.97938
2022-09-29,3.93814
2022-09-30,3.23711
2022-10-01,1.38144
2022-10-02,1.54639
2022-10-03,1.59793
2022-10-04,2.8969
2022-10-05,2.87628
2022-10-06,2.17525
2022-10-07,2.46391
2022-10-08,1.62886
2022-10-09,1.56701
2022-10-10,5.95876
2022-10-11,3.69072
2022-10-12,3.3402
2022-10-13,2.86597
2022-10-14,2.12371
2022-10-15,1.81443
2022-10-16,1.7835
2022-10-17,2.90721
2022-10-18,3.07216
2022-10-19,2.2268
2022-10-20,2.76288
2022-10-21,1.86597
2022-10-22,1.57731
2022-10-23,1.96907
2022-10-24,2.49484
2022-10-25,2.27835
2022-10-26,2.28865
2022-10-27,2.25773
2022-10-28,1.7835
2022-10-29,1.5567
2022-10-30,1.28865
2022-10-31,2.44329
2022-11-01,2.37113
2022-11-02,2.30927
2022-11-03,2.57731
2022-11-04,2.27835
2022-11-05,2.0103
2022-11-06,1.94845
2022-11-07,2.64948
2022-11-08,2.52577
2022-11-09,2.51546
2022-11-10,2.64948
2022-11-11,2.12371
2022-11-12,2.24742
2022-11-13,2.43298
2022-11-14,4.30927
2022-11-15,4.65979
2022-11-16,3.84536
2022-11-17,3.84536
2022-11-18,3.21649
2022-11-19,2.2268
2022-11-20,2.83505
2022-11-21,3.70103
2022-11-22,4.19587
2022-11-23,3.53608
2022-11-24,3.14432
2022-11-25,3.17525
2022-11-26,2.51546
2022-11-27,2.46391
2022-11-28,3.42268
2022-11-29,3.7835
2022-11-30,3.46391
2022-12-01,3.44329
2022-12-02,2.56701
2022-12-03,1.73195
2022-12-04,2.5567
2022-12-05,3.21649
2022-12-06,3.60824
2022-12-07,3.85567
2022-12-08,5.88659
2022-12-09,8.92783
2022-12-10,5.65979
2022-12-11,8.94845
2022-12-12,11.88659
2022-12-13,13.51546
2022-12-14,13.12371
2022-12-15,10.7835
2022-12-16,8.6701
2022-12-17,7.04123
2022-12-18,7.02061
2022-12-19,7.91752
2022-12-20,8.12371
2022-12-21,7.53608
2022-12-22,6.50515
2022-12-23,5.20618
2022-12-24,3.61855
2022-12-25,4.1134
2022-12-26,5.5567
2022-12-27,5.98969
2022-12-28,5.16494
2022-12-29,5.39175
2022-12-30,3.83505
2022-12-31,3.46391
2023-01-01,3.06185
2023-01-02,5.70103
2023-01-03,5.40206
2023-01-04,4.47422
2023-01-05,4.50515
2023-01-06,3.94845
2023-01-07,2.56701
2023-01-08,3.21649
2023-01-09,5.61855
2023-01-10,4.98969
2023-01-11,4.47422
2023-01-12,4.14432
2023-01-13,4.02061
2023-01-14,3.32989
2023-01-15,3.60824
2023-01-16,4.51546
2023-01-17,4.35051
2023-01-18,4.75257
2023-01-19,3.58762
2023-01-20,2.92783
2023-01-21,1.86597
2023-01-22,2.21649
2023-01-23,2.86597
2023-01-24,3.02061
2023-01-25,5.36082
2023-01-26,4.86597
2023-01-27,4.16494
2023-01-28,4.44329
2023-01-29,3.8969
2023-01-30,5.07216
2023-01-31,5.27835
2023-02-01,4.57731
2023-02-02,5.05154
2023-02-03,3.57731
2023-02-04,2.86597
2023-02-05,3.03092
2023-02-06,4.50515
2023-02-07,4.6701
2023-02-08,4.62886
2023-02-09,4.13402
2023-02-10,5.36082
2023-02-11,6.52577
2023-02-12,5.58762
2023-02-13,7.03092
2023-02-14,6.86597
2023-02-15,6.21649
2023-02-16,5.32989
2023-02-17,4.72164
2023-02-18,4.26804
2023-02-19,4.31958
2023-02-20,6.13402
2023-02-21,6.05154
2023-02-22,5.21649
2023-02-23,4.81443
2023-02-24,4.5567
2023-02-25,3.93814
2023-02-26,3.90721
2023-02-27,4.63917
2023-02-28,4.96907
2023-03-01,4.44329
2023-03-02,4.93814
2023-03-03,4.56701
2023-03-04,3.25773
2023-03-05,4.02061
2023-03-06,5.14432
2023-03-07,4.70103
2023-03-08,4.56701
2023-03-09,3.73195
2023-03-10,3.04123
2023-03-11,2.41237
2023-03-12,3.26804
2023-03-13,4.04123
2023-03-14,4.72164
2023-03-15,4.48453
2023-03-16,4.16494
2023-03-17,3.73195
2023-03-18,2.84536
2023-03-19,2.98969
2023-03-20,4.27835
2023-03-21,4.24742
2023-03-22,4.47422
2023-03-23,4.50515
2023-03-24,3.79381
2023-03-25,2.36082
2023-03-26,3.07216
2023-03-27,4.64948
2023-03-28,4.41237
2023-03-29,4.63917
2023-03-30,3.93814
2023-03-31,3.50515
2023-04-01,2.40206
2023-04-02,2.54639
2023-04-03,4.20618
2023-04-04,4.10309
2023-04-05,4.10309
2023-04-06,4.06185
2023-04-07,3.56701
2023-04-08,2.72164
2023-04-09,2.83505
2023-04-10,4.52577
2023-04-11,4.25773
2023-04-12,3.97938
2023-04-13,4.04123
2023-04-14,3.71134
2023-04-15,2.28865
2023-04-16,2.6701
2023-04-17,4.19587
2023-04-18,4.72164
2023-04-19,3.93814
2023-04-20,3.46391
2023-04-21,2.98969
2023-04-22,2.23711
2023-04-23,2.4536
2023-04-24,3.51546
2023-04-25,3.43298
2023-04-26,3.98969
2023-04-27,2.81443
2023-04-28,2.63917
2023-04-29,1.68041
2023-04-30,1.38144
2023-05-01,2.37113
2023-05-02,2.84536
2023-05-03,2.50515
2023-05-04,2.37113
2023-05-05,1.61855
2023-05-06,1.42268
2023-05-07,1.83505
2023-05-08,2.91752
2023-05-09,2.68041
2023-05-10,2.75257
2023-05-11,2.52577
2023-05-12,2.16494
2023-05-13,1.49484
2023-05-14,1.70103
2023-05-15,2.73195
2023-05-16,3.0
2023-05-17,2.79381
2023-05-18,2.98969
2023-05-19,2.64948
2023-05-20,2.0
2023-05-21,2.03092
2023-05-22,4.1134
2023-05-23,3.03092
2023-05-24,3.05154
2023-05-25,2.87628
2023-05-26,2.6701
2023-05-27,1.90721
2023-05-28,2.72164
2023-05-29,3.3402
2023-05-30,4.39175
2023-05-31,4.09278
2023-06-01,3.20618
2023-06-02,2.53608
2023-06-03,1.92783
2023-06-04,2.12371
2023-06-05,2.37113
2023-06-06,2.42268
2023-06-07,3.65979
2023-06-08,3.15463
2023-06-09,2.80412
2023-06-10,1.87628
2023-06-11,2.08247
2023-06-12,3.90721
2023-06-13,3.23711
2023-06-14,3.08247
2023-06-15,6.59793
2023-06-16,3.57731
2023-06-17,2.51546
2023-06-18,2.57731
2023-06-19,3.46391
2023-06-20,3.56701
2023-06-21,3.23711
2023-06-22,2.8969
2023-06-23,2.72164
2023-06-24,2.1134
2023-06-25,1.97938
2023-06-26,3.65979
2023-06-27,3.17525
2023-06-28,2.53608
2023-06-29,2.71134
2023-06-30,2.37113
2023-07-01,1.43298
2023-07-02,1.65979
2023-07-03,3.05154
2023-07-04,2.64948
2023-07-05,2.68041
2023-07-06,2.61855
2023-07-07,2.52577
2023-07-08,1.44329
2023-07-09,1.97938
2023-07-10,2.96907
2023-07-11,2.44329
2023-07-12,2.69072
2023-07-13,2.60824
2023-07-14,2.2268
2023-07-15,1.29896
2023-07-16,1.47422
2023-07-17,2.32989
2023-07-18,3.1134
2023-07-19,2.75257
2023-07-20,2.51546
2023-07-21,2.1134
2023-07-22,1.21649
2023-07-23,1.44329
2023-07-24,2.68041
2023-07-25,2.51546
2023-07-26,2.58762
2023-07-27,2.31958
2023-07-28,1.92783
2023-07-29,1.30927
2023-07-30,1.60824
2023-07-31,2.52577
2023-08-01,2.49484
2023-08-02,2.69072
2023-08-03,2.20618
2023-08-04,3.08247
2023-08-05,1.96907
2023-08-06,2.09278
2023-08-07,2.84536
2023-08-08,2.4536
2023-08-09,2.30927
2023-08-10,2.2268
2023-08-11,2.14432
2023-08-12,1.81443
2023-08-13,1.84536
2023-08-14,2.47422
2023-08-15,2.39175
2023-08-16,2.97938
2023-08-17,3.13402
2023-08-18,2.46391
2023-08-19,1.71134
2023-08-20,2.2268
2023-08-21,3.16494
2023-08-22,2.93814
2023-08-23,2.74226
2023-08-24,2.5567
2023-08-25,2.14432
2023-08-26,1.53608
2023-08-27,1.98969
2023-08-28,3.15463
2023-08-29,3.75257
