date,정보공개청구
2022-02-25,1.27938
2022-02-26,0.37067
2022-02-27,0.34721
2022-02-28,1.23871
2022-03-01,0.37536
2022-03-02,1.29033
2022-03-03,1.23559
2022-03-04,1.06198
2022-03-05,0.33157
2022-03-06,0.42541
2022-03-07,1.47176
2022-03-08,1.25905
2022-03-09,0.37849
2022-03-10,1.13392
2022-03-11,1.11203
2022-03-12,0.3738
2022-03-13,0.36754
2022-03-14,1.55152
2022-03-15,1.42484
2022-03-16,1.33881
2022-03-17,1.28564
2022-03-18,1.27625
2022-03-19,0.33001
2022-03-20,0.32688
2022-03-21,1.32161
2022-03-22,1.39668
2022-03-23,1.44517
2022-03-24,1.73764
2022-03-25,1.30284
2022-03-26,0.33157
2022-03-27,0.33783
2022-03-28,1.60157
2022-03-29,1.29971
2022-03-30,1.5875
2022-03-31,1.58437
2022-04-01,1.31848
2022-04-02,0.40665
2022-04-03,0.31906
2022-04-04,1.30284
2022-04-05,1.55621
2022-04-06,1.42953
2022-04-07,1.35445
2022-04-08,1.37166
2022-04-09,0.38631
2022-04-10,0.33157
2022-04-11,1.27312
2022-04-12,1.47019
2022-04-13,1.27625
2022-04-14,1.50304
2022-04-15,1.30597
2022-04-16,0.3566
2022-04-17,0.3738
2022-04-18,1.70793
2022-04-19,1.59375
2022-04-20,1.53901
2022-04-21,1.51868
2022-04-22,1.34507
2022-04-23,0.40665
2022-04-24,0.3175
2022-04-25,1.54527
2022-04-26,1.4874
2022-04-27,1.59062
2022-04-28,1.55621
2022-04-29,1.35133
2022-04-30,0.42541
2022-05-01,0.39883
2022-05-02,1.56247
2022-05-03,1.52963
2022-05-04,1.46706
2022-05-05,0.38318
2022-05-06,1.40607
2022-05-07,0.3566
2022-05-08,0.36442
2022-05-09,1.59375
2022-05-10,1.69229
2022-05-11,1.45142
2022-05-12,1.70323
2022-05-13,1.37635
2022-05-14,0.41603
2022-05-15,0.34565
2022-05-16,1.6438
2022-05-17,1.50929
2022-05-18,1.4874
2022-05-19,1.30128
2022-05-20,1.40137
2022-05-21,0.35503
2022-05-22,0.37849
2022-05-23,1.74234
2022-05-24,1.63598
2022-05-25,1.69541
2022-05-26,1.44517
2022-05-27,1.42953
2022-05-28,0.38006
2022-05-29,0.38944
2022-05-30,1.56091
2022-05-31,1.44204
2022-06-01,0.42698
2022-06-02,1.32317
2022-06-03,1.29658
2022-06-04,0.43323
2022-06-05,0.34721
2022-06-06,0.41134
2022-06-07,1.65006
2022-06-08,1.57029
2022-06-09,1.57811
2022-06-10,1.39825
2022-06-11,0.40195
2022-06-12,0.41759
2022-06-13,1.55309
2022-06-14,1.59844
2022-06-15,1.5656
2022-06-16,1.57655
2022-06-17,1.29033
2022-06-18,0.44731
2022-06-19,0.4348
2022-06-20,1.68134
2022-06-21,1.56716
2022-06-22,1.48896
2022-06-23,1.58437
2022-06-24,1.34351
2022-06-25,0.40039
2022-06-26,0.36911
2022-06-27,1.53119
2022-06-28,1.38261
2022-06-29,1.49209
2022-06-30,1.17459
2022-07-01,1.24028
2022-07-02,0.35503
2022-07-03,0.3519
2022-07-04,1.71731
2022-07-05,1.53119
2022-07-06,1.64693
2022-07-07,1.4827
2022-07-08,1.35602
2022-07-09,0.4739
2022-07-10,0.35972
2022-07-11,1.64536
2022-07-12,1.55621
2022-07-13,1.46237
2022-07-14,1.56403
2022-07-15,1.27
2022-07-16,0.48016
2022-07-17,0.43323
2022-07-18,1.69229
2022-07-19,1.75172
2022-07-20,1.68603
2022-07-21,1.45768
2022-07-22,1.39668
2022-07-23,0.43323
2022-07-24,0.41603
2022-07-25,1.60626
2022-07-26,1.60157
2022-07-27,1.47019
2022-07-28,1.54057
2022-07-29,1.29346
2022-07-30,0.45513
2022-07-31,0.37224
2022-08-01,1.49834
2022-08-02,1.60314
2022-08-03,1.48114
2022-08-04,1.45455
2022-08-05,1.47176
2022-08-06,0.48641
2022-08-07,0.39726
2022-08-08,1.56403
2022-08-09,1.51555
2022-08-10,1.53901
2022-08-11,1.57342
2022-08-12,1.4483
2022-08-13,0.47703
2022-08-14,0.37067
2022-08-15,0.51613
2022-08-16,1.66257
2022-08-17,1.63911
2022-08-18,1.54683
2022-08-19,1.51399
2022-08-20,0.513
2022-08-21,0.45513
2022-08-22,1.86746
2022-08-23,1.69541
2022-08-24,1.55934
2022-08-25,1.62034
2022-08-26,1.47801
2022-08-27,0.45826
2022-08-28,0.46608
2022-08-29,1.58906
2022-08-30,1.87528
2022-08-31,1.67039
2022-09-01,1.4874
2022-09-02,1.34194
2022-09-03,0.40039
2022-09-04,0.50362
2022-09-05,1.54839
2022-09-06,1.55465
2022-09-07,1.45142
2022-09-08,1.11672
2022-09-09,0.34096
2022-09-10,0.25493
2022-09-11,0.26745
2022-09-12,0.3347
2022-09-13,1.87997
2022-09-14,1.80177
2022-09-15,1.92846
2022-09-16,1.65788
2022-09-17,0.48641
2022-09-18,0.5302
2022-09-19,1.80959
2022-09-20,1.69072
2022-09-21,1.66101
2022-09-22,1.42953
2022-09-23,1.34351
2022-09-24,0.45357
2022-09-25,0.40665
2022-09-26,1.65475
2022-09-27,1.73295
2022-09-28,1.59532
2022-09-29,1.59844
2022-09-30,1.26061
2022-10-01,0.41603
2022-10-02,0.29403
2022-10-03,0.40508
2022-10-04,1.70793
2022-10-05,1.59688
2022-10-06,1.45768
2022-10-07,1.4874
2022-10-08,0.41134
2022-10-09,0.32688
2022-10-10,0.46295
2022-10-11,1.66883
2022-10-12,1.60001
2022-10-13,1.68134
2022-10-14,1.37635
2022-10-15,0.40508
2022-10-16,0.39413
2022-10-17,1.52337
2022-10-18,1.65162
2022-10-19,1.52024
2022-10-20,1.44986
2022-10-21,1.52806
2022-10-22,0.60371
2022-10-23,0.40821
2022-10-24,1.71418
2022-10-25,1.83618
2022-10-26,1.5656
2022-10-27,1.58437
2022-10-28,1.37791
2022-10-29,0.42698
2022-10-30,0.37067
2022-10-31,1.59844
2022-11-01,1.71731
2022-11-02,1.61721
2022-11-03,1.75954
2022-11-04,1.48896
2022-11-05,0.46451
2022-11-06,0.40039
2022-11-07,1.75954
2022-11-08,1.62503
2022-11-09,1.61565
2022-11-10,1.53901
2022-11-11,1.3044
2022-11-12,0.58651
2022-11-13,0.54272
2022-11-14,1.8049
2022-11-15,1.68916
2022-11-16,1.70011
2022-11-17,1.65631
2022-11-18,1.37479
2022-11-19,0.44105
2022-11-20,0.43011
2022-11-21,1.6657
2022-11-22,1.5828
2022-11-23,1.68759
2022-11-24,1.51868
2022-11-25,1.41858
2022-11-26,0.50362
2022-11-27,0.44731
2022-11-28,1.60314
2022-11-29,1.59688
2022-11-30,1.45455
2022-12-01,1.49522
2022-12-02,1.3044
2022-12-03,0.38788
2022-12-04,0.391
2022-12-05,1.7439
2022-12-06,1.5828
2022-12-07,1.4827
2022-12-08,1.5828
2022-12-09,1.35758
2022-12-10,0.37536
2022-12-11,0.42698
2022-12-12,1.68916
2022-12-13,1.65631
2022-12-14,1.5875
2022-12-15,1.43891
2022-12-16,1.21056
2022-12-17,0.46764
2022-12-18,0.44105
2022-12-19,1.46394
2022-12-20,1.55778
2022-12-21,1.46863
2022-12-22,1.45142
2022-12-23,1.21682
2022-12-24,0.34878
2022-12-25,0.27839
2022-12-26,1.43266
2022-12-27,1.51399
2022-12-28,1.36853
2022-12-29,1.39512
2022-12-30,1.01662
2022-12-31,0.3738
2023-01-01,0.34096
2023-01-02,1.40919
2023-01-03,1.79082
2023-01-04,1.783
2023-01-05,1.51868
2023-01-06,1.51242
2023-01-07,0.48641
2023-01-08,0.48172
2023-01-09,1.77831
2023-01-10,1.70793
2023-01-11,1.76423
2023-01-12,1.75016
2023-01-13,1.57655
2023-01-14,0.53333
2023-01-15,0.48798
2023-01-16,1.75328
2023-01-17,1.71575
2023-01-18,1.65631
2023-01-19,1.55465
2023-01-20,1.26843
2023-01-21,0.35034
2023-01-22,0.25806
2023-01-23,0.32219
2023-01-24,0.38788
2023-01-25,1.67977
2023-01-26,1.45768
2023-01-27,1.48583
2023-01-28,0.40508
2023-01-29,0.40039
2023-01-30,1.85338
2023-01-31,1.85807
2023-02-01,1.56247
2023-02-02,1.70167
2023-02-03,1.65162
2023-02-04,0.51769
2023-02-05,0.43323
2023-02-06,1.86902
2023-02-07,1.69385
2023-02-08,1.64067
2023-02-09,1.72669
2023-02-10,1.53745
2023-02-11,0.52395
2023-02-12,0.42541
2023-02-13,1.99571
2023-02-14,1.7048
2023-02-15,1.40137
2023-02-16,1.71575
2023-02-17,1.5437
2023-02-18,0.62092
2023-02-19,0.53802
2023-02-20,1.87528
2023-02-21,1.75485
2023-02-22,1.60001
2023-02-23,1.59532
2023-02-24,1.71575
2023-02-25,0.49267
2023-02-26,0.45513
2023-02-27,1.66883
2023-02-28,1.71731
2023-03-01,0.61935
2023-03-02,1.69854
2023-03-03,1.75016
2023-03-04,0.52238
2023-03-05,0.43949
2023-03-06,1.91594
2023-03-07,1.84087
2023-03-08,1.93315
2023-03-09,1.783
2023-03-10,1.66101
2023-03-11,0.3957
2023-03-12,0.47546
2023-03-13,1.93002
2023-03-14,1.83618
2023-03-15,1.91438
2023-03-16,1.76423
2023-03-17,1.65318
2023-03-18,0.46764
2023-03-19,0.49736
2023-03-20,2.07078
2023-03-21,1.77518
2023-03-22,1.84869
2023-03-23,1.71418
2023-03-24,1.57342
2023-03-25,0.44105
2023-03-26,0.52082
2023-03-27,1.81741
2023-03-28,1.92376
2023-03-29,1.87684
2023-03-30,1.75485
2023-03-31,1.46237
2023-04-01,0.41916
2023-04-02,0.43323
2023-04-03,1.82836
2023-04-04,1.94566
2023-04-05,1.89405
2023-04-06,1.64224
2023-04-07,1.59219
2023-04-08,0.3957
2023-04-09,0.452
2023-04-10,1.66726
2023-04-11,1.74546
2023-04-12,1.8221
2023-04-13,1.88935
2023-04-14,1.72357
2023-04-15,0.45513
2023-04-16,0.48172
2023-04-17,1.844
2023-04-18,2.1005
2023-04-19,1.7048
2023-04-20,1.84087
2023-04-21,1.61408
2023-04-22,0.56305
2023-04-23,0.4739
2023-04-24,1.91125
2023-04-25,1.8221
2023-04-26,1.76736
2023-04-27,1.81584
2023-04-28,1.5265
2023-04-29,0.59902
2023-04-30,0.46764
2023-05-01,1.26843
2023-05-02,2.02073
2023-05-03,1.91125
2023-05-04,1.78456
2023-05-05,0.54428
2023-05-06,0.48485
2023-05-07,0.43167
2023-05-08,2.28662
2023-05-09,2.22719
2023-05-10,1.9003
2023-05-11,2.09737
2023-05-12,1.66883
2023-05-13,0.54272
2023-05-14,0.51769
2023-05-15,2.16463
2023-05-16,2.04107
2023-05-17,2.00509
2023-05-18,1.87684
2023-05-19,1.73764
2023-05-20,0.574
2023-05-21,0.48954
2023-05-22,2.05984
2023-05-23,2.15681
2023-05-24,2.01135
2023-05-25,1.97068
2023-05-26,1.76423
2023-05-27,0.51456
2023-05-28,0.42385
2023-05-29,0.55679
