date,정보공개청구
2020-03-20,0.74917
2020-03-21,0.24242
2020-03-22,0.20645
2020-03-23,0.82112
2020-03-24,0.83988
2020-03-25,0.96344
2020-03-26,0.81799
2020-03-27,0.78201
2020-03-28,0.20645
2020-03-29,0.20958
2020-03-30,0.82268
2020-03-31,0.8086
2020-04-01,0.75699
2020-04-02,0.78201
2020-04-03,0.77732
2020-04-04,0.22052
2020-04-05,0.22052
2020-04-06,1.0307
2020-04-07,0.88368
2020-04-08,0.82737
2020-04-09,0.94155
2020-04-10,0.79766
2020-04-11,0.27839
2020-04-12,0.25963
2020-04-13,0.90401
2020-04-14,0.8696
2020-04-15,0.24555
2020-04-16,0.79296
2020-04-17,0.83988
2020-04-18,0.22834
2020-04-19,0.20801
2020-04-20,1.0088
2020-04-21,0.93998
2020-04-22,0.98847
2020-04-23,0.96188
2020-04-24,0.74917
2020-04-25,0.28309
2020-04-26,0.26275
2020-04-27,0.90401
2020-04-28,0.89306
2020-04-29,0.8915
2020-04-30,0.30342
2020-05-01,0.513
2020-05-02,0.20332
2020-05-03,0.2346
2020-05-04,0.78671
2020-05-05,0.3566
2020-05-06,0.99316
2020-05-07,1.13862
2020-05-08,1.02131
2020-05-09,0.32375
2020-05-10,0.28621
2020-05-11,1.17302
2020-05-12,1.29502
2020-05-13,1.06198
2020-05-14,1.20431
2020-05-15,1.01975
2020-05-16,0.31906
2020-05-17,0.3128
2020-05-18,1.3482
2020-05-19,1.16833
2020-05-20,1.14487
2020-05-21,1.11516
2020-05-22,1.0698
2020-05-23,0.31124
2020-05-24,0.28934
2020-05-25,1.26217
2020-05-26,1.18397
2020-05-27,1.27938
2020-05-28,1.21213
2020-05-29,1.02288
2020-05-30,0.25024
2020-05-31,0.34096
2020-06-01,1.49991
2020-06-02,1.36071
2020-06-03,1.07918
2020-06-04,1.14644
2020-06-05,1.03852
2020-06-06,0.3347
2020-06-07,0.27996
2020-06-08,1.34663
2020-06-09,1.06667
2020-06-10,1.25123
2020-06-11,1.01662
2020-06-12,0.85865
2020-06-13,0.27527
2020-06-14,0.28465
2020-06-15,1.21682
2020-06-16,1.21682
2020-06-17,1.21369
2020-06-18,1.21056
2020-06-19,0.94624
2020-06-20,0.28621
2020-06-21,0.33001
2020-06-22,1.19023
2020-06-23,1.18867
2020-06-24,1.31535
2020-06-25,0.97596
2020-06-26,1.0698
2020-06-27,0.32062
2020-06-28,0.25493
2020-06-29,1.17302
2020-06-30,1.13705
2020-07-01,1.087
2020-07-02,1.06198
2020-07-03,1.06041
2020-07-04,0.38162
2020-07-05,0.30342
2020-07-06,1.28251
2020-07-07,1.23089
2020-07-08,1.08857
2020-07-09,1.07918
2020-07-10,1.03695
2020-07-11,0.36129
2020-07-12,0.31593
2020-07-13,1.24653
2020-07-14,1.3873
2020-07-15,1.21838
2020-07-16,1.20274
2020-07-17,1.07136
2020-07-18,0.28778
2020-07-19,0.28465
2020-07-20,1.29346
2020-07-21,1.18554
2020-07-22,1.10577
2020-07-23,1.14644
2020-07-24,1.13236
2020-07-25,0.26588
2020-07-26,0.28309
2020-07-27,1.24184
2020-07-28,1.21056
2020-07-29,1.26843
2020-07-30,1.10577
2020-07-31,1.01193
2020-08-01,0.2737
2020-08-02,0.24242
2020-08-03,2.39923
2020-08-04,1.95192
2020-08-05,1.43578
2020-08-06,1.58593
2020-08-07,1.36071
2020-08-08,0.3566
2020-08-09,0.36285
2020-08-10,1.75016
2020-08-11,1.56247
2020-08-12,1.47332
2020-08-13,1.43266
2020-08-14,1.11672
2020-08-15,0.32062
2020-08-16,0.25024
2020-08-17,0.39413
2020-08-18,1.40607
2020-08-19,1.36227
2020-08-20,1.26687
2020-08-21,1.16208
2020-08-22,0.3566
2020-08-23,0.32532
2020-08-24,1.3044
2020-08-25,1.30753
2020-08-26,1.25279
2020-08-27,1.11828
2020-08-28,1.22464
2020-08-29,0.3347
2020-08-30,0.34565
2020-08-31,1.37322
2020-09-01,1.32786
2020-09-02,1.19961
2020-09-03,1.24184
2020-09-04,1.2653
2020-09-05,0.33626
2020-09-06,0.30029
2020-09-07,1.3263
2020-09-08,1.3482
2020-09-09,1.21213
2020-09-10,1.36071
2020-09-11,1.12454
2020-09-12,0.26745
2020-09-13,0.28152
2020-09-14,1.18241
2020-09-15,1.35915
2020-09-16,1.37009
2020-09-17,1.23402
2020-09-18,1.19961
2020-09-19,0.39726
2020-09-20,0.30655
2020-09-21,1.36071
2020-09-22,1.20118
2020-09-23,1.30597
2020-09-24,1.13705
2020-09-25,1.07136
2020-09-26,0.33783
2020-09-27,0.30498
2020-09-28,1.3873
2020-09-29,0.99472
2020-09-30,0.23304
2020-10-01,0.13763
2020-10-02,0.16891
2020-10-03,0.20958
2020-10-04,0.30342
2020-10-05,1.38417
2020-10-06,1.63754
2020-10-07,1.48114
2020-10-08,1.26843
2020-10-09,0.27527
2020-10-10,0.27683
2020-10-11,0.32688
2020-10-12,1.35289
2020-10-13,1.42484
2020-10-14,1.31066
2020-10-15,1.28564
2020-10-16,1.17928
2020-10-17,0.30029
2020-10-18,0.34252
2020-10-19,1.32004
2020-10-20,1.27938
2020-10-21,1.38417
2020-10-22,1.25748
2020-10-23,1.26217
2020-10-24,0.3128
2020-10-25,0.38944
2020-10-26,1.55309
2020-10-27,1.45768
2020-10-28,69.54345
2020-10-29,1.38417
2020-10-30,1.14018
2020-10-31,0.3957
2020-11-01,0.23616
2020-11-02,1.49678
2020-11-03,1.21056
2020-11-04,1.087
2020-11-05,1.00254
2020-11-06,0.87586
2020-11-07,0.28621
2020-11-08,0.2956
2020-11-09,1.0698
2020-11-10,1.06823
2020-11-11,0.97126
2020-11-12,100.0
2020-11-13,1.26843
2020-11-14,0.27527
2020-11-15,0.24242
2020-11-16,1.19336
2020-11-17,1.1699
2020-11-18,1.15738
2020-11-19,1.01818
2020-11-20,0.97908
2020-11-21,0.31437
2020-11-22,0.2956
2020-11-23,1.08231
2020-11-24,1.04634
2020-11-25,1.11828
2020-11-26,1.06667
2020-11-27,0.99942
2020-11-28,0.34878
2020-11-29,0.30811
2020-11-30,1.05572
2020-12-01,1.14644
2020-12-02,1.15895
2020-12-03,1.15582
2020-12-04,0.97596
2020-12-05,0.31437
2020-12-06,0.26745
2020-12-07,1.35289
2020-12-08,1.21056
2020-12-09,1.03539
2020-12-10,1.0307
2020-12-11,1.01193
2020-12-12,0.39883
2020-12-13,0.36754
2020-12-14,1.08231
2020-12-15,1.1308
2020-12-16,1.05885
2020-12-17,1.03539
2020-12-18,0.88524
2020-12-19,0.2565
2020-12-20,0.31906
2020-12-21,1.21995
2020-12-22,1.31848
2020-12-23,1.08231
2020-12-24,0.85865
2020-12-25,0.26745
2020-12-26,0.27214
2020-12-27,0.32219
2020-12-28,1.05572
2020-12-29,1.05572
2020-12-30,0.99003
2020-12-31,0.78983
2021-01-01,0.29403
2021-01-02,0.26432
2021-01-03,0.26745
2021-01-04,1.07918
2021-01-05,1.09013
2021-01-06,1.19649
2021-01-07,1.11203
2021-01-08,1.01662
2021-01-09,0.34565
2021-01-10,0.29247
2021-01-11,1.2481
2021-01-12,1.09326
2021-01-13,1.15895
2021-01-14,1.23402
2021-01-15,1.14174
2021-01-16,0.34096
2021-01-17,0.2956
2021-01-18,1.27
2021-01-19,1.28407
2021-01-20,1.16364
2021-01-21,1.27
2021-01-22,1.17615
2021-01-23,0.3566
2021-01-24,0.30185
2021-01-25,1.28876
2021-01-26,1.23089
2021-01-27,1.09013
2021-01-28,1.2481
2021-01-29,1.1308
2021-01-30,0.34565
2021-01-31,0.36442
2021-02-01,1.30597
2021-02-02,1.13392
2021-02-03,1.15895
2021-02-04,1.29189
2021-02-05,1.10421
2021-02-06,0.31906
2021-02-07,0.30029
2021-02-08,1.2872
2021-02-09,1.29033
2021-02-10,1.00724
2021-02-11,0.28465
2021-02-12,0.19394
2021-02-13,0.26901
2021-02-14,0.27839
2021-02-15,1.29033
2021-02-16,1.39512
2021-02-17,1.20431
2021-02-18,1.33568
2021-02-19,1.22151
2021-02-20,0.32219
2021-02-21,0.30029
2021-02-22,1.33725
2021-02-23,1.34507
2021-02-24,1.1652
2021-02-25,1.18867
2021-02-26,0.90401
2021-02-27,0.2565
2021-02-28,0.24242
2021-03-01,0.32532
2021-03-02,1.24028
2021-03-03,1.23402
2021-03-04,1.04947
2021-03-05,1.00411
2021-03-06,0.35347
2021-03-07,0.35347
2021-03-08,1.3654
2021-03-09,1.22464
2021-03-10,1.15269
2021-03-11,1.29189
2021-03-12,1.23559
2021-03-13,0.30342
2021-03-14,0.31593
2021-03-15,1.45299
2021-03-16,1.39668
2021-03-17,1.41076
2021-03-18,1.36853
2021-03-19,1.17146
2021-03-20,0.3738
2021-03-21,0.2737
2021-03-22,1.35445
2021-03-23,1.3091
2021-03-24,1.22777
2021-03-25,1.2872
2021-03-26,0.99629
2021-03-27,0.31124
2021-03-28,0.29247
2021-03-29,1.28094
2021-03-30,1.36853
2021-03-31,1.21838
2021-04-01,1.33099
2021-04-02,1.11359
2021-04-03,0.34096
2021-04-04,0.38318
2021-04-05,1.37322
2021-04-06,1.3091
2021-04-07,1.30597
2021-04-08,1.2262
2021-04-09,1.13549
2021-04-10,0.30811
2021-04-11,0.32062
2021-04-12,1.2872
2021-04-13,1.27938
2021-04-14,1.2872
2021-04-15,1.24184
2021-04-16,1.11985
2021-04-17,0.27214
2021-04-18,0.28778
2021-04-19,1.38104
2021-04-20,1.20743
2021-04-21,1.40607
2021-04-22,1.45299
2021-04-23,1.19023
2021-04-24,0.37067
2021-04-25,0.3566
2021-04-26,1.4436
2021-04-27,1.39825
2021-04-28,1.35445
2021-04-29,1.29346
2021-04-30,1.03539
2021-05-01,0.33157
2021-05-02,0.31593
2021-05-03,1.28564
2021-05-04,1.32786
2021-05-05,0.36911
2021-05-06,1.16051
2021-05-07,1.29502
2021-05-08,0.29873
2021-05-09,0.28465
2021-05-10,1.27782
2021-05-11,1.32317
2021-05-12,1.24497
2021-05-13,1.39668
2021-05-14,1.08075
2021-05-15,0.34878
2021-05-16,0.35034
2021-05-17,1.38261
2021-05-18,1.35915
2021-05-19,0.37849
2021-05-20,1.35602
2021-05-21,1.11985
2021-05-22,0.33001
2021-05-23,0.28934
2021-05-24,1.50147
2021-05-25,1.38261
2021-05-26,1.39512
2021-05-27,1.35133
2021-05-28,1.08075
2021-05-29,0.32532
2021-05-30,0.23929
2021-05-31,1.29658
2021-06-01,1.18241
2021-06-02,1.3482
2021-06-03,1.30284
2021-06-04,1.0698
2021-06-05,0.3566
2021-06-06,0.29247
2021-06-07,1.41858
2021-06-08,1.62034
2021-06-09,1.36384
2021-06-10,1.22464
2021-06-11,1.30284
2021-06-12,0.30185
2021-06-13,0.31593
2021-06-14,1.28251
2021-06-15,1.43422
2021-06-16,1.29502
2021-06-17,1.36697
2021-06-18,1.23715
2021-06-19,0.30967
2021-06-20,0.33626
2021-06-21,1.47332
2021-06-22,1.37635
2021-06-23,1.37166
2021-06-24,1.28094
2021-06-25,1.15269
2021-06-26,0.37693
2021-06-27,0.28621
2021-06-28,1.46237
2021-06-29,1.33256
2021-06-30,1.26843
2021-07-01,1.33099
2021-07-02,1.11203
2021-07-03,0.33001
2021-07-04,0.3175
2021-07-05,1.26217
2021-07-06,1.30597
2021-07-07,1.35445
2021-07-08,1.44048
2021-07-09,1.10734
2021-07-10,0.33314
2021-07-11,0.34878
2021-07-12,1.38261
2021-07-13,1.51086
2021-07-14,1.49678
2021-07-15,1.27
2021-07-16,1.17302
2021-07-17,0.31437
2021-07-18,0.33626
2021-07-19,1.30753
2021-07-20,1.59688
2021-07-21,1.27312
2021-07-22,1.27
2021-07-23,1.27625
2021-07-24,0.35503
2021-07-25,0.30185
2021-07-26,1.37948
2021-07-27,1.40919
2021-07-28,1.22151
2021-07-29,1.22777
2021-07-30,1.0698
2021-07-31,0.32062
2021-08-01,0.29873
2021-08-02,1.39668
2021-08-03,1.34976
2021-08-04,1.25123
2021-08-05,1.29815
2021-08-06,1.11046
2021-08-07,0.29716
2021-08-08,0.28934
2021-08-09,1.27312
2021-08-10,1.27469
2021-08-11,1.40607
2021-08-12,1.27782
2021-08-13,1.16364
2021-08-14,0.32375
2021-08-15,0.24711
2021-08-16,0.35503
2021-08-17,1.4483
2021-08-18,1.38573
2021-08-19,1.46706
2021-08-20,1.25435
2021-08-21,0.37536
2021-08-22,0.37849
2021-08-23,1.39668
2021-08-24,1.42953
2021-08-25,1.4483
2021-08-26,1.22151
2021-08-27,1.24966
2021-08-28,0.35816
2021-08-29,0.32375
2021-08-30,1.45142
2021-08-31,1.61565
2021-09-01,1.37791
2021-09-02,1.52493
2021-09-03,1.29815
2021-09-04,0.44887
2021-09-05,0.3175
2021-09-06,1.41389
2021-09-07,1.44986
2021-09-08,1.36384
2021-09-09,1.37322
2021-09-10,1.21682
2021-09-11,0.34408
2021-09-12,0.35503
2021-09-13,1.38573
2021-09-14,1.34038
2021-09-15,1.28407
2021-09-16,1.38573
2021-09-17,1.11203
2021-09-18,0.25806
2021-09-19,0.24868
2021-09-20,0.20645
2021-09-21,0.17048
2021-09-22,0.29403
2021-09-23,1.41232
2021-09-24,1.30597
2021-09-25,0.47859
2021-09-26,0.44418
2021-09-27,1.4874
2021-09-28,1.29971
2021-09-29,1.35758
2021-09-30,1.25592
2021-10-01,1.05729
2021-10-02,0.36285
2021-10-03,0.24555
2021-10-04,0.35816
2021-10-05,1.46706
2021-10-06,1.47019
2021-10-07,1.46863
2021-10-08,1.20743
2021-10-09,0.37224
2021-10-10,0.3128
2021-10-11,0.39883
2021-10-12,1.31379
2021-10-13,1.56403
2021-10-14,1.4827
2021-10-15,1.25279
2021-10-16,0.36754
2021-10-17,0.33939
2021-10-18,1.38573
2021-10-19,1.35289
2021-10-20,1.15582
2021-10-21,1.30753
2021-10-22,1.00724
2021-10-23,0.27683
2021-10-24,0.32219
2021-10-25,1.26687
2021-10-26,1.25905
2021-10-27,1.29033
2021-10-28,1.33881
2021-10-29,1.13705
2021-10-30,0.30498
2021-10-31,0.32688
2021-11-01,1.37322
2021-11-02,1.3654
2021-11-03,1.39199
2021-11-04,1.32943
2021-11-05,1.17146
2021-11-06,0.30967
2021-11-07,0.31124
2021-11-08,1.3482
2021-11-09,1.2481
2021-11-10,1.37009
2021-11-11,1.29971
2021-11-12,1.12298
2021-11-13,0.32844
2021-11-14,0.35816
2021-11-15,1.29971
2021-11-16,1.36853
2021-11-17,1.3091
2021-11-18,1.1871
2021-11-19,1.19805
2021-11-20,0.3175
2021-11-21,0.37224
2021-11-22,1.36384
2021-11-23,1.32474
2021-11-24,1.25748
2021-11-25,1.29658
2021-11-26,1.12141
2021-11-27,0.35034
2021-11-28,0.391
2021-11-29,1.41389
2021-11-30,1.40294
2021-12-01,1.29658
2021-12-02,1.28564
2021-12-03,1.18397
2021-12-04,0.52082
2021-12-05,0.38944
2021-12-06,1.51868
2021-12-07,1.43266
2021-12-08,1.39981
2021-12-09,1.46706
2021-12-10,1.20743
2021-12-11,0.33001
2021-12-12,0.32219
2021-12-13,1.22464
2021-12-14,1.30753
2021-12-15,1.45455
2021-12-16,1.29971
2021-12-17,1.13705
2021-12-18,0.34878
2021-12-19,0.33939
2021-12-20,1.29971
2021-12-21,1.43735
2021-12-22,1.26061
2021-12-23,1.37322
2021-12-24,1.01662
2021-12-25,0.25024
2021-12-26,0.28309
2021-12-27,1.17146
2021-12-28,1.25905
2021-12-29,1.22151
2021-12-30,1.11359
2021-12-31,0.88055
2022-01-01,0.27839
2022-01-02,0.27527
2022-01-03,1.29971
2022-01-04,1.45299
2022-01-05,1.27312
2022-01-06,1.41545
2022-01-07,1.11046
2022-01-08,0.452
2022-01-09,0.39413
2022-01-10,1.52337
2022-01-11,1.37948
2022-01-12,1.47488
2022-01-13,1.40607
2022-01-14,1.31379
2022-01-15,0.43167
2022-01-16,0.33783
2022-01-17,1.43735
2022-01-18,1.35133
2022-01-19,1.32786
2022-01-20,1.42014
2022-01-21,1.09951
2022-01-22,0.38318
2022-01-23,0.40195
2022-01-24,1.22933
2022-01-25,1.26843
2022-01-26,1.38104
2022-01-27,1.34976
2022-01-28,1.09639
2022-01-29,0.35503
2022-01-30,0.27683
2022-01-31,0.27996
2022-02-01,0.25181
2022-02-02,0.2956
2022-02-03,1.47488
2022-02-04,1.29658
2022-02-05,0.43793
2022-02-06,0.39883
2022-02-07,1.42484
2022-02-08,1.47958
2022-02-09,1.46394
2022-02-10,1.3482
2022-02-11,1.44673
2022-02-12,0.40821
2022-02-13,0.39257
2022-02-14,1.42953
2022-02-15,1.27
2022-02-16,1.51242
2022-02-17,1.33725
2022-02-18,1.34976
2022-02-19,0.40039
2022-02-20,0.38944
2022-02-21,1.5437
2022-02-22,1.43266
2022-02-23,1.33099
2022-02-24,1.43578
