date,IRP세액공제
2020-06-29,1.73171
2020-06-30,1.85719
2020-07-01,1.79445
2020-07-02,1.95758
2020-07-03,1.40544
2020-07-04,0.58978
2020-07-05,1.12937
2020-07-06,1.7819
2020-07-07,1.88229
2020-07-08,2.12071
2020-07-09,1.79445
2020-07-10,1.39289
2020-07-11,0.74036
2020-07-12,1.22976
2020-07-13,1.98268
2020-07-14,2.00778
2020-07-15,1.60622
2020-07-16,1.73171
2020-07-17,1.70661
2020-07-18,1.07918
2020-07-19,1.12937
2020-07-20,1.807
2020-07-21,1.94503
2020-07-22,2.196
2020-07-23,2.37169
2020-07-24,1.99523
2020-07-25,1.30505
2020-07-26,1.3678
2020-07-27,2.76069
2020-07-28,2.43443
2020-07-29,2.38423
2020-07-30,2.23365
2020-07-31,2.2211
2020-08-01,1.807
2020-08-02,1.40544
2020-08-03,2.72305
2020-08-04,2.05797
2020-08-05,2.54737
2020-08-06,2.196
2020-08-07,2.15836
2020-08-08,1.55602
2020-08-09,1.45564
2020-08-10,2.47207
2020-08-11,2.42188
2020-08-12,2.38423
2020-08-13,2.37169
2020-08-14,2.08307
2020-08-15,1.22976
2020-08-16,1.38034
2020-08-17,1.35525
2020-08-18,2.12071
2020-08-19,2.12071
2020-08-20,1.71916
2020-08-21,2.2211
2020-08-22,1.3678
2020-08-23,1.12937
2020-08-24,2.18346
2020-08-25,2.96147
2020-08-26,2.58501
2020-08-27,2.38423
2020-08-28,2.28384
2020-08-29,1.79445
2020-08-30,1.94503
2020-08-31,3.30028
2020-09-01,2.79834
2020-09-02,2.58501
2020-09-03,2.35914
2020-09-04,2.34659
2020-09-05,1.3176
2020-09-06,1.38034
2020-09-07,2.74814
2020-09-08,2.6854
2020-09-09,2.196
2020-09-10,2.47207
2020-09-11,1.99523
2020-09-12,1.35525
2020-09-13,1.14192
2020-09-14,2.25875
2020-09-15,2.47207
2020-09-16,2.93637
2020-09-17,2.47207
2020-09-18,2.55991
2020-09-19,1.63132
2020-09-20,1.45564
2020-09-21,2.61011
2020-09-22,2.7356
2020-09-23,2.38423
2020-09-24,2.40933
2020-09-25,2.64776
2020-09-26,1.58112
2020-09-27,1.49328
2020-09-28,2.09562
2020-09-29,2.78579
2020-09-30,1.27995
2020-10-01,1.21721
2020-10-02,1.21721
2020-10-03,1.66896
2020-10-04,1.85719
2020-10-05,2.40933
2020-10-06,3.06186
2020-10-07,2.72305
2020-10-08,2.91128
2020-10-09,1.58112
2020-10-10,1.43054
2020-10-11,1.74425
2020-10-12,2.49717
2020-10-13,2.6854
2020-10-14,3.33793
2020-10-15,2.92382
2020-10-16,2.18346
2020-10-17,1.39289
2020-10-18,1.2925
2020-10-19,2.12071
2020-10-20,2.50972
2020-10-21,2.99912
2020-10-22,3.1246
2020-10-23,2.99912
2020-10-24,1.65641
2020-10-25,1.94503
2020-10-26,3.25009
2020-10-27,3.23754
2020-10-28,2.92382
2020-10-29,3.6391
2020-10-30,3.62655
2020-10-31,2.17091
2020-11-01,2.86108
2020-11-02,3.82733
2020-11-03,4.1034
2020-11-04,3.26264
2020-11-05,3.82733
2020-11-06,3.51361
2020-11-07,2.42188
2020-11-08,1.807
2020-11-09,3.87752
2020-11-10,4.76847
2020-11-11,4.32927
2020-11-12,5.10729
2020-11-13,5.37081
2020-11-14,3.40067
2020-11-15,3.48851
2020-11-16,4.56769
2020-11-17,5.50884
2020-11-18,5.60923
2020-11-19,5.58413
2020-11-20,6.14882
2020-11-21,3.78968
2020-11-22,4.61789
2020-11-23,8.45777
2020-11-24,8.14405
2020-11-25,8.2068
2020-11-26,8.29464
2020-11-27,8.09386
2020-11-28,4.90651
2020-11-29,5.35826
2020-11-30,9.53695
2020-12-01,10.11419
2020-12-02,10.75417
2020-12-03,10.31497
2020-12-04,9.9887
2020-12-05,6.43744
2020-12-06,6.47509
2020-12-07,11.41924
2020-12-08,11.43179
2020-12-09,13.32664
2020-12-10,11.48199
2020-12-11,10.98004
2020-12-12,6.07353
2020-12-13,6.82645
2020-12-14,12.61136
2020-12-15,13.43957
2020-12-16,12.76195
2020-12-17,12.78704
2020-12-18,10.96749
2020-12-19,6.61312
2020-12-20,7.14016
2020-12-21,16.40105
2020-12-22,15.33442
2020-12-23,18.32099
2020-12-24,17.99472
2020-12-25,14.25523
2020-12-26,10.35261
2020-12-27,11.85845
2020-12-28,27.28071
2020-12-29,27.89559
2020-12-30,31.72292
2020-12-31,34.47107
2021-01-01,5.33316
2021-01-02,4.19124
2021-01-03,4.30417
2021-01-04,6.24921
2021-01-05,5.74727
2021-01-06,4.78102
2021-01-07,4.59279
2021-01-08,4.0783
2021-01-09,2.93637
2021-01-10,3.57635
2021-01-11,4.79357
2021-01-12,4.65554
2021-01-13,4.20378
2021-01-14,4.64299
2021-01-15,8.24444
2021-01-16,4.85631
2021-01-17,5.70962
2021-01-18,11.99648
2021-01-19,12.97527
2021-01-20,14.80737
2021-01-21,15.00815
2021-01-22,12.58627
2021-01-23,7.75505
2021-01-24,7.47898
2021-01-25,12.67411
2021-01-26,11.15572
2021-01-27,9.81302
2021-01-28,8.35738
2021-01-29,7.03977
2021-01-30,4.15359
2021-01-31,4.5426
2021-02-01,6.18647
2021-02-02,6.70096
2021-02-03,6.53783
2021-02-04,6.3245
2021-02-05,6.23666
2021-02-06,3.68929
2021-02-07,3.57635
2021-02-08,5.60923
2021-02-09,5.87275
2021-02-10,5.96059
2021-02-11,2.92382
2021-02-12,2.48462
2021-02-13,2.81089
2021-02-14,2.92382
2021-02-15,6.19902
2021-02-16,6.19902
2021-02-17,6.31195
2021-02-18,5.94804
2021-02-19,6.67586
2021-02-20,3.72694
2021-02-21,3.78968
2021-02-22,5.17003
2021-02-23,5.50884
2021-02-24,4.61789
2021-02-25,5.30806
2021-02-26,3.91517
2021-02-27,2.44698
2021-02-28,2.39678
2021-03-01,2.43443
2021-03-02,4.20378
2021-03-03,4.19124
2021-03-04,3.73949
2021-03-05,3.38812
2021-03-06,2.37169
2021-03-07,2.54737
2021-03-08,3.614
2021-03-09,3.23754
2021-03-10,3.81478
2021-03-11,2.93637
2021-03-12,2.83598
2021-03-13,2.03287
2021-03-14,2.25875
2021-03-15,3.35048
2021-03-16,3.37558
2021-03-17,3.06186
2021-03-18,2.77324
2021-03-19,2.91128
2021-03-20,2.02032
2021-03-21,1.69406
2021-03-22,2.92382
2021-03-23,3.30028
2021-03-24,3.18735
2021-03-25,3.614
2021-03-26,3.36303
2021-03-27,1.69406
2021-03-28,1.53093
2021-03-29,2.81089
2021-03-30,2.76069
2021-03-31,2.42188
2021-04-01,2.44698
2021-04-02,2.40933
2021-04-03,1.55602
2021-04-04,2.08307
2021-04-05,2.93637
2021-04-06,3.37558
2021-04-07,2.59756
2021-04-08,2.99912
2021-04-09,2.64776
2021-04-10,2.12071
2021-04-11,1.83209
2021-04-12,2.32149
2021-04-13,2.40933
2021-04-14,2.29639
2021-04-15,2.7356
2021-04-16,2.48462
2021-04-17,1.90739
2021-04-18,1.69406
2021-04-19,2.93637
2021-04-20,2.84853
2021-04-21,2.99912
2021-04-22,2.7356
2021-04-23,2.82344
2021-04-24,1.73171
2021-04-25,1.95758
2021-04-26,2.54737
2021-04-27,3.27519
2021-04-28,3.08696
2021-04-29,2.64776
2021-04-30,2.50972
2021-05-01,1.51838
2021-05-02,1.807
2021-05-03,2.10816
2021-05-04,2.2211
2021-05-05,1.91993
2021-05-06,2.35914
2021-05-07,2.7356
2021-05-08,1.63132
2021-05-09,1.807
2021-05-10,3.1748
2021-05-11,2.6854
2021-05-12,2.62266
2021-05-13,2.47207
2021-05-14,2.05797
2021-05-15,1.30505
2021-05-16,1.61877
2021-05-17,2.91128
2021-05-18,3.06186
2021-05-19,1.73171
2021-05-20,2.47207
2021-05-21,2.55991
2021-05-22,1.56857
2021-05-23,1.65641
2021-05-24,3.25009
2021-05-25,3.31283
2021-05-26,3.22499
2021-05-27,3.96536
2021-05-28,2.92382
2021-05-29,1.90739
2021-05-30,1.60622
2021-05-31,2.7105
2021-06-01,3.1748
2021-06-02,3.1246
2021-06-03,3.45087
2021-06-04,3.37558
2021-06-05,2.14581
2021-06-06,1.97013
2021-06-07,3.18735
2021-06-08,2.81089
2021-06-09,3.16225
2021-06-10,2.83598
2021-06-11,2.50972
2021-06-12,1.54348
2021-06-13,1.51838
2021-06-14,2.96147
2021-06-15,2.58501
2021-06-16,2.97402
2021-06-17,2.45953
2021-06-18,2.62266
2021-06-19,1.3678
2021-06-20,1.53093
2021-06-21,2.37169
2021-06-22,2.37169
2021-06-23,2.54737
2021-06-24,2.44698
2021-06-25,3.03676
2021-06-26,1.54348
2021-06-27,1.74425
2021-06-28,3.21244
2021-06-29,2.94892
2021-06-30,3.13715
2021-07-01,2.98657
2021-07-02,2.83598
2021-07-03,1.88229
2021-07-04,1.83209
2021-07-05,3.35048
2021-07-06,3.25009
2021-07-07,3.13715
2021-07-08,3.22499
2021-07-09,2.35914
2021-07-10,1.41799
2021-07-11,1.21721
2021-07-12,2.37169
2021-07-13,2.49717
2021-07-14,2.61011
2021-07-15,2.55991
2021-07-16,1.93248
2021-07-17,1.33015
2021-07-18,1.25486
2021-07-19,1.90739
2021-07-20,2.09562
2021-07-21,2.15836
2021-07-22,2.53482
2021-07-23,2.62266
2021-07-24,1.85719
2021-07-25,1.74425
2021-07-26,2.55991
2021-07-27,3.30028
2021-07-28,3.31283
2021-07-29,3.33793
2021-07-30,2.58501
2021-07-31,1.43054
2021-08-01,1.48073
2021-08-02,2.64776
2021-08-03,2.78579
2021-08-04,2.6854
2021-08-05,3.07441
2021-08-06,2.34659
2021-08-07,1.49328
2021-08-08,1.56857
2021-08-09,2.87363
2021-08-10,3.07441
2021-08-11,3.13715
2021-08-12,2.88618
2021-08-13,2.93637
2021-08-14,2.2211
2021-08-15,1.68151
2021-08-16,2.196
2021-08-17,2.92382
2021-08-18,3.02421
2021-08-19,2.82344
2021-08-20,2.81089
2021-08-21,2.05797
2021-08-22,1.7568
2021-08-23,2.86108
2021-08-24,3.19989
2021-08-25,3.35048
2021-08-26,3.78968
2021-08-27,3.41322
2021-08-28,2.04542
2021-08-29,2.10816
2021-08-30,3.13715
2021-08-31,2.92382
2021-09-01,3.16225
2021-09-02,3.26264
2021-09-03,3.02421
2021-09-04,2.15836
2021-09-05,1.68151
2021-09-06,2.89873
2021-09-07,3.11205
2021-09-08,2.91128
2021-09-09,3.19989
2021-09-10,2.23365
2021-09-11,1.68151
2021-09-12,1.83209
2021-09-13,2.29639
2021-09-14,2.92382
2021-09-15,2.83598
2021-09-16,2.81089
2021-09-17,3.31283
2021-09-18,2.02032
2021-09-19,1.53093
2021-09-20,1.807
2021-09-21,1.98268
2021-09-22,2.08307
2021-09-23,4.29163
2021-09-24,4.70573
2021-09-25,2.76069
2021-09-26,3.30028
2021-09-27,4.37947
2021-09-28,3.6391
2021-09-29,2.97402
2021-09-30,3.30028
2021-10-01,2.78579
2021-10-02,1.56857
2021-10-03,1.70661
2021-10-04,2.13326
2021-10-05,3.45087
2021-10-06,3.09951
2021-10-07,3.57635
2021-10-08,3.42577
2021-10-09,1.88229
2021-10-10,1.7819
2021-10-11,1.94503
2021-10-12,3.70184
2021-10-13,3.40067
2021-10-14,3.36303
2021-10-15,3.37558
2021-10-16,1.85719
2021-10-17,1.81955
2021-10-18,3.19989
2021-10-19,3.42577
2021-10-20,3.36303
2021-10-21,4.16614
2021-10-22,3.6391
2021-10-23,1.76935
2021-10-24,2.2713
2021-10-25,3.87752
2021-10-26,4.47985
2021-10-27,4.09085
2021-10-28,4.21633
2021-10-29,4.19124
2021-10-30,2.45953
2021-10-31,2.45953
2021-11-01,5.58413
2021-11-02,5.17003
2021-11-03,5.29552
2021-11-04,5.08219
2021-11-05,4.70573
2021-11-06,2.54737
2021-11-07,2.74814
2021-11-08,4.73083
2021-11-09,5.73472
2021-11-10,5.70962
2021-11-11,5.45865
2021-11-12,5.50884
2021-11-13,4.31672
2021-11-14,3.55126
2021-11-15,6.27431
2021-11-16,7.65466
2021-11-17,8.60835
2021-11-18,7.37859
2021-11-19,6.7888
2021-11-20,4.00301
2021-11-21,3.77713
2021-11-22,7.31584
2021-11-23,6.39979
2021-11-24,6.48763
2021-11-25,8.25699
2021-11-26,6.72606
2021-11-27,4.20378
2021-11-28,4.34182
2021-11-29,7.57937
2021-11-30,7.6923
2021-12-01,7.93073
2021-12-02,8.05621
2021-12-03,7.84289
2021-12-04,4.17869
2021-12-05,5.89785
2021-12-06,10.08909
2021-12-07,11.29376
2021-12-08,10.62868
2021-12-09,10.00125
2021-12-10,9.92596
2021-12-11,5.87275
2021-12-12,9.85067
2021-12-13,12.58627
2021-12-14,10.66633
2021-12-15,10.51574
2021-12-16,10.05144
2021-12-17,8.75894
2021-12-18,5.14493
2021-12-19,6.68841
2021-12-20,12.26
2021-12-21,14.49366
2021-12-22,15.33442
2021-12-23,16.08733
2021-12-24,18.78529
2021-12-25,9.73773
2021-12-26,11.73296
2021-12-27,28.19676
2021-12-28,31.00765
2021-12-29,26.85405
2021-12-30,37.47019
2021-12-31,38.64976
2022-01-01,4.5175
2022-01-02,4.27908
2022-01-03,6.39979
2022-01-04,6.26176
2022-01-05,5.52139
2022-01-06,4.99435
2022-01-07,4.60534
2022-01-08,2.6603
2022-01-09,2.57246
2022-01-10,4.80612
2022-01-11,4.66808
2022-01-12,4.81867
2022-01-13,4.19124
2022-01-14,4.65554
2022-01-15,4.88141
2022-01-16,3.83987
2022-01-17,11.29376
2022-01-18,12.79959
2022-01-19,11.93374
2022-01-20,12.7243
2022-01-21,13.51487
2022-01-22,7.26565
2022-01-23,6.92684
2022-01-24,13.03802
2022-01-25,13.02547
2022-01-26,11.94629
2022-01-27,9.19814
2022-01-28,8.92207
2022-01-29,4.70573
2022-01-30,3.94026
2022-01-31,3.36303
2022-02-01,4.81867
2022-02-02,4.0281
2022-02-03,8.57071
2022-02-04,7.20291
2022-02-05,4.0281
2022-02-06,3.94026
2022-02-07,8.28209
2022-02-08,6.50018
2022-02-09,6.90174
2022-02-10,7.34094
2022-02-11,6.11118
2022-02-12,3.37558
2022-02-13,3.26264
2022-02-14,6.72606
2022-02-15,6.46254
2022-02-16,7.2531
2022-02-17,6.62567
2022-02-18,6.56293
2022-02-19,3.30028
2022-02-20,3.27519
2022-02-21,7.70485
2022-02-22,6.77625
2022-02-23,5.94804
2022-02-24,5.25787
2022-02-25,6.7637
2022-02-26,4.96925
2022-02-27,3.26264
2022-02-28,5.65943
2022-03-01,3.92771
2022-03-02,5.03199
2022-03-03,4.63044
2022-03-04,4.06575
2022-03-05,2.42188
2022-03-06,2.42188
2022-03-07,3.57635
2022-03-08,3.08696
2022-03-09,1.68151
2022-03-10,3.31283
2022-03-11,3.89007
2022-03-12,1.91993
2022-03-13,2.42188
2022-03-14,3.03676
2022-03-15,2.67285
2022-03-16,2.6854
2022-03-17,3.22499
2022-03-18,3.31283
2022-03-19,2.05797
2022-03-20,2.07052
2022-03-21,3.07441
2022-03-22,2.77324
2022-03-23,2.98657
2022-03-24,2.91128
2022-03-25,3.30028
2022-03-26,2.14581
2022-03-27,1.74425
2022-03-28,2.88618
2022-03-29,3.45087
2022-03-30,3.6391
2022-03-31,3.1497
2022-04-01,2.54737
2022-04-02,1.48073
2022-04-03,1.48073
2022-04-04,2.43443
2022-04-05,3.25009
2022-04-06,2.42188
2022-04-07,2.09562
2022-04-08,2.72305
2022-04-09,0.92859
2022-04-10,1.06663
2022-04-11,2.20855
2022-04-12,2.55991
2022-04-13,2.44698
2022-04-14,2.44698
2022-04-15,2.20855
2022-04-16,1.3427
2022-04-17,1.48073
2022-04-18,2.86108
2022-04-19,2.43443
2022-04-20,2.44698
2022-04-21,2.20855
2022-04-22,2.35914
2022-04-23,1.45564
2022-04-24,1.58112
2022-04-25,2.94892
2022-04-26,2.58501
2022-04-27,2.18346
2022-04-28,2.59756
2022-04-29,2.10816
2022-04-30,1.22976
2022-05-01,1.49328
2022-05-02,2.44698
2022-05-03,2.57246
2022-05-04,2.09562
2022-05-05,1.33015
2022-05-06,2.47207
2022-05-07,1.25486
2022-05-08,1.63132
2022-05-09,2.44698
2022-05-10,3.07441
2022-05-11,2.42188
2022-05-12,2.52227
2022-05-13,2.39678
2022-05-14,1.33015
2022-05-15,1.41799
2022-05-16,2.15836
2022-05-17,2.99912
2022-05-18,2.48462
2022-05-19,2.59756
2022-05-20,2.78579
2022-05-21,1.15447
2022-05-22,1.53093
2022-05-23,3.21244
2022-05-24,3.26264
2022-05-25,2.94892
2022-05-26,3.03676
2022-05-27,3.26264
2022-05-28,2.05797
2022-05-29,1.43054
2022-05-30,2.62266
2022-05-31,2.98657
2022-06-01,1.58112
2022-06-02,2.39678
2022-06-03,2.14581
2022-06-04,1.10427
2022-06-05,1.24231
2022-06-06,1.14192
2022-06-07,1.98268
2022-06-08,2.30894
2022-06-09,2.20855
2022-06-10,2.17091
2022-06-11,1.00389
2022-06-12,1.16702
2022-06-13,1.84464
2022-06-14,2.34659
2022-06-15,2.42188
2022-06-16,3.13715
2022-06-17,2.92382
2022-06-18,1.35525
2022-06-19,1.14192
2022-06-20,2.2462
2022-06-21,2.91128
2022-06-22,3.01167
2022-06-23,2.48462
2022-06-24,2.55991
2022-06-25,1.56857
2022-06-26,1.55602
2022-06-27,2.89873
2022-06-28,2.45953
2022-06-29,2.6603
2022-06-30,2.52227
2022-07-01,2.20855
2022-07-02,1.16702
2022-07-03,1.39289
2022-07-04,2.08307
2022-07-05,2.44698
2022-07-06,2.58501
2022-07-07,2.33404
2022-07-08,2.39678
2022-07-09,1.12937
2022-07-10,1.56857
2022-07-11,2.44698
2022-07-12,2.34659
2022-07-13,2.25875
2022-07-14,1.86974
2022-07-15,2.25875
2022-07-16,0.97879
2022-07-17,1.01643
2022-07-18,2.05797
2022-07-19,1.91993
2022-07-20,2.12071
2022-07-21,3.36303
2022-07-22,3.35048
2022-07-23,1.38034
2022-07-24,2.00778
2022-07-25,4.0281
2022-07-26,3.60145
2022-07-27,2.88618
2022-07-28,2.98657
2022-07-29,2.98657
2022-07-30,1.63132
2022-07-31,1.61877
2022-08-01,3.42577
2022-08-02,3.06186
2022-08-03,2.77324
2022-08-04,3.11205
2022-08-05,2.59756
2022-08-06,1.60622
2022-08-07,1.85719
2022-08-08,2.64776
2022-08-09,2.32149
2022-08-10,2.7356
2022-08-11,2.99912
2022-08-12,2.76069
2022-08-13,1.64386
2022-08-14,1.48073
2022-08-15,1.64386
2022-08-16,3.21244
2022-08-17,3.1497
2022-08-18,3.03676
2022-08-19,3.62655
2022-08-20,1.90739
2022-08-21,2.00778
2022-08-22,3.5638
2022-08-23,3.31283
2022-08-24,3.13715
2022-08-25,3.86497
2022-08-26,3.07441
2022-08-27,1.68151
2022-08-28,1.73171
2022-08-29,2.89873
2022-08-30,3.6391
2022-08-31,3.78968
2022-09-01,3.37558
2022-09-02,3.21244
2022-09-03,1.48073
2022-09-04,1.59367
2022-09-05,2.58501
2022-09-06,3.11205
2022-09-07,3.08696
2022-09-08,2.57246
2022-09-09,1.46818
2022-09-10,1.55602
2022-09-11,2.15836
2022-09-12,1.85719
2022-09-13,3.6391
2022-09-14,3.48851
2022-09-15,3.23754
2022-09-16,2.88618
2022-09-17,1.73171
2022-09-18,1.69406
2022-09-19,2.7105
2022-09-20,2.86108
2022-09-21,3.614
2022-09-22,2.89873
2022-09-23,3.21244
2022-09-24,1.74425
2022-09-25,1.71916
2022-09-26,2.74814
2022-09-27,3.09951
2022-09-28,2.88618
2022-09-29,2.97402
2022-09-30,2.42188
2022-10-01,1.68151
2022-10-02,1.26741
2022-10-03,1.83209
2022-10-04,3.32538
2022-10-05,3.78968
2022-10-06,3.35048
2022-10-07,3.70184
2022-10-08,1.44309
2022-10-09,1.51838
2022-10-10,2.18346
2022-10-11,3.50106
2022-10-12,3.47596
2022-10-13,3.66419
2022-10-14,2.99912
2022-10-15,1.83209
2022-10-16,1.81955
2022-10-17,3.33793
2022-10-18,3.67674
2022-10-19,3.614
2022-10-20,4.09085
2022-10-21,3.94026
2022-10-22,2.04542
2022-10-23,2.17091
2022-10-24,4.06575
2022-10-25,4.94415
2022-10-26,4.5426
2022-10-27,4.70573
2022-10-28,4.45476
2022-10-29,2.2462
2022-10-30,1.74425
2022-10-31,3.55126
2022-11-01,4.83122
2022-11-02,5.94804
2022-11-03,4.78102
2022-11-04,4.88141
2022-11-05,6.11118
2022-11-06,5.43355
2022-11-07,6.55038
2022-11-08,6.18647
2022-11-09,5.9355
2022-11-10,5.84765
2022-11-11,5.35826
2022-11-12,3.77713
2022-11-13,3.19989
2022-11-14,5.96059
2022-11-15,5.8602
2022-11-16,5.83511
2022-11-17,5.82256
2022-11-18,5.77236
2022-11-19,2.98657
2022-11-20,5.9104
2022-11-21,7.34094
2022-11-22,6.41234
2022-11-23,6.95193
2022-11-24,6.3747
2022-11-25,7.2531
2022-11-26,3.89007
2022-11-27,4.47985
2022-11-28,8.05621
2022-11-29,8.82168
2022-11-30,9.87576
2022-12-01,11.48199
2022-12-02,9.59969
2022-12-03,6.38725
2022-12-04,6.93939
2022-12-05,12.7745
2022-12-06,13.42702
2022-12-07,13.17605
2022-12-08,13.51487
2022-12-09,14.51876
2022-12-10,7.34094
2022-12-11,9.27343
2022-12-12,16.46379
2022-12-13,16.79006
2022-12-14,15.84891
2022-12-15,14.24269
2022-12-16,13.85368
2022-12-17,8.48287
2022-12-18,12.56117
2022-12-19,18.58451
2022-12-20,22.48713
2022-12-21,21.28246
2022-12-22,21.13188
2022-12-23,24.03061
2022-12-24,12.2851
2022-12-25,13.45212
2022-12-26,34.6593
2022-12-27,44.66055
2022-12-28,44.38448
2022-12-29,53.82105
2022-12-30,62.9941
2022-12-31,16.28811
2023-01-01,8.29464
2023-01-02,12.88743
2023-01-03,11.83335
2023-01-04,13.43957
2023-01-05,16.57673
2023-01-06,10.39026
2023-01-07,6.3496
2023-01-08,6.33705
2023-01-09,11.92119
2023-01-10,11.48199
2023-01-11,10.76672
2023-01-12,10.56594
2023-01-13,10.07654
2023-01-14,6.62567
2023-01-15,10.11419
2023-01-16,24.93411
2023-01-17,27.65717
2023-01-18,31.55979
2023-01-19,27.88304
2023-01-20,26.30191
2023-01-21,13.11331
2023-01-22,14.48111
2023-01-23,14.21759
2023-01-24,12.49843
2023-01-25,27.56933
2023-01-26,37.34471
2023-01-27,30.54335
2023-01-28,18.6598
2023-01-29,15.27167
2023-01-30,27.30581
2023-01-31,25.81252
2023-02-01,21.40795
2023-02-02,18.67235
2023-02-03,16.8528
2023-02-04,9.5244
2023-02-05,9.5746
2023-02-06,15.77362
2023-02-07,16.84025
2023-02-08,16.17517
2023-02-09,15.83636
2023-02-10,14.44346
2023-02-11,8.85932
2023-02-12,8.36993
2023-02-13,17.00338
2023-02-14,17.21671
2023-02-15,17.11632
2023-02-16,16.3634
2023-02-17,14.51876
2023-02-18,9.32362
2023-02-19,12.2851
2023-02-20,26.36466
2023-02-21,18.99861
2023-02-22,14.78228
2023-02-23,13.31409
2023-02-24,13.53996
2023-02-25,8.40757
2023-02-26,7.45388
2023-02-27,11.15572
2023-02-28,11.31886
2023-03-01,8.36993
2023-03-02,10.25222
2023-03-03,9.83812
2023-03-04,5.68452
2023-03-05,5.40845
2023-03-06,7.84289
2023-03-07,7.96837
2023-03-08,8.16915
2023-03-09,7.93073
2023-03-10,8.26954
2023-03-11,4.25398
2023-03-12,4.58024
2023-03-13,6.66332
2023-03-14,5.8853
2023-03-15,6.96448
2023-03-16,6.41234
2023-03-17,5.52139
2023-03-18,3.11205
2023-03-19,3.25009
2023-03-20,5.22022
2023-03-21,6.23666
2023-03-22,5.70962
2023-03-23,4.96925
2023-03-24,5.08219
2023-03-25,3.06186
2023-03-26,2.77324
2023-03-27,4.66808
2023-03-28,4.75592
2023-03-29,4.34182
2023-03-30,4.40456
2023-03-31,4.5175
2023-04-01,2.55991
2023-04-02,2.86108
2023-04-03,4.21633
2023-04-04,4.01556
2023-04-05,7.01468
2023-04-06,4.73083
2023-04-07,4.09085
2023-04-08,2.32149
2023-04-09,2.72305
2023-04-10,4.4924
2023-04-11,4.0532
2023-04-12,4.37947
2023-04-13,3.53871
2023-04-14,3.82733
2023-04-15,2.53482
2023-04-16,2.28384
2023-04-17,4.65554
2023-04-18,3.72694
2023-04-19,4.15359
2023-04-20,3.78968
2023-04-21,3.85242
2023-04-22,2.67285
2023-04-23,2.15836
2023-04-24,3.66419
2023-04-25,4.59279
2023-04-26,3.71439
2023-04-27,3.38812
2023-04-28,3.42577
2023-04-29,2.76069
2023-04-30,2.97402
2023-05-01,4.11594
2023-05-02,5.34571
2023-05-03,4.81867
2023-05-04,4.29163
2023-05-05,3.30028
2023-05-06,2.78579
2023-05-07,2.6854
2023-05-08,5.19513
2023-05-09,5.87275
2023-05-10,6.01079
2023-05-11,5.30806
2023-05-12,4.79357
2023-05-13,2.88618
2023-05-14,3.28773
2023-05-15,4.85631
2023-05-16,5.421
2023-05-17,4.84376
2023-05-18,5.04454
2023-05-19,5.75981
2023-05-20,3.33793
2023-05-21,3.6391
2023-05-22,4.99435
2023-05-23,5.24532
2023-05-24,5.50884
2023-05-25,6.47509
2023-05-26,4.99435
2023-05-27,3.43832
2023-05-28,3.80223
2023-05-29,3.36303
