date,1인법인설립
2021-09-29,21.54006
2021-09-30,18.00208
2021-10-01,17.06555
2021-10-02,11.34235
2021-10-03,14.46409
2021-10-04,15.50468
2021-10-05,20.29136
2021-10-06,16.54526
2021-10-07,17.37773
2021-10-08,13.83975
2021-10-09,8.94901
2021-10-10,9.36524
2021-10-11,13.2154
2021-10-12,19.14672
2021-10-13,17.79396
2021-10-14,14.77627
2021-10-15,11.23829
2021-10-16,8.32466
2021-10-17,9.05306
2021-10-18,16.12903
2021-10-19,12.79916
2021-10-20,16.12903
2021-10-21,14.36004
2021-10-22,13.63163
2021-10-23,9.88553
2021-10-24,10.61394
2021-10-25,14.77627
2021-10-26,13.83975
2021-10-27,19.66701
2021-10-28,16.33714
2021-10-29,13.63163
2021-10-30,10.92611
2021-10-31,9.57336
2021-11-01,16.23309
2021-11-02,16.02497
2021-11-03,16.02497
2021-11-04,17.06555
2021-11-05,14.46409
2021-11-06,8.2206
2021-11-07,8.74089
2021-11-08,19.97918
2021-11-09,15.60874
2021-11-10,13.9438
2021-11-11,13.83975
2021-11-12,11.75858
2021-11-13,7.49219
2021-11-14,9.88553
2021-11-15,18.62643
2021-11-16,15.60874
2021-11-17,16.96149
2021-11-18,13.31945
2021-11-19,13.31945
2021-11-20,8.94901
2021-11-21,9.78147
2021-11-22,13.83975
2021-11-23,14.04786
2021-11-24,14.04786
2021-11-25,15.81685
2021-11-26,11.34235
2021-11-27,8.42872
2021-11-28,9.36524
2021-11-29,16.54526
2021-11-30,12.27887
2021-12-01,14.56815
2021-12-02,12.48699
2021-12-03,10.09365
2021-12-04,7.49219
2021-12-05,7.70031
2021-12-06,19.35483
2021-12-07,21.74817
2021-12-08,15.81685
2021-12-09,13.73569
2021-12-10,14.04786
2021-12-11,11.34235
2021-12-12,9.67741
2021-12-13,13.52757
2021-12-14,12.79916
2021-12-15,15.1925
2021-12-16,31.94588
2021-12-17,21.54006
2021-12-18,9.4693
2021-12-19,11.9667
2021-12-20,20.29136
2021-12-21,19.45889
2021-12-22,18.00208
2021-12-23,18.73048
2021-12-24,11.65452
2021-12-25,7.18002
2021-12-26,9.05306
2021-12-27,17.48178
2021-12-28,15.81685
2021-12-29,16.96149
2021-12-30,14.56815
2021-12-31,11.03017
2022-01-01,9.88553
2022-01-02,12.90322
2022-01-03,21.01977
2022-01-04,20.39542
2022-01-05,17.48178
2022-01-06,17.48178
2022-01-07,18.52237
2022-01-08,11.34235
2022-01-09,15.1925
2022-01-10,22.6847
2022-01-11,22.37252
2022-01-12,21.01977
2022-01-13,20.1873
2022-01-14,16.02497
2022-01-15,13.42351
2022-01-16,11.4464
2022-01-17,15.92091
2022-01-18,15.81685
2022-01-19,14.98439
2022-01-20,18.62643
2022-01-21,14.25598
2022-01-22,11.86264
2022-01-23,13.73569
2022-01-24,18.00208
2022-01-25,16.75338
2022-01-26,16.96149
2022-01-27,15.1925
2022-01-28,9.67741
2022-01-29,6.86784
2022-01-30,8.94901
2022-01-31,6.76378
2022-02-01,6.76378
2022-02-02,9.05306
2022-02-03,22.37252
2022-02-04,18.00208
2022-02-05,11.65452
2022-02-06,17.6899
2022-02-07,21.64412
2022-02-08,20.08324
2022-02-09,17.79396
2022-02-10,18.00208
2022-02-11,20.29136
2022-02-12,10.82206
2022-02-13,10.82206
2022-02-14,19.14672
2022-02-15,19.35483
2022-02-16,18.10613
2022-02-17,18.21019
2022-02-18,17.48178
2022-02-19,7.70031
2022-02-20,13.52757
2022-02-21,15.71279
2022-02-22,17.79396
2022-02-23,13.83975
2022-02-24,19.25078
2022-02-25,16.02497
2022-02-26,11.55046
2022-02-27,13.73569
2022-02-28,18.41831
2022-03-01,15.1925
2022-03-02,18.52237
2022-03-03,18.00208
2022-03-04,14.46409
2022-03-05,9.57336
2022-03-06,10.82206
2022-03-07,17.48178
2022-03-08,19.56295
2022-03-09,9.98959
2022-03-10,14.88033
2022-03-11,14.77627
2022-03-12,9.36524
2022-03-13,10.92611
2022-03-14,21.436
2022-03-15,18.62643
2022-03-16,16.75338
2022-03-17,18.62643
2022-03-18,17.6899
2022-03-19,10.19771
2022-03-20,11.03017
2022-03-21,22.37252
2022-03-22,21.85223
2022-03-23,18.41831
2022-03-24,19.25078
2022-03-25,14.04786
2022-03-26,9.67741
2022-03-27,10.718
2022-03-28,21.12382
2022-03-29,19.56295
2022-03-30,19.04266
2022-03-31,17.58584
2022-04-01,17.27367
2022-04-02,11.23829
2022-04-03,9.57336
2022-04-04,19.35483
2022-04-05,18.83454
2022-04-06,17.16961
2022-04-07,17.06555
2022-04-08,13.9438
2022-04-09,9.78147
2022-04-10,7.28407
2022-04-11,16.85744
2022-04-12,16.85744
2022-04-13,17.48178
2022-04-14,18.52237
2022-04-15,21.22788
2022-04-16,9.57336
2022-04-17,14.25598
2022-04-18,23.20499
2022-04-19,18.73048
2022-04-20,16.75338
2022-04-21,17.06555
2022-04-22,13.9438
2022-04-23,8.53277
2022-04-24,9.98959
2022-04-25,18.83454
2022-04-26,18.9386
2022-04-27,18.73048
2022-04-28,18.9386
2022-04-29,16.23309
2022-04-30,12.79916
2022-05-01,9.36524
2022-05-02,18.73048
2022-05-03,19.45889
2022-05-04,13.52757
2022-05-05,10.19771
2022-05-06,16.54526
2022-05-07,8.63683
2022-05-08,10.09365
2022-05-09,20.1873
2022-05-10,18.21019
2022-05-11,21.01977
2022-05-12,17.16961
2022-05-13,16.75338
2022-05-14,13.00728
2022-05-15,8.32466
2022-05-16,17.16961
2022-05-17,17.6899
2022-05-18,15.71279
2022-05-19,19.35483
2022-05-20,18.52237
2022-05-21,7.80437
2022-05-22,9.57336
2022-05-23,17.27367
2022-05-24,19.25078
2022-05-25,21.12382
2022-05-26,16.12903
2022-05-27,15.08844
2022-05-28,10.61394
2022-05-29,9.88553
2022-05-30,20.49947
2022-05-31,22.47658
2022-06-01,10.92611
2022-06-02,16.75338
2022-06-03,17.48178
2022-06-04,9.67741
2022-06-05,10.09365
2022-06-06,8.74089
2022-06-07,18.73048
2022-06-08,19.56295
2022-06-09,17.48178
2022-06-10,18.21019
2022-06-11,8.94901
2022-06-12,6.45161
2022-06-13,20.08324
2022-06-14,21.33194
2022-06-15,16.64932
2022-06-16,16.85744
2022-06-17,18.21019
2022-06-18,6.86784
2022-06-19,8.01248
2022-06-20,16.85744
2022-06-21,19.04266
2022-06-22,17.06555
2022-06-23,15.60874
2022-06-24,14.15192
2022-06-25,9.05306
2022-06-26,11.13423
2022-06-27,16.33714
2022-06-28,16.33714
2022-06-29,19.56295
2022-06-30,16.23309
2022-07-01,16.02497
2022-07-02,6.9719
2022-07-03,6.76378
2022-07-04,15.71279
2022-07-05,15.81685
2022-07-06,17.6899
2022-07-07,17.89802
2022-07-08,12.90322
2022-07-09,6.86784
2022-07-10,8.32466
2022-07-11,13.63163
2022-07-12,15.1925
2022-07-13,15.50468
2022-07-14,13.42351
2022-07-15,13.2154
2022-07-16,6.9719
2022-07-17,5.7232
2022-07-18,13.11134
2022-07-19,15.81685
2022-07-20,14.25598
2022-07-21,13.11134
2022-07-22,11.13423
2022-07-23,7.38813
2022-07-24,9.36524
2022-07-25,13.73569
2022-07-26,10.61394
2022-07-27,13.73569
2022-07-28,11.34235
2022-07-29,10.09365
2022-07-30,8.01248
2022-07-31,9.05306
2022-08-01,11.13423
2022-08-02,15.40062
2022-08-03,12.27887
2022-08-04,12.48699
2022-08-05,12.07075
2022-08-06,5.61914
2022-08-07,7.90842
2022-08-08,12.6951
2022-08-09,11.9667
2022-08-10,13.83975
2022-08-11,13.73569
2022-08-12,11.55046
2022-08-13,7.28407
2022-08-14,5.7232
2022-08-15,6.24349
2022-08-16,13.9438
2022-08-17,15.50468
2022-08-18,10.50988
2022-08-19,8.2206
2022-08-20,7.18002
2022-08-21,7.38813
2022-08-22,21.01977
2022-08-23,12.90322
2022-08-24,13.11134
2022-08-25,13.42351
2022-08-26,11.65452
2022-08-27,7.70031
2022-08-28,7.18002
2022-08-29,11.34235
2022-08-30,12.07075
2022-08-31,10.61394
2022-09-01,14.56815
2022-09-02,8.84495
2022-09-03,5.41103
2022-09-04,5.61914
2022-09-05,12.07075
2022-09-06,11.13423
2022-09-07,8.94901
2022-09-08,7.18002
2022-09-09,4.68262
2022-09-10,3.43392
2022-09-11,5.61914
2022-09-12,6.55567
2022-09-13,15.81685
2022-09-14,12.79916
2022-09-15,13.42351
2022-09-16,9.57336
2022-09-17,6.03537
2022-09-18,5.61914
2022-09-19,12.59105
2022-09-20,12.90322
2022-09-21,12.48699
2022-09-22,11.34235
2022-09-23,10.09365
2022-09-24,5.30697
2022-09-25,4.99479
2022-09-26,9.88553
2022-09-27,10.50988
2022-09-28,9.67741
2022-09-29,11.4464
2022-09-30,10.92611
2022-10-01,4.37044
2022-10-02,5.93132
2022-10-03,4.99479
2022-10-04,13.2154
2022-10-05,13.2154
2022-10-06,13.11134
2022-10-07,9.78147
2022-10-08,4.37044
2022-10-09,6.86784
2022-10-10,6.9719
2022-10-11,11.75858
2022-10-12,12.79916
2022-10-13,10.50988
2022-10-14,9.78147
2022-10-15,5.20291
2022-10-16,6.55567
2022-10-17,12.90322
2022-10-18,11.13423
2022-10-19,9.05306
2022-10-20,12.59105
2022-10-21,9.88553
2022-10-22,4.78668
2022-10-23,7.49219
2022-10-24,12.17481
2022-10-25,12.6951
2022-10-26,10.82206
2022-10-27,10.09365
2022-10-28,6.9719
2022-10-29,5.41103
2022-10-30,6.03537
2022-10-31,10.09365
2022-11-01,10.30176
2022-11-02,16.23309
2022-11-03,11.9667
2022-11-04,10.718
2022-11-05,6.45161
2022-11-06,5.51508
2022-11-07,10.61394
2022-11-08,11.55046
2022-11-09,10.82206
2022-11-10,9.4693
2022-11-11,9.57336
2022-11-12,6.9719
2022-11-13,6.65972
2022-11-14,12.90322
2022-11-15,12.07075
2022-11-16,9.15712
2022-11-17,12.90322
2022-11-18,8.94901
2022-11-19,4.37044
2022-11-20,6.24349
2022-11-21,9.26118
2022-11-22,9.57336
2022-11-23,13.52757
2022-11-24,10.718
2022-11-25,9.57336
2022-11-26,4.37044
2022-11-27,5.7232
2022-11-28,10.92611
2022-11-29,12.90322
2022-11-30,13.52757
2022-12-01,11.03017
2022-12-02,8.32466
2022-12-03,4.68262
2022-12-04,6.34755
2022-12-05,14.04786
2022-12-06,11.23829
2022-12-07,12.27887
2022-12-08,11.03017
2022-12-09,10.82206
2022-12-10,6.13943
2022-12-11,9.57336
2022-12-12,12.48699
2022-12-13,15.08844
2022-12-14,14.15192
2022-12-15,10.92611
2022-12-16,12.27887
2022-12-17,7.80437
2022-12-18,5.09885
2022-12-19,12.48699
2022-12-20,11.75858
2022-12-21,11.65452
2022-12-22,12.79916
2022-12-23,9.15712
2022-12-24,5.09885
2022-12-25,6.86784
2022-12-26,13.9438
2022-12-27,12.38293
2022-12-28,13.00728
2022-12-29,10.40582
2022-12-30,9.15712
2022-12-31,6.65972
2023-01-01,9.26118
2023-01-02,14.77627
2023-01-03,14.67221
2023-01-04,16.02497
2023-01-05,14.67221
2023-01-06,10.50988
2023-01-07,8.2206
2023-01-08,5.93132
2023-01-09,13.63163
2023-01-10,13.00728
2023-01-11,12.48699
2023-01-12,14.67221
2023-01-13,9.67741
2023-01-14,6.45161
2023-01-15,7.18002
2023-01-16,10.30176
2023-01-17,8.2206
2023-01-18,9.88553
2023-01-19,7.90842
2023-01-20,6.55567
2023-01-21,4.99479
2023-01-22,3.74609
2023-01-23,4.89073
2023-01-24,4.37044
2023-01-25,10.30176
2023-01-26,11.13423
2023-01-27,8.01248
2023-01-28,5.30697
2023-01-29,5.30697
2023-01-30,12.27887
2023-01-31,9.26118
2023-02-01,11.34235
2023-02-02,11.75858
2023-02-03,9.36524
2023-02-04,5.61914
2023-02-05,5.09885
2023-02-06,12.27887
2023-02-07,11.9667
2023-02-08,10.19771
2023-02-09,10.92611
2023-02-10,13.2154
2023-02-11,11.55046
2023-02-12,12.27887
2023-02-13,13.42351
2023-02-14,10.50988
2023-02-15,9.78147
2023-02-16,9.57336
2023-02-17,8.74089
2023-02-18,4.99479
2023-02-19,4.57856
2023-02-20,10.30176
2023-02-21,9.36524
2023-02-22,9.88553
2023-02-23,8.32466
2023-02-24,7.90842
2023-02-25,5.41103
2023-02-26,4.99479
2023-02-27,10.61394
2023-02-28,10.09365
2023-03-01,7.18002
2023-03-02,10.09365
2023-03-03,9.36524
2023-03-04,4.16233
2023-03-05,5.61914
2023-03-06,10.50988
2023-03-07,12.59105
2023-03-08,13.31945
2023-03-09,13.63163
2023-03-10,5.51508
2023-03-11,4.89073
2023-03-12,5.41103
2023-03-13,10.09365
2023-03-14,9.26118
2023-03-15,9.15712
2023-03-16,9.36524
2023-03-17,8.01248
2023-03-18,4.99479
2023-03-19,4.89073
2023-03-20,9.26118
2023-03-21,7.80437
2023-03-22,11.03017
2023-03-23,8.11654
2023-03-24,4.16233
2023-03-25,2.91363
2023-03-26,6.24349
2023-03-27,9.05306
2023-03-28,8.63683
2023-03-29,7.90842
2023-03-30,7.90842
2023-03-31,6.13943
2023-04-01,3.32986
2023-04-02,3.32986
2023-04-03,8.42872
2023-04-04,6.65972
2023-04-05,9.98959
2023-04-06,8.2206
2023-04-07,6.34755
2023-04-08,4.05827
2023-04-09,6.34755
2023-04-10,9.26118
2023-04-11,7.59625
2023-04-12,9.98959
2023-04-13,7.07596
2023-04-14,5.61914
2023-04-15,4.05827
2023-04-16,2.80957
2023-04-17,8.11654
2023-04-18,7.18002
2023-04-19,7.38813
2023-04-20,6.9719
2023-04-21,5.61914
2023-04-22,3.43392
2023-04-23,3.12174
2023-04-24,6.34755
2023-04-25,6.03537
2023-04-26,4.68262
2023-04-27,6.9719
2023-04-28,4.57856
2023-04-29,2.70551
2023-04-30,4.05827
2023-05-01,4.78668
2023-05-02,8.2206
2023-05-03,7.49219
2023-05-04,7.38813
2023-05-05,3.53798
2023-05-06,2.28928
2023-05-07,3.43392
2023-05-08,7.59625
2023-05-09,9.67741
2023-05-10,9.05306
2023-05-11,7.59625
2023-05-12,6.55567
2023-05-13,2.80957
2023-05-14,3.2258
2023-05-15,7.59625
2023-05-16,8.63683
2023-05-17,7.80437
2023-05-18,8.11654
2023-05-19,5.09885
2023-05-20,2.91363
2023-05-21,4.26638
2023-05-22,7.80437
2023-05-23,7.90842
2023-05-24,7.70031
2023-05-25,8.01248
2023-05-26,5.93132
2023-05-27,3.12174
2023-05-28,2.70551
2023-05-29,4.4745
