date,1인법인설립
2020-03-20,17.79396
2020-03-21,14.88033
2020-03-22,11.75858
2020-03-23,23.82934
2020-03-24,22.06035
2020-03-25,21.95629
2020-03-26,20.1873
2020-03-27,18.73048
2020-03-28,12.6951
2020-03-29,9.88553
2020-03-30,22.6847
2020-03-31,20.81165
2020-04-01,23.30905
2020-04-02,26.4308
2020-04-03,19.97918
2020-04-04,11.9667
2020-04-05,16.64932
2020-04-06,22.47658
2020-04-07,19.66701
2020-04-08,23.20499
2020-04-09,22.99687
2020-04-10,18.73048
2020-04-11,14.25598
2020-04-12,14.67221
2020-04-13,23.62122
2020-04-14,23.62122
2020-04-15,16.54526
2020-04-16,24.55775
2020-04-17,18.31425
2020-04-18,11.9667
2020-04-19,11.75858
2020-04-20,22.58064
2020-04-21,65.76482
2020-04-22,100.0
2020-04-23,78.87617
2020-04-24,50.67637
2020-04-25,39.43808
2020-04-26,39.54214
2020-04-27,50.78043
2020-04-28,43.39229
2020-04-29,41.41519
2020-04-30,33.29864
2020-05-01,35.9001
2020-05-02,25.39021
2020-05-03,23.41311
2020-05-04,30.69719
2020-05-05,28.4079
2020-05-06,38.50156
2020-05-07,40.99895
2020-05-08,30.9053
2020-05-09,25.70239
2020-05-10,29.24037
2020-05-11,41.6233
2020-05-12,38.08532
2020-05-13,33.4027
2020-05-14,31.84183
2020-05-15,30.28095
2020-05-16,27.36732
2020-05-17,31.94588
2020-05-18,44.1207
2020-05-19,38.29344
2020-05-20,41.31113
2020-05-21,31.42559
2020-05-22,36.00416
2020-05-23,25.39021
2020-05-24,27.05515
2020-05-25,40.8949
2020-05-26,44.84911
2020-05-27,34.6514
2020-05-28,34.54734
2020-05-29,28.82414
2020-05-30,20.49947
2020-05-31,23.30905
2020-06-01,39.54214
2020-06-02,43.28824
2020-06-03,42.35171
2020-06-04,40.16649
2020-06-05,29.44849
2020-06-06,28.30385
2020-06-07,29.24037
2020-06-08,55.15088
2020-06-09,52.96566
2020-06-10,44.32882
2020-06-11,46.6181
2020-06-12,34.75546
2020-06-13,25.39021
2020-06-14,27.6795
2020-06-15,45.16129
2020-06-16,43.70447
2020-06-17,35.27575
2020-06-18,30.28095
2020-06-19,18.83454
2020-06-20,15.71279
2020-06-21,18.41831
2020-06-22,26.95109
2020-06-23,26.84703
2020-06-24,19.66701
2020-06-25,22.26847
2020-06-26,16.33714
2020-06-27,12.07075
2020-06-28,12.6951
2020-06-29,21.74817
2020-06-30,22.58064
2020-07-01,21.22788
2020-07-02,21.01977
2020-07-03,19.87513
2020-07-04,12.59105
2020-07-05,10.40582
2020-07-06,20.39542
2020-07-07,23.72528
2020-07-08,21.54006
2020-07-09,17.06555
2020-07-10,15.08844
2020-07-11,8.53277
2020-07-12,9.78147
2020-07-13,21.12382
2020-07-14,19.25078
2020-07-15,19.66701
2020-07-16,18.9386
2020-07-17,12.79916
2020-07-18,9.67741
2020-07-19,8.11654
2020-07-20,15.50468
2020-07-21,16.54526
2020-07-22,18.21019
2020-07-23,18.21019
2020-07-24,13.83975
2020-07-25,9.15712
2020-07-26,9.4693
2020-07-27,15.92091
2020-07-28,41.20707
2020-07-29,48.59521
2020-07-30,26.32674
2020-07-31,18.73048
2020-08-01,11.23829
2020-08-02,12.48699
2020-08-03,18.83454
2020-08-04,17.06555
2020-08-05,15.92091
2020-08-06,16.12903
2020-08-07,14.04786
2020-08-08,9.98959
2020-08-09,9.88553
2020-08-10,17.37773
2020-08-11,15.81685
2020-08-12,16.54526
2020-08-13,14.88033
2020-08-14,12.59105
2020-08-15,6.86784
2020-08-16,9.78147
2020-08-17,10.92611
2020-08-18,16.96149
2020-08-19,18.10613
2020-08-20,12.90322
2020-08-21,10.30176
2020-08-22,7.90842
2020-08-23,7.90842
2020-08-24,20.70759
2020-08-25,19.45889
2020-08-26,17.06555
2020-08-27,17.6899
2020-08-28,14.88033
2020-08-29,7.80437
2020-08-30,7.38813
2020-08-31,17.37773
2020-09-01,16.12903
2020-09-02,14.25598
2020-09-03,15.08844
2020-09-04,14.46409
2020-09-05,10.718
2020-09-06,9.4693
2020-09-07,19.35483
2020-09-08,17.6899
2020-09-09,16.12903
2020-09-10,15.29656
2020-09-11,13.63163
2020-09-12,8.42872
2020-09-13,8.84495
2020-09-14,17.6899
2020-09-15,15.71279
2020-09-16,14.46409
2020-09-17,17.27367
2020-09-18,14.67221
2020-09-19,8.63683
2020-09-20,7.90842
2020-09-21,17.16961
2020-09-22,17.27367
2020-09-23,15.92091
2020-09-24,14.98439
2020-09-25,12.48699
2020-09-26,9.57336
2020-09-27,8.53277
2020-09-28,16.33714
2020-09-29,12.48699
2020-09-30,7.90842
2020-10-01,8.01248
2020-10-02,7.70031
2020-10-03,10.40582
2020-10-04,13.83975
2020-10-05,18.73048
2020-10-06,17.06555
2020-10-07,16.75338
2020-10-08,15.08844
2020-10-09,8.01248
2020-10-10,9.36524
2020-10-11,8.94901
2020-10-12,21.12382
2020-10-13,20.60353
2020-10-14,17.48178
2020-10-15,16.02497
2020-10-16,14.04786
2020-10-17,6.9719
2020-10-18,9.67741
2020-10-19,20.81165
2020-10-20,17.58584
2020-10-21,15.40062
2020-10-22,14.56815
2020-10-23,13.83975
2020-10-24,9.4693
2020-10-25,9.57336
2020-10-26,17.16961
2020-10-27,18.10613
2020-10-28,15.29656
2020-10-29,16.96149
2020-10-30,16.64932
2020-10-31,8.63683
2020-11-01,9.4693
2020-11-02,17.6899
2020-11-03,17.6899
2020-11-04,14.56815
2020-11-05,15.71279
2020-11-06,16.02497
2020-11-07,11.13423
2020-11-08,12.38293
2020-11-09,20.29136
2020-11-10,27.26326
2020-11-11,18.83454
2020-11-12,19.04266
2020-11-13,15.60874
2020-11-14,9.05306
2020-11-15,12.38293
2020-11-16,17.79396
2020-11-17,17.16961
2020-11-18,17.37773
2020-11-19,17.79396
2020-11-20,17.06555
2020-11-21,12.59105
2020-11-22,13.00728
2020-11-23,19.56295
2020-11-24,18.9386
2020-11-25,19.14672
2020-11-26,22.37252
2020-11-27,16.54526
2020-11-28,10.09365
2020-11-29,13.9438
2020-11-30,18.52237
2020-12-01,20.91571
2020-12-02,22.47658
2020-12-03,22.89281
2020-12-04,20.08324
2020-12-05,11.75858
2020-12-06,16.54526
2020-12-07,22.16441
2020-12-08,19.56295
2020-12-09,19.87513
2020-12-10,19.14672
2020-12-11,18.83454
2020-12-12,13.11134
2020-12-13,13.11134
2020-12-14,20.39542
2020-12-15,24.66181
2020-12-16,22.78876
2020-12-17,21.54006
2020-12-18,18.41831
2020-12-19,14.25598
2020-12-20,12.17481
2020-12-21,21.54006
2020-12-22,23.9334
2020-12-23,20.60353
2020-12-24,19.87513
2020-12-25,11.4464
2020-12-26,15.1925
2020-12-27,15.71279
2020-12-28,25.70239
2020-12-29,24.45369
2020-12-30,17.58584
2020-12-31,15.50468
2021-01-01,14.25598
2021-01-02,13.83975
2021-01-03,15.1925
2021-01-04,24.66181
2021-01-05,22.99687
2021-01-06,22.47658
2021-01-07,24.14151
2021-01-08,22.37252
2021-01-09,12.48699
2021-01-10,16.23309
2021-01-11,25.39021
2021-01-12,20.60353
2021-01-13,21.436
2021-01-14,22.6847
2021-01-15,17.6899
2021-01-16,14.04786
2021-01-17,11.9667
2021-01-18,18.9386
2021-01-19,21.436
2021-01-20,21.22788
2021-01-21,18.52237
2021-01-22,16.75338
2021-01-23,13.9438
2021-01-24,14.15192
2021-01-25,24.76586
2021-01-26,21.22788
2021-01-27,19.56295
2021-01-28,16.75338
2021-01-29,16.33714
2021-01-30,12.6951
2021-01-31,9.57336
2021-02-01,18.73048
2021-02-02,16.54526
2021-02-03,17.58584
2021-02-04,16.85744
2021-02-05,18.62643
2021-02-06,11.55046
2021-02-07,11.34235
2021-02-08,19.35483
2021-02-09,17.06555
2021-02-10,13.42351
2021-02-11,8.74089
2021-02-12,9.98959
2021-02-13,11.9667
2021-02-14,11.4464
2021-02-15,7.80437
2021-02-16,15.29656
2021-02-17,13.00728
2021-02-18,16.02497
2021-02-19,20.1873
2021-02-20,12.59105
2021-02-21,12.07075
2021-02-22,19.87513
2021-02-23,18.83454
2021-02-24,18.31425
2021-02-25,19.45889
2021-02-26,12.17481
2021-02-27,10.09365
2021-02-28,10.30176
2021-03-01,8.84495
2021-03-02,19.14672
2021-03-03,19.14672
2021-03-04,19.45889
2021-03-05,14.77627
2021-03-06,8.63683
2021-03-07,11.55046
2021-03-08,17.16961
2021-03-09,20.29136
2021-03-10,16.4412
2021-03-11,14.77627
2021-03-12,16.54526
2021-03-13,8.84495
2021-03-14,10.50988
2021-03-15,17.06555
2021-03-16,14.77627
2021-03-17,13.00728
2021-03-18,15.29656
2021-03-19,12.07075
2021-03-20,9.78147
2021-03-21,11.13423
2021-03-22,15.29656
2021-03-23,14.88033
2021-03-24,15.60874
2021-03-25,16.75338
2021-03-26,11.9667
2021-03-27,6.45161
2021-03-28,11.03017
2021-03-29,16.85744
2021-03-30,17.6899
2021-03-31,19.87513
2021-04-01,16.23309
2021-04-02,17.16961
2021-04-03,9.67741
2021-04-04,11.55046
2021-04-05,19.77107
2021-04-06,21.54006
2021-04-07,21.01977
2021-04-08,17.27367
2021-04-09,12.48699
2021-04-10,9.05306
2021-04-11,9.26118
2021-04-12,12.79916
2021-04-13,16.64932
2021-04-14,20.08324
2021-04-15,36.31633
2021-04-16,35.17169
2021-04-17,14.77627
2021-04-18,14.25598
2021-04-19,24.86992
2021-04-20,22.6847
2021-04-21,28.19979
2021-04-22,24.03746
2021-04-23,17.6899
2021-04-24,14.67221
2021-04-25,13.52757
2021-04-26,21.436
2021-04-27,22.99687
2021-04-28,19.97918
2021-04-29,18.41831
2021-04-30,15.60874
2021-05-01,12.48699
2021-05-02,14.15192
2021-05-03,21.85223
2021-05-04,19.04266
2021-05-05,14.98439
2021-05-06,19.77107
2021-05-07,16.75338
2021-05-08,11.86264
2021-05-09,12.79916
2021-05-10,22.89281
2021-05-11,25.70239
2021-05-12,21.95629
2021-05-13,16.54526
2021-05-14,16.12903
2021-05-15,11.34235
2021-05-16,10.61394
2021-05-17,15.92091
2021-05-18,13.52757
2021-05-19,9.78147
2021-05-20,15.71279
2021-05-21,17.16961
2021-05-22,9.98959
2021-05-23,11.4464
2021-05-24,17.37773
2021-05-25,20.81165
2021-05-26,16.54526
2021-05-27,20.49947
2021-05-28,14.88033
2021-05-29,12.59105
2021-05-30,8.32466
2021-05-31,15.1925
2021-06-01,14.56815
2021-06-02,14.67221
2021-06-03,14.67221
2021-06-04,13.9438
2021-06-05,7.90842
2021-06-06,8.42872
2021-06-07,17.6899
2021-06-08,12.59105
2021-06-09,13.31945
2021-06-10,16.23309
2021-06-11,12.27887
2021-06-12,7.80437
2021-06-13,10.82206
2021-06-14,18.10613
2021-06-15,17.48178
2021-06-16,14.56815
2021-06-17,13.9438
2021-06-18,13.83975
2021-06-19,8.01248
2021-06-20,9.15712
2021-06-21,18.62643
2021-06-22,14.98439
2021-06-23,19.66701
2021-06-24,14.04786
2021-06-25,15.50468
2021-06-26,9.05306
2021-06-27,8.32466
2021-06-28,17.16961
2021-06-29,19.97918
2021-06-30,18.62643
2021-07-01,13.9438
2021-07-02,16.23309
2021-07-03,10.82206
2021-07-04,11.75858
2021-07-05,18.9386
2021-07-06,17.16961
2021-07-07,18.41831
2021-07-08,15.50468
2021-07-09,15.50468
2021-07-10,9.26118
2021-07-11,9.4693
2021-07-12,17.6899
2021-07-13,16.75338
2021-07-14,16.54526
2021-07-15,16.85744
2021-07-16,15.40062
2021-07-17,8.11654
2021-07-18,8.63683
2021-07-19,16.02497
2021-07-20,18.41831
2021-07-21,15.29656
2021-07-22,15.08844
2021-07-23,13.9438
2021-07-24,10.61394
2021-07-25,8.74089
2021-07-26,17.37773
2021-07-27,16.23309
2021-07-28,15.29656
2021-07-29,13.31945
2021-07-30,10.61394
2021-07-31,7.59625
2021-08-01,9.15712
2021-08-02,14.04786
2021-08-03,16.23309
2021-08-04,12.48699
2021-08-05,14.46409
2021-08-06,13.73569
2021-08-07,9.05306
2021-08-08,10.19771
2021-08-09,18.10613
2021-08-10,17.16961
2021-08-11,17.27367
2021-08-12,15.29656
2021-08-13,14.67221
2021-08-14,9.67741
2021-08-15,8.74089
2021-08-16,13.00728
2021-08-17,16.23309
2021-08-18,17.06555
2021-08-19,13.83975
2021-08-20,13.63163
2021-08-21,11.4464
2021-08-22,11.4464
2021-08-23,15.1925
2021-08-24,16.33714
2021-08-25,17.16961
2021-08-26,16.02497
2021-08-27,15.71279
2021-08-28,11.75858
2021-08-29,10.50988
2021-08-30,15.71279
2021-08-31,15.08844
2021-09-01,15.50468
2021-09-02,14.67221
2021-09-03,16.33714
2021-09-04,12.59105
2021-09-05,10.09365
2021-09-06,17.16961
2021-09-07,17.37773
2021-09-08,16.02497
2021-09-09,17.27367
2021-09-10,14.88033
2021-09-11,8.74089
2021-09-12,9.88553
2021-09-13,16.75338
2021-09-14,16.23309
2021-09-15,16.23309
2021-09-16,18.73048
2021-09-17,11.23829
2021-09-18,9.15712
2021-09-19,8.74089
2021-09-20,7.49219
2021-09-21,8.94901
2021-09-22,10.30176
2021-09-23,15.81685
2021-09-24,15.92091
2021-09-25,11.4464
2021-09-26,10.718
2021-09-27,16.85744
2021-09-28,16.75338
