date,스케줄
2020-07-27,23.59619
2020-07-28,22.18471
2020-07-29,21.87787
2020-07-30,20.49708
2020-07-31,20.43571
2020-08-01,12.76465
2020-08-02,12.82602
2020-08-03,21.44829
2020-08-04,20.68119
2020-08-05,22.9825
2020-08-06,22.46087
2020-08-07,20.19024
2020-08-08,11.47591
2020-08-09,11.6907
2020-08-10,24.51672
2020-08-11,21.66308
2020-08-12,22.27677
2020-08-13,21.66308
2020-08-14,20.80392
2020-08-15,11.13838
2020-08-16,11.23043
2020-08-17,14.08407
2020-08-18,21.54034
2020-08-19,19.45382
2020-08-20,20.09818
2020-08-21,20.22092
2020-08-22,10.67812
2020-08-23,10.55538
2020-08-24,20.34366
2020-08-25,20.6505
2020-08-26,20.31297
2020-08-27,21.08008
2020-08-28,20.12887
2020-08-29,12.08959
2020-08-30,11.96686
2020-08-31,22.03129
2020-09-01,22.92114
2020-09-02,21.32555
2020-09-03,21.01871
2020-09-04,19.36176
2020-09-05,11.59864
2020-09-06,12.30438
2020-09-07,24.11782
2020-09-08,23.56551
2020-09-09,21.29487
2020-09-10,22.92114
2020-09-11,21.60171
2020-09-12,11.90549
2020-09-13,14.05339
2020-09-14,23.71893
2020-09-15,22.82908
2020-09-16,22.64498
2020-09-17,21.44829
2020-09-18,21.50966
2020-09-19,12.64191
2020-09-20,13.8386
2020-09-21,25.95888
2020-09-22,23.59619
2020-09-23,23.28935
2020-09-24,20.80392
2020-09-25,21.17213
2020-09-26,12.67259
2020-09-27,12.97944
2020-09-28,20.19024
2020-09-29,19.72997
2020-09-30,9.94169
2020-10-01,8.80638
2020-10-02,10.03375
2020-10-03,10.55538
2020-10-04,12.58054
2020-10-05,24.9463
2020-10-06,22.49156
2020-10-07,21.47898
2020-10-08,21.17213
2020-10-09,13.62381
2020-10-10,12.18165
2020-10-11,13.31696
2020-10-12,24.33261
2020-10-13,22.27677
2020-10-14,22.58361
2020-10-15,22.06198
2020-10-16,19.82203
2020-10-17,12.24301
2020-10-18,12.15096
2020-10-19,22.9825
2020-10-20,20.55845
2020-10-21,23.7803
2020-10-22,21.60171
2020-10-23,20.4664
2020-10-24,10.73949
2020-10-25,12.97944
2020-10-26,22.18471
2020-10-27,20.71187
2020-10-28,22.2154
2020-10-29,22.46087
2020-10-30,19.79134
2020-10-31,12.61123
2020-11-01,12.88738
2020-11-02,23.47345
2020-11-03,23.32003
2020-11-04,20.0675
2020-11-05,20.22092
2020-11-06,20.00613
2020-11-07,12.30438
2020-11-08,12.2737
2020-11-09,22.30745
2020-11-10,20.68119
2020-11-11,19.94476
2020-11-12,18.41055
2020-11-13,19.20834
2020-11-14,11.99754
2020-11-15,12.76465
2020-11-16,22.43019
2020-11-17,20.55845
2020-11-18,21.14145
2020-11-19,19.72997
2020-11-20,20.77324
2020-11-21,12.2737
2020-11-22,11.66001
2020-11-23,21.32555
2020-11-24,21.20282
2020-11-25,21.29487
2020-11-26,18.74808
2020-11-27,17.61276
2020-11-28,10.83154
2020-11-29,12.05891
2020-11-30,21.60171
2020-12-01,22.3995
2020-12-02,20.71187
2020-12-03,21.32555
2020-12-04,20.31297
2020-12-05,11.93617
2020-12-06,12.05891
2020-12-07,21.47898
2020-12-08,20.58913
2020-12-09,21.14145
2020-12-10,20.0675
2020-12-11,19.14697
2020-12-12,10.55538
2020-12-13,11.56796
2020-12-14,19.23903
2020-12-15,20.12887
2020-12-16,19.97545
2020-12-17,19.69929
2020-12-18,17.98097
2020-12-19,10.92359
2020-12-20,11.99754
2020-12-21,19.76066
2020-12-22,21.60171
2020-12-23,21.60171
2020-12-24,19.14697
2020-12-25,10.55538
2020-12-26,12.08959
2020-12-27,11.78275
2020-12-28,21.38692
2020-12-29,20.49708
2020-12-30,19.05492
2020-12-31,17.18318
2021-01-01,10.55538
2021-01-02,11.99754
2021-01-03,14.05339
2021-01-04,23.9644
2021-01-05,20.28229
2021-01-06,20.43571
2021-01-07,20.34366
2021-01-08,18.53329
2021-01-09,11.16907
2021-01-10,13.22491
2021-01-11,21.01871
2021-01-12,20.19024
2021-01-13,20.95734
2021-01-14,20.49708
2021-01-15,20.03682
2021-01-16,12.36575
2021-01-17,14.26818
2021-01-18,22.95182
2021-01-19,22.30745
2021-01-20,22.15403
2021-01-21,22.70635
2021-01-22,19.26971
2021-01-23,11.93617
2021-01-24,12.94875
2021-01-25,24.82356
2021-01-26,21.20282
2021-01-27,22.9825
2021-01-28,21.2335
2021-01-29,20.52776
2021-01-30,13.28628
2021-01-31,13.01012
2021-02-01,24.51672
2021-02-02,22.49156
2021-02-03,21.66308
2021-02-04,19.63792
2021-02-05,18.84013
2021-02-06,11.84412
2021-02-07,11.90549
2021-02-08,22.30745
2021-02-09,19.91408
2021-02-10,17.12181
2021-02-11,9.63485
2021-02-12,7.7938
2021-02-13,9.1439
2021-02-14,10.67812
2021-02-15,23.13593
2021-02-16,24.73151
2021-02-17,20.86529
2021-02-18,21.60171
2021-02-19,20.71187
2021-02-20,11.96686
2021-02-21,13.31696
2021-02-22,23.56551
2021-02-23,22.24608
2021-02-24,23.84166
2021-02-25,21.41761
2021-02-26,23.01319
2021-02-27,14.66707
2021-02-28,12.51917
2021-03-01,19.69929
2021-03-02,31.63547
2021-03-03,28.38293
2021-03-04,28.35225
2021-03-05,23.53482
2021-03-06,13.59312
2021-03-07,13.74654
2021-03-08,24.05645
2021-03-09,23.13593
2021-03-10,24.30193
2021-03-11,24.14851
2021-03-12,21.72445
2021-03-13,13.56244
2021-03-14,13.89996
2021-03-15,24.51672
2021-03-16,23.53482
2021-03-17,23.59619
2021-03-18,22.85977
2021-03-19,21.26419
2021-03-20,12.8567
2021-03-21,13.25559
2021-03-22,23.71893
2021-03-23,23.62687
2021-03-24,20.4664
2021-03-25,21.6324
2021-03-26,20.22092
2021-03-27,13.50107
2021-03-28,13.56244
2021-03-29,22.67566
2021-03-30,21.90856
2021-03-31,22.61429
2021-04-01,22.89045
2021-04-02,20.55845
2021-04-03,12.48849
2021-04-04,13.50107
2021-04-05,22.27677
2021-04-06,22.2154
2021-04-07,20.98803
2021-04-08,21.17213
2021-04-09,19.54587
2021-04-10,11.04633
2021-04-11,11.96686
2021-04-12,21.01871
2021-04-13,21.96992
2021-04-14,20.95734
2021-04-15,20.61982
2021-04-16,18.93218
2021-04-17,11.38386
2021-04-18,11.78275
2021-04-19,23.25866
2021-04-20,19.97545
2021-04-21,21.29487
2021-04-22,20.74255
2021-04-23,18.99355
2021-04-24,13.65449
2021-04-25,13.31696
2021-04-26,23.68824
2021-04-27,21.75513
2021-04-28,21.75513
2021-04-29,22.58361
2021-04-30,21.84719
2021-05-01,12.54986
2021-05-02,14.26818
2021-05-03,23.16661
2021-05-04,21.0494
2021-05-05,13.96133
2021-05-06,23.56551
2021-05-07,22.36882
2021-05-08,14.20681
2021-05-09,14.36023
2021-05-10,24.14851
2021-05-11,22.24608
2021-05-12,21.66308
2021-05-13,20.43571
2021-05-14,20.40503
2021-05-15,12.64191
2021-05-16,13.10217
2021-05-17,23.44277
2021-05-18,21.47898
2021-05-19,13.8386
2021-05-20,21.69377
2021-05-21,21.75513
2021-05-22,11.38386
2021-05-23,13.89996
2021-05-24,24.30193
2021-05-25,22.58361
2021-05-26,22.52224
2021-05-27,22.3995
2021-05-28,20.98803
2021-05-29,13.77723
2021-05-30,14.66707
2021-05-31,24.79288
2021-06-01,25.16109
2021-06-02,21.84719
2021-06-03,22.03129
2021-06-04,21.29487
2021-06-05,13.53175
2021-06-06,13.16354
2021-06-07,25.37588
2021-06-08,20.83461
2021-06-09,22.3995
2021-06-10,20.49708
2021-06-11,20.74255
2021-06-12,13.59312
2021-06-13,12.30438
2021-06-14,22.33814
2021-06-15,21.44829
2021-06-16,21.66308
2021-06-17,22.61429
2021-06-18,20.55845
2021-06-19,12.54986
2021-06-20,14.17612
2021-06-21,25.22246
2021-06-22,20.34366
2021-06-23,22.76772
2021-06-24,22.73703
2021-06-25,19.79134
2021-06-26,13.34765
2021-06-27,13.86928
2021-06-28,24.70082
2021-06-29,23.16661
2021-06-30,24.3633
2021-07-01,24.70082
2021-07-02,21.50966
2021-07-03,13.89996
2021-07-04,13.71586
2021-07-05,23.13593
2021-07-06,22.33814
2021-07-07,22.33814
2021-07-08,20.52776
2021-07-09,19.85271
2021-07-10,12.42712
2021-07-11,13.74654
2021-07-12,22.06198
2021-07-13,22.09266
2021-07-14,22.95182
2021-07-15,20.37434
2021-07-16,20.68119
2021-07-17,14.94323
2021-07-18,13.86928
2021-07-19,24.24056
2021-07-20,25.43725
2021-07-21,23.3814
2021-07-22,22.3995
2021-07-23,20.34366
2021-07-24,12.12028
2021-07-25,13.22491
2021-07-26,22.30745
2021-07-27,20.43571
2021-07-28,21.84719
2021-07-29,19.0856
2021-07-30,17.95029
2021-07-31,11.53728
2021-08-01,13.99202
2021-08-02,20.22092
2021-08-03,20.15955
2021-08-04,20.15955
2021-08-05,20.00613
2021-08-06,18.65602
2021-08-07,11.75207
2021-08-08,12.08959
2021-08-09,23.16661
2021-08-10,20.43571
2021-08-11,20.92666
2021-08-12,20.89598
2021-08-13,19.63792
2021-08-14,11.04633
2021-08-15,13.80791
2021-08-16,15.67965
2021-08-17,20.71187
2021-08-18,22.06198
2021-08-19,20.92666
2021-08-20,21.8165
2021-08-21,13.40902
2021-08-22,15.40349
2021-08-23,24.05645
2021-08-24,22.12335
2021-08-25,23.28935
2021-08-26,21.47898
2021-08-27,21.41761
2021-08-28,14.36023
2021-08-29,15.86376
2021-08-30,24.63945
2021-08-31,23.93372
2021-09-01,24.48603
2021-09-02,22.18471
2021-09-03,21.0494
2021-09-04,13.56244
2021-09-05,13.68517
2021-09-06,26.20435
2021-09-07,22.89045
2021-09-08,23.84166
2021-09-09,22.89045
2021-09-10,20.77324
2021-09-11,14.48297
2021-09-12,13.89996
2021-09-13,23.50414
2021-09-14,23.53482
2021-09-15,23.50414
2021-09-16,21.47898
2021-09-17,18.5026
2021-09-18,11.84412
2021-09-19,10.18717
2021-09-20,9.32801
2021-09-21,9.72691
2021-09-22,12.82602
2021-09-23,21.69377
2021-09-24,23.07456
2021-09-25,14.23749
2021-09-26,14.4216
2021-09-27,23.74961
2021-09-28,23.53482
2021-09-29,22.67566
2021-09-30,23.71893
2021-10-01,23.90303
2021-10-02,15.98649
2021-10-03,12.76465
2021-10-04,17.76618
2021-10-05,24.30193
2021-10-06,22.85977
2021-10-07,22.82908
2021-10-08,20.52776
2021-10-09,13.34765
2021-10-10,12.76465
2021-10-11,14.72844
2021-10-12,23.32003
2021-10-13,22.9825
2021-10-14,21.90856
2021-10-15,18.44123
2021-10-16,13.47038
2021-10-17,13.04081
2021-10-18,20.28229
2021-10-19,21.90856
2021-10-20,20.92666
2021-10-21,21.66308
2021-10-22,19.05492
2021-10-23,12.30438
2021-10-24,13.74654
2021-10-25,22.82908
2021-10-26,21.08008
2021-10-27,22.67566
2021-10-28,24.67014
2021-10-29,19.30039
2021-10-30,11.8748
2021-10-31,14.17612
2021-11-01,22.58361
2021-11-02,24.73151
2021-11-03,22.12335
2021-11-04,21.72445
2021-11-05,19.69929
2021-11-06,12.30438
2021-11-07,12.36575
2021-11-08,24.08714
2021-11-09,23.44277
2021-11-10,22.9825
2021-11-11,21.41761
2021-11-12,21.50966
2021-11-13,12.18165
2021-11-14,13.65449
2021-11-15,22.49156
2021-11-16,22.76772
2021-11-17,21.50966
2021-11-18,23.19729
2021-11-19,20.68119
2021-11-20,12.30438
2021-11-21,14.11475
2021-11-22,22.61429
2021-11-23,23.50414
2021-11-24,23.25866
2021-11-25,24.39398
2021-11-26,23.71893
2021-11-27,13.99202
2021-11-28,13.74654
2021-11-29,24.24056
2021-11-30,23.81098
2021-12-01,23.41208
2021-12-02,23.41208
2021-12-03,22.09266
2021-12-04,13.99202
2021-12-05,15.80239
2021-12-06,23.32003
2021-12-07,23.3814
2021-12-08,22.46087
2021-12-09,22.00061
2021-12-10,20.34366
2021-12-11,13.31696
2021-12-12,13.99202
2021-12-13,23.59619
2021-12-14,22.9825
2021-12-15,20.74255
2021-12-16,23.07456
2021-12-17,20.98803
2021-12-18,12.70328
2021-12-19,14.85118
2021-12-20,22.73703
2021-12-21,24.45535
2021-12-22,21.26419
2021-12-23,19.94476
2021-12-24,19.0856
2021-12-25,12.4578
2021-12-26,14.11475
2021-12-27,23.53482
2021-12-28,21.17213
2021-12-29,22.92114
2021-12-30,21.66308
2021-12-31,19.91408
2022-01-01,13.74654
2022-01-02,14.88186
2022-01-03,28.01472
2022-01-04,27.52378
2022-01-05,25.49861
2022-01-06,26.63393
2022-01-07,25.40656
2022-01-08,14.85118
2022-01-09,16.50813
2022-01-10,26.51119
2022-01-11,23.81098
2022-01-12,23.71893
2022-01-13,22.95182
2022-01-14,22.67566
2022-01-15,13.37833
2022-01-16,15.1887
2022-01-17,23.87235
2022-01-18,23.99509
2022-01-19,21.69377
2022-01-20,22.18471
2022-01-21,21.14145
2022-01-22,15.49555
2022-01-23,15.12733
2022-01-24,25.43725
2022-01-25,23.32003
2022-01-26,22.58361
2022-01-27,21.93924
2022-01-28,20.09818
2022-01-29,12.79533
2022-01-30,100.0
2022-01-31,39.76679
2022-02-01,56.61245
2022-02-02,23.71893
2022-02-03,33.04694
2022-02-04,35.80853
2022-02-05,33.01626
2022-02-06,26.05093
2022-02-07,28.75115
2022-02-08,26.26572
2022-02-09,22.70635
2022-02-10,22.85977
2022-02-11,21.8165
2022-02-12,14.57502
2022-02-13,14.6057
2022-02-14,22.89045
2022-02-15,22.70635
2022-02-16,23.35072
2022-02-17,22.24608
2022-02-18,19.54587
2022-02-19,13.56244
2022-02-20,13.96133
2022-02-21,25.34519
2022-02-22,22.9825
2022-02-23,24.30193
2022-02-24,23.07456
2022-02-25,21.96992
2022-02-26,16.13992
2022-02-27,17.1525
2022-02-28,24.67014
2022-03-01,19.91408
2022-03-02,28.81251
2022-03-03,25.80546
2022-03-04,24.24056
2022-03-05,14.94323
2022-03-06,16.93771
2022-03-07,25.22246
2022-03-08,23.93372
2022-03-09,13.86928
2022-03-10,22.49156
2022-03-11,18.99355
2022-03-12,15.25007
2022-03-13,15.34212
2022-03-14,25.5293
2022-03-15,23.84166
2022-03-16,23.22798
2022-03-17,22.67566
2022-03-18,23.3814
2022-03-19,14.39091
2022-03-20,13.86928
2022-03-21,23.56551
2022-03-22,23.99509
2022-03-23,22.76772
2022-03-24,22.12335
2022-03-25,22.27677
2022-03-26,16.10923
2022-03-27,14.72844
2022-03-28,24.30193
2022-03-29,24.02577
2022-03-30,26.32709
2022-03-31,25.25314
2022-04-01,21.57103
2022-04-02,14.08407
2022-04-03,15.95581
2022-04-04,24.20988
2022-04-05,24.79288
2022-04-06,23.07456
2022-04-07,22.00061
2022-04-08,22.7984
2022-04-09,13.65449
2022-04-10,14.08407
2022-04-11,21.72445
2022-04-12,23.04387
2022-04-13,23.56551
2022-04-14,24.17919
2022-04-15,20.28229
2022-04-16,13.25559
2022-04-17,15.12733
2022-04-18,26.26572
2022-04-19,23.19729
2022-04-20,24.11782
2022-04-21,21.2335
2022-04-22,21.6324
2022-04-23,13.56244
2022-04-24,16.44676
2022-04-25,24.57809
2022-04-26,26.35777
2022-04-27,24.20988
2022-04-28,23.53482
2022-04-29,20.55845
2022-04-30,16.63086
2022-05-01,15.74102
2022-05-02,26.20435
2022-05-03,25.25314
2022-05-04,23.53482
2022-05-05,15.86376
2022-05-06,20.6505
2022-05-07,15.25007
2022-05-08,14.85118
2022-05-09,26.87941
2022-05-10,24.3633
2022-05-11,23.93372
2022-05-12,23.47345
2022-05-13,22.61429
2022-05-14,14.23749
2022-05-15,15.7717
2022-05-16,25.89751
2022-05-17,25.1304
2022-05-18,25.37588
2022-05-19,24.79288
2022-05-20,23.28935
2022-05-21,15.15802
2022-05-22,15.7717
2022-05-23,23.84166
2022-05-24,25.19177
2022-05-25,24.73151
2022-05-26,24.63945
2022-05-27,23.99509
2022-05-28,16.1706
2022-05-29,16.47744
2022-05-30,28.19883
2022-05-31,27.70788
2022-06-01,17.52071
2022-06-02,26.14298
2022-06-03,23.74961
2022-06-04,15.21939
2022-06-05,13.4397
2022-06-06,16.13992
2022-06-07,24.82356
2022-06-08,24.88493
2022-06-09,25.19177
2022-06-10,20.6505
2022-06-11,15.43418
2022-06-12,15.64897
2022-06-13,24.5474
2022-06-14,23.99509
2022-06-15,22.92114
2022-06-16,25.77477
2022-06-17,22.95182
2022-06-18,15.40349
2022-06-19,15.64897
2022-06-20,26.91009
2022-06-21,26.23504
2022-06-22,24.05645
2022-06-23,22.76772
2022-06-24,22.64498
2022-06-25,14.17612
2022-06-26,15.49555
2022-06-27,25.37588
2022-06-28,24.05645
2022-06-29,25.31451
2022-06-30,22.55293
2022-07-01,24.5474
2022-07-02,15.80239
2022-07-03,16.07855
2022-07-04,27.43172
2022-07-05,25.09972
2022-07-06,24.88493
2022-07-07,23.65756
2022-07-08,23.04387
2022-07-09,15.92513
2022-07-10,15.37281
2022-07-11,26.84872
2022-07-12,25.06903
2022-07-13,23.74961
2022-07-14,23.16661
2022-07-15,23.19729
2022-07-16,14.4216
2022-07-17,13.22491
2022-07-18,25.92819
2022-07-19,30.10125
2022-07-20,37.86437
2022-07-21,33.722
2022-07-22,26.72598
2022-07-23,19.54587
2022-07-24,18.19576
2022-07-25,29.45688
2022-07-26,26.14298
2022-07-27,26.17367
2022-07-28,25.68272
2022-07-29,23.99509
2022-07-30,15.55691
2022-07-31,17.49002
2022-08-01,25.89751
2022-08-02,25.5293
2022-08-03,25.06903
2022-08-04,25.03835
2022-08-05,22.58361
2022-08-06,14.05339
2022-08-07,14.29886
2022-08-08,25.37588
2022-08-09,23.10524
2022-08-10,26.35777
2022-08-11,22.61429
2022-08-12,22.7984
2022-08-13,15.43418
2022-08-14,15.40349
2022-08-15,17.85823
2022-08-16,26.2964
2022-08-17,25.83614
2022-08-18,25.95888
2022-08-19,24.63945
2022-08-20,14.63639
2022-08-21,14.78981
2022-08-22,27.43172
2022-08-23,26.41914
2022-08-24,24.45535
2022-08-25,26.14298
2022-08-26,23.47345
2022-08-27,15.95581
2022-08-28,14.85118
2022-08-29,26.32709
2022-08-30,24.82356
2022-08-31,26.97146
2022-09-01,24.48603
2022-09-02,23.10524
2022-09-03,16.66155
2022-09-04,16.32402
2022-09-05,25.19177
2022-09-06,24.79288
2022-09-07,23.35072
2022-09-08,19.42313
2022-09-09,11.59864
2022-09-10,11.01564
2022-09-11,12.8567
2022-09-12,17.82755
2022-09-13,26.81804
2022-09-14,25.25314
2022-09-15,25.00767
2022-09-16,25.31451
2022-09-17,16.56949
2022-09-18,16.41607
2022-09-19,28.93525
2022-09-20,25.55998
2022-09-21,24.51672
2022-09-22,23.13593
2022-09-23,21.87787
2022-09-24,14.51365
2022-09-25,15.86376
2022-09-26,27.6772
2022-09-27,26.05093
2022-09-28,25.92819
2022-09-29,25.7134
2022-09-30,24.79288
2022-10-01,15.89444
2022-10-02,15.83307
2022-10-03,17.3366
2022-10-04,26.02025
2022-10-05,25.28382
2022-10-06,24.05645
2022-10-07,22.00061
2022-10-08,13.31696
2022-10-09,14.91254
2022-10-10,16.53881
2022-10-11,22.3995
2022-10-12,22.43019
2022-10-13,23.90303
2022-10-14,20.92666
2022-10-15,14.63639
2022-10-16,13.74654
2022-10-17,24.88493
2022-10-18,22.70635
2022-10-19,23.19729
2022-10-20,21.17213
2022-10-21,21.29487
2022-10-22,15.03528
2022-10-23,14.82049
2022-10-24,24.63945
2022-10-25,24.11782
2022-10-26,22.92114
2022-10-27,22.7984
2022-10-28,22.76772
2022-10-29,13.74654
2022-10-30,13.71586
2022-10-31,23.87235
2022-11-01,24.70082
2022-11-02,22.58361
2022-11-03,22.24608
2022-11-04,21.29487
2022-11-05,13.25559
2022-11-06,13.50107
2022-11-07,24.33261
2022-11-08,22.61429
2022-11-09,23.22798
2022-11-10,20.77324
2022-11-11,22.06198
2022-11-12,12.76465
2022-11-13,13.93065
2022-11-14,25.68272
2022-11-15,23.7803
2022-11-16,23.13593
2022-11-17,23.32003
2022-11-18,21.47898
2022-11-19,12.70328
2022-11-20,14.4216
2022-11-21,24.08714
2022-11-22,23.32003
2022-11-23,23.13593
2022-11-24,22.61429
2022-11-25,21.6324
2022-11-26,13.13286
2022-11-27,15.67965
2022-11-28,24.30193
2022-11-29,24.27124
2022-11-30,23.7803
2022-12-01,22.18471
2022-12-02,22.92114
2022-12-03,13.19423
2022-12-04,19.79134
2022-12-05,26.51119
2022-12-06,25.68272
2022-12-07,27.18625
2022-12-08,25.06903
2022-12-09,25.74409
2022-12-10,18.10371
2022-12-11,17.70481
2022-12-12,25.5293
2022-12-13,26.08162
2022-12-14,25.28382
2022-12-15,22.85977
2022-12-16,23.3814
2022-12-17,16.20128
2022-12-18,17.30592
2022-12-19,25.22246
2022-12-20,27.37035
2022-12-21,24.48603
2022-12-22,24.20988
2022-12-23,23.04387
2022-12-24,16.99907
2022-12-25,16.50813
2022-12-26,24.73151
2022-12-27,25.28382
2022-12-28,24.63945
2022-12-29,24.79288
2022-12-30,23.04387
2022-12-31,16.10923
2023-01-01,16.93771
2023-01-02,28.4443
2023-01-03,27.73857
2023-01-04,26.6953
2023-01-05,28.75115
2023-01-06,24.51672
2023-01-07,17.02976
2023-01-08,17.76618
2023-01-09,30.46946
2023-01-10,24.88493
2023-01-11,25.98956
2023-01-12,25.1304
2023-01-13,22.7984
2023-01-14,15.15802
2023-01-15,15.89444
2023-01-16,26.17367
2023-01-17,24.9463
2023-01-18,23.22798
2023-01-19,20.80392
2023-01-20,18.65602
2023-01-21,11.01564
2023-01-22,9.91101
2023-01-23,11.56796
2023-01-24,14.05339
2023-01-25,24.82356
2023-01-26,24.33261
2023-01-27,26.02025
2023-01-28,16.04786
2023-01-29,19.0856
2023-01-30,29.54894
2023-01-31,27.70788
2023-02-01,27.33967
2023-02-02,27.40104
2023-02-03,24.70082
2023-02-04,17.70481
2023-02-05,16.41607
2023-02-06,27.18625
2023-02-07,28.07609
2023-02-08,24.33261
2023-02-09,25.49861
2023-02-10,23.9644
2023-02-11,14.72844
2023-02-12,17.3366
2023-02-13,27.55446
2023-02-14,25.55998
2023-02-15,25.1304
2023-02-16,25.92819
2023-02-17,24.88493
2023-02-18,16.53881
2023-02-19,16.01718
2023-02-20,28.47499
2023-02-21,26.97146
2023-02-22,25.7134
2023-02-23,27.70788
2023-02-24,26.60325
2023-02-25,15.40349
2023-02-26,17.12181
2023-02-27,29.21141
2023-02-28,29.79441
2023-03-01,22.76772
2023-03-02,32.31052
2023-03-03,28.81251
2023-03-04,17.70481
2023-03-05,20.0675
2023-03-06,30.07057
2023-03-07,28.59772
2023-03-08,29.05799
2023-03-09,25.98956
2023-03-10,23.16661
2023-03-11,14.05339
2023-03-12,15.52623
2023-03-13,27.6772
2023-03-14,28.2602
2023-03-15,25.62135
2023-03-16,25.09972
2023-03-17,22.12335
2023-03-18,13.77723
2023-03-19,15.80239
2023-03-20,26.23504
2023-03-21,26.75667
2023-03-22,25.09972
2023-03-23,24.3633
2023-03-24,23.81098
2023-03-25,14.94323
2023-03-26,16.07855
2023-03-27,26.87941
2023-03-28,26.84872
2023-03-29,26.32709
2023-03-30,24.97698
2023-03-31,23.35072
2023-04-01,15.37281
2023-04-02,16.44676
2023-04-03,24.63945
2023-04-04,25.55998
2023-04-05,23.93372
2023-04-06,22.9825
2023-04-07,21.96992
2023-04-08,15.0046
2023-04-09,13.59312
2023-04-10,25.16109
2023-04-11,24.88493
2023-04-12,24.42467
2023-04-13,22.27677
2023-04-14,22.82908
2023-04-15,15.43418
2023-04-16,14.08407
2023-04-17,24.67014
2023-04-18,24.14851
2023-04-19,24.11782
2023-04-20,23.07456
2023-04-21,21.57103
2023-04-22,15.49555
2023-04-23,16.84565
2023-04-24,27.06351
2023-04-25,26.05093
2023-04-26,22.7984
2023-04-27,26.17367
2023-04-28,21.54034
2023-04-29,15.06597
2023-04-30,16.23197
2023-05-01,18.96287
2023-05-02,24.45535
2023-05-03,24.70082
2023-05-04,22.2154
2023-05-05,13.19423
2023-05-06,13.50107
2023-05-07,15.43418
2023-05-08,25.80546
2023-05-09,24.88493
2023-05-10,23.62687
2023-05-11,21.69377
2023-05-12,22.00061
2023-05-13,12.42712
2023-05-14,14.39091
2023-05-15,25.86683
2023-05-16,24.14851
2023-05-17,23.10524
2023-05-18,23.22798
2023-05-19,22.12335
2023-05-20,14.48297
2023-05-21,13.4397
2023-05-22,26.02025
2023-05-23,23.93372
2023-05-24,23.9644
2023-05-25,23.68824
2023-05-26,21.11077
2023-05-27,14.72844
2023-05-28,14.45228
