date,KB금융주가
2020-11-26,40.11602
2020-11-27,36.46203
2020-11-28,4.06961
2020-11-29,5.22123
2020-11-30,42.46255
2020-12-01,41.42349
2020-12-02,43.01671
2020-12-03,44.27223
2020-12-04,44.06442
2020-12-05,5.80136
2020-12-06,7.84483
2020-12-07,44.37613
2020-12-08,40.56628
2020-12-09,39.89089
2020-12-10,37.50108
2020-12-11,37.12875
2020-12-12,4.8489
2020-12-13,4.13888
2020-12-14,36.18495
2020-12-15,34.02026
2020-12-16,36.10702
2020-12-17,35.43163
2020-12-18,34.84284
2020-12-19,5.08269
2020-12-20,4.34669
2020-12-21,34.73027
2020-12-22,34.04623
2020-12-23,37.94267
2020-12-24,40.27188
2020-12-25,6.45077
2020-12-26,5.00476
2020-12-27,5.51562
2020-12-28,41.29361
2020-12-29,43.51026
2020-12-30,42.6617
2020-12-31,8.59814
2021-01-01,4.00034
2021-01-02,4.21681
2021-01-03,3.97437
2021-01-04,47.51926
2021-01-05,47.32877
2021-01-06,54.24712
2021-01-07,69.01896
2021-01-08,67.52965
2021-01-09,10.2866
2021-01-10,9.32548
2021-01-11,61.304
2021-01-12,55.71045
2021-01-13,65.71997
2021-01-14,58.1349
2021-01-15,48.61892
2021-01-16,6.5287
2021-01-17,5.57624
2021-01-18,44.42808
2021-01-19,48.43709
2021-01-20,48.02147
2021-01-21,48.58429
2021-01-22,42.0729
2021-01-23,6.64126
2021-01-24,5.42038
2021-01-25,43.17256
2021-01-26,41.25032
2021-01-27,43.15525
2021-01-28,42.54913
2021-01-29,45.91739
2021-01-30,5.80136
2021-01-31,4.38133
2021-02-01,49.98701
2021-02-02,44.54065
2021-02-03,45.29396
2021-02-04,44.55797
2021-02-05,59.50298
2021-02-06,11.42956
2021-02-07,8.97913
2021-02-08,63.75443
2021-02-09,49.7792
2021-02-10,42.90414
2021-02-11,5.22989
2021-02-12,4.76231
2021-02-13,5.07403
2021-02-14,6.34686
2021-02-15,53.75357
2021-02-16,45.25067
2021-02-17,47.29413
2021-02-18,42.03827
2021-02-19,39.75235
2021-02-20,5.34245
2021-02-21,4.9528
2021-02-22,38.32366
2021-02-23,38.80855
2021-02-24,42.73097
2021-02-25,47.6578
2021-02-26,39.0077
2021-02-27,5.22989
2021-02-28,6.11308
2021-03-01,5.81002
2021-03-02,40.08139
2021-03-03,39.8476
2021-03-04,45.19871
2021-03-05,51.48497
2021-03-06,7.57641
2021-03-07,6.68456
2021-03-08,80.53511
2021-03-09,100.0
2021-03-10,70.88925
2021-03-11,67.90198
2021-03-12,57.63269
2021-03-13,9.05706
2021-03-14,7.92276
2021-03-15,56.38583
2021-03-16,50.68837
2021-03-17,45.63165
2021-03-18,50.35067
2021-03-19,50.50653
2021-03-20,6.90103
2021-03-21,5.13464
2021-03-22,52.02182
2021-03-23,43.54489
2021-03-24,38.14183
2021-03-25,47.38938
2021-03-26,48.74015
2021-03-27,6.55468
2021-03-28,5.89661
2021-03-29,45.41518
2021-03-30,51.33777
2021-03-31,54.57615
2021-04-01,46.34167
2021-04-02,44.22027
2021-04-03,6.43345
2021-04-04,5.56758
2021-04-05,43.55355
2021-04-06,43.69209
2021-04-07,43.48428
2021-04-08,41.42349
2021-04-09,39.25881
2021-04-10,6.21698
2021-04-11,4.26876
2021-04-12,39.63979
2021-04-13,38.52281
2021-04-14,36.72179
2021-04-15,42.16815
2021-04-16,42.79158
2021-04-17,5.6888
2021-04-18,6.41613
2021-04-19,41.15507
2021-04-20,40.67884
2021-04-21,39.48393
2021-04-22,44.24625
2021-04-23,55.41605
2021-04-24,6.6326
2021-04-25,5.34245
2021-04-26,48.47172
2021-04-27,41.29361
2021-04-28,40.52298
2021-04-29,39.96016
2021-04-30,41.60533
2021-05-01,5.13464
2021-05-02,4.62377
2021-05-03,39.25881
2021-05-04,38.79989
2021-05-05,9.01376
2021-05-06,67.78941
2021-05-07,62.29976
2021-05-08,7.80154
2021-05-09,6.55468
2021-05-10,63.66785
2021-05-11,57.75391
2021-05-12,55.92692
2021-05-13,62.64611
2021-05-14,51.19923
2021-05-15,7.75824
2021-05-16,7.23006
2021-05-17,46.73997
2021-05-18,44.86102
2021-05-19,8.21716
2021-05-20,43.5016
2021-05-21,46.80924
2021-05-22,6.12174
2021-05-23,4.9961
2021-05-24,42.4712
2021-05-25,46.1252
2021-05-26,43.61416
2021-05-27,52.66256
2021-05-28,52.0045
2021-05-29,8.41631
2021-05-30,6.99627
2021-05-31,58.26478
2021-06-01,49.77054
2021-06-02,48.91332
2021-06-03,52.29024
2021-06-04,46.11654
2021-06-05,6.55468
2021-06-06,5.55026
2021-06-07,45.77019
2021-06-08,42.08156
2021-06-09,40.53164
2021-06-10,40.37579
2021-06-11,40.84336
2021-06-12,6.26894
2021-06-13,4.67572
2021-06-14,44.22027
2021-06-15,41.06849
2021-06-16,50.20348
2021-06-17,42.2201
2021-06-18,38.38427
2021-06-19,5.55026
2021-06-20,6.06978
2021-06-21,45.42384
2021-06-22,40.67018
2021-06-23,38.80855
2021-06-24,38.15914
2021-06-25,46.48021
2021-06-26,7.5158
2021-06-27,5.7927
2021-06-28,46.17715
2021-06-29,41.89973
2021-06-30,39.05965
2021-07-01,39.93419
2021-07-02,39.53589
2021-07-03,6.39016
2021-07-04,5.33379
2021-07-05,41.84777
2021-07-06,44.46272
2021-07-07,50.68837
2021-07-08,47.75305
2021-07-09,63.6765
2021-07-10,12.01835
2021-07-11,8.65875
2021-07-12,53.82284
2021-07-13,49.25101
2021-07-14,45.99532
2021-07-15,44.79175
2021-07-16,43.06866
2021-07-17,6.74517
2021-07-18,5.84466
2021-07-19,44.41077
2021-07-20,45.36323
2021-07-21,44.39345
2021-07-22,54.20382
2021-07-23,56.97462
2021-07-24,8.99644
2021-07-25,7.10018
2021-07-26,47.84829
2021-07-27,47.16425
2021-07-28,45.93471
2021-07-29,46.44557
2021-07-30,44.0038
2021-07-31,5.61953
2021-08-01,5.35977
2021-08-02,45.51043
2021-08-03,43.23318
2021-08-04,50.3247
2021-08-05,47.45865
2021-08-06,67.95393
2021-08-07,9.33414
2021-08-08,7.05688
2021-08-09,58.58515
2021-08-10,49.41553
2021-08-11,57.04389
2021-08-12,53.73625
2021-08-13,51.62351
2021-08-14,6.24296
2021-08-15,4.42462
2021-08-16,7.29933
2021-08-17,46.91315
2021-08-18,44.4454
2021-08-19,45.61433
2021-08-20,41.93436
2021-08-21,5.44635
2021-08-22,4.25145
2021-08-23,42.99939
2021-08-24,44.27223
2021-08-25,46.61875
2021-08-26,57.18244
2021-08-27,51.70144
2021-08-28,6.29491
2021-08-29,5.81002
2021-08-30,56.93999
2021-08-31,55.2169
2021-09-01,48.93064
2021-09-02,44.26357
2021-09-03,40.33249
2021-09-04,4.2601
2021-09-05,3.43752
2021-09-06,42.72231
2021-09-07,40.77409
2021-09-08,42.58377
2021-09-09,38.55745
2021-09-10,40.86933
2021-09-11,4.54584
2021-09-12,3.68863
2021-09-13,36.66118
2021-09-14,43.26781
2021-09-15,40.80006
2021-09-16,36.01177
2021-09-17,33.57866
2021-09-18,3.40289
2021-09-19,2.63226
2021-09-20,2.34652
2021-09-21,2.82275
2021-09-22,2.93531
2021-09-23,35.73469
2021-09-24,40.46237
2021-09-25,5.81868
2021-09-26,4.32937
2021-09-27,39.33673
2021-09-28,52.27292
2021-09-29,57.97904
2021-09-30,53.17343
2021-10-01,43.40635
2021-10-02,5.59355
2021-10-03,4.78829
2021-10-04,7.6197
2021-10-05,45.71824
2021-10-06,44.95627
2021-10-07,47.31145
2021-10-08,39.18088
2021-10-09,6.16503
2021-10-10,5.10866
2021-10-11,5.21257
2021-10-12,39.34539
2021-10-13,38.64403
2021-10-14,39.93419
2021-10-15,39.83894
2021-10-16,5.56758
2021-10-17,7.7669
2021-10-18,42.20278
2021-10-19,36.6352
2021-10-20,41.70058
2021-10-21,48.43709
2021-10-22,52.82708
2021-10-23,6.83176
2021-10-24,5.67148
2021-10-25,62.40367
2021-10-26,50.07359
2021-10-27,43.93453
2021-10-28,45.22469
2021-10-29,39.49259
2021-10-30,5.81002
2021-10-31,5.44635
2021-11-01,38.47086
2021-11-02,41.63131
2021-11-03,46.1252
2021-11-04,44.48004
2021-11-05,41.63131
2021-11-06,6.61529
2021-11-07,5.26452
2021-11-08,39.81297
2021-11-09,36.83435
2021-11-10,32.96389
2021-11-11,32.81669
2021-11-12,33.18036
2021-11-13,5.33379
2021-11-14,4.87488
2021-11-15,34.62637
2021-11-16,33.72586
2021-11-17,31.43129
2021-11-18,30.19309
2021-11-19,31.25811
2021-11-20,5.37708
2021-11-21,4.48523
2021-11-22,34.53978
2021-11-23,41.25898
2021-11-24,43.05134
2021-11-25,36.90362
2021-11-26,34.1155
2021-11-27,4.9961
2021-11-28,3.94839
2021-11-29,33.05048
2021-11-30,46.11654
2021-12-01,42.24608
2021-12-02,38.62672
2021-12-03,40.9819
2021-12-04,7.45519
2021-12-05,5.34245
2021-12-06,39.50991
2021-12-07,37.58766
2021-12-08,43.40635
2021-12-09,37.18936
2021-12-10,34.09819
2021-12-11,4.58914
2021-12-12,3.78387
2021-12-13,38.05524
2021-12-14,30.84249
2021-12-15,31.04164
2021-12-16,32.63486
2021-12-17,44.79175
2021-12-18,8.30374
2021-12-19,6.03515
2021-12-20,40.8347
2021-12-21,39.24149
2021-12-22,35.11126
2021-12-23,34.34063
2021-12-24,32.52229
2021-12-25,4.27742
2021-12-26,4.21681
2021-12-27,34.28868
2021-12-28,36.30617
2021-12-29,40.28054
2021-12-30,31.15421
2021-12-31,8.06996
2022-01-01,2.99593
2022-01-02,3.18642
2022-01-03,31.24945
2022-01-04,35.70871
2022-01-05,35.06797
2022-01-06,33.92501
2022-01-07,34.29734
2022-01-08,5.03939
2022-01-09,4.72768
2022-01-10,55.87496
2022-01-11,82.98553
2022-01-12,84.10251
2022-01-13,63.11368
2022-01-14,57.94441
2022-01-15,9.94025
2022-01-16,8.9012
2022-01-17,46.8179
2022-01-18,47.06035
2022-01-19,53.26868
2022-01-20,52.61927
2022-01-21,42.10754
2022-01-22,7.48116
2022-01-23,5.90527
2022-01-24,40.07273
2022-01-25,41.53606
2022-01-26,45.30262
2022-01-27,44.13369
2022-01-28,43.53623
2022-01-29,6.90103
2022-01-30,5.42038
2022-01-31,4.76231
2022-02-01,4.57182
2022-02-02,5.60221
2022-02-03,40.05541
2022-02-04,43.23318
2022-02-05,7.53311
2022-02-06,6.6759
2022-02-07,42.12485
2022-02-08,45.26798
2022-02-09,74.78569
2022-02-10,71.29621
2022-02-11,67.11403
2022-02-12,11.32565
2022-02-13,8.6068
2022-02-14,48.90466
2022-02-15,44.77443
2022-02-16,48.59295
2022-02-17,52.31621
2022-02-18,41.74387
2022-02-19,6.09576
2022-02-20,6.30357
2022-02-21,39.76101
2022-02-22,35.91652
2022-02-23,34.68698
2022-02-24,37.14607
2022-02-25,46.97376
2022-02-26,7.92276
2022-02-27,6.61529
2022-02-28,38.66135
2022-03-01,7.19542
2022-03-02,49.35492
2022-03-03,45.34591
2022-03-04,41.62265
2022-03-05,7.41189
2022-03-06,6.27759
2022-03-07,45.30262
2022-03-08,48.07342
2022-03-09,7.16945
2022-03-10,41.36288
2022-03-11,37.33656
2022-03-12,6.21698
2022-03-13,6.8231
2022-03-14,45.16408
2022-03-15,44.56662
2022-03-16,41.9257
2022-03-17,51.44168
2022-03-18,46.68802
2022-03-19,8.13057
2022-03-20,6.58065
2022-03-21,38.07256
2022-03-22,39.97748
2022-03-23,56.10009
2022-03-24,48.60161
2022-03-25,40.15932
2022-03-26,7.48982
2022-03-27,4.98744
2022-03-28,37.95999
2022-03-29,37.36254
2022-03-30,37.39717
2022-03-31,40.92995
2022-04-01,33.50073
2022-04-02,4.84024
2022-04-03,5.16061
2022-04-04,35.11992
2022-04-05,39.48393
2022-04-06,36.40142
2022-04-07,39.76101
2022-04-08,35.47493
2022-04-09,5.20391
2022-04-10,4.19083
2022-04-11,38.58342
2022-04-12,37.29327
2022-04-13,38.76526
2022-04-14,38.26305
2022-04-15,33.08511
2022-04-16,4.77097
2022-04-17,4.1562
2022-04-18,31.53519
2022-04-19,35.18053
2022-04-20,37.90804
2022-04-21,37.57035
2022-04-22,45.55372
2022-04-23,10.82344
2022-04-24,6.35552
2022-04-25,41.18971
2022-04-26,36.87765
2022-04-27,38.62672
2022-04-28,43.39769
2022-04-29,37.78682
2022-04-30,5.19525
2022-05-01,4.1562
2022-05-02,34.81686
2022-05-03,32.7734
2022-05-04,34.83418
2022-05-05,6.71053
2022-05-06,33.4228
2022-05-07,4.4073
2022-05-08,3.6107
2022-05-09,30.80786
2022-05-10,32.02874
2022-05-11,35.71737
2022-05-12,33.95965
2022-05-13,33.13706
2022-05-14,3.74058
2022-05-15,3.41155
2022-05-16,29.35319
2022-05-17,30.22772
2022-05-18,30.76456
2022-05-19,33.57866
2022-05-20,33.19767
2022-05-21,3.72326
2022-05-22,2.97861
2022-05-23,28.79037
2022-05-24,36.89496
2022-05-25,32.04606
2022-05-26,32.5829
2022-05-27,30.37492
2022-05-28,3.3163
2022-05-29,2.78812
2022-05-30,32.49632
2022-05-31,34.07221
2022-06-01,5.2472
2022-06-02,33.32756
2022-06-03,30.32297
2022-06-04,3.43752
2022-06-05,2.35518
2022-06-06,2.49372
2022-06-07,25.95895
2022-06-08,29.25794
2022-06-09,29.16269
2022-06-10,33.82976
2022-06-11,5.25586
2022-06-12,4.26876
2022-06-13,37.44047
2022-06-14,40.03809
2022-06-15,35.62213
2022-06-16,38.09853
2022-06-17,36.01177
2022-06-18,5.45501
2022-06-19,4.72768
2022-06-20,35.36236
2022-06-21,36.06372
2022-06-22,46.54948
2022-06-23,39.37137
2022-06-24,38.25439
2022-06-25,4.48523
2022-06-26,4.29474
2022-06-27,35.58749
2022-06-28,32.31448
2022-06-29,36.58325
2022-06-30,32.66083
2022-07-01,31.73434
2022-07-02,4.16486
2022-07-03,3.4202
2022-07-04,33.55268
2022-07-05,32.21058
2022-07-06,40.32383
2022-07-07,34.7043
2022-07-08,30.70395
2022-07-09,4.06095
2022-07-10,2.96995
2022-07-11,26.88544
2022-07-12,25.57797
2022-07-13,31.37068
2022-07-14,30.71261
2022-07-15,39.32808
2022-07-16,6.58931
2022-07-17,5.96588
2022-07-18,39.10295
2022-07-19,33.67391
2022-07-20,42.03827
2022-07-21,39.63113
2022-07-22,37.44912
2022-07-23,5.99186
2022-07-24,4.37267
2022-07-25,35.52688
2022-07-26,30.53944
2022-07-27,28.36609
2022-07-28,31.68239
2022-07-29,29.38782
2022-07-30,3.72326
2022-07-31,2.97861
2022-08-01,29.06745
2022-08-02,26.13213
2022-08-03,28.64317
2022-08-04,31.25811
2022-08-05,49.31162
2022-08-06,6.00051
2022-08-07,5.56758
2022-08-08,39.92553
2022-08-09,35.42298
2022-08-10,32.70413
2022-08-11,38.51415
2022-08-12,36.84301
2022-08-13,4.71036
2022-08-14,3.64533
2022-08-15,4.29474
2022-08-16,32.79071
2022-08-17,28.92025
2022-08-18,29.84673
2022-08-19,33.39683
2022-08-20,5.42904
2022-08-21,4.71036
2022-08-22,33.50073
2022-08-23,30.31431
2022-08-24,31.52653
2022-08-25,30.81652
2022-08-26,27.17118
2022-08-27,3.7146
2022-08-28,2.50238
2022-08-29,28.15828
2022-08-30,26.80751
2022-08-31,25.49138
2022-09-01,29.73417
2022-09-02,26.86812
2022-09-03,3.7579
2022-09-04,2.79677
2022-09-05,29.24062
2022-09-06,24.61684
2022-09-07,27.79461
2022-09-08,24.03671
2022-09-09,3.35959
2022-09-10,2.15603
2022-09-11,3.28166
2022-09-12,3.6107
2022-09-13,32.94657
2022-09-14,27.92449
2022-09-15,25.5087
2022-09-16,24.59087
2022-09-17,3.18642
2022-09-18,2.34652
2022-09-19,22.91973
2022-09-20,23.06693
2022-09-21,22.36557
2022-09-22,24.53892
2022-09-23,24.18391
2022-09-24,3.40289
2022-09-25,2.84873
2022-09-26,32.40107
2022-09-27,41.68326
2022-09-28,34.79089
2022-09-29,30.28833
2022-09-30,29.32721
2022-10-01,4.54584
2022-10-02,3.29898
2022-10-03,3.76655
2022-10-04,28.21889
2022-10-05,32.49632
2022-10-06,28.6778
2022-10-07,29.95064
2022-10-08,5.53294
2022-10-09,4.17352
2022-10-10,4.45926
2022-10-11,30.51346
2022-10-12,29.98528
2022-10-13,30.29699
2022-10-14,31.21482
2022-10-15,6.09576
2022-10-16,3.96571
2022-10-17,35.31907
2022-10-18,36.3841
2022-10-19,34.16746
2022-10-20,28.83366
2022-10-21,24.64282
2022-10-22,3.32496
2022-10-23,2.70153
2022-10-24,31.35336
2022-10-25,28.96354
2022-10-26,27.10191
2022-10-27,29.83808
2022-10-28,28.66914
2022-10-29,3.93973
2022-10-30,2.7708
2022-10-31,27.19715
2022-11-01,28.55658
2022-11-02,28.20157
2022-11-03,26.80751
2022-11-04,25.40479
2022-11-05,3.42886
2022-11-06,2.25127
2022-11-07,25.72517
2022-11-08,26.98934
2022-11-09,32.72144
2022-11-10,26.69495
2022-11-11,31.11957
2022-11-12,3.74058
2022-11-13,2.81409
2022-11-14,27.11057
2022-11-15,26.2014
2022-11-16,25.84639
2022-11-17,24.9199
2022-11-18,22.83314
2022-11-19,2.75348
2022-11-20,2.45042
2022-11-21,22.85046
2022-11-22,24.6255
2022-11-23,24.10598
2022-11-24,27.734
2022-11-25,22.01922
2022-11-26,2.58896
2022-11-27,2.89202
2022-11-28,21.6036
2022-11-29,30.74725
2022-11-30,33.74318
2022-12-01,31.91618
2022-12-02,27.2924
2022-12-03,3.03056
2022-12-04,2.88336
2022-12-05,24.6255
2022-12-06,22.30496
2022-12-07,23.42194
2022-12-08,22.79851
2022-12-09,28.34877
2022-12-10,3.43752
2022-12-11,3.35959
2022-12-12,27.74266
2022-12-13,24.40903
2022-12-14,24.80734
2022-12-15,23.84622
2022-12-16,24.78136
2022-12-17,2.88336
2022-12-18,2.61494
2022-12-19,22.01056
2022-12-20,25.28357
2022-12-21,23.88085
2022-12-22,24.98051
2022-12-23,22.2963
2022-12-24,2.66689
2022-12-25,2.05212
2022-12-26,23.92414
2022-12-27,23.79426
2022-12-28,27.75132
2022-12-29,22.72924
2022-12-30,7.37726
2022-12-31,2.00017
2023-01-01,1.65382
2023-01-02,21.87202
2023-01-03,24.99783
2023-01-04,27.0413
2023-01-05,39.41466
2023-01-06,62.21317
2023-01-07,6.39882
2023-01-08,4.80561
2023-01-09,41.88241
2023-01-10,36.97289
2023-01-11,31.58715
2023-01-12,29.82942
2023-01-13,33.76915
2023-01-14,4.51987
2023-01-15,3.50679
2023-01-16,48.67088
2023-01-17,38.59208
2023-01-18,31.00701
2023-01-19,30.79054
2023-01-20,27.27508
2023-01-21,3.29032
2023-01-22,2.08676
2023-01-23,2.7708
2023-01-24,2.66689
2023-01-25,32.88596
2023-01-26,34.79089
2023-01-27,31.96813
2023-01-28,3.72326
2023-01-29,3.20374
2023-01-30,28.69512
2023-01-31,28.22755
2023-02-01,29.9593
2023-02-02,29.98528
2023-02-03,28.17559
2023-02-04,2.89202
2023-02-05,2.49372
2023-02-06,26.47848
2023-02-07,26.97203
2023-02-08,31.23214
2023-02-09,32.67815
2023-02-10,27.69936
2023-02-11,3.19508
2023-02-12,2.43311
2023-02-13,26.48714
2023-02-14,34.08087
2023-02-15,36.59191
2023-02-16,42.82621
2023-02-17,35.37102
2023-02-18,4.23413
2023-02-19,3.52411
2023-02-20,31.4919
2023-02-21,29.99393
2023-02-22,26.98934
2023-02-23,30.7559
2023-02-24,27.12788
2023-02-25,2.90934
2023-02-26,2.77946
2023-02-27,24.85063
2023-02-28,26.92007
2023-03-01,4.1562
2023-03-02,25.17966
2023-03-03,24.25318
2023-03-04,3.00458
2023-03-05,2.5803
2023-03-06,24.98917
2023-03-07,25.27491
2023-03-08,22.9457
2023-03-09,24.2272
2023-03-10,25.907
2023-03-11,4.18218
2023-03-12,4.01766
2023-03-13,28.73841
2023-03-14,34.97272
2023-03-15,30.73859
2023-03-16,31.13689
2023-03-17,27.19715
2023-03-18,3.7146
2023-03-19,2.80543
2023-03-20,26.46982
2023-03-21,24.90258
2023-03-22,26.07152
2023-03-23,24.30513
2023-03-24,31.60446
2023-03-25,4.5978
2023-03-26,3.36825
2023-03-27,28.01108
2023-03-28,29.96796
2023-03-29,27.76863
2023-03-30,31.48324
2023-03-31,27.00666
2023-04-01,3.27301
2023-04-02,2.64092
2023-04-03,26.11481
2023-04-04,23.72499
2023-04-05,24.60819
2023-04-06,25.24028
2023-04-07,26.10615
2023-04-08,3.37691
2023-04-09,2.71019
2023-04-10,25.95895
2023-04-11,26.5997
2023-04-12,27.94181
2023-04-13,26.14945
2023-04-14,30.55675
2023-04-15,4.16486
2023-04-16,3.72326
2023-04-17,25.78578
2023-04-18,25.14503
2023-04-19,28.71244
2023-04-20,29.89003
2023-04-21,24.42635
2023-04-22,3.1691
2023-04-23,2.38115
2023-04-24,22.95436
2023-04-25,24.40903
2023-04-26,24.32245
2023-04-27,23.8289
2023-04-28,25.96761
2023-04-29,3.38557
2023-04-30,2.64958
2023-05-01,6.49406
2023-05-02,23.74231
2023-05-03,24.72941
2023-05-04,24.20988
2023-05-05,4.65841
2023-05-06,3.19508
2023-05-07,2.95263
2023-05-08,24.28781
2023-05-09,22.59935
2023-05-10,20.26149
2023-05-11,23.04095
2023-05-12,20.71174
2023-05-13,2.95263
2023-05-14,2.69287
2023-05-15,20.25283
2023-05-16,21.75945
2023-05-17,20.75504
2023-05-18,20.7637
2023-05-19,22.02788
2023-05-20,2.55433
2023-05-21,2.34652
2023-05-22,22.51277
2023-05-23,20.59052
2023-05-24,18.56437
2023-05-25,21.88934
2023-05-26,20.60784
2023-05-27,2.41579
2023-05-28,2.28591
