date,VOO
2020-08-19,14.98771
2020-08-20,13.88206
2020-08-21,13.14496
2020-08-22,11.05651
2020-08-23,11.91646
2020-08-24,12.28501
2020-08-25,17.19901
2020-08-26,19.28746
2020-08-27,22.72727
2020-08-28,21.37592
2020-08-29,19.65601
2020-08-30,13.14496
2020-08-31,23.71007
2020-09-01,26.78132
2020-09-02,31.20393
2020-09-03,30.22113
2020-09-04,25.06142
2020-09-05,38.20638
2020-09-06,42.26044
2020-09-07,59.5823
2020-09-08,48.40294
2020-09-09,42.38329
2020-09-10,38.57493
2020-09-11,36.60933
2020-09-12,29.60687
2020-09-13,21.86732
2020-09-14,32.92383
2020-09-15,41.15479
2020-09-16,32.92383
2020-09-17,27.27272
2020-09-18,32.55528
2020-09-19,30.95823
2020-09-20,17.81326
2020-09-21,24.32432
2020-09-22,22.23587
2020-09-23,21.86732
2020-09-24,25.55282
2020-09-25,20.63882
2020-09-26,21.49877
2020-09-27,19.53316
2020-09-28,23.09582
2020-09-29,23.83292
2020-09-30,18.55036
2020-10-01,17.44471
2020-10-02,18.91891
2020-10-03,21.99017
2020-10-04,21.86732
2020-10-05,29.97542
2020-10-06,28.00982
2020-10-07,26.78132
2020-10-08,24.81572
2020-10-09,23.71007
2020-10-10,37.34643
2020-10-11,33.29238
2020-10-12,38.82063
2020-10-13,30.95823
2020-10-14,33.04668
2020-10-15,27.02702
2020-10-16,20.14742
2020-10-17,18.91891
2020-10-18,19.04176
2020-10-19,17.81326
2020-10-20,19.41031
2020-10-21,21.13022
2020-10-22,18.55036
2020-10-23,17.19901
2020-10-24,21.86732
2020-10-25,17.44471
2020-10-26,20.63882
2020-10-27,24.69287
2020-10-28,24.44717
2020-10-29,26.78132
2020-10-30,21.00737
2020-10-31,17.81326
2020-11-01,13.75921
2020-11-02,15.11056
2020-11-03,19.77886
2020-11-04,20.27027
2020-11-05,24.93857
2020-11-06,20.39312
2020-11-07,16.95331
2020-11-08,13.51351
2020-11-09,21.49877
2020-11-10,31.69533
2020-11-11,25.30712
2020-11-12,25.67567
2020-11-13,18.55036
2020-11-14,18.05896
2020-11-15,17.56756
2020-11-16,22.23587
2020-11-17,27.76412
2020-11-18,32.55528
2020-11-19,30.09828
2020-11-20,26.41277
2020-11-21,20.14742
2020-11-22,20.76167
2020-11-23,28.25552
2020-11-24,31.94103
2020-11-25,35.25798
2020-11-26,29.48402
2020-11-27,28.00982
2020-11-28,25.92137
2020-11-29,21.13022
2020-11-30,27.14987
2020-12-01,29.23832
2020-12-02,33.90663
2020-12-03,29.36117
2020-12-04,33.41523
2020-12-05,28.99262
2020-12-06,23.95577
2020-12-07,26.53562
2020-12-08,34.52088
2020-12-09,32.67813
2020-12-10,32.55528
2020-12-11,25.92137
2020-12-12,22.85012
2020-12-13,25.18427
2020-12-14,25.55282
2020-12-15,27.27272
2020-12-16,30.71253
2020-12-17,28.37837
2020-12-18,24.57002
2020-12-19,27.88697
2020-12-20,24.44717
2020-12-21,35.38083
2020-12-22,34.39803
2020-12-23,34.64373
2020-12-24,27.88697
2020-12-25,26.53562
2020-12-26,29.97542
2020-12-27,27.39557
2020-12-28,32.92383
2020-12-29,39.43488
2020-12-30,43.12039
2020-12-31,34.88943
2021-01-01,30.34398
2021-01-02,29.72972
2021-01-03,33.66093
2021-01-04,43.61179
2021-01-05,47.66584
2021-01-06,46.56019
2021-01-07,44.10319
2021-01-08,48.28009
2021-01-09,35.87223
2021-01-10,39.55773
2021-01-11,49.50859
2021-01-12,45.08599
2021-01-13,31.32678
2021-01-14,37.71498
2021-01-15,36.36363
2021-01-16,28.74692
2021-01-17,21.49877
2021-01-18,25.18427
2021-01-19,28.74692
2021-01-20,32.43243
2021-01-21,38.45208
2021-01-22,34.88943
2021-01-23,33.53808
2021-01-24,22.60442
2021-01-25,33.04668
2021-01-26,37.10073
2021-01-27,38.08353
2021-01-28,38.57493
2021-01-29,28.74692
2021-01-30,26.53562
2021-01-31,33.16953
2021-02-01,29.36117
2021-02-02,38.94348
2021-02-03,38.08353
2021-02-04,29.36117
2021-02-05,31.20393
2021-02-06,27.76412
2021-02-07,21.86732
2021-02-08,22.72727
2021-02-09,30.71253
2021-02-10,30.09828
2021-02-11,24.93857
2021-02-12,26.78132
2021-02-13,23.09582
2021-02-14,27.39557
2021-02-15,28.25552
2021-02-16,35.99508
2021-02-17,38.69778
2021-02-18,28.86977
2021-02-19,27.88697
2021-02-20,23.21867
2021-02-21,18.30466
2021-02-22,22.60442
2021-02-23,34.39803
2021-02-24,35.74938
2021-02-25,27.76412
2021-02-26,30.71253
2021-02-27,24.32432
2021-02-28,23.46437
2021-03-01,23.71007
2021-03-02,28.37837
2021-03-03,25.30712
2021-03-04,29.11547
2021-03-05,27.64127
2021-03-06,30.09828
2021-03-07,26.28992
2021-03-08,22.72727
2021-03-09,35.13513
2021-03-10,29.97542
2021-03-11,29.97542
2021-03-12,25.06142
2021-03-13,22.97297
2021-03-14,19.28746
2021-03-15,29.23832
2021-03-16,27.64127
2021-03-17,23.83292
2021-03-18,26.90417
2021-03-19,33.41523
2021-03-20,25.06142
2021-03-21,15.84766
2021-03-22,18.79606
2021-03-23,25.55282
2021-03-24,24.69287
2021-03-25,21.00737
2021-03-26,22.23587
2021-03-27,22.35872
2021-03-28,22.11302
2021-03-29,22.72727
2021-03-30,21.00737
2021-03-31,26.04422
2021-04-01,24.57002
2021-04-02,28.99262
2021-04-03,17.07616
2021-04-04,18.55036
2021-04-05,32.43243
2021-04-06,38.82063
2021-04-07,31.94103
2021-04-08,34.88943
2021-04-09,31.44963
2021-04-10,24.44717
2021-04-11,22.60442
2021-04-12,34.64373
2021-04-13,35.87223
2021-04-14,35.74938
2021-04-15,36.36363
2021-04-16,40.04914
2021-04-17,31.94103
2021-04-18,21.49877
2021-04-19,29.11547
2021-04-20,35.13513
2021-04-21,32.30958
2021-04-22,34.27518
2021-04-23,31.44963
2021-04-24,20.51597
2021-04-25,17.19901
2021-04-26,23.58722
2021-04-27,26.16707
2021-04-28,27.02702
2021-04-29,22.60442
2021-04-30,33.04668
2021-05-01,19.16461
2021-05-02,25.42997
2021-05-03,26.28992
2021-05-04,32.06388
2021-05-05,31.20393
2021-05-06,29.97542
2021-05-07,25.67567
2021-05-08,22.72727
2021-05-09,16.09336
2021-05-10,25.42997
2021-05-11,40.90909
2021-05-12,27.64127
2021-05-13,35.74938
2021-05-14,26.16707
2021-05-15,17.44471
2021-05-16,19.28746
2021-05-17,25.42997
2021-05-18,22.11302
2021-05-19,21.74447
2021-05-20,27.14987
2021-05-21,28.99262
2021-05-22,18.67321
2021-05-23,15.35626
2021-05-24,20.02457
2021-05-25,32.18673
2021-05-26,26.16707
2021-05-27,25.42997
2021-05-28,23.71007
2021-05-29,20.39312
2021-05-30,17.69041
2021-05-31,20.51597
2021-06-01,23.46437
2021-06-02,25.06142
2021-06-03,30.22113
2021-06-04,19.65601
2021-06-05,20.27027
2021-06-06,16.95331
2021-06-07,24.20147
2021-06-08,22.23587
2021-06-09,23.83292
2021-06-10,21.74447
2021-06-11,21.86732
2021-06-12,18.91891
2021-06-13,19.41031
2021-06-14,25.92137
2021-06-15,25.55282
2021-06-16,24.93857
2021-06-17,24.57002
2021-06-18,33.53808
2021-06-19,21.00737
2021-06-20,13.14496
2021-06-21,21.49877
2021-06-22,29.97542
2021-06-23,30.83538
2021-06-24,23.95577
2021-06-25,27.88697
2021-06-26,22.23587
2021-06-27,16.46191
2021-06-28,24.81572
2021-06-29,30.71253
2021-06-30,26.90417
2021-07-01,26.04422
2021-07-02,30.46683
2021-07-03,23.09582
2021-07-04,15.11056
2021-07-05,27.51842
2021-07-06,35.01228
2021-07-07,35.38083
2021-07-08,29.48402
2021-07-09,26.53562
2021-07-10,24.93857
2021-07-11,17.44471
2021-07-12,26.53562
2021-07-13,30.58968
2021-07-14,33.29238
2021-07-15,28.50122
2021-07-16,28.99262
2021-07-17,25.92137
2021-07-18,21.49877
2021-07-19,31.32678
2021-07-20,40.04914
2021-07-21,30.34398
2021-07-22,28.25552
2021-07-23,27.27272
2021-07-24,27.27272
2021-07-25,22.85012
2021-07-26,25.06142
2021-07-27,31.32678
2021-07-28,26.41277
2021-07-29,28.37837
2021-07-30,26.16707
2021-07-31,21.00737
2021-08-01,13.75921
2021-08-02,25.18427
2021-08-03,34.15233
2021-08-04,34.02948
2021-08-05,32.18673
2021-08-06,27.39557
2021-08-07,19.90171
2021-08-08,24.20147
2021-08-09,26.78132
2021-08-10,33.41523
2021-08-11,37.34643
2021-08-12,32.43243
2021-08-13,35.13513
2021-08-14,24.93857
2021-08-15,21.13022
2021-08-16,24.69287
2021-08-17,34.27518
2021-08-18,33.16953
2021-08-19,37.10073
2021-08-20,33.29238
2021-08-21,25.92137
2021-08-22,21.37592
2021-08-23,35.25798
2021-08-24,46.80589
2021-08-25,45.20884
2021-08-26,44.10319
2021-08-27,36.11793
2021-08-28,32.18673
2021-08-29,26.04422
2021-08-30,34.27518
2021-08-31,51.10565
2021-09-01,35.99508
2021-09-02,38.32923
2021-09-03,45.33169
2021-09-04,34.27518
2021-09-05,27.14987
2021-09-06,36.60933
2021-09-07,40.54054
2021-09-08,39.68058
2021-09-09,33.41523
2021-09-10,39.68058
2021-09-11,37.83783
2021-09-12,30.09828
2021-09-13,38.69778
2021-09-14,43.48894
2021-09-15,45.57739
2021-09-16,36.97788
2021-09-17,36.24078
2021-09-18,32.55528
2021-09-19,20.51597
2021-09-20,32.80098
2021-09-21,53.07125
2021-09-22,49.01719
2021-09-23,49.01719
2021-09-24,42.13759
2021-09-25,34.39803
2021-09-26,30.09828
2021-09-27,37.22358
2021-09-28,42.50614
2021-09-29,48.15724
2021-09-30,37.59213
2021-10-01,44.96314
2021-10-02,31.08108
2021-10-03,20.63882
2021-10-04,32.06388
2021-10-05,59.0909
2021-10-06,49.75429
2021-10-07,41.03194
2021-10-08,38.08353
2021-10-09,26.16707
2021-10-10,26.41277
2021-10-11,25.92137
2021-10-12,36.60933
2021-10-13,33.41523
2021-10-14,31.94103
2021-10-15,35.38083
2021-10-16,28.62407
2021-10-17,26.53562
2021-10-18,24.81572
2021-10-19,31.08108
2021-10-20,35.13513
2021-10-21,38.08353
2021-10-22,38.69778
2021-10-23,27.76412
2021-10-24,28.25552
2021-10-25,32.67813
2021-10-26,43.36609
2021-10-27,36.97788
2021-10-28,40.17199
2021-10-29,38.08353
2021-10-30,27.76412
2021-10-31,24.44717
2021-11-01,26.28992
2021-11-02,39.92628
2021-11-03,37.96068
2021-11-04,43.98034
2021-11-05,42.13759
2021-11-06,29.97542
2021-11-07,25.18427
2021-11-08,32.43243
2021-11-09,47.29729
2021-11-10,32.92383
2021-11-11,38.45208
2021-11-12,34.76658
2021-11-13,27.39557
2021-11-14,21.37592
2021-11-15,36.11793
2021-11-16,37.83783
2021-11-17,31.69533
2021-11-18,35.50368
2021-11-19,36.97788
2021-11-20,32.06388
2021-11-21,28.00982
2021-11-22,38.20638
2021-11-23,45.08599
2021-11-24,42.87469
2021-11-25,33.90663
2021-11-26,34.15233
2021-11-27,36.36363
2021-11-28,26.28992
2021-11-29,40.78624
2021-11-30,46.06879
2021-12-01,45.20884
2021-12-02,50.4914
2021-12-03,45.33169
2021-12-04,35.74938
2021-12-05,25.06142
2021-12-06,31.08108
2021-12-07,45.82309
2021-12-08,40.78624
2021-12-09,34.88943
2021-12-10,42.50614
2021-12-11,31.08108
2021-12-12,26.90417
2021-12-13,36.36363
2021-12-14,39.18918
2021-12-15,42.01474
2021-12-16,39.80343
2021-12-17,41.40049
2021-12-18,33.66093
2021-12-19,30.34398
2021-12-20,37.96068
2021-12-21,51.4742
2021-12-22,39.06633
2021-12-23,42.26044
2021-12-24,44.84029
2021-12-25,25.18427
2021-12-26,31.69533
2021-12-27,50.0
2021-12-28,64.49631
2021-12-29,60.56511
2021-12-30,57.371
2021-12-31,44.47174
2022-01-01,42.87469
2022-01-02,48.03439
2022-01-03,55.03685
2022-01-04,65.11056
2022-01-05,55.1597
2022-01-06,63.39066
2022-01-07,61.17936
2022-01-08,59.828
2022-01-09,45.94594
2022-01-10,60.68796
2022-01-11,67.69041
2022-01-12,66.95331
2022-01-13,68.42751
2022-01-14,75.55282
2022-01-15,62.89926
2022-01-16,55.8968
2022-01-17,51.7199
2022-01-18,57.98525
2022-01-19,66.21621
2022-01-20,70.88452
2022-01-21,80.34398
2022-01-22,87.83783
2022-01-23,58.5995
2022-01-24,71.49877
2022-01-25,96.06879
2022-01-26,91.03194
2022-01-27,100.0
2022-01-28,79.23832
2022-01-29,69.53316
2022-01-30,46.06879
2022-01-31,40.90909
2022-02-01,62.65356
2022-02-02,75.18427
2022-02-03,85.74938
2022-02-04,93.12039
2022-02-05,73.71007
2022-02-06,55.4054
2022-02-07,67.44471
2022-02-08,59.5823
2022-02-09,75.67567
2022-02-10,78.50122
2022-02-11,74.32432
2022-02-12,58.47665
2022-02-13,46.06879
2022-02-14,50.36855
2022-02-15,68.79606
2022-02-16,57.24815
2022-02-17,54.1769
2022-02-18,68.67321
2022-02-19,60.81081
2022-02-20,46.80589
2022-02-21,51.7199
2022-02-22,61.54791
2022-02-23,62.89926
2022-02-24,92.26044
2022-02-25,92.50614
2022-02-26,61.91646
2022-02-27,38.57493
2022-02-28,48.89434
2022-03-01,62.89926
2022-03-02,67.81326
2022-03-03,59.70515
2022-03-04,51.9656
2022-03-05,44.47174
2022-03-06,34.02948
2022-03-07,36.11793
2022-03-08,62.77641
2022-03-09,41.40049
2022-03-10,43.36609
2022-03-11,50.12285
2022-03-12,40.04914
2022-03-13,32.80098
2022-03-14,43.24324
2022-03-15,55.28255
2022-03-16,56.6339
2022-03-17,64.12776
2022-03-18,71.49877
2022-03-19,59.5823
2022-03-20,47.05159
2022-03-21,56.51105
2022-03-22,59.45945
2022-03-23,69.04176
2022-03-24,59.21375
2022-03-25,67.56756
2022-03-26,51.7199
2022-03-27,42.13759
2022-03-28,48.77149
2022-03-29,63.02211
2022-03-30,69.53316
2022-03-31,65.60196
2022-04-01,60.93366
2022-04-02,43.36609
2022-04-03,41.03194
2022-04-04,52.33415
2022-04-05,67.81326
2022-04-06,59.45945
2022-04-07,59.0909
2022-04-08,53.4398
2022-04-09,45.45454
2022-04-10,35.62653
2022-04-11,46.43734
2022-04-12,54.54545
2022-04-13,52.08845
2022-04-14,49.87714
2022-04-15,45.70024
2022-04-16,28.99262
2022-04-17,29.23832
2022-04-18,41.27764
2022-04-19,47.17444
2022-04-20,41.27764
2022-04-21,48.64864
2022-04-22,49.14004
2022-04-23,45.57739
2022-04-24,29.97542
2022-04-25,49.38574
2022-04-26,61.17936
2022-04-27,65.72481
2022-04-28,46.19164
2022-04-29,48.40294
2022-04-30,51.4742
2022-05-01,27.88697
2022-05-02,42.38329
2022-05-03,53.6855
2022-05-04,44.96314
2022-05-05,50.2457
2022-05-06,67.93611
2022-05-07,36.48648
2022-05-08,31.69533
2022-05-09,46.06879
2022-05-10,68.67321
2022-05-11,59.0909
2022-05-12,65.11056
2022-05-13,54.54545
2022-05-14,30.22113
2022-05-15,26.04422
2022-05-16,34.64373
2022-05-17,45.08599
2022-05-18,41.89189
2022-05-19,48.28009
2022-05-20,43.12039
2022-05-21,41.40049
2022-05-22,25.06142
2022-05-23,33.90663
2022-05-24,39.92628
2022-05-25,41.89189
2022-05-26,34.15233
2022-05-27,39.68058
2022-05-28,34.39803
2022-05-29,21.62162
2022-05-30,36.48648
2022-05-31,36.60933
2022-06-01,37.96068
2022-06-02,36.97788
2022-06-03,34.15233
2022-06-04,24.32432
2022-06-05,17.69041
2022-06-06,23.95577
2022-06-07,31.94103
2022-06-08,31.69533
2022-06-09,28.37837
2022-06-10,30.34398
2022-06-11,35.87223
2022-06-12,28.50122
2022-06-13,42.38329
2022-06-14,57.1253
2022-06-15,50.85995
2022-06-16,47.54299
2022-06-17,52.33415
2022-06-18,30.58968
2022-06-19,28.37837
2022-06-20,35.25798
2022-06-21,35.01228
2022-06-22,35.01228
2022-06-23,31.57248
2022-06-24,34.27518
2022-06-25,31.94103
2022-06-26,25.30712
2022-06-27,31.81818
2022-06-28,30.34398
2022-06-29,36.97788
2022-06-30,31.94103
2022-07-01,27.76412
2022-07-02,21.37592
2022-07-03,26.65847
2022-07-04,24.32432
2022-07-05,28.74692
2022-07-06,37.34643
2022-07-07,29.36117
2022-07-08,32.06388
2022-07-09,22.11302
2022-07-10,14.25061
2022-07-11,25.55282
2022-07-12,31.69533
2022-07-13,31.94103
2022-07-14,31.94103
2022-07-15,24.93857
2022-07-16,22.72727
2022-07-17,22.35872
2022-07-18,29.11547
2022-07-19,34.88943
2022-07-20,44.10319
2022-07-21,45.20884
2022-07-22,40.90909
2022-07-23,29.48402
2022-07-24,26.78132
2022-07-25,29.85257
2022-07-26,32.80098
2022-07-27,31.94103
2022-07-28,44.34889
2022-07-29,39.43488
2022-07-30,29.85257
2022-07-31,29.60687
2022-08-01,41.15479
2022-08-02,40.90909
2022-08-03,31.44963
2022-08-04,34.76658
2022-08-05,36.85503
2022-08-06,25.30712
2022-08-07,29.85257
2022-08-08,31.20393
2022-08-09,39.18918
2022-08-10,40.04914
2022-08-11,49.38574
2022-08-12,43.36609
2022-08-13,29.60687
2022-08-14,27.64127
2022-08-15,35.01228
2022-08-16,43.98034
2022-08-17,49.63144
2022-08-18,38.32923
2022-08-19,43.73464
2022-08-20,34.52088
2022-08-21,30.71253
2022-08-22,32.67813
2022-08-23,38.69778
2022-08-24,36.48648
2022-08-25,34.39803
2022-08-26,28.86977
2022-08-27,24.69287
2022-08-28,23.34152
2022-08-29,29.60687
2022-08-30,28.25552
2022-08-31,26.65847
2022-09-01,25.30712
2022-09-02,21.86732
2022-09-03,16.58476
2022-09-04,14.98771
2022-09-05,17.93611
2022-09-06,21.00737
2022-09-07,20.51597
2022-09-08,16.46191
2022-09-09,14.37346
2022-09-10,17.81326
2022-09-11,19.90171
2022-09-12,19.65601
2022-09-13,27.39557
2022-09-14,30.46683
2022-09-15,19.90171
2022-09-16,20.02457
2022-09-17,21.00737
2022-09-18,25.18427
2022-09-19,19.16461
2022-09-20,21.37592
2022-09-21,16.95331
2022-09-22,24.81572
2022-09-23,24.57002
2022-09-24,17.44471
2022-09-25,13.26781
2022-09-26,24.32432
2022-09-27,22.85012
2022-09-28,24.69287
2022-09-29,24.44717
2022-09-30,19.41031
2022-10-01,15.11056
2022-10-02,11.67076
2022-10-03,15.97051
2022-10-04,19.28746
2022-10-05,20.51597
2022-10-06,24.44717
2022-10-07,20.02457
2022-10-08,12.65356
2022-10-09,11.54791
2022-10-10,18.67321
2022-10-11,25.79852
2022-10-12,26.78132
2022-10-13,25.06142
2022-10-14,16.46191
2022-10-15,12.89926
2022-10-16,11.79361
2022-10-17,16.83046
2022-10-18,13.39066
2022-10-19,15.97051
2022-10-20,11.91646
2022-10-21,11.91646
2022-10-22,12.16216
2022-10-23,11.67076
2022-10-24,13.63636
2022-10-25,15.60196
2022-10-26,14.86486
2022-10-27,14.86486
2022-10-28,11.67076
2022-10-29,12.89926
2022-10-30,13.02211
2022-10-31,18.55036
2022-11-01,20.39312
2022-11-02,17.07616
2022-11-03,19.53316
2022-11-04,14.12776
2022-11-05,10.56511
2022-11-06,11.17936
2022-11-07,16.33906
2022-11-08,16.70761
2022-11-09,17.93611
2022-11-10,18.79606
2022-11-11,28.13267
2022-11-12,12.65356
2022-11-13,16.21621
2022-11-14,20.02457
2022-11-15,18.67321
2022-11-16,14.74201
2022-11-17,12.65356
2022-11-18,13.51351
2022-11-19,13.51351
2022-11-20,13.02211
2022-11-21,17.32186
2022-11-22,16.09336
2022-11-23,17.32186
2022-11-24,13.26781
2022-11-25,12.65356
2022-11-26,16.83046
2022-11-27,17.32186
2022-11-28,16.58476
2022-11-29,13.88206
2022-11-30,13.75921
2022-12-01,16.58476
2022-12-02,17.44471
2022-12-03,13.51351
2022-12-04,20.02457
2022-12-05,20.14742
2022-12-06,14.98771
2022-12-07,17.93611
2022-12-08,16.70761
2022-12-09,16.09336
2022-12-10,13.14496
2022-12-11,12.53071
2022-12-12,16.95331
2022-12-13,18.91891
2022-12-14,16.33906
2022-12-15,17.32186
2022-12-16,19.65601
2022-12-17,15.97051
2022-12-18,14.98771
2022-12-19,15.35626
2022-12-20,18.91891
2022-12-21,20.88452
2022-12-22,18.42751
2022-12-23,24.69287
2022-12-24,17.07616
2022-12-25,13.39066
2022-12-26,28.37837
2022-12-27,25.92137
2022-12-28,34.15233
2022-12-29,25.55282
2022-12-30,17.32186
2022-12-31,19.28746
2023-01-01,16.33906
2023-01-02,21.49877
2023-01-03,17.32186
2023-01-04,22.11302
2023-01-05,19.16461
2023-01-06,21.25307
2023-01-07,21.13022
2023-01-08,16.46191
2023-01-09,22.48157
2023-01-10,26.28992
2023-01-11,22.11302
2023-01-12,23.83292
2023-01-13,15.84766
2023-01-14,15.72481
2023-01-15,17.44471
2023-01-16,18.05896
2023-01-17,17.93611
2023-01-18,16.83046
2023-01-19,20.63882
2023-01-20,19.53316
2023-01-21,20.88452
2023-01-22,14.61916
2023-01-23,15.11056
2023-01-24,28.86977
2023-01-25,24.81572
2023-01-26,24.07862
2023-01-27,22.85012
2023-01-28,20.88452
2023-01-29,22.72727
2023-01-30,26.16707
2023-01-31,25.79852
2023-02-01,23.46437
2023-02-02,29.97542
2023-02-03,27.02702
2023-02-04,25.55282
2023-02-05,20.76167
2023-02-06,27.76412
2023-02-07,24.93857
2023-02-08,29.97542
2023-02-09,28.74692
2023-02-10,23.58722
2023-02-11,23.95577
2023-02-12,23.83292
2023-02-13,21.13022
2023-02-14,23.95577
2023-02-15,26.16707
2023-02-16,23.34152
2023-02-17,22.48157
2023-02-18,14.49631
2023-02-19,25.42997
2023-02-20,22.72727
2023-02-21,20.27027
2023-02-22,23.46437
2023-02-23,18.18181
2023-02-24,26.16707
2023-02-25,17.93611
2023-02-26,18.18181
2023-02-27,15.84766
2023-02-28,21.00737
2023-03-01,19.53316
2023-03-02,19.90171
2023-03-03,16.95331
2023-03-04,17.44471
2023-03-05,19.16461
2023-03-06,21.25307
2023-03-07,28.00982
2023-03-08,18.18181
2023-03-09,17.69041
2023-03-10,19.90171
2023-03-11,13.51351
2023-03-12,36.11793
2023-03-13,31.20393
2023-03-14,25.06142
2023-03-15,19.53316
2023-03-16,24.20147
2023-03-17,20.51597
2023-03-18,18.18181
2023-03-19,19.77886
2023-03-20,29.11547
2023-03-21,25.55282
2023-03-22,23.09582
2023-03-23,19.53316
2023-03-24,32.06388
2023-03-25,17.32186
2023-03-26,14.86486
2023-03-27,23.95577
2023-03-28,21.62162
2023-03-29,19.77886
2023-03-30,18.67321
2023-03-31,22.85012
2023-04-01,25.79852
2023-04-02,23.34152
2023-04-03,20.76167
2023-04-04,23.58722
2023-04-05,27.02702
2023-04-06,19.53316
2023-04-07,17.56756
2023-04-08,10.81081
2023-04-09,15.72481
2023-04-10,19.53316
2023-04-11,24.20147
2023-04-12,21.74447
2023-04-13,17.93611
2023-04-14,22.11302
2023-04-15,16.70761
2023-04-16,17.07616
2023-04-17,22.48157
2023-04-18,23.34152
2023-04-19,21.13022
2023-04-20,16.95331
2023-04-21,16.46191
2023-04-22,14.12776
2023-04-23,13.14496
2023-04-24,18.67321
2023-04-25,18.67321
2023-04-26,19.41031
2023-04-27,18.30466
2023-04-28,16.46191
2023-04-29,20.76167
2023-04-30,23.21867
2023-05-01,16.58476
2023-05-02,21.74447
2023-05-03,23.58722
2023-05-04,18.18181
2023-05-05,15.84766
2023-05-06,14.37346
2023-05-07,15.72481
2023-05-08,17.19901
2023-05-09,22.60442
2023-05-10,17.32186
2023-05-11,18.55036
2023-05-12,18.42751
2023-05-13,18.91891
2023-05-14,19.16461
2023-05-15,17.19901
2023-05-16,20.88452
2023-05-17,21.49877
2023-05-18,21.49877
2023-05-19,26.53562
2023-05-20,15.35626
2023-05-21,13.51351
2023-05-22,19.28746
2023-05-23,21.62162
2023-05-24,20.88452
2023-05-25,22.85012
2023-05-26,23.95577
2023-05-27,27.39557
2023-05-28,24.81572
2023-05-29,24.07862
