date,신성이엔지주가
2020-10-04,1.61945
2020-10-05,29.76302
2020-10-06,23.81666
2020-10-07,35.10911
2020-10-08,48.85262
2020-10-09,11.24241
2020-10-10,7.76589
2020-10-11,7.88469
2020-10-12,59.39473
2020-10-13,56.16207
2020-10-14,48.25861
2020-10-15,41.29306
2020-10-16,33.67098
2020-10-17,5.22728
2020-10-18,4.55824
2020-10-19,37.96035
2020-10-20,35.22791
2020-10-21,32.41418
2020-10-22,26.68667
2020-10-23,28.23735
2020-10-24,3.45151
2020-10-25,2.85124
2020-10-26,25.37985
2020-10-27,27.13687
2020-10-28,44.31313
2020-10-29,40.78659
2020-10-30,32.73932
2020-10-31,5.07096
2020-11-01,5.00844
2020-11-02,37.64772
2020-11-03,35.87194
2020-11-04,43.88795
2020-11-05,49.64672
2020-11-06,44.96967
2020-11-07,6.48408
2020-11-08,7.70337
2020-11-09,94.61014
2020-11-10,100.0
2020-11-11,70.66216
2020-11-12,66.89801
2020-11-13,58.86325
2020-11-14,8.52873
2020-11-15,6.59663
2020-11-16,56.90614
2020-11-17,46.53285
2020-11-18,47.6646
2020-11-19,57.01869
2020-11-20,44.54448
2020-11-21,6.18395
2020-11-22,5.20852
2020-11-23,41.66822
2020-11-24,50.30325
2020-11-25,38.35427
2020-11-26,44.45694
2020-11-27,44.75082
2020-11-28,6.40905
2020-11-29,5.75251
2020-11-30,53.8423
2020-12-01,46.37653
2020-12-02,38.69192
2020-12-03,36.96617
2020-12-04,34.39629
2020-12-05,4.87713
2020-12-06,4.75207
2020-12-07,38.72944
2020-12-08,42.03088
2020-12-09,73.85105
2020-12-10,49.41536
2020-12-11,41.67448
2020-12-12,6.77171
2020-12-13,6.95304
2020-12-14,47.72087
2020-12-15,43.14387
2020-12-16,43.70036
2020-12-17,37.64146
2020-12-18,40.94291
2020-12-19,6.10266
2020-12-20,5.37735
2020-12-21,36.15331
2020-12-22,36.74732
2020-12-23,36.44719
2020-12-24,31.77014
2020-12-25,5.40236
2020-12-26,4.03926
2020-12-27,4.08303
2020-12-28,31.93897
2020-12-29,33.2583
2020-12-30,36.64728
2020-12-31,7.36572
2021-01-01,4.45194
2021-01-02,3.76414
2021-01-03,4.97092
2021-01-04,36.38466
2021-01-05,41.02419
2021-01-06,34.58388
2021-01-07,51.40999
2021-01-08,48.34615
2021-01-09,8.2286
2021-01-10,8.51622
2021-01-11,46.22647
2021-01-12,37.729
2021-01-13,37.91033
2021-01-14,31.45125
2021-01-15,28.75007
2021-01-16,5.77127
2021-01-17,4.84587
2021-01-18,29.8443
2021-01-19,41.0367
2021-01-20,38.50434
2021-01-21,36.88488
2021-01-22,33.77727
2021-01-23,5.94635
2021-01-24,5.27105
2021-01-25,30.88851
2021-01-26,30.2945
2021-01-27,27.7809
2021-01-28,23.64159
2021-01-29,26.04889
2021-01-30,3.98299
2021-01-31,3.05133
2021-02-01,26.64915
2021-02-02,24.00425
2021-02-03,21.91583
2021-02-04,20.83411
2021-02-05,26.54911
2021-02-06,4.50196
2021-02-07,4.23935
2021-02-08,27.36822
2021-02-09,21.13424
2021-02-10,17.17626
2021-02-11,2.41355
2021-02-12,2.03213
2021-02-13,1.96335
2021-02-14,2.82623
2021-02-15,21.72825
2021-02-16,24.57325
2021-02-17,26.86175
2021-02-18,34.45257
2021-02-19,23.84168
2021-02-20,4.008
2021-02-21,3.38898
2021-02-22,22.95379
2021-02-23,18.27049
2021-02-24,17.61395
2021-02-25,22.71618
2021-02-26,17.20752
2021-02-27,2.08216
2021-02-28,2.17595
2021-03-01,2.51359
2021-03-02,25.58619
2021-03-03,24.92965
2021-03-04,18.03288
2021-03-05,17.53892
2021-03-06,2.70743
2021-03-07,2.58237
2021-03-08,17.42637
2021-03-09,17.86406
2021-03-10,16.46345
2021-03-11,15.41924
2021-03-12,16.75107
2021-03-13,3.76414
2021-03-14,3.22015
2021-03-15,26.17395
2021-03-16,21.01544
2021-03-17,23.62908
2021-03-18,30.40705
2021-03-19,31.93272
2021-03-20,4.77083
2021-03-21,3.86419
2021-03-22,22.91627
2021-03-23,18.62064
2021-03-24,21.3906
2021-03-25,19.07084
2021-03-26,18.06415
2021-03-27,3.25142
2021-03-28,2.70743
2021-03-29,20.77784
2021-03-30,18.33302
2021-03-31,23.34771
2021-04-01,31.66385
2021-04-02,27.35571
2021-04-03,7.50328
2021-04-04,9.07897
2021-04-05,38.12292
2021-04-06,34.93403
2021-04-07,37.2788
2021-04-08,43.6691
2021-04-09,33.62095
2021-04-10,5.30231
2021-04-11,5.03345
2021-04-12,31.14487
2021-04-13,26.99931
2021-04-14,39.21715
2021-04-15,30.21321
2021-04-16,34.4088
2021-04-17,5.44613
2021-04-18,4.85212
2021-04-19,28.41243
2021-04-20,26.32401
2021-04-21,20.80285
2021-04-22,35.18414
2021-04-23,28.18733
2021-04-24,4.55824
2021-04-25,3.77665
2021-04-26,34.12117
2021-04-27,23.67285
2021-04-28,21.722
2021-04-29,22.46607
2021-04-30,19.58356
2021-05-01,2.43856
2021-05-02,1.66948
2021-05-03,20.8091
2021-05-04,19.51478
2021-05-05,2.89501
2021-05-06,21.77202
2021-05-07,19.02707
2021-05-08,2.25723
2021-05-09,2.34477
2021-05-10,21.54067
2021-05-11,17.09497
2021-05-12,17.21378
2021-05-13,16.95741
2021-05-14,19.16463
2021-05-15,2.15719
2021-05-16,2.26349
2021-05-17,16.91364
2021-05-18,17.42637
2021-05-19,9.36659
2021-05-20,20.42143
2021-05-21,15.88194
2021-05-22,2.85124
2021-05-23,2.31976
2021-05-24,16.42593
2021-05-25,19.70236
2021-05-26,18.95829
2021-05-27,21.15925
2021-05-28,21.56568
2021-05-29,3.50778
2021-05-30,3.17013
2021-05-31,20.49021
2021-06-01,17.85781
2021-06-02,16.4697
2021-06-03,15.82567
2021-06-04,14.5251
2021-06-05,1.9571
2021-06-06,1.51316
2021-06-07,22.62239
2021-06-08,15.65059
2021-06-09,13.85606
2021-06-10,14.08116
2021-06-11,15.38172
2021-06-12,2.19471
2021-06-13,1.91958
2021-06-14,15.01281
2021-06-15,12.93065
2021-06-16,14.09366
2021-06-17,15.35046
2021-06-18,14.26874
2021-06-19,1.45688
2021-06-20,1.2693
2021-06-21,11.73638
2021-06-22,13.74351
2021-06-23,18.08916
2021-06-24,13.9561
2021-06-25,11.98024
2021-06-26,1.59444
2021-06-27,1.10673
2021-06-28,12.16157
2021-06-29,13.6122
2021-06-30,12.41793
2021-07-01,10.43581
2021-07-02,10.15444
2021-07-03,0.95666
2021-07-04,1.0317
2021-07-05,12.00525
2021-07-06,11.34246
2021-07-07,11.18614
2021-07-08,9.50415
2021-07-09,11.85518
2021-07-10,1.78828
2021-07-11,1.62571
2021-07-12,10.98605
2021-07-13,10.91102
2021-07-14,11.79265
2021-07-15,11.0861
2021-07-16,9.22903
2021-07-17,1.34433
2021-07-18,1.29431
2021-07-19,9.62296
2021-07-20,10.16069
2021-07-21,11.34246
2021-07-22,13.28706
2021-07-23,9.48539
2021-07-24,0.96292
2021-07-25,0.98167
2021-07-26,8.39742
2021-07-27,9.30407
2021-07-28,8.30988
2021-07-29,7.75339
2021-07-30,7.70962
2021-07-31,0.81285
2021-08-01,0.61276
2021-08-02,8.49121
2021-08-03,8.37241
2021-08-04,9.23529
2021-08-05,9.97311
2021-08-06,9.00393
2021-08-07,0.99418
2021-08-08,0.86287
2021-08-09,8.71631
2021-08-10,7.85968
2021-08-11,8.95391
2021-08-12,9.20402
2021-08-13,9.09147
2021-08-14,0.93791
2021-08-15,0.82536
2021-08-16,1.41937
2021-08-17,9.38535
2021-08-18,9.13524
2021-08-19,8.18483
2021-08-20,7.64084
2021-08-21,1.11923
2021-08-22,0.98793
2021-08-23,9.64171
2021-08-24,9.62296
2021-08-25,9.05396
2021-08-26,8.4662
2021-08-27,7.84718
2021-08-28,1.36934
2021-08-29,0.96917
2021-08-30,9.2603
2021-08-31,9.21653
2021-09-01,9.55417
2021-09-02,10.32326
2021-09-03,9.67298
2021-09-04,0.95041
2021-09-05,0.9254
2021-09-06,10.01062
2021-09-07,11.99274
2021-09-08,9.65422
2021-09-09,11.00481
2021-09-10,9.34783
2021-09-11,0.95666
2021-09-12,0.71906
2021-09-13,8.8226
2021-09-14,8.45995
2021-09-15,8.016
2021-09-16,7.09685
2021-09-17,7.04058
2021-09-18,0.60651
2021-09-19,0.56899
2021-09-20,0.35015
2021-09-21,0.4627
2021-09-22,0.60026
2021-09-23,6.70293
2021-09-24,6.77796
2021-09-25,0.8066
2021-09-26,0.45019
2021-09-27,17.08872
2021-09-28,10.53585
2021-09-29,19.00831
2021-09-30,13.84355
2021-10-01,9.31657
2021-10-02,0.87538
2021-10-03,0.76283
2021-10-04,1.36934
2021-10-05,9.81679
2021-10-06,9.20402
2021-10-07,10.14193
2021-10-08,9.59794
2021-10-09,0.8191
2021-10-10,0.7003
2021-10-11,0.89414
2021-10-12,7.85343
2021-10-13,8.1223
2021-10-14,8.66003
2021-10-15,9.07271
2021-10-16,0.63152
2021-10-17,0.69405
2021-10-18,8.50372
2021-10-19,8.66003
2021-10-20,7.66585
2021-10-21,18.73319
2021-10-22,10.57962
2021-10-23,0.73782
2021-10-24,0.66904
2021-10-25,8.61001
2021-10-26,9.50415
2021-10-27,8.57875
2021-10-28,7.5533
2021-10-29,8.85387
2021-10-30,0.5815
2021-10-31,0.43143
2021-11-01,7.27818
2021-11-02,9.07271
2021-11-03,7.76589
2021-11-04,8.64128
2021-11-05,7.72212
2021-11-06,0.53773
2021-11-07,0.4627
2021-11-08,7.76589
2021-11-09,7.04683
2021-11-10,6.37779
2021-11-11,6.83423
2021-11-12,7.39698
2021-11-13,0.78159
2021-11-14,0.68154
2021-11-15,8.48496
2021-11-16,7.6721
2021-11-17,6.47783
2021-11-18,6.06515
2021-11-19,6.65916
2021-11-20,0.77533
2021-11-21,2.08216
2021-11-22,9.2728
2021-11-23,7.75964
2021-11-24,7.01556
2021-11-25,6.16519
2021-11-26,5.63996
2021-11-27,0.56899
2021-11-28,0.45644
2021-11-29,5.58994
2021-11-30,6.74044
2021-12-01,7.38448
2021-12-02,7.1031
2021-12-03,7.07184
2021-12-04,0.76283
2021-12-05,0.42518
2021-12-06,6.13393
2021-12-07,5.82754
2021-12-08,9.63546
2021-12-09,7.42824
2021-12-10,18.69567
2021-12-11,2.83248
2021-12-12,2.13218
2021-12-13,11.64259
2021-12-14,7.7784
2021-12-15,15.16288
2021-12-16,10.73594
2021-12-17,9.64171
2021-12-18,1.0317
2021-12-19,1.09422
2021-12-20,11.12986
2021-12-21,11.51128
2021-12-22,9.62921
2021-12-23,8.08478
2021-12-24,7.45951
2021-12-25,0.76283
2021-12-26,0.80035
2021-12-27,7.33445
2021-12-28,8.52247
2021-12-29,7.79716
2021-12-30,8.05977
2021-12-31,1.96335
2022-01-01,0.5815
2022-01-02,0.8191
2022-01-03,8.04727
2022-01-04,7.8972
2022-01-05,6.96554
2022-01-06,6.65916
2022-01-07,6.73419
2022-01-08,1.03795
2022-01-09,0.89414
2022-01-10,6.85925
2022-01-11,6.69042
2022-01-12,7.42824
2022-01-13,5.90258
2022-01-14,6.1902
2022-01-15,0.69405
2022-01-16,0.5815
2022-01-17,6.44031
2022-01-18,6.85925
2022-01-19,6.52785
2022-01-20,5.92134
2022-01-21,5.715
2022-01-22,0.8191
2022-01-23,0.53773
2022-01-24,5.36484
2022-01-25,5.81504
2022-01-26,6.12142
2022-01-27,5.25855
2022-01-28,6.16519
2022-01-29,0.56899
2022-01-30,0.49396
2022-01-31,0.45019
2022-02-01,0.38766
2022-02-02,0.45644
2022-02-03,6.45907
2022-02-04,6.32776
2022-02-05,0.69405
2022-02-06,0.55649
2022-02-07,5.18977
2022-02-08,5.77752
2022-02-09,6.02763
2022-02-10,5.7275
2022-02-11,4.92715
2022-02-12,0.49396
2022-02-13,0.43143
2022-02-14,4.25186
2022-02-15,4.07053
2022-02-16,5.33983
2022-02-17,5.9651
2022-02-18,5.55868
2022-02-19,0.55649
2022-02-20,0.33139
2022-02-21,5.30231
2022-02-22,4.77083
2022-02-23,4.88963
2022-02-24,4.41443
2022-02-25,5.52116
2022-02-26,0.55649
2022-02-27,0.39392
2022-02-28,5.30857
2022-03-01,0.76908
2022-03-02,6.56537
2022-03-03,5.8463
2022-03-04,5.70249
2022-03-05,0.46895
2022-03-06,0.29387
2022-03-07,5.75251
2022-03-08,5.23979
2022-03-09,0.53773
2022-03-10,5.75251
2022-03-11,5.38985
2022-03-12,0.49396
2022-03-13,0.53148
2022-03-14,5.06471
2022-03-15,4.51447
2022-03-16,5.00844
2022-03-17,5.89632
2022-03-18,5.29606
2022-03-19,0.61276
2022-03-20,0.55024
2022-03-21,4.63327
2022-03-22,5.58369
2022-03-23,5.43362
2022-03-24,4.57074
2022-03-25,4.41443
2022-03-26,0.56899
2022-03-27,0.38141
2022-03-28,5.39611
2022-03-29,5.30857
2022-03-30,5.02094
2022-03-31,4.82085
2022-04-01,4.20183
2022-04-02,0.4752
2022-04-03,0.30013
2022-04-04,5.40236
2022-04-05,5.79003
2022-04-06,5.52741
2022-04-07,6.24648
2022-04-08,5.12724
2022-04-09,0.40017
2022-04-10,0.3439
2022-04-11,4.43944
2022-04-12,4.57074
2022-04-13,5.43987
2022-04-14,5.17101
2022-04-15,4.40192
2022-04-16,0.4752
2022-04-17,0.33764
2022-04-18,4.48946
2022-04-19,4.86462
2022-04-20,4.47695
2022-04-21,4.60201
2022-04-22,5.09597
2022-04-23,1.55693
2022-04-24,1.10048
2022-04-25,6.89051
2022-04-26,6.29025
2022-04-27,5.63996
2022-04-28,5.40861
2022-04-29,5.1585
2022-04-30,0.55024
2022-05-01,0.43769
2022-05-02,5.54617
2022-05-03,5.33358
2022-05-04,6.45907
2022-05-05,0.89414
2022-05-06,4.93966
2022-05-07,0.48146
2022-05-08,0.4627
2022-05-09,4.91465
2022-05-10,5.12724
2022-05-11,4.97092
2022-05-12,4.65828
2022-05-13,4.83961
2022-05-14,0.7003
2022-05-15,0.35015
2022-05-16,4.51447
2022-05-17,4.82085
2022-05-18,4.21434
2022-05-19,5.85256
2022-05-20,6.9843
2022-05-21,0.75032
2022-05-22,0.63152
2022-05-23,6.79672
2022-05-24,6.7592
2022-05-25,5.73375
2022-05-26,46.94553
2022-05-27,19.0896
2022-05-28,2.46357
2022-05-29,1.88832
2022-05-30,12.95566
2022-05-31,19.72112
2022-06-01,2.76996
2022-06-02,16.10704
2022-06-03,14.54386
2022-06-04,2.58863
2022-06-05,2.16969
2022-06-06,2.38854
2022-06-07,24.74207
2022-06-08,19.6711
2022-06-09,18.877
2022-06-10,16.10704
2022-06-11,1.79453
2022-06-12,1.81329
2022-06-13,14.7627
2022-06-14,14.87525
2022-06-15,13.98736
2022-06-16,13.8373
2022-06-17,11.61758
2022-06-18,1.56943
2022-06-19,1.26305
2022-06-20,11.28618
2022-06-21,14.31876
2022-06-22,11.25492
2022-06-23,14.98155
2022-06-24,14.19996
2022-06-25,1.83205
2022-06-26,1.65072
2022-06-27,12.31788
2022-06-28,14.59388
2022-06-29,14.24998
2022-06-30,11.17989
2022-07-01,11.83017
2022-07-02,1.21303
2022-07-03,0.95041
2022-07-04,9.72925
2022-07-05,11.15488
2022-07-06,9.25404
2022-07-07,10.20446
2022-07-08,9.66672
2022-07-09,0.8066
2022-07-10,0.93791
2022-07-11,7.91596
2022-07-12,7.66585
2022-07-13,8.56624
2022-07-14,8.09729
2022-07-15,8.016
2022-07-16,0.86913
2022-07-17,0.82536
2022-07-18,9.88557
2022-07-19,9.94184
2022-07-20,9.36659
2022-07-21,10.0794
2022-07-22,8.2411
2022-07-23,1.09422
2022-07-24,0.73782
2022-07-25,8.4662
2022-07-26,7.85968
2022-07-27,7.55955
2022-07-28,12.34915
2022-07-29,20.33389
2022-07-30,1.8383
2022-07-31,1.4944
2022-08-01,22.1847
2022-08-02,16.97617
2022-08-03,23.26642
2022-08-04,17.23253
2022-08-05,15.40674
2022-08-06,1.75076
2022-08-07,1.62571
2022-08-08,21.34058
2022-08-09,17.38885
2022-08-10,17.94535
2022-08-11,31.92646
2022-08-12,21.01544
2022-08-13,2.25098
2022-08-14,1.68198
2022-08-15,2.13843
2022-08-16,17.15125
2022-08-17,13.30582
2022-08-18,13.24954
2022-08-19,14.15619
2022-08-20,1.86331
2022-08-21,1.61945
2022-08-22,14.06865
2022-08-23,14.95029
2022-08-24,20.12755
2022-08-25,18.54561
2022-08-26,24.29813
2022-08-27,2.46983
2022-08-28,1.9446
2022-08-29,18.19546
2022-08-30,16.41968
2022-08-31,14.54386
2022-09-01,13.18076
2022-09-02,12.66178
2022-09-03,1.53817
2022-09-04,1.33808
2022-09-05,12.89314
2022-09-06,17.30757
2022-09-07,17.2638
2022-09-08,15.76314
2022-09-09,1.41311
2022-09-10,1.33808
2022-09-11,1.18176
2022-09-12,1.63821
2022-09-13,14.9753
2022-09-14,12.17407
2022-09-15,16.92615
2022-09-16,13.24954
2022-09-17,2.4198
2022-09-18,1.33808
2022-09-19,11.93021
2022-09-20,11.93021
2022-09-21,9.86681
2022-09-22,13.13074
2022-09-23,11.34246
2022-09-24,1.43187
2022-09-25,1.35059
2022-09-26,10.86725
2022-09-27,11.93021
2022-09-28,10.33577
2022-09-29,10.32951
2022-09-30,9.52916
2022-10-01,0.83161
2022-10-02,0.67529
2022-10-03,1.01294
2022-10-04,10.64215
2022-10-05,9.0477
2022-10-06,11.11111
2022-10-07,10.08566
2022-10-08,0.88788
2022-10-09,0.69405
2022-10-10,0.97542
2022-10-11,7.94097
2022-10-12,7.97849
2022-10-13,8.23485
2022-10-14,8.78509
2022-10-15,0.85037
2022-10-16,0.60651
2022-10-17,9.29156
2022-10-18,9.02269
2022-10-19,9.0352
2022-10-20,8.10354
2022-10-21,7.34071
2022-10-22,0.65653
2022-10-23,0.52522
2022-10-24,8.54748
2022-10-25,7.88469
2022-10-26,7.00931
2022-10-27,8.11605
2022-10-28,7.13437
2022-10-29,0.48146
2022-10-30,0.31888
2022-10-31,6.70293
2022-11-01,7.50328
2022-11-02,7.34696
2022-11-03,7.37822
2022-11-04,7.15312
2022-11-05,0.56899
2022-11-06,0.48771
2022-11-07,7.75339
2022-11-08,9.19152
2022-11-09,9.06646
2022-11-10,9.45413
2022-11-11,9.56043
2022-11-12,1.09422
2022-11-13,0.81285
2022-11-14,9.31657
2022-11-15,8.76008
2022-11-16,9.9481
2022-11-17,7.66585
2022-11-18,7.32195
2022-11-19,0.65028
2022-11-20,0.55024
2022-11-21,6.37779
2022-11-22,6.9843
2022-11-23,7.00306
2022-11-24,7.35321
2022-11-25,5.91508
2022-11-26,0.65653
2022-11-27,0.53773
2022-11-28,5.90258
2022-11-29,6.14018
2022-11-30,5.94009
2022-12-01,6.51535
2022-12-02,5.40861
2022-12-03,0.41893
2022-12-04,0.37516
2022-12-05,6.07765
2022-12-06,5.53992
2022-12-07,6.09641
2022-12-08,5.3836
2022-12-09,6.02763
2022-12-10,0.70655
2022-12-11,0.61276
2022-12-12,6.44031
2022-12-13,7.97849
2022-12-14,7.65334
2022-12-15,6.55286
2022-12-16,5.23979
2022-12-17,0.60026
2022-12-18,0.53773
2022-12-19,5.41486
2022-12-20,5.65872
2022-12-21,6.10266
2022-12-22,6.03388
2022-12-23,5.01469
2022-12-24,0.43769
2022-12-25,0.35015
2022-12-26,5.89632
2022-12-27,5.6087
2022-12-28,5.57118
2022-12-29,4.80835
2022-12-30,1.30682
2022-12-31,0.30013
2023-01-01,0.40017
2023-01-02,5.30231
2023-01-03,5.35859
2023-01-04,6.37779
2023-01-05,5.46489
2023-01-06,5.58369
2023-01-07,0.63777
2023-01-08,0.46895
2023-01-09,6.43406
2023-01-10,5.67748
2023-01-11,7.6721
2023-01-12,8.27862
2023-01-13,6.88426
2023-01-14,0.56899
2023-01-15,0.48771
2023-01-16,6.89676
2023-01-17,5.89632
2023-01-18,6.02138
2023-01-19,5.6212
2023-01-20,5.17101
2023-01-21,0.65653
2023-01-22,0.37516
2023-01-23,0.49396
2023-01-24,0.53148
2023-01-25,6.45907
2023-01-26,6.78421
2023-01-27,6.02138
2023-01-28,0.6878
2023-01-29,0.41893
2023-01-30,5.50866
2023-01-31,6.12142
2023-02-01,5.80879
2023-02-02,7.02182
2023-02-03,7.14062
2023-02-04,0.85037
2023-02-05,0.51897
2023-02-06,5.99012
2023-02-07,5.75876
2023-02-08,6.36528
2023-02-09,6.02138
2023-02-10,5.20227
2023-02-11,0.51272
2023-02-12,0.39392
2023-02-13,5.07722
2023-02-14,5.73375
2023-02-15,4.72706
2023-02-16,6.0589
2023-02-17,5.03345
2023-02-18,0.43143
2023-02-19,0.30638
2023-02-20,5.00218
2023-02-21,4.67079
2023-02-22,4.41443
2023-02-23,4.9334
2023-02-24,4.87088
2023-02-25,0.4752
2023-02-26,0.27512
2023-02-27,4.6958
2023-02-28,4.52072
2023-03-01,0.60651
2023-03-02,4.56449
2023-03-03,4.53323
2023-03-04,0.41893
2023-03-05,0.29387
2023-03-06,4.95841
2023-03-07,4.87088
2023-03-08,4.53948
2023-03-09,5.8463
2023-03-10,4.82711
2023-03-11,0.41893
2023-03-12,0.44394
2023-03-13,4.74582
2023-03-14,4.30188
2023-03-15,5.20227
2023-03-16,4.63327
2023-03-17,5.20227
2023-03-18,0.44394
2023-03-19,0.46895
2023-03-20,4.55199
2023-03-21,4.21434
2023-03-22,4.27687
2023-03-23,4.13305
2023-03-24,4.5895
2023-03-25,0.4627
2023-03-26,0.32514
2023-03-27,4.30813
2023-03-28,5.15225
2023-03-29,5.61495
2023-03-30,6.34652
2023-03-31,7.93472
2023-04-01,1.11923
2023-04-02,0.85037
2023-04-03,7.17814
2023-04-04,6.69667
2023-04-05,6.17145
2023-04-06,5.77127
2023-04-07,6.34652
2023-04-08,3.25142
2023-04-09,3.91421
2023-04-10,20.12755
2023-04-11,24.38566
2023-04-12,17.79528
2023-04-13,13.5059
2023-04-14,12.3554
2023-04-15,1.96961
2023-04-16,1.76327
2023-04-17,13.23704
2023-04-18,11.73638
2023-04-19,14.47508
2023-04-20,20.94666
2023-04-21,12.04902
2023-04-22,1.6007
2023-04-23,1.53817
2023-04-24,30.23197
2023-04-25,20.32764
2023-04-26,15.15037
2023-04-27,14.26248
2023-04-28,12.00525
2023-04-29,1.56318
2023-04-30,1.13174
2023-05-01,2.60113
2023-05-02,11.11736
2023-05-03,12.36165
2023-05-04,11.3237
2023-05-05,1.68198
2023-05-06,1.3881
2023-05-07,1.23804
2023-05-08,11.24867
2023-05-09,11.3237
2023-05-10,10.91102
2023-05-11,11.17363
2023-05-12,9.61045
2023-05-13,1.23804
2023-05-14,1.00043
2023-05-15,11.27993
2023-05-16,10.12317
2023-05-17,9.0477
2023-05-18,15.13162
2023-05-19,13.12449
2023-05-20,2.34477
2023-05-21,1.55693
2023-05-22,10.67967
2023-05-23,9.06646
2023-05-24,8.27236
2023-05-25,8.36616
2023-05-26,7.30944
2023-05-27,0.74407
2023-05-28,0.77533
2023-05-29,1.29431
2023-05-30,7.60957
2023-05-31,6.68417
