date,펀드매니저
2020-06-22,14.39205
2020-06-23,14.76426
2020-06-24,16.62531
2020-06-25,15.79818
2020-06-26,14.72291
2020-06-27,11.24896
2020-06-28,12.11745
2020-06-29,14.3507
2020-06-30,15.0124
2020-07-01,17.61786
2020-07-02,13.35814
2020-07-03,14.14392
2020-07-04,11.00082
2020-07-05,21.62944
2020-07-06,19.7684
2020-07-07,15.63275
2020-07-08,18.94127
2020-07-09,15.9636
2020-07-10,15.38461
2020-07-11,9.67741
2020-07-12,16.2531
2020-07-13,15.55004
2020-07-14,16.58395
2020-07-15,18.07278
2020-07-16,19.35483
2020-07-17,13.77171
2020-07-18,11.4971
2020-07-19,18.1555
2020-07-20,15.17783
2020-07-21,16.08767
2020-07-22,18.27956
2020-07-23,17.45244
2020-07-24,17.94871
2020-07-25,11.82795
2020-07-26,12.32423
2020-07-27,14.72291
2020-07-28,16.83209
2020-07-29,18.65177
2020-07-30,15.21918
2020-07-31,16.41852
2020-08-01,13.60628
2020-08-02,14.72291
2020-08-03,19.18941
2020-08-04,16.74937
2020-08-05,20.34739
2020-08-06,16.74937
2020-08-07,17.99007
2020-08-08,12.1588
2020-08-09,13.44086
2020-08-10,16.95616
2020-08-11,16.99751
2020-08-12,17.36972
2020-08-13,17.866
2020-08-14,15.0124
2020-08-15,9.76013
2020-08-16,12.40694
2020-08-17,12.53101
2020-08-18,16.04631
2020-08-19,17.28701
2020-08-20,16.87344
2020-08-21,12.94458
2020-08-22,11.37303
2020-08-23,12.32423
2020-08-24,14.97105
2020-08-25,15.46732
2020-08-26,16.54259
2020-08-27,15.71546
2020-08-28,18.36228
2020-08-29,12.03473
2020-08-30,13.23407
2020-08-31,15.26054
2020-09-01,16.62531
2020-09-02,18.23821
2020-09-03,17.70057
2020-09-04,16.29445
2020-09-05,13.35814
2020-09-06,13.02729
2020-09-07,19.68569
2020-09-08,27.50206
2020-09-09,21.46401
2020-09-10,17.45244
2020-09-11,17.16294
2020-09-12,11.57981
2020-09-13,13.15136
2020-09-14,17.2043
2020-09-15,18.77584
2020-09-16,18.5277
2020-09-17,16.17038
2020-09-18,16.21174
2020-09-19,10.46319
2020-09-20,18.98263
2020-09-21,17.36972
2020-09-22,17.45244
2020-09-23,15.88089
2020-09-24,15.38461
2020-09-25,13.68899
2020-09-26,10.21505
2020-09-27,11.16625
2020-09-28,14.59884
2020-09-29,13.89578
2020-09-30,11.16625
2020-10-01,7.89909
2020-10-02,9.18114
2020-10-03,7.85773
2020-10-04,13.06865
2020-10-05,14.51612
2020-10-06,16.00496
2020-10-07,13.93713
2020-10-08,13.19272
2020-10-09,7.81637
2020-10-10,9.42928
2020-10-11,10.71133
2020-10-12,13.89578
2020-10-13,14.59884
2020-10-14,13.11
2020-10-15,13.31679
2020-10-16,14.76426
2020-10-17,9.92555
2020-10-18,11.24896
2020-10-19,13.35814
2020-10-20,14.88833
2020-10-21,13.3995
2020-10-22,12.65508
2020-10-23,12.69644
2020-10-24,8.89164
2020-10-25,10.66997
2020-10-26,12.69644
2020-10-27,13.44086
2020-10-28,14.0612
2020-10-29,14.26799
2020-10-30,10.95947
2020-10-31,9.38792
2020-11-01,11.33167
2020-11-02,13.81306
2020-11-03,12.32423
2020-11-04,12.40694
2020-11-05,13.48221
2020-11-06,12.03473
2020-11-07,9.05707
2020-11-08,9.67741
2020-11-09,15.83953
2020-11-10,14.92969
2020-11-11,15.75682
2020-11-12,13.60628
2020-11-13,12.57237
2020-11-14,10.29776
2020-11-15,10.42183
2020-11-16,17.12158
2020-11-17,15.50868
2020-11-18,14.39205
2020-11-19,15.17783
2020-11-20,14.26799
2020-11-21,9.18114
2020-11-22,10.17369
2020-11-23,15.09511
2020-11-24,14.97105
2020-11-25,15.05376
2020-11-26,14.55748
2020-11-27,15.13647
2020-11-28,10.62861
2020-11-29,12.11745
2020-11-30,13.27543
2020-12-01,16.70802
2020-12-02,14.97105
2020-12-03,14.68155
2020-12-04,16.17038
2020-12-05,15.38461
2020-12-06,14.43341
2020-12-07,16.04631
2020-12-08,16.37717
2020-12-09,14.84698
2020-12-10,16.33581
2020-12-11,17.90736
2020-12-12,12.69644
2020-12-13,12.94458
2020-12-14,15.34325
2020-12-15,14.88833
2020-12-16,16.70802
2020-12-17,15.21918
2020-12-18,14.68155
2020-12-19,12.65508
2020-12-20,12.48966
2020-12-21,18.32092
2020-12-22,16.45988
2020-12-23,18.19685
2020-12-24,15.13647
2020-12-25,10.33912
2020-12-26,11.24896
2020-12-27,14.14392
2020-12-28,18.5277
2020-12-29,19.60297
2020-12-30,18.03143
2020-12-31,16.37717
2021-01-01,13.52357
2021-01-02,14.64019
2021-01-03,14.43341
2021-01-04,17.5765
2021-01-05,22.12572
2021-01-06,28.49462
2021-01-07,31.38957
2021-01-08,29.11497
2021-01-09,26.75765
2021-01-10,22.16708
2021-01-11,28.82547
2021-01-12,24.81389
2021-01-13,26.75765
2021-01-14,25.06203
2021-01-15,20.51282
2021-01-16,15.34325
2021-01-17,16.37717
2021-01-18,18.98263
2021-01-19,21.25723
2021-01-20,21.54673
2021-01-21,20.05789
2021-01-22,18.48635
2021-01-23,15.17783
2021-01-24,16.17038
2021-01-25,19.31348
2021-01-26,18.5277
2021-01-27,18.77584
2021-01-28,18.36228
2021-01-29,15.67411
2021-01-30,13.64764
2021-01-31,16.04631
2021-02-01,18.73449
2021-02-02,19.18941
2021-02-03,17.82464
2021-02-04,16.58395
2021-02-05,15.21918
2021-02-06,13.3995
2021-02-07,13.97849
2021-02-08,19.43755
2021-02-09,15.75682
2021-02-10,17.866
2021-02-11,11.70388
2021-02-12,13.48221
2021-02-13,13.93713
2021-02-14,18.8172
2021-02-15,17.49379
2021-02-16,17.99007
2021-02-17,18.23821
2021-02-18,16.9148
2021-02-19,21.46401
2021-02-20,14.64019
2021-02-21,15.75682
2021-02-22,20.18196
2021-02-23,19.80976
2021-02-24,17.82464
2021-02-25,19.10669
2021-02-26,14.72291
2021-02-27,11.45574
2021-02-28,13.64764
2021-03-01,17.28701
2021-03-02,23.44913
2021-03-03,21.3813
2021-03-04,19.18941
2021-03-05,16.41852
2021-03-06,12.77915
2021-03-07,14.80562
2021-03-08,17.5765
2021-03-09,19.06534
2021-03-10,18.69313
2021-03-11,18.48635
2021-03-12,21.91894
2021-03-13,18.61042
2021-03-14,16.21174
2021-03-15,20.47146
2021-03-16,18.44499
2021-03-17,18.65177
2021-03-18,17.28701
2021-03-19,15.79818
2021-03-20,12.57237
2021-03-21,13.48221
2021-03-22,16.62531
2021-03-23,14.59884
2021-03-24,18.73449
2021-03-25,16.21174
2021-03-26,17.32837
2021-03-27,11.29032
2021-03-28,12.65508
2021-03-29,16.83209
2021-03-30,17.65922
2021-03-31,18.11414
2021-04-01,14.0612
2021-04-02,16.74937
2021-04-03,12.36559
2021-04-04,12.32423
2021-04-05,17.16294
2021-04-06,15.83953
2021-04-07,17.36972
2021-04-08,18.56906
2021-04-09,16.04631
2021-04-10,10.66997
2021-04-11,12.24152
2021-04-12,15.13647
2021-04-13,14.55748
2021-04-14,17.41108
2021-04-15,15.3019
2021-04-16,16.12903
2021-04-17,12.1588
2021-04-18,11.91066
2021-04-19,13.64764
2021-04-20,14.18527
2021-04-21,13.06865
2021-04-22,12.90322
2021-04-23,12.98593
2021-04-24,8.89164
2021-04-25,10.38047
2021-04-26,12.86186
2021-04-27,16.45988
2021-04-28,14.14392
2021-04-29,13.02729
2021-04-30,14.0612
2021-05-01,8.39536
2021-05-02,11.04218
2021-05-03,12.90322
2021-05-04,12.82051
2021-05-05,8.85028
2021-05-06,12.48966
2021-05-07,13.19272
2021-05-08,9.13978
2021-05-09,9.80148
2021-05-10,15.42597
2021-05-11,15.79818
2021-05-12,17.82464
2021-05-13,18.48635
2021-05-14,14.80562
2021-05-15,9.55334
2021-05-16,11.24896
2021-05-17,14.88833
2021-05-18,12.94458
2021-05-19,9.51199
2021-05-20,14.01985
2021-05-21,13.60628
2021-05-22,9.13978
2021-05-23,10.13234
2021-05-24,15.0124
2021-05-25,13.19272
2021-05-26,16.08767
2021-05-27,15.42597
2021-05-28,14.55748
2021-05-29,9.76013
2021-05-30,10.79404
2021-05-31,15.13647
2021-06-01,38.83374
2021-06-02,20.63688
2021-06-03,18.19685
2021-06-04,29.15632
2021-06-05,21.42266
2021-06-06,13.64764
2021-06-07,16.00496
2021-06-08,17.94871
2021-06-09,16.62531
2021-06-10,14.59884
2021-06-11,14.68155
2021-06-12,8.6435
2021-06-13,11.91066
2021-06-14,13.19272
2021-06-15,15.13647
2021-06-16,17.2043
2021-06-17,15.13647
2021-06-18,14.97105
2021-06-19,8.97435
2021-06-20,9.63606
2021-06-21,11.57981
2021-06-22,12.07609
2021-06-23,13.06865
2021-06-24,11.66253
2021-06-25,11.7866
2021-06-26,8.60215
2021-06-27,7.81637
2021-06-28,9.09842
2021-06-29,10.5459
2021-06-30,8.933
2021-07-01,8.39536
2021-07-02,9.13978
2021-07-03,7.15467
2021-07-04,8.51943
2021-07-05,13.85442
2021-07-06,13.48221
2021-07-07,14.43341
2021-07-08,14.97105
2021-07-09,12.48966
2021-07-10,9.47063
2021-07-11,9.38792
2021-07-12,14.3507
2021-07-13,14.72291
2021-07-14,13.06865
2021-07-15,12.07609
2021-07-16,11.04218
2021-07-17,7.19602
2021-07-18,10.13234
2021-07-19,9.38792
2021-07-20,10.33912
2021-07-21,8.80893
2021-07-22,8.60215
2021-07-23,7.6923
2021-07-24,5.04549
2021-07-25,8.27129
2021-07-26,8.6435
2021-07-27,10.09098
2021-07-28,8.51943
2021-07-29,10.09098
2021-07-30,8.933
2021-07-31,7.32009
2021-08-01,9.38792
2021-08-02,7.52688
2021-08-03,9.67741
2021-08-04,10.13234
2021-08-05,9.42928
2021-08-06,9.71877
2021-08-07,7.44416
2021-08-08,9.18114
2021-08-09,10.00827
2021-08-10,12.11745
2021-08-11,10.71133
2021-08-12,10.75268
2021-08-13,10.75268
2021-08-14,8.18858
2021-08-15,11.70388
2021-08-16,11.16625
2021-08-17,13.89578
2021-08-18,12.73779
2021-08-19,13.3995
2021-08-20,11.95202
2021-08-21,10.66997
2021-08-22,9.5947
2021-08-23,13.19272
2021-08-24,15.0124
2021-08-25,13.93713
2021-08-26,12.98593
2021-08-27,13.19272
2021-08-28,10.62861
2021-08-29,10.5459
2021-08-30,11.82795
2021-08-31,12.61373
2021-09-01,13.97849
2021-09-02,13.85442
2021-09-03,13.31679
2021-09-04,9.18114
2021-09-05,12.73779
2021-09-06,15.75682
2021-09-07,14.80562
2021-09-08,14.26799
2021-09-09,14.3507
2021-09-10,16.41852
2021-09-11,9.76013
2021-09-12,10.5459
2021-09-13,13.85442
2021-09-14,14.22663
2021-09-15,14.64019
2021-09-16,11.99338
2021-09-17,11.74524
2021-09-18,7.36145
2021-09-19,5.99669
2021-09-20,6.45161
2021-09-21,7.23738
2021-09-22,9.51199
2021-09-23,11.99338
2021-09-24,11.04218
2021-09-25,7.65095
2021-09-26,9.01571
2021-09-27,14.51612
2021-09-28,13.23407
2021-09-29,14.30934
2021-09-30,12.77915
2021-10-01,10.58726
2021-10-02,7.11331
2021-10-03,7.85773
2021-10-04,9.22249
2021-10-05,11.74524
2021-10-06,12.57237
2021-10-07,10.91811
2021-10-08,10.95947
2021-10-09,6.69975
2021-10-10,7.52688
2021-10-11,9.96691
2021-10-12,10.25641
2021-10-13,11.4971
2021-10-14,12.28287
2021-10-15,10.42183
2021-10-16,57.81637
2021-10-17,100.0
2021-10-18,33.54011
2021-10-19,19.85111
2021-10-20,17.82464
2021-10-21,14.39205
2021-10-22,12.73779
2021-10-23,10.95947
2021-10-24,11.95202
2021-10-25,14.84698
2021-10-26,14.76426
2021-10-27,13.93713
2021-10-28,14.14392
2021-10-29,10.87675
2021-10-30,8.51943
2021-10-31,11.2076
2021-11-01,14.14392
2021-11-02,13.35814
2021-11-03,12.48966
2021-11-04,13.60628
2021-11-05,12.20016
2021-11-06,7.40281
2021-11-07,9.47063
2021-11-08,11.95202
2021-11-09,12.61373
2021-11-10,11.33167
2021-11-11,11.82795
2021-11-12,11.45574
2021-11-13,8.933
2021-11-14,9.76013
2021-11-15,11.95202
2021-11-16,12.20016
2021-11-17,12.03473
2021-11-18,10.95947
2021-11-19,11.08354
2021-11-20,7.40281
2021-11-21,9.5947
2021-11-22,13.02729
2021-11-23,11.82795
2021-11-24,10.17369
2021-11-25,13.44086
2021-11-26,12.57237
2021-11-27,8.89164
2021-11-28,8.39536
2021-11-29,13.81306
2021-11-30,11.4971
2021-12-01,11.62117
2021-12-02,9.30521
2021-12-03,10.71133
2021-12-04,6.69975
2021-12-05,8.80893
2021-12-06,11.2076
2021-12-07,11.12489
2021-12-08,12.28287
2021-12-09,12.65508
2021-12-10,11.00082
2021-12-11,7.60959
2021-12-12,7.9818
2021-12-13,10.71133
2021-12-14,10.50454
2021-12-15,9.42928
2021-12-16,10.62861
2021-12-17,8.933
2021-12-18,6.94789
2021-12-19,8.06451
2021-12-20,10.95947
2021-12-21,10.75268
2021-12-22,9.5947
2021-12-23,11.00082
2021-12-24,9.76013
2021-12-25,5.21091
2021-12-26,8.06451
2021-12-27,11.29032
2021-12-28,13.02729
2021-12-29,10.17369
2021-12-30,9.8842
2021-12-31,7.81637
2022-01-01,6.16211
2022-01-02,8.68486
2022-01-03,10.58726
2022-01-04,9.01571
2022-01-05,9.09842
2022-01-06,9.38792
2022-01-07,9.42928
2022-01-08,7.89909
2022-01-09,12.03473
2022-01-10,9.55334
2022-01-11,10.04962
2022-01-12,9.76013
2022-01-13,9.13978
2022-01-14,9.51199
2022-01-15,9.13978
2022-01-16,8.933
2022-01-17,9.22249
2022-01-18,9.63606
2022-01-19,9.51199
2022-01-20,10.42183
2022-01-21,9.55334
2022-01-22,6.57568
2022-01-23,8.10587
2022-01-24,10.38047
2022-01-25,10.46319
2022-01-26,10.04962
2022-01-27,10.95947
2022-01-28,9.76013
2022-01-29,8.43672
2022-01-30,7.56823
2022-01-31,6.82382
2022-02-01,8.51943
2022-02-02,9.80148
2022-02-03,14.84698
2022-02-04,12.69644
2022-02-05,9.22249
2022-02-06,9.55334
2022-02-07,13.31679
2022-02-08,10.71133
2022-02-09,11.16625
2022-02-10,10.38047
2022-02-11,10.79404
2022-02-12,10.13234
2022-02-13,9.05707
2022-02-14,10.21505
2022-02-15,10.66997
2022-02-16,12.28287
2022-02-17,11.99338
2022-02-18,10.42183
2022-02-19,9.18114
2022-02-20,13.68899
2022-02-21,12.40694
2022-02-22,13.89578
2022-02-23,14.18527
2022-02-24,14.10256
2022-02-25,11.2076
2022-02-26,10.91811
2022-02-27,8.56079
2022-02-28,9.63606
2022-03-01,9.92555
2022-03-02,13.02729
2022-03-03,13.15136
2022-03-04,12.61373
2022-03-05,8.60215
2022-03-06,8.51943
2022-03-07,11.66253
2022-03-08,11.37303
2022-03-09,8.51943
2022-03-10,12.07609
2022-03-11,11.45574
2022-03-12,7.89909
2022-03-13,10.21505
2022-03-14,12.98593
2022-03-15,11.29032
2022-03-16,10.75268
2022-03-17,12.11745
2022-03-18,12.57237
2022-03-19,7.9818
2022-03-20,8.933
2022-03-21,13.68899
2022-03-22,12.4483
2022-03-23,11.53846
2022-03-24,8.47808
2022-03-25,12.11745
2022-03-26,8.51943
2022-03-27,8.85028
2022-03-28,13.06865
2022-03-29,12.73779
2022-03-30,12.65508
2022-03-31,11.91066
2022-04-01,10.95947
2022-04-02,7.07196
2022-04-03,10.25641
2022-04-04,10.46319
2022-04-05,11.2076
2022-04-06,11.33167
2022-04-07,10.58726
2022-04-08,12.24152
2022-04-09,7.56823
2022-04-10,9.26385
2022-04-11,10.33912
2022-04-12,12.03473
2022-04-13,11.08354
2022-04-14,12.20016
2022-04-15,10.38047
2022-04-16,7.36145
2022-04-17,7.73366
2022-04-18,8.933
2022-04-19,8.97435
2022-04-20,10.42183
2022-04-21,10.29776
2022-04-22,9.96691
2022-04-23,6.94789
2022-04-24,8.02315
2022-04-25,9.42928
2022-04-26,8.47808
2022-04-27,9.34656
2022-04-28,9.13978
2022-04-29,8.89164
2022-04-30,6.61703
2022-05-01,7.0306
2022-05-02,11.99338
2022-05-03,11.29032
2022-05-04,9.09842
2022-05-05,6.82382
2022-05-06,7.48552
2022-05-07,6.7411
2022-05-08,8.51943
2022-05-09,11.82795
2022-05-10,12.40694
2022-05-11,11.91066
2022-05-12,12.57237
2022-05-13,10.95947
2022-05-14,6.90653
2022-05-15,9.71877
2022-05-16,11.7866
2022-05-17,12.53101
2022-05-18,11.91066
2022-05-19,12.73779
2022-05-20,10.8354
2022-05-21,7.27874
2022-05-22,8.39536
2022-05-23,11.91066
2022-05-24,12.24152
2022-05-25,10.58726
2022-05-26,10.46319
2022-05-27,10.62861
2022-05-28,7.77502
2022-05-29,9.51199
2022-05-30,11.74524
2022-05-31,9.5947
2022-06-01,7.32009
2022-06-02,9.5947
2022-06-03,10.09098
2022-06-04,6.98924
2022-06-05,6.98924
2022-06-06,8.14722
2022-06-07,9.5947
2022-06-08,12.57237
2022-06-09,9.51199
2022-06-10,11.53846
2022-06-11,6.69975
2022-06-12,10.42183
2022-06-13,13.23407
2022-06-14,11.37303
2022-06-15,12.03473
2022-06-16,11.45574
2022-06-17,11.33167
2022-06-18,7.15467
2022-06-19,9.01571
2022-06-20,10.21505
2022-06-21,11.12489
2022-06-22,9.30521
2022-06-23,12.40694
2022-06-24,8.14722
2022-06-25,7.0306
2022-06-26,6.45161
2022-06-27,9.05707
2022-06-28,8.72622
2022-06-29,7.9818
2022-06-30,7.9818
2022-07-01,7.11331
2022-07-02,6.24483
2022-07-03,6.12076
2022-07-04,8.85028
2022-07-05,10.33912
2022-07-06,9.96691
2022-07-07,13.19272
2022-07-08,10.46319
2022-07-09,4.54921
2022-07-10,7.52688
2022-07-11,11.37303
2022-07-12,12.1588
2022-07-13,12.36559
2022-07-14,11.62117
2022-07-15,9.22249
2022-07-16,4.79735
2022-07-17,6.86517
2022-07-18,9.05707
2022-07-19,9.51199
2022-07-20,8.51943
2022-07-21,7.19602
2022-07-22,6.61703
2022-07-23,5.50041
2022-07-24,6.61703
2022-07-25,6.65839
2022-07-26,7.27874
2022-07-27,7.0306
2022-07-28,6.90653
2022-07-29,8.02315
2022-07-30,6.12076
2022-07-31,6.94789
2022-08-01,6.57568
2022-08-02,7.52688
2022-08-03,7.65095
2022-08-04,6.7411
2022-08-05,6.41025
2022-08-06,6.65839
2022-08-07,5.66583
2022-08-08,8.56079
2022-08-09,6.7411
2022-08-10,6.49296
2022-08-11,7.48552
2022-08-12,7.56823
2022-08-13,5.87262
2022-08-14,5.66583
2022-08-15,6.57568
2022-08-16,7.89909
2022-08-17,8.72622
2022-08-18,8.56079
2022-08-19,8.22994
2022-08-20,4.92142
2022-08-21,7.81637
2022-08-22,9.84284
2022-08-23,9.09842
2022-08-24,9.13978
2022-08-25,8.97435
2022-08-26,9.55334
2022-08-27,5.58312
2022-08-28,6.16211
2022-08-29,10.00827
2022-08-30,10.21505
2022-08-31,7.77502
2022-09-01,8.47808
2022-09-02,8.6435
2022-09-03,7.11331
2022-09-04,6.24483
2022-09-05,10.00827
2022-09-06,9.84284
2022-09-07,10.00827
2022-09-08,10.33912
2022-09-09,5.7899
2022-09-10,5.66583
2022-09-11,5.50041
2022-09-12,7.23738
2022-09-13,10.09098
2022-09-14,11.33167
2022-09-15,9.47063
2022-09-16,8.56079
2022-09-17,7.52688
2022-09-18,8.18858
2022-09-19,9.34656
2022-09-20,9.30521
2022-09-21,8.76757
2022-09-22,9.47063
2022-09-23,9.34656
2022-09-24,5.95533
2022-09-25,5.66583
2022-09-26,7.81637
2022-09-27,7.73366
2022-09-28,9.80148
2022-09-29,9.71877
2022-09-30,7.27874
2022-10-01,4.42514
2022-10-02,4.4665
2022-10-03,4.75599
2022-10-04,6.94789
2022-10-05,7.44416
2022-10-06,6.98924
2022-10-07,7.27874
2022-10-08,5.1282
2022-10-09,5.33498
2022-10-10,5.08684
2022-10-11,7.32009
2022-10-12,8.43672
2022-10-13,8.14722
2022-10-14,7.40281
2022-10-15,4.88006
2022-10-16,6.36889
2022-10-17,7.48552
2022-10-18,9.30521
2022-10-19,7.52688
2022-10-20,8.56079
2022-10-21,6.78246
2022-10-22,4.79735
2022-10-23,5.83126
2022-10-24,7.23738
2022-10-25,8.14722
2022-10-26,7.44416
2022-10-27,8.10587
2022-10-28,6.41025
2022-10-29,4.25971
2022-10-30,4.88006
2022-10-31,8.76757
2022-11-01,9.5947
2022-11-02,9.42928
2022-11-03,9.05707
2022-11-04,5.91397
2022-11-05,4.38378
2022-11-06,5.70719
2022-11-07,8.933
2022-11-08,7.94044
2022-11-09,7.65095
2022-11-10,7.73366
2022-11-11,6.90653
2022-11-12,5.16956
2022-11-13,5.45905
2022-11-14,7.94044
2022-11-15,8.22994
2022-11-16,7.19602
2022-11-17,6.98924
2022-11-18,6.03804
2022-11-19,4.71464
2022-11-20,5.37634
2022-11-21,7.85773
2022-11-22,6.57568
2022-11-23,7.07196
2022-11-24,7.15467
2022-11-25,7.0306
2022-11-26,5.87262
2022-11-27,6.03804
2022-11-28,6.53432
2022-11-29,7.89909
2022-11-30,8.31265
2022-12-01,6.90653
2022-12-02,6.32754
2022-12-03,3.55665
2022-12-04,6.78246
2022-12-05,6.57568
2022-12-06,5.45905
2022-12-07,7.60959
2022-12-08,6.98924
2022-12-09,5.99669
2022-12-10,5.45905
2022-12-11,6.86517
2022-12-12,7.89909
2022-12-13,7.85773
2022-12-14,7.23738
2022-12-15,7.44416
2022-12-16,7.23738
2022-12-17,5.1282
2022-12-18,6.03804
2022-12-19,7.52688
2022-12-20,7.40281
2022-12-21,7.56823
2022-12-22,8.22994
2022-12-23,6.28618
2022-12-24,3.76344
2022-12-25,5.37634
2022-12-26,7.44416
2022-12-27,6.32754
2022-12-28,7.0306
2022-12-29,7.23738
2022-12-30,5.7899
2022-12-31,4.34243
2023-01-01,4.13564
2023-01-02,6.41025
2023-01-03,5.99669
2023-01-04,5.87262
2023-01-05,6.36889
2023-01-06,5.83126
2023-01-07,3.88751
2023-01-08,5.21091
2023-01-09,5.83126
2023-01-10,5.62448
2023-01-11,7.11331
2023-01-12,6.53432
2023-01-13,8.22994
2023-01-14,4.63192
2023-01-15,5.54177
2023-01-16,6.20347
2023-01-17,6.28618
2023-01-18,5.70719
2023-01-19,6.45161
2023-01-20,5.54177
2023-01-21,4.59057
2023-01-22,5.25227
2023-01-23,6.0794
2023-01-24,5.70719
2023-01-25,7.52688
2023-01-26,7.60959
2023-01-27,6.98924
2023-01-28,6.49296
2023-01-29,6.94789
2023-01-30,8.76757
2023-01-31,7.0306
2023-02-01,6.61703
2023-02-02,8.68486
2023-02-03,10.38047
2023-02-04,8.43672
2023-02-05,7.94044
2023-02-06,8.02315
2023-02-07,8.72622
2023-02-08,8.72622
2023-02-09,7.48552
2023-02-10,6.69975
2023-02-11,6.7411
2023-02-12,6.57568
2023-02-13,7.77502
2023-02-14,7.0306
2023-02-15,8.60215
2023-02-16,7.56823
2023-02-17,6.41025
2023-02-18,6.12076
2023-02-19,8.31265
2023-02-20,7.81637
2023-02-21,9.34656
2023-02-22,6.86517
2023-02-23,7.94044
2023-02-24,7.77502
2023-02-25,6.69975
2023-02-26,8.39536
2023-02-27,7.36145
2023-02-28,7.23738
2023-03-01,8.43672
2023-03-02,10.21505
2023-03-03,10.25641
2023-03-04,7.19602
2023-03-05,9.63606
2023-03-06,9.71877
2023-03-07,9.84284
2023-03-08,10.50454
2023-03-09,7.9818
2023-03-10,8.14722
2023-03-11,5.33498
2023-03-12,7.32009
2023-03-13,10.09098
2023-03-14,10.50454
2023-03-15,10.66997
2023-03-16,10.62861
2023-03-17,8.31265
2023-03-18,7.40281
2023-03-19,6.94789
2023-03-20,8.76757
2023-03-21,9.47063
2023-03-22,10.00827
2023-03-23,7.89909
2023-03-24,9.01571
2023-03-25,5.83126
2023-03-26,6.90653
2023-03-27,9.05707
2023-03-28,10.42183
2023-03-29,10.46319
2023-03-30,10.00827
2023-03-31,7.07196
2023-04-01,6.82382
2023-04-02,8.06451
2023-04-03,9.42928
2023-04-04,9.8842
2023-04-05,9.84284
2023-04-06,9.92555
2023-04-07,9.76013
2023-04-08,5.58312
2023-04-09,7.77502
2023-04-10,8.56079
2023-04-11,11.04218
2023-04-12,10.38047
2023-04-13,9.63606
2023-04-14,9.34656
2023-04-15,6.65839
2023-04-16,7.48552
2023-04-17,9.13978
2023-04-18,8.27129
2023-04-19,9.13978
2023-04-20,7.52688
2023-04-21,8.80893
2023-04-22,5.58312
2023-04-23,6.28618
2023-04-24,8.72622
2023-04-25,8.06451
2023-04-26,7.23738
2023-04-27,7.32009
2023-04-28,7.60959
2023-04-29,4.96277
2023-04-30,6.49296
2023-05-01,5.37634
2023-05-02,9.51199
2023-05-03,8.97435
2023-05-04,8.02315
2023-05-05,6.12076
2023-05-06,5.83126
2023-05-07,6.65839
2023-05-08,10.87675
2023-05-09,10.00827
2023-05-10,9.55334
2023-05-11,9.26385
2023-05-12,6.86517
2023-05-13,5.33498
2023-05-14,7.9818
2023-05-15,9.67741
2023-05-16,9.47063
2023-05-17,8.47808
2023-05-18,9.55334
2023-05-19,9.71877
2023-05-20,5.83126
2023-05-21,5.58312
2023-05-22,11.41439
2023-05-23,10.17369
2023-05-24,9.51199
2023-05-25,8.72622
2023-05-26,7.27874
2023-05-27,5.29363
2023-05-28,6.16211
2023-05-29,7.27874
