date,주가전망
2020-03-20,51.23966
2020-03-21,30.41958
2020-03-22,33.21678
2020-03-23,47.74316
2020-03-24,56.16656
2020-03-25,57.78766
2020-03-26,42.30769
2020-03-27,31.88175
2020-03-28,21.10616
2020-03-29,26.22377
2020-03-30,32.35855
2020-03-31,31.56389
2020-04-01,31.40495
2020-04-02,25.77876
2020-04-03,19.54863
2020-04-04,14.17673
2020-04-05,19.10362
2020-04-06,31.59567
2020-04-07,31.27781
2020-04-08,21.77368
2020-04-09,23.26764
2020-04-10,22.12333
2020-04-11,18.88111
2020-04-12,18.37253
2020-04-13,27.87666
2020-04-14,19.70756
2020-04-15,14.04958
2020-04-16,23.07692
2020-04-17,30.54672
2020-04-18,16.65607
2020-04-19,17.83216
2020-04-20,20.94723
2020-04-21,26.47806
2020-04-22,22.79084
2020-04-23,16.27463
2020-04-24,14.52638
2020-04-25,8.48696
2020-04-26,11.47488
2020-04-27,15.67069
2020-04-28,12.39669
2020-04-29,10.01271
2020-04-30,6.51621
2020-05-01,5.24475
2020-05-02,5.91226
2020-05-03,8.8684
2020-05-04,13.38207
2020-05-05,17.92752
2020-05-06,14.33566
2020-05-07,5.91226
2020-05-08,7.08836
2020-05-09,5.88048
2020-05-10,8.55054
2020-05-11,11.09345
2020-05-12,14.14494
2020-05-13,10.45772
2020-05-14,10.45772
2020-05-15,8.29624
2020-05-16,5.08582
2020-05-17,6.73871
2020-05-18,5.43547
2020-05-19,12.42848
2020-05-20,9.0909
2020-05-21,9.15448
2020-05-22,10.01271
2020-05-23,6.89764
2020-05-24,9.72663
2020-05-25,10.36236
2020-05-26,13.22314
2020-05-27,10.45772
2020-05-28,12.39669
2020-05-29,8.93197
2020-05-30,5.94405
2020-05-31,6.45263
2020-06-01,9.24984
2020-06-02,10.87094
2020-06-03,17.7368
2020-06-04,12.52383
2020-06-05,11.4431
2020-06-06,8.99554
2020-06-07,11.85632
2020-06-08,14.0178
2020-06-09,13.7635
2020-06-10,12.61919
2020-06-11,14.78067
2020-06-12,33.63
2020-06-13,9.37698
2020-06-14,13.15956
2020-06-15,75.20661
2020-06-16,32.99427
2020-06-17,22.50476
2020-06-18,12.3649
2020-06-19,10.64844
2020-06-20,6.83407
2020-06-21,6.83407
2020-06-22,11.22059
2020-06-23,9.37698
2020-06-24,8.61411
2020-06-25,11.06166
2020-06-26,6.32549
2020-06-27,5.21296
2020-06-28,6.64335
2020-06-29,12.52383
2020-06-30,7.12015
2020-07-01,5.94405
2020-07-02,5.3719
2020-07-03,4.79974
2020-07-04,3.21042
2020-07-05,5.24475
2020-07-06,7.27908
2020-07-07,8.42339
2020-07-08,6.38906
2020-07-09,5.56261
2020-07-10,5.3719
2020-07-11,3.43293
2020-07-12,3.30578
2020-07-13,5.72155
2020-07-14,5.40368
2020-07-15,5.78512
2020-07-16,6.45263
2020-07-17,4.86331
2020-07-18,3.78258
2020-07-19,3.87794
2020-07-20,6.83407
2020-07-21,7.21551
2020-07-22,7.31087
2020-07-23,7.40623
2020-07-24,8.1691
2020-07-25,6.10298
2020-07-26,6.35727
2020-07-27,6.86586
2020-07-28,6.57978
2020-07-29,7.27908
2020-07-30,6.89764
2020-07-31,7.40623
2020-08-01,4.29116
2020-08-02,4.25937
2020-08-03,6.70692
2020-08-04,6.26191
2020-08-05,8.96376
2020-08-06,10.58486
2020-08-07,10.55308
2020-08-08,5.21296
2020-08-09,5.30832
2020-08-10,8.58232
2020-08-11,12.96884
2020-08-12,15.82962
2020-08-13,15.4164
2020-08-14,16.17927
2020-08-15,10.01271
2020-08-16,9.37698
2020-08-17,14.11315
2020-08-18,30.89637
2020-08-19,17.5143
2020-08-20,51.20788
2020-08-21,20.94723
2020-08-22,9.85378
2020-08-23,13.03242
2020-08-24,18.24539
2020-08-25,13.85886
2020-08-26,13.25492
2020-08-27,13.28671
2020-08-28,12.11061
2020-08-29,7.08836
2020-08-30,8.35982
2020-08-31,14.43102
2020-09-01,11.72917
2020-09-02,10.07628
2020-09-03,10.99809
2020-09-04,17.16465
2020-09-05,7.88302
2020-09-06,9.31341
2020-09-07,14.08137
2020-09-08,12.77813
2020-09-09,17.83216
2020-09-10,11.50667
2020-09-11,10.17164
2020-09-12,5.68976
2020-09-13,7.18372
2020-09-14,9.72663
2020-09-15,11.41131
2020-09-16,11.88811
2020-09-17,16.87857
2020-09-18,8.93197
2020-09-19,5.72155
2020-09-20,5.78512
2020-09-21,12.87349
2020-09-22,36.55435
2020-09-23,19.3897
2020-09-24,35.75969
2020-09-25,13.66815
2020-09-26,7.02479
2020-09-27,7.56516
2020-09-28,8.51875
2020-09-29,5.72155
2020-09-30,2.70184
2020-10-01,4.03687
2020-10-02,5.30832
2020-10-03,6.19834
2020-10-04,8.35982
2020-10-05,8.58232
2020-10-06,7.02479
2020-10-07,8.35982
2020-10-08,7.15193
2020-10-09,4.4183
2020-10-10,3.62364
2020-10-11,4.86331
2020-10-12,7.12015
2020-10-13,7.6923
2020-10-14,10.01271
2020-10-15,15.25746
2020-10-16,16.46535
2020-10-17,7.02479
2020-10-18,6.83407
2020-10-19,10.90273
2020-10-20,13.541
2020-10-21,6.7705
2020-10-22,11.69739
2020-10-23,7.66052
2020-10-24,4.1958
2020-10-25,4.86331
2020-10-26,16.49713
2020-10-27,11.31595
2020-10-28,6.35727
2020-10-29,10.93452
2020-10-30,14.4628
2020-10-31,9.7902
2020-11-01,9.37698
2020-11-02,9.21805
2020-11-03,7.02479
2020-11-04,7.78766
2020-11-05,11.6656
2020-11-06,7.75588
2020-11-07,3.59186
2020-11-08,7.94659
2020-11-09,13.12778
2020-11-10,11.09345
2020-11-11,11.57024
2020-11-12,8.93197
2020-11-13,6.86586
2020-11-14,3.0197
2020-11-15,4.95867
2020-11-16,12.90527
2020-11-17,11.79275
2020-11-18,8.42339
2020-11-19,7.53337
2020-11-20,5.78512
2020-11-21,4.60902
2020-11-22,5.88048
2020-11-23,12.42848
2020-11-24,11.34774
2020-11-25,15.35282
2020-11-26,11.53846
2020-11-27,10.20343
2020-11-28,6.64335
2020-11-29,6.86586
2020-11-30,11.25238
2020-12-01,10.9663
2020-12-02,10.90273
2020-12-03,12.74634
2020-12-04,17.29179
2020-12-05,10.7438
2020-12-06,10.267
2020-12-07,15.4164
2020-12-08,21.4876
2020-12-09,18.4361
2020-12-10,14.90781
2020-12-11,14.33566
2020-12-12,10.90273
2020-12-13,14.90781
2020-12-14,16.65607
2020-12-15,16.02034
2020-12-16,12.39669
2020-12-17,14.90781
2020-12-18,11.22059
2020-12-19,8.3916
2020-12-20,9.88556
2020-12-21,15.03496
2020-12-22,23.87158
2020-12-23,16.1157
2020-12-24,11.47488
2020-12-25,8.29624
2020-12-26,6.89764
2020-12-27,8.70947
2020-12-28,13.19135
2020-12-29,14.11315
2020-12-30,14.14494
2020-12-31,9.98092
2021-01-01,8.83661
2021-01-02,6.86586
2021-01-03,10.01271
2021-01-04,24.69802
2021-01-05,26.47806
2021-01-06,31.02352
2021-01-07,29.30705
2021-01-08,37.82581
2021-01-09,27.01843
2021-01-10,25.52447
2021-01-11,48.41068
2021-01-12,47.32994
2021-01-13,34.48823
2021-01-14,30.10171
2021-01-15,47.20279
2021-01-16,29.59313
2021-01-17,26.44628
2021-01-18,59.31341
2021-01-19,33.43928
2021-01-20,25.74698
2021-01-21,27.39987
2021-01-22,23.71265
2021-01-23,14.58995
2021-01-24,15.09853
2021-01-25,28.00381
2021-01-26,34.71074
2021-01-27,31.43674
2021-01-28,63.0642
2021-01-29,100.0
2021-01-30,57.81945
2021-01-31,48.21996
2021-02-01,44.08773
2021-02-02,21.86904
2021-02-03,22.28226
2021-02-04,26.8595
2021-02-05,16.71964
2021-02-06,11.76096
2021-02-07,13.66815
2021-02-08,20.3115
2021-02-09,16.56071
2021-02-10,13.66815
2021-02-11,8.29624
2021-02-12,8.04195
2021-02-13,10.39415
2021-02-14,12.42848
2021-02-15,15.57533
2021-02-16,13.95422
2021-02-17,23.45835
2021-02-18,30.41958
2021-02-19,26.82771
2021-02-20,10.23521
2021-02-21,13.66815
2021-02-22,26.00127
2021-02-23,36.30006
2021-02-24,60.77558
2021-02-25,26.66878
2021-02-26,36.04577
2021-02-27,19.00826
2021-02-28,19.77113
2021-03-01,17.45073
2021-03-02,19.77113
2021-03-03,15.16211
2021-03-04,21.99618
2021-03-05,25.33375
2021-03-06,12.74634
2021-03-07,12.26954
2021-03-08,29.97457
2021-03-09,46.15384
2021-03-10,27.49523
2021-03-11,19.83471
2021-03-12,16.84678
2021-03-13,10.20343
2021-03-14,12.96884
2021-03-15,15.4164
2021-03-16,13.50921
2021-03-17,15.60712
2021-03-18,13.73172
2021-03-19,12.26954
2021-03-20,7.37444
2021-03-21,9.40877
2021-03-22,12.11061
2021-03-23,16.97393
2021-03-24,19.16719
2021-03-25,15.95677
2021-03-26,10.71201
2021-03-27,6.80228
2021-03-28,9.75842
2021-03-29,13.44564
2021-03-30,12.42848
2021-03-31,12.58741
2021-04-01,11.57024
2021-04-02,11.18881
2021-04-03,7.27908
2021-04-04,9.28162
2021-04-05,12.39669
2021-04-06,10.77558
2021-04-07,9.63127
2021-04-08,7.88302
2021-04-09,8.3916
2021-04-10,5.5944
2021-04-11,6.7705
2021-04-12,9.69485
2021-04-13,9.63127
2021-04-14,11.79275
2021-04-15,11.50667
2021-04-16,11.12523
2021-04-17,6.57978
2021-04-18,6.0712
2021-04-19,8.45518
2021-04-20,10.33057
2021-04-21,18.6904
2021-04-22,13.63636
2021-04-23,11.18881
2021-04-24,5.53083
2021-04-25,6.54799
2021-04-26,8.42339
2021-04-27,9.0909
2021-04-28,13.03242
2021-04-29,16.24284
2021-04-30,17.57787
2021-05-01,8.26446
2021-05-02,7.81945
2021-05-03,14.87603
2021-05-04,12.61919
2021-05-05,7.43801
2021-05-06,10.64844
2021-05-07,9.50413
2021-05-08,6.35727
2021-05-09,6.03941
2021-05-10,10.39415
2021-05-11,12.39669
2021-05-12,32.99427
2021-05-13,44.75524
2021-05-14,16.68785
2021-05-15,8.74125
2021-05-16,8.55054
2021-05-17,12.04704
2021-05-18,9.63127
2021-05-19,7.21551
2021-05-20,12.11061
2021-05-21,8.64589
2021-05-22,5.84869
2021-05-23,7.08836
2021-05-24,14.7171
2021-05-25,9.28162
2021-05-26,7.62873
2021-05-27,11.12523
2021-05-28,7.56516
2021-05-29,6.00762
2021-05-30,6.26191
2021-05-31,8.8684
2021-06-01,9.05912
2021-06-02,10.20343
2021-06-03,12.1424
2021-06-04,10.71201
2021-06-05,6.19834
2021-06-06,5.88048
2021-06-07,13.31849
2021-06-08,9.94914
2021-06-09,10.77558
2021-06-10,9.98092
2021-06-11,8.35982
2021-06-12,4.1958
2021-06-13,6.26191
2021-06-14,9.75842
2021-06-15,8.48696
2021-06-16,8.04195
2021-06-17,9.3452
2021-06-18,7.59694
2021-06-19,4.70438
2021-06-20,5.65797
2021-06-21,14.17673
2021-06-22,8.13731
2021-06-23,9.53591
2021-06-24,7.53337
2021-06-25,7.18372
2021-06-26,3.68722
2021-06-27,5.02225
2021-06-28,6.54799
2021-06-29,5.46726
2021-06-30,6.70692
2021-07-01,5.34011
2021-07-02,4.03687
2021-07-03,3.21042
2021-07-04,3.05149
2021-07-05,5.97584
2021-07-06,6.35727
2021-07-07,7.05657
2021-07-08,21.64653
2021-07-09,32.39033
2021-07-10,10.07628
2021-07-11,8.93197
2021-07-12,8.42339
2021-07-13,7.21551
2021-07-14,10.07628
2021-07-15,7.62873
2021-07-16,9.72663
2021-07-17,4.1958
2021-07-18,4.73617
2021-07-19,11.85632
2021-07-20,14.4628
2021-07-21,14.55816
2021-07-22,8.80483
2021-07-23,4.79974
2021-07-24,2.95613
2021-07-25,4.35473
2021-07-26,10.13986
2021-07-27,6.86586
2021-07-28,7.18372
2021-07-29,5.21296
