date,목업
2020-03-20,34.4086
2020-03-21,13.88888
2020-03-22,14.87455
2020-03-23,39.33691
2020-03-24,33.60215
2020-03-25,36.91756
2020-03-26,35.39426
2020-03-27,31.81003
2020-03-28,14.33691
2020-03-29,15.59139
2020-03-30,35.30465
2020-03-31,37.99283
2020-04-01,34.76702
2020-04-02,35.66308
2020-04-03,30.73476
2020-04-04,11.29032
2020-04-05,15.14336
2020-04-06,33.15412
2020-04-07,39.96415
2020-04-08,44.80286
2020-04-09,44.98207
2020-04-10,36.91756
2020-04-11,16.21863
2020-04-12,17.92114
2020-04-13,40.7706
2020-04-14,46.14695
2020-04-15,21.23655
2020-04-16,40.32258
2020-04-17,37.45519
2020-04-18,15.681
2020-04-19,17.65232
2020-04-20,44.08602
2020-04-21,44.17562
2020-04-22,45.4301
2020-04-23,40.14336
2020-04-24,36.20071
2020-04-25,15.23297
2020-04-26,15.23297
2020-04-27,36.64874
2020-04-28,37.18637
2020-04-29,36.73835
2020-04-30,22.75985
2020-05-01,34.31899
2020-05-02,18.18996
2020-05-03,19.17562
2020-05-04,29.48028
2020-05-05,18.90681
2020-05-06,35.30465
2020-05-07,38.97849
2020-05-08,35.84229
2020-05-09,16.93548
2020-05-10,18.45878
2020-05-11,39.51612
2020-05-12,40.41218
2020-05-13,36.64874
2020-05-14,37.5448
2020-05-15,37.5448
2020-05-16,16.30824
2020-05-17,19.35483
2020-05-18,38.53046
2020-05-19,37.90322
2020-05-20,39.60573
2020-05-21,40.05376
2020-05-22,39.96415
2020-05-23,16.21863
2020-05-24,18.99641
2020-05-25,41.66666
2020-05-26,43.99641
2020-05-27,42.38351
2020-05-28,44.89247
2020-05-29,42.83154
2020-05-30,22.58064
2020-05-31,27.24014
2020-06-01,42.2043
2020-06-02,49.91039
2020-06-03,47.04301
2020-06-04,43.90681
2020-06-05,45.25089
2020-06-06,21.86379
2020-06-07,17.56272
2020-06-08,42.38351
2020-06-09,47.58064
2020-06-10,42.02508
2020-06-11,44.80286
2020-06-12,39.69534
2020-06-13,17.38351
2020-06-14,18.72759
2020-06-15,53.40501
2020-06-16,53.04659
2020-06-17,47.40143
2020-06-18,40.50179
2020-06-19,40.86021
2020-06-20,20.51971
2020-06-21,21.77419
2020-06-22,48.5663
2020-06-23,49.37275
2020-06-24,46.05734
2020-06-25,47.93906
2020-06-26,38.44086
2020-06-27,19.44444
2020-06-28,20.3405
2020-06-29,47.04301
2020-06-30,44.71326
2020-07-01,39.60573
2020-07-02,41.75627
2020-07-03,39.0681
2020-07-04,19.62365
2020-07-05,18.10035
2020-07-06,41.57706
2020-07-07,37.81362
2020-07-08,40.23297
2020-07-09,39.78494
2020-07-10,37.09677
2020-07-11,16.93548
2020-07-12,15.23297
2020-07-13,39.24731
2020-07-14,36.82795
2020-07-15,39.1577
2020-07-16,38.08243
2020-07-17,32.52688
2020-07-18,14.51612
2020-07-19,15.681
2020-07-20,35.12544
2020-07-21,39.69534
2020-07-22,38.62007
2020-07-23,42.2043
2020-07-24,31.09318
2020-07-25,14.0681
2020-07-26,12.45519
2020-07-27,34.13978
2020-07-28,35.48387
2020-07-29,36.0215
2020-07-30,35.12544
2020-07-31,31.18279
2020-08-01,15.41218
2020-08-02,15.14336
2020-08-03,32.43727
2020-08-04,33.60215
2020-08-05,32.79569
2020-08-06,33.60215
2020-08-07,34.4086
2020-08-08,16.39784
2020-08-09,14.1577
2020-08-10,34.58781
2020-08-11,38.88888
2020-08-12,36.82795
2020-08-13,38.26164
2020-08-14,29.48028
2020-08-15,14.51612
2020-08-16,11.55913
2020-08-17,19.35483
2020-08-18,35.66308
2020-08-19,34.4982
2020-08-20,36.11111
2020-08-21,33.96057
2020-08-22,15.32258
2020-08-23,17.47311
2020-08-24,41.75627
2020-08-25,38.62007
2020-08-26,37.6344
2020-08-27,39.96415
2020-08-28,35.57347
2020-08-29,19.53405
2020-08-30,15.41218
2020-08-31,41.12903
2020-09-01,41.21863
2020-09-02,36.37992
2020-09-03,38.17204
2020-09-04,36.29032
2020-09-05,17.92114
2020-09-06,18.10035
2020-09-07,40.94982
2020-09-08,41.30824
2020-09-09,52.68817
2020-09-10,42.83154
2020-09-11,38.26164
2020-09-12,21.50537
2020-09-13,17.65232
2020-09-14,42.83154
2020-09-15,41.48745
2020-09-16,40.50179
2020-09-17,36.20071
2020-09-18,33.60215
2020-09-19,15.94982
2020-09-20,18.10035
2020-09-21,37.81362
2020-09-22,43.72759
2020-09-23,40.23297
2020-09-24,45.4301
2020-09-25,33.87096
2020-09-26,17.56272
2020-09-27,15.05376
2020-09-28,36.46953
2020-09-29,28.31541
2020-09-30,14.1577
2020-10-01,9.13978
2020-10-02,11.29032
2020-10-03,14.51612
2020-10-04,17.38351
2020-10-05,41.12903
2020-10-06,44.44444
2020-10-07,44.17562
2020-10-08,40.23297
2020-10-09,17.92114
2020-10-10,18.36917
2020-10-11,19.71326
2020-10-12,42.83154
2020-10-13,45.87813
2020-10-14,55.28673
2020-10-15,51.43369
2020-10-16,41.03942
2020-10-17,26.25448
2020-10-18,26.43369
2020-10-19,50.98566
2020-10-20,66.66666
2020-10-21,51.79211
2020-10-22,50.71684
2020-10-23,44.53405
2020-10-24,21.50537
2020-10-25,23.11827
2020-10-26,46.23655
2020-10-27,47.49103
2020-10-28,42.2043
2020-10-29,45.78853
2020-10-30,39.1577
2020-10-31,19.35483
2020-11-01,20.87813
2020-11-02,39.60573
2020-11-03,42.2939
2020-11-04,46.32616
2020-11-05,46.59498
2020-11-06,38.62007
2020-11-07,19.80286
2020-11-08,21.23655
