date,라이선스
2020-08-30,24.45923
2020-08-31,48.91846
2020-09-01,52.41264
2020-09-02,53.74376
2020-09-03,59.2346
2020-09-04,59.2346
2020-09-05,40.26622
2020-09-06,41.93011
2020-09-07,63.06156
2020-09-08,57.57071
2020-09-09,53.74376
2020-09-10,52.24625
2020-09-11,59.40099
2020-09-12,40.09983
2020-09-13,33.44425
2020-09-14,44.59234
2020-09-15,59.40099
2020-09-16,59.90016
2020-09-17,54.74209
2020-09-18,45.42429
2020-09-19,36.93843
2020-09-20,33.44425
2020-09-21,41.93011
2020-09-22,50.41597
2020-09-23,53.57737
2020-09-24,56.40599
2020-09-25,38.43594
2020-09-26,34.60898
2020-09-27,34.77537
2020-09-28,43.42762
2020-09-29,55.57404
2020-09-30,26.28951
2020-10-01,25.95673
2020-10-02,27.45424
2020-10-03,29.6173
2020-10-04,30.28286
2020-10-05,58.06988
2020-10-06,51.24792
2020-10-07,82.02995
2020-10-08,60.73211
2020-10-09,60.06655
2020-10-10,31.61397
2020-10-11,34.10981
2020-10-12,45.42429
2020-10-13,46.92179
2020-10-14,52.57903
2020-10-15,67.55407
2020-10-16,57.23793
2020-10-17,37.4376
2020-10-18,38.26955
2020-10-19,56.2396
2020-10-20,56.40599
2020-10-21,49.75041
2020-10-22,46.92179
2020-10-23,50.58236
2020-10-24,43.26123
2020-10-25,37.10482
2020-10-26,42.92845
2020-10-27,48.58569
2020-10-28,71.04825
2020-10-29,41.59733
2020-10-30,36.60565
2020-10-31,24.79201
2020-11-01,36.43926
2020-11-02,36.60565
2020-11-03,43.09484
2020-11-04,44.09317
2020-11-05,37.60399
2020-11-06,37.4376
2020-11-07,27.95341
2020-11-08,25.79034
2020-11-09,36.60565
2020-11-10,41.26455
2020-11-11,43.26123
2020-11-12,46.7554
2020-11-13,38.60232
2020-11-14,21.46422
2020-11-15,27.78702
2020-11-16,38.9351
2020-11-17,45.09151
2020-11-18,45.42429
2020-11-19,46.7554
2020-11-20,37.27121
2020-11-21,29.95008
2020-11-22,25.45757
2020-11-23,38.76871
2020-11-24,44.92512
2020-11-25,46.92179
2020-11-26,42.42928
2020-11-27,36.93843
2020-11-28,23.46089
2020-11-29,37.77038
2020-11-30,37.4376
2020-12-01,48.08652
2020-12-02,46.92179
2020-12-03,51.74708
2020-12-04,45.59068
2020-12-05,35.44093
2020-12-06,25.95673
2020-12-07,44.92512
2020-12-08,49.9168
2020-12-09,54.07653
2020-12-10,47.92013
2020-12-11,44.42595
2020-12-12,26.95507
2020-12-13,27.45424
2020-12-14,43.42762
2020-12-15,58.06988
2020-12-16,48.08652
2020-12-17,42.59567
2020-12-18,45.92346
2020-12-19,25.95673
2020-12-20,33.94342
2020-12-21,38.10316
2020-12-22,41.43094
2020-12-23,38.26955
2020-12-24,31.1148
2020-12-25,19.13477
2020-12-26,26.62229
2020-12-27,19.80033
2020-12-28,37.27121
2020-12-29,36.60565
2020-12-30,43.92678
2020-12-31,26.4559
2021-01-01,20.2995
2021-01-02,18.96838
2021-01-03,21.46422
2021-01-04,40.93178
2021-01-05,40.43261
2021-01-06,42.26289
2021-01-07,34.10981
2021-01-08,34.94176
2021-01-09,16.80532
2021-01-10,26.62229
2021-01-11,36.43926
2021-01-12,39.60066
2021-01-13,45.59068
2021-01-14,43.26123
2021-01-15,37.60399
2021-01-16,20.79866
2021-01-17,23.12811
2021-01-18,36.60565
2021-01-19,38.76871
2021-01-20,38.9351
2021-01-21,41.26455
2021-01-22,33.94342
2021-01-23,18.6356
2021-01-24,18.30282
2021-01-25,34.60898
2021-01-26,38.10316
2021-01-27,40.93178
2021-01-28,35.44093
2021-01-29,32.11314
2021-01-30,17.97004
2021-01-31,16.80532
2021-02-01,31.44758
2021-02-02,32.7787
2021-02-03,34.60898
2021-02-04,36.93843
2021-02-05,33.44425
2021-02-06,16.80532
2021-02-07,16.80532
2021-02-08,33.27787
2021-02-09,41.43094
2021-02-10,33.61064
2021-02-11,15.14143
2021-02-12,11.98003
2021-02-13,13.64392
2021-02-14,16.13976
2021-02-15,41.59733
2021-02-16,46.58901
2021-02-17,41.93011
2021-02-18,36.43926
2021-02-19,35.60732
2021-02-20,20.13311
2021-02-21,16.80532
2021-02-22,36.10648
2021-02-23,37.60399
2021-02-24,34.60898
2021-02-25,36.93843
2021-02-26,28.45257
2021-02-27,19.63394
2021-02-28,17.1381
2021-03-01,25.95673
2021-03-02,35.77371
2021-03-03,37.77038
2021-03-04,42.0965
2021-03-05,38.43594
2021-03-06,19.96672
2021-03-07,21.96339
2021-03-08,39.93344
2021-03-09,35.27454
2021-03-10,45.75707
2021-03-11,39.93344
2021-03-12,40.76539
2021-03-13,20.63227
2021-03-14,26.28951
2021-03-15,43.76039
2021-03-16,41.59733
2021-03-17,44.09317
2021-03-18,45.75707
2021-03-19,38.60232
2021-03-20,24.79201
2021-03-21,21.96339
2021-03-22,44.09317
2021-03-23,47.58735
2021-03-24,37.93677
2021-03-25,42.92845
2021-03-26,45.92346
2021-03-27,22.46256
2021-03-28,29.6173
2021-03-29,36.60565
2021-03-30,46.42262
2021-03-31,41.59733
2021-04-01,47.75374
2021-04-02,33.27787
2021-04-03,34.94176
2021-04-04,29.78369
2021-04-05,39.43427
2021-04-06,46.08985
2021-04-07,46.42262
2021-04-08,42.59567
2021-04-09,39.93344
2021-04-10,21.96339
2021-04-11,24.79201
2021-04-12,43.09484
2021-04-13,49.58402
2021-04-14,42.92845
2021-04-15,46.58901
2021-04-16,39.43427
2021-04-17,25.62396
2021-04-18,27.45424
2021-04-19,38.60232
2021-04-20,42.42928
2021-04-21,43.92678
2021-04-22,44.75873
2021-04-23,36.43926
2021-04-24,19.30116
2021-04-25,27.45424
2021-04-26,40.09983
2021-04-27,34.94176
2021-04-28,38.26955
2021-04-29,40.76539
2021-04-30,30.94841
2021-05-01,19.46755
2021-05-02,19.13477
2021-05-03,34.60898
2021-05-04,32.61231
2021-05-05,18.46921
2021-05-06,31.44758
2021-05-07,37.60399
2021-05-08,19.13477
2021-05-09,16.63893
2021-05-10,41.26455
2021-05-11,31.28119
2021-05-12,41.43094
2021-05-13,40.93178
2021-05-14,36.60565
2021-05-15,21.29783
2021-05-16,20.13311
2021-05-17,40.76539
2021-05-18,37.4376
2021-05-19,25.12479
2021-05-20,40.26622
2021-05-21,35.94009
2021-05-22,17.30449
2021-05-23,17.30449
2021-05-24,31.44758
2021-05-25,38.60232
2021-05-26,36.43926
2021-05-27,32.44592
2021-05-28,37.10482
2021-05-29,21.797
2021-05-30,23.12811
2021-05-31,35.94009
2021-06-01,38.43594
2021-06-02,34.44259
2021-06-03,37.93677
2021-06-04,32.94509
2021-06-05,22.46256
2021-06-06,17.63727
2021-06-07,39.93344
2021-06-08,42.26289
2021-06-09,36.60565
2021-06-10,32.7787
2021-06-11,35.60732
2021-06-12,18.13643
2021-06-13,19.96672
2021-06-14,35.94009
2021-06-15,37.27121
2021-06-16,38.76871
2021-06-17,40.26622
2021-06-18,32.7787
2021-06-19,14.80865
2021-06-20,21.13144
2021-06-21,33.77703
2021-06-22,44.75873
2021-06-23,36.27287
2021-06-24,38.60232
2021-06-25,33.61064
2021-06-26,15.4742
2021-06-27,17.1381
2021-06-28,39.43427
2021-06-29,39.43427
2021-06-30,38.26955
2021-07-01,38.43594
2021-07-02,37.27121
2021-07-03,18.6356
2021-07-04,21.96339
2021-07-05,36.10648
2021-07-06,40.599
2021-07-07,38.10316
2021-07-08,38.60232
2021-07-09,34.77537
2021-07-10,18.30282
2021-07-11,16.30615
2021-07-12,35.27454
2021-07-13,33.11148
2021-07-14,33.77703
2021-07-15,35.94009
2021-07-16,32.11314
2021-07-17,15.97337
2021-07-18,13.9767
2021-07-19,33.94342
2021-07-20,33.44425
2021-07-21,35.10815
2021-07-22,34.10981
2021-07-23,28.1198
2021-07-24,14.47587
2021-07-25,11.64725
2021-07-26,33.11148
2021-07-27,41.76372
2021-07-28,34.77537
2021-07-29,36.77204
2021-07-30,27.62063
2021-07-31,14.97504
2021-08-01,19.30116
2021-08-02,37.77038
2021-08-03,37.77038
2021-08-04,38.26955
2021-08-05,39.76705
2021-08-06,35.44093
2021-08-07,15.97337
2021-08-08,20.63227
2021-08-09,41.76372
2021-08-10,40.93178
2021-08-11,42.76206
2021-08-12,38.9351
2021-08-13,37.93677
2021-08-14,20.79866
2021-08-15,19.46755
2021-08-16,28.78535
2021-08-17,44.25956
2021-08-18,45.42429
2021-08-19,38.76871
2021-08-20,46.42262
2021-08-21,26.78868
2021-08-22,24.29284
2021-08-23,44.59234
2021-08-24,43.42762
2021-08-25,44.92512
2021-08-26,38.76871
2021-08-27,36.10648
2021-08-28,21.63061
2021-08-29,25.12479
2021-08-30,35.94009
2021-08-31,38.9351
2021-09-01,46.7554
2021-09-02,39.60066
2021-09-03,39.10149
2021-09-04,24.62562
2021-09-05,22.46256
2021-09-06,33.94342
2021-09-07,40.93178
2021-09-08,43.42762
2021-09-09,40.93178
2021-09-10,35.60732
2021-09-11,22.46256
2021-09-12,22.46256
2021-09-13,41.09816
2021-09-14,42.0965
2021-09-15,39.93344
2021-09-16,44.09317
2021-09-17,31.61397
2021-09-18,21.46422
2021-09-19,18.13643
2021-09-20,20.46589
2021-09-21,17.47088
2021-09-22,25.29118
2021-09-23,45.2579
2021-09-24,45.09151
2021-09-25,26.62229
2021-09-26,32.27953
2021-09-27,42.76206
2021-09-28,58.90183
2021-09-29,56.73876
2021-09-30,57.57071
2021-10-01,46.42262
2021-10-02,32.27953
2021-10-03,28.78535
2021-10-04,40.76539
2021-10-05,43.42762
2021-10-06,41.76372
2021-10-07,42.76206
2021-10-08,43.76039
2021-10-09,24.29284
2021-10-10,24.12645
2021-10-11,25.29118
2021-10-12,43.42762
2021-10-13,43.76039
2021-10-14,40.76539
2021-10-15,37.93677
2021-10-16,22.79534
2021-10-17,18.80199
2021-10-18,37.60399
2021-10-19,41.09816
2021-10-20,38.60232
2021-10-21,37.27121
2021-10-22,40.599
2021-10-23,22.46256
2021-10-24,26.95507
2021-10-25,35.44093
2021-10-26,56.57237
2021-10-27,50.24958
2021-10-28,59.2346
2021-10-29,42.92845
2021-10-30,28.95174
2021-10-31,29.95008
2021-11-01,43.09484
2021-11-02,45.92346
2021-11-03,50.58236
2021-11-04,46.42262
2021-11-05,35.77371
2021-11-06,24.9584
2021-11-07,26.95507
2021-11-08,40.599
2021-11-09,51.74708
2021-11-10,48.91846
2021-11-11,43.76039
2021-11-12,43.594
2021-11-13,29.28452
2021-11-14,30.11647
2021-11-15,42.59567
2021-11-16,43.09484
2021-11-17,49.41763
2021-11-18,46.58901
2021-11-19,29.78369
2021-11-20,23.62728
2021-11-21,30.61564
2021-11-22,45.42429
2021-11-23,43.76039
2021-11-24,40.26622
2021-11-25,36.77204
2021-11-26,37.4376
2021-11-27,18.30282
2021-11-28,24.45923
2021-11-29,41.93011
2021-11-30,41.93011
2021-12-01,45.42429
2021-12-02,41.26455
2021-12-03,33.44425
2021-12-04,21.63061
2021-12-05,29.95008
2021-12-06,35.77371
2021-12-07,48.75207
2021-12-08,47.42096
2021-12-09,39.60066
2021-12-10,36.10648
2021-12-11,23.12811
2021-12-12,23.12811
2021-12-13,35.27454
2021-12-14,42.76206
2021-12-15,43.42762
2021-12-16,36.93843
2021-12-17,31.78036
2021-12-18,18.30282
2021-12-19,24.45923
2021-12-20,30.28286
2021-12-21,46.08985
2021-12-22,34.94176
2021-12-23,52.57903
2021-12-24,27.45424
2021-12-25,18.96838
2021-12-26,16.80532
2021-12-27,32.11314
2021-12-28,32.44592
2021-12-29,33.27787
2021-12-30,36.77204
2021-12-31,27.78702
2022-01-01,20.2995
2022-01-02,19.96672
2022-01-03,32.94509
2022-01-04,37.93677
2022-01-05,34.2762
2022-01-06,37.10482
2022-01-07,30.11647
2022-01-08,15.14143
2022-01-09,23.12811
2022-01-10,38.43594
2022-01-11,36.77204
2022-01-12,36.77204
2022-01-13,41.09816
2022-01-14,36.10648
2022-01-15,18.30282
2022-01-16,24.12645
2022-01-17,32.44592
2022-01-18,41.76372
2022-01-19,35.77371
2022-01-20,39.60066
2022-01-21,34.94176
2022-01-22,16.63893
2022-01-23,20.2995
2022-01-24,35.44093
2022-01-25,36.43926
2022-01-26,40.43261
2022-01-27,35.77371
2022-01-28,45.75707
2022-01-29,11.48086
2022-01-30,16.47254
2022-01-31,16.30615
2022-02-01,16.63893
2022-02-02,17.63727
2022-02-03,34.10981
2022-02-04,31.78036
2022-02-05,16.47254
2022-02-06,21.46422
2022-02-07,35.77371
2022-02-08,34.77537
2022-02-09,35.94009
2022-02-10,33.77703
2022-02-11,35.27454
2022-02-12,15.4742
2022-02-13,16.63893
2022-02-14,33.27787
2022-02-15,31.94675
2022-02-16,41.43094
2022-02-17,39.60066
2022-02-18,27.12146
2022-02-19,14.80865
2022-02-20,17.97004
2022-02-21,39.60066
2022-02-22,38.9351
2022-02-23,42.76206
2022-02-24,40.09983
2022-02-25,31.44758
2022-02-26,15.64059
2022-02-27,23.2945
2022-02-28,32.94509
2022-03-01,21.29783
2022-03-02,40.43261
2022-03-03,41.26455
2022-03-04,36.10648
2022-03-05,19.80033
2022-03-06,25.95673
2022-03-07,40.26622
2022-03-08,40.93178
2022-03-09,25.45757
2022-03-10,40.93178
2022-03-11,35.60732
2022-03-12,27.12146
2022-03-13,29.28452
2022-03-14,41.59733
2022-03-15,45.09151
2022-03-16,44.09317
2022-03-17,43.42762
2022-03-18,47.92013
2022-03-19,28.45257
2022-03-20,30.78202
2022-03-21,47.08818
2022-03-22,43.42762
2022-03-23,44.92512
2022-03-24,51.24792
2022-03-25,46.92179
2022-03-26,44.25956
2022-03-27,46.92179
2022-03-28,56.73876
2022-03-29,49.08485
2022-03-30,53.57737
2022-03-31,42.92845
2022-04-01,45.92346
2022-04-02,31.28119
2022-04-03,34.94176
2022-04-04,53.74376
2022-04-05,41.76372
2022-04-06,47.25457
2022-04-07,46.7554
2022-04-08,39.93344
2022-04-09,24.9584
2022-04-10,31.28119
2022-04-11,47.08818
2022-04-12,44.09317
2022-04-13,44.92512
2022-04-14,46.25623
2022-04-15,43.09484
2022-04-16,22.96173
2022-04-17,31.28119
2022-04-18,40.26622
2022-04-19,45.09151
2022-04-20,52.91181
2022-04-21,40.599
2022-04-22,35.60732
2022-04-23,25.29118
2022-04-24,24.45923
2022-04-25,46.58901
2022-04-26,39.10149
2022-04-27,39.26788
2022-04-28,39.10149
2022-04-29,34.44259
2022-04-30,18.6356
2022-05-01,16.13976
2022-05-02,36.27287
2022-05-03,37.27121
2022-05-04,32.44592
2022-05-05,20.13311
2022-05-06,28.61896
2022-05-07,14.64226
2022-05-08,16.13976
2022-05-09,41.26455
2022-05-10,37.77038
2022-05-11,38.26955
2022-05-12,37.27121
2022-05-13,36.77204
2022-05-14,16.63893
2022-05-15,24.9584
2022-05-16,32.94509
2022-05-17,39.60066
2022-05-18,38.43594
2022-05-19,41.59733
2022-05-20,30.94841
2022-05-21,17.97004
2022-05-22,21.46422
2022-05-23,39.10149
2022-05-24,42.42928
2022-05-25,41.59733
2022-05-26,36.77204
2022-05-27,30.44925
2022-05-28,17.1381
2022-05-29,17.97004
2022-05-30,33.77703
2022-05-31,30.61564
2022-06-01,20.46589
2022-06-02,35.94009
2022-06-03,34.2762
2022-06-04,19.63394
2022-06-05,21.46422
2022-06-06,27.95341
2022-06-07,36.60565
2022-06-08,41.93011
2022-06-09,42.59567
2022-06-10,35.44093
2022-06-11,20.63227
2022-06-12,33.77703
2022-06-13,50.08319
2022-06-14,47.58735
2022-06-15,47.08818
2022-06-16,41.43094
2022-06-17,37.93677
2022-06-18,22.46256
2022-06-19,18.30282
2022-06-20,35.77371
2022-06-21,42.42928
2022-06-22,38.76871
2022-06-23,44.42595
2022-06-24,34.60898
2022-06-25,16.13976
2022-06-26,23.12811
2022-06-27,38.10316
2022-06-28,44.59234
2022-06-29,41.26455
2022-06-30,43.76039
2022-07-01,33.77703
2022-07-02,23.12811
2022-07-03,28.61896
2022-07-04,43.594
2022-07-05,49.08485
2022-07-06,52.57903
2022-07-07,41.59733
2022-07-08,33.44425
2022-07-09,13.64392
2022-07-10,20.13311
2022-07-11,30.94841
2022-07-12,40.76539
2022-07-13,34.77537
2022-07-14,35.44093
2022-07-15,30.11647
2022-07-16,17.97004
2022-07-17,11.81364
2022-07-18,30.94841
2022-07-19,37.77038
2022-07-20,40.599
2022-07-21,34.2762
2022-07-22,31.78036
2022-07-23,14.30948
2022-07-24,13.81031
2022-07-25,33.77703
2022-07-26,37.27121
2022-07-27,39.76705
2022-07-28,36.77204
2022-07-29,31.28119
2022-07-30,15.80698
2022-07-31,14.30948
2022-08-01,30.78202
2022-08-02,37.27121
2022-08-03,34.10981
2022-08-04,30.61564
2022-08-05,29.11813
2022-08-06,19.63394
2022-08-07,14.14309
2022-08-08,28.61896
2022-08-09,34.2762
2022-08-10,37.60399
2022-08-11,32.94509
2022-08-12,28.95174
2022-08-13,13.64392
2022-08-14,13.81031
2022-08-15,17.1381
2022-08-16,36.27287
2022-08-17,37.27121
2022-08-18,39.60066
2022-08-19,29.95008
2022-08-20,17.1381
2022-08-21,14.30948
2022-08-22,32.61231
2022-08-23,39.26788
2022-08-24,35.44093
2022-08-25,37.60399
2022-08-26,44.75873
2022-08-27,17.80366
2022-08-28,16.97171
2022-08-29,35.94009
2022-08-30,35.27454
2022-08-31,37.27121
2022-09-01,41.26455
2022-09-02,36.43926
2022-09-03,16.13976
2022-09-04,16.30615
2022-09-05,39.43427
2022-09-06,41.26455
2022-09-07,40.93178
2022-09-08,30.78202
2022-09-09,14.47587
2022-09-10,15.80698
2022-09-11,15.80698
2022-09-12,22.96173
2022-09-13,32.27953
2022-09-14,48.25291
2022-09-15,42.26289
2022-09-16,34.77537
2022-09-17,26.28951
2022-09-18,22.79534
2022-09-19,35.27454
2022-09-20,41.09816
2022-09-21,43.76039
2022-09-22,44.59234
2022-09-23,34.10981
2022-09-24,21.797
2022-09-25,24.45923
2022-09-26,42.76206
2022-09-27,39.76705
2022-09-28,41.26455
2022-09-29,49.75041
2022-09-30,32.44592
2022-10-01,17.63727
2022-10-02,22.96173
2022-10-03,25.62396
2022-10-04,43.42762
2022-10-05,39.76705
2022-10-06,35.94009
2022-10-07,34.60898
2022-10-08,22.12978
2022-10-09,16.47254
2022-10-10,16.30615
2022-10-11,39.93344
2022-10-12,43.09484
2022-10-13,40.26622
2022-10-14,30.78202
2022-10-15,24.62562
2022-10-16,22.62895
2022-10-17,42.26289
2022-10-18,38.60232
2022-10-19,35.94009
2022-10-20,42.26289
2022-10-21,38.9351
2022-10-22,19.63394
2022-10-23,20.46589
2022-10-24,35.94009
2022-10-25,40.93178
2022-10-26,41.93011
2022-10-27,38.43594
2022-10-28,38.9351
2022-10-29,19.13477
2022-10-30,18.80199
2022-10-31,35.60732
2022-11-01,37.27121
2022-11-02,37.4376
2022-11-03,35.10815
2022-11-04,35.44093
2022-11-05,19.80033
2022-11-06,17.1381
2022-11-07,31.61397
2022-11-08,34.2762
2022-11-09,45.75707
2022-11-10,40.76539
2022-11-11,33.44425
2022-11-12,15.14143
2022-11-13,21.29783
2022-11-14,36.10648
2022-11-15,40.09983
2022-11-16,40.43261
2022-11-17,42.42928
2022-11-18,33.61064
2022-11-19,17.97004
2022-11-20,22.46256
2022-11-21,37.10482
2022-11-22,40.26622
2022-11-23,37.77038
2022-11-24,36.43926
2022-11-25,35.94009
2022-11-26,20.2995
2022-11-27,18.6356
2022-11-28,32.27953
2022-11-29,36.77204
2022-11-30,39.60066
2022-12-01,32.61231
2022-12-02,35.60732
2022-12-03,19.30116
2022-12-04,17.97004
2022-12-05,37.93677
2022-12-06,34.10981
2022-12-07,42.92845
2022-12-08,38.60232
2022-12-09,37.4376
2022-12-10,19.96672
2022-12-11,20.63227
2022-12-12,34.94176
2022-12-13,43.92678
2022-12-14,44.42595
2022-12-15,30.44925
2022-12-16,35.10815
2022-12-17,16.97171
2022-12-18,20.2995
2022-12-19,33.77703
2022-12-20,33.27787
2022-12-21,36.60565
2022-12-22,32.7787
2022-12-23,29.6173
2022-12-24,14.64226
2022-12-25,14.14309
2022-12-26,29.28452
2022-12-27,33.77703
2022-12-28,27.62063
2022-12-29,30.61564
2022-12-30,28.95174
2022-12-31,15.30782
2023-01-01,11.14808
2023-01-02,27.95341
2023-01-03,29.6173
2023-01-04,34.94176
2023-01-05,34.2762
2023-01-06,31.44758
2023-01-07,13.64392
2023-01-08,12.4792
2023-01-09,33.11148
2023-01-10,35.77371
2023-01-11,40.09983
2023-01-12,37.10482
2023-01-13,30.44925
2023-01-14,11.48086
2023-01-15,11.48086
2023-01-16,33.44425
2023-01-17,31.78036
2023-01-18,33.77703
2023-01-19,30.11647
2023-01-20,26.62229
2023-01-21,11.81364
2023-01-22,10.98169
2023-01-23,12.4792
2023-01-24,12.14642
2023-01-25,31.61397
2023-01-26,34.2762
2023-01-27,34.2762
2023-01-28,13.14475
2023-01-29,15.80698
2023-01-30,34.10981
2023-01-31,35.77371
2023-02-01,38.60232
2023-02-02,31.44758
2023-02-03,32.94509
2023-02-04,12.64559
2023-02-05,13.31114
2023-02-06,31.78036
2023-02-07,34.77537
2023-02-08,34.44259
2023-02-09,35.60732
2023-02-10,28.95174
2023-02-11,11.14808
2023-02-12,14.64226
2023-02-13,33.94342
2023-02-14,35.94009
2023-02-15,32.11314
2023-02-16,33.77703
2023-02-17,30.11647
2023-02-18,10.64891
2023-02-19,11.31447
2023-02-20,33.44425
2023-02-21,37.10482
2023-02-22,34.44259
2023-02-23,33.61064
2023-02-24,26.28951
2023-02-25,14.80865
2023-02-26,10.31613
2023-02-27,32.94509
2023-02-28,27.62063
2023-03-01,20.79866
2023-03-02,29.45091
2023-03-03,32.27953
2023-03-04,16.30615
2023-03-05,16.80532
2023-03-06,34.10981
2023-03-07,36.60565
2023-03-08,35.94009
2023-03-09,42.59567
2023-03-10,29.95008
2023-03-11,10.64891
2023-03-12,16.80532
2023-03-13,30.94841
2023-03-14,37.93677
2023-03-15,39.93344
2023-03-16,36.43926
2023-03-17,34.2762
2023-03-18,13.31114
2023-03-19,15.97337
2023-03-20,36.43926
2023-03-21,33.94342
2023-03-22,35.77371
2023-03-23,37.10482
2023-03-24,36.27287
2023-03-25,9.98336
2023-03-26,13.64392
2023-03-27,36.77204
2023-03-28,35.10815
2023-03-29,34.44259
2023-03-30,30.94841
2023-03-31,28.78535
2023-04-01,10.64891
2023-04-02,16.30615
2023-04-03,33.94342
2023-04-04,36.77204
2023-04-05,36.27287
2023-04-06,38.10316
2023-04-07,32.94509
2023-04-08,12.4792
2023-04-09,19.80033
2023-04-10,37.60399
2023-04-11,38.43594
2023-04-12,39.76705
2023-04-13,40.43261
2023-04-14,37.60399
2023-04-15,15.64059
2023-04-16,19.63394
2023-04-17,42.92845
2023-04-18,38.76871
2023-04-19,41.76372
2023-04-20,34.44259
2023-04-21,29.28452
2023-04-22,17.1381
2023-04-23,15.30782
2023-04-24,36.43926
2023-04-25,38.26955
2023-04-26,30.94841
2023-04-27,31.1148
2023-04-28,24.9584
2023-04-29,11.64725
2023-04-30,14.14309
2023-05-01,21.797
2023-05-02,31.94675
2023-05-03,31.61397
2023-05-04,28.78535
2023-05-05,15.14143
2023-05-06,14.97504
2023-05-07,15.4742
2023-05-08,35.94009
2023-05-09,33.77703
2023-05-10,32.94509
2023-05-11,30.61564
2023-05-12,30.28286
2023-05-13,15.64059
2023-05-14,16.80532
2023-05-15,32.61231
2023-05-16,36.10648
2023-05-17,30.78202
2023-05-18,30.28286
2023-05-19,29.78369
2023-05-20,15.30782
2023-05-21,15.80698
2023-05-22,34.94176
2023-05-23,31.94675
2023-05-24,39.60066
2023-05-25,34.44259
2023-05-26,36.10648
2023-05-27,14.30948
2023-05-28,11.81364
2023-05-29,17.80366
