date,국민카드이벤트
2023-06-03,4.86111
2023-06-04,3.81944
2023-06-05,9.89583
2023-06-06,5.90277
2023-06-07,13.19444
2023-06-08,8.33333
2023-06-09,8.68055
2023-06-10,7.46527
2023-06-11,6.42361
2023-06-12,11.45833
2023-06-13,12.5
2023-06-14,12.15277
2023-06-15,11.97916
2023-06-16,9.54861
2023-06-17,4.16666
2023-06-18,4.16666
2023-06-19,9.72222
2023-06-20,10.59027
2023-06-21,9.02777
2023-06-22,7.8125
2023-06-23,10.59027
2023-06-24,3.81944
2023-06-25,3.125
2023-06-26,7.98611
2023-06-27,10.41666
2023-06-28,11.80555
2023-06-29,10.06944
2023-06-30,11.28472
2023-07-01,8.85416
2023-07-02,10.9375
2023-07-03,12.32638
2023-07-04,11.28472
2023-07-05,9.54861
2023-07-06,12.15277
2023-07-07,7.11805
2023-07-08,4.34027
2023-07-09,6.94444
2023-07-10,8.33333
2023-07-11,8.50694
2023-07-12,11.45833
2023-07-13,7.63888
2023-07-14,8.68055
2023-07-15,5.72916
2023-07-16,8.15972
2023-07-17,10.59027
2023-07-18,12.67361
2023-07-19,12.84722
2023-07-20,10.59027
2023-07-21,6.77083
2023-07-22,5.38194
2023-07-23,6.77083
2023-07-24,6.42361
2023-07-25,10.59027
2023-07-26,9.72222
2023-07-27,9.89583
2023-07-28,8.68055
2023-07-29,4.86111
2023-07-30,7.8125
2023-07-31,15.27777
2023-08-01,13.54166
2023-08-02,12.67361
2023-08-03,8.33333
2023-08-04,10.59027
2023-08-05,5.20833
2023-08-06,4.16666
2023-08-07,7.98611
2023-08-08,6.42361
2023-08-09,6.07638
2023-08-10,7.29166
2023-08-11,6.77083
2023-08-12,5.55555
2023-08-13,6.42361
2023-08-14,8.15972
2023-08-15,6.94444
2023-08-16,10.06944
2023-08-17,9.375
2023-08-18,6.77083
2023-08-19,3.47222
2023-08-20,2.95138
2023-08-21,7.46527
2023-08-22,9.20138
2023-08-23,6.94444
2023-08-24,6.59722
2023-08-25,8.33333
2023-08-26,4.6875
2023-08-27,3.99305
2023-08-28,6.25
2023-08-29,7.8125
2023-08-30,8.68055
2023-08-31,11.28472
2023-09-01,14.93055
2023-09-02,9.375
2023-09-03,6.77083
2023-09-04,10.59027
2023-09-05,9.72222
2023-09-06,7.8125
2023-09-07,7.63888
2023-09-08,8.15972
2023-09-09,7.11805
2023-09-10,4.34027
2023-09-11,8.15972
2023-09-12,10.24305
2023-09-13,9.375
2023-09-14,9.54861
2023-09-15,9.02777
2023-09-16,5.72916
2023-09-17,7.11805
2023-09-18,8.85416
2023-09-19,6.59722
2023-09-20,9.20138
2023-09-21,5.90277
2023-09-22,7.8125
2023-09-23,4.51388
2023-09-24,3.99305
2023-09-25,8.15972
2023-09-26,8.68055
2023-09-27,8.33333
2023-09-28,2.60416
2023-09-29,1.21527
2023-09-30,2.43055
2023-10-01,4.86111
2023-10-02,2.95138
2023-10-03,4.51388
2023-10-04,12.15277
2023-10-05,6.07638
2023-10-06,8.68055
2023-10-07,4.51388
2023-10-08,4.86111
2023-10-09,2.08333
2023-10-10,7.46527
2023-10-11,6.42361
2023-10-12,5.38194
2023-10-13,5.90277
2023-10-14,3.81944
2023-10-15,3.125
2023-10-16,5.03472
2023-10-17,7.46527
2023-10-18,6.25
2023-10-19,7.63888
2023-10-20,3.99305
2023-10-21,2.08333
2023-10-22,2.43055
2023-10-23,6.07638
2023-10-24,6.07638
2023-10-25,5.20833
2023-10-26,5.20833
2023-10-27,7.29166
2023-10-28,2.25694
2023-10-29,2.77777
2023-10-30,6.77083
2023-10-31,9.20138
2023-11-01,14.23611
2023-11-02,10.24305
2023-11-03,8.50694
2023-11-04,2.25694
2023-11-05,5.38194
2023-11-06,10.06944
2023-11-07,7.46527
2023-11-08,7.11805
2023-11-09,7.11805
2023-11-10,5.55555
2023-11-11,4.34027
2023-11-12,2.60416
2023-11-13,8.85416
2023-11-14,8.85416
2023-11-15,5.90277
2023-11-16,5.90277
2023-11-17,8.15972
2023-11-18,3.29861
2023-11-19,3.64583
2023-11-20,7.8125
2023-11-21,7.11805
2023-11-22,6.07638
2023-11-23,6.25
2023-11-24,7.29166
2023-11-25,4.86111
2023-11-26,2.77777
2023-11-27,8.85416
2023-11-28,9.02777
2023-11-29,6.77083
2023-11-30,7.46527
2023-12-01,11.45833
2023-12-02,7.63888
2023-12-03,6.42361
2023-12-04,7.29166
2023-12-05,12.32638
2023-12-06,8.33333
2023-12-07,7.11805
2023-12-08,8.85416
2023-12-09,4.34027
2023-12-10,6.59722
2023-12-11,6.42361
2023-12-12,8.68055
2023-12-13,9.72222
2023-12-14,7.8125
2023-12-15,7.8125
2023-12-16,6.77083
2023-12-17,4.34027
2023-12-18,5.90277
2023-12-19,5.38194
2023-12-20,7.29166
2023-12-21,6.25
2023-12-22,3.47222
2023-12-23,3.99305
2023-12-24,3.47222
2023-12-25,3.81944
2023-12-26,5.72916
2023-12-27,3.47222
2023-12-28,4.86111
2023-12-29,3.81944
2023-12-30,1.5625
2023-12-31,2.43055
2024-01-01,6.25
2024-01-02,9.72222
2024-01-03,8.85416
2024-01-04,4.6875
2024-01-05,4.16666
2024-01-06,5.38194
2024-01-07,2.95138
2024-01-08,6.07638
2024-01-09,8.33333
2024-01-10,6.77083
2024-01-11,5.72916
2024-01-12,6.07638
2024-01-13,6.42361
2024-01-14,5.90277
2024-01-15,7.98611
2024-01-16,5.55555
2024-01-17,4.34027
2024-01-18,4.51388
2024-01-19,3.99305
2024-01-20,3.64583
2024-01-21,4.16666
2024-01-22,6.25
2024-01-23,6.25
2024-01-24,4.34027
2024-01-25,7.11805
2024-01-26,6.07638
2024-01-27,2.08333
2024-01-28,2.77777
2024-01-29,8.50694
2024-01-30,7.46527
2024-01-31,7.8125
2024-02-01,8.85416
2024-02-02,5.38194
2024-02-03,4.86111
2024-02-04,4.16666
2024-02-05,6.07638
2024-02-06,7.11805
2024-02-07,3.99305
2024-02-08,4.6875
2024-02-09,3.125
2024-02-10,1.38888
2024-02-11,1.73611
2024-02-12,3.81944
2024-02-13,6.42361
2024-02-14,3.47222
2024-02-15,6.59722
2024-02-16,5.90277
2024-02-17,3.47222
2024-02-18,1.73611
2024-02-19,6.59722
2024-02-20,5.55555
2024-02-21,6.42361
2024-02-22,3.64583
2024-02-23,4.34027
2024-02-24,1.21527
2024-02-25,3.81944
2024-02-26,4.6875
2024-02-27,2.77777
2024-02-28,5.38194
2024-02-29,3.99305
2024-03-01,8.33333
2024-03-02,4.86111
2024-03-03,4.34027
2024-03-04,6.42361
2024-03-05,4.51388
2024-03-06,6.94444
2024-03-07,7.29166
2024-03-08,5.55555
2024-03-09,3.29861
2024-03-10,1.73611
2024-03-11,5.55555
2024-03-12,6.07638
2024-03-13,5.03472
2024-03-14,3.99305
2024-03-15,3.125
2024-03-16,2.60416
2024-03-17,4.34027
2024-03-18,3.64583
2024-03-19,2.95138
2024-03-20,4.6875
