date,미국주식시장시간
2020-03-20,65.45454
2020-03-21,31.51515
2020-03-22,19.82683
2020-03-23,75.75757
2020-03-24,84.93506
2020-03-25,100.0
2020-03-26,72.64069
2020-03-27,61.38528
2020-03-28,26.23376
2020-03-29,14.71861
2020-03-30,57.66233
2020-03-31,51.94805
2020-04-01,47.3593
2020-04-02,51.86147
2020-04-03,40.25974
2020-04-04,18.52813
2020-04-05,10.38961
2020-04-06,56.27705
2020-04-07,61.2987
2020-04-08,50.64935
2020-04-09,49.17748
2020-04-10,82.94372
2020-04-11,32.38095
2020-04-12,17.74891
2020-04-13,54.54545
2020-04-14,38.09523
2020-04-15,37.22943
2020-04-16,32.46753
2020-04-17,52.98701
2020-04-18,20.25974
2020-04-19,17.74891
2020-04-20,53.07359
2020-04-21,38.70129
2020-04-22,41.2987
2020-04-23,34.19913
2020-04-24,29.78354
2020-04-25,13.24675
2020-04-26,10.82251
2020-04-27,36.88311
2020-04-28,33.67965
2020-04-29,34.71861
2020-04-30,37.83549
2020-05-01,28.83116
2020-05-02,16.70995
2020-05-03,9.35064
2020-05-04,33.33333
2020-05-05,28.91774
2020-05-06,29.87012
2020-05-07,21.81818
2020-05-08,29.61038
2020-05-09,18.52813
2020-05-10,12.03463
2020-05-11,33.50649
2020-05-12,30.38961
2020-05-13,26.9264
2020-05-14,19.04761
2020-05-15,13.50649
2020-05-16,6.4935
2020-05-17,5.02164
2020-05-18,17.31601
2020-05-19,24.41558
2020-05-20,15.32467
2020-05-21,11.42857
2020-05-22,8.83116
2020-05-23,3.8961
2020-05-24,2.07792
2020-05-25,31.94805
2020-05-26,14.80519
2020-05-27,5.71428
2020-05-28,5.71428
2020-05-29,3.4632
2020-05-30,1.7316
2020-05-31,0.4329
2020-06-01,3.54978
2020-06-02,5.88744
2020-06-03,7.27272
2020-06-04,8.74458
2020-06-05,11.77489
2020-06-06,10.38961
2020-06-07,4.15584
2020-06-08,19.82683
2020-06-09,20.95238
2020-06-10,13.16017
2020-06-11,12.90043
2020-06-12,20.51948
2020-06-13,7.44588
2020-06-14,3.20346
2020-06-15,16.96969
2020-06-16,16.53679
2020-06-17,9.00432
2020-06-18,6.9264
2020-06-19,7.09956
2020-06-20,4.50216
2020-06-21,3.72294
2020-06-22,8.48484
2020-06-23,9.26406
2020-06-24,8.39826
2020-06-25,12.12121
2020-06-26,9.5238
2020-06-27,5.80086
2020-06-28,3.20346
2020-06-29,14.11255
2020-06-30,10.47619
2020-07-01,7.70562
2020-07-02,8.57142
2020-07-03,22.07792
2020-07-04,7.70562
2020-07-05,3.80952
2020-07-06,13.59307
2020-07-07,16.70995
2020-07-08,12.46753
2020-07-09,13.59307
2020-07-10,11.34199
2020-07-11,7.09956
2020-07-12,5.6277
2020-07-13,20.69264
2020-07-14,22.07792
2020-07-15,16.53679
2020-07-16,12.29437
2020-07-17,10.90909
2020-07-18,3.98268
2020-07-19,3.37662
2020-07-20,8.57142
2020-07-21,14.37229
2020-07-22,11.94805
2020-07-23,13.50649
2020-07-24,10.56277
2020-07-25,4.15584
2020-07-26,3.20346
2020-07-27,10.82251
2020-07-28,11.08225
2020-07-29,8.83116
2020-07-30,9.5238
2020-07-31,10.21645
2020-08-01,5.36796
2020-08-02,2.85714
2020-08-03,12.38095
2020-08-04,12.90043
2020-08-05,10.12987
2020-08-06,7.44588
2020-08-07,10.56277
2020-08-08,5.88744
2020-08-09,2.94372
2020-08-10,12.20779
2020-08-11,11.08225
2020-08-12,11.34199
2020-08-13,9.87012
2020-08-14,8.13852
2020-08-15,3.98268
2020-08-16,2.07792
2020-08-17,8.05194
2020-08-18,12.38095
2020-08-19,9.35064
2020-08-20,8.31168
2020-08-21,12.12121
2020-08-22,6.66666
2020-08-23,3.63636
2020-08-24,19.65367
2020-08-25,17.48917
2020-08-26,12.81385
2020-08-27,16.27705
2020-08-28,16.70995
2020-08-29,9.00432
2020-08-30,4.24242
2020-08-31,24.329
2020-09-01,40.34632
2020-09-02,28.57142
2020-09-03,23.37662
2020-09-04,35.32467
2020-09-05,16.53679
2020-09-06,4.67532
2020-09-07,41.21212
2020-09-08,30.73593
2020-09-09,30.21645
2020-09-10,17.40259
2020-09-11,13.85281
2020-09-12,6.4935
2020-09-13,3.4632
2020-09-14,12.64069
2020-09-15,18.87445
2020-09-16,9.78354
2020-09-17,10.12987
2020-09-18,9.5238
2020-09-19,4.58874
2020-09-20,2.94372
2020-09-21,11.08225
2020-09-22,12.72727
2020-09-23,7.61904
2020-09-24,12.72727
2020-09-25,8.2251
2020-09-26,3.11688
2020-09-27,1.38528
2020-09-28,7.70562
2020-09-29,6.9264
2020-09-30,4.93506
2020-10-01,5.45454
2020-10-02,9.78354
2020-10-03,3.4632
2020-10-04,1.2987
2020-10-05,4.24242
2020-10-06,4.329
2020-10-07,7.87878
2020-10-08,6.14718
2020-10-09,4.329
2020-10-10,2.33766
2020-10-11,1.7316
2020-10-12,6.83982
2020-10-13,9.87012
2020-10-14,7.61904
2020-10-15,5.6277
2020-10-16,5.45454
2020-10-17,2.42424
2020-10-18,1.55844
2020-10-19,7.27272
2020-10-20,7.27272
2020-10-21,5.80086
2020-10-22,6.14718
2020-10-23,5.97402
2020-10-24,2.68398
2020-10-25,0.69264
2020-10-26,7.96536
2020-10-27,7.01298
2020-10-28,6.32034
2020-10-29,8.83116
2020-10-30,6.32034
2020-10-31,5.80086
2020-11-01,1.64502
2020-11-02,40.25974
2020-11-03,26.23376
2020-11-04,23.8961
2020-11-05,24.7619
2020-11-06,18.35497
2020-11-07,5.6277
2020-11-08,3.20346
2020-11-09,27.09956
2020-11-10,30.64935
2020-11-11,21.90476
2020-11-12,12.55411
2020-11-13,11.60173
2020-11-14,4.7619
2020-11-15,2.68398
2020-11-16,14.45887
2020-11-17,16.27705
2020-11-18,11.16883
2020-11-19,11.34199
2020-11-20,10.90909
2020-11-21,4.15584
2020-11-22,3.29004
2020-11-23,11.86147
2020-11-24,12.98701
2020-11-25,14.71861
2020-11-26,27.09956
2020-11-27,14.37229
2020-11-28,4.50216
2020-11-29,1.38528
2020-11-30,12.98701
2020-12-01,18.61471
2020-12-02,15.06493
2020-12-03,12.55411
2020-12-04,9.69696
2020-12-05,4.15584
2020-12-06,3.98268
2020-12-07,13.85281
2020-12-08,16.36363
2020-12-09,14.11255
2020-12-10,18.61471
2020-12-11,16.53679
2020-12-12,6.4935
2020-12-13,3.63636
2020-12-14,14.28571
2020-12-15,11.94805
2020-12-16,14.54545
2020-12-17,10.12987
2020-12-18,10.73593
2020-12-19,12.20779
2020-12-20,4.67532
2020-12-21,20.77922
2020-12-22,20.34632
2020-12-23,17.92207
2020-12-24,18.87445
2020-12-25,12.29437
2020-12-26,2.42424
2020-12-27,4.06926
2020-12-28,16.36363
2020-12-29,17.48917
2020-12-30,17.22943
2020-12-31,18.52813
2021-01-01,9.5238
2021-01-02,3.4632
2021-01-03,5.6277
2021-01-04,29.0909
2021-01-05,24.67532
2021-01-06,22.85714
2021-01-07,20.60606
2021-01-08,37.40259
2021-01-09,18.26839
2021-01-10,9.26406
2021-01-11,35.23809
2021-01-12,28.13852
2021-01-13,22.94372
2021-01-14,20.0
2021-01-15,19.82683
2021-01-16,11.94805
2021-01-17,5.97402
2021-01-18,30.82251
2021-01-19,28.2251
2021-01-20,16.88311
2021-01-21,15.23809
2021-01-22,14.54545
2021-01-23,10.47619
2021-01-24,4.58874
2021-01-25,17.22943
2021-01-26,17.74891
2021-01-27,22.07792
2021-01-28,36.70995
2021-01-29,27.96536
2021-01-30,14.19913
2021-01-31,5.36796
2021-02-01,21.81818
2021-02-02,17.74891
2021-02-03,15.58441
2021-02-04,14.11255
2021-02-05,10.82251
2021-02-06,8.74458
2021-02-07,3.80952
2021-02-08,14.11255
2021-02-09,12.81385
2021-02-10,14.02597
2021-02-11,15.58441
2021-02-12,11.42857
2021-02-13,9.26406
2021-02-14,5.80086
2021-02-15,27.7922
2021-02-16,27.61904
2021-02-17,15.75757
2021-02-18,11.60173
2021-02-19,12.03463
2021-02-20,7.44588
2021-02-21,3.4632
2021-02-22,11.77489
2021-02-23,16.53679
2021-02-24,15.75757
2021-02-25,15.84415
2021-02-26,14.63203
2021-02-27,7.3593
2021-02-28,4.329
2021-03-01,18.00865
2021-03-02,13.76623
2021-03-03,11.42857
2021-03-04,12.46753
2021-03-05,12.46753
2021-03-06,8.2251
2021-03-07,5.88744
2021-03-08,17.22943
2021-03-09,18.87445
2021-03-10,21.47186
2021-03-11,26.14718
2021-03-12,28.83116
2021-03-13,11.86147
2021-03-14,5.6277
2021-03-15,23.4632
2021-03-16,17.66233
2021-03-17,15.15151
2021-03-18,16.10389
2021-03-19,15.41125
2021-03-20,7.27272
2021-03-21,2.94372
2021-03-22,10.99567
2021-03-23,8.83116
2021-03-24,10.90909
2021-03-25,9.00432
