date,미국국채수익률
2023-03-06,28.61421
2023-03-07,34.6246
2023-03-08,50.81203
2023-03-09,41.18077
2023-03-10,45.27422
2023-03-11,22.61714
2023-03-12,9.50479
2023-03-13,62.19382
2023-03-14,77.25638
2023-03-15,60.92917
2023-03-16,59.64456
2023-03-17,44.44222
2023-03-18,18.66347
2023-03-19,9.17199
2023-03-20,44.36235
2023-03-21,43.81656
2023-03-22,39.88285
2023-03-23,49.77369
2023-03-24,41.00106
2023-03-25,13.65149
2023-03-26,7.90069
2023-03-27,36.59478
2023-03-28,44.88817
2023-03-29,41.27396
2023-03-30,35.42332
2023-03-31,30.36474
2023-04-01,12.34691
2023-04-02,6.21006
2023-04-03,31.42971
2023-04-04,35.47657
2023-04-05,36.20207
2023-04-06,33.11368
2023-04-07,23.2894
2023-04-08,7.56789
2023-04-09,5.15841
2023-04-10,27.66906
2023-04-11,30.25159
2023-04-12,28.02848
2023-04-13,28.90708
2023-04-14,26.06496
2023-04-15,10.54313
2023-04-16,5.33812
2023-04-17,26.59744
2023-04-18,31.83572
2023-04-19,29.88551
2023-04-20,29.47284
2023-04-21,26.47097
2023-04-22,9.47816
2023-04-23,4.27981
2023-04-24,20.63365
2023-04-25,25.82534
2023-04-26,26.68397
2023-04-27,23.34265
2023-04-28,23.25612
2023-04-29,7.99387
2023-04-30,3.80724
2023-05-01,13.14563
2023-05-02,28.14829
2023-05-03,27.12326
2023-05-04,29.61927
2023-05-05,18.51038
2023-05-06,10.13045
2023-05-07,4.83226
2023-05-08,21.15947
2023-05-09,26.25133
2023-05-10,25.6656
2023-05-11,23.05644
2023-05-12,21.79179
2023-05-13,8.14696
2023-05-14,3.86714
2023-05-15,20.38072
2023-05-16,25.24627
2023-05-17,24.86687
2023-05-18,26.27795
2023-05-19,28.22816
2023-05-20,10.25692
2023-05-21,4.67917
2023-05-22,23.88178
2023-05-23,32.92731
2023-05-24,30.42465
2023-05-25,38.01251
2023-05-26,37.12726
2023-05-27,12.53328
2023-05-28,5.67092
2023-05-29,11.8943
2023-05-30,36.2886
2023-05-31,33.80591
2023-06-01,34.12539
2023-06-02,28.74068
2023-06-03,10.20367
2023-06-04,4.56602
2023-06-05,22.47071
2023-06-06,17.3123
2023-06-07,25.44595
2023-06-08,31.5362
2023-06-09,26.15814
2023-06-10,8.52635
2023-06-11,4.01357
2023-06-12,20.76677
2023-06-13,26.87699
2023-06-14,27.45607
2023-06-15,31.2034
2023-06-16,24.70713
2023-06-17,8.04046
2023-06-18,3.89376
2023-06-19,15.8746
2023-06-20,21.31256
2023-06-21,21.29259
2023-06-22,21.82507
2023-06-23,23.88178
2023-06-24,8.10702
2023-06-25,4.15335
2023-06-26,20.5205
2023-06-27,22.19781
2023-06-28,20.33413
2023-06-29,22.09132
2023-06-30,24.04818
2023-07-01,7.95394
2023-07-02,4.17332
2023-07-03,19.32907
2023-07-04,18.94302
2023-07-05,17.4787
2023-07-06,27.47603
2023-07-07,32.09531
2023-07-08,10.80937
2023-07-09,5.17838
2023-07-10,26.9968
2023-07-11,24.73375
2023-07-12,26.26464
2023-07-13,28.2082
2023-07-14,24.85356
2023-07-15,8.29339
2023-07-16,4.35303
2023-07-17,19.28913
2023-07-18,21.49893
2023-07-19,21.44568
2023-07-20,21.09957
2023-07-21,19.7484
2023-07-22,6.34318
2023-07-23,3.73402
2023-07-24,16.72657
2023-07-25,19.26916
2023-07-26,19.30244
2023-07-27,25.25958
2023-07-28,33.71938
2023-07-29,8.83919
2023-07-30,4.33306
2023-07-31,20.4739
2023-08-01,23.74201
2023-08-02,37.07401
2023-08-03,43.98296
2023-08-04,44.86821
2023-08-05,14.13072
2023-08-06,6.34984
2023-08-07,30.69755
2023-08-08,35.64962
2023-08-09,31.04366
2023-08-10,28.81389
2023-08-11,32.44808
2023-08-12,12.26038
2023-08-13,5.85729
2023-08-14,27.09664
2023-08-15,25.91853
2023-08-16,37.53993
2023-08-17,50.30617
2023-08-18,45.4739
2023-08-19,13.03248
2023-08-20,6.5362
2023-08-21,37.97923
2023-08-22,44.87486
2023-08-23,37.65308
2023-08-24,40.58839
2023-08-25,33.20686
2023-08-26,13.67811
2023-08-27,5.48455
2023-08-28,27.30298
2023-08-29,30.18503
2023-08-30,33.5197
2023-08-31,29.59265
2023-09-01,30.15841
2023-09-02,11.56815
2023-09-03,4.7657
2023-09-04,18.35063
2023-09-05,27.28301
2023-09-06,30.83067
2023-09-07,32.87406
2023-09-08,25.43929
2023-09-09,8.746
2023-09-10,3.96033
2023-09-11,28.328
2023-09-12,29.18663
2023-09-13,28.25479
2023-09-14,27.82215
2023-09-15,27.51597
2023-09-16,10.15042
2023-09-17,4.04685
2023-09-18,30.90388
2023-09-19,25.84531
2023-09-20,27.496
2023-09-21,42.65175
2023-09-22,43.61022
2023-09-23,10.85596
2023-09-24,5.25825
2023-09-25,32.082
2023-09-26,44.58865
2023-09-27,33.57294
2023-09-28,27.58919
2023-09-29,22.67705
2023-09-30,11.46166
2023-10-01,5.66427
2023-10-02,19.43556
2023-10-03,38.67811
2023-10-04,100.0
2023-10-05,72.7902
2023-10-06,59.67784
2023-10-07,23.42917
2023-10-08,8.3067
2023-10-09,23.38258
2023-10-10,52.23642
2023-10-11,47.5173
2023-10-12,44.4156
2023-10-13,48.08306
2023-10-14,15.2689
2023-10-15,6.01038
2023-10-16,38.57827
2023-10-17,46.05963
2023-10-18,52.24307
2023-10-19,75.07321
2023-10-20,76.9968
2023-10-21,24.15468
2023-10-22,10.36341
2023-10-23,72.40415
2023-10-24,69.64856
2023-10-25,57.72763
2023-10-26,77.91533
2023-10-27,63.12566
2023-10-28,18.35063
2023-10-29,8.52635
2023-10-30,45.34078
2023-10-31,52.42279
2023-11-01,51.35782
2023-11-02,61.94089
2023-11-03,54.45287
2023-11-04,19.61528
2023-11-05,7.90069
2023-11-06,47.87673
2023-11-07,52.68237
2023-11-08,50.76544
2023-11-09,50.03328
2023-11-10,49.34105
2023-11-11,17.14589
2023-11-12,7.00212
2023-11-13,38.53833
2023-11-14,44.89483
2023-11-15,58.02715
2023-11-16,54.27316
2023-11-17,46.88498
2023-11-18,14.09078
2023-11-19,6.15015
2023-11-20,36.85436
2023-11-21,44.58865
2023-11-22,43.24414
2023-11-23,31.94888
2023-11-24,29.79898
2023-11-25,10.33013
2023-11-26,5.15175
2023-11-27,32.18184
2023-11-28,37.69302
2023-11-29,44.79499
2023-11-30,47.4574
2023-12-01,38.08572
2023-12-02,20.16107
2023-12-03,7.31496
2023-12-04,36.86767
2023-12-05,44.53541
2023-12-06,47.96991
2023-12-07,50.79206
2023-12-08,40.53514
2023-12-09,15.04925
2023-12-10,6.32987
2023-12-11,34.12539
2023-12-12,39.86954
2023-12-13,37.79286
2023-12-14,64.17731
2023-12-15,53.2681
2023-12-16,15.96778
2023-12-17,6.07028
2023-12-18,35.19701
2023-12-19,41.31389
2023-12-20,41.89297
2023-12-21,42.69834
2023-12-22,35.17705
2023-12-23,13.08572
2023-12-24,4.49281
2023-12-25,5.35809
2023-12-26,29.10676
2023-12-27,32.76091
2023-12-28,39.58333
2023-12-29,28.22151
2023-12-30,11.58146
2023-12-31,5.32481
2024-01-01,6.10356
2024-01-02,40.40202
2024-01-03,43.4771
2024-01-04,47.16453
2024-01-05,46.22603
2024-01-06,21.27263
2024-01-07,9.38498
2024-01-08,33.28008
2024-01-09,42.51863
2024-01-10,37.53328
2024-01-11,40.95447
2024-01-12,38.38525
2024-01-13,15.08253
2024-01-14,6.15681
2024-01-15,23.87513
2024-01-16,34.10543
2024-01-17,46.30591
2024-01-18,38.61821
2024-01-19,37.89936
2024-01-20,14.08413
2024-01-21,5.57108
2024-01-22,28.26144
2024-01-23,32.98056
2024-01-24,31.48296
2024-01-25,34.5181
2024-01-26,31.1435
2024-01-27,11.80111
2024-01-28,6.28328
2024-01-29,27.68903
2024-01-30,34.6845
2024-01-31,37.10729
2024-02-01,42.39882
2024-02-02,40.54179
