date,미국국채수익률
2020-03-20,0.1198
2020-03-22,0.06656
2020-03-23,0.09984
2020-03-24,0.07987
2020-03-25,0.1198
2020-03-26,0.09984
2020-03-27,0.08652
2020-03-28,0.03993
2020-03-29,0.04659
2020-03-30,0.11315
2020-03-31,0.05324
2020-04-01,0.05324
2020-04-02,0.0599
2020-04-04,0.03993
2020-04-09,0.03993
2020-04-10,0.03328
2020-04-12,0.04659
2020-04-14,0.04659
2020-04-20,0.03328
2020-04-21,0.03993
2020-04-28,0.06656
2020-05-06,0.03328
2020-05-08,0.07321
2020-05-12,0.03328
2020-05-13,0.03328
2020-05-14,0.03328
2020-05-21,0.03328
2020-06-12,0.03993
2020-08-05,0.07321
2020-08-10,0.03328
2020-08-11,0.11315
2020-08-12,0.09318
2020-08-14,0.06656
2020-08-18,0.03993
2020-08-19,0.03328
2020-09-05,0.03328
2020-09-06,0.03993
2020-09-14,0.03993
2020-09-16,0.03993
2020-09-17,0.03328
2020-10-06,0.03993
2020-10-07,0.03993
2020-10-21,0.03328
2020-11-05,0.07321
2020-11-10,0.03993
2020-11-11,0.03993
2020-11-15,0.03993
2020-11-26,0.06656
2020-12-02,0.08652
2020-12-03,0.19302
2020-12-07,0.03328
2020-12-20,0.03993
2020-12-22,0.03993
2020-12-23,0.05324
2020-12-24,0.03328
2020-12-25,0.03993
2020-12-26,0.04659
2020-12-27,0.03328
2021-01-01,0.03328
2021-01-06,0.03993
2021-01-07,0.12646
2021-01-08,0.11315
2021-01-09,0.04659
2021-01-10,0.06656
2021-01-11,0.17971
2021-01-12,0.45926
2021-01-13,0.27955
2021-01-14,0.15308
2021-01-15,0.11315
2021-01-16,0.06656
2021-01-17,0.04659
2021-01-18,0.09984
2021-01-22,0.03993
2021-01-26,0.04659
2021-01-27,0.03993
2021-01-28,0.03993
2021-01-29,0.04659
2021-01-30,0.03328
2021-02-08,0.1198
2021-02-10,0.05324
2021-02-11,0.03328
2021-02-12,0.04659
2021-02-13,0.03993
2021-02-14,0.11315
2021-02-15,0.04659
2021-02-17,0.17305
2021-02-18,0.19968
2021-02-19,0.14643
2021-02-20,0.09984
2021-02-21,0.12646
2021-02-22,0.21299
2021-02-23,0.26624
2021-02-24,0.35942
2021-02-25,0.29952
2021-02-26,18.67012
2021-02-27,39.14403
2021-02-28,21.07294
2021-03-01,29.67252
2021-03-02,30.15175
2021-03-03,21.49227
2021-03-04,45.38072
2021-03-05,46.3525
2021-03-06,19.66187
2021-03-07,10.25026
2021-03-08,25.29952
2021-03-09,34.67784
2021-03-10,35.62965
2021-03-11,23.49574
2021-03-12,25.86528
2021-03-13,20.25425
2021-03-14,15.00931
2021-03-15,22.75026
2021-03-16,19.0362
2021-03-17,16.67332
2021-03-18,25.40601
2021-03-19,33.97896
2021-03-20,12.68636
2021-03-21,8.53301
2021-03-22,15.37539
2021-03-23,15.8746
2021-03-24,11.96751
2021-03-25,10.15708
2021-03-26,7.73429
2021-03-27,4.39962
2021-03-28,4.40628
2021-03-29,6.56283
2021-03-30,9.6845
2021-03-31,9.71112
2021-04-01,8.4731
2021-04-02,6.71592
2021-04-03,5.49121
2021-04-04,4.48615
2021-04-05,6.83572
2021-04-06,7.84744
2021-04-07,7.01544
2021-04-08,4.97204
2021-04-09,4.33306
2021-04-10,3.541
2021-04-11,3.29472
2021-04-12,5.19169
2021-04-13,5.85063
2021-04-14,4.80564
2021-04-15,4.4329
2021-04-16,4.85223
2021-04-17,5.7042
2021-04-18,5.07188
2021-04-19,5.54446
2021-04-20,6.26331
2021-04-21,5.59771
2021-04-22,4.06682
2021-04-23,3.62752
2021-04-24,2.29632
2021-04-25,2.496
2021-04-26,3.41453
2021-04-27,3.84717
2021-04-28,5.15175
2021-04-29,4.51277
2021-04-30,4.05351
2021-05-01,2.67571
2021-05-02,2.54925
2021-05-03,3.28807
2021-05-04,3.47444
2021-05-05,4.17997
2021-05-06,3.71405
2021-05-07,3.17492
2021-05-08,2.42279
2021-05-09,1.97018
2021-05-10,3.6009
2021-05-11,5.4779
2021-05-12,5.94382
2021-05-13,8.62619
2021-05-14,4.99866
2021-05-15,2.57587
2021-05-16,2.55591
2021-05-17,4.90548
2021-05-18,4.65921
2021-05-19,3.98695
2021-05-20,5.50452
2021-05-21,4.27316
2021-05-22,2.72896
2021-05-23,2.11661
2021-05-24,3.56096
2021-05-25,3.90708
2021-05-26,5.29153
2021-05-27,4.69249
2021-05-28,4.02023
2021-05-29,2.25638
2021-05-30,2.14323
2021-05-31,3.70074
2021-06-01,4.84558
2021-06-02,4.80564
2021-06-03,4.98535
2021-06-04,4.55937
2021-06-05,2.41613
2021-06-06,2.71565
2021-06-07,4.17332
2021-06-08,4.39962
2021-06-09,4.09345
2021-06-10,5.87726
2021-06-11,5.76411
2021-06-12,2.76224
2021-06-13,2.31629
2021-06-14,5.35809
2021-06-15,5.93051
2021-06-16,5.21166
2021-06-17,7.28833
2021-06-18,6.67598
2021-06-19,5.38471
2021-06-20,2.94861
2021-06-21,9.17199
2021-06-22,8.81256
2021-06-23,7.62113
2021-06-24,7.36155
2021-06-25,5.55111
2021-06-26,3.55431
2021-06-27,2.54925
2021-06-28,6.84238
2021-06-29,7.78088
2021-06-30,6.68929
2021-07-01,6.81576
2021-07-02,5.52449
2021-07-03,3.32135
2021-07-04,2.45607
2021-07-05,4.33306
2021-07-06,5.1451
2021-07-07,7.51464
2021-07-08,8.76597
2021-07-09,10.19701
2021-07-10,4.99866
2021-07-11,2.90867
2021-07-12,8.31336
2021-07-13,8.03381
2021-07-14,9.13871
2021-07-15,6.64936
2021-07-16,5.98375
2021-07-17,3.40122
2021-07-18,2.24973
2021-07-19,8.30005
2021-07-20,11.82108
2021-07-21,7.98722
2021-07-22,8.23349
2021-07-23,6.19675
2021-07-24,3.1017
2021-07-25,2.18317
2021-07-26,5.13178
2021-07-27,5.81735
2021-07-28,6.44302
2021-07-29,5.56443
2021-07-30,4.34637
2021-07-31,2.24973
2021-08-01,1.85037
2021-08-02,4.30644
2021-08-03,6.42971
2021-08-04,4.88551
2021-08-05,5.0985
2021-08-06,5.21831
2021-08-07,3.68743
2021-08-08,2.95527
2021-08-09,6.42971
2021-08-10,6.44302
2021-08-11,7.35489
2021-08-12,6.74254
2021-08-13,5.71751
2021-08-14,3.03514
2021-08-15,2.2697
2021-08-16,4.14004
2021-08-17,6.40974
2021-08-18,5.83732
2021-08-19,6.16347
2021-08-20,5.75745
2021-08-21,3.1017
2021-08-22,2.34957
2021-08-23,5.17172
2021-08-24,5.82401
2021-08-25,5.16506
2021-08-26,6.60942
2021-08-27,4.75905
2021-08-28,2.39616
2021-08-29,1.87699
2021-08-30,4.4329
2021-08-31,4.45287
2021-09-01,4.81895
2021-09-02,4.52609
2021-09-03,4.10676
2021-09-04,1.9968
2021-09-05,1.6041
2021-09-06,3.16826
2021-09-07,5.05191
2021-09-08,5.89723
2021-09-09,4.89882
2021-09-10,3.68743
2021-09-11,2.1033
2021-09-12,1.57082
2021-09-13,3.86048
2021-09-14,4.16001
2021-09-15,4.7657
2021-09-16,4.1001
2021-09-17,3.31469
2021-09-18,1.91027
2021-09-19,1.3911
2021-09-20,2.20979
2021-09-21,3.30804
2021-09-22,3.18823
2021-09-23,4.52609
2021-09-24,6.59611
2021-09-25,3.31469
2021-09-26,2.16986
2021-09-27,5.57108
2021-09-28,12.24707
2021-09-29,19.27582
2021-09-30,11.27529
2021-10-01,10.00399
2021-10-02,3.55431
2021-10-03,2.04339
2021-10-04,6.69595
2021-10-05,10.75612
2021-10-06,11.96751
2021-10-07,10.13045
2021-10-08,10.03061
2021-10-09,4.54605
2021-10-10,2.77555
2021-10-11,5.39802
2021-10-12,10.88258
2021-10-13,7.88738
2021-10-14,7.10197
2021-10-15,5.89057
2021-10-16,2.90202
2021-10-17,2.34957
2021-10-18,9.47151
2021-10-19,7.54126
2021-10-20,7.78088
2021-10-21,7.95394
2021-10-22,8.04712
2021-10-23,2.50931
2021-10-24,1.95686
2021-10-25,5.61767
2021-10-26,7.3083
2021-10-27,8.46645
2021-10-28,10.64297
2021-10-29,11.42838
2021-10-30,4.17332
2021-10-31,3.30138
2021-11-01,9.63791
2021-11-02,8.44648
2021-11-03,9.20527
2021-11-04,10.90255
2021-11-05,8.82587
2021-11-06,3.84717
2021-11-07,2.81549
2021-11-08,7.50133
2021-11-09,7.82747
2021-11-10,8.45979
2021-11-11,12.08067
2021-11-12,8.93903
2021-11-13,3.29472
2021-11-14,2.05005
2021-11-15,5.80404
2021-11-16,8.32667
2021-11-17,7.82082
2021-11-18,6.06363
2021-11-19,6.09025
2021-11-20,2.62247
2021-11-21,1.69728
2021-11-22,6.02369
2021-11-23,11.07561
2021-11-24,9.82428
2021-11-25,7.73429
2021-11-26,7.86075
2021-11-27,4.47284
2021-11-28,2.30963
2021-11-29,6.66932
2021-11-30,7.37486
2021-12-01,7.81416
2021-12-02,6.74254
2021-12-03,5.36474
2021-12-04,4.00026
2021-12-05,2.22976
2021-12-06,6.03035
2021-12-07,6.1435
2021-12-08,5.89057
2021-12-09,5.79739
2021-12-10,5.56443
2021-12-11,2.40282
2021-12-12,1.49094
2021-12-13,4.7657
2021-12-14,5.37806
2021-12-15,5.2649
2021-12-16,5.33146
2021-12-17,4.7657
2021-12-18,2.78887
2021-12-19,1.71725
2021-12-20,4.9787
2021-12-21,5.52449
2021-12-22,5.10516
2021-12-23,4.10676
2021-12-24,3.24148
2021-12-25,1.68397
2021-12-26,1.29792
2021-12-27,3.47444
2021-12-28,3.7673
2021-12-29,3.65415
2021-12-30,4.55937
2021-12-31,2.70899
2022-01-01,1.53753
2022-01-02,1.26464
2022-01-03,4.40628
2022-01-04,7.59451
2022-01-05,9.04552
2022-01-06,12.67971
2022-01-07,8.44648
2022-01-08,5.06522
2022-01-09,3.34797
2022-01-10,10.00399
2022-01-11,12.40681
2022-01-12,8.60623
2022-01-13,7.71432
2022-01-14,7.61448
2022-01-15,4.05351
2022-01-16,2.46272
2022-01-17,6.17678
2022-01-18,14.89616
2022-01-19,20.8067
2022-01-20,13.85117
2022-01-21,11.48828
2022-01-22,5.57108
2022-01-23,2.80883
2022-01-24,9.87087
2022-01-25,12.85942
2022-01-26,10.66959
2022-01-27,14.50346
2022-01-28,11.69462
2022-01-29,4.0402
2022-01-30,2.03008
2022-01-31,6.06363
2022-02-01,7.36155
2022-02-02,8.22018
2022-02-03,8.82587
2022-02-04,11.71458
2022-02-05,9.19861
2022-02-06,3.79392
2022-02-07,9.578
2022-02-08,11.6813
2022-02-09,10.74946
2022-02-10,13.02582
2022-02-11,20.49387
2022-02-12,7.68104
2022-02-13,3.68743
2022-02-14,11.35516
2022-02-15,13.119
2022-02-16,10.82933
2022-02-17,10.42332
2022-02-18,8.55298
2022-02-19,4.4329
2022-02-20,2.26304
2022-02-21,6.96219
2022-02-22,9.21192
2022-02-23,9.0189
2022-02-24,12.57321
2022-02-25,10.29685
2022-02-26,3.79392
2022-02-27,2.52928
2022-02-28,7.71432
2022-03-01,8.18024
2022-03-02,13.3919
2022-03-03,10.623
2022-03-04,10.66293
2022-03-05,5.29818
2022-03-06,2.72231
2022-03-07,10.81602
2022-03-08,10.13045
2022-03-09,6.82241
2022-03-10,8.22683
2022-03-11,8.43982
2022-03-12,4.45953
2022-03-13,2.74227
2022-03-14,8.39989
2022-03-15,10.59637
2022-03-16,9.21192
2022-03-17,12.46006
2022-03-18,8.80591
2022-03-19,4.91879
2022-03-20,2.86208
2022-03-21,9.09877
2022-03-22,16.35383
2022-03-23,13.79126
2022-03-24,12.73296
2022-03-25,11.455
2022-03-26,8.43317
2022-03-27,3.65415
2022-03-28,19.82827
2022-03-29,30.50452
2022-03-30,24.92012
2022-03-31,17.6451
2022-04-01,19.16932
2022-04-02,9.42492
2022-04-03,4.47949
2022-04-04,16.52023
2022-04-05,18.61687
2022-04-06,24.16134
2022-04-07,18.47044
2022-04-08,15.57507
2022-04-09,7.45473
2022-04-10,3.71405
2022-04-11,16.69994
2022-04-12,26.14483
2022-04-13,17.07933
2022-04-14,16.1608
2022-04-15,15.81469
2022-04-16,3.99361
2022-04-17,3.62087
2022-04-18,14.53674
2022-04-19,17.6451
2022-04-20,16.73988
2022-04-21,13.64483
2022-04-22,17.40548
2022-04-23,6.81576
2022-04-24,3.57428
2022-04-25,13.03248
2022-04-26,15.39536
2022-04-27,14.88285
2022-04-28,13.80457
2022-04-29,11.02236
2022-04-30,5.85729
2022-05-01,3.3746
2022-05-02,13.119
2022-05-03,16.06096
2022-05-04,13.39856
2022-05-05,11.97417
2022-05-06,21.4124
2022-05-07,7.98056
2022-05-08,4.21325
2022-05-09,16.73322
2022-05-10,18.19089
2022-05-11,14.69648
2022-05-12,16.95953
2022-05-13,12.63312
2022-05-14,4.94542
2022-05-15,3.02848
2022-05-16,11.08226
2022-05-17,11.5615
2022-05-18,10.91586
2022-05-19,11.0157
2022-05-20,8.10702
2022-05-21,3.88711
2022-05-22,3.09504
2022-05-23,7.69435
2022-05-24,9.01224
2022-05-25,8.51304
2022-05-26,8.84584
2022-05-27,7.13525
2022-05-28,3.00851
2022-05-29,2.24307
2022-05-30,5.62433
2022-05-31,8.55298
2022-06-01,7.59451
2022-06-02,10.25692
2022-06-03,9.10543
2022-06-04,3.62752
2022-06-05,2.07002
2022-06-06,4.77902
2022-06-07,12.71964
2022-06-08,13.332
2022-06-09,12.13391
2022-06-10,12.34691
2022-06-11,8.35995
2022-06-12,4.44621
2022-06-13,19.44888
2022-06-14,25.13977
2022-06-15,22.37752
2022-06-16,22.67039
2022-06-17,17.81815
2022-06-18,6.00372
2022-06-19,4.16666
2022-06-20,11.66799
2022-06-21,11.93423
2022-06-22,13.18556
2022-06-23,13.85117
2022-06-24,13.03913
2022-06-25,5.57774
2022-06-26,2.92864
2022-06-27,9.75772
2022-06-28,11.22204
2022-06-29,10.61634
2022-06-30,11.04233
2022-07-01,12.08067
2022-07-02,4.90548
2022-07-03,2.90202
2022-07-04,8.00718
2022-07-05,11.72124
2022-07-06,14.68317
2022-07-07,12.81283
2022-07-08,11.34185
2022-07-09,4.89217
2022-07-10,2.9952
2022-07-11,9.83759
2022-07-12,11.40841
2022-07-13,14.35702
2022-07-14,14.69648
2022-07-15,11.44169
2022-07-16,4.35303
2022-07-17,2.77555
2022-07-18,9.28514
2022-07-19,10.63631
2022-07-20,10.94249
2022-07-21,10.90921
2022-07-22,11.30857
2022-07-23,5.24494
2022-07-24,2.75559
2022-07-25,10.09052
2022-07-26,10.56975
2022-07-27,9.89749
2022-07-28,14.98935
2022-07-29,11.71458
2022-07-30,4.91879
2022-07-31,2.61581
2022-08-01,9.40495
2022-08-02,13.27875
2022-08-03,12.8927
2022-08-04,11.1222
2022-08-05,10.32348
2022-08-06,6.09025
2022-08-07,3.48775
2022-08-08,10.19036
2022-08-09,10.17039
2022-08-10,10.28354
2022-08-11,12.16054
2022-08-12,10.9558
2022-08-13,4.16001
2022-08-14,2.12326
2022-08-15,6.9156
2022-08-16,11.7279
2022-08-17,11.34185
2022-08-18,12.18716
2022-08-19,11.86102
2022-08-20,5.3714
2022-08-21,3.04845
2022-08-22,11.93423
2022-08-23,14.7697
2022-08-24,12.34691
2022-08-25,13.6648
2022-08-26,12.64643
2022-08-27,6.38312
2022-08-28,3.2082
2022-08-29,13.76464
2022-08-30,14.45021
2022-08-31,14.97603
2022-09-01,15.20234
2022-09-02,16.00106
2022-09-03,4.83892
2022-09-04,3.10835
2022-09-05,8.89243
2022-09-06,12.52662
2022-09-07,18.2042
2022-09-08,13.23216
2022-09-09,9.11208
2022-09-10,5.4779
2022-09-11,3.00186
2022-09-12,7.59451
2022-09-13,16.6001
2022-09-14,21.94488
2022-09-15,15.94116
2022-09-16,17.5386
2022-09-17,6.66932
2022-09-18,3.28807
2022-09-19,15.20234
2022-09-20,22.58386
2022-09-21,24.19462
2022-09-22,33.00718
2022-09-23,32.17518
2022-09-24,9.9574
2022-09-25,5.83067
2022-09-26,28.30138
2022-09-27,35.8493
2022-09-28,44.98136
2022-09-29,43.3706
2022-09-30,32.40814
2022-10-01,11.19542
2022-10-02,6.05697
2022-10-03,18.43716
2022-10-04,31.98881
2022-10-05,31.48961
2022-10-06,28.71405
2022-10-07,26.92358
2022-10-08,10.59637
2022-10-09,5.7042
2022-10-10,14.70314
2022-10-11,36.30857
2022-10-12,37.44675
2022-10-13,36.88764
2022-10-14,35.26357
2022-10-15,16.67332
2022-10-16,6.83572
2022-10-17,31.17012
2022-10-18,35.13711
2022-10-19,37.61315
2022-10-20,46.49227
2022-10-21,57.45473
2022-10-22,21.33253
2022-10-23,9.77103
2022-10-24,46.49893
2022-10-25,41.34052
2022-10-26,37.40681
2022-10-27,41.08759
2022-10-28,36.84105
2022-10-29,12.44009
2022-10-30,5.75745
2022-10-31,26.06496
2022-11-01,30.32481
2022-11-02,28.06176
2022-11-03,45.8067
2022-11-04,32.22843
2022-11-05,11.17545
2022-11-06,6.8091
2022-11-07,27.2231
2022-11-08,30.84398
2022-11-09,26.78381
2022-11-10,28.6009
2022-11-11,34.67119
2022-11-12,9.791
2022-11-13,4.91879
2022-11-14,22.72364
2022-11-15,24.5607
2022-11-16,25.09318
2022-11-17,25.67225
2022-11-18,20.65362
2022-11-19,7.59451
2022-11-20,4.33972
2022-11-21,19.37566
2022-11-22,19.34238
2022-11-23,18.71006
2022-11-24,18.73668
2022-11-25,16.45367
2022-11-26,6.04366
2022-11-27,3.7074
2022-11-28,17.01277
2022-11-29,19.28913
2022-11-30,17.45873
2022-12-01,20.11448
2022-12-02,20.85995
2022-12-03,7.69435
2022-12-04,4.16001
2022-12-05,17.67838
2022-12-06,22.01144
2022-12-07,21.09957
2022-12-08,22.21112
2022-12-09,17.96458
2022-12-10,7.72763
2022-12-11,4.19994
2022-12-12,17.79818
2022-12-13,21.10623
2022-12-14,21.67864
2022-12-15,27.30963
2022-12-16,23.54233
2022-12-17,7.79419
2022-12-18,4.06682
2022-12-19,16.73988
2022-12-20,33.32667
2022-12-21,26.19142
2022-12-22,19.79499
2022-12-23,20.93317
2022-12-24,8.49307
2022-12-25,4.15335
2022-12-26,13.81789
2022-12-27,19.35569
2022-12-28,25.81869
2022-12-29,23.19621
2022-12-30,14.48349
2022-12-31,7.52795
2023-01-01,4.97204
2023-01-02,14.2239
2023-01-03,21.29925
2023-01-04,21.13285
2023-01-05,21.31922
2023-01-06,19.42225
2023-01-07,10.66959
2023-01-08,5.89057
2023-01-09,22.69036
2023-01-10,22.65042
2023-01-11,20.85995
2023-01-12,21.73855
2023-01-13,24.63391
2023-01-14,8.99893
2023-01-15,5.00532
2023-01-16,15.05591
2023-01-17,22.89669
2023-01-18,27.81549
2023-01-19,25.86528
2023-01-20,19.16267
2023-01-21,8.65947
2023-01-22,3.86048
2023-01-23,9.21858
2023-01-24,15.6616
2023-01-25,19.51544
2023-01-26,18.88977
2023-01-27,18.537
2023-01-28,7.26837
2023-01-29,4.45287
2023-01-30,17.50532
2023-01-31,19.17598
2023-02-01,16.74653
2023-02-02,24.2878
2023-02-03,21.71858
2023-02-04,12.73961
2023-02-05,4.9321
2023-02-06,24.33439
2023-02-07,28.55431
2023-02-08,23.71538
2023-02-09,21.02635
2023-02-10,22.87673
2023-02-11,10.96911
2023-02-12,4.67252
2023-02-13,21.43903
2023-02-14,23.42917
2023-02-15,31.27662
2023-02-16,31.75585
2023-02-17,34.51144
2023-02-18,12.75292
2023-02-19,5.63099
2023-02-20,17.55191
2023-02-21,27.496
2023-02-22,40.76144
2023-02-23,33.64616
2023-02-24,29.89217
2023-02-25,15.18903
2023-02-26,6.19675
2023-02-27,29.7657
2023-02-28,35.92252
2023-03-01,25.89856
2023-03-02,56.05031
2023-03-03,46.75186
2023-03-04,15.78141
2023-03-05,6.1435
