date,기업부설연구소
2020-03-20,30.03606
2020-03-21,3.76094
2020-03-22,3.96702
2020-03-23,39.56723
2020-03-24,35.03348
2020-03-25,29.72694
2020-03-26,36.99124
2020-03-27,25.96599
2020-03-28,4.22462
2020-03-29,3.55486
2020-03-30,35.23956
2020-03-31,30.75734
2020-04-01,29.21174
2020-04-02,27.76919
2020-04-03,25.50231
2020-04-04,3.60638
2020-04-05,2.78207
2020-04-06,37.30036
2020-04-07,34.20917
2020-04-08,32.19989
2020-04-09,26.27511
2020-04-10,26.58423
2020-04-11,3.45182
2020-04-12,3.29726
2020-04-13,32.76661
2020-04-14,32.19989
2020-04-15,5.82174
2020-04-16,26.12055
2020-04-17,23.18392
2020-04-18,2.73055
2020-04-19,3.4003
2020-04-20,30.1391
2020-04-21,28.18134
2020-04-22,31.78773
2020-04-23,26.06903
2020-04-24,22.82328
2020-04-25,3.70942
2020-04-26,2.26687
2020-04-27,26.53271
2020-04-28,23.80216
2020-04-29,22.56568
2020-04-30,3.76094
2020-05-01,4.01854
2020-05-02,1.80319
2020-05-03,1.95775
2020-05-04,14.42555
2020-05-05,3.29726
2020-05-06,29.00566
2020-05-07,30.75734
2020-05-08,28.5935
2020-05-09,2.42143
2020-05-10,2.52447
2020-05-11,26.73879
2020-05-12,23.75064
2020-05-13,21.68985
2020-05-14,20.35033
2020-05-15,20.91705
2020-05-16,2.42143
2020-05-17,2.42143
2020-05-18,23.54456
2020-05-19,20.96857
2020-05-20,20.29881
2020-05-21,22.30808
2020-05-22,18.54714
2020-05-23,2.31839
2020-05-24,2.93663
2020-05-25,22.6172
2020-05-26,21.02009
2020-05-27,21.02009
2020-05-28,20.86553
2020-05-29,16.43482
2020-05-30,2.52447
2020-05-31,2.21535
2020-06-01,21.84441
2020-06-02,26.12055
2020-06-03,27.40855
2020-06-04,25.19319
2020-06-05,21.32921
2020-06-06,1.70015
2020-06-07,2.67903
2020-06-08,27.15095
2020-06-09,25.65687
2020-06-10,23.75064
2020-06-11,22.15352
2020-06-12,22.97784
2020-06-13,2.47295
2020-06-14,2.16383
2020-06-15,26.37815
2020-06-16,29.46934
2020-06-17,29.00566
2020-06-18,28.64502
2020-06-19,19.37145
2020-06-20,1.75167
2020-06-21,2.73055
2020-06-22,25.50231
2020-06-23,25.75991
2020-06-24,23.02936
2020-06-25,20.55641
2020-06-26,18.85625
2020-06-27,2.11231
2020-06-28,2.36991
2020-06-29,21.74137
2020-06-30,22.05048
2020-07-01,18.80473
2020-07-02,21.94744
2020-07-03,18.34106
2020-07-04,2.42143
2020-07-05,2.62751
2020-07-06,26.79031
2020-07-07,27.51159
2020-07-08,26.58423
2020-07-09,26.06903
2020-07-10,24.72952
2020-07-11,3.45182
2020-07-12,2.88511
2020-07-13,25.29623
2020-07-14,23.75064
2020-07-15,26.17207
2020-07-16,23.80216
2020-07-17,21.68985
2020-07-18,2.73055
2020-07-19,2.42143
2020-07-20,27.35703
2020-07-21,28.07831
2020-07-22,24.88408
2020-07-23,25.14167
2020-07-24,18.39258
2020-07-25,1.59711
2020-07-26,1.75167
2020-07-27,26.06903
2020-07-28,24.83256
2020-07-29,21.68985
2020-07-30,19.68057
2020-07-31,17.51674
2020-08-01,1.95775
2020-08-02,1.44255
2020-08-03,20.45337
2020-08-04,21.27769
2020-08-05,18.80473
2020-08-06,18.95929
2020-08-07,17.25914
2020-08-08,2.31839
2020-08-09,2.16383
2020-08-10,24.678
2020-08-11,21.17465
2020-08-12,23.54456
2020-08-13,19.98969
2020-08-14,17.87738
2020-08-15,1.44255
2020-08-16,1.90623
2020-08-17,7.21277
2020-08-18,20.19577
2020-08-19,21.38073
2020-08-20,22.20504
2020-08-21,19.98969
2020-08-22,2.47295
2020-08-23,1.39103
2020-08-24,27.46007
2020-08-25,20.86553
2020-08-26,23.49304
2020-08-27,22.6172
2020-08-28,17.31066
2020-08-29,2.88511
2020-08-30,1.80319
2020-08-31,20.24729
2020-09-01,21.89592
2020-09-02,26.53271
2020-09-03,24.00824
2020-09-04,19.68057
2020-09-05,2.57599
2020-09-06,2.42143
2020-09-07,26.58423
2020-09-08,28.3359
2020-09-09,25.91447
2020-09-10,24.00824
2020-09-11,19.01081
2020-09-12,2.52447
2020-09-13,3.09119
2020-09-14,22.92632
2020-09-15,25.75991
2020-09-16,24.52344
2020-09-17,24.98712
2020-09-18,16.84698
2020-09-19,2.52447
2020-09-20,2.21535
2020-09-21,19.01081
2020-09-22,23.95672
2020-09-23,20.81401
2020-09-24,23.39
2020-09-25,19.01081
2020-09-26,2.31839
2020-09-27,2.00927
2020-09-28,19.42297
2020-09-29,11.4374
2020-09-30,2.06079
2020-10-01,1.18495
2020-10-02,1.23647
2020-10-03,1.64863
2020-10-04,2.42143
2020-10-05,24.83256
2020-10-06,25.81143
2020-10-07,24.05976
2020-10-08,19.11385
2020-10-09,3.29726
2020-10-10,2.36991
2020-10-11,2.00927
2020-10-12,28.90262
2020-10-13,23.95672
2020-10-14,26.58423
2020-10-15,24.47192
2020-10-16,19.78361
2020-10-17,2.62751
2020-10-18,2.36991
2020-10-19,27.76919
2020-10-20,22.6172
2020-10-21,21.58681
2020-10-22,24.00824
2020-10-23,17.20762
2020-10-24,2.11231
2020-10-25,3.29726
2020-10-26,23.75064
2020-10-27,21.43225
2020-10-28,20.86553
2020-10-29,19.26841
2020-10-30,16.95002
2020-10-31,1.90623
2020-11-01,2.52447
2020-11-02,19.78361
2020-11-03,23.02936
2020-11-04,22.66872
2020-11-05,20.76249
2020-11-06,20.55641
2020-11-07,2.62751
2020-11-08,1.80319
2020-11-09,23.44152
2020-11-10,23.69912
2020-11-11,23.85368
2020-11-12,24.678
2020-11-13,19.62905
2020-11-14,3.1427
2020-11-15,2.31839
2020-11-16,23.95672
2020-11-17,23.95672
2020-11-18,20.24729
2020-11-19,22.30808
2020-11-20,20.14425
2020-11-21,1.75167
2020-11-22,2.00927
2020-11-23,23.69912
2020-11-24,25.50231
2020-11-25,24.00824
2020-11-26,20.71097
2020-11-27,19.11385
2020-11-28,2.47295
2020-11-29,2.06079
2020-11-30,23.75064
2020-12-01,23.02936
2020-12-02,22.05048
2020-12-03,23.28696
2020-12-04,18.54714
2020-12-05,2.78207
2020-12-06,2.31839
2020-12-07,18.1865
2020-12-08,23.08088
2020-12-09,24.21432
2020-12-10,20.81401
2020-12-11,18.90777
2020-12-12,3.19422
2020-12-13,2.57599
2020-12-14,23.02936
2020-12-15,24.98712
2020-12-16,23.80216
2020-12-17,20.45337
2020-12-18,16.1257
2020-12-19,1.64863
2020-12-20,2.78207
2020-12-21,22.05048
2020-12-22,22.3596
2020-12-23,21.84441
2020-12-24,16.6409
2020-12-25,1.95775
2020-12-26,2.88511
2020-12-27,2.88511
2020-12-28,22.97784
2020-12-29,24.21432
2020-12-30,18.7017
2020-12-31,11.02524
2021-01-01,1.54559
2021-01-02,2.52447
2021-01-03,2.62751
2021-01-04,28.23286
2021-01-05,27.35703
2021-01-06,30.80886
2021-01-07,29.93302
2021-01-08,26.27511
2021-01-09,3.09119
2021-01-10,3.19422
2021-01-11,33.84853
2021-01-12,32.45749
2021-01-13,35.13652
2021-01-14,35.3426
2021-01-15,28.3359
2021-01-16,4.01854
2021-01-17,3.09119
2021-01-18,35.39412
2021-01-19,32.97269
2021-01-20,29.41782
2021-01-21,35.085
2021-01-22,31.47861
2021-01-23,3.55486
2021-01-24,3.24574
2021-01-25,40.85522
2021-01-26,40.90674
2021-01-27,32.81813
2021-01-28,37.1458
2021-01-29,30.24214
2021-01-30,3.55486
2021-01-31,3.45182
2021-02-01,31.06646
2021-02-02,35.80628
2021-02-03,34.72436
2021-02-04,37.81555
2021-02-05,31.06646
2021-02-06,4.63678
2021-02-07,3.70942
2021-02-08,43.89489
2021-02-09,39.20659
2021-02-10,28.3359
2021-02-11,3.19422
2021-02-12,2.36991
2021-02-13,1.54559
2021-02-14,2.78207
2021-02-15,43.53426
2021-02-16,43.68882
2021-02-17,38.89747
2021-02-18,40.28851
2021-02-19,34.62132
2021-02-20,3.96702
2021-02-21,4.12158
2021-02-22,45.59505
2021-02-23,36.8882
2021-02-24,38.12467
2021-02-25,34.00309
2021-02-26,29.05718
2021-02-27,4.27614
2021-02-28,2.73055
2021-03-01,4.63678
2021-03-02,39.67027
2021-03-03,40.85522
2021-03-04,40.34003
2021-03-05,44.92529
2021-03-06,4.12158
2021-03-07,2.36991
2021-03-08,48.37712
2021-03-09,44.87377
2021-03-10,43.74034
2021-03-11,42.50386
2021-03-12,38.84595
2021-03-13,3.81246
2021-03-14,2.83359
2021-03-15,43.6373
2021-03-16,49.25296
2021-03-17,42.29778
2021-03-18,42.14322
2021-03-19,35.085
2021-03-20,5.15198
2021-03-21,3.9155
2021-03-22,48.42864
2021-03-23,46.52241
2021-03-24,45.59505
2021-03-25,42.29778
2021-03-26,39.36115
2021-03-27,4.32766
2021-03-28,2.93663
2021-03-29,51.00463
2021-03-30,42.3493
2021-03-31,39.97939
2021-04-01,39.15507
2021-04-02,36.21844
2021-04-03,3.76094
2021-04-04,2.73055
2021-04-05,50.12879
2021-04-06,56.72333
2021-04-07,42.8645
2021-04-08,41.88562
2021-04-09,34.62132
2021-04-10,2.47295
2021-04-11,2.73055
2021-04-12,44.15249
2021-04-13,43.84337
2021-04-14,41.47346
2021-04-15,38.07315
2021-04-16,29.21174
2021-04-17,3.81246
2021-04-18,3.29726
2021-04-19,43.99793
2021-04-20,37.4034
2021-04-21,39.30963
2021-04-22,31.58165
2021-04-23,27.61463
2021-04-24,2.36991
2021-04-25,3.03967
2021-04-26,35.03348
2021-04-27,34.87892
2021-04-28,35.75476
2021-04-29,35.39412
2021-04-30,25.91447
2021-05-01,2.52447
2021-05-02,2.57599
2021-05-03,40.23699
2021-05-04,37.30036
2021-05-05,3.19422
2021-05-06,41.52498
2021-05-07,35.80628
2021-05-08,2.78207
2021-05-09,3.03967
2021-05-10,35.70324
2021-05-11,35.65172
2021-05-12,33.69397
2021-05-13,31.63317
2021-05-14,24.62648
2021-05-15,3.50334
2021-05-16,2.93663
2021-05-17,33.33333
2021-05-18,27.56311
2021-05-19,4.01854
