date,통신판매업신고
2020-11-29,8.17341
2020-11-30,29.17555
2020-12-01,28.3582
2020-12-02,26.1194
2020-12-03,23.24093
2020-12-04,18.05259
2020-12-05,6.53873
2020-12-06,9.1329
2020-12-07,26.72352
2020-12-08,24.52025
2020-12-09,20.46908
2020-12-10,24.02274
2020-12-11,16.38237
2020-12-12,7.64036
2020-12-13,7.81805
2020-12-14,28.03837
2020-12-15,24.41364
2020-12-16,25.26652
2020-12-17,22.28144
2020-12-18,19.18976
2020-12-19,7.10732
2020-12-20,7.07178
2020-12-21,25.7285
2020-12-22,27.04335
2020-12-23,22.95664
2020-12-24,16.66666
2020-12-25,6.6098
2020-12-26,7.46268
2020-12-27,8.742
2020-12-28,33.0135
2020-12-29,27.04335
2020-12-30,23.34754
2020-12-31,18.76332
2021-01-01,10.90973
2021-01-02,10.62544
2021-01-03,13.21961
2021-01-04,55.25941
2021-01-05,45.09594
2021-01-06,37.81094
2021-01-07,33.93745
2021-01-08,27.71855
2021-01-09,7.92466
2021-01-10,9.63041
2021-01-11,37.24235
2021-01-12,37.7754
2021-01-13,35.42999
2021-01-14,34.00852
2021-01-15,27.9673
2021-01-16,8.77754
2021-01-17,8.3511
2021-01-18,35.46552
2021-01-19,33.65316
2021-01-20,32.40938
2021-01-21,29.17555
2021-01-22,22.70788
2021-01-23,9.91471
2021-01-24,8.0668
2021-01-25,28.50035
2021-01-26,31.80525
2021-01-27,26.01279
2021-01-28,28.25159
2021-01-29,23.13432
2021-01-30,7.21393
2021-01-31,9.23951
2021-02-01,29.85074
2021-02-02,26.9012
2021-02-03,26.9012
2021-02-04,25.37313
2021-02-05,19.01208
2021-02-06,6.18336
2021-02-07,6.6098
2021-02-08,23.16986
2021-02-09,19.75835
2021-02-10,13.7882
2021-02-11,5.18834
2021-02-12,4.40653
2021-02-13,4.65529
2021-02-14,7.285
2021-02-15,27.89623
2021-02-16,24.84008
2021-02-17,25.33759
2021-02-18,18.65671
2021-02-19,20.32693
2021-02-20,6.11229
2021-02-21,6.57427
2021-02-22,21.7484
2021-02-23,23.2054
2021-02-24,21.64179
2021-02-25,21.14427
2021-02-26,17.62615
2021-02-27,5.18834
2021-02-28,5.4371
2021-03-01,7.71144
2021-03-02,23.9872
2021-03-03,22.70788
2021-03-04,23.77398
2021-03-05,16.98649
2021-03-06,6.50319
2021-03-07,6.07675
2021-03-08,23.34754
2021-03-09,21.14427
2021-03-10,19.93603
2021-03-11,19.75835
2021-03-12,18.90547
2021-03-13,5.4371
2021-03-14,6.00568
2021-03-15,21.4641
2021-03-16,22.45913
2021-03-17,22.45913
2021-03-18,23.13432
2021-03-19,17.19971
2021-03-20,4.90405
2021-03-21,5.97014
2021-03-22,24.05828
2021-03-23,23.91613
2021-03-24,23.24093
2021-03-25,19.08315
2021-03-26,15.81378
2021-03-27,5.61478
2021-03-28,5.61478
2021-03-29,24.44918
2021-03-30,21.4641
2021-03-31,20.398
2021-04-01,16.66666
2021-04-02,17.69722
2021-04-03,5.75692
2021-04-04,6.25444
2021-04-05,26.15493
2021-04-06,26.5103
2021-04-07,27.00781
2021-04-08,31.30774
2021-04-09,26.1194
2021-04-10,7.285
2021-04-11,5.97014
2021-04-12,36.67377
2021-04-13,37.56218
2021-04-14,36.21179
2021-04-15,36.24733
2021-04-16,32.26723
2021-04-17,7.71144
2021-04-18,9.27505
2021-04-19,39.26794
2021-04-20,43.03482
2021-04-21,41.40014
2021-04-22,37.27789
2021-04-23,34.50604
2021-04-24,7.53375
2021-04-25,9.87917
2021-04-26,41.32906
2021-04-27,41.3646
2021-04-28,39.65884
2021-04-29,37.70433
2021-04-30,30.8813
2021-05-01,9.45273
2021-05-02,9.55934
2021-05-03,38.62828
2021-05-04,38.16631
2021-05-05,11.79815
2021-05-06,35.85643
2021-05-07,32.69367
2021-05-08,8.59985
2021-05-09,9.48827
2021-05-10,41.96872
2021-05-11,43.8877
2021-05-12,36.67377
2021-05-13,36.63823
2021-05-14,32.51599
2021-05-15,8.77754
2021-05-16,9.06183
2021-05-17,40.93816
2021-05-18,36.28287
2021-05-19,12.75764
2021-05-20,35.60767
2021-05-21,31.59203
2021-05-22,8.31556
2021-05-23,9.16844
2021-05-24,35.39445
2021-05-25,39.58777
2021-05-26,39.5167
2021-05-27,39.16133
2021-05-28,31.1656
2021-05-29,10.199
2021-05-30,9.27505
2021-05-31,40.40511
2021-06-01,38.91257
2021-06-02,38.59275
2021-06-03,35.96304
2021-06-04,31.37882
2021-06-05,7.285
2021-06-06,8.59985
2021-06-07,37.10021
2021-06-08,39.83653
2021-06-09,38.41506
2021-06-10,35.35891
2021-06-11,29.56645
2021-06-12,7.35607
2021-06-13,8.77754
2021-06-14,36.95806
2021-06-15,34.0796
2021-06-16,35.39445
2021-06-17,33.75977
2021-06-18,30.27718
2021-06-19,7.42714
2021-06-20,7.285
2021-06-21,37.81094
2021-06-22,36.28287
2021-06-23,40.51172
2021-06-24,38.0597
2021-06-25,30.95238
2021-06-26,7.92466
2021-06-27,7.6759
2021-06-28,46.16204
2021-06-29,41.82658
2021-06-30,37.49111
2021-07-01,42.60838
2021-07-02,34.22174
2021-07-03,9.41719
2021-07-04,8.28002
2021-07-05,41.79104
2021-07-06,38.77043
2021-07-07,36.92253
2021-07-08,31.80525
2021-07-09,28.57142
2021-07-10,8.17341
2021-07-11,7.6759
2021-07-12,33.7953
2021-07-13,32.6226
2021-07-14,29.56645
2021-07-15,26.68798
2021-07-16,24.09381
2021-07-17,7.71144
2021-07-18,8.17341
2021-07-19,32.72921
2021-07-20,30.56147
2021-07-21,29.31769
2021-07-22,30.52594
2021-07-23,24.44918
2021-07-24,7.71144
2021-07-25,8.28002
2021-07-26,28.07391
2021-07-27,33.72423
2021-07-28,30.56147
2021-07-29,29.53091
2021-07-30,24.62686
2021-07-31,8.20895
2021-08-01,6.96517
2021-08-02,34.32835
2021-08-03,31.48542
2021-08-04,29.56645
2021-08-05,31.5565
2021-08-06,23.2054
2021-08-07,7.14285
2021-08-08,7.6759
2021-08-09,36.67377
2021-08-10,32.48045
2021-08-11,31.37882
2021-08-12,26.72352
2021-08-13,23.45415
2021-08-14,9.34612
2021-08-15,6.00568
2021-08-16,12.7221
2021-08-17,31.73418
2021-08-18,34.11513
2021-08-19,33.58208
2021-08-20,27.32764
2021-08-21,8.45771
2021-08-22,8.49324
2021-08-23,35.11016
2021-08-24,31.20113
2021-08-25,34.18621
2021-08-26,32.90689
2021-08-27,28.6425
2021-08-28,8.0668
2021-08-29,7.285
2021-08-30,41.79104
2021-08-31,37.42004
2021-09-01,35.2523
2021-09-02,36.9936
2021-09-03,29.77967
2021-09-04,7.99573
2021-09-05,9.20398
2021-09-06,36.81592
2021-09-07,33.36886
2021-09-08,33.33333
2021-09-09,28.67803
2021-09-10,25.4442
2021-09-11,10.12793
2021-09-12,7.60483
2021-09-13,32.37384
2021-09-14,36.56716
2021-09-15,33.68869
2021-09-16,32.05401
2021-09-17,21.0732
2021-09-18,6.50319
2021-09-19,4.65529
2021-09-20,4.90405
2021-09-21,4.61975
2021-09-22,7.92466
2021-09-23,36.28287
2021-09-24,34.18621
2021-09-25,10.62544
2021-09-26,8.95522
2021-09-27,36.70931
2021-09-28,38.16631
2021-09-29,36.10518
2021-09-30,32.26723
2021-10-01,30.91684
2021-10-02,8.67093
2021-10-03,7.64036
2021-10-04,14.21464
2021-10-05,43.10589
2021-10-06,40.12082
2021-10-07,39.80099
2021-10-08,31.09452
2021-10-09,10.09239
2021-10-10,7.10732
2021-10-11,12.57995
2021-10-12,42.67945
2021-10-13,38.52167
2021-10-14,41.7555
2021-10-15,32.55152
2021-10-16,7.88912
2021-10-17,8.49324
2021-10-18,39.69438
2021-10-19,36.9936
2021-10-20,35.11016
2021-10-21,33.58208
2021-10-22,29.95735
2021-10-23,7.49822
2021-10-24,8.03127
2021-10-25,33.7953
2021-10-26,31.05899
2021-10-27,33.86638
2021-10-28,30.17057
2021-10-29,25.47974
2021-10-30,7.56929
2021-10-31,7.21393
2021-11-01,35.78535
2021-11-02,33.51101
2021-11-03,32.12508
2021-11-04,30.20611
2021-11-05,25.12437
2021-11-06,6.92963
2021-11-07,7.56929
2021-11-08,34.96801
2021-11-09,34.75479
2021-11-10,32.26723
2021-11-11,31.9474
2021-11-12,26.26154
2021-11-13,7.42714
2021-11-14,7.88912
2021-11-15,34.71926
2021-11-16,35.5366
2021-11-17,31.66311
2021-11-18,29.38877
2021-11-19,23.06325
2021-11-20,7.07178
2021-11-21,7.81805
2021-11-22,32.80028
2021-11-23,30.45486
2021-11-24,28.3582
2021-11-25,28.60696
2021-11-26,23.06325
2021-11-27,7.81805
2021-11-28,7.64036
2021-11-29,33.97299
2021-11-30,33.36886
2021-12-01,31.20113
2021-12-02,35.35891
2021-12-03,27.04335
2021-12-04,7.78251
2021-12-05,8.20895
2021-12-06,35.74982
2021-12-07,35.1457
2021-12-08,35.99857
2021-12-09,37.7754
2021-12-10,32.51599
2021-12-11,9.1329
2021-12-12,10.90973
2021-12-13,46.12651
2021-12-14,44.06538
2021-12-15,40.5828
2021-12-16,36.78038
2021-12-17,30.0995
2021-12-18,8.81307
2021-12-19,8.70646
2021-12-20,41.89765
2021-12-21,40.79601
2021-12-22,35.67874
2021-12-23,36.14072
2021-12-24,24.6624
2021-12-25,6.71641
2021-12-26,7.24946
2021-12-27,35.71428
2021-12-28,34.4705
2021-12-29,32.97796
2021-12-30,33.08457
2021-12-31,25.62189
2022-01-01,17.41293
2022-01-02,21.57071
2022-01-03,82.76474
2022-01-04,69.43852
2022-01-05,62.75764
2022-01-06,61.94029
2022-01-07,50.46197
2022-01-08,13.57498
2022-01-09,16.41791
2022-01-10,63.14854
2022-01-11,62.54442
2022-01-12,64.92537
2022-01-13,59.91471
2022-01-14,53.3049
2022-01-15,14.42786
2022-01-16,16.52452
2022-01-17,64.85429
2022-01-18,67.02203
2022-01-19,59.1329
2022-01-20,60.48329
2022-01-21,50.49751
2022-01-22,17.91044
2022-01-23,15.77825
2022-01-24,61.40724
2022-01-25,59.77256
2022-01-26,58.28002
2022-01-27,63.71712
2022-01-28,40.2985
2022-01-29,11.08742
2022-01-30,9.8081
2022-01-31,8.56432
2022-02-01,7.74697
2022-02-02,15.74271
2022-02-03,62.57995
2022-02-04,51.70575
2022-02-05,16.38237
2022-02-06,16.77327
2022-02-07,65.20966
2022-02-08,61.30063
2022-02-09,64.85429
2022-02-10,58.742
2022-02-11,47.08599
2022-02-12,15.42288
2022-02-13,16.24022
2022-02-14,57.35607
2022-02-15,58.95522
2022-02-16,58.59985
2022-02-17,53.12722
2022-02-18,46.37526
2022-02-19,16.3113
2022-02-20,14.14356
2022-02-21,61.05188
2022-02-22,57.39161
2022-02-23,57.285
2022-02-24,51.35039
2022-02-25,46.0199
2022-02-26,14.1791
2022-02-27,14.88983
2022-02-28,52.84292
2022-03-01,24.59132
2022-03-02,57.00071
2022-03-03,52.2388
2022-03-04,45.55792
2022-03-05,14.67661
2022-03-06,17.05756
2022-03-07,54.01563
2022-03-08,50.35536
2022-03-09,17.27078
2022-03-10,51.24378
2022-03-11,48.68514
2022-03-12,13.7882
2022-03-13,14.60554
2022-03-14,51.91897
2022-03-15,48.50746
2022-03-16,46.05543
2022-03-17,46.73063
2022-03-18,42.57285
2022-03-19,13.57498
2022-03-20,11.62046
2022-03-21,49.21819
2022-03-22,47.26368
2022-03-23,46.8017
2022-03-24,42.32409
2022-03-25,35.35891
2022-03-26,10.199
2022-03-27,9.84363
2022-03-28,46.12651
2022-03-29,45.52238
2022-03-30,42.78606
2022-03-31,39.72992
2022-04-01,32.16062
2022-04-02,10.23454
2022-04-03,10.98081
2022-04-04,42.8216
2022-04-05,40.22743
2022-04-06,40.19189
2022-04-07,37.98862
2022-04-08,29.88628
2022-04-09,8.20895
2022-04-10,8.13788
2022-04-11,36.38948
2022-04-12,38.73489
2022-04-13,33.0135
2022-04-14,32.55152
2022-04-15,28.39374
2022-04-16,9.41719
2022-04-17,8.70646
2022-04-18,38.20184
2022-04-19,36.74484
2022-04-20,35.11016
2022-04-21,33.86638
2022-04-22,29.88628
2022-04-23,7.53375
2022-04-24,8.742
2022-04-25,37.06467
2022-04-26,36.38948
2022-04-27,35.9275
2022-04-28,34.18621
2022-04-29,25.97725
2022-04-30,7.49822
2022-05-01,7.60483
2022-05-02,35.39445
2022-05-03,35.78535
2022-05-04,28.6425
2022-05-05,8.13788
2022-05-06,25.19545
2022-05-07,7.60483
2022-05-08,7.88912
2022-05-09,38.87704
2022-05-10,38.20184
2022-05-11,40.2985
2022-05-12,35.32338
2022-05-13,27.25657
2022-05-14,8.52878
2022-05-15,8.81307
2022-05-16,33.19118
2022-05-17,35.32338
2022-05-18,33.36886
2022-05-19,30.63255
2022-05-20,30.02842
2022-05-21,7.99573
2022-05-22,7.35607
2022-05-23,36.10518
2022-05-24,36.06965
2022-05-25,35.42999
2022-05-26,29.99289
2022-05-27,28.78464
2022-05-28,9.09737
2022-05-29,8.99076
2022-05-30,37.06467
2022-05-31,33.29779
2022-06-01,11.79815
2022-06-02,31.27221
2022-06-03,25.55081
2022-06-04,8.31556
2022-06-05,7.64036
2022-06-06,11.12295
2022-06-07,36.81592
2022-06-08,40.61833
2022-06-09,36.28287
2022-06-10,31.5565
2022-06-11,8.91968
2022-06-12,10.51883
2022-06-13,46.65955
2022-06-14,41.89765
2022-06-15,41.25799
2022-06-16,39.19687
2022-06-17,33.19118
2022-06-18,8.91968
2022-06-19,10.69651
2022-06-20,46.4108
2022-06-21,40.44065
2022-06-22,38.30845
2022-06-23,38.30845
2022-06-24,32.65813
2022-06-25,7.46268
2022-06-26,8.31556
2022-06-27,40.26297
2022-06-28,41.82658
2022-06-29,35.57213
2022-06-30,35.42999
2022-07-01,29.88628
2022-07-02,8.31556
2022-07-03,8.95522
2022-07-04,39.19687
2022-07-05,40.22743
2022-07-06,37.42004
2022-07-07,34.18621
2022-07-08,28.18052
2022-07-09,9.77256
2022-07-10,10.30561
2022-07-11,41.86211
2022-07-12,38.48614
2022-07-13,36.74484
2022-07-14,34.71926
2022-07-15,29.35323
2022-07-16,8.77754
2022-07-17,9.1329
2022-07-18,39.9076
2022-07-19,40.93816
2022-07-20,37.81094
2022-07-21,31.84079
2022-07-22,28.10945
2022-07-23,9.31058
2022-07-24,9.73702
2022-07-25,38.94811
2022-07-26,36.92253
2022-07-27,33.54655
2022-07-28,33.19118
2022-07-29,27.68301
2022-07-30,9.70149
2022-07-31,8.45771
2022-08-01,36.03411
2022-08-02,36.35394
2022-08-03,33.61762
2022-08-04,29.8152
2022-08-05,27.1855
2022-08-06,8.42217
2022-08-07,9.1329
2022-08-08,38.41506
2022-08-09,36.35394
2022-08-10,35.57213
2022-08-11,33.33333
2022-08-12,31.5565
2022-08-13,8.49324
2022-08-14,6.92963
2022-08-15,8.91968
2022-08-16,39.12579
2022-08-17,40.15636
2022-08-18,36.63823
2022-08-19,28.99786
2022-08-20,11.90476
2022-08-21,9.55934
2022-08-22,39.87206
2022-08-23,40.01421
2022-08-24,40.22743
2022-08-25,40.22743
2022-08-26,34.39943
2022-08-27,9.1329
2022-08-28,10.51883
2022-08-29,38.91257
2022-08-30,38.69936
2022-08-31,36.35394
2022-09-01,35.35891
2022-09-02,33.93745
2022-09-03,9.5238
2022-09-04,9.41719
2022-09-05,38.66382
2022-09-06,32.94243
2022-09-07,25.90618
2022-09-08,23.16986
2022-09-09,6.36105
2022-09-10,5.75692
2022-09-11,5.61478
2022-09-12,9.09737
2022-09-13,38.91257
2022-09-14,36.10518
2022-09-15,38.13077
2022-09-16,28.99786
2022-09-17,8.59985
2022-09-18,8.3511
2022-09-19,40.01421
2022-09-20,35.39445
2022-09-21,32.58706
2022-09-22,31.48542
2022-09-23,26.83013
2022-09-24,6.68088
2022-09-25,7.88912
2022-09-26,40.04975
2022-09-27,37.02914
2022-09-28,35.1457
2022-09-29,30.95238
2022-09-30,27.29211
2022-10-01,8.49324
2022-10-02,7.46268
2022-10-03,11.656
2022-10-04,39.44562
2022-10-05,34.57711
2022-10-06,35.32338
2022-10-07,30.56147
2022-10-08,7.60483
2022-10-09,7.03624
2022-10-10,10.98081
2022-10-11,38.73489
2022-10-12,39.30348
2022-10-13,36.10518
2022-10-14,30.8813
2022-10-15,8.81307
2022-10-16,10.02132
2022-10-17,36.92253
2022-10-18,36.63823
2022-10-19,33.61762
2022-10-20,33.22672
2022-10-21,26.04832
2022-10-22,8.88415
2022-10-23,8.20895
2022-10-24,35.64321
2022-10-25,38.02416
2022-10-26,31.44989
2022-10-27,33.04904
2022-10-28,25.47974
2022-10-29,7.92466
2022-10-30,7.39161
2022-10-31,33.97299
2022-11-01,36.38948
2022-11-02,35.74982
2022-11-03,30.52594
2022-11-04,24.76901
2022-11-05,8.20895
2022-11-06,7.60483
2022-11-07,35.57213
2022-11-08,33.43994
2022-11-09,30.41933
2022-11-10,30.52594
2022-11-11,28.78464
2022-11-12,8.13788
2022-11-13,8.63539
2022-11-14,35.96304
2022-11-15,36.38948
2022-11-16,34.57711
2022-11-17,30.77469
2022-11-18,27.07889
2022-11-19,8.70646
2022-11-20,9.48827
2022-11-21,36.63823
2022-11-22,34.36389
2022-11-23,32.16062
2022-11-24,29.95735
2022-11-25,26.9012
2022-11-26,9.27505
2022-11-27,8.70646
2022-11-28,31.37882
2022-11-29,32.80028
2022-11-30,31.84079
2022-12-01,30.52594
2022-12-02,27.61194
2022-12-03,7.24946
2022-12-04,9.70149
2022-12-05,34.64818
2022-12-06,32.94243
2022-12-07,29.56645
2022-12-08,31.09452
2022-12-09,24.87562
2022-12-10,6.8941
2022-12-11,11.51385
2022-12-12,38.0597
2022-12-13,33.26226
2022-12-14,32.30277
2022-12-15,30.02842
2022-12-16,25.97725
2022-12-17,8.45771
2022-12-18,9.38166
2022-12-19,32.55152
2022-12-20,29.10447
2022-12-21,29.35323
2022-12-22,27.11442
2022-12-23,20.07818
2022-12-24,7.03624
2022-12-25,7.56929
2022-12-26,29.0334
2022-12-27,27.39872
2022-12-28,24.84008
2022-12-29,26.83013
2022-12-30,23.13432
2022-12-31,7.53375
2023-01-01,39.62331
2023-01-02,100.0
2023-01-03,77.5764
2023-01-04,66.45344
2023-01-05,58.84861
2023-01-06,48.32977
2023-01-07,16.80881
2023-01-08,15.06751
2023-01-09,60.44776
2023-01-10,55.57924
2023-01-11,57.10732
2023-01-12,54.22885
2023-01-13,47.90334
2023-01-14,17.12864
2023-01-15,14.81876
2023-01-16,58.742
2023-01-17,53.26936
2023-01-18,53.05614
2023-01-19,45.94882
2023-01-20,33.83084
2023-01-21,9.48827
2023-01-22,6.28997
2023-01-23,8.63539
2023-01-24,10.12793
2023-01-25,60.66098
2023-01-26,55.36602
2023-01-27,50.71073
2023-01-28,18.30135
2023-01-29,14.67661
2023-01-30,63.85927
2023-01-31,56.04122
2023-02-01,57.71144
2023-02-02,54.40653
2023-02-03,45.87775
2023-02-04,11.15849
2023-02-05,13.18407
2023-02-06,55.4371
2023-02-07,52.55863
2023-02-08,56.2189
2023-02-09,50.46197
2023-02-10,41.40014
2023-02-11,11.69154
2023-02-12,12.7221
2023-02-13,52.30987
2023-02-14,52.66524
2023-02-15,50.49751
2023-02-16,47.72565
2023-02-17,39.09026
2023-02-18,13.57498
2023-02-19,12.29566
2023-02-20,52.48756
2023-02-21,49.21819
2023-02-22,45.09594
2023-02-23,42.14641
2023-02-24,35.82089
2023-02-25,11.47832
2023-02-26,11.83368
2023-02-27,43.99431
2023-02-28,39.19687
2023-03-01,19.75835
2023-03-02,46.44633
2023-03-03,42.21748
2023-03-04,12.3312
2023-03-05,13.39729
2023-03-06,53.87348
2023-03-07,48.86282
2023-03-08,48.68514
2023-03-09,43.46126
2023-03-10,36.10518
2023-03-11,11.2651
2023-03-12,12.82871
2023-03-13,49.46695
2023-03-14,45.91329
2023-03-15,45.94882
2023-03-16,44.56289
2023-03-17,37.45557
2023-03-18,10.5899
2023-03-19,12.7221
2023-03-20,42.07533
2023-03-21,42.00426
2023-03-22,44.63397
2023-03-23,43.14143
2023-03-24,33.36886
2023-03-25,10.34115
2023-03-26,12.43781
2023-03-27,49.60909
2023-03-28,50.46197
2023-03-29,46.12651
2023-03-30,40.86709
2023-03-31,35.00355
2023-04-01,11.2651
2023-04-02,11.76261
2023-04-03,47.15707
2023-04-04,46.33972
2023-04-05,44.17199
2023-04-06,41.89765
2023-04-07,36.78038
2023-04-08,10.199
2023-04-09,10.90973
2023-04-10,50.99502
2023-04-11,53.80241
2023-04-12,48.08102
2023-04-13,43.71002
2023-04-14,38.30845
2023-04-15,10.73205
2023-04-16,10.02132
2023-04-17,50.63965
2023-04-18,47.65458
2023-04-19,45.66453
2023-04-20,40.54726
2023-04-21,36.53162
2023-04-22,11.44278
2023-04-23,11.54939
2023-04-24,45.13148
2023-04-25,48.32977
2023-04-26,42.99928
2023-04-27,41.25799
2023-04-28,35.39445
2023-04-29,10.69651
2023-04-30,10.76759
2023-05-01,29.8152
2023-05-02,43.99431
2023-05-03,42.78606
2023-05-04,35.46552
2023-05-05,13.82373
2023-05-06,9.98578
2023-05-07,9.38166
2023-05-08,46.4108
2023-05-09,46.83724
2023-05-10,44.70504
2023-05-11,46.33972
2023-05-12,39.12579
2023-05-13,11.2651
2023-05-14,10.30561
2023-05-15,52.45202
2023-05-16,47.69012
2023-05-17,46.12651
2023-05-18,43.78109
2023-05-19,39.62331
2023-05-20,10.12793
2023-05-21,11.33617
2023-05-22,46.23312
2023-05-23,44.74058
2023-05-24,47.90334
2023-05-25,42.64392
2023-05-26,37.45557
2023-05-27,11.15849
2023-05-28,10.55437
2023-05-29,17.484
