date,CMA금리
2020-03-20,22.56317
2020-03-21,17.32851
2020-03-22,14.98194
2020-03-23,25.99277
2020-03-24,24.90974
2020-03-25,24.00722
2020-03-26,27.07581
2020-03-27,24.18772
2020-03-28,13.5379
2020-03-29,12.99638
2020-03-30,20.93862
2020-03-31,32.31046
2020-04-01,29.06137
2020-04-02,24.18772
2020-04-03,16.06498
2020-04-04,8.66425
2020-04-05,13.71841
2020-04-06,14.62093
2020-04-07,17.14801
2020-04-08,17.50902
2020-04-09,18.59205
2020-04-10,16.787
2020-04-11,9.92779
2020-04-12,12.81588
2020-04-13,15.88447
2020-04-14,14.07942
2020-04-15,12.81588
2020-04-16,15.88447
2020-04-17,14.98194
2020-04-18,9.02527
2020-04-19,8.66425
2020-04-20,16.06498
2020-04-21,20.75812
2020-04-22,16.9675
2020-04-23,12.99638
2020-04-24,18.59205
2020-04-25,11.37184
2020-04-26,8.66425
2020-04-27,17.32851
2020-04-28,14.25992
2020-04-29,16.24548
2020-04-30,11.37184
2020-05-01,7.58122
2020-05-02,8.12274
2020-05-03,7.40072
2020-05-04,13.5379
2020-05-05,13.71841
2020-05-06,16.06498
2020-05-07,10.2888
2020-05-08,7.58122
2020-05-09,8.66425
2020-05-10,8.12274
2020-05-11,17.14801
2020-05-12,14.98194
2020-05-13,14.80144
2020-05-14,14.07942
2020-05-15,13.17689
2020-05-16,10.83032
2020-05-17,7.03971
2020-05-18,19.31407
2020-05-19,18.41155
2020-05-20,14.80144
2020-05-21,11.91335
2020-05-22,9.74729
2020-05-23,9.38628
2020-05-24,9.74729
2020-05-25,21.48014
2020-05-26,20.57761
2020-05-27,16.9675
2020-05-28,16.24548
2020-05-29,17.87003
2020-05-30,13.71841
2020-05-31,18.41155
2020-06-01,25.81227
2020-06-02,20.75812
2020-06-03,19.13357
2020-06-04,16.42599
2020-06-05,17.32851
2020-06-06,7.58122
2020-06-07,10.1083
2020-06-08,22.20216
2020-06-09,21.29963
2020-06-10,21.84115
2020-06-11,18.59205
2020-06-12,10.1083
2020-06-13,9.56678
2020-06-14,11.19133
2020-06-15,14.80144
2020-06-16,11.19133
2020-06-17,12.63537
2020-06-18,13.71841
2020-06-19,15.16245
2020-06-20,8.30324
2020-06-21,10.64981
2020-06-22,14.07942
2020-06-23,10.1083
2020-06-24,10.1083
2020-06-25,12.99638
2020-06-26,12.63537
2020-06-27,6.8592
2020-06-28,7.58122
2020-06-29,13.17689
2020-06-30,16.60649
2020-07-01,12.09386
2020-07-02,10.46931
2020-07-03,11.55234
2020-07-04,3.97111
2020-07-05,6.31768
2020-07-06,14.98194
2020-07-07,12.63537
2020-07-08,17.50902
2020-07-09,11.37184
2020-07-10,11.01083
2020-07-11,5.05415
2020-07-12,6.31768
2020-07-13,8.84476
2020-07-14,11.01083
2020-07-15,12.45487
2020-07-16,11.01083
2020-07-17,8.66425
2020-07-18,5.59566
2020-07-19,6.31768
2020-07-20,9.92779
2020-07-21,12.27436
2020-07-22,10.2888
2020-07-23,10.2888
2020-07-24,10.64981
2020-07-25,6.6787
2020-07-26,5.77617
2020-07-27,13.3574
2020-07-28,11.55234
2020-07-29,8.66425
2020-07-30,9.20577
2020-07-31,11.55234
2020-08-01,4.69314
2020-08-02,7.76173
2020-08-03,8.48375
2020-08-04,10.1083
2020-08-05,9.56678
2020-08-06,9.38628
2020-08-07,7.76173
2020-08-08,4.69314
2020-08-09,7.40072
2020-08-10,9.74729
2020-08-11,11.19133
2020-08-12,12.63537
2020-08-13,11.19133
2020-08-14,12.99638
2020-08-15,6.49819
2020-08-16,6.8592
2020-08-17,7.03971
2020-08-18,8.84476
2020-08-19,9.92779
2020-08-20,10.83032
2020-08-21,10.83032
2020-08-22,5.77617
2020-08-23,6.13718
2020-08-24,13.89891
2020-08-25,14.25992
2020-08-26,10.2888
2020-08-27,12.45487
2020-08-28,11.01083
2020-08-29,7.94223
2020-08-30,8.48375
2020-08-31,14.80144
2020-09-01,17.32851
2020-09-02,18.23104
2020-09-03,17.68953
2020-09-04,21.11913
2020-09-05,9.38628
2020-09-06,12.99638
2020-09-07,19.31407
2020-09-08,16.42599
2020-09-09,13.17689
2020-09-10,16.787
2020-09-11,14.98194
2020-09-12,7.76173
2020-09-13,8.30324
2020-09-14,16.9675
2020-09-15,12.45487
2020-09-16,18.59205
2020-09-17,16.42599
2020-09-18,13.5379
2020-09-19,7.22021
2020-09-20,9.20577
2020-09-21,9.92779
2020-09-22,9.56678
2020-09-23,9.20577
2020-09-24,9.38628
2020-09-25,14.07942
2020-09-26,12.09386
2020-09-27,12.99638
2020-09-28,20.0361
2020-09-29,16.24548
2020-09-30,10.1083
2020-10-01,3.4296
2020-10-02,6.8592
2020-10-03,9.74729
2020-10-04,12.09386
2020-10-05,19.49458
2020-10-06,13.89891
2020-10-07,15.16245
2020-10-08,15.52346
2020-10-09,5.95667
2020-10-10,6.31768
2020-10-11,7.03971
2020-10-12,22.92418
2020-10-13,14.44043
2020-10-14,11.55234
2020-10-15,9.92779
2020-10-16,11.55234
2020-10-17,9.02527
2020-10-18,9.02527
2020-10-19,14.44043
2020-10-20,13.3574
2020-10-21,13.89891
2020-10-22,10.64981
2020-10-23,11.55234
2020-10-24,7.03971
2020-10-25,7.76173
2020-10-26,12.27436
2020-10-27,12.63537
2020-10-28,7.76173
2020-10-29,10.1083
2020-10-30,13.89891
2020-10-31,6.6787
2020-11-01,9.74729
2020-11-02,9.56678
2020-11-03,10.2888
2020-11-04,8.84476
2020-11-05,10.1083
2020-11-06,7.58122
2020-11-07,5.77617
2020-11-08,5.59566
2020-11-09,12.81588
2020-11-10,8.12274
2020-11-11,8.30324
2020-11-12,9.92779
2020-11-13,10.46931
2020-11-14,6.6787
2020-11-15,8.12274
2020-11-16,8.66425
2020-11-17,12.27436
2020-11-18,12.81588
2020-11-19,13.71841
2020-11-20,13.5379
2020-11-21,8.84476
2020-11-22,10.83032
2020-11-23,12.99638
2020-11-24,11.01083
2020-11-25,13.17689
2020-11-26,12.99638
2020-11-27,13.5379
2020-11-28,6.8592
2020-11-29,8.12274
2020-11-30,12.27436
2020-12-01,10.83032
2020-12-02,10.1083
2020-12-03,12.63537
2020-12-04,14.62093
2020-12-05,7.76173
2020-12-06,9.02527
2020-12-07,14.98194
2020-12-08,14.80144
2020-12-09,11.19133
2020-12-10,17.87003
2020-12-11,17.87003
2020-12-12,6.8592
2020-12-13,8.48375
2020-12-14,12.81588
2020-12-15,15.88447
2020-12-16,13.5379
2020-12-17,15.52346
2020-12-18,14.80144
2020-12-19,13.71841
2020-12-20,11.91335
2020-12-21,16.06498
2020-12-22,18.59205
2020-12-23,16.9675
2020-12-24,16.9675
2020-12-25,11.91335
2020-12-26,14.44043
2020-12-27,11.91335
2020-12-28,20.93862
2020-12-29,19.49458
2020-12-30,19.13357
2020-12-31,18.23104
2021-01-01,9.20577
2021-01-02,12.81588
2021-01-03,17.50902
2021-01-04,21.48014
2021-01-05,24.18772
2021-01-06,21.29963
2021-01-07,17.32851
2021-01-08,15.34296
2021-01-09,15.34296
2021-01-10,15.16245
2021-01-11,21.48014
2021-01-12,22.20216
2021-01-13,19.31407
2021-01-14,17.87003
2021-01-15,19.49458
2021-01-16,9.92779
2021-01-17,11.91335
2021-01-18,15.88447
2021-01-19,15.16245
2021-01-20,18.05054
2021-01-21,14.80144
2021-01-22,19.13357
2021-01-23,16.42599
2021-01-24,12.45487
2021-01-25,22.20216
2021-01-26,21.29963
2021-01-27,19.31407
2021-01-28,16.42599
2021-01-29,19.85559
2021-01-30,11.37184
2021-01-31,19.49458
2021-02-01,21.66064
2021-02-02,16.06498
2021-02-03,20.75812
2021-02-04,15.88447
2021-02-05,15.70397
2021-02-06,10.2888
2021-02-07,15.16245
2021-02-08,13.5379
2021-02-09,15.70397
2021-02-10,13.3574
2021-02-11,10.83032
2021-02-12,12.27436
2021-02-13,9.74729
2021-02-14,12.27436
2021-02-15,24.00722
2021-02-16,19.13357
2021-02-17,16.9675
2021-02-18,15.52346
2021-02-19,13.71841
2021-02-20,12.45487
2021-02-21,10.64981
2021-02-22,16.06498
2021-02-23,12.63537
2021-02-24,11.73285
2021-02-25,19.67509
2021-02-26,14.07942
2021-02-27,9.20577
2021-02-28,12.09386
2021-03-01,15.34296
2021-03-02,14.07942
2021-03-03,14.07942
2021-03-04,9.38628
2021-03-05,12.63537
2021-03-06,7.94223
2021-03-07,11.19133
2021-03-08,12.27436
2021-03-09,14.07942
2021-03-10,14.62093
2021-03-11,10.83032
2021-03-12,18.05054
2021-03-13,10.46931
2021-03-14,12.27436
2021-03-15,14.25992
2021-03-16,17.68953
2021-03-17,11.73285
2021-03-18,14.07942
2021-03-19,14.98194
2021-03-20,8.30324
2021-03-21,8.84476
2021-03-22,16.60649
2021-03-23,13.71841
2021-03-24,12.45487
2021-03-25,12.63537
2021-03-26,13.5379
2021-03-27,10.1083
2021-03-28,7.22021
2021-03-29,9.02527
2021-03-30,10.46931
2021-03-31,11.01083
2021-04-01,10.64981
2021-04-02,10.64981
2021-04-03,7.76173
2021-04-04,8.12274
2021-04-05,11.19133
2021-04-06,9.56678
2021-04-07,11.73285
2021-04-08,10.64981
2021-04-09,8.48375
2021-04-10,5.95667
2021-04-11,6.49819
2021-04-12,10.46931
2021-04-13,8.30324
2021-04-14,11.55234
2021-04-15,10.46931
2021-04-16,9.74729
2021-04-17,7.76173
2021-04-18,5.95667
2021-04-19,9.74729
2021-04-20,10.1083
2021-04-21,9.92779
2021-04-22,10.83032
2021-04-23,9.92779
2021-04-24,7.22021
2021-04-25,8.12274
2021-04-26,9.20577
2021-04-27,9.92779
2021-04-28,8.84476
2021-04-29,9.20577
2021-04-30,10.83032
2021-05-01,4.51263
2021-05-02,5.59566
2021-05-03,13.3574
2021-05-04,11.73285
2021-05-05,7.40072
2021-05-06,7.22021
2021-05-07,9.56678
2021-05-08,5.05415
2021-05-09,3.79061
2021-05-10,10.2888
2021-05-11,6.31768
2021-05-12,6.8592
2021-05-13,8.48375
2021-05-14,6.8592
2021-05-15,3.79061
2021-05-16,3.97111
2021-05-17,7.40072
2021-05-18,7.94223
2021-05-19,4.15162
2021-05-20,7.58122
2021-05-21,5.95667
2021-05-22,1.80505
2021-05-23,3.79061
2021-05-24,7.22021
2021-05-25,10.64981
2021-05-26,7.94223
2021-05-27,6.31768
2021-05-28,7.94223
2021-05-29,4.15162
2021-05-30,4.33212
2021-05-31,8.48375
2021-06-01,8.12274
2021-06-02,7.94223
2021-06-03,5.95667
