date,근저당설정비용
2023-05-27,19.17293
2023-05-28,11.65413
2023-05-29,26.31578
2023-05-30,55.26315
2023-05-31,65.41353
2023-06-01,53.00751
2023-06-02,45.11278
2023-06-03,21.05263
2023-06-04,19.17293
2023-06-05,43.98496
2023-06-06,26.69172
2023-06-07,51.12781
2023-06-08,52.63157
2023-06-09,57.14285
2023-06-10,20.67669
2023-06-11,18.79699
2023-06-12,53.00751
2023-06-13,55.63909
2023-06-14,47.74436
2023-06-15,42.4812
2023-06-16,49.62406
2023-06-17,17.66917
2023-06-18,14.66165
2023-06-19,62.03007
2023-06-20,45.86466
2023-06-21,51.12781
2023-06-22,52.25563
2023-06-23,38.34586
2023-06-24,16.16541
2023-06-25,15.78947
2023-06-26,42.4812
2023-06-27,59.02255
2023-06-28,49.24812
2023-06-29,46.61654
2023-06-30,45.86466
2023-07-01,17.29323
2023-07-02,24.06015
2023-07-03,44.73684
2023-07-04,56.01503
2023-07-05,57.14285
2023-07-06,49.62406
2023-07-07,38.7218
2023-07-08,23.68421
2023-07-09,23.68421
2023-07-10,59.02255
2023-07-11,51.50375
2023-07-12,52.25563
2023-07-13,50.37593
2023-07-14,45.11278
2023-07-15,19.92481
2023-07-16,17.29323
2023-07-17,50.75187
2023-07-18,46.61654
2023-07-19,52.63157
2023-07-20,48.87218
2023-07-21,38.34586
2023-07-22,16.16541
2023-07-23,21.80451
2023-07-24,51.12781
2023-07-25,53.00751
2023-07-26,53.00751
2023-07-27,46.2406
2023-07-28,46.61654
2023-07-29,19.92481
2023-07-30,13.90977
2023-07-31,50.37593
2023-08-01,41.72932
2023-08-02,46.2406
2023-08-03,43.23308
2023-08-04,36.46616
2023-08-05,22.93233
2023-08-06,13.15789
2023-08-07,45.86466
2023-08-08,45.48872
2023-08-09,54.88721
2023-08-10,49.62406
2023-08-11,43.23308
2023-08-12,15.78947
2023-08-13,20.67669
2023-08-14,41.72932
2023-08-15,22.18045
2023-08-16,46.2406
2023-08-17,58.27067
2023-08-18,36.8421
2023-08-19,18.42105
2023-08-20,13.53383
2023-08-21,62.40601
2023-08-22,51.50375
2023-08-23,51.12781
2023-08-24,48.49624
2023-08-25,46.61654
2023-08-26,25.18796
2023-08-27,21.80451
2023-08-28,45.86466
2023-08-29,57.14285
2023-08-30,57.51879
2023-08-31,54.88721
2023-09-01,47.74436
2023-09-02,24.06015
2023-09-03,23.30827
2023-09-04,54.51127
2023-09-05,51.50375
2023-09-06,57.51879
2023-09-07,50.37593
2023-09-08,54.13533
2023-09-09,22.18045
2023-09-10,17.29323
2023-09-11,52.25563
2023-09-12,52.25563
2023-09-13,53.75939
2023-09-14,45.48872
2023-09-15,44.3609
2023-09-16,27.81954
2023-09-17,22.18045
2023-09-18,53.38345
2023-09-19,59.77443
2023-09-20,50.75187
2023-09-21,57.14285
2023-09-22,53.38345
2023-09-23,38.7218
2023-09-24,21.05263
2023-09-25,47.74436
2023-09-26,46.99248
2023-09-27,37.96992
2023-09-28,21.42857
2023-09-29,13.15789
2023-09-30,17.66917
2023-10-01,16.16541
2023-10-02,16.16541
2023-10-03,21.05263
2023-10-04,62.03007
2023-10-05,41.35338
2023-10-06,47.36842
2023-10-07,18.42105
2023-10-08,27.81954
2023-10-09,18.79699
2023-10-10,53.38345
2023-10-11,52.63157
2023-10-12,61.27819
2023-10-13,49.24812
2023-10-14,24.06015
2023-10-15,19.17293
2023-10-16,59.02255
2023-10-17,59.77443
2023-10-18,57.14285
2023-10-19,58.64661
2023-10-20,49.62406
2023-10-21,17.29323
2023-10-22,16.91729
2023-10-23,46.99248
2023-10-24,52.25563
2023-10-25,50.75187
2023-10-26,57.89473
2023-10-27,55.26315
2023-10-28,16.91729
2023-10-29,19.17293
2023-10-30,70.30075
2023-10-31,53.38345
2023-11-01,42.10526
2023-11-02,47.74436
2023-11-03,48.49624
2023-11-04,16.16541
2023-11-05,21.42857
2023-11-06,50.37593
2023-11-07,55.63909
2023-11-08,44.3609
2023-11-09,36.8421
2023-11-10,37.96992
2023-11-11,19.17293
2023-11-12,21.42857
2023-11-13,50.0
2023-11-14,43.60902
2023-11-15,52.63157
2023-11-16,54.88721
2023-11-17,42.4812
2023-11-18,20.67669
2023-11-19,19.17293
2023-11-20,46.61654
2023-11-21,56.76691
2023-11-22,48.49624
2023-11-23,40.6015
2023-11-24,50.75187
2023-11-25,22.18045
2023-11-26,23.30827
2023-11-27,52.63157
2023-11-28,48.87218
2023-11-29,54.51127
2023-11-30,54.88721
2023-12-01,42.85714
2023-12-02,21.80451
2023-12-03,14.28571
2023-12-04,53.75939
2023-12-05,53.75939
2023-12-06,57.89473
2023-12-07,52.63157
2023-12-08,43.23308
2023-12-09,19.92481
2023-12-10,16.54135
2023-12-11,59.39849
2023-12-12,53.00751
2023-12-13,59.77443
2023-12-14,54.13533
2023-12-15,44.73684
2023-12-16,26.31578
2023-12-17,15.78947
2023-12-18,57.89473
2023-12-19,50.37593
2023-12-20,41.72932
2023-12-21,31.95488
2023-12-22,40.97744
2023-12-23,12.78195
2023-12-24,13.90977
2023-12-25,23.68421
2023-12-26,64.66165
2023-12-27,48.1203
2023-12-28,43.98496
2023-12-29,35.33834
2023-12-30,17.29323
2023-12-31,11.65413
2024-01-01,17.29323
2024-01-02,53.38345
2024-01-03,55.26315
2024-01-04,50.75187
2024-01-05,56.01503
2024-01-06,24.43609
2024-01-07,21.05263
2024-01-08,43.60902
2024-01-09,50.75187
2024-01-10,56.39097
2024-01-11,63.15789
2024-01-12,60.52631
2024-01-13,29.3233
2024-01-14,23.30827
2024-01-15,61.27819
2024-01-16,58.64661
2024-01-17,59.77443
2024-01-18,45.86466
2024-01-19,47.74436
2024-01-20,26.31578
2024-01-21,21.80451
2024-01-22,59.77443
2024-01-23,53.38345
2024-01-24,62.40601
2024-01-25,51.50375
2024-01-26,40.22556
2024-01-27,28.19548
2024-01-28,31.203
2024-01-29,63.15789
2024-01-30,63.15789
2024-01-31,64.66165
2024-02-01,45.86466
2024-02-02,48.87218
2024-02-03,29.69924
2024-02-04,19.92481
2024-02-05,50.0
2024-02-06,51.50375
2024-02-07,48.87218
2024-02-08,39.09774
2024-02-09,13.53383
2024-02-10,13.53383
2024-02-11,9.77443
2024-02-12,22.55639
2024-02-13,64.28571
2024-02-14,57.14285
2024-02-15,62.78195
2024-02-16,56.76691
2024-02-17,25.5639
2024-02-18,24.43609
2024-02-19,58.27067
2024-02-20,63.90977
2024-02-21,57.51879
2024-02-22,64.66165
2024-02-23,43.60902
2024-02-24,25.5639
2024-02-25,25.93984
2024-02-26,61.65413
2024-02-27,63.53383
2024-02-28,55.26315
2024-02-29,54.51127
2024-03-01,24.43609
2024-03-02,24.06015
2024-03-03,22.55639
2024-03-04,57.51879
2024-03-05,65.41353
2024-03-06,59.02255
2024-03-07,49.24812
2024-03-08,44.3609
2024-03-09,28.19548
2024-03-10,17.66917
2024-03-11,48.87218
2024-03-12,55.26315
2024-03-13,55.63909
2024-03-14,63.90977
2024-03-15,43.60902
2024-03-16,21.05263
2024-03-17,24.43609
2024-03-18,61.27819
2024-03-19,52.25563
2024-03-20,56.01503
