date,암보험비갱신형
2022-02-08,40.59869
2022-02-09,38.07296
2022-02-10,31.61833
2022-02-11,34.79887
2022-02-12,18.1478
2022-02-13,18.61552
2022-02-14,33.58278
2022-02-15,30.77642
2022-02-16,27.87652
2022-02-17,31.52478
2022-02-18,24.78952
2022-02-19,23.85406
2022-02-20,19.27034
2022-02-21,38.3536
2022-02-22,36.20205
2022-02-23,39.10196
2022-02-24,40.50514
2022-02-25,27.97006
2022-02-26,22.54443
2022-02-27,21.23479
2022-02-28,24.78952
2022-03-01,18.89616
2022-03-02,23.66697
2022-03-03,27.12815
2022-03-04,30.02806
2022-03-05,17.1188
2022-03-06,18.52198
2022-03-07,28.81197
2022-03-08,30.02806
2022-03-09,15.43498
2022-03-10,27.87652
2022-03-11,27.68942
2022-03-12,15.80916
2022-03-13,18.61552
2022-03-14,35.07951
2022-03-15,30.77642
2022-03-16,33.48924
2022-03-17,30.68288
2022-03-18,30.21515
2022-03-19,20.39289
2022-03-20,19.55098
2022-03-21,35.82787
2022-03-22,35.73433
2022-03-23,42.37605
2022-03-24,39.75678
2022-03-25,31.71188
2022-03-26,24.04115
2022-03-27,19.08325
2022-03-28,38.82132
2022-03-29,44.05986
2022-03-30,44.71468
2022-03-31,40.03741
2022-04-01,22.17025
2022-04-02,14.78016
2022-04-03,15.34144
2022-04-04,26.75397
2022-04-05,33.39569
2022-04-06,30.96351
2022-04-07,32.27315
2022-04-08,27.87652
2022-04-09,13.93826
2022-04-10,16.93171
2022-04-11,27.78297
2022-04-12,27.03461
2022-04-13,32.1796
2022-04-14,28.62488
2022-04-15,24.32179
2022-04-16,14.49953
2022-04-17,13.28344
2022-04-18,27.50233
2022-04-19,31.1506
2022-04-20,31.24415
2022-04-21,29.84097
2022-04-22,29.74742
2022-04-23,19.92516
2022-04-24,16.83816
2022-04-25,27.03461
2022-04-26,30.30869
2022-04-27,30.58933
2022-04-28,27.40879
2022-04-29,26.28624
2022-04-30,13.0028
2022-05-01,15.43498
2022-05-02,23.47988
2022-05-03,23.94761
2022-05-04,21.88961
2022-05-05,16.55753
2022-05-06,21.51543
2022-05-07,11.9738
2022-05-08,12.62862
2022-05-09,24.78952
2022-05-10,30.02806
2022-05-11,29.18615
2022-05-12,28.90551
2022-05-13,26.37979
2022-05-14,16.74462
2022-05-15,14.68662
2022-05-16,26.1927
2022-05-17,27.31524
2022-05-18,28.62488
2022-05-19,28.81197
2022-05-20,25.91206
2022-05-21,16.0898
2022-05-22,16.46398
2022-05-23,29.74742
2022-05-24,32.55378
2022-05-25,27.87652
2022-05-26,30.40224
2022-05-27,25.35079
2022-05-28,14.12535
2022-05-29,13.84471
2022-05-30,31.1506
2022-05-31,24.60243
2022-06-01,14.21889
2022-06-02,24.04115
2022-06-03,26.56688
2022-06-04,15.0608
2022-06-05,13.28344
2022-06-06,13.65762
2022-06-07,25.81852
2022-06-08,25.72497
2022-06-09,28.71842
2022-06-10,27.2217
2022-06-11,15.71562
2022-06-12,14.78016
2022-06-13,25.72497
2022-06-14,30.21515
2022-06-15,29.65388
2022-06-16,26.84752
2022-06-17,24.78952
2022-06-18,14.21889
2022-06-19,14.0318
2022-06-20,26.84752
2022-06-21,28.81197
2022-06-22,32.27315
2022-06-23,22.35734
2022-06-24,27.50233
2022-06-25,14.78016
2022-06-26,13.56407
2022-06-27,28.2507
2022-06-28,29.18615
2022-06-29,27.31524
2022-06-30,25.72497
2022-07-01,20.86061
2022-07-02,11.9738
2022-07-03,12.25444
2022-07-04,20.57998
2022-07-05,27.59588
2022-07-06,25.53788
2022-07-07,26.94106
2022-07-08,25.72497
2022-07-09,12.53507
2022-07-10,11.13189
2022-07-11,30.1216
2022-07-12,27.03461
2022-07-13,31.33769
2022-07-14,36.2956
2022-07-15,26.00561
2022-07-16,14.49953
2022-07-17,10.00935
2022-07-18,25.1637
2022-07-19,28.34424
2022-07-20,27.87652
2022-07-21,29.74742
2022-07-22,26.1927
2022-07-23,15.71562
2022-07-24,14.59307
2022-07-25,30.49579
2022-07-26,35.07951
2022-07-27,39.28905
2022-07-28,41.81478
2022-07-29,38.72778
2022-07-30,18.70907
2022-07-31,16.37043
2022-08-01,24.69597
2022-08-02,28.43779
2022-08-03,30.1216
2022-08-04,26.84752
2022-08-05,28.34424
2022-08-06,19.36389
2022-08-07,16.93171
2022-08-08,33.58278
2022-08-09,27.2217
2022-08-10,30.30869
2022-08-11,31.33769
2022-08-12,23.85406
2022-08-13,14.21889
2022-08-14,10.66417
2022-08-15,14.87371
2022-08-16,31.71188
2022-08-17,34.61178
2022-08-18,29.84097
2022-08-19,25.44434
2022-08-20,16.93171
2022-08-21,16.74462
2022-08-22,29.46679
2022-08-23,32.55378
2022-08-24,33.67633
2022-08-25,32.08606
2022-08-26,32.1796
2022-08-27,18.42843
2022-08-28,16.65107
2022-08-29,33.67633
2022-08-30,40.31805
2022-08-31,38.91487
2022-09-01,25.53788
2022-09-02,22.73152
2022-09-03,13.09635
2022-09-04,15.52853
2022-09-05,23.66697
2022-09-06,21.88961
2022-09-07,24.22825
2022-09-08,20.11225
2022-09-09,8.98035
2022-09-10,7.95135
2022-09-11,13.0028
2022-09-12,16.27689
2022-09-13,28.15715
2022-09-14,33.67633
2022-09-15,32.08606
2022-09-16,30.58933
2022-09-17,17.77362
2022-09-18,17.96071
2022-09-19,36.10851
2022-09-20,35.82787
2022-09-21,32.55378
2022-09-22,30.58933
2022-09-23,27.78297
2022-09-24,15.52853
2022-09-25,15.62207
2022-09-26,35.2666
2022-09-27,32.46024
2022-09-28,37.97942
2022-09-29,45.3695
2022-09-30,36.85687
2022-10-01,14.0318
2022-10-02,12.44153
2022-10-03,13.75116
2022-10-04,31.05706
2022-10-05,24.88306
2022-10-06,27.59588
2022-10-07,23.29279
2022-10-08,10.75771
2022-10-09,11.78671
2022-10-10,13.75116
2022-10-11,27.78297
2022-10-12,25.1637
2022-10-13,26.09915
2022-10-14,20.67352
2022-10-15,13.75116
2022-10-16,15.62207
2022-10-17,29.0926
2022-10-18,30.1216
2022-10-19,30.40224
2022-10-20,31.99251
2022-10-21,26.47333
2022-10-22,16.83816
2022-10-23,17.77362
2022-10-24,35.82787
2022-10-25,37.79232
2022-10-26,34.70533
2022-10-27,36.48269
2022-10-28,32.36669
2022-10-29,18.80261
2022-10-30,17.86716
2022-10-31,31.24415
2022-11-01,30.40224
2022-11-02,33.58278
2022-11-03,28.71842
2022-11-04,26.1927
2022-11-05,13.84471
2022-11-06,17.49298
2022-11-07,31.61833
2022-11-08,32.27315
2022-11-09,37.04396
2022-11-10,34.79887
2022-11-11,32.64733
2022-11-12,18.98971
2022-11-13,18.98971
2022-11-14,30.21515
2022-11-15,38.26005
2022-11-16,34.79887
2022-11-17,32.55378
2022-11-18,29.2797
2022-11-19,15.80916
2022-11-20,15.99625
2022-11-21,36.20205
2022-11-22,31.61833
2022-11-23,34.05051
2022-11-24,31.99251
2022-11-25,28.99906
2022-11-26,18.33489
2022-11-27,20.11225
2022-11-28,33.48924
2022-11-29,31.05706
2022-11-30,25.81852
2022-12-01,24.97661
2022-12-02,21.98316
2022-12-03,9.26099
2022-12-04,20.76707
2022-12-05,29.65388
2022-12-06,30.02806
2022-12-07,32.83442
2022-12-08,34.2376
2022-12-09,33.67633
2022-12-10,16.83816
2022-12-11,20.11225
2022-12-12,35.45369
2022-12-13,38.16651
2022-12-14,44.15341
2022-12-15,28.15715
2022-12-16,30.21515
2022-12-17,15.90271
2022-12-18,22.0767
2022-12-19,36.38914
2022-12-20,38.72778
2022-12-21,34.89242
2022-12-22,36.48269
2022-12-23,30.96351
2022-12-24,19.64452
2022-12-25,20.29934
2022-12-26,41.44059
2022-12-27,39.28905
2022-12-28,46.3985
2022-12-29,41.2535
2022-12-30,34.42469
2022-12-31,17.02525
2023-01-01,19.45743
2023-01-02,37.88587
2023-01-03,39.00841
2023-01-04,34.05051
2023-01-05,32.83442
2023-01-06,31.05706
2023-01-07,20.67352
2023-01-08,18.52198
2023-01-09,33.76987
2023-01-10,41.44059
2023-01-11,40.13096
2023-01-12,37.41814
2023-01-13,28.71842
2023-01-14,18.24134
2023-01-15,20.20579
2023-01-16,36.10851
2023-01-17,34.89242
2023-01-18,34.89242
2023-01-19,30.68288
2023-01-20,29.74742
2023-01-21,17.30589
2023-01-22,15.99625
2023-01-23,23.38634
2023-01-24,26.00561
2023-01-25,44.43405
2023-01-26,49.01777
2023-01-27,42.2825
2023-01-28,28.81197
2023-01-29,25.81852
2023-01-30,46.30495
2023-01-31,40.87932
2023-02-01,40.2245
2023-02-02,37.13751
2023-02-03,32.83442
2023-02-04,22.26379
2023-02-05,26.00561
2023-02-06,36.66978
2023-02-07,37.23105
2023-02-08,42.93732
2023-02-09,47.61459
2023-02-10,41.53414
2023-02-11,22.63797
2023-02-12,24.1347
2023-02-13,40.03741
2023-02-14,37.41814
2023-02-15,40.50514
2023-02-16,41.2535
2023-02-17,31.43124
2023-02-18,21.32834
2023-02-19,22.45088
2023-02-20,38.3536
2023-02-21,40.50514
2023-02-22,49.57904
2023-02-23,37.97942
2023-02-24,30.1216
2023-02-25,20.67352
2023-02-26,21.79607
2023-02-27,43.87277
2023-02-28,36.66978
2023-03-01,26.1927
2023-03-02,37.23105
2023-03-03,28.99906
2023-03-04,17.49298
2023-03-05,19.45743
2023-03-06,27.97006
2023-03-07,33.48924
2023-03-08,38.82132
2023-03-09,37.51169
2023-03-10,34.42469
2023-03-11,13.93826
2023-03-12,18.98971
2023-03-13,36.20205
2023-03-14,43.87277
2023-03-15,41.44059
2023-03-16,36.2956
2023-03-17,32.27315
2023-03-18,20.39289
2023-03-19,20.76707
2023-03-20,45.08886
2023-03-21,41.90832
2023-03-22,38.54069
2023-03-23,43.68568
2023-03-24,32.08606
2023-03-25,21.32834
2023-03-26,23.38634
2023-03-27,39.56969
2023-03-28,43.12441
2023-03-29,40.13096
2023-03-30,41.81478
2023-03-31,33.48924
2023-04-01,15.71562
2023-04-02,19.27034
2023-04-03,29.56033
2023-04-04,29.0926
2023-04-05,38.91487
2023-04-06,35.2666
2023-04-07,26.09915
2023-04-08,14.96725
2023-04-09,14.12535
2023-04-10,34.2376
2023-04-11,40.69223
2023-04-12,40.50514
2023-04-13,41.06641
2023-04-14,29.93451
2023-04-15,21.88961
2023-04-16,18.70907
2023-04-17,31.43124
2023-04-18,39.1955
2023-04-19,31.1506
2023-04-20,39.75678
2023-04-21,29.84097
2023-04-22,20.20579
2023-04-23,20.0187
2023-04-24,35.36014
2023-04-25,38.26005
2023-04-26,34.05051
2023-04-27,30.02806
2023-04-28,26.37979
2023-04-29,17.68007
2023-04-30,13.0028
2023-05-01,24.1347
2023-05-02,35.07951
2023-05-03,32.55378
2023-05-04,30.58933
2023-05-05,18.70907
2023-05-06,16.65107
2023-05-07,20.95416
2023-05-08,35.92142
2023-05-09,37.41814
2023-05-10,49.67259
2023-05-11,50.14031
2023-05-12,45.83723
2023-05-13,32.83442
2023-05-14,38.26005
2023-05-15,45.27595
2023-05-16,49.67259
2023-05-17,44.90177
2023-05-18,48.92422
2023-05-19,45.3695
2023-05-20,32.1796
2023-05-21,31.24415
2023-05-22,50.14031
2023-05-23,43.49859
2023-05-24,56.96913
2023-05-25,53.04022
2023-05-26,55.65949
2023-05-27,43.96632
