date,암보험비갱신형
2020-03-20,76.89429
2020-03-21,43.03086
2020-03-22,39.28905
2020-03-23,78.48456
2020-03-24,87.37137
2020-03-25,95.41627
2020-03-26,95.13564
2020-03-27,83.81665
2020-03-28,47.61459
2020-03-29,43.21796
2020-03-30,100.0
2020-03-31,91.48737
2020-04-01,56.40785
2020-04-02,65.48175
2020-04-03,52.47895
2020-04-04,25.35079
2020-04-05,28.90551
2020-04-06,57.71749
2020-04-07,58.09167
2020-04-08,60.05612
2020-04-09,62.67539
2020-04-10,57.34331
2020-04-11,32.46024
2020-04-12,29.74742
2020-04-13,61.36576
2020-04-14,59.68194
2020-04-15,41.34705
2020-04-16,65.20112
2020-04-17,65.29466
2020-04-18,36.2956
2020-04-19,33.86342
2020-04-20,68.56875
2020-04-21,70.43966
2020-04-22,70.25257
2020-04-23,66.23012
2020-04-24,52.75958
2020-04-25,39.28905
2020-04-26,35.17305
2020-04-27,73.71375
2020-04-28,70.43966
2020-04-29,50.3274
2020-04-30,34.2376
2020-05-01,33.39569
2020-05-02,23.38634
2020-05-03,27.31524
2020-05-04,53.32086
2020-05-05,39.75678
2020-05-06,55.00467
2020-05-07,52.94667
2020-05-08,45.65014
2020-05-09,40.87932
2020-05-10,27.68942
2020-05-11,62.30121
2020-05-12,59.96258
2020-05-13,66.97848
2020-05-14,58.27876
2020-05-15,59.68194
2020-05-16,39.1955
2020-05-17,32.92797
2020-05-18,69.6913
2020-05-19,73.24602
2020-05-20,65.5753
2020-05-21,63.5173
2020-05-22,62.58185
2020-05-23,30.86997
2020-05-24,33.48924
2020-05-25,74.55565
2020-05-26,68.75584
2020-05-27,68.84939
2020-05-28,61.83348
2020-05-29,48.36295
2020-05-30,36.57623
2020-05-31,33.95696
2020-06-01,55.94013
2020-06-02,55.84658
2020-06-03,60.99158
2020-06-04,56.59494
2020-06-05,50.60804
2020-06-06,32.08606
2020-06-07,23.47988
2020-06-08,56.59494
2020-06-09,54.06922
2020-06-10,64.17212
2020-06-11,61.17867
2020-06-12,50.14031
2020-06-13,30.1216
2020-06-14,29.74742
2020-06-15,59.4013
2020-06-16,57.81103
2020-06-17,57.90458
2020-06-18,58.09167
2020-06-19,55.19176
2020-06-20,29.2797
2020-06-21,32.36669
2020-06-22,62.95603
2020-06-23,65.29466
2020-06-24,61.92703
2020-06-25,62.39476
2020-06-26,48.4565
2020-06-27,33.76987
2020-06-28,27.68942
2020-06-29,65.38821
2020-06-30,71.65575
2020-07-01,60.52385
2020-07-02,63.98503
2020-07-03,56.96913
2020-07-04,32.64733
2020-07-05,30.86997
2020-07-06,61.64639
2020-07-07,68.38166
2020-07-08,69.03648
2020-07-09,67.6333
2020-07-10,53.22731
2020-07-11,34.42469
2020-07-12,29.56033
2020-07-13,69.6913
2020-07-14,67.25912
2020-07-15,69.87839
2020-07-16,67.07202
2020-07-17,56.31431
2020-07-18,31.33769
2020-07-19,30.21515
2020-07-20,69.03648
2020-07-21,67.82039
2020-07-22,77.36202
2020-07-23,71.84284
2020-07-24,60.4303
2020-07-25,37.13751
2020-07-26,32.1796
2020-07-27,79.04583
2020-07-28,76.7072
2020-07-29,66.04303
2020-07-30,67.07202
2020-07-31,53.13376
2020-08-01,29.84097
2020-08-02,27.87652
2020-08-03,56.59494
2020-08-04,61.83348
2020-08-05,65.29466
2020-08-06,61.83348
2020-08-07,62.4883
2020-08-08,34.42469
2020-08-09,32.64733
2020-08-10,76.42656
2020-08-11,65.01403
2020-08-12,73.71375
2020-08-13,63.23666
2020-08-14,59.86903
2020-08-15,32.36669
2020-08-16,26.75397
2020-08-17,48.36295
2020-08-18,61.73994
2020-08-19,65.29466
2020-08-20,59.86903
2020-08-21,66.23012
2020-08-22,42.84377
2020-08-23,35.54724
2020-08-24,72.12347
2020-08-25,73.6202
2020-08-26,77.64265
2020-08-27,78.29747
2020-08-28,68.38166
2020-08-29,46.11786
2020-08-30,43.40505
2020-08-31,73.05893
2020-09-01,76.61365
2020-09-02,73.05893
2020-09-03,68.84939
2020-09-04,63.98503
2020-09-05,38.63423
2020-09-06,32.74087
2020-09-07,64.92048
2020-09-08,73.33956
2020-09-09,83.06828
2020-09-10,73.15247
2020-09-11,65.20112
2020-09-12,42.75023
2020-09-13,35.92142
2020-09-14,70.81384
2020-09-15,68.47521
2020-09-16,75.58465
2020-09-17,71.46866
2020-09-18,64.82694
2020-09-19,39.94387
2020-09-20,34.98596
2020-09-21,63.04957
2020-09-22,63.89148
2020-09-23,66.51075
2020-09-24,59.12067
2020-09-25,57.24976
2020-09-26,36.57623
2020-09-27,35.54724
2020-09-28,62.20767
2020-09-29,51.54349
2020-09-30,19.08325
2020-10-01,25.72497
2020-10-02,30.96351
2020-10-03,30.77642
2020-10-04,36.95042
2020-10-05,67.44621
2020-10-06,72.96538
2020-10-07,84.09728
2020-10-08,58.09167
2020-10-09,40.69223
2020-10-10,39.66323
2020-10-11,37.97942
2020-10-12,64.35921
2020-10-13,76.33302
2020-10-14,76.14593
2020-10-15,73.24602
2020-10-16,68.75584
2020-10-17,38.82132
2020-10-18,34.14405
2020-10-19,79.13938
2020-10-20,87.55846
2020-10-21,71.37511
2020-10-22,70.25257
2020-10-23,55.75304
2020-10-24,34.51824
2020-10-25,37.3246
2020-10-26,67.44621
2020-10-27,72.40411
2020-10-28,70.72029
2020-10-29,66.41721
2020-10-30,60.4303
2020-10-31,25.25724
2020-11-01,34.51824
2020-11-02,55.19176
2020-11-03,60.52385
2020-11-04,63.33021
2020-11-05,56.5014
2020-11-06,50.42095
2020-11-07,27.87652
2020-11-08,27.12815
2020-11-09,54.4434
2020-11-10,63.61085
2020-11-11,54.91113
2020-11-12,65.48175
2020-11-13,51.91768
2020-11-14,28.71842
2020-11-15,28.15715
2020-11-16,60.89803
2020-11-17,65.66884
2020-11-18,60.24321
2020-11-19,62.11412
2020-11-20,53.32086
2020-11-21,25.81852
2020-11-22,27.59588
2020-11-23,51.16931
2020-11-24,59.30776
2020-11-25,59.86903
2020-11-26,60.71094
2020-11-27,51.91768
2020-11-28,34.2376
2020-11-29,32.08606
2020-11-30,57.99812
2020-12-01,65.20112
2020-12-02,62.86248
2020-12-03,63.14312
2020-12-04,58.27876
2020-12-05,33.30215
2020-12-06,28.90551
2020-12-07,67.82039
2020-12-08,74.74275
2020-12-09,84.7521
2020-12-10,77.17492
2020-12-11,75.11693
2020-12-12,39.10196
2020-12-13,43.49859
2020-12-14,76.80074
2020-12-15,83.53601
2020-12-16,74.27502
2020-12-17,80.07483
2020-12-18,63.79794
2020-12-19,44.62114
2020-12-20,38.44714
2020-12-21,68.38166
2020-12-22,72.40411
2020-12-23,79.42001
2020-12-24,72.31057
2020-12-25,35.54724
2020-12-26,35.82787
2020-12-27,45.27595
2020-12-28,83.53601
2020-12-29,92.32927
2020-12-30,88.58746
2020-12-31,70.62675
2021-01-01,27.2217
2021-01-02,30.86997
2021-01-03,31.99251
2021-01-04,55.65949
2021-01-05,68.28811
2021-01-06,61.36576
2021-01-07,56.78203
2021-01-08,54.53695
2021-01-09,31.05706
2021-01-10,32.64733
2021-01-11,52.75958
2021-01-12,63.33021
2021-01-13,60.14967
2021-01-14,61.55285
2021-01-15,57.62394
2021-01-16,30.40224
2021-01-17,40.78578
2021-01-18,59.4013
2021-01-19,58.84003
2021-01-20,72.02993
2021-01-21,64.17212
2021-01-22,60.33676
2021-01-23,35.17305
2021-01-24,36.2956
2021-01-25,63.70439
2021-01-26,65.76239
2021-01-27,59.96258
2021-01-28,62.4883
2021-01-29,46.02432
2021-01-30,26.1927
2021-01-31,30.02806
2021-02-01,55.75304
2021-02-02,61.73994
2021-02-03,50.60804
2021-02-04,51.54349
2021-02-05,48.83068
2021-02-06,33.11506
2021-02-07,31.99251
2021-02-08,48.08231
2021-02-09,46.21141
2021-02-10,41.15996
2021-02-11,24.78952
2021-02-12,23.29279
2021-02-13,21.98316
2021-02-14,30.77642
2021-02-15,57.99812
2021-02-16,64.17212
2021-02-17,56.5014
2021-02-18,59.5884
2021-02-19,48.83068
2021-02-20,31.71188
2021-02-21,26.66043
2021-02-22,52.94667
2021-02-23,59.5884
2021-02-24,60.71094
2021-02-25,56.68849
2021-02-26,47.05332
2021-02-27,30.68288
2021-02-28,28.53133
2021-03-01,29.65388
2021-03-02,48.73713
2021-03-03,47.61459
2021-03-04,48.4565
2021-03-05,43.21796
2021-03-06,26.75397
2021-03-07,28.62488
2021-03-08,50.42095
2021-03-09,52.01122
2021-03-10,55.65949
2021-03-11,50.3274
2021-03-12,44.15341
2021-03-13,24.1347
2021-03-14,23.01216
2021-03-15,55.28531
2021-03-16,53.50795
2021-03-17,59.12067
2021-03-18,52.57249
2021-03-19,48.92422
2021-03-20,29.65388
2021-03-21,26.56688
2021-03-22,54.63049
2021-03-23,56.22076
2021-03-24,51.54349
2021-03-25,59.4013
2021-03-26,43.68568
2021-03-27,24.04115
2021-03-28,30.30869
2021-03-29,55.28531
2021-03-30,61.08512
2021-03-31,57.34331
2021-04-01,45.27595
2021-04-02,35.64078
2021-04-03,26.09915
2021-04-04,21.79607
2021-04-05,36.85687
2021-04-06,43.96632
2021-04-07,40.50514
2021-04-08,52.94667
2021-04-09,37.79232
2021-04-10,18.1478
2021-04-11,22.91861
2021-04-12,42.18896
2021-04-13,51.44995
2021-04-14,45.08886
2021-04-15,46.3985
2021-04-16,45.46304
2021-04-17,26.75397
2021-04-18,26.75397
2021-04-19,45.3695
2021-04-20,50.60804
2021-04-21,52.57249
2021-04-22,44.05986
2021-04-23,37.13751
2021-04-24,15.99625
2021-04-25,24.04115
2021-04-26,40.50514
2021-04-27,48.55004
2021-04-28,52.57249
2021-04-29,41.06641
2021-04-30,37.04396
2021-05-01,24.69597
2021-05-02,20.48643
2021-05-03,41.44059
2021-05-04,43.77923
2021-05-05,27.31524
2021-05-06,43.03086
2021-05-07,40.13096
2021-05-08,22.26379
2021-05-09,23.29279
2021-05-10,47.98877
2021-05-11,45.08886
2021-05-12,42.00187
2021-05-13,41.15996
2021-05-14,39.1955
2021-05-15,23.47988
2021-05-16,26.66043
2021-05-17,43.03086
2021-05-18,42.75023
2021-05-19,26.66043
2021-05-20,44.90177
2021-05-21,41.15996
2021-05-22,22.17025
2021-05-23,25.72497
2021-05-24,48.83068
2021-05-25,55.56594
2021-05-26,57.5304
2021-05-27,48.55004
2021-05-28,41.34705
2021-05-29,22.91861
2021-05-30,25.35079
2021-05-31,50.42095
2021-06-01,43.3115
2021-06-02,45.27595
2021-06-03,45.65014
2021-06-04,31.71188
2021-06-05,20.39289
2021-06-06,17.49298
2021-06-07,43.77923
2021-06-08,47.98877
2021-06-09,49.57904
2021-06-10,47.24041
2021-06-11,41.90832
2021-06-12,21.42188
2021-06-13,23.47988
2021-06-14,44.99532
2021-06-15,52.85313
2021-06-16,53.4144
2021-06-17,48.92422
2021-06-18,42.09541
2021-06-19,22.63797
2021-06-20,21.51543
2021-06-21,51.54349
2021-06-22,50.42095
2021-06-23,55.37885
2021-06-24,52.75958
2021-06-25,54.81758
2021-06-26,25.72497
2021-06-27,25.53788
2021-06-28,58.37231
2021-06-29,55.4724
2021-06-30,59.02712
2021-07-01,42.46959
2021-07-02,30.96351
2021-07-03,18.1478
2021-07-04,24.22825
2021-07-05,34.98596
2021-07-06,43.03086
2021-07-07,43.03086
2021-07-08,45.74368
2021-07-09,42.56314
2021-07-10,22.0767
2021-07-11,17.58652
2021-07-12,40.31805
2021-07-13,40.31805
2021-07-14,44.52759
2021-07-15,42.37605
2021-07-16,40.2245
2021-07-17,17.86716
2021-07-18,20.0187
2021-07-19,38.54069
2021-07-20,44.71468
2021-07-21,44.15341
2021-07-22,45.46304
2021-07-23,36.48269
2021-07-24,20.67352
2021-07-25,18.80261
2021-07-26,39.1955
2021-07-27,42.56314
2021-07-28,31.52478
2021-07-29,38.82132
2021-07-30,27.31524
2021-07-31,14.78016
2021-08-01,14.96725
2021-08-02,30.96351
2021-08-03,31.24415
2021-08-04,35.45369
2021-08-05,34.33115
2021-08-06,29.2797
2021-08-07,17.49298
2021-08-08,15.24789
2021-08-09,33.67633
2021-08-10,42.93732
2021-08-11,39.10196
2021-08-12,36.66978
2021-08-13,37.69878
2021-08-14,19.45743
2021-08-15,20.29934
2021-08-16,20.29934
2021-08-17,34.98596
2021-08-18,37.23105
2021-08-19,37.79232
2021-08-20,33.2086
2021-08-21,24.41534
2021-08-22,19.83161
2021-08-23,49.57904
2021-08-24,41.72123
2021-08-25,40.59869
2021-08-26,40.03741
2021-08-27,34.89242
2021-08-28,23.1057
2021-08-29,21.88961
2021-08-30,37.41814
2021-08-31,36.57623
2021-09-01,36.20205
2021-09-02,33.76987
2021-09-03,29.56033
2021-09-04,20.20579
2021-09-05,15.34144
2021-09-06,33.48924
2021-09-07,33.48924
2021-09-08,33.11506
2021-09-09,35.54724
2021-09-10,33.39569
2021-09-11,17.68007
2021-09-12,18.98971
2021-09-13,32.83442
2021-09-14,28.99906
2021-09-15,29.65388
2021-09-16,28.06361
2021-09-17,25.25724
2021-09-18,12.16089
2021-09-19,11.13189
2021-09-20,13.47053
2021-09-21,13.18989
2021-09-22,17.49298
2021-09-23,34.33115
2021-09-24,37.51169
2021-09-25,21.98316
2021-09-26,26.28624
2021-09-27,40.59869
2021-09-28,40.03741
2021-09-29,33.02151
2021-09-30,33.48924
2021-10-01,27.03461
2021-10-02,13.84471
2021-10-03,14.87371
2021-10-04,22.45088
2021-10-05,29.37324
2021-10-06,33.95696
2021-10-07,33.39569
2021-10-08,25.1637
2021-10-09,12.90926
2021-10-10,11.78671
2021-10-11,17.77362
2021-10-12,32.92797
2021-10-13,30.02806
2021-10-14,33.48924
2021-10-15,25.72497
2021-10-16,15.62207
2021-10-17,13.75116
2021-10-18,28.34424
2021-10-19,28.53133
2021-10-20,27.31524
2021-10-21,26.56688
2021-10-22,32.27315
2021-10-23,18.61552
2021-10-24,13.37698
2021-10-25,30.02806
2021-10-26,33.95696
2021-10-27,33.48924
2021-10-28,35.17305
2021-10-29,27.2217
2021-10-30,15.99625
2021-10-31,18.33489
2021-11-01,30.40224
2021-11-02,31.43124
2021-11-03,34.70533
2021-11-04,27.97006
2021-11-05,27.12815
2021-11-06,15.80916
2021-11-07,16.37043
2021-11-08,29.46679
2021-11-09,35.92142
2021-11-10,32.08606
2021-11-11,27.78297
2021-11-12,27.50233
2021-11-13,17.02525
2021-11-14,18.70907
2021-11-15,38.3536
2021-11-16,39.75678
2021-11-17,31.24415
2021-11-18,28.34424
2021-11-19,25.53788
2021-11-20,15.71562
2021-11-21,15.52853
2021-11-22,28.62488
2021-11-23,31.24415
2021-11-24,29.84097
2021-11-25,30.86997
2021-11-26,24.32179
2021-11-27,16.65107
2021-11-28,16.0898
2021-11-29,27.31524
2021-11-30,32.27315
2021-12-01,28.62488
2021-12-02,26.28624
2021-12-03,20.86061
2021-12-04,12.53507
2021-12-05,17.1188
2021-12-06,31.1506
2021-12-07,34.89242
2021-12-08,32.55378
2021-12-09,28.90551
2021-12-10,28.90551
2021-12-11,15.34144
2021-12-12,13.75116
2021-12-13,36.2956
2021-12-14,34.70533
2021-12-15,38.54069
2021-12-16,37.23105
2021-12-17,31.99251
2021-12-18,16.0898
2021-12-19,17.58652
2021-12-20,37.41814
2021-12-21,41.53414
2021-12-22,37.13751
2021-12-23,34.61178
2021-12-24,31.24415
2021-12-25,22.17025
2021-12-26,23.1057
2021-12-27,46.77268
2021-12-28,49.11131
2021-12-29,46.3985
2021-12-30,46.86623
2021-12-31,35.2666
2022-01-01,21.98316
2022-01-02,25.81852
2022-01-03,42.09541
2022-01-04,44.99532
2022-01-05,38.82132
2022-01-06,35.45369
2022-01-07,35.82787
2022-01-08,25.72497
2022-01-09,23.19925
2022-01-10,39.94387
2022-01-11,38.63423
2022-01-12,39.1955
2022-01-13,32.74087
2022-01-14,32.27315
2022-01-15,19.64452
2022-01-16,21.14125
2022-01-17,34.51824
2022-01-18,35.2666
2022-01-19,35.45369
2022-01-20,38.44714
2022-01-21,37.23105
2022-01-22,21.79607
2022-01-23,19.64452
2022-01-24,40.59869
2022-01-25,38.44714
2022-01-26,37.23105
2022-01-27,34.42469
2022-01-28,25.81852
2022-01-29,16.27689
2022-01-30,15.24789
2022-01-31,13.93826
2022-02-01,18.61552
2022-02-02,23.29279
2022-02-03,36.2956
2022-02-04,43.3115
2022-02-05,27.12815
2022-02-06,22.54443
2022-02-07,42.00187
