date,미국반도체ETF
2020-11-20,3.2015
2020-11-21,3.82925
2020-11-22,1.94601
2020-11-23,1.50659
2020-11-24,9.47897
2020-11-25,9.16509
2020-11-26,4.95919
2020-11-27,3.7037
2020-11-28,2.88763
2020-11-29,3.32705
2020-11-30,3.7037
2020-12-01,4.14312
2020-12-02,5.71249
2020-12-03,5.58694
2020-12-04,4.89642
2020-12-05,6.46578
2020-12-06,3.89202
2020-12-07,7.1563
2020-12-08,7.21908
2020-12-09,6.40301
2020-12-10,5.39861
2020-12-11,5.46139
2020-12-12,2.38543
2020-12-13,2.19711
2020-12-14,4.08035
2020-12-15,6.02636
2020-12-16,9.35342
2020-12-17,7.53295
2020-12-18,5.96359
2020-12-19,4.70809
2020-12-20,5.02197
2020-12-21,5.27306
2020-12-22,5.83804
2020-12-23,5.08474
2020-12-24,4.08035
2020-12-25,4.01757
2020-12-26,4.39422
2020-12-27,3.51537
2020-12-28,7.59573
2020-12-29,6.08913
2020-12-30,6.21468
2020-12-31,6.21468
2021-01-01,4.77087
2021-01-02,2.9504
2021-01-03,2.57376
2021-01-04,5.02197
2021-01-05,8.22347
2021-01-06,8.47457
2021-01-07,8.78844
2021-01-08,11.23666
2021-01-09,6.90521
2021-01-10,11.04833
2021-01-11,9.29064
2021-01-12,10.42059
2021-01-13,7.28185
2021-01-14,6.77966
2021-01-15,11.98995
2021-01-16,7.59573
2021-01-17,7.28185
2021-01-18,5.58694
2021-01-19,6.46578
2021-01-20,15.75643
2021-01-21,14.68926
2021-01-22,18.51851
2021-01-23,13.68487
2021-01-24,12.24105
2021-01-25,14.43816
2021-01-26,11.55053
2021-01-27,10.35781
2021-01-28,11.29943
2021-01-29,7.78405
2021-01-30,4.33145
2021-01-31,5.71249
2021-02-01,6.52856
2021-02-02,10.86001
2021-02-03,9.29064
2021-02-04,9.03954
2021-02-05,7.78405
2021-02-06,4.83364
2021-02-07,3.76647
2021-02-08,5.96359
2021-02-09,13.37099
2021-02-10,14.62649
2021-02-11,8.47457
2021-02-12,16.50973
2021-02-13,14.37539
2021-02-14,14.62649
2021-02-15,20.46453
2021-02-16,28.68801
2021-02-17,20.40175
2021-02-18,11.29943
2021-02-19,8.72567
2021-02-20,8.91399
2021-02-21,7.28185
2021-02-22,7.34463
2021-02-23,6.84243
2021-02-24,6.02636
2021-02-25,10.54613
2021-02-26,9.22787
2021-02-27,4.70809
2021-02-28,4.89642
2021-03-01,8.1607
2021-03-02,11.80163
2021-03-03,11.48775
2021-03-04,9.85561
2021-03-05,7.34463
2021-03-06,6.52856
2021-03-07,8.09792
2021-03-08,6.84243
2021-03-09,9.91839
2021-03-10,9.10232
2021-03-11,8.47457
2021-03-12,10.35781
2021-03-13,4.89642
2021-03-14,5.14752
2021-03-15,9.22787
2021-03-16,36.84871
2021-03-17,15.56811
2021-03-18,13.37099
2021-03-19,63.77903
2021-03-20,37.53923
2021-03-21,24.7332
2021-03-22,24.79598
2021-03-23,17.63967
2021-03-24,15.56811
2021-03-25,11.92718
2021-03-26,14.62649
2021-03-27,15.25423
2021-03-28,10.92278
2021-03-29,19.89956
2021-03-30,100.0
2021-03-31,35.40489
2021-04-01,37.97865
2021-04-02,44.44444
2021-04-03,24.41933
2021-04-04,27.49529
2021-04-05,37.22536
2021-04-06,39.23414
2021-04-07,24.54488
2021-04-08,27.05586
2021-04-09,34.6516
2021-04-10,20.7784
2021-04-11,20.71563
2021-04-12,35.90709
2021-04-13,48.39924
2021-04-14,34.4005
2021-04-15,23.66603
2021-04-16,19.02071
2021-04-17,11.29943
2021-04-18,13.05712
2021-04-19,20.46453
2021-04-20,16.63527
2021-04-21,17.63967
2021-04-22,13.37099
2021-04-23,11.80163
2021-04-24,10.92278
2021-04-25,6.08913
2021-04-26,7.6585
2021-04-27,7.72128
2021-04-28,5.46139
2021-04-29,6.40301
2021-04-30,4.58254
2021-05-01,4.89642
2021-05-02,2.9504
2021-05-03,6.08913
2021-05-04,7.59573
2021-05-05,6.40301
2021-05-06,5.46139
2021-05-07,6.96798
2021-05-08,2.76208
2021-05-09,3.64092
2021-05-10,5.90081
2021-05-11,12.1155
2021-05-12,8.91399
2021-05-13,8.22347
2021-05-14,5.27306
2021-05-15,3.38983
2021-05-16,2.00878
2021-05-17,3.7037
2021-05-18,4.89642
2021-05-19,4.64532
2021-05-20,7.28185
2021-05-21,7.47018
2021-05-22,4.77087
2021-05-23,4.58254
2021-05-24,6.46578
2021-05-25,5.90081
2021-05-26,5.58694
2021-05-27,4.70809
2021-05-28,3.51537
2021-05-29,4.08035
2021-05-30,3.13873
2021-05-31,4.01757
2021-06-01,4.58254
2021-06-02,5.71249
2021-06-03,6.52856
2021-06-04,4.45699
2021-06-05,5.33584
2021-06-06,2.82485
2021-06-07,4.58254
2021-06-08,4.26867
2021-06-09,3.82925
2021-06-10,5.14752
2021-06-11,3.13873
2021-06-12,2.63653
2021-06-13,5.58694
2021-06-14,5.71249
2021-06-15,5.96359
2021-06-16,3.26428
2021-06-17,4.26867
2021-06-18,5.02197
2021-06-19,3.7037
2021-06-20,2.25988
2021-06-21,3.64092
2021-06-22,4.08035
2021-06-23,5.71249
2021-06-24,6.02636
2021-06-25,5.90081
2021-06-26,4.14312
2021-06-27,2.76208
2021-06-28,4.33145
2021-06-29,6.65411
2021-06-30,9.60451
2021-07-01,5.39861
2021-07-02,6.08913
2021-07-03,4.51977
2021-07-04,3.76647
2021-07-05,4.08035
2021-07-06,4.77087
2021-07-07,3.82925
2021-07-08,6.15191
2021-07-09,3.57815
2021-07-10,3.64092
2021-07-11,3.07595
2021-07-12,3.89202
2021-07-13,4.89642
2021-07-14,4.14312
2021-07-15,4.08035
2021-07-16,3.26428
2021-07-17,4.08035
2021-07-18,4.26867
2021-07-19,5.90081
2021-07-20,5.46139
2021-07-21,3.89202
2021-07-22,6.71688
2021-07-23,4.64532
2021-07-24,4.08035
2021-07-25,3.76647
2021-07-26,3.89202
2021-07-27,2.88763
2021-07-28,2.51098
2021-07-29,3.13873
2021-07-30,4.70809
2021-07-31,4.08035
2021-08-01,3.4526
2021-08-02,5.14752
2021-08-03,6.59133
2021-08-04,6.59133
2021-08-05,9.41619
2021-08-06,6.08913
2021-08-07,3.76647
2021-08-08,3.57815
2021-08-09,4.77087
2021-08-10,4.58254
2021-08-11,7.6585
2021-08-12,9.85561
2021-08-13,10.42059
2021-08-14,5.77526
2021-08-15,3.82925
2021-08-16,6.59133
2021-08-17,6.02636
2021-08-18,4.77087
2021-08-19,4.58254
2021-08-20,3.7037
2021-08-21,2.44821
2021-08-22,3.01318
2021-08-23,2.88763
2021-08-24,6.08913
2021-08-25,5.08474
2021-08-26,5.39861
2021-08-27,4.2059
2021-08-28,3.89202
2021-08-29,2.82485
2021-08-30,4.33145
2021-08-31,5.14752
2021-09-01,3.64092
2021-09-02,5.83804
2021-09-03,5.27306
2021-09-04,4.33145
2021-09-05,3.13873
2021-09-06,2.76208
2021-09-07,4.64532
2021-09-08,3.38983
2021-09-09,4.77087
2021-09-10,3.32705
2021-09-11,2.38543
2021-09-12,3.2015
2021-09-13,4.45699
2021-09-14,6.15191
2021-09-15,4.45699
2021-09-16,3.38983
2021-09-17,4.14312
2021-09-18,3.13873
2021-09-19,1.94601
2021-09-20,2.6993
2021-09-21,4.26867
2021-09-22,2.63653
2021-09-23,4.01757
2021-09-24,4.33145
2021-09-25,3.4526
2021-09-26,5.14752
2021-09-27,4.14312
2021-09-28,4.26867
2021-09-29,3.51537
2021-09-30,4.33145
2021-10-01,3.64092
2021-10-02,2.25988
2021-10-03,2.38543
2021-10-04,2.76208
2021-10-05,4.77087
2021-10-06,3.82925
2021-10-07,4.01757
2021-10-08,4.45699
2021-10-09,2.57376
2021-10-10,2.25988
2021-10-11,3.57815
2021-10-12,4.08035
2021-10-13,4.45699
2021-10-14,5.71249
2021-10-15,5.90081
2021-10-16,2.76208
2021-10-17,3.32705
2021-10-18,4.70809
2021-10-19,4.39422
2021-10-20,5.52416
2021-10-21,4.51977
2021-10-22,5.58694
2021-10-23,2.9504
2021-10-24,2.63653
2021-10-25,3.2015
2021-10-26,5.33584
2021-10-27,5.14752
2021-10-28,4.58254
2021-10-29,5.21029
2021-10-30,5.77526
2021-10-31,2.57376
2021-11-01,4.83364
2021-11-02,4.58254
2021-11-03,5.39861
2021-11-04,5.83804
2021-11-05,9.10232
2021-11-06,7.4074
2021-11-07,5.08474
2021-11-08,9.79284
2021-11-09,12.8688
2021-11-10,9.60451
2021-11-11,7.97237
2021-11-12,9.35342
2021-11-13,3.07595
2021-11-14,5.96359
2021-11-15,7.72128
2021-11-16,7.34463
2021-11-17,9.54174
2021-11-18,9.22787
2021-11-19,12.68047
2021-11-20,9.54174
2021-11-21,6.27746
2021-11-22,18.45574
2021-11-23,14.68926
2021-11-24,13.68487
2021-11-25,9.29064
2021-11-26,7.84682
2021-11-27,3.82925
2021-11-28,4.14312
2021-11-29,6.59133
2021-11-30,9.85561
2021-12-01,8.34902
2021-12-02,11.17388
2021-12-03,9.91839
2021-12-04,4.2059
2021-12-05,3.26428
2021-12-06,5.71249
2021-12-07,8.03515
2021-12-08,10.79723
2021-12-09,7.34463
2021-12-10,4.58254
2021-12-11,3.32705
2021-12-12,3.57815
2021-12-13,7.28185
2021-12-14,5.96359
2021-12-15,5.02197
2021-12-16,9.22787
2021-12-17,5.52416
2021-12-18,2.82485
2021-12-19,2.76208
2021-12-20,4.70809
2021-12-21,5.52416
2021-12-22,7.1563
2021-12-23,6.46578
2021-12-24,5.64971
2021-12-25,3.82925
2021-12-26,3.64092
2021-12-27,6.40301
2021-12-28,9.66729
2021-12-29,6.65411
2021-12-30,7.1563
2021-12-31,4.95919
2022-01-01,3.57815
2022-01-02,7.34463
2022-01-03,8.60012
2022-01-04,10.42059
2022-01-05,8.47457
2022-01-06,9.10232
2022-01-07,7.6585
2022-01-08,4.83364
2022-01-09,4.39422
2022-01-10,6.21468
2022-01-11,7.6585
2022-01-12,6.84243
2022-01-13,7.1563
2022-01-14,6.34023
2022-01-15,7.78405
2022-01-16,6.71688
2022-01-17,6.34023
2022-01-18,6.90521
2022-01-19,9.85561
2022-01-20,6.90521
2022-01-21,8.78844
2022-01-22,4.95919
2022-01-23,4.39422
2022-01-24,6.15191
2022-01-25,7.84682
2022-01-26,6.15191
2022-01-27,10.04394
2022-01-28,13.05712
2022-01-29,6.46578
2022-01-30,3.7037
2022-01-31,5.71249
2022-02-01,10.92278
2022-02-02,10.29504
2022-02-03,11.17388
2022-02-04,6.65411
2022-02-05,5.96359
2022-02-06,5.33584
2022-02-07,7.4074
2022-02-08,4.26867
2022-02-09,6.96798
2022-02-10,7.1563
2022-02-11,5.71249
2022-02-12,5.02197
2022-02-13,3.82925
2022-02-14,7.03075
2022-02-15,9.54174
2022-02-16,10.16949
2022-02-17,6.84243
2022-02-18,5.64971
2022-02-19,3.89202
2022-02-20,3.01318
2022-02-21,3.82925
2022-02-22,4.01757
2022-02-23,4.51977
2022-02-24,5.46139
2022-02-25,5.77526
2022-02-26,2.88763
2022-02-27,2.57376
2022-02-28,3.89202
2022-03-01,5.27306
2022-03-02,5.58694
2022-03-03,9.60451
2022-03-04,8.4118
2022-03-05,9.47897
2022-03-06,7.1563
2022-03-07,5.90081
2022-03-08,7.4074
2022-03-09,4.64532
2022-03-10,5.77526
2022-03-11,7.1563
2022-03-12,5.90081
2022-03-13,3.7037
2022-03-14,4.26867
2022-03-15,6.65411
2022-03-16,6.90521
2022-03-17,6.71688
2022-03-18,7.72128
2022-03-19,4.89642
2022-03-20,3.13873
2022-03-21,4.89642
2022-03-22,4.64532
2022-03-23,4.89642
2022-03-24,4.2059
2022-03-25,11.42498
2022-03-26,5.58694
2022-03-27,4.83364
2022-03-28,6.34023
2022-03-29,7.78405
2022-03-30,13.49654
2022-03-31,12.80602
2022-04-01,7.03075
2022-04-02,6.96798
2022-04-03,5.27306
2022-04-04,6.40301
2022-04-05,10.04394
2022-04-06,14.43816
2022-04-07,8.85122
2022-04-08,7.1563
2022-04-09,5.46139
2022-04-10,3.9548
2022-04-11,7.21908
2022-04-12,11.6133
2022-04-13,7.1563
2022-04-14,11.55053
2022-04-15,10.23226
2022-04-16,4.26867
2022-04-17,4.95919
2022-04-18,5.71249
2022-04-19,8.1607
2022-04-20,6.46578
2022-04-21,4.89642
2022-04-22,5.83804
2022-04-23,4.70809
2022-04-24,3.57815
2022-04-25,4.70809
2022-04-26,4.95919
2022-04-27,7.9096
2022-04-28,4.45699
2022-04-29,4.33145
2022-04-30,3.64092
2022-05-01,3.89202
2022-05-02,3.26428
2022-05-03,3.64092
2022-05-04,2.9504
2022-05-05,3.9548
2022-05-06,3.32705
2022-05-07,2.32266
2022-05-08,1.44381
2022-05-09,2.57376
2022-05-10,3.07595
2022-05-11,3.38983
2022-05-12,4.08035
2022-05-13,2.88763
2022-05-14,1.31826
2022-05-15,1.19271
2022-05-16,1.94601
2022-05-17,2.63653
2022-05-18,2.88763
2022-05-19,3.51537
2022-05-20,3.89202
2022-05-21,2.19711
2022-05-22,1.44381
2022-05-23,2.19711
2022-05-24,4.08035
2022-05-25,2.19711
2022-05-26,1.44381
2022-05-27,1.94601
2022-05-28,1.56936
2022-05-29,0.43942
2022-05-30,1.69491
2022-05-31,2.00878
2022-06-01,1.25549
2022-06-02,2.51098
2022-06-03,2.25988
2022-06-04,0.75329
2022-06-05,1.94601
2022-06-06,2.51098
2022-06-07,3.13873
2022-06-08,3.07595
2022-06-09,1.50659
2022-06-10,1.25549
2022-06-11,0.81607
2022-06-12,1.44381
2022-06-13,1.50659
2022-06-14,1.75768
2022-06-15,1.88323
2022-06-16,2.57376
2022-06-17,2.76208
2022-06-18,2.32266
2022-06-19,1.69491
2022-06-20,1.88323
2022-06-21,1.82046
2022-06-22,2.63653
2022-06-23,3.4526
2022-06-24,2.76208
2022-06-25,1.50659
2022-06-26,0.75329
2022-06-27,2.25988
2022-06-28,2.44821
2022-06-29,2.00878
2022-06-30,1.44381
2022-07-01,2.25988
2022-07-02,4.33145
2022-07-03,1.94601
2022-07-04,2.44821
2022-07-05,2.00878
2022-07-06,2.19711
2022-07-07,1.82046
2022-07-08,3.4526
2022-07-09,1.82046
2022-07-10,1.50659
2022-07-11,1.56936
2022-07-12,1.94601
2022-07-13,1.25549
2022-07-14,1.88323
2022-07-15,2.63653
2022-07-16,1.12994
2022-07-17,1.44381
2022-07-18,1.00439
2022-07-19,1.06716
2022-07-20,3.7037
2022-07-21,4.08035
2022-07-22,5.21029
2022-07-23,1.31826
2022-07-24,1.00439
2022-07-25,2.19711
2022-07-26,1.88323
2022-07-27,3.38983
2022-07-28,2.6993
2022-07-29,2.9504
2022-07-30,3.07595
2022-07-31,1.88323
2022-08-01,2.19711
2022-08-02,3.07595
2022-08-03,2.6993
2022-08-04,4.2059
2022-08-05,3.4526
2022-08-06,2.00878
2022-08-07,1.25549
2022-08-08,2.82485
2022-08-09,3.07595
2022-08-10,6.90521
2022-08-11,5.77526
2022-08-12,2.13433
2022-08-13,3.2015
2022-08-14,0.62774
2022-08-15,1.88323
2022-08-16,3.2015
2022-08-17,4.08035
2022-08-18,3.64092
2022-08-19,3.07595
2022-08-20,1.50659
2022-08-21,1.06716
2022-08-22,2.51098
2022-08-23,2.9504
2022-08-24,2.07156
2022-08-25,2.51098
2022-08-26,2.88763
2022-08-27,2.13433
2022-08-28,1.88323
2022-08-29,2.88763
2022-08-30,2.88763
2022-08-31,1.88323
2022-09-01,4.26867
2022-09-02,3.38983
2022-09-03,1.94601
2022-09-04,2.00878
2022-09-05,1.75768
2022-09-06,1.82046
2022-09-07,2.82485
2022-09-08,2.19711
2022-09-09,1.69491
2022-09-10,1.12994
2022-09-11,1.19271
2022-09-12,1.94601
2022-09-13,2.6993
2022-09-14,2.32266
2022-09-15,2.44821
2022-09-16,2.38543
2022-09-17,1.88323
2022-09-18,1.88323
2022-09-19,2.07156
2022-09-20,1.69491
2022-09-21,2.19711
2022-09-22,2.13433
2022-09-23,2.82485
2022-09-24,1.50659
2022-09-25,1.19271
2022-09-26,1.63214
2022-09-27,2.76208
2022-09-28,2.63653
2022-09-29,1.69491
2022-09-30,1.63214
2022-10-01,1.25549
2022-10-02,0.81607
2022-10-03,1.31826
2022-10-04,1.63214
2022-10-05,2.6993
2022-10-06,1.88323
2022-10-07,1.82046
2022-10-08,2.25988
2022-10-09,1.38104
2022-10-10,3.07595
2022-10-11,4.2059
2022-10-12,3.38983
2022-10-13,2.88763
2022-10-14,2.88763
2022-10-15,1.82046
2022-10-16,1.75768
2022-10-17,1.94601
2022-10-18,1.88323
2022-10-19,2.63653
2022-10-20,1.56936
2022-10-21,1.63214
2022-10-22,1.31826
2022-10-23,0.62774
2022-10-24,2.13433
2022-10-25,2.07156
2022-10-26,2.9504
2022-10-27,2.51098
2022-10-28,2.6993
2022-10-29,1.38104
2022-10-30,0.94161
2022-10-31,1.31826
2022-11-01,1.38104
2022-11-02,1.19271
2022-11-03,1.44381
2022-11-04,1.56936
2022-11-05,1.25549
2022-11-06,0.81607
2022-11-07,1.63214
2022-11-08,2.25988
2022-11-09,2.44821
2022-11-10,2.38543
2022-11-11,3.76647
2022-11-12,2.00878
2022-11-13,1.00439
2022-11-14,2.76208
2022-11-15,4.58254
2022-11-16,7.1563
2022-11-17,3.89202
2022-11-18,1.75768
2022-11-19,2.19711
2022-11-20,2.00878
2022-11-21,2.63653
2022-11-22,3.32705
2022-11-23,3.64092
2022-11-24,2.32266
2022-11-25,2.38543
2022-11-26,1.88323
2022-11-27,1.88323
2022-11-28,1.19271
2022-11-29,2.13433
2022-11-30,1.44381
2022-12-01,3.64092
2022-12-02,2.00878
2022-12-03,2.07156
2022-12-04,1.44381
2022-12-05,2.44821
2022-12-06,2.63653
2022-12-07,3.13873
2022-12-08,2.63653
2022-12-09,2.44821
2022-12-10,1.69491
2022-12-11,0.94161
2022-12-12,1.82046
2022-12-13,2.63653
2022-12-14,2.63653
2022-12-15,2.44821
2022-12-16,1.69491
2022-12-17,1.38104
2022-12-18,1.12994
2022-12-19,1.25549
2022-12-20,2.76208
2022-12-21,1.25549
2022-12-22,1.94601
2022-12-23,3.4526
2022-12-24,1.75768
2022-12-25,1.88323
2022-12-26,1.06716
2022-12-27,1.50659
2022-12-28,2.63653
2022-12-29,2.38543
2022-12-30,1.69491
2022-12-31,1.50659
2023-01-01,1.56936
2023-01-02,1.94601
2023-01-03,1.82046
2023-01-04,2.6993
2023-01-05,2.38543
2023-01-06,3.32705
2023-01-07,3.57815
2023-01-08,2.07156
2023-01-09,2.32266
2023-01-10,3.7037
2023-01-11,3.82925
2023-01-12,3.2015
2023-01-13,2.6993
2023-01-14,3.01318
2023-01-15,1.06716
2023-01-16,1.44381
2023-01-17,2.13433
2023-01-18,3.07595
2023-01-19,2.44821
2023-01-20,1.69491
2023-01-21,2.19711
2023-01-22,1.38104
2023-01-23,2.57376
2023-01-24,6.59133
2023-01-25,4.51977
2023-01-26,5.96359
2023-01-27,3.07595
2023-01-28,3.26428
2023-01-29,1.94601
2023-01-30,2.88763
2023-01-31,3.13873
2023-02-01,3.76647
2023-02-02,6.59133
2023-02-03,14.31261
2023-02-04,8.34902
2023-02-05,4.14312
2023-02-06,4.89642
2023-02-07,6.08913
2023-02-08,6.27746
2023-02-09,4.70809
2023-02-10,4.83364
2023-02-11,3.07595
2023-02-12,2.38543
2023-02-13,3.4526
2023-02-14,4.70809
2023-02-15,4.2059
2023-02-16,4.51977
2023-02-17,2.6993
2023-02-18,1.88323
2023-02-19,2.44821
2023-02-20,2.32266
2023-02-21,3.4526
2023-02-22,2.88763
2023-02-23,4.01757
2023-02-24,5.39861
2023-02-25,4.70809
2023-02-26,2.6993
2023-02-27,3.38983
2023-02-28,3.07595
2023-03-01,3.07595
2023-03-02,4.2059
2023-03-03,3.2015
2023-03-04,4.14312
2023-03-05,3.64092
2023-03-06,4.64532
2023-03-07,4.51977
2023-03-08,4.14312
2023-03-09,5.58694
2023-03-10,3.13873
2023-03-11,2.38543
2023-03-12,1.94601
2023-03-13,2.44821
2023-03-14,2.63653
2023-03-15,5.39861
2023-03-16,2.38543
2023-03-17,4.39422
2023-03-18,1.94601
2023-03-19,1.69491
2023-03-20,2.38543
2023-03-21,3.82925
2023-03-22,4.95919
2023-03-23,4.2059
2023-03-24,4.51977
2023-03-25,3.64092
2023-03-26,1.56936
2023-03-27,3.07595
2023-03-28,4.70809
2023-03-29,4.70809
2023-03-30,7.6585
2023-03-31,5.64971
2023-04-01,4.01757
2023-04-02,2.6993
2023-04-03,5.21029
2023-04-04,5.58694
2023-04-05,5.08474
2023-04-06,4.77087
2023-04-07,3.26428
2023-04-08,1.00439
2023-04-09,2.00878
2023-04-10,4.26867
2023-04-11,6.02636
2023-04-12,4.95919
2023-04-13,3.32705
2023-04-14,3.2015
2023-04-15,2.00878
2023-04-16,0.87884
2023-04-17,3.13873
2023-04-18,3.01318
2023-04-19,2.57376
2023-04-20,1.94601
2023-04-21,3.38983
2023-04-22,1.38104
2023-04-23,1.82046
2023-04-24,2.63653
2023-04-25,1.44381
2023-04-26,2.57376
2023-04-27,1.88323
2023-04-28,3.57815
2023-04-29,0.87884
2023-04-30,1.82046
2023-05-01,1.19271
2023-05-02,2.44821
2023-05-03,3.9548
2023-05-04,3.26428
2023-05-05,3.26428
2023-05-06,2.63653
2023-05-07,2.00878
2023-05-08,2.57376
2023-05-09,1.82046
2023-05-10,2.19711
2023-05-11,1.38104
2023-05-12,2.63653
2023-05-13,1.44381
2023-05-14,1.00439
2023-05-15,1.50659
2023-05-16,3.07595
2023-05-17,3.76647
2023-05-18,4.26867
2023-05-19,7.6585
2023-05-20,3.2015
2023-05-21,3.51537
2023-05-22,4.14312
2023-05-23,3.2015
2023-05-24,3.64092
2023-05-25,7.59573
2023-05-26,12.55492
2023-05-27,10.10671
2023-05-28,5.27306
2023-05-29,5.71249
2023-05-30,13.99874
2023-05-31,9.22787
