date,CREDIT
2023-05-30,7.19782
2023-05-31,7.95231
2023-06-01,6.38297
2023-06-02,6.60932
2023-06-03,3.90825
2023-06-04,4.96453
2023-06-05,6.56405
2023-06-06,6.29244
2023-06-07,7.63543
2023-06-08,7.99758
2023-06-09,7.39399
2023-06-10,5.1607
2023-06-11,5.25124
2023-06-12,7.06201
2023-06-13,8.14848
2023-06-14,7.36381
2023-06-15,6.30752
2023-06-16,5.99064
2023-06-17,4.88909
2023-06-18,4.75328
2023-06-19,7.49962
2023-06-20,7.39399
2023-06-21,7.33363
2023-06-22,6.97148
2023-06-23,6.38297
2023-06-24,4.22513
2023-06-25,4.39112
2023-06-26,6.23208
2023-06-27,6.86585
2023-06-28,6.95639
2023-06-29,6.92621
2023-06-30,6.21699
2023-07-01,4.43639
2023-07-02,4.52693
2023-07-03,6.21699
2023-07-04,7.10728
2023-07-05,7.34872
2023-07-06,6.32261
2023-07-07,6.42824
2023-07-08,4.31567
2023-07-09,4.4213
2023-07-10,7.24309
2023-07-11,7.18273
2023-07-12,8.2692
2023-07-13,8.25411
2023-07-14,6.62441
2023-07-15,4.28549
2023-07-16,4.99471
2023-07-17,7.99758
2023-07-18,8.31447
2023-07-19,8.17866
2023-07-20,8.16357
2023-07-21,6.06609
2023-07-22,5.37196
2023-07-23,5.1607
2023-07-24,8.82752
2023-07-25,9.09913
2023-07-26,8.88788
2023-07-27,22.07635
2023-07-28,15.75373
2023-07-29,12.20763
2023-07-30,9.12931
2023-07-31,9.56692
2023-08-01,9.94416
2023-08-02,8.58608
2023-08-03,9.40093
2023-08-04,7.74105
2023-08-05,6.86585
2023-08-06,6.2019
2023-08-07,8.35974
2023-08-08,8.90297
2023-08-09,9.43111
2023-08-10,8.63135
2023-08-11,7.90704
2023-08-12,4.90417
2023-08-13,4.63256
2023-08-14,7.84668
2023-08-15,5.82465
2023-08-16,8.5559
2023-08-17,8.2692
2023-08-18,7.75614
2023-08-19,6.051
2023-08-20,5.88501
2023-08-21,8.42009
2023-08-22,8.02776
2023-08-23,7.8165
2023-08-24,7.28836
2023-08-25,6.29244
2023-08-26,4.96453
2023-08-27,4.78346
2023-08-28,7.43926
2023-08-29,8.45027
2023-08-30,7.60525
2023-08-31,8.07303
2023-09-01,6.57914
2023-09-02,4.96453
2023-09-03,5.07016
2023-09-04,8.32956
2023-09-05,7.43926
2023-09-06,7.62034
2023-09-07,8.25411
2023-09-08,7.12237
2023-09-09,5.07016
2023-09-10,5.52286
2023-09-11,7.84668
2023-09-12,8.37483
2023-09-13,7.63543
2023-09-14,8.73698
2023-09-15,7.13746
2023-09-16,5.52286
2023-09-17,5.41723
2023-09-18,8.19375
2023-09-19,8.37483
2023-09-20,8.01267
2023-09-21,7.83159
2023-09-22,6.62441
2023-09-23,4.91926
2023-09-24,4.31567
2023-09-25,7.15255
2023-09-26,7.8165
2023-09-27,5.47759
2023-09-28,4.17987
2023-09-29,3.04813
2023-09-30,3.47065
2023-10-01,3.69699
2023-10-02,4.874
2023-10-03,6.4886
2023-10-04,7.49962
2023-10-05,6.91112
2023-10-06,7.3789
2023-10-07,4.33076
2023-10-08,5.05507
2023-10-09,6.24717
2023-10-10,8.01267
2023-10-11,8.31447
2023-10-12,7.92213
2023-10-13,7.0771
2023-10-14,4.874
2023-10-15,4.76837
2023-10-16,8.16357
2023-10-17,7.98249
2023-10-18,8.29938
2023-10-19,7.27327
2023-10-20,6.57914
2023-10-21,4.22513
2023-10-22,5.29651
2023-10-23,7.39399
2023-10-24,9.43111
2023-10-25,8.38992
2023-10-26,8.45027
2023-10-27,7.71087
2023-10-28,5.3116
2023-10-29,5.02489
2023-10-30,7.36381
2023-10-31,8.54081
2023-11-01,7.21291
2023-11-02,7.93722
2023-11-03,6.3377
2023-11-04,5.08525
2023-11-05,6.03591
2023-11-06,7.69578
2023-11-07,8.1183
2023-11-08,8.14848
2023-11-09,7.46944
2023-11-10,5.71902
2023-11-11,4.4213
2023-11-12,5.41723
2023-11-13,8.45027
2023-11-14,8.2692
2023-11-15,7.84668
2023-11-16,7.25818
2023-11-17,16.47804
2023-11-18,4.5722
2023-11-19,5.23615
2023-11-20,6.68477
2023-11-21,7.34872
2023-11-22,7.06201
2023-11-23,6.66968
2023-11-24,6.3377
2023-11-25,4.54202
2023-11-26,5.07016
2023-11-27,6.08118
2023-11-28,7.15255
2023-11-29,6.82058
2023-11-30,6.60932
2023-12-01,6.92621
2023-12-02,4.55711
2023-12-03,5.80956
2023-12-04,6.73004
2023-12-05,7.24309
2023-12-06,7.69578
2023-12-07,7.83159
2023-12-08,6.53387
2023-12-09,5.14561
2023-12-10,5.19088
2023-12-11,7.59016
2023-12-12,7.99758
2023-12-13,8.14848
2023-12-14,7.72596
2023-12-15,6.50369
2023-12-16,4.94944
2023-12-17,5.23615
2023-12-18,7.27327
2023-12-19,6.74513
2023-12-20,7.62034
2023-12-21,7.13746
2023-12-22,5.93028
2023-12-23,4.61747
2023-12-24,4.17987
2023-12-25,4.31567
2023-12-26,6.42824
2023-12-27,7.228
2023-12-28,6.6395
2023-12-29,6.26226
2023-12-30,5.19088
2023-12-31,6.2019
2024-01-01,5.86992
2024-01-02,8.10321
2024-01-03,8.82752
2024-01-04,8.48045
2024-01-05,8.14848
2024-01-06,5.88501
2024-01-07,6.2019
2024-01-08,8.5559
2024-01-09,9.83853
2024-01-10,10.41195
2024-01-11,10.17051
2024-01-12,9.83853
2024-01-13,6.051
2024-01-14,5.97555
2024-01-15,9.25003
2024-01-16,9.8838
2024-01-17,10.23087
2024-01-18,9.97434
2024-01-19,8.23902
2024-01-20,6.00573
2024-01-21,6.15663
2024-01-22,9.49147
2024-01-23,10.20069
2024-01-24,9.70273
2024-01-25,9.83853
2024-01-26,8.48045
2024-01-27,5.7492
2024-01-28,5.56813
2024-01-29,9.56692
2024-01-30,9.8838
2024-01-31,9.64237
2024-02-01,9.71782
2024-02-02,8.28429
2024-02-03,5.96046
2024-02-04,5.49268
2024-02-05,9.31039
2024-02-06,8.49554
2024-02-07,8.76716
2024-02-08,7.95231
2024-02-09,4.25531
2024-02-10,2.88214
2024-02-11,5.02489
2024-02-12,6.03591
2024-02-13,9.70273
2024-02-14,9.31039
2024-02-15,9.73291
2024-02-16,8.49554
2024-02-17,6.57914
2024-02-18,5.37196
2024-02-19,8.29938
2024-02-20,9.91398
2024-02-21,10.06488
2024-02-22,9.82344
2024-02-23,11.33242
2024-02-24,8.20884
2024-02-25,7.06201
2024-02-26,10.53266
2024-02-27,9.1444
2024-02-28,8.67662
2024-02-29,8.5559
2024-03-01,6.44333
2024-03-02,5.52286
2024-03-03,6.65459
2024-03-04,8.91806
2024-03-05,9.65746
2024-03-06,9.46129
2024-03-07,9.53674
2024-03-08,7.77123
2024-03-09,6.18681
2024-03-10,7.59016
2024-03-11,10.35159
2024-03-12,10.26105
2024-03-13,10.41195
2024-03-14,10.23087
2024-03-15,9.09913
2024-03-16,5.91519
2024-03-17,6.92621
2024-03-18,10.35159
2024-03-19,10.7741
2024-03-20,10.1856
