date,보험설계사
2023-05-30,23.86445
2023-05-31,25.23431
2023-06-01,26.82047
2023-06-02,22.1341
2023-06-03,11.67988
2023-06-04,13.69863
2023-06-05,22.71088
2023-06-06,15.42898
2023-06-07,28.33453
2023-06-08,26.96467
2023-06-09,24.72963
2023-06-10,13.33813
2023-06-11,14.34751
2023-06-12,25.37851
2023-06-13,27.46935
2023-06-14,26.89257
2023-06-15,25.8832
2023-06-16,22.49459
2023-06-17,13.04974
2023-06-18,13.12184
2023-06-19,26.24369
2023-06-20,30.20908
2023-06-21,28.76712
2023-06-22,26.38788
2023-06-23,22.42249
2023-06-24,10.23792
2023-06-25,11.96827
2023-06-26,24.51333
2023-06-27,24.58543
2023-06-28,29.12761
2023-06-29,24.36914
2023-06-30,21.05263
2023-07-01,13.26604
2023-07-02,11.31939
2023-07-03,24.29704
2023-07-04,24.15284
2023-07-05,23.14347
2023-07-06,25.23431
2023-07-07,22.2062
2023-07-08,12.83345
2023-07-09,11.82408
2023-07-10,22.56669
2023-07-11,25.52271
2023-07-12,24.00865
2023-07-13,24.65753
2023-07-14,23.35976
2023-07-15,12.97764
2023-07-16,13.41023
2023-07-17,25.16222
2023-07-18,28.33453
2023-07-19,26.24369
2023-07-20,24.80173
2023-07-21,22.63878
2023-07-22,12.04037
2023-07-23,11.96827
2023-07-24,25.5948
2023-07-25,25.09012
2023-07-26,25.8111
2023-07-27,24.65753
2023-07-28,20.98053
2023-07-29,11.46359
2023-07-30,12.11247
2023-07-31,24.29704
2023-08-01,25.23431
2023-08-02,24.44124
2023-08-03,20.47584
2023-08-04,20.33165
2023-08-05,12.76135
2023-08-06,12.25666
2023-08-07,22.27829
2023-08-08,26.24369
2023-08-09,27.32516
2023-08-10,25.45061
2023-08-11,23.21557
2023-08-12,13.48233
2023-08-13,12.25666
2023-08-14,21.77361
2023-08-15,15.14059
2023-08-16,27.25306
2023-08-17,26.96467
2023-08-18,26.02739
2023-08-19,14.92429
2023-08-20,14.41961
2023-08-21,26.02739
2023-08-22,27.03677
2023-08-23,25.6669
2023-08-24,30.64167
2023-08-25,28.33453
2023-08-26,13.91492
2023-08-27,13.12184
2023-08-28,28.26243
2023-08-29,30.42537
2023-08-30,32.44412
2023-08-31,31.21845
2023-09-01,23.35976
2023-09-02,15.35688
2023-09-03,12.47296
2023-09-04,24.87382
2023-09-05,26.02739
2023-09-06,24.29704
2023-09-07,22.71088
2023-09-08,23.72025
2023-09-09,14.99639
2023-09-10,13.33813
2023-09-11,27.90194
2023-09-12,28.62292
2023-09-13,31.14635
2023-09-14,26.17159
2023-09-15,23.72025
2023-09-16,13.77072
2023-09-17,13.19394
2023-09-18,24.08074
2023-09-19,24.87382
2023-09-20,27.39726
2023-09-21,25.739
2023-09-22,24.87382
2023-09-23,14.20331
2023-09-24,13.91492
2023-09-25,25.30641
2023-09-26,22.56669
2023-09-27,17.95241
2023-09-28,13.33813
2023-09-29,9.66113
2023-09-30,13.12184
2023-10-01,9.73323
2023-10-02,11.60778
2023-10-03,13.84282
2023-10-04,26.24369
2023-10-05,22.63878
2023-10-06,22.56669
2023-10-07,14.27541
2023-10-08,10.67051
2023-10-09,14.41961
2023-10-10,22.35039
2023-10-11,29.3439
2023-10-12,28.83922
2023-10-13,22.78298
2023-10-14,11.39149
2023-10-15,12.90555
2023-10-16,26.74837
2023-10-17,30.13698
2023-10-18,28.40663
2023-10-19,24.51333
2023-10-20,21.77361
2023-10-21,12.76135
2023-10-22,12.90555
2023-10-23,25.30641
2023-10-24,31.50684
2023-10-25,26.67627
2023-10-26,27.54145
2023-10-27,24.15284
2023-10-28,11.75198
2023-10-29,13.12184
2023-10-30,24.29704
2023-10-31,27.03677
2023-11-01,26.96467
2023-11-02,24.22494
2023-11-03,21.9178
2023-11-04,11.17519
2023-11-05,13.55443
2023-11-06,25.8832
2023-11-07,26.24369
2023-11-08,24.15284
2023-11-09,24.94592
2023-11-10,22.2062
2023-11-11,13.77072
2023-11-12,11.24729
2023-11-13,22.78298
2023-11-14,26.96467
2023-11-15,26.38788
2023-11-16,24.94592
2023-11-17,20.11535
2023-11-18,13.12184
2023-11-19,14.20331
2023-11-20,24.87382
2023-11-21,24.80173
2023-11-22,25.09012
2023-11-23,26.74837
2023-11-24,21.77361
2023-11-25,12.11247
2023-11-26,15.06849
2023-11-27,27.61355
2023-11-28,29.70439
2023-11-29,26.74837
2023-11-30,25.01802
2023-12-01,22.2062
2023-12-02,13.55443
2023-12-03,11.75198
2023-12-04,25.16222
2023-12-05,26.45998
2023-12-06,27.46935
2023-12-07,26.53208
2023-12-08,27.75775
2023-12-09,14.92429
2023-12-10,15.14059
2023-12-11,26.02739
2023-12-12,28.26243
2023-12-13,28.62292
2023-12-14,26.31578
2023-12-15,24.15284
2023-12-16,12.32876
2023-12-17,14.34751
2023-12-18,26.89257
2023-12-19,27.68565
2023-12-20,26.45998
2023-12-21,23.21557
2023-12-22,20.18745
2023-12-23,13.91492
2023-12-24,9.58904
2023-12-25,13.69863
2023-12-26,26.89257
2023-12-27,26.74837
2023-12-28,25.09012
2023-12-29,23.64816
2023-12-30,13.12184
2023-12-31,12.83345
2024-01-01,11.46359
2024-01-02,26.45998
2024-01-03,30.20908
2024-01-04,28.69502
2024-01-05,26.31578
2024-01-06,19.68276
2024-01-07,15.71737
2024-01-08,27.10886
2024-01-09,31.36265
2024-01-10,32.15573
2024-01-11,30.06488
2024-01-12,26.74837
2024-01-13,17.37563
2024-01-14,15.35688
2024-01-15,28.55082
2024-01-16,31.57894
2024-01-17,32.73251
2024-01-18,28.26243
2024-01-19,32.01153
2024-01-20,18.09661
2024-01-21,14.7801
2024-01-22,26.24369
2024-01-23,28.98341
2024-01-24,31.14635
2024-01-25,27.97404
2024-01-26,27.25306
2024-01-27,18.385
2024-01-28,16.00576
2024-01-29,31.14635
2024-01-30,31.86733
2024-01-31,33.88608
2024-02-01,27.18096
2024-02-02,27.18096
2024-02-03,52.41528
2024-02-04,28.76712
2024-02-05,33.093
2024-02-06,31.57894
2024-02-07,28.98341
2024-02-08,23.28767
2024-02-09,13.62653
2024-02-10,12.25666
2024-02-11,13.33813
2024-02-12,15.71737
2024-02-13,32.22782
2024-02-14,29.5602
2024-02-15,29.5602
2024-02-16,27.68565
2024-02-17,16.22206
2024-02-18,13.69863
2024-02-19,31.21845
2024-02-20,29.99279
2024-02-21,32.73251
2024-02-22,27.39726
2024-02-23,24.00865
2024-02-24,16.14996
2024-02-25,15.35688
2024-02-26,28.11824
2024-02-27,27.90194
2024-02-28,29.84859
2024-02-29,25.01802
2024-03-01,14.41961
2024-03-02,13.77072
2024-03-03,16.07786
2024-03-04,25.45061
2024-03-05,32.51622
2024-03-06,32.73251
2024-03-07,29.70439
2024-03-08,27.18096
2024-03-09,17.01514
2024-03-10,15.78947
2024-03-11,28.98341
2024-03-12,30.13698
2024-03-13,34.67916
2024-03-14,30.49747
2024-03-15,30.06488
2024-03-16,16.29416
2024-03-17,19.25018
2024-03-18,31.79524
2024-03-19,34.60706
2024-03-20,30.56957
