date,조각상
2021-10-03,31.45833
2021-10-04,31.66666
2021-10-05,33.75
2021-10-06,38.95833
2021-10-07,40.625
2021-10-08,29.79166
2021-10-09,25.625
2021-10-10,30.0
2021-10-11,34.375
2021-10-12,36.04166
2021-10-13,35.83333
2021-10-14,37.29166
2021-10-15,34.79166
2021-10-16,22.91666
2021-10-17,25.625
2021-10-18,29.79166
2021-10-19,37.70833
2021-10-20,30.20833
2021-10-21,32.08333
2021-10-22,33.95833
2021-10-23,21.25
2021-10-24,31.875
2021-10-25,36.04166
2021-10-26,34.79166
2021-10-27,32.5
2021-10-28,30.20833
2021-10-29,28.54166
2021-10-30,25.83333
2021-10-31,28.95833
2021-11-01,35.83333
2021-11-02,33.125
2021-11-03,37.91666
2021-11-04,28.125
2021-11-05,33.33333
2021-11-06,22.5
2021-11-07,34.16666
2021-11-08,39.79166
2021-11-09,37.5
2021-11-10,33.125
2021-11-11,40.41666
2021-11-12,34.79166
2021-11-13,30.20833
2021-11-14,24.16666
2021-11-15,36.45833
2021-11-16,35.83333
2021-11-17,32.08333
2021-11-18,32.5
2021-11-19,36.875
2021-11-20,20.20833
2021-11-21,31.66666
2021-11-22,29.58333
2021-11-23,27.5
2021-11-24,30.83333
2021-11-25,33.95833
2021-11-26,32.29166
2021-11-27,24.375
2021-11-28,26.25
2021-11-29,34.58333
2021-11-30,28.75
2021-12-01,36.25
2021-12-02,35.20833
2021-12-03,34.375
2021-12-04,25.0
2021-12-05,26.25
2021-12-06,33.75
2021-12-07,31.25
2021-12-08,28.125
2021-12-09,36.45833
2021-12-10,33.125
2021-12-11,28.54166
2021-12-12,26.875
2021-12-13,28.125
2021-12-14,36.66666
2021-12-15,29.58333
2021-12-16,27.91666
2021-12-17,33.125
2021-12-18,28.125
2021-12-19,31.45833
2021-12-20,31.66666
2021-12-21,28.54166
2021-12-22,28.125
2021-12-23,31.04166
2021-12-24,24.16666
2021-12-25,19.375
2021-12-26,30.20833
2021-12-27,28.75
2021-12-28,32.5
2021-12-29,24.58333
2021-12-30,32.29166
2021-12-31,22.70833
2022-01-01,22.91666
2022-01-02,26.04166
2022-01-03,32.70833
2022-01-04,28.54166
2022-01-05,31.04166
2022-01-06,30.0
2022-01-07,35.20833
2022-01-08,23.54166
2022-01-09,24.375
2022-01-10,29.16666
2022-01-11,34.16666
2022-01-12,32.29166
2022-01-13,33.54166
2022-01-14,31.875
2022-01-15,23.95833
2022-01-16,28.33333
2022-01-17,30.20833
2022-01-18,32.70833
2022-01-19,34.375
2022-01-20,29.79166
2022-01-21,29.58333
2022-01-22,29.375
2022-01-23,28.33333
2022-01-24,31.875
2022-01-25,24.16666
2022-01-26,33.125
2022-01-27,28.125
2022-01-28,25.20833
2022-01-29,20.41666
2022-01-30,23.54166
2022-01-31,27.5
2022-02-01,28.75
2022-02-02,26.66666
2022-02-03,28.75
2022-02-04,27.08333
2022-02-05,27.29166
2022-02-06,28.33333
2022-02-07,27.5
2022-02-08,28.95833
2022-02-09,41.66666
2022-02-10,35.0
2022-02-11,31.04166
2022-02-12,26.875
2022-02-13,32.5
2022-02-14,33.54166
2022-02-15,35.20833
2022-02-16,31.04166
2022-02-17,26.875
2022-02-18,32.91666
2022-02-19,26.66666
2022-02-20,30.20833
2022-02-21,29.16666
2022-02-22,32.70833
2022-02-23,30.41666
2022-02-24,36.66666
2022-02-25,25.83333
2022-02-26,27.29166
2022-02-27,25.83333
2022-02-28,29.79166
2022-03-01,27.91666
2022-03-02,27.5
2022-03-03,25.0
2022-03-04,24.58333
2022-03-05,29.16666
2022-03-06,24.79166
2022-03-07,28.75
2022-03-08,32.5
2022-03-09,27.29166
2022-03-10,29.16666
2022-03-11,26.66666
2022-03-12,26.04166
2022-03-13,32.5
2022-03-14,37.70833
2022-03-15,26.875
2022-03-16,32.91666
2022-03-17,32.70833
2022-03-18,34.79166
2022-03-19,39.79166
2022-03-20,39.79166
2022-03-21,38.75
2022-03-22,38.33333
2022-03-23,34.79166
2022-03-24,32.5
2022-03-25,27.5
2022-03-26,30.41666
2022-03-27,29.16666
2022-03-28,30.625
2022-03-29,32.29166
2022-03-30,36.45833
2022-03-31,33.75
2022-04-01,33.54166
2022-04-02,26.45833
2022-04-03,27.29166
2022-04-04,28.54166
2022-04-05,35.0
2022-04-06,30.20833
2022-04-07,32.70833
2022-04-08,33.54166
2022-04-09,23.95833
2022-04-10,30.0
2022-04-11,31.45833
2022-04-12,29.79166
2022-04-13,35.625
2022-04-14,34.79166
2022-04-15,28.125
2022-04-16,27.5
2022-04-17,29.375
2022-04-18,28.125
2022-04-19,34.79166
2022-04-20,34.16666
2022-04-21,26.875
2022-04-22,27.91666
2022-04-23,27.29166
2022-04-24,32.08333
2022-04-25,33.125
2022-04-26,28.125
2022-04-27,31.45833
2022-04-28,32.5
2022-04-29,32.08333
2022-04-30,27.08333
2022-05-01,33.125
2022-05-02,30.83333
2022-05-03,32.5
2022-05-04,26.66666
2022-05-05,26.45833
2022-05-06,30.20833
2022-05-07,26.04166
2022-05-08,28.125
2022-05-09,34.16666
2022-05-10,33.125
2022-05-11,35.0
2022-05-12,35.0
2022-05-13,31.875
2022-05-14,22.91666
2022-05-15,29.58333
2022-05-16,31.25
2022-05-17,35.83333
2022-05-18,37.91666
2022-05-19,27.70833
2022-05-20,29.16666
2022-05-21,22.70833
2022-05-22,27.5
2022-05-23,36.66666
2022-05-24,26.45833
2022-05-25,31.25
2022-05-26,33.95833
2022-05-27,26.25
2022-05-28,25.0
2022-05-29,33.54166
2022-05-30,32.08333
2022-05-31,36.25
2022-06-01,26.66666
2022-06-02,30.83333
2022-06-03,28.75
2022-06-04,23.125
2022-06-05,35.20833
2022-06-06,30.20833
2022-06-07,33.33333
2022-06-08,43.125
2022-06-09,31.875
2022-06-10,31.875
2022-06-11,24.16666
2022-06-12,30.20833
2022-06-13,32.5
2022-06-14,36.04166
2022-06-15,33.125
2022-06-16,37.5
2022-06-17,28.95833
2022-06-18,24.79166
2022-06-19,32.08333
2022-06-20,31.45833
2022-06-21,32.29166
2022-06-22,24.16666
2022-06-23,28.75
2022-06-24,27.5
2022-06-25,20.0
2022-06-26,27.29166
2022-06-27,32.91666
2022-06-28,31.04166
2022-06-29,25.0
2022-06-30,25.20833
2022-07-01,25.41666
2022-07-02,28.125
2022-07-03,26.875
2022-07-04,31.45833
2022-07-05,31.66666
2022-07-06,33.125
2022-07-07,33.75
2022-07-08,34.79166
2022-07-09,21.04166
2022-07-10,26.66666
2022-07-11,31.25
2022-07-12,24.79166
2022-07-13,31.25
2022-07-14,27.70833
2022-07-15,23.75
2022-07-16,22.08333
2022-07-17,26.04166
2022-07-18,28.54166
2022-07-19,32.5
2022-07-20,29.375
2022-07-21,25.0
2022-07-22,33.95833
2022-07-23,22.91666
2022-07-24,28.75
2022-07-25,27.70833
2022-07-26,31.04166
2022-07-27,34.16666
2022-07-28,24.375
2022-07-29,24.58333
2022-07-30,23.54166
2022-07-31,26.25
2022-08-01,27.29166
2022-08-02,23.33333
2022-08-03,31.45833
2022-08-04,31.45833
2022-08-05,29.58333
2022-08-06,24.16666
2022-08-07,22.91666
2022-08-08,29.16666
2022-08-09,32.29166
2022-08-10,31.66666
2022-08-11,28.33333
2022-08-12,25.625
2022-08-13,18.75
2022-08-14,24.58333
2022-08-15,25.20833
2022-08-16,30.20833
2022-08-17,29.58333
2022-08-18,32.91666
2022-08-19,28.75
2022-08-20,22.29166
2022-08-21,23.75
2022-08-22,34.16666
2022-08-23,27.91666
2022-08-24,34.16666
2022-08-25,33.125
2022-08-26,31.45833
2022-08-27,30.625
2022-08-28,28.54166
2022-08-29,34.58333
2022-08-30,32.08333
2022-08-31,38.54166
2022-09-01,31.04166
2022-09-02,32.5
2022-09-03,26.45833
2022-09-04,20.83333
2022-09-05,37.70833
2022-09-06,40.41666
2022-09-07,40.0
2022-09-08,31.04166
2022-09-09,19.375
2022-09-10,26.66666
2022-09-11,28.75
2022-09-12,34.79166
2022-09-13,37.91666
2022-09-14,35.0
2022-09-15,35.83333
2022-09-16,47.08333
2022-09-17,36.875
2022-09-18,31.66666
2022-09-19,42.91666
2022-09-20,46.04166
2022-09-21,34.16666
2022-09-22,34.16666
2022-09-23,29.58333
2022-09-24,24.375
2022-09-25,27.08333
2022-09-26,33.75
2022-09-27,36.875
2022-09-28,37.5
2022-09-29,37.91666
2022-09-30,32.08333
2022-10-01,28.75
2022-10-02,33.75
2022-10-03,30.625
2022-10-04,34.58333
2022-10-05,32.29166
2022-10-06,31.04166
2022-10-07,37.08333
2022-10-08,25.20833
2022-10-09,25.0
2022-10-10,27.5
2022-10-11,33.125
2022-10-12,36.875
2022-10-13,35.0
2022-10-14,28.54166
2022-10-15,25.83333
2022-10-16,31.875
2022-10-17,36.875
2022-10-18,36.875
2022-10-19,38.125
2022-10-20,39.375
2022-10-21,33.54166
2022-10-22,28.95833
2022-10-23,36.25
2022-10-24,36.04166
2022-10-25,47.08333
2022-10-26,37.5
2022-10-27,44.79166
2022-10-28,36.66666
2022-10-29,25.0
2022-10-30,25.0
2022-10-31,40.625
2022-11-01,37.5
2022-11-02,35.625
2022-11-03,34.375
2022-11-04,34.58333
2022-11-05,22.5
2022-11-06,30.0
2022-11-07,40.41666
2022-11-08,33.54166
2022-11-09,38.75
2022-11-10,38.125
2022-11-11,32.70833
2022-11-12,25.20833
2022-11-13,26.45833
2022-11-14,35.83333
2022-11-15,37.91666
2022-11-16,35.83333
2022-11-17,34.79166
2022-11-18,35.0
2022-11-19,26.04166
2022-11-20,31.875
2022-11-21,43.54166
2022-11-22,35.0
2022-11-23,33.95833
2022-11-24,36.25
2022-11-25,33.95833
2022-11-26,26.25
2022-11-27,26.66666
2022-11-28,36.875
2022-11-29,29.375
2022-11-30,31.875
2022-12-01,31.66666
2022-12-02,26.66666
2022-12-03,25.83333
2022-12-04,30.20833
2022-12-05,34.79166
2022-12-06,32.5
2022-12-07,34.16666
2022-12-08,38.33333
2022-12-09,30.625
2022-12-10,26.04166
2022-12-11,27.5
2022-12-12,29.16666
2022-12-13,31.04166
2022-12-14,31.04166
2022-12-15,29.375
2022-12-16,36.04166
2022-12-17,23.95833
2022-12-18,31.875
2022-12-19,30.41666
2022-12-20,30.83333
2022-12-21,24.16666
2022-12-22,30.41666
2022-12-23,23.33333
2022-12-24,22.5
2022-12-25,22.70833
2022-12-26,27.29166
2022-12-27,26.66666
2022-12-28,25.0
2022-12-29,31.875
2022-12-30,28.33333
2022-12-31,21.875
2023-01-01,18.125
2023-01-02,25.20833
2023-01-03,22.5
2023-01-04,31.45833
2023-01-05,28.33333
2023-01-06,26.45833
2023-01-07,29.16666
2023-01-08,26.04166
2023-01-09,28.75
2023-01-10,28.54166
2023-01-11,28.33333
2023-01-12,30.0
2023-01-13,31.875
2023-01-14,26.04166
2023-01-15,27.91666
2023-01-16,26.875
2023-01-17,28.95833
2023-01-18,27.70833
2023-01-19,31.45833
2023-01-20,17.5
2023-01-21,23.125
2023-01-22,23.54166
2023-01-23,25.83333
2023-01-24,28.125
2023-01-25,26.04166
2023-01-26,34.58333
2023-01-27,27.08333
2023-01-28,26.04166
2023-01-29,24.79166
2023-01-30,28.75
2023-01-31,27.70833
2023-02-01,28.95833
2023-02-02,30.0
2023-02-03,25.41666
2023-02-04,21.25
2023-02-05,27.08333
2023-02-06,30.625
2023-02-07,33.33333
2023-02-08,32.70833
2023-02-09,30.625
2023-02-10,28.125
2023-02-11,28.95833
2023-02-12,27.5
2023-02-13,32.29166
2023-02-14,30.625
2023-02-15,29.16666
2023-02-16,29.79166
2023-02-17,29.58333
2023-02-18,24.16666
2023-02-19,28.95833
2023-02-20,31.04166
2023-02-21,29.16666
2023-02-22,24.16666
2023-02-23,27.70833
2023-02-24,29.79166
2023-02-25,22.70833
2023-02-26,31.875
2023-02-27,25.83333
2023-02-28,28.75
2023-03-01,24.375
2023-03-02,29.375
2023-03-03,20.83333
2023-03-04,25.41666
2023-03-05,28.75
2023-03-06,25.83333
2023-03-07,32.91666
2023-03-08,28.54166
2023-03-09,43.95833
2023-03-10,26.875
2023-03-11,27.08333
2023-03-12,30.0
2023-03-13,33.125
2023-03-14,25.41666
2023-03-15,33.125
2023-03-16,30.0
2023-03-17,30.83333
2023-03-18,23.95833
2023-03-19,28.33333
2023-03-20,32.70833
2023-03-21,32.08333
2023-03-22,32.08333
2023-03-23,26.875
2023-03-24,25.0
2023-03-25,22.29166
2023-03-26,22.91666
2023-03-27,29.79166
2023-03-28,27.91666
2023-03-29,28.33333
2023-03-30,32.29166
2023-03-31,24.58333
2023-04-01,21.25
2023-04-02,26.45833
2023-04-03,30.41666
2023-04-04,33.95833
2023-04-05,30.41666
2023-04-06,37.91666
2023-04-07,27.5
2023-04-08,22.91666
2023-04-09,33.33333
2023-04-10,32.29166
2023-04-11,30.41666
2023-04-12,31.04166
2023-04-13,27.29166
2023-04-14,28.54166
2023-04-15,22.5
2023-04-16,25.20833
2023-04-17,27.91666
2023-04-18,26.04166
2023-04-19,31.25
2023-04-20,32.08333
2023-04-21,27.08333
2023-04-22,24.58333
2023-04-23,25.20833
2023-04-24,28.95833
2023-04-25,29.16666
2023-04-26,29.79166
2023-04-27,26.875
2023-04-28,24.375
2023-04-29,25.41666
2023-04-30,26.875
2023-05-01,24.79166
2023-05-02,28.54166
2023-05-03,31.04166
2023-05-04,28.33333
2023-05-05,23.125
2023-05-06,29.79166
2023-05-07,26.875
2023-05-08,28.125
2023-05-09,34.375
2023-05-10,28.54166
2023-05-11,32.70833
2023-05-12,24.58333
2023-05-13,28.125
2023-05-14,25.41666
2023-05-15,38.33333
2023-05-16,34.79166
2023-05-17,33.33333
2023-05-18,31.66666
2023-05-19,29.375
2023-05-20,23.125
2023-05-21,28.95833
2023-05-22,30.0
2023-05-23,35.625
2023-05-24,28.95833
2023-05-25,27.5
2023-05-26,30.0
2023-05-27,22.08333
2023-05-28,28.95833
2023-05-29,25.20833
2023-05-30,31.66666
2023-05-31,27.29166
2023-06-01,30.41666
2023-06-02,31.66666
2023-06-03,21.45833
2023-06-04,22.29166
2023-06-05,26.45833
2023-06-06,27.5
2023-06-07,31.25
2023-06-08,32.70833
2023-06-09,23.125
2023-06-10,22.08333
2023-06-11,28.75
2023-06-12,30.41666
2023-06-13,27.70833
2023-06-14,39.58333
2023-06-15,39.375
2023-06-16,32.5
2023-06-17,31.66666
2023-06-18,29.16666
2023-06-19,30.625
2023-06-20,34.16666
2023-06-21,32.29166
2023-06-22,26.66666
2023-06-23,26.875
2023-06-24,19.79166
2023-06-25,29.375
2023-06-26,27.5
2023-06-27,24.375
2023-06-28,29.58333
2023-06-29,24.375
2023-06-30,23.125
2023-07-01,24.58333
