date,조각상
2020-03-20,36.25
2020-03-21,31.875
2020-03-22,28.75
2020-03-23,35.20833
2020-03-24,39.16666
2020-03-25,41.45833
2020-03-26,41.66666
2020-03-27,36.04166
2020-03-28,27.70833
2020-03-29,31.875
2020-03-30,35.625
2020-03-31,42.91666
2020-04-01,40.41666
2020-04-02,42.08333
2020-04-03,40.20833
2020-04-04,34.375
2020-04-05,29.375
2020-04-06,36.875
2020-04-07,38.75
2020-04-08,38.125
2020-04-09,37.5
2020-04-10,38.95833
2020-04-11,25.83333
2020-04-12,31.45833
2020-04-13,41.875
2020-04-14,36.875
2020-04-15,30.625
2020-04-16,43.33333
2020-04-17,40.83333
2020-04-18,30.41666
2020-04-19,27.91666
2020-04-20,37.91666
2020-04-21,43.95833
2020-04-22,41.04166
2020-04-23,51.04166
2020-04-24,46.66666
2020-04-25,33.75
2020-04-26,34.79166
2020-04-27,45.0
2020-04-28,42.08333
2020-04-29,37.29166
2020-04-30,30.0
2020-05-01,32.91666
2020-05-02,30.0
2020-05-03,30.0
2020-05-04,29.375
2020-05-05,29.58333
2020-05-06,39.16666
2020-05-07,39.375
2020-05-08,33.125
2020-05-09,30.625
2020-05-10,31.66666
2020-05-11,38.125
2020-05-12,33.125
2020-05-13,38.125
2020-05-14,38.33333
2020-05-15,39.79166
2020-05-16,32.91666
2020-05-17,35.83333
2020-05-18,47.29166
2020-05-19,50.20833
2020-05-20,38.54166
2020-05-21,43.95833
2020-05-22,36.25
2020-05-23,31.04166
2020-05-24,34.58333
2020-05-25,37.70833
2020-05-26,38.33333
2020-05-27,33.75
2020-05-28,54.58333
2020-05-29,52.29166
2020-05-30,34.375
2020-05-31,31.04166
2020-06-01,33.125
2020-06-02,38.33333
2020-06-03,40.83333
2020-06-04,38.95833
2020-06-05,34.375
2020-06-06,29.375
2020-06-07,30.83333
2020-06-08,36.45833
2020-06-09,31.66666
2020-06-10,38.33333
2020-06-11,38.33333
2020-06-12,35.41666
2020-06-13,24.375
2020-06-14,30.83333
2020-06-15,41.04166
2020-06-16,32.91666
2020-06-17,35.20833
2020-06-18,38.33333
2020-06-19,33.125
2020-06-20,24.375
2020-06-21,36.25
2020-06-22,35.83333
2020-06-23,39.16666
2020-06-24,36.875
2020-06-25,50.625
2020-06-26,36.25
2020-06-27,28.75
2020-06-28,31.45833
2020-06-29,35.0
2020-06-30,32.5
2020-07-01,34.58333
2020-07-02,30.0
2020-07-03,33.125
2020-07-04,22.91666
2020-07-05,33.54166
2020-07-06,31.875
2020-07-07,35.20833
2020-07-08,32.91666
2020-07-09,36.25
2020-07-10,34.16666
2020-07-11,24.375
2020-07-12,30.83333
2020-07-13,31.45833
2020-07-14,35.20833
2020-07-15,33.125
2020-07-16,33.33333
2020-07-17,28.95833
2020-07-18,22.08333
2020-07-19,27.08333
2020-07-20,31.66666
2020-07-21,31.66666
2020-07-22,30.20833
2020-07-23,30.20833
2020-07-24,29.58333
2020-07-25,24.375
2020-07-26,23.125
2020-07-27,32.08333
2020-07-28,32.70833
2020-07-29,47.5
2020-07-30,30.41666
2020-07-31,38.95833
2020-08-01,20.0
2020-08-02,23.33333
2020-08-03,22.5
2020-08-04,32.70833
2020-08-05,32.29166
2020-08-06,37.91666
2020-08-07,32.5
2020-08-08,23.54166
2020-08-09,29.79166
2020-08-10,29.79166
2020-08-11,29.375
2020-08-12,23.95833
2020-08-13,32.5
2020-08-14,30.0
2020-08-15,20.20833
2020-08-16,23.95833
2020-08-17,28.95833
2020-08-18,29.79166
2020-08-19,33.95833
2020-08-20,30.83333
2020-08-21,24.375
2020-08-22,20.20833
2020-08-23,26.25
2020-08-24,33.54166
2020-08-25,31.66666
2020-08-26,32.29166
2020-08-27,28.95833
2020-08-28,35.41666
2020-08-29,27.5
2020-08-30,30.83333
2020-08-31,33.54166
2020-09-01,35.20833
2020-09-02,37.91666
2020-09-03,36.875
2020-09-04,35.83333
2020-09-05,29.58333
2020-09-06,28.75
2020-09-07,41.04166
2020-09-08,35.625
2020-09-09,40.625
2020-09-10,35.83333
2020-09-11,31.25
2020-09-12,24.16666
2020-09-13,27.91666
2020-09-14,36.25
2020-09-15,33.54166
2020-09-16,34.58333
2020-09-17,37.70833
2020-09-18,36.66666
2020-09-19,28.54166
2020-09-20,31.04166
2020-09-21,37.08333
2020-09-22,40.83333
2020-09-23,32.91666
2020-09-24,36.875
2020-09-25,32.29166
2020-09-26,25.20833
2020-09-27,30.83333
2020-09-28,36.04166
2020-09-29,32.08333
2020-09-30,21.25
2020-10-01,20.41666
2020-10-02,22.5
2020-10-03,26.04166
2020-10-04,30.0
2020-10-05,35.83333
2020-10-06,36.25
2020-10-07,34.16666
2020-10-08,34.79166
2020-10-09,31.66666
2020-10-10,24.58333
2020-10-11,31.875
2020-10-12,28.54166
2020-10-13,36.04166
2020-10-14,33.75
2020-10-15,38.95833
2020-10-16,31.45833
2020-10-17,23.33333
2020-10-18,28.125
2020-10-19,30.41666
2020-10-20,35.20833
2020-10-21,31.04166
2020-10-22,32.70833
2020-10-23,27.91666
2020-10-24,22.91666
2020-10-25,31.04166
2020-10-26,32.70833
2020-10-27,33.54166
2020-10-28,35.20833
2020-10-29,31.66666
2020-10-30,28.75
2020-10-31,23.125
2020-11-01,36.04166
2020-11-02,37.29166
2020-11-03,38.95833
2020-11-04,32.5
2020-11-05,36.04166
2020-11-06,34.375
2020-11-07,23.75
2020-11-08,30.0
2020-11-09,32.29166
2020-11-10,39.16666
2020-11-11,40.0
2020-11-12,31.25
2020-11-13,35.0
2020-11-14,30.41666
2020-11-15,29.58333
2020-11-16,31.66666
2020-11-17,35.20833
2020-11-18,37.5
2020-11-19,37.5
2020-11-20,30.20833
2020-11-21,22.29166
2020-11-22,30.83333
2020-11-23,34.375
2020-11-24,35.20833
2020-11-25,35.20833
2020-11-26,33.54166
2020-11-27,33.54166
2020-11-28,32.08333
2020-11-29,26.66666
2020-11-30,32.5
2020-12-01,32.08333
2020-12-02,36.66666
2020-12-03,33.75
2020-12-04,31.875
2020-12-05,28.95833
2020-12-06,25.625
2020-12-07,36.04166
2020-12-08,37.5
2020-12-09,37.29166
2020-12-10,40.625
2020-12-11,33.33333
2020-12-12,29.16666
2020-12-13,29.375
2020-12-14,38.75
2020-12-15,36.875
2020-12-16,29.58333
2020-12-17,32.70833
2020-12-18,27.29166
2020-12-19,29.375
2020-12-20,28.33333
2020-12-21,32.91666
2020-12-22,32.5
2020-12-23,31.45833
2020-12-24,25.0
2020-12-25,23.125
2020-12-26,30.625
2020-12-27,31.04166
2020-12-28,38.54166
2020-12-29,34.375
2020-12-30,35.41666
2020-12-31,25.20833
2021-01-01,23.54166
2021-01-02,30.625
2021-01-03,22.91666
2021-01-04,31.04166
2021-01-05,36.45833
2021-01-06,27.91666
2021-01-07,42.5
2021-01-08,28.95833
2021-01-09,29.79166
2021-01-10,33.54166
2021-01-11,33.125
2021-01-12,39.375
2021-01-13,42.08333
2021-01-14,32.91666
2021-01-15,32.91666
2021-01-16,26.66666
2021-01-17,35.625
2021-01-18,33.125
2021-01-19,32.91666
2021-01-20,40.41666
2021-01-21,30.83333
2021-01-22,28.95833
2021-01-23,31.04166
2021-01-24,27.29166
2021-01-25,33.33333
2021-01-26,30.41666
2021-01-27,32.29166
2021-01-28,32.5
2021-01-29,31.66666
2021-01-30,29.16666
2021-01-31,30.83333
2021-02-01,26.04166
2021-02-02,27.29166
2021-02-03,34.16666
2021-02-04,36.04166
2021-02-05,33.75
2021-02-06,28.125
2021-02-07,30.83333
2021-02-08,34.375
2021-02-09,31.875
2021-02-10,26.45833
2021-02-11,27.29166
2021-02-12,26.25
2021-02-13,23.125
2021-02-14,29.16666
2021-02-15,32.70833
2021-02-16,25.41666
2021-02-17,33.125
2021-02-18,25.83333
2021-02-19,24.58333
2021-02-20,26.04166
2021-02-21,31.875
2021-02-22,32.5
2021-02-23,29.16666
2021-02-24,32.5
2021-02-25,28.54166
2021-02-26,28.33333
2021-02-27,23.95833
2021-02-28,28.125
2021-03-01,26.875
2021-03-02,31.04166
2021-03-03,38.95833
2021-03-04,31.04166
2021-03-05,32.70833
2021-03-06,30.83333
2021-03-07,31.45833
2021-03-08,30.83333
2021-03-09,35.625
2021-03-10,35.41666
2021-03-11,34.16666
2021-03-12,34.375
2021-03-13,26.25
2021-03-14,32.29166
2021-03-15,34.58333
2021-03-16,35.20833
2021-03-17,35.41666
2021-03-18,35.83333
2021-03-19,35.0
2021-03-20,23.75
2021-03-21,34.16666
2021-03-22,37.08333
2021-03-23,36.66666
2021-03-24,30.83333
2021-03-25,36.66666
2021-03-26,38.75
2021-03-27,36.45833
2021-03-28,30.20833
2021-03-29,38.125
2021-03-30,30.0
2021-03-31,34.58333
2021-04-01,30.625
2021-04-02,29.16666
2021-04-03,28.95833
2021-04-04,32.08333
2021-04-05,35.83333
2021-04-06,38.33333
2021-04-07,38.33333
2021-04-08,34.375
2021-04-09,35.20833
2021-04-10,26.04166
2021-04-11,35.83333
2021-04-12,37.5
2021-04-13,36.04166
2021-04-14,36.25
2021-04-15,37.5
2021-04-16,38.125
2021-04-17,28.95833
2021-04-18,30.20833
2021-04-19,29.16666
2021-04-20,35.0
2021-04-21,33.54166
2021-04-22,37.91666
2021-04-23,30.625
2021-04-24,33.33333
2021-04-25,27.70833
2021-04-26,34.79166
2021-04-27,40.41666
2021-04-28,31.66666
2021-04-29,32.70833
2021-04-30,34.375
2021-05-01,30.625
2021-05-02,32.08333
2021-05-03,33.75
2021-05-04,38.33333
2021-05-05,25.625
2021-05-06,35.0
2021-05-07,32.29166
2021-05-08,27.91666
2021-05-09,27.91666
2021-05-10,29.58333
2021-05-11,36.25
2021-05-12,41.66666
2021-05-13,29.58333
2021-05-14,37.91666
2021-05-15,27.70833
2021-05-16,28.125
2021-05-17,36.04166
2021-05-18,34.58333
2021-05-19,26.25
2021-05-20,31.875
2021-05-21,35.625
2021-05-22,27.91666
2021-05-23,31.25
2021-05-24,32.91666
2021-05-25,43.33333
2021-05-26,39.79166
2021-05-27,37.70833
2021-05-28,33.95833
2021-05-29,24.16666
2021-05-30,33.54166
2021-05-31,35.41666
2021-06-01,35.83333
2021-06-02,38.33333
2021-06-03,32.70833
2021-06-04,39.16666
2021-06-05,28.125
2021-06-06,32.08333
2021-06-07,40.41666
2021-06-08,42.5
2021-06-09,32.91666
2021-06-10,37.29166
2021-06-11,31.875
2021-06-12,26.45833
2021-06-13,38.95833
2021-06-14,38.75
2021-06-15,38.95833
2021-06-16,35.20833
2021-06-17,32.5
2021-06-18,31.45833
2021-06-19,25.83333
2021-06-20,27.70833
2021-06-21,37.08333
2021-06-22,35.625
2021-06-23,42.5
2021-06-24,31.66666
2021-06-25,29.16666
2021-06-26,26.45833
2021-06-27,27.91666
2021-06-28,32.5
2021-06-29,29.79166
2021-06-30,33.33333
2021-07-01,30.20833
2021-07-02,30.41666
2021-07-03,23.95833
2021-07-04,25.20833
2021-07-05,29.375
2021-07-06,32.08333
2021-07-07,30.41666
2021-07-08,31.04166
2021-07-09,31.45833
2021-07-10,23.125
2021-07-11,30.41666
2021-07-12,32.70833
2021-07-13,31.66666
2021-07-14,35.41666
2021-07-15,31.25
2021-07-16,28.125
2021-07-17,22.29166
2021-07-18,28.54166
2021-07-19,35.83333
2021-07-20,36.45833
2021-07-21,28.54166
2021-07-22,25.41666
2021-07-23,32.91666
2021-07-24,24.79166
2021-07-25,26.66666
2021-07-26,34.58333
2021-07-27,27.70833
2021-07-28,28.54166
2021-07-29,29.375
2021-07-30,30.41666
2021-07-31,21.45833
2021-08-01,30.83333
2021-08-02,29.375
2021-08-03,28.75
2021-08-04,33.125
2021-08-05,29.375
2021-08-06,29.79166
2021-08-07,28.75
2021-08-08,27.29166
2021-08-09,31.66666
2021-08-10,28.75
2021-08-11,30.41666
2021-08-12,27.29166
2021-08-13,31.66666
2021-08-14,26.875
2021-08-15,26.875
2021-08-16,33.95833
2021-08-17,31.25
2021-08-18,32.29166
2021-08-19,39.79166
2021-08-20,34.79166
2021-08-21,27.29166
2021-08-22,27.5
2021-08-23,38.95833
2021-08-24,35.83333
2021-08-25,31.45833
2021-08-26,38.95833
2021-08-27,37.70833
2021-08-28,27.91666
2021-08-29,27.5
2021-08-30,41.04166
2021-08-31,39.58333
2021-09-01,33.95833
2021-09-02,33.125
2021-09-03,29.79166
2021-09-04,26.66666
2021-09-05,31.875
2021-09-06,35.625
2021-09-07,36.45833
2021-09-08,32.29166
2021-09-09,29.58333
2021-09-10,30.83333
2021-09-11,28.75
2021-09-12,29.375
2021-09-13,33.54166
2021-09-14,32.08333
2021-09-15,31.45833
2021-09-16,29.58333
2021-09-17,29.58333
2021-09-18,22.29166
2021-09-19,23.54166
2021-09-20,22.08333
2021-09-21,22.70833
2021-09-22,28.33333
2021-09-23,34.79166
2021-09-24,32.29166
2021-09-25,30.20833
2021-09-26,29.16666
2021-09-27,32.91666
2021-09-28,35.0
2021-09-29,43.33333
2021-09-30,31.04166
2021-10-01,31.66666
2021-10-02,33.75
