date,삼성주식시세
2020-09-16,2.90652
2020-09-17,1.96386
2020-09-18,2.27808
2020-09-19,1.21759
2020-09-20,1.41398
2020-09-21,2.12097
2020-09-22,2.2388
2020-09-23,2.16025
2020-09-24,2.35663
2020-09-25,1.53181
2020-09-26,0.8641
2020-09-27,1.61036
2020-09-28,1.68892
2020-09-29,1.3747
2020-09-30,0.82482
2020-10-01,1.45326
2020-10-02,1.3747
2020-10-03,1.92458
2020-10-04,1.64964
2020-10-05,2.55302
2020-10-06,2.67085
2020-10-07,2.12097
2020-10-08,2.63157
2020-10-09,2.16025
2020-10-10,2.2388
2020-10-11,2.19952
2020-10-12,3.77062
2020-10-13,3.41712
2020-10-14,3.88845
2020-10-15,3.4564
2020-10-16,2.94579
2020-10-17,2.5923
2020-10-18,2.16025
2020-10-19,3.967
2020-10-20,3.02435
2020-10-21,3.37784
2020-10-22,2.98507
2020-10-23,2.27808
2020-10-24,0.98193
2020-10-25,41.90887
2020-10-26,25.60879
2020-10-27,12.0974
2020-10-28,5.38098
2020-10-29,4.98821
2020-10-30,4.12411
2020-10-31,3.57423
2020-11-01,3.33857
2020-11-02,5.30243
2020-11-03,3.06362
2020-11-04,4.24194
2020-11-05,3.92772
2020-11-06,3.22073
2020-11-07,2.08169
2020-11-08,2.67085
2020-11-09,3.967
2020-11-10,4.04556
2020-11-11,3.69206
2020-11-12,2.31736
2020-11-13,2.55302
2020-11-14,0.78554
2020-11-15,0.90337
2020-11-16,3.41712
2020-11-17,3.22073
2020-11-18,2.35663
2020-11-19,1.88531
2020-11-20,1.61036
2020-11-21,1.68892
2020-11-22,1.21759
2020-11-23,3.1029
2020-11-24,2.98507
2020-11-25,3.22073
2020-11-26,6.79497
2020-11-27,8.40534
2020-11-28,6.95208
2020-11-29,7.34485
2020-11-30,7.85545
2020-12-01,9.46582
2020-12-02,8.79811
2020-12-03,9.07305
2020-12-04,12.25451
2020-12-05,11.66535
2020-12-06,14.72898
2020-12-07,20.81696
2020-12-08,14.6897
2020-12-09,12.80439
2020-12-10,11.74391
2020-12-11,13.74705
2020-12-12,11.39041
2020-12-13,11.42969
2020-12-14,18.81382
2020-12-15,14.61115
2020-12-16,11.03692
2020-12-17,14.10054
2020-12-18,11.15475
2020-12-19,10.44776
2020-12-20,8.48389
2020-12-21,16.7714
2020-12-22,16.30007
2020-12-23,17.75333
2020-12-24,17.75333
2020-12-25,13.51139
2020-12-26,11.70463
2020-12-27,11.78318
2020-12-28,28.16182
2020-12-29,22.34878
2020-12-30,26.19795
2020-12-31,23.44854
2021-01-01,17.43912
2021-01-02,16.81068
2021-01-03,20.38491
2021-01-04,39.59151
2021-01-05,42.61586
2021-01-06,44.65828
2021-01-07,31.26472
2021-01-08,39.04163
2021-01-09,27.21916
2021-01-10,25.88373
2021-01-11,56.87352
2021-01-12,57.97329
2021-01-13,45.12961
2021-01-14,41.67321
2021-01-15,34.72113
2021-01-16,19.91358
2021-01-17,20.81696
2021-01-18,100.0
2021-01-19,65.71091
2021-01-20,42.73369
2021-01-21,38.84524
2021-01-22,38.41319
2021-01-23,19.7172
2021-01-24,16.57501
2021-01-25,34.56402
2021-01-26,41.67321
2021-01-27,34.64257
2021-01-28,46.97564
2021-01-29,46.73998
2021-01-30,22.85938
2021-01-31,16.14296
2021-02-01,34.72113
2021-02-02,38.09897
2021-02-03,39.27729
2021-02-04,37.98114
2021-02-05,34.87824
2021-02-06,14.80754
2021-02-07,11.07619
2021-02-08,30.67556
2021-02-09,31.38256
2021-02-10,25.80518
2021-02-11,10.60487
2021-02-12,14.37549
2021-02-13,15.71091
2021-02-14,17.6355
2021-02-15,38.5703
2021-02-16,38.88452
2021-02-17,35.23173
2021-02-18,36.01728
2021-02-19,34.7604
2021-02-20,20.62058
2021-02-21,19.12804
2021-02-22,35.34956
2021-02-23,40.21995
2021-02-24,36.4886
2021-02-25,38.41319
2021-02-26,36.41005
2021-02-27,17.39984
2021-02-28,21.99528
2021-03-01,15.20031
2021-03-02,30.40062
2021-03-03,29.9293
2021-03-04,31.38256
2021-03-05,28.55459
2021-03-06,12.68656
2021-03-07,12.84367
2021-03-08,32.40377
2021-03-09,34.09269
2021-03-10,34.44619
2021-03-11,34.60329
2021-03-12,32.63943
2021-03-13,18.93165
2021-03-14,19.40298
2021-03-15,31.50039
2021-03-16,34.2498
2021-03-17,33.18931
2021-03-18,30.59701
2021-03-19,25.72663
2021-03-20,12.72584
2021-03-21,12.92223
2021-03-22,29.10447
2021-03-23,27.88688
2021-03-24,25.13747
2021-03-25,23.80204
2021-03-26,26.63
2021-03-27,12.05813
2021-03-28,11.62608
2021-03-29,26.90494
2021-03-30,22.97721
2021-03-31,22.70227
2021-04-01,28.7117
2021-04-02,32.08955
2021-04-03,15.16103
2021-04-04,11.94029
2021-04-05,30.32207
2021-04-06,38.60958
2021-04-07,40.2985
2021-04-08,35.31029
2021-04-09,32.75726
2021-04-10,12.41162
2021-04-11,9.93715
2021-04-12,30.16496
2021-04-13,29.2223
2021-04-14,29.9293
2021-04-15,30.00785
2021-04-16,28.98664
2021-04-17,13.04006
2021-04-18,11.5868
2021-04-19,26.63
2021-04-20,27.14061
2021-04-21,28.86881
2021-04-22,29.69363
2021-04-23,29.30086
2021-04-24,13.07934
2021-04-25,11.39041
2021-04-26,29.61508
2021-04-27,27.92615
2021-04-28,29.61508
2021-04-29,32.32521
2021-04-30,31.06834
2021-05-01,14.61115
2021-05-02,13.78633
2021-05-03,34.79968
2021-05-04,31.46111
2021-05-05,14.61115
2021-05-06,26.9835
2021-05-07,28.3582
2021-05-08,9.70149
2021-05-09,8.56245
2021-05-10,32.28593
2021-05-11,33.46425
2021-05-12,41.90887
2021-05-13,53.57423
2021-05-14,48.07541
2021-05-15,18.61743
2021-05-16,13.98271
2021-05-17,39.12018
2021-05-18,36.60644
2021-05-19,15.0432
2021-05-20,38.84524
2021-05-21,38.53102
2021-05-22,15.20031
2021-05-23,14.13982
2021-05-24,40.2985
2021-05-25,34.87824
2021-05-26,35.23173
2021-05-27,39.39512
2021-05-28,36.88138
2021-05-29,15.20031
2021-05-30,10.44776
2021-05-31,31.02906
2021-06-01,32.63943
2021-06-02,35.46739
2021-06-03,42.10526
2021-06-04,35.89945
2021-06-05,13.51139
2021-06-06,11.27258
2021-06-07,36.72427
2021-06-08,36.01728
2021-06-09,31.22545
2021-06-10,30.71484
2021-06-11,29.53652
2021-06-12,9.62293
2021-06-13,9.8586
2021-06-14,28.51531
2021-06-15,28.43676
2021-06-16,30.47918
2021-06-17,29.30086
2021-06-18,28.31893
2021-06-19,10.7227
2021-06-20,9.30871
2021-06-21,31.81461
2021-06-22,31.73605
2021-06-23,30.4399
2021-06-24,32.1681
2021-06-25,33.66064
2021-06-26,11.78318
2021-06-27,8.95522
2021-06-28,30.87195
2021-06-29,28.82953
2021-06-30,27.96543
2021-07-01,25.64807
2021-07-02,28.47604
2021-07-03,10.21209
2021-07-04,7.93401
2021-07-05,25.56952
2021-07-06,29.10447
2021-07-07,32.01099
2021-07-08,31.6575
2021-07-09,36.8421
2021-07-10,10.64414
2021-07-11,10.80125
2021-07-12,31.89316
2021-07-13,32.01099
2021-07-14,28.82953
2021-07-15,30.47918
2021-07-16,28.3582
2021-07-17,10.56559
2021-07-18,7.58051
2021-07-19,28.47604
2021-07-20,29.9293
2021-07-21,30.32207
2021-07-22,35.50667
2021-07-23,31.73605
2021-07-24,12.84367
2021-07-25,8.56245
2021-07-26,30.87195
2021-07-27,32.99293
2021-07-28,33.30714
2021-07-29,35.07462
2021-07-30,28.98664
2021-07-31,12.0974
2021-08-01,9.19088
2021-08-02,29.45797
2021-08-03,38.37391
2021-08-04,50.54988
2021-08-05,46.46504
2021-08-06,41.83032
2021-08-07,13.58994
2021-08-08,11.94029
2021-08-09,49.72505
2021-08-10,55.6952
2021-08-11,55.06677
2021-08-12,66.53574
2021-08-13,93.00864
2021-08-14,32.1681
2021-08-15,20.65985
2021-08-16,31.34328
2021-08-17,67.43912
2021-08-18,62.21523
2021-08-19,66.61429
2021-08-20,61.70463
2021-08-21,24.07698
2021-08-22,21.36684
2021-08-23,62.17596
2021-08-24,69.52081
2021-08-25,66.49646
2021-08-26,61.11547
2021-08-27,55.06677
2021-08-28,18.18538
2021-08-29,14.02199
2021-08-30,48.93951
2021-08-31,52.90652
2021-09-01,55.53809
2021-09-02,51.96386
2021-09-03,46.34721
2021-09-04,16.84996
2021-09-05,12.05813
2021-09-06,48.07541
2021-09-07,47.99685
2021-09-08,46.58287
2021-09-09,48.54673
2021-09-10,41.63393
2021-09-11,13.19717
2021-09-12,10.44776
2021-09-13,38.96307
2021-09-14,47.17203
2021-09-15,41.63393
2021-09-16,41.39827
2021-09-17,36.52788
2021-09-18,12.64728
2021-09-19,8.40534
2021-09-20,8.95522
2021-09-21,10.40848
2021-09-22,12.25451
2021-09-23,40.73055
2021-09-24,38.02042
2021-09-25,14.21838
2021-09-26,10.05498
2021-09-27,35.86017
2021-09-28,36.56716
2021-09-29,48.74312
2021-09-30,42.8908
2021-10-01,43.47996
2021-10-02,13.78633
2021-10-03,9.42655
2021-10-04,17.91044
2021-10-05,52.19952
2021-10-06,51.41398
2021-10-07,47.44697
2021-10-08,49.33228
2021-10-09,17.47839
2021-10-10,13.94344
2021-10-11,16.61429
2021-10-12,65.75019
2021-10-13,61.42969
2021-10-14,60.84053
2021-10-15,55.26315
2021-10-16,19.08876
2021-10-17,12.9615
2021-10-18,47.80047
2021-10-19,44.85467
2021-10-20,40.84838
2021-10-21,41.94815
2021-10-22,37.90259
2021-10-23,14.65043
2021-10-24,11.94029
2021-10-25,42.65514
2021-10-26,42.0267
2021-10-27,40.06284
2021-10-28,43.51924
2021-10-29,41.35899
2021-10-30,14.1791
2021-10-31,11.86174
2021-11-01,42.85153
2021-11-02,48.58601
2021-11-03,41.79104
2021-11-04,43.87274
2021-11-05,40.10212
2021-11-06,12.84367
2021-11-07,9.70149
2021-11-08,41.47682
2021-11-09,37.98114
2021-11-10,35.58523
2021-11-11,38.09897
2021-11-12,34.13197
2021-11-13,11.31186
2021-11-14,11.5868
2021-11-15,37.98114
2021-11-16,40.06284
2021-11-17,38.84524
2021-11-18,36.95993
2021-11-19,34.68185
2021-11-20,11.66535
2021-11-21,10.05498
2021-11-22,58.83739
2021-11-23,55.77376
2021-11-24,54.67399
2021-11-25,47.17203
2021-11-26,40.57344
2021-11-27,16.53574
2021-11-28,12.37234
2021-11-29,44.85467
2021-11-30,46.26865
2021-12-01,49.41084
2021-12-02,56.20581
2021-12-03,47.87902
2021-12-04,14.76826
2021-12-05,12.52945
2021-12-06,52.86724
2021-12-07,54.98821
2021-12-08,60.44776
2021-12-09,59.03377
2021-12-10,52.51374
2021-12-11,16.41791
2021-12-12,11.27258
2021-12-13,49.84289
2021-12-14,44.54045
2021-12-15,45.05106
2021-12-16,45.99371
2021-12-17,42.10526
2021-12-18,15.0432
2021-12-19,10.80125
2021-12-20,41.5161
2021-12-21,44.34406
2021-12-22,50.8641
2021-12-23,57.69835
2021-12-24,56.20581
2021-12-25,17.51767
2021-12-26,15.86802
2021-12-27,52.2388
2021-12-28,46.93637
2021-12-29,49.17517
2021-12-30,46.62215
2021-12-31,31.34328
2022-01-01,12.0974
2022-01-02,11.82246
2022-01-03,46.1901
2022-01-04,41.24116
2022-01-05,44.1084
2022-01-06,41.59465
2022-01-07,48.90023
2022-01-08,15.63236
2022-01-09,14.92537
2022-01-10,43.28358
2022-01-11,43.00864
2022-01-12,47.72191
2022-01-13,45.71877
2022-01-14,43.2443
2022-01-15,14.13982
2022-01-16,13.04006
2022-01-17,36.64571
2022-01-18,39.55223
2022-01-19,38.21681
2022-01-20,39.94501
2022-01-21,37.66692
2022-01-22,13.315
2022-01-23,12.01885
2022-01-24,46.54359
2022-01-25,49.01806
2022-01-26,46.50432
2022-01-27,61.27258
2022-01-28,55.53809
2022-01-29,17.71406
2022-01-30,11.70463
2022-01-31,11.78318
2022-02-01,16.61429
2022-02-02,15.3967
2022-02-03,51.21759
2022-02-04,50.31421
2022-02-05,16.33935
2022-02-06,11.70463
2022-02-07,48.35035
2022-02-08,45.60094
2022-02-09,45.36527
2022-02-10,48.23252
2022-02-11,43.87274
2022-02-12,14.88609
2022-02-13,10.91908
2022-02-14,43.04791
2022-02-15,42.26237
2022-02-16,41.67321
2022-02-17,45.05106
2022-02-18,41.35899
2022-02-19,12.21523
2022-02-20,10.32992
2022-02-21,41.35899
2022-02-22,43.28358
2022-02-23,41.94815
2022-02-24,56.0487
2022-02-25,52.08169
2022-02-26,15.63236
2022-02-27,12.88295
2022-02-28,42.81225
2022-03-01,18.4996
2022-03-02,40.96622
2022-03-03,41.98743
2022-03-04,43.47996
2022-03-05,15.20031
2022-03-06,10.60487
2022-03-07,50.8641
2022-03-08,55.38098
2022-03-09,21.0919
2022-03-10,56.99135
2022-03-11,51.68892
2022-03-12,15.27886
2022-03-13,15.12175
2022-03-14,51.3747
2022-03-15,49.33228
2022-03-16,51.49253
2022-03-17,56.59858
2022-03-18,49.6465
2022-03-19,17.59622
2022-03-20,14.45404
2022-03-21,45.16889
2022-03-22,46.34721
2022-03-23,42.81225
2022-03-24,46.34721
2022-03-25,42.85153
2022-03-26,15.47525
2022-03-27,9.93715
2022-03-28,42.18381
2022-03-29,44.38334
2022-03-30,43.87274
2022-03-31,41.63393
2022-04-01,41.59465
2022-04-02,12.52945
2022-04-03,11.07619
2022-04-04,44.1084
2022-04-05,44.4619
2022-04-06,47.68263
2022-04-07,52.51374
2022-04-08,51.61036
2022-04-09,15.75019
2022-04-10,13.70777
2022-04-11,45.79732
2022-04-12,50.78554
2022-04-13,51.84603
2022-04-14,53.69206
2022-04-15,51.25687
2022-04-16,15.20031
2022-04-17,12.68656
2022-04-18,52.90652
2022-04-19,53.49567
2022-04-20,54.43833
2022-04-21,54.75255
2022-04-22,47.99685
2022-04-23,14.80754
2022-04-24,13.27572
2022-04-25,50.82482
2022-04-26,51.96386
2022-04-27,54.94893
2022-04-28,58.56245
2022-04-29,65.16103
2022-04-30,19.79575
2022-05-01,15.51453
2022-05-02,56.08798
2022-05-03,57.54124
2022-05-04,57.2663
2022-05-05,21.4454
2022-05-06,55.06677
2022-05-07,15.98586
2022-05-08,11.19402
2022-05-09,51.41398
2022-05-10,53.1029
2022-05-11,51.25687
2022-05-12,51.64964
2022-05-13,55.14532
2022-05-14,18.69599
2022-05-15,11.94029
2022-05-16,51.21759
2022-05-17,51.06048
2022-05-18,55.10604
2022-05-19,53.77062
2022-05-20,59.97643
2022-05-21,22.89866
2022-05-22,15.43597
2022-05-23,55.22388
2022-05-24,52.35663
2022-05-25,50.70699
2022-05-26,47.01492
2022-05-27,42.93008
2022-05-28,12.72584
2022-05-29,10.68342
2022-05-30,46.26865
2022-05-31,46.07227
2022-06-01,19.95286
2022-06-02,40.45561
2022-06-03,38.21681
2022-06-04,11.66535
2022-06-05,11.27258
2022-06-06,12.72584
2022-06-07,37.90259
2022-06-08,41.86959
2022-06-09,45.75805
2022-06-10,47.52553
2022-06-11,15.9073
2022-06-12,14.92537
2022-06-13,60.13354
2022-06-14,71.17046
2022-06-15,69.16732
2022-06-16,65.59308
2022-06-17,78.51531
2022-06-18,29.30086
2022-06-19,21.7989
2022-06-20,79.14375
2022-06-21,77.33699
2022-06-22,79.0652
2022-06-23,79.30086
2022-06-24,72.50589
2022-06-25,27.76904
2022-06-26,21.24901
2022-06-27,71.0919
2022-06-28,68.02827
2022-06-29,66.2608
2022-06-30,68.06755
2022-07-01,75.33385
2022-07-02,26.43362
2022-07-03,21.13118
2022-07-04,70.26708
2022-07-05,68.02827
2022-07-06,72.3095
2022-07-07,77.65121
2022-07-08,73.95915
2022-07-09,24.15553
2022-07-10,17.75333
2022-07-11,66.57501
2022-07-12,69.56009
2022-07-13,66.49646
2022-07-14,65.31814
2022-07-15,69.32443
2022-07-16,24.74469
2022-07-17,20.18853
2022-07-18,77.37627
2022-07-19,77.65121
2022-07-20,70.34564
2022-07-21,73.36999
2022-07-22,68.46032
2022-07-23,21.48468
2022-07-24,16.92851
2022-07-25,65.08248
2022-07-26,64.37549
2022-07-27,60.56559
2022-07-28,67.91044
2022-07-29,58.75883
2022-07-30,18.46032
2022-07-31,14.49332
2022-08-01,53.33857
2022-08-02,55.57737
2022-08-03,51.80675
2022-08-04,51.0212
2022-08-05,56.00942
2022-08-06,16.49646
2022-08-07,13.43283
2022-08-08,51.25687
2022-08-09,54.43833
2022-08-10,54.98821
2022-08-11,61.15475
2022-08-12,58.79811
2022-08-13,18.4996
2022-08-14,14.84681
2022-08-15,19.08876
2022-08-16,56.40219
2022-08-17,52.86724
2022-08-18,52.78868
2022-08-19,51.3747
2022-08-20,15.0432
2022-08-21,12.80439
2022-08-22,54.35978
2022-08-23,52.04241
2022-08-24,51.17831
2022-08-25,54.16339
2022-08-26,49.68578
2022-08-27,15.3967
2022-08-28,12.13668
2022-08-29,54.98821
2022-08-30,55.77376
2022-08-31,49.80361
2022-09-01,50.19638
2022-09-02,47.99685
2022-09-03,15.3967
2022-09-04,11.82246
2022-09-05,47.99685
2022-09-06,42.45875
2022-09-07,52.2388
2022-09-08,43.28358
2022-09-09,14.13982
2022-09-10,11.46897
2022-09-11,12.49018
2022-09-12,15.12175
2022-09-13,62.9615
2022-09-14,68.42105
2022-09-15,57.85545
2022-09-16,56.87352
2022-09-17,17.20345
2022-09-18,14.61115
2022-09-19,52.86724
2022-09-20,50.5106
2022-09-21,55.42026
2022-09-22,63.90416
2022-09-23,59.26944
2022-09-24,17.24273
2022-09-25,12.37234
2022-09-26,67.20345
2022-09-27,64.1791
2022-09-28,66.2608
2022-09-29,65.82875
2022-09-30,59.03377
2022-10-01,18.57816
2022-10-02,15.00392
2022-10-03,19.32443
2022-10-04,61.39041
2022-10-05,62.76512
2022-10-06,62.33307
2022-10-07,60.13354
2022-10-08,18.65671
2022-10-09,13.78633
2022-10-10,17.04634
2022-10-11,56.36292
2022-10-12,52.74941
2022-10-13,50.0
2022-10-14,50.1571
2022-10-15,17.24273
2022-10-16,13.11861
2022-10-17,55.49882
2022-10-18,49.09662
2022-10-19,44.65828
2022-10-20,42.06598
2022-10-21,40.10212
2022-10-22,13.62922
2022-10-23,11.66535
2022-10-24,44.57973
2022-10-25,50.62843
2022-10-26,55.38098
2022-10-27,69.95286
2022-10-28,54.04556
2022-10-29,16.61429
2022-10-30,10.25137
2022-10-31,53.92772
2022-11-01,56.32364
2022-11-02,51.53181
2022-11-03,51.61036
2022-11-04,45.91516
2022-11-05,13.58994
2022-11-06,9.30871
2022-11-07,44.22623
2022-11-08,52.74941
2022-11-09,55.34171
2022-11-10,46.66142
2022-11-11,62.25451
2022-11-12,19.91358
2022-11-13,12.88295
2022-11-14,52.12097
2022-11-15,54.20267
2022-11-16,50.07855
2022-11-17,51.64964
2022-11-18,46.54359
2022-11-19,13.70777
2022-11-20,11.11547
2022-11-21,41.83032
2022-11-22,38.96307
2022-11-23,43.83346
2022-11-24,42.96936
2022-11-25,36.3315
2022-11-26,9.81932
2022-11-27,8.09112
2022-11-28,37.35271
2022-11-29,37.11704
2022-11-30,41.08405
2022-12-01,48.90023
2022-12-02,38.76669
2022-12-03,10.3692
2022-12-04,9.07305
2022-12-05,41.12333
2022-12-06,38.60958
2022-12-07,37.35271
2022-12-08,39.12018
2022-12-09,38.45247
2022-12-10,10.29065
2022-12-11,9.58366
2022-12-12,36.72427
2022-12-13,35.89945
2022-12-14,35.03534
2022-12-15,37.94186
2022-12-16,37.86331
2022-12-17,9.70149
2022-12-18,9.54438
2022-12-19,34.05341
2022-12-20,32.75726
2022-12-21,33.11076
2022-12-22,33.8963
2022-12-23,35.89945
2022-12-24,9.74076
2022-12-25,8.44461
2022-12-26,32.44304
2022-12-27,34.64257
2022-12-28,34.87824
2022-12-29,35.93872
2022-12-30,29.30086
2022-12-31,7.89473
2023-01-01,7.93401
2023-01-02,36.95993
2023-01-03,38.09897
2023-01-04,42.26237
2023-01-05,38.21681
2023-01-06,44.57973
2023-01-07,12.88295
2023-01-08,10.52631
2023-01-09,44.18695
2023-01-10,43.87274
2023-01-11,40.02356
2023-01-12,38.84524
2023-01-13,38.80597
2023-01-14,11.90102
2023-01-15,9.78004
2023-01-16,37.15632
2023-01-17,35.27101
2023-01-18,34.52474
2023-01-19,33.22859
2023-01-20,33.30714
2023-01-21,8.48389
2023-01-22,7.4234
2023-01-23,8.1304
2023-01-24,10.01571
2023-01-25,43.36213
2023-01-26,44.89395
2023-01-27,50.11783
2023-01-28,15.16103
2023-01-29,11.11547
2023-01-30,44.22623
2023-01-31,41.90887
2023-02-01,46.50432
2023-02-02,47.72191
2023-02-03,42.81225
2023-02-04,12.01885
2023-02-05,8.95522
2023-02-06,41.47682
2023-02-07,41.90887
2023-02-08,44.85467
2023-02-09,42.0267
2023-02-10,38.5703
2023-02-11,10.44776
2023-02-12,7.81618
2023-02-13,38.88452
2023-02-14,35.978
2023-02-15,37.94186
2023-02-16,38.02042
2023-02-17,35.70306
2023-02-18,10.60487
2023-02-19,6.99135
2023-02-20,36.37077
2023-02-21,34.79968
2023-02-22,35.74234
2023-02-23,33.30714
2023-02-24,32.67871
2023-02-25,10.01571
2023-02-26,6.20581
2023-02-27,31.61822
2023-02-28,30.55773
2023-03-01,14.72898
2023-03-02,31.34328
2023-03-03,27.72977
2023-03-04,8.60172
2023-03-05,6.83424
2023-03-06,29.02592
2023-03-07,32.83582
2023-03-08,30.4399
2023-03-09,30.16496
2023-03-10,28.55459
2023-03-11,9.89787
2023-03-12,7.50196
2023-03-13,33.97486
2023-03-14,36.01728
2023-03-15,37.43126
2023-03-16,36.21366
2023-03-17,34.36763
2023-03-18,9.23016
2023-03-19,6.99135
2023-03-20,31.57894
2023-03-21,30.98978
2023-03-22,28.04399
2023-03-23,35.19245
2023-03-24,31.06834
2023-03-25,9.42655
2023-03-26,6.52003
2023-03-27,29.81146
2023-03-28,32.75726
2023-03-29,31.06834
2023-03-30,34.79968
2023-03-31,34.99607
2023-04-01,10.01571
2023-04-02,8.24823
2023-04-03,32.79654
2023-04-04,35.54595
2023-04-05,36.01728
2023-04-06,32.5216
2023-04-07,49.60722
2023-04-08,12.56873
2023-04-09,9.62293
2023-04-10,45.12961
2023-04-11,45.20816
2023-04-12,39.12018
2023-04-13,42.34092
2023-04-14,41.24116
2023-04-15,9.97643
2023-04-16,6.48075
2023-04-17,36.3315
2023-04-18,37.58837
2023-04-19,32.99293
2023-04-20,33.54281
2023-04-21,31.93244
2023-04-22,7.69835
2023-04-23,6.95208
2023-04-24,31.18617
2023-04-25,33.46425
2023-04-26,33.22859
2023-04-27,33.8963
2023-04-28,35.58523
2023-04-29,9.03377
2023-04-30,6.12725
2023-05-01,14.76826
2023-05-02,31.26472
2023-05-03,28.16182
2023-05-04,28.59387
2023-05-05,10.7227
2023-05-06,7.69835
2023-05-07,6.12725
2023-05-08,27.21916
2023-05-09,28.47604
2023-05-10,25.7659
2023-05-11,27.4941
2023-05-12,26.39434
2023-05-13,6.32364
2023-05-14,5.57737
2023-05-15,26.70856
2023-05-16,26.86567
2023-05-17,26.51217
2023-05-18,26.04084
2023-05-19,36.60644
2023-05-20,10.99764
2023-05-21,7.18774
2023-05-22,36.88138
2023-05-23,35.93872
2023-05-24,33.50353
2023-05-25,36.09583
2023-05-26,43.95129
2023-05-27,12.29379
2023-05-28,9.74076
