date,대법원법원경매정보
2021-01-05,65.60097
2021-01-06,62.98241
2021-01-07,57.23528
2021-01-08,53.17043
2021-01-09,40.29839
2021-01-10,41.95021
2021-01-11,69.21671
2021-01-12,67.94549
2021-01-13,64.96917
2021-01-14,60.74446
2021-01-15,57.84425
2021-01-16,43.05396
2021-01-17,43.91413
2021-01-18,74.66697
2021-01-19,74.33965
2021-01-20,61.73403
2021-01-21,61.3382
2021-01-22,57.82142
2021-01-23,42.72664
2021-01-24,41.62289
2021-01-25,71.36332
2021-01-26,78.83078
2021-01-27,68.52401
2021-01-28,64.24602
2021-01-29,58.96323
2021-01-30,41.77513
2021-01-31,40.67899
2021-02-01,77.11045
2021-02-02,74.86488
2021-02-03,65.26604
2021-02-04,63.05092
2021-02-05,54.76136
2021-02-06,40.6181
2021-02-07,41.91976
2021-02-08,72.95425
2021-02-09,63.75123
2021-02-10,52.75176
2021-02-11,36.24876
2021-02-12,35.75397
2021-02-13,40.79317
2021-02-14,48.33675
2021-02-15,86.31346
2021-02-16,76.48626
2021-02-17,76.34924
2021-02-18,69.38418
2021-02-19,59.51891
2021-02-20,40.32123
2021-02-21,39.423
2021-02-22,71.43944
2021-02-23,73.21306
2021-02-24,62.60942
2021-02-25,57.70723
2021-02-26,50.95531
2021-02-27,39.56763
2021-02-28,36.89579
2021-03-01,50.29306
2021-03-02,71.53079
2021-03-03,66.23277
2021-03-04,64.45154
2021-03-05,56.2381
2021-03-06,41.29557
2021-03-07,39.10329
2021-03-08,73.92859
2021-03-09,72.83245
2021-03-10,66.89502
2021-03-11,62.79972
2021-03-12,61.32298
2021-03-13,39.08807
2021-03-14,39.03478
2021-03-15,75.51191
2021-03-16,68.38699
2021-03-17,64.39826
2021-03-18,57.61589
2021-03-19,52.31026
2021-03-20,41.89693
2021-03-21,36.94907
2021-03-22,68.17386
2021-03-23,65.73037
2021-03-24,60.55416
2021-03-25,58.68919
2021-03-26,52.6452
2021-03-27,42.01111
2021-03-28,38.62373
2021-03-29,69.27
2021-03-30,63.07376
2021-03-31,59.15353
2021-04-01,54.41881
2021-04-02,52.26459
2021-04-03,42.37649
2021-04-04,36.00517
2021-04-05,63.84258
2021-04-06,64.96155
2021-04-07,57.22767
2021-04-08,54.12194
2021-04-09,50.1941
2021-04-10,35.68546
2021-04-11,34.22394
2021-04-12,74.32442
2021-04-13,64.74842
2021-04-14,58.49128
2021-04-15,57.28857
2021-04-16,52.20369
2021-04-17,36.51518
2021-04-18,32.29047
2021-04-19,65.04529
2021-04-20,60.99566
2021-04-21,54.30463
2021-04-22,54.28179
2021-04-23,48.04749
2021-04-24,32.77765
2021-04-25,33.17347
2021-04-26,60.68356
2021-04-27,62.4724
2021-04-28,55.06584
2021-04-29,53.87835
2021-04-30,46.01507
2021-05-01,35.42665
2021-05-02,31.64344
2021-05-03,58.84905
2021-05-04,59.35906
2021-05-05,39.73509
2021-05-06,53.20849
2021-05-07,49.9429
2021-05-08,33.00601
2021-05-09,32.4351
2021-05-10,64.96917
2021-05-11,58.46083
2021-05-12,55.45406
2021-05-13,50.28545
2021-05-14,47.30912
2021-05-15,34.30006
2021-05-16,35.19068
2021-05-17,64.38304
2021-05-18,54.09149
2021-05-19,36.69026
2021-05-20,57.05259
2021-05-21,49.71454
2021-05-22,31.88703
2021-05-23,30.37984
2021-05-24,60.32579
2021-05-25,60.4552
2021-05-26,53.41402
2021-05-27,54.58628
2021-05-28,51.7013
2021-05-29,33.91185
2021-05-30,28.70518
2021-05-31,57.5626
2021-06-01,57.34185
2021-06-02,53.76417
2021-06-03,55.46928
2021-06-04,46.01507
2021-06-05,31.92509
2021-06-06,31.8033
2021-06-07,63.0357
2021-06-08,54.93643
2021-06-09,52.50057
2021-06-10,49.35677
2021-06-11,49.11319
2021-06-12,30.23521
2021-06-13,29.474
2021-06-14,58.70442
2021-06-15,58.14874
2021-06-16,54.51777
2021-06-17,47.26345
2021-06-18,46.68493
2021-06-19,28.70518
2021-06-20,28.26368
2021-06-21,64.89305
2021-06-22,58.49128
2021-06-23,51.78503
2021-06-24,48.80109
2021-06-25,45.1549
2021-06-26,31.75001
2021-06-27,29.58818
2021-06-28,58.93278
2021-06-29,52.91162
2021-06-30,47.91048
2021-07-01,47.33196
2021-07-02,42.66575
2021-07-03,32.42749
2021-07-04,30.14386
2021-07-05,60.10504
2021-07-06,56.7405
2021-07-07,50.91725
2021-07-08,51.15323
2021-07-09,46.58597
2021-07-10,31.55971
2021-07-11,31.94793
2021-07-12,64.47438
2021-07-13,62.31255
2021-07-14,51.83831
2021-07-15,49.11319
2021-07-16,43.95219
2021-07-17,30.93552
2021-07-18,30.6082
2021-07-19,59.85384
2021-07-20,54.56344
2021-07-21,53.55103
2021-07-22,52.78221
2021-07-23,46.70777
2021-07-24,29.77848
2021-07-25,30.14386
2021-07-26,55.69003
2021-07-27,54.76136
2021-07-28,47.96376
2021-07-29,45.83999
2021-07-30,41.59244
2021-07-31,30.08297
2021-08-01,27.59381
2021-08-02,52.20369
2021-08-03,51.57189
2021-08-04,48.35198
2021-08-05,49.60036
2021-08-06,46.59359
2021-08-07,32.51883
2021-08-08,31.46837
2021-08-09,60.42475
2021-08-10,57.63873
2021-08-11,54.97449
2021-08-12,53.50536
2021-08-13,47.08837
2021-08-14,34.94709
2021-08-15,31.8642
2021-08-16,41.61528
2021-08-17,57.98127
2021-08-18,57.54738
2021-08-19,50.89442
2021-08-20,47.12643
2021-08-21,36.53802
2021-08-22,30.76044
2021-08-23,62.38106
2021-08-24,62.63987
2021-08-25,57.64634
2021-08-26,52.25698
2021-08-27,48.89244
2021-08-28,32.67869
2021-08-29,33.1887
2021-08-30,58.66636
2021-08-31,56.51975
2021-09-01,51.65562
2021-09-02,50.74217
2021-09-03,45.69536
2021-09-04,32.20674
2021-09-05,28.24084
2021-09-06,56.44363
2021-09-07,56.83946
2021-09-08,48.40526
2021-09-09,43.79995
2021-09-10,42.11007
2021-09-11,27.21321
2021-09-12,28.69757
2021-09-13,51.23696
2021-09-14,51.18367
2021-09-15,49.11319
2021-09-16,46.36522
2021-09-17,43.16053
2021-09-18,24.78495
2021-09-19,24.74689
2021-09-20,25.72124
2021-09-21,28.30174
2021-09-22,35.22113
2021-09-23,57.50932
2021-09-24,52.43967
2021-09-25,33.68348
2021-09-26,33.56169
2021-09-27,60.28773
2021-09-28,59.48846
2021-09-29,57.1211
2021-09-30,52.54624
2021-10-01,45.67252
2021-10-02,31.66628
2021-10-03,28.06576
2021-10-04,39.32404
2021-10-05,56.9917
2021-10-06,52.85072
2021-10-07,51.77742
2021-10-08,48.73258
2021-10-09,25.77452
2021-10-10,28.30174
2021-10-11,43.76189
2021-10-12,59.19159
2021-10-13,54.52538
2021-10-14,49.03707
2021-10-15,47.01986
2021-10-16,32.66346
2021-10-17,27.12948
2021-10-18,49.33394
2021-10-19,52.53863
2021-10-20,48.08555
2021-10-21,46.31955
2021-10-22,42.87127
2021-10-23,28.27129
2021-10-24,31.15627
2021-10-25,52.66042
2021-10-26,49.96574
2021-10-27,49.34916
2021-10-28,44.87325
2021-10-29,44.88087
2021-10-30,29.30653
2021-10-31,26.65753
2021-11-01,52.22653
2021-11-02,51.14561
2021-11-03,49.47095
2021-11-04,46.92852
2021-11-05,43.0768
2021-11-06,28.67473
2021-11-07,26.01811
2021-11-08,60.4552
2021-11-09,52.67564
2021-11-10,49.14364
2021-11-11,45.16251
2021-11-12,43.5792
2021-11-13,27.30455
2021-11-14,29.08578
2021-11-15,55.09629
2021-11-16,52.0819
2021-11-17,47.4842
2021-11-18,46.56314
2021-11-19,43.09203
2021-11-20,28.17233
2021-11-21,26.96962
2021-11-22,57.06782
2021-11-23,50.95531
2021-11-24,48.54228
2021-11-25,47.26345
2021-11-26,39.93301
2021-11-27,27.80695
2021-11-28,27.15231
2021-11-29,50.33873
2021-11-30,52.29504
2021-12-01,47.15688
2021-12-02,47.01986
2021-12-03,45.74103
2021-12-04,31.07254
2021-12-05,30.42551
2021-12-06,60.06698
2021-12-07,58.78815
2021-12-08,53.49775
2021-12-09,52.87356
2021-12-10,46.32716
2021-12-11,31.46075
2021-12-12,30.48641
2021-12-13,55.05823
2021-12-14,50.90203
2021-12-15,49.98858
2021-12-16,46.69254
2021-12-17,43.91413
2021-12-18,31.00403
2021-12-19,27.6471
2021-12-20,51.75458
2021-12-21,48.98378
2021-12-22,48.39765
2021-12-23,47.02747
2021-12-24,38.99672
2021-12-25,29.42072
2021-12-26,27.81456
2021-12-27,50.61277
2021-12-28,48.39004
2021-12-29,47.00464
2021-12-30,43.06158
2021-12-31,36.72832
2022-01-01,28.48443
2022-01-02,30.05252
2022-01-03,53.2161
2022-01-04,52.8355
2022-01-05,49.66126
2022-01-06,49.9429
2022-01-07,46.5403
2022-01-08,34.10215
2022-01-09,32.33614
2022-01-10,57.92037
2022-01-11,58.86427
2022-01-12,52.57669
2022-01-13,52.05145
2022-01-14,44.66012
2022-01-15,32.42749
2022-01-16,32.21435
2022-01-17,52.78983
2022-01-18,53.23133
2022-01-19,50.96292
2022-01-20,48.18451
2022-01-21,47.24823
2022-01-22,32.69391
2022-01-23,30.65387
2022-01-24,55.56824
2022-01-25,53.23894
2022-01-26,49.01423
2022-01-27,46.7915
2022-01-28,39.19464
2022-01-29,31.11821
2022-01-30,25.49288
2022-01-31,25.57661
2022-02-01,27.90591
2022-02-02,35.93666
2022-02-03,56.45124
2022-02-04,54.37314
2022-02-05,38.76836
2022-02-06,36.33249
2022-02-07,60.3334
2022-02-08,57.90515
2022-02-09,53.0258
2022-02-10,51.79264
2022-02-11,49.33394
2022-02-12,34.46753
2022-02-13,35.18307
2022-02-14,55.80421
2022-02-15,57.02215
2022-02-16,53.80985
2022-02-17,53.94686
2022-02-18,49.60036
2022-02-19,35.36576
2022-02-20,34.74156
2022-02-21,59.89952
2022-02-22,56.24571
2022-02-23,53.78701
2022-02-24,48.89244
2022-02-25,43.39651
2022-02-26,33.12019
2022-02-27,30.15909
2022-02-28,51.85354
2022-03-01,40.58765
2022-03-02,51.98294
2022-03-03,49.33394
2022-03-04,45.04072
2022-03-05,33.08213
2022-03-06,29.96117
2022-03-07,51.96011
2022-03-08,50.70411
2022-03-09,28.24084
2022-03-10,48.05511
2022-03-11,46.46418
2022-03-12,32.44271
2022-03-13,34.262
2022-03-14,62.49524
2022-03-15,52.12757
2022-03-16,50.66605
2022-03-17,51.66324
2022-03-18,49.20453
2022-03-19,35.57889
2022-03-20,31.72718
2022-03-21,56.66438
2022-03-22,53.03341
2022-03-23,51.79264
2022-03-24,48.13123
2022-03-25,46.31955
2022-03-26,33.79767
2022-03-27,29.7252
2022-03-28,57.09065
2022-03-29,54.70046
2022-03-30,49.09796
2022-03-31,50.30828
2022-04-01,44.84281
2022-04-02,31.7424
2022-04-03,28.47682
2022-04-04,55.72048
2022-04-05,53.50536
2022-04-06,50.94009
2022-04-07,49.61558
2022-04-08,43.37367
2022-04-09,29.44355
2022-04-10,26.23125
2022-04-11,53.29222
2022-04-12,50.54426
2022-04-13,51.27502
2022-04-14,47.60599
2022-04-15,43.60204
2022-04-16,29.51967
2022-04-17,28.24084
2022-04-18,53.99254
2022-04-19,52.22653
2022-04-20,49.89723
2022-04-21,46.86001
2022-04-22,42.75709
2022-04-23,29.55773
2022-04-24,29.76326
2022-04-25,51.17606
2022-04-26,53.33028
2022-04-27,48.75542
2022-04-28,44.73624
2022-04-29,43.72383
2022-04-30,26.5129
2022-05-01,26.03334
2022-05-02,50.28545
2022-05-03,48.60318
2022-05-04,45.99984
2022-05-05,31.20956
2022-05-06,42.48306
2022-05-07,29.0325
2022-05-08,26.96962
2022-05-09,51.48816
2022-05-10,48.64885
2022-05-11,47.51465
2022-05-12,47.78868
2022-05-13,41.40975
2022-05-14,27.65471
2022-05-15,26.47484
2022-05-16,53.42924
2022-05-17,48.28347
2022-05-18,49.64603
2022-05-19,45.54312
2022-05-20,41.5011
2022-05-21,26.92395
2022-05-22,26.93156
2022-05-23,47.88003
2022-05-24,48.51944
2022-05-25,47.08076
2022-05-26,45.48222
2022-05-27,42.93217
2022-05-28,27.11425
2022-05-29,28.07338
2022-05-30,51.40443
2022-05-31,47.84958
2022-06-01,32.57212
2022-06-02,45.28431
2022-06-03,43.00068
2022-06-04,28.00487
2022-06-05,27.63949
2022-06-06,33.59214
2022-06-07,48.98378
2022-06-08,49.9429
2022-06-09,46.69254
2022-06-10,40.85407
2022-06-11,25.33302
2022-06-12,27.335
2022-06-13,52.85833
2022-06-14,52.9649
2022-06-15,50.79546
2022-06-16,45.49744
2022-06-17,41.91976
2022-06-18,27.57859
2022-06-19,27.05336
2022-06-20,50.58232
2022-06-21,46.96658
2022-06-22,45.81715
2022-06-23,47.1721
2022-06-24,41.43259
2022-06-25,25.77452
2022-06-26,25.88871
2022-06-27,51.55667
2022-06-28,48.35198
2022-06-29,46.33477
2022-06-30,40.89213
2022-07-01,38.64657
2022-07-02,28.06576
2022-07-03,23.63553
2022-07-04,52.9649
2022-07-05,48.51944
2022-07-06,48.16929
2022-07-07,45.18535
2022-07-08,41.55438
2022-07-09,27.10664
2022-07-10,27.44157
2022-07-11,49.89723
2022-07-12,47.01225
2022-07-13,47.66689
2022-07-14,42.68858
2022-07-15,39.81122
2022-07-16,24.76212
2022-07-17,24.73928
2022-07-18,49.92768
2022-07-19,46.8524
2022-07-20,45.55834
2022-07-21,46.31194
2022-07-22,39.75793
2022-07-23,28.59861
2022-07-24,26.82499
2022-07-25,49.66126
2022-07-26,49.1208
2022-07-27,43.25188
2022-07-28,42.46022
2022-07-29,40.34406
2022-07-30,28.32457
2022-07-31,26.82499
2022-08-01,48.18451
2022-08-02,46.77628
2022-08-03,42.79515
2022-08-04,44.4622
2022-08-05,41.76752
2022-08-06,30.09058
2022-08-07,28.25607
2022-08-08,52.88117
2022-08-09,49.44051
2022-08-10,46.86762
2022-08-11,48.14645
2022-08-12,41.37169
2022-08-13,29.07056
2022-08-14,27.50247
2022-08-15,32.48839
2022-08-16,53.87835
2022-08-17,49.41767
2022-08-18,46.98941
2022-08-19,41.6305
2022-08-20,30.8594
2022-08-21,28.72802
2022-08-22,52.41683
2022-08-23,49.47095
2022-08-24,47.39285
2022-08-25,46.00745
2022-08-26,41.12811
2022-08-27,24.47286
2022-08-28,25.58422
2022-08-29,49.12841
2022-08-30,51.51861
2022-08-31,46.22821
2022-09-01,43.67816
2022-09-02,40.97586
2022-09-03,26.78693
2022-09-04,25.96483
2022-09-05,49.5014
2022-09-06,44.62205
2022-09-07,39.70465
2022-09-08,36.41622
2022-09-09,21.20727
2022-09-10,21.01697
2022-09-11,24.20643
2022-09-12,31.65106
2022-09-13,52.89639
2022-09-14,49.22737
2022-09-15,46.83717
2022-09-16,44.09682
2022-09-17,29.51967
2022-09-18,26.55857
2022-09-19,50.8868
2022-09-20,47.80391
2022-09-21,47.53748
2022-09-22,42.6353
2022-09-23,41.13572
2022-09-24,25.80497
2022-09-25,24.8154
2022-09-26,47.12643
2022-09-27,50.01141
2022-09-28,46.63926
2022-09-29,45.74864
2022-09-30,38.84448
2022-10-01,24.83063
2022-10-02,24.27494
2022-10-03,33.67587
2022-10-04,49.88962
2022-10-05,44.4622
2022-10-06,42.59724
2022-10-07,40.03958
2022-10-08,26.04856
2022-10-09,26.33782
2022-10-10,31.98599
2022-10-11,45.9085
2022-10-12,44.57638
2022-10-13,41.41737
2022-10-14,37.74834
2022-10-15,26.93917
2022-10-16,25.65273
2022-10-17,48.54228
2022-10-18,45.39088
2022-10-19,40.77034
2022-10-20,39.64375
2022-10-21,35.4571
2022-10-22,22.72969
2022-10-23,24.33584
2022-10-24,43.74666
2022-10-25,43.96742
2022-10-26,40.43541
2022-10-27,39.47628
2022-10-28,37.16221
2022-10-29,23.44523
2022-10-30,20.74293
2022-10-31,42.50589
2022-11-01,42.71142
2022-11-02,41.77513
2022-11-03,39.95584
2022-11-04,37.94625
2022-11-05,22.7373
2022-11-06,21.86952
2022-11-07,43.17576
2022-11-08,43.16053
2022-11-09,42.95501
2022-11-10,40.31361
2022-11-11,36.76638
2022-11-12,25.93438
2022-11-13,25.91915
2022-11-14,45.04833
2022-11-15,43.51069
2022-11-16,39.08045
2022-11-17,40.58765
2022-11-18,37.5352
2022-11-19,22.4861
2022-11-20,23.58224
2022-11-21,44.00548
2022-11-22,43.02352
2022-11-23,43.24427
2022-11-24,42.49828
2022-11-25,35.57128
2022-11-26,22.28819
2022-11-27,22.80581
2022-11-28,48.13884
2022-11-29,46.35
2022-11-30,40.72467
2022-12-01,40.22988
2022-12-02,39.14896
2022-12-03,21.08548
2022-12-04,23.47567
2022-12-05,46.09119
2022-12-06,46.14447
2022-12-07,42.98546
2022-12-08,43.34322
2022-12-09,38.13656
2022-12-10,27.66232
2022-12-11,26.80977
2022-12-12,45.86283
2022-12-13,47.06554
2022-12-14,45.48983
2022-12-15,41.34886
2022-12-16,38.46388
2022-12-17,28.88787
2022-12-18,27.31217
2022-12-19,46.97419
2022-12-20,48.489
2022-12-21,47.25584
2022-12-22,44.87325
2022-12-23,39.56763
2022-12-24,27.0153
2022-12-25,25.68318
2022-12-26,45.5964
2022-12-27,44.6525
2022-12-28,41.38692
2022-12-29,41.63812
2022-12-30,35.90621
2022-12-31,25.22645
2023-01-01,24.29017
2023-01-02,46.80672
2023-01-03,46.15208
2023-01-04,45.73342
2023-01-05,43.62487
2023-01-06,40.51153
2023-01-07,28.0886
2023-01-08,28.43114
2023-01-09,48.23018
2023-01-10,50.91725
2023-01-11,43.43457
2023-01-12,45.5964
2023-01-13,42.76471
2023-01-14,31.48359
2023-01-15,27.12186
2023-01-16,48.98378
2023-01-17,45.71058
2023-01-18,45.7867
2023-01-19,41.66856
2023-01-20,35.78442
2023-01-21,22.43282
2023-01-22,23.05701
2023-01-23,29.43594
2023-01-24,34.90142
2023-01-25,50.21694
2023-01-26,46.69254
2023-01-27,46.76866
2023-01-28,28.34741
2023-01-29,29.94595
2023-01-30,53.54342
2023-01-31,52.72893
2023-02-01,48.5575
2023-02-02,46.74583
2023-02-03,43.97503
2023-02-04,28.87264
2023-02-05,26.87828
2023-02-06,51.1989
2023-02-07,48.74019
2023-02-08,49.44812
2023-02-09,47.91048
2023-02-10,44.97982
2023-02-11,30.14386
2023-02-12,29.48922
2023-02-13,54.92882
2023-02-14,52.22653
2023-02-15,46.70777
2023-02-16,45.33759
2023-02-17,43.72383
2023-02-18,30.88985
2023-02-19,28.17233
2023-02-20,51.60995
2023-02-21,50.40724
2023-02-22,47.18733
2023-02-23,45.2158
2023-02-24,41.12049
2023-02-25,27.80695
2023-02-26,26.25409
2023-02-27,47.88003
2023-02-28,42.31559
2023-03-01,31.43792
2023-03-02,56.79378
2023-03-03,46.06835
2023-03-04,26.3226
2023-03-05,27.50247
2023-03-06,56.30661
2023-03-07,48.83915
2023-03-08,45.72581
2023-03-09,45.74864
2023-03-10,38.48671
2023-03-11,23.81822
2023-03-12,26.48245
2023-03-13,50.59754
2023-03-14,45.98462
2023-03-15,45.11684
2023-03-16,40.35167
2023-03-17,38.52477
2023-03-18,25.37108
2023-03-19,23.94762
2023-03-20,46.99703
2023-03-21,45.01027
2023-03-22,43.91413
2023-03-23,43.81517
2023-03-24,39.59808
2023-03-25,23.81822
2023-03-26,23.52135
2023-03-27,47.81913
2023-03-28,44.45459
2023-03-29,43.08441
2023-03-30,38.99672
2023-03-31,37.56565
2023-04-01,22.28819
2023-04-02,22.25013
2023-04-03,42.55157
2023-04-04,42.50589
2023-04-05,45.73342
2023-04-06,42.81799
2023-04-07,36.17264
2023-04-08,21.64877
2023-04-09,21.13115
2023-04-10,49.02184
2023-04-11,51.00098
2023-04-12,41.77513
2023-04-13,40.97586
2023-04-14,37.32206
2023-04-15,24.40435
2023-04-16,22.34147
2023-04-17,45.36043
2023-04-18,49.69171
2023-04-19,43.62487
2023-04-20,43.89129
2023-04-21,37.60371
2023-04-22,21.9152
2023-04-23,23.19403
2023-04-24,45.49744
2023-04-25,45.82476
2023-04-26,43.2671
2023-04-27,39.98629
2023-04-28,34.46753
2023-04-29,24.29017
2023-04-30,20.99413
2023-05-01,35.25919
2023-05-02,43.92174
2023-05-03,40.64854
2023-05-04,38.60089
2023-05-05,30.05252
2023-05-06,26.83261
2023-05-07,21.99132
2023-05-08,43.04635
2023-05-09,43.77711
2023-05-10,40.09286
2023-05-11,38.36492
2023-05-12,34.48275
2023-05-13,23.71165
2023-05-14,21.62594
2023-05-15,45.19296
2023-05-16,44.94176
2023-05-17,43.7086
2023-05-18,43.44979
2023-05-19,35.51039
2023-05-20,21.67922
2023-05-21,20.68965
2023-05-22,47.31673
2023-05-23,45.22341
2023-05-24,40.92258
2023-05-25,39.44583
2023-05-26,34.65022
2023-05-27,21.07025
2023-05-28,23.20164
