date,스타벅스주식
2020-07-06,18.78055
2020-07-07,19.38452
2020-07-08,19.15444
2020-07-09,26.31578
2020-07-10,18.80931
2020-07-11,14.32269
2020-07-12,19.84469
2020-07-13,20.90882
2020-07-14,28.21397
2020-07-15,28.61662
2020-07-16,23.26718
2020-07-17,21.97296
2020-07-18,15.87575
2020-07-19,14.86914
2020-07-20,16.91113
2020-07-21,27.78257
2020-07-22,26.11446
2020-07-23,28.50158
2020-07-24,25.97066
2020-07-25,16.59476
2020-07-26,19.61461
2020-07-27,24.64768
2020-07-28,34.33994
2020-07-29,32.72936
2020-07-30,26.11446
2020-07-31,27.58124
2020-08-01,18.60799
2020-08-02,17.48633
2020-08-03,21.59907
2020-08-04,28.27149
2020-08-05,30.25596
2020-08-06,25.28041
2020-08-07,23.66983
2020-08-08,20.50618
2020-08-09,17.05493
2020-08-10,28.4153
2020-08-11,35.66292
2020-08-12,35.14524
2020-08-13,36.64078
2020-08-14,38.13632
2020-08-15,27.4662
2020-08-16,21.36899
2020-08-17,23.98619
2020-08-18,28.32901
2020-08-19,30.25596
2020-08-20,30.39976
2020-08-21,28.96174
2020-08-22,20.73626
2020-08-23,15.44434
2020-08-24,26.48835
2020-08-25,32.32671
2020-08-26,44.37733
2020-08-27,34.3687
2020-08-28,29.42191
2020-08-29,40.40839
2020-08-30,34.13862
2020-08-31,36.29565
2020-09-01,42.93931
2020-09-02,43.28444
2020-09-03,43.19815
2020-09-04,35.95053
2020-09-05,22.74949
2020-09-06,22.49065
2020-09-07,28.64538
2020-09-08,32.58556
2020-09-09,35.77796
2020-09-10,30.65861
2020-09-11,24.64768
2020-09-12,17.45757
2020-09-13,16.19211
2020-09-14,22.66321
2020-09-15,36.29565
2020-09-16,34.10986
2020-09-17,29.24935
2020-09-18,27.43744
2020-09-19,19.55708
2020-09-20,16.19211
2020-09-21,21.59907
2020-09-22,26.2295
2020-09-23,23.87115
2020-09-24,32.67184
2020-09-25,17.91774
2020-09-26,11.01524
2020-09-27,9.20333
2020-09-28,14.32269
2020-09-29,16.50848
2020-09-30,13.68996
2020-10-01,15.76071
2020-10-02,15.93327
2020-10-03,14.00632
2020-10-04,11.13028
2020-10-05,18.63675
2020-10-06,20.59246
2020-10-07,19.55708
2020-10-08,17.25625
2020-10-09,12.48202
2020-10-10,12.99971
2020-10-11,13.14351
2020-10-12,18.0903
2020-10-13,24.79148
2020-10-14,23.49726
2020-10-15,20.16105
2020-10-16,16.79608
2020-10-17,13.28731
2020-10-18,11.21656
2020-10-19,14.43773
2020-10-20,18.72303
2020-10-21,15.30054
2020-10-22,15.58815
2020-10-23,12.10813
2020-10-24,9.89358
2020-10-25,10.67011
2020-10-26,17.02617
2020-10-27,17.16997
2020-10-28,16.47972
2020-10-29,17.08369
2020-10-30,16.76732
2020-10-31,12.36698
2020-11-01,14.43773
2020-11-02,13.22979
2020-11-03,20.53494
2020-11-04,19.67213
2020-11-05,17.9465
2020-11-06,17.60138
2020-11-07,11.90681
2020-11-08,10.26747
2020-11-09,19.55708
2020-11-10,27.92637
2020-11-11,20.04601
2020-11-12,17.97526
2020-11-13,17.42881
2020-11-14,13.05723
2020-11-15,11.36036
2020-11-16,22.40437
2020-11-17,23.35346
2020-11-18,20.5637
2020-11-19,20.88006
2020-11-20,18.00402
2020-11-21,13.11475
2020-11-22,12.59706
2020-11-23,16.76732
2020-11-24,20.62122
2020-11-25,35.11647
2020-11-26,36.00805
2020-11-27,31.23382
2020-11-28,34.94391
2020-11-29,35.89301
2020-11-30,34.48375
2020-12-01,37.79119
2020-12-02,39.11417
2020-12-03,42.42162
2020-12-04,40.58096
2020-12-05,30.31348
2020-12-06,27.66752
2020-12-07,32.21167
2020-12-08,39.14293
2020-12-09,33.36209
2020-12-10,39.02789
2020-12-11,41.96146
2020-12-12,34.25366
2020-12-13,21.91544
2020-12-14,38.79781
2020-12-15,40.43715
2020-12-16,35.40408
2020-12-17,32.26919
2020-12-18,29.27811
2020-12-19,25.25165
2020-12-20,18.92436
2020-12-21,26.0857
2020-12-22,36.6983
2020-12-23,28.09893
2020-12-24,26.91975
2020-12-25,23.26718
2020-12-26,19.55708
2020-12-27,22.14552
2020-12-28,30.19844
2020-12-29,36.26689
2020-12-30,39.66062
2020-12-31,34.33994
2021-01-01,33.01696
2021-01-02,28.9905
2021-01-03,30.31348
2021-01-04,41.53005
2021-01-05,52.48777
2021-01-06,48.08743
2021-01-07,47.48346
2021-01-08,55.13373
2021-01-09,49.55421
2021-01-10,38.42392
2021-01-11,55.96778
2021-01-12,50.84843
2021-01-13,47.5985
2021-01-14,50.30198
2021-01-15,50.2157
2021-01-16,34.39746
2021-01-17,24.53264
2021-01-18,32.81564
2021-01-19,34.68507
2021-01-20,39.11417
2021-01-21,45.09634
2021-01-22,44.11849
2021-01-23,28.15645
2021-01-24,23.87115
2021-01-25,35.26028
2021-01-26,44.40609
2021-01-27,45.78659
2021-01-28,89.64624
2021-01-29,44.06097
2021-01-30,29.01926
2021-01-31,20.01725
2021-02-01,33.73597
2021-02-02,38.0788
2021-02-03,33.44837
2021-02-04,30.2272
2021-02-05,30.85993
2021-02-06,25.42421
2021-02-07,19.29824
2021-02-08,35.72044
2021-02-09,40.32211
2021-02-10,33.36209
2021-02-11,26.05694
2021-02-12,27.72505
2021-02-13,23.72735
2021-02-14,22.17428
2021-02-15,27.69628
2021-02-16,34.51251
2021-02-17,39.71814
2021-02-18,37.99252
2021-02-19,31.63646
2021-02-20,27.20736
2021-02-21,24.36008
2021-02-22,29.36439
2021-02-23,37.935
2021-02-24,32.06787
2021-02-25,34.42622
2021-02-26,26.14322
2021-02-27,26.48835
2021-02-28,24.44636
2021-03-01,24.76272
2021-03-02,23.35346
2021-03-03,21.85792
2021-03-04,21.91544
2021-03-05,18.29163
2021-03-06,16.62352
2021-03-07,14.03508
2021-03-08,21.45527
2021-03-09,23.20966
2021-03-10,23.00834
2021-03-11,25.42421
2021-03-12,24.38884
2021-03-13,19.4708
2021-03-14,22.66321
2021-03-15,23.12338
2021-03-16,34.94391
2021-03-17,36.5545
2021-03-18,29.65199
2021-03-19,32.90192
2021-03-20,31.11878
2021-03-21,18.40667
2021-03-22,24.67644
2021-03-23,23.09462
2021-03-24,25.25165
2021-03-25,28.12769
2021-03-26,24.4176
2021-03-27,65.94765
2021-03-28,36.46821
2021-03-29,27.69628
2021-03-30,28.01265
2021-03-31,23.26718
2021-04-01,24.4176
2021-04-02,22.77825
2021-04-03,19.67213
2021-04-04,16.53724
2021-04-05,21.51279
2021-04-06,28.12769
2021-04-07,33.24705
2021-04-08,31.52142
2021-04-09,25.16537
2021-04-10,17.71642
2021-04-11,15.61691
2021-04-12,21.48403
2021-04-13,27.43744
2021-04-14,38.59649
2021-04-15,34.31118
2021-04-16,36.35317
2021-04-17,24.27379
2021-04-18,17.05493
2021-04-19,26.14322
2021-04-20,29.30687
2021-04-21,25.56801
2021-04-22,21.77164
2021-04-23,23.84239
2021-04-24,16.2784
2021-04-25,15.24302
2021-04-26,27.14984
2021-04-27,27.3224
2021-04-28,31.09002
2021-04-29,33.10324
2021-04-30,23.55478
2021-05-01,16.45096
2021-05-02,12.4245
2021-05-03,18.32039
2021-05-04,22.97958
2021-05-05,21.68536
2021-05-06,17.63014
2021-05-07,17.11245
2021-05-08,15.64567
2021-05-09,14.66781
2021-05-10,22.54817
2021-05-11,28.58786
2021-05-12,25.33793
2021-05-13,27.49496
2021-05-14,21.9442
2021-05-15,14.63905
2021-05-16,13.60368
2021-05-17,18.66551
2021-05-18,20.33362
2021-05-19,20.39114
2021-05-20,22.11676
2021-05-21,17.02617
2021-05-22,13.25855
2021-05-23,10.98648
2021-05-24,26.97727
2021-05-25,28.93298
2021-05-26,88.63963
2021-05-27,71.49841
2021-05-28,24.15875
2021-05-29,17.25625
2021-05-30,29.42191
2021-05-31,26.97727
2021-06-01,22.54817
2021-06-02,27.09232
2021-06-03,32.44176
2021-06-04,20.13229
2021-06-05,14.69657
2021-06-06,12.05061
2021-06-07,17.40005
2021-06-08,19.06816
2021-06-09,19.81593
2021-06-10,23.00834
2021-06-11,20.79378
2021-06-12,12.94219
2021-06-13,21.16767
2021-06-14,17.14121
2021-06-15,19.64337
2021-06-16,18.60799
2021-06-17,19.49956
2021-06-18,19.70089
2021-06-19,13.5174
2021-06-20,10.03738
2021-06-21,14.69657
2021-06-22,15.35806
2021-06-23,21.97296
2021-06-24,19.15444
2021-06-25,16.566
2021-06-26,12.7121
2021-06-27,10.20995
2021-06-28,14.92666
2021-06-29,16.13459
2021-06-30,14.92666
2021-07-01,13.86252
2021-07-02,13.34483
2021-07-03,10.55507
2021-07-04,8.08167
2021-07-05,12.2807
2021-07-06,15.01294
2021-07-07,15.27178
2021-07-08,15.58815
2021-07-09,11.41788
2021-07-10,10.58383
2021-07-11,8.80069
2021-07-12,10.0949
2021-07-13,14.8979
2021-07-14,15.84699
2021-07-15,18.03278
2021-07-16,11.61921
2021-07-17,9.08829
2021-07-18,6.84498
2021-07-19,9.9511
2021-07-20,13.54616
2021-07-21,11.21656
2021-07-22,13.22979
2021-07-23,17.71642
2021-07-24,12.62582
2021-07-25,16.73856
2021-07-26,23.75611
2021-07-27,39.83318
2021-07-28,28.53034
2021-07-29,21.25395
2021-07-30,17.05493
2021-07-31,12.45326
2021-08-01,8.05291
2021-08-02,13.45987
2021-08-03,29.50819
2021-08-04,21.71412
2021-08-05,21.51279
2021-08-06,21.45527
2021-08-07,12.02185
2021-08-08,10.18119
2021-08-09,18.2341
2021-08-10,22.46189
2021-08-11,19.93097
2021-08-12,19.93097
2021-08-13,20.88006
2021-08-14,10.44003
2021-08-15,9.40465
2021-08-16,11.21656
2021-08-17,15.61691
2021-08-18,14.86914
2021-08-19,15.21426
2021-08-20,17.14121
2021-08-21,18.00402
2021-08-22,32.7006
2021-08-23,17.14121
2021-08-24,21.8004
2021-08-25,20.79378
2021-08-26,23.23842
2021-08-27,17.9465
2021-08-28,17.91774
2021-08-29,17.14121
2021-08-30,18.34915
2021-08-31,21.68536
2021-09-01,18.20534
2021-09-02,17.74518
2021-09-03,16.04831
2021-09-04,9.57722
2021-09-05,10.49755
2021-09-06,12.74086
2021-09-07,13.02847
2021-09-08,16.39344
2021-09-09,13.77624
2021-09-10,13.92004
2021-09-11,11.044
2021-09-12,7.90911
2021-09-13,10.35375
2021-09-14,12.51078
2021-09-15,19.1832
2021-09-16,33.39085
2021-09-17,18.11906
2021-09-18,13.43111
2021-09-19,7.93787
2021-09-20,11.87805
2021-09-21,14.49525
2021-09-22,14.75409
2021-09-23,15.01294
2021-09-24,15.90451
2021-09-25,11.73425
2021-09-26,8.48432
2021-09-27,13.57492
2021-09-28,30.42853
2021-09-29,19.15444
2021-09-30,15.78947
2021-10-01,13.57492
2021-10-02,9.46218
2021-10-03,7.27638
2021-10-04,9.20333
2021-10-05,15.78947
2021-10-06,12.33822
2021-10-07,12.99971
2021-10-08,9.37589
2021-10-09,8.11044
2021-10-10,6.06844
2021-10-11,8.08167
2021-10-12,11.96433
2021-10-13,10.87144
2021-10-14,11.70549
2021-10-15,9.60598
2021-10-16,8.283
2021-10-17,5.43572
2021-10-18,8.97325
2021-10-19,10.35375
2021-10-20,9.77854
2021-10-21,10.0949
2021-10-22,7.73655
2021-10-23,6.01092
2021-10-24,5.29191
2021-10-25,10.00862
2021-10-26,13.40235
2021-10-27,12.74086
2021-10-28,12.02185
2021-10-29,49.20908
2021-10-30,41.09864
2021-10-31,13.40235
2021-11-01,24.96404
2021-11-02,21.54155
2021-11-03,15.41558
2021-11-04,15.27178
2021-11-05,12.79838
2021-11-06,11.21656
2021-11-07,8.1392
2021-11-08,10.72763
2021-11-09,12.97095
2021-11-10,11.01524
2021-11-11,9.46218
2021-11-12,12.2807
2021-11-13,9.5197
2021-11-14,12.48202
2021-11-15,13.43111
2021-11-16,13.63244
2021-11-17,14.20765
2021-11-18,12.48202
2021-11-19,12.53954
2021-11-20,9.89358
2021-11-21,9.00201
2021-11-22,13.28731
2021-11-23,13.92004
2021-11-24,11.73425
2021-11-25,11.84929
2021-11-26,8.97325
2021-11-27,8.08167
2021-11-28,5.86712
2021-11-29,10.44003
2021-11-30,12.33822
2021-12-01,11.36036
2021-12-02,10.64135
2021-12-03,9.57722
2021-12-04,7.44895
2021-12-05,6.84498
2021-12-06,8.08167
2021-12-07,10.58383
2021-12-08,10.78515
2021-12-09,9.8073
2021-12-10,8.36928
2021-12-11,7.90911
2021-12-12,7.30514
2021-12-13,8.68564
2021-12-14,9.86482
2021-12-15,13.02847
2021-12-16,11.73425
2021-12-17,9.49094
2021-12-18,10.55507
2021-12-19,8.34052
2021-12-20,9.00201
2021-12-21,9.9511
2021-12-22,9.77854
2021-12-23,9.34713
2021-12-24,9.03077
2021-12-25,6.06844
2021-12-26,6.32729
2021-12-27,7.07506
2021-12-28,9.05953
2021-12-29,9.20333
2021-12-30,9.97986
2021-12-31,8.05291
2022-01-01,6.93126
2022-01-02,7.39142
2022-01-03,8.36928
2022-01-04,10.61259
2022-01-05,11.53293
2022-01-06,12.74086
2022-01-07,22.77825
2022-01-08,26.02818
2022-01-09,25.7981
2022-01-10,30.0834
2022-01-11,42.93931
2022-01-12,35.89301
2022-01-13,30.94621
2022-01-14,29.59447
2022-01-15,28.50158
2022-01-16,15.41558
2022-01-17,18.00402
2022-01-18,22.69197
2022-01-19,27.89761
2022-01-20,25.42421
2022-01-21,24.61892
2022-01-22,16.79608
2022-01-23,10.23871
2022-01-24,12.91343
2022-01-25,15.3293
2022-01-26,15.01294
2022-01-27,16.62352
2022-01-28,15.01294
2022-01-29,9.86482
2022-01-30,7.62151
2022-01-31,7.93787
2022-02-01,18.37791
2022-02-02,24.59016
2022-02-03,20.5637
2022-02-04,19.81593
2022-02-05,15.78947
2022-02-06,11.53293
2022-02-07,15.12798
2022-02-08,15.35806
2022-02-09,15.21426
2022-02-10,12.65458
2022-02-11,13.08599
2022-02-12,10.12366
2022-02-13,6.49985
2022-02-14,12.07937
2022-02-15,12.74086
2022-02-16,13.40235
2022-02-17,13.02847
2022-02-18,12.97095
2022-02-19,11.38912
2022-02-20,8.74316
2022-02-21,9.69226
2022-02-22,10.32499
2022-02-23,11.96433
2022-02-24,18.17658
2022-02-25,11.99309
2022-02-26,8.36928
2022-02-27,5.522
2022-02-28,8.97325
2022-03-01,11.56169
2022-03-02,11.01524
2022-03-03,8.74316
2022-03-04,10.03738
2022-03-05,7.96663
2022-03-06,5.89588
2022-03-07,7.85159
2022-03-08,13.74748
2022-03-09,9.8073
2022-03-10,10.06614
2022-03-11,9.17457
2022-03-12,10.41127
2022-03-13,7.0463
2022-03-14,10.61259
2022-03-15,20.90882
2022-03-16,13.14351
2022-03-17,14.84037
2022-03-18,17.40005
2022-03-19,11.84929
2022-03-20,8.74316
2022-03-21,10.06614
2022-03-22,14.20765
2022-03-23,11.41788
2022-03-24,13.31607
2022-03-25,14.35145
2022-03-26,8.7144
2022-03-27,5.92464
2022-03-28,10.18119
2022-03-29,12.39574
2022-03-30,12.82714
2022-03-31,10.61259
2022-04-01,8.59936
2022-04-02,6.81622
2022-04-03,5.34943
2022-04-04,16.45096
2022-04-05,25.59677
2022-04-06,21.51279
2022-04-07,13.6612
2022-04-08,12.5683
2022-04-09,8.94449
2022-04-10,7.90911
2022-04-11,11.56169
2022-04-12,14.66781
2022-04-13,19.55708
2022-04-14,14.86914
2022-04-15,13.97756
2022-04-16,6.21225
2022-04-17,5.23439
2022-04-18,9.11705
2022-04-19,13.34483
2022-04-20,13.28731
2022-04-21,13.08599
2022-04-22,12.76962
2022-04-23,10.67011
2022-04-24,6.9025
2022-04-25,24.53264
2022-04-26,20.8513
2022-04-27,19.24072
2022-04-28,17.97526
2022-04-29,14.20765
2022-04-30,10.32499
2022-05-01,6.7587
2022-05-02,10.0949
2022-05-03,16.53724
2022-05-04,20.13229
2022-05-05,12.30946
2022-05-06,10.64135
2022-05-07,6.9025
2022-05-08,5.75208
2022-05-09,6.70117
2022-05-10,11.70549
2022-05-11,12.30946
2022-05-12,14.23641
2022-05-13,12.30946
2022-05-14,8.59936
2022-05-15,6.24101
2022-05-16,7.62151
2022-05-17,10.12366
2022-05-18,9.6635
2022-05-19,12.4245
2022-05-20,8.59936
2022-05-21,5.6658
2022-05-22,4.65918
2022-05-23,6.32729
2022-05-24,7.67903
2022-05-25,8.39804
2022-05-26,8.08167
2022-05-27,8.16796
2022-05-28,5.23439
2022-05-29,4.22778
2022-05-30,7.24762
2022-05-31,7.53523
2022-06-01,6.52861
2022-06-02,5.86712
2022-06-03,7.62151
2022-06-04,8.22548
2022-06-05,4.94679
2022-06-06,5.23439
2022-06-07,6.64365
2022-06-08,6.64365
2022-06-09,6.26977
2022-06-10,6.15473
2022-06-11,5.9534
2022-06-12,5.03307
2022-06-13,6.70117
2022-06-14,9.31837
2022-06-15,7.44895
2022-06-16,5.83836
2022-06-17,7.1901
2022-06-18,3.76761
2022-06-19,3.79637
2022-06-20,5.11935
2022-06-21,5.92464
2022-06-22,6.81622
2022-06-23,5.92464
2022-06-24,5.69456
2022-06-25,4.68794
2022-06-26,3.71009
2022-06-27,5.03307
2022-06-28,6.24101
2022-06-29,5.29191
2022-06-30,4.2853
2022-07-01,3.96893
2022-07-02,4.08398
2022-07-03,3.99769
2022-07-04,3.22116
2022-07-05,4.51538
2022-07-06,4.1415
2022-07-07,4.25654
2022-07-08,3.96893
2022-07-09,2.53091
2022-07-10,2.53091
2022-07-11,3.73885
2022-07-12,4.91803
2022-07-13,3.99769
2022-07-14,4.08398
2022-07-15,3.65257
2022-07-16,2.99108
2022-07-17,1.9557
2022-07-18,4.5729
2022-07-19,4.83175
2022-07-20,4.91803
2022-07-21,4.37158
2022-07-22,5.63704
2022-07-23,3.99769
2022-07-24,2.96232
2022-07-25,4.31406
2022-07-26,6.49985
2022-07-27,5.34943
2022-07-28,7.56399
2022-07-29,7.21886
2022-07-30,4.37158
2022-07-31,2.70348
2022-08-01,5.6658
2022-08-02,4.17026
2022-08-03,5.26315
2022-08-04,6.18349
2022-08-05,4.48662
2022-08-06,3.01984
2022-08-07,2.53091
2022-08-08,2.96232
2022-08-09,4.17026
2022-08-10,4.02645
2022-08-11,4.17026
2022-08-12,3.42249
2022-08-13,3.16364
2022-08-14,2.96232
2022-08-15,3.36496
2022-08-16,5.86712
2022-08-17,6.70117
2022-08-18,4.19902
2022-08-19,3.96893
2022-08-20,2.96232
2022-08-21,2.53091
2022-08-22,3.82513
2022-08-23,5.20563
2022-08-24,6.21225
2022-08-25,5.89588
2022-08-26,5.14811
2022-08-27,5.23439
2022-08-28,3.68133
2022-08-29,5.26315
2022-08-30,5.32067
2022-08-31,4.48662
2022-09-01,4.02645
2022-09-02,3.42249
2022-09-03,3.07736
2022-09-04,1.8119
2022-09-05,2.32959
2022-09-06,2.9048
2022-09-07,4.91803
2022-09-08,5.26315
2022-09-09,4.34282
2022-09-10,3.88265
2022-09-11,2.55967
2022-09-12,3.94017
2022-09-13,5.98216
2022-09-14,8.22548
2022-09-15,10.32499
2022-09-16,6.38481
2022-09-17,3.50877
2022-09-18,2.70348
2022-09-19,3.07736
2022-09-20,4.2853
2022-09-21,4.7167
2022-09-22,6.18349
2022-09-23,4.88927
2022-09-24,2.73224
2022-09-25,2.27207
2022-09-26,4.2853
2022-09-27,5.46448
2022-09-28,4.88927
2022-09-29,4.88927
2022-09-30,4.68794
2022-10-01,3.0486
2022-10-02,3.0486
2022-10-03,3.36496
2022-10-04,4.2853
2022-10-05,3.39373
2022-10-06,4.86051
2022-10-07,3.79637
2022-10-08,2.73224
2022-10-09,2.44463
2022-10-10,2.78976
2022-10-11,3.45125
2022-10-12,3.3362
2022-10-13,2.38711
2022-10-14,3.82513
2022-10-15,2.9048
2022-10-16,2.761
2022-10-17,3.13488
2022-10-18,3.68133
2022-10-19,3.42249
2022-10-20,2.761
2022-10-21,2.93356
2022-10-22,2.18579
2022-10-23,1.69686
2022-10-24,3.0486
2022-10-25,5.26315
2022-10-26,3.10612
2022-10-27,3.30744
2022-10-28,2.67471
2022-10-29,1.75438
2022-10-30,1.63934
2022-10-31,2.09951
2022-11-01,2.73224
2022-11-02,2.81852
2022-11-03,2.99108
2022-11-04,5.14811
2022-11-05,4.91803
2022-11-06,2.21455
2022-11-07,4.17026
2022-11-08,3.79637
2022-11-09,3.94017
2022-11-10,3.39373
2022-11-11,5.8096
2022-11-12,3.59505
2022-11-13,2.47339
2022-11-14,3.59505
2022-11-15,6.78746
2022-11-16,7.1901
2022-11-17,4.68794
2022-11-18,3.94017
2022-11-19,3.01984
2022-11-20,3.22116
2022-11-21,2.9048
2022-11-22,3.48001
2022-11-23,3.96893
2022-11-24,4.34282
2022-11-25,3.22116
2022-11-26,2.761
2022-11-27,2.21455
2022-11-28,5.26315
2022-11-29,3.22116
2022-11-30,3.10612
2022-12-01,4.4291
2022-12-02,3.88265
2022-12-03,3.88265
2022-12-04,6.84498
2022-12-05,5.89588
2022-12-06,5.20563
2022-12-07,4.88927
2022-12-08,4.05522
2022-12-09,5.57952
2022-12-10,3.59505
2022-12-11,3.76761
2022-12-12,4.45786
2022-12-13,5.72332
2022-12-14,5.29191
2022-12-15,4.25654
2022-12-16,4.34282
2022-12-17,3.85389
2022-12-18,4.65918
2022-12-19,4.19902
2022-12-20,4.88927
2022-12-21,5.46448
2022-12-22,5.55076
2022-12-23,5.89588
2022-12-24,4.45786
2022-12-25,4.74547
2022-12-26,5.26315
2022-12-27,6.47109
2022-12-28,6.96002
2022-12-29,6.26977
2022-12-30,8.39804
2022-12-31,4.31406
2023-01-01,3.27868
2023-01-02,5.17687
2023-01-03,5.23439
2023-01-04,5.57952
2023-01-05,6.9025
2023-01-06,5.9534
2023-01-07,8.74316
2023-01-08,6.87374
2023-01-09,7.53523
2023-01-10,7.10382
2023-01-11,6.47109
2023-01-12,6.47109
2023-01-13,5.57952
2023-01-14,5.78084
2023-01-15,4.51538
2023-01-16,5.23439
2023-01-17,6.03968
2023-01-18,7.07506
2023-01-19,7.88035
2023-01-20,5.11935
2023-01-21,5.6658
2023-01-22,5.32067
2023-01-23,4.97555
2023-01-24,7.13258
2023-01-25,7.30514
2023-01-26,9.05953
2023-01-27,9.72102
2023-01-28,8.34052
2023-01-29,5.11935
2023-01-30,5.20563
2023-01-31,7.24762
2023-02-01,9.28961
2023-02-02,11.41788
2023-02-03,11.41788
2023-02-04,12.97095
2023-02-05,8.62812
2023-02-06,8.91573
2023-02-07,10.18119
2023-02-08,9.17457
2023-02-09,8.34052
2023-02-10,8.31176
2023-02-11,6.15473
2023-02-12,5.37819
2023-02-13,5.43572
2023-02-14,9.46218
2023-02-15,7.82283
2023-02-16,8.05291
2023-02-17,6.52861
2023-02-18,4.51538
2023-02-19,4.4291
2023-02-20,4.97555
2023-02-21,6.15473
2023-02-22,6.67241
2023-02-23,6.12597
2023-02-24,5.46448
2023-02-25,4.11274
2023-02-26,3.16364
2023-02-27,5.32067
2023-02-28,6.47109
2023-03-01,5.98216
2023-03-02,4.68794
2023-03-03,4.77423
2023-03-04,3.42249
2023-03-05,3.1924
2023-03-06,3.96893
2023-03-07,5.17687
2023-03-08,4.7167
2023-03-09,4.68794
2023-03-10,4.17026
2023-03-11,2.761
2023-03-12,2.64595
2023-03-13,4.22778
2023-03-14,5.72332
2023-03-15,5.11935
2023-03-16,5.40696
2023-03-17,6.70117
2023-03-18,4.2853
2023-03-19,4.08398
2023-03-20,5.14811
2023-03-21,6.70117
2023-03-22,6.35605
2023-03-23,7.10382
2023-03-24,6.38481
2023-03-25,4.1415
2023-03-26,3.85389
2023-03-27,6.41357
2023-03-28,5.69456
2023-03-29,6.44233
2023-03-30,6.18349
2023-03-31,6.26977
2023-04-01,4.68794
2023-04-02,3.30744
2023-04-03,4.68794
2023-04-04,6.70117
2023-04-05,6.9025
2023-04-06,5.55076
2023-04-07,4.86051
2023-04-08,2.73224
2023-04-09,3.13488
2023-04-10,4.94679
2023-04-11,6.12597
2023-04-12,5.78084
2023-04-13,6.67241
2023-04-14,6.72993
2023-04-15,4.1415
2023-04-16,3.56629
2023-04-17,5.43572
2023-04-18,5.89588
2023-04-19,5.86712
2023-04-20,6.01092
2023-04-21,4.5729
2023-04-22,3.30744
2023-04-23,2.84728
2023-04-24,4.60166
2023-04-25,5.20563
2023-04-26,6.15473
2023-04-27,8.05291
2023-04-28,6.47109
2023-04-29,5.40696
2023-04-30,3.3362
2023-05-01,4.37158
2023-05-02,6.58613
2023-05-03,14.06384
2023-05-04,18.95312
2023-05-05,5.43572
2023-05-06,5.83836
2023-05-07,5.55076
2023-05-08,10.55507
2023-05-09,7.07506
2023-05-10,5.26315
2023-05-11,6.12597
2023-05-12,4.74547
2023-05-13,3.71009
2023-05-14,3.88265
2023-05-15,4.2853
2023-05-16,4.68794
2023-05-17,5.69456
2023-05-18,5.26315
2023-05-19,6.58613
2023-05-20,4.02645
2023-05-21,2.64595
2023-05-22,4.54414
2023-05-23,9.20333
2023-05-24,9.40465
2023-05-25,10.46879
2023-05-26,10.64135
2023-05-27,6.24101
2023-05-28,4.19902
