date,해외선물투자
2020-06-28,4.30107
2020-06-29,3.2258
2020-06-30,7.52688
2020-07-01,5.91397
2020-07-02,4.8387
2020-07-03,6.98924
2020-07-05,3.2258
2020-07-06,3.2258
2020-07-07,4.8387
2020-07-09,3.76344
2020-07-10,6.45161
2020-07-12,4.8387
2020-07-14,8.06451
2020-07-15,6.98924
2020-07-16,8.06451
2020-07-17,3.76344
2020-07-20,6.98924
2020-07-21,3.76344
2020-07-22,8.06451
2020-07-23,8.60215
2020-07-25,4.30107
2020-07-28,7.52688
2020-07-29,4.30107
2020-07-30,8.06451
2020-07-31,2.68817
2020-08-03,3.2258
2020-08-04,3.2258
2020-08-05,3.2258
2020-08-06,11.29032
2020-08-07,18.8172
2020-08-08,8.06451
2020-08-10,12.36559
2020-08-11,7.52688
2020-08-12,7.52688
2020-08-13,3.2258
2020-08-14,2.68817
2020-08-15,3.76344
2020-08-16,3.2258
2020-08-17,2.68817
2020-08-18,3.2258
2020-08-19,9.13978
2020-08-20,2.68817
2020-08-21,5.91397
2020-08-23,2.68817
2020-08-24,5.91397
2020-08-25,6.98924
2020-08-27,5.37634
2020-08-28,3.76344
2020-08-29,2.68817
2020-08-31,4.30107
2020-09-01,9.13978
2020-09-02,4.8387
2020-09-03,3.2258
2020-09-04,3.2258
2020-09-07,6.45161
2020-09-08,5.91397
2020-09-09,3.2258
2020-09-10,7.52688
2020-09-11,3.76344
2020-09-15,4.30107
2020-09-16,2.68817
2020-09-17,2.68817
2020-09-18,2.68817
2020-09-19,3.76344
2020-09-21,5.91397
2020-09-22,7.52688
2020-09-23,3.2258
2020-09-24,3.76344
2020-09-30,2.68817
2020-10-01,5.91397
2020-10-05,3.2258
2020-10-06,6.45161
2020-10-07,2.68817
2020-10-08,5.37634
2020-10-10,3.2258
2020-10-11,2.68817
2020-10-12,3.76344
2020-10-13,7.52688
2020-10-14,3.2258
2020-10-15,8.06451
2020-10-19,6.45161
2020-10-20,5.91397
2020-10-22,7.52688
2020-10-23,2.68817
2020-10-26,3.76344
2020-10-27,4.30107
2020-10-28,5.37634
2020-10-29,4.8387
2020-10-30,3.2258
2020-10-31,5.37634
2020-11-01,2.68817
2020-11-02,9.13978
2020-11-03,6.98924
2020-11-04,4.30107
2020-11-07,2.68817
2020-11-08,4.30107
2020-11-09,3.76344
2020-11-11,5.37634
2020-11-12,3.76344
2020-11-13,3.76344
2020-11-15,4.30107
2020-11-16,3.2258
2020-11-18,2.68817
2020-11-19,5.37634
2020-11-20,2.68817
2020-11-23,4.30107
2020-11-24,4.30107
2020-11-25,3.76344
2020-11-26,8.60215
2020-11-30,8.06451
2020-12-01,6.98924
2020-12-02,4.8387
2020-12-03,7.52688
2020-12-04,5.37634
2020-12-07,6.98924
2020-12-08,6.98924
2020-12-09,5.91397
2020-12-10,11.82795
2020-12-11,4.8387
2020-12-13,3.76344
2020-12-14,4.30107
2020-12-15,8.06451
2020-12-16,4.30107
2020-12-17,2.68817
2020-12-19,3.76344
2020-12-21,6.98924
2020-12-22,3.2258
2020-12-23,3.2258
2020-12-25,2.68817
2020-12-28,7.52688
2020-12-30,2.68817
2020-12-31,2.68817
2021-01-01,2.68817
2021-01-04,7.52688
2021-01-05,3.2258
2021-01-06,6.45161
2021-01-07,2.68817
2021-01-09,2.68817
2021-01-11,4.30107
2021-01-12,8.06451
2021-01-13,8.60215
2021-01-14,8.06451
2021-01-15,4.8387
2021-01-18,2.68817
2021-01-19,4.8387
2021-01-20,7.52688
2021-01-21,3.2258
2021-01-24,3.2258
2021-01-25,3.76344
2021-01-26,4.30107
2021-01-27,5.91397
2021-01-28,2.68817
2021-01-29,3.2258
2021-01-30,2.68817
2021-02-01,2.68817
2021-02-02,10.75268
2021-02-04,2.68817
2021-02-08,7.52688
2021-02-09,10.21505
2021-02-10,6.45161
2021-02-15,2.68817
2021-02-16,6.98924
2021-02-17,8.06451
2021-02-18,2.68817
2021-02-22,4.30107
2021-02-23,6.45161
2021-02-24,6.98924
2021-03-03,2.68817
2021-03-04,2.68817
2021-03-06,2.68817
2021-03-10,11.29032
2021-03-11,6.45161
2021-03-16,2.68817
2021-03-17,5.91397
2021-03-18,11.82795
2021-03-19,3.2258
2021-03-20,2.68817
2021-03-23,9.67741
2021-03-24,7.52688
2021-03-26,7.52688
2021-03-31,2.68817
2021-04-01,3.2258
2021-04-02,3.76344
2021-04-05,2.68817
2021-04-07,8.06451
2021-04-09,4.8387
2021-04-10,20.96774
2021-04-11,34.4086
2021-04-12,37.09677
2021-04-13,40.32258
2021-04-14,10.21505
2021-04-15,2.68817
2021-04-16,2.68817
2021-04-21,4.30107
2021-04-22,2.68817
2021-04-23,9.67741
2021-04-27,6.45161
2021-04-28,3.2258
2021-04-29,9.13978
2021-04-30,3.2258
2021-05-03,2.68817
2021-05-10,3.2258
2021-05-12,8.06451
2021-05-13,7.52688
2021-05-18,3.76344
2021-05-20,6.98924
2021-05-21,5.37634
2021-05-24,3.2258
2021-05-25,6.45161
2021-05-26,6.98924
2021-05-31,9.13978
2021-06-01,4.8387
2021-06-02,9.13978
2021-06-03,3.76344
2021-06-07,11.29032
2021-06-08,6.98924
2021-06-09,5.37634
2021-06-11,2.68817
2021-06-14,2.68817
2021-06-16,9.67741
2021-06-17,10.21505
2021-06-18,6.98924
2021-06-21,3.76344
2021-06-22,8.60215
2021-06-23,6.98924
2021-06-24,10.75268
2021-06-25,3.76344
2021-06-28,3.76344
2021-06-29,3.76344
2021-06-30,9.13978
2021-07-01,11.29032
2021-07-02,4.8387
2021-07-05,4.8387
2021-07-06,8.60215
2021-07-07,7.52688
2021-07-08,8.06451
2021-07-09,5.37634
2021-07-12,3.76344
2021-07-13,8.06451
2021-07-14,9.13978
2021-07-15,8.60215
2021-07-16,5.91397
2021-07-19,10.21505
2021-07-20,9.13978
2021-07-21,10.21505
2021-07-22,9.67741
2021-07-23,4.30107
2021-07-26,10.21505
2021-07-27,10.75268
2021-07-28,5.91397
2021-07-29,7.52688
2021-07-30,2.68817
2021-08-02,5.91397
2021-08-03,3.76344
2021-08-04,9.13978
2021-08-05,4.30107
2021-08-06,7.52688
2021-08-07,2.68817
2021-08-09,12.90322
2021-08-10,9.67741
2021-08-11,9.67741
2021-08-12,6.98924
2021-08-13,10.75268
2021-08-17,5.91397
2021-08-18,3.2258
2021-08-19,10.75268
2021-08-20,7.52688
2021-08-23,8.60215
2021-08-24,10.21505
2021-08-25,10.75268
2021-08-26,9.67741
2021-08-27,3.76344
2021-08-28,2.68817
2021-08-30,9.67741
2021-08-31,9.13978
2021-09-01,10.21505
2021-09-02,6.45161
2021-09-03,9.13978
2021-09-04,2.68817
2021-09-06,7.52688
2021-09-07,7.52688
2021-09-08,5.91397
2021-09-10,11.29032
2021-09-13,6.45161
2021-09-14,5.37634
2021-09-15,7.52688
2021-09-16,3.2258
2021-09-21,6.45161
2021-09-24,4.30107
2021-09-26,3.2258
2021-09-27,2.68817
2021-09-28,7.52688
2021-09-29,8.60215
2021-09-30,6.98924
2021-10-01,3.2258
2021-10-02,5.37634
2021-10-05,4.30107
2021-10-06,6.98924
2021-10-07,8.06451
2021-10-08,3.76344
2021-10-09,3.76344
2021-10-10,4.8387
2021-10-12,4.8387
2021-10-13,2.68817
2021-10-17,2.68817
2021-10-19,10.21505
2021-10-20,4.30107
2021-10-22,2.68817
2021-10-26,2.68817
2021-10-27,6.45161
2021-10-28,2.68817
2021-10-31,3.76344
2021-11-02,5.91397
2021-11-03,4.8387
2021-11-04,4.30107
2021-11-05,3.2258
2021-11-10,9.13978
2021-11-11,4.8387
2021-11-12,5.91397
2021-11-13,4.30107
2021-11-15,4.30107
2021-11-18,2.68817
2021-11-19,2.68817
2021-11-23,6.45161
2021-11-24,3.76344
2021-11-25,3.76344
2021-11-26,2.68817
2021-11-28,2.68817
2021-11-30,5.37634
2021-12-01,6.45161
2021-12-02,8.06451
2021-12-03,19.35483
2021-12-04,3.2258
2021-12-06,7.52688
2021-12-07,3.76344
2021-12-10,2.68817
2021-12-13,2.68817
2021-12-15,6.45161
2021-12-17,3.2258
2021-12-21,2.68817
2021-12-22,2.68817
2021-12-23,4.8387
2021-12-27,2.68817
2021-12-30,3.2258
2021-12-31,2.68817
2022-01-03,2.68817
2022-01-04,2.68817
2022-01-05,3.2258
2022-01-06,2.68817
2022-01-10,3.76344
2022-01-12,4.30107
2022-01-13,3.76344
2022-01-14,2.68817
2022-01-18,5.37634
2022-01-19,2.68817
2022-01-20,8.60215
2022-01-21,4.30107
2022-01-22,3.2258
2022-01-24,8.06451
2022-01-25,14.51612
2022-01-26,8.60215
2022-01-27,4.8387
2022-01-28,4.8387
2022-02-03,2.68817
2022-02-04,3.2258
2022-02-07,2.68817
2022-02-08,9.67741
2022-02-09,10.75268
2022-02-10,6.98924
2022-02-11,3.2258
2022-02-14,7.52688
2022-02-15,3.76344
2022-02-16,6.45161
2022-02-17,2.68817
2022-02-20,2.68817
2022-02-21,3.76344
2022-02-22,5.37634
2022-02-23,6.98924
2022-02-24,8.06451
2022-02-25,7.52688
2022-02-28,6.45161
2022-03-02,3.2258
2022-03-03,2.68817
2022-03-04,4.8387
2022-03-06,3.76344
2022-03-07,8.06451
2022-03-08,4.30107
2022-03-10,4.30107
2022-03-11,3.76344
2022-03-14,10.75268
2022-03-15,4.8387
2022-03-16,6.98924
2022-03-17,6.45161
2022-03-18,6.98924
2022-03-19,2.68817
2022-03-21,6.98924
2022-03-22,2.68817
2022-03-23,2.68817
2022-03-24,6.98924
2022-03-25,6.45161
2022-03-27,3.2258
2022-03-28,4.30107
2022-03-29,3.76344
2022-03-30,11.82795
2022-03-31,10.21505
2022-04-01,3.2258
2022-04-03,3.2258
2022-04-04,6.45161
2022-04-05,3.76344
2022-04-06,5.91397
2022-04-07,8.06451
2022-04-08,5.91397
2022-04-11,4.30107
2022-04-12,3.76344
2022-04-13,3.76344
2022-04-14,8.06451
2022-04-15,7.52688
2022-04-18,5.37634
2022-04-19,7.52688
2022-04-20,10.21505
2022-04-21,7.52688
2022-04-22,6.98924
2022-04-25,5.37634
2022-04-26,10.21505
2022-04-27,5.37634
2022-04-28,7.52688
2022-04-29,7.52688
2022-05-02,5.37634
2022-05-03,4.30107
2022-05-04,2.68817
2022-05-05,2.68817
2022-05-06,5.91397
2022-05-09,6.45161
2022-05-10,9.13978
2022-05-11,8.60215
2022-05-12,4.8387
2022-05-13,6.98924
2022-05-15,3.2258
2022-05-16,3.76344
2022-05-17,2.68817
2022-05-18,8.60215
2022-05-19,4.30107
2022-05-20,3.2258
2022-05-22,3.2258
2022-05-23,5.91397
2022-05-24,2.68817
2022-05-25,22.58064
2022-05-26,17.2043
2022-05-27,6.45161
2022-05-28,8.06451
2022-05-30,14.51612
2022-05-31,8.06451
2022-06-01,10.75268
2022-06-02,11.82795
2022-06-03,7.52688
2022-06-04,6.45161
2022-06-05,4.30107
2022-06-06,6.45161
2022-06-07,13.44086
2022-06-08,20.4301
2022-06-09,13.97849
2022-06-10,12.90322
2022-06-11,3.2258
2022-06-12,3.76344
2022-06-13,5.37634
2022-06-14,19.35483
2022-06-15,13.97849
2022-06-16,17.2043
2022-06-17,18.8172
2022-06-18,8.06451
2022-06-19,3.76344
2022-06-20,11.82795
2022-06-21,17.2043
2022-06-22,15.05376
2022-06-23,12.36559
2022-06-24,5.37634
2022-06-25,4.30107
2022-06-26,4.8387
2022-06-27,6.98924
2022-06-28,8.06451
2022-06-29,4.30107
2022-06-30,9.13978
2022-07-01,11.82795
2022-07-02,4.30107
2022-07-03,12.90322
2022-07-04,15.59139
2022-07-05,25.26881
2022-07-06,9.67741
2022-07-07,15.59139
2022-07-08,17.2043
2022-07-09,3.2258
2022-07-11,7.52688
2022-07-12,12.90322
2022-07-13,10.21505
2022-07-14,13.97849
2022-07-15,5.91397
2022-07-16,2.68817
2022-07-17,2.68817
2022-07-18,17.74193
2022-07-19,8.60215
2022-07-20,10.21505
2022-07-21,7.52688
2022-07-22,9.13978
2022-07-25,9.13978
2022-07-26,6.45161
2022-07-27,6.98924
2022-07-28,5.91397
2022-07-29,8.60215
2022-07-30,3.76344
2022-07-31,3.76344
2022-08-01,5.91397
2022-08-02,10.75268
2022-08-03,9.13978
2022-08-05,3.2258
2022-08-06,2.68817
2022-08-08,16.66666
2022-08-09,15.05376
2022-08-10,6.45161
2022-08-11,5.37634
2022-08-12,8.06451
2022-08-15,3.2258
2022-08-16,2.68817
2022-08-17,5.37634
2022-08-18,5.91397
2022-08-19,6.45161
2022-08-22,4.30107
2022-08-24,8.06451
2022-08-25,2.68817
2022-08-29,6.98924
2022-08-31,10.75268
2022-09-01,2.68817
2022-09-02,4.30107
2022-09-06,5.91397
2022-09-07,4.8387
2022-09-08,7.52688
2022-09-13,12.36559
2022-09-14,9.67741
2022-09-15,10.75268
2022-09-16,6.98924
2022-09-17,4.30107
2022-09-19,10.75268
2022-09-20,3.76344
2022-09-21,8.60215
2022-09-22,7.52688
2022-09-26,8.60215
2022-09-27,7.52688
2022-09-28,5.91397
2022-09-29,5.91397
2022-09-30,2.68817
2022-10-01,3.2258
2022-10-02,4.30107
2022-10-03,5.91397
2022-10-04,8.60215
2022-10-05,11.29032
2022-10-06,16.66666
2022-10-07,4.30107
2022-10-10,7.52688
2022-10-11,8.06451
2022-10-12,12.90322
2022-10-13,9.67741
2022-10-14,10.21505
2022-10-15,5.37634
2022-10-16,5.37634
2022-10-17,12.90322
2022-10-18,11.29032
2022-10-19,4.8387
2022-10-20,11.82795
2022-10-21,6.45161
2022-10-23,11.29032
2022-10-24,7.52688
2022-10-25,12.36559
2022-10-26,9.13978
2022-10-27,11.82795
2022-10-28,9.13978
2022-10-29,11.82795
2022-10-31,10.21505
2022-11-01,8.06451
2022-11-02,13.44086
2022-11-03,4.8387
2022-11-04,8.60215
2022-11-05,3.76344
2022-11-06,3.76344
2022-11-07,17.74193
2022-11-08,9.13978
2022-11-09,8.60215
2022-11-10,13.44086
2022-11-11,15.05376
2022-11-12,5.37634
2022-11-14,7.52688
2022-11-15,13.97849
2022-11-16,10.21505
2022-11-17,17.74193
2022-11-18,4.30107
2022-11-19,2.68817
2022-11-20,3.2258
2022-11-21,7.52688
2022-11-22,11.29032
2022-11-23,6.98924
2022-11-24,12.90322
2022-11-25,8.06451
2022-11-26,3.2258
2022-11-27,2.68817
2022-11-28,4.30107
2022-11-29,9.67741
2022-11-30,10.21505
2022-12-01,11.29032
2022-12-02,8.60215
2022-12-03,3.2258
2022-12-04,5.37634
2022-12-05,9.13978
2022-12-06,5.37634
2022-12-07,16.66666
2022-12-08,21.50537
2022-12-09,13.44086
2022-12-10,2.68817
2022-12-11,3.76344
2022-12-12,11.82795
2022-12-13,13.44086
2022-12-14,12.90322
2022-12-15,17.2043
2022-12-16,9.67741
2022-12-17,6.45161
2022-12-18,4.30107
2022-12-19,12.90322
2022-12-20,12.36559
2022-12-21,13.44086
2022-12-22,14.51612
2022-12-23,16.66666
2022-12-24,7.52688
2022-12-25,4.8387
2022-12-26,9.67741
2022-12-27,8.06451
2022-12-28,8.06451
2022-12-29,17.2043
2022-12-30,11.82795
2022-12-31,5.91397
2023-01-01,4.30107
2023-01-02,10.21505
2023-01-03,9.13978
2023-01-04,13.44086
2023-01-05,10.21505
2023-01-06,6.45161
2023-01-09,9.13978
2023-01-10,16.66666
2023-01-11,12.36559
2023-01-12,8.06451
2023-01-13,12.90322
2023-01-14,3.2258
2023-01-15,4.30107
2023-01-16,16.12903
2023-01-17,13.97849
2023-01-18,8.06451
2023-01-19,10.21505
2023-01-20,13.97849
2023-01-22,4.30107
2023-01-24,5.37634
2023-01-25,13.44086
2023-01-26,12.90322
2023-01-27,14.51612
2023-01-29,4.30107
2023-01-30,12.36559
2023-01-31,13.97849
2023-02-01,15.05376
2023-02-02,15.59139
2023-02-03,15.59139
2023-02-04,3.76344
2023-02-05,5.91397
2023-02-06,9.13978
2023-02-07,18.8172
2023-02-08,16.12903
2023-02-09,20.4301
2023-02-10,12.90322
2023-02-11,4.30107
2023-02-12,7.52688
2023-02-13,10.75268
2023-02-14,9.67741
2023-02-15,18.27956
2023-02-16,18.27956
2023-02-17,19.35483
2023-02-18,6.98924
2023-02-19,3.76344
2023-02-20,11.29032
2023-02-21,12.36559
2023-02-22,13.44086
2023-02-23,16.12903
2023-02-24,10.75268
2023-02-25,5.91397
2023-02-26,2.68817
2023-02-27,12.36559
2023-02-28,11.29032
2023-03-01,8.60215
2023-03-02,9.13978
2023-03-03,8.60215
2023-03-04,3.2258
2023-03-05,2.68817
2023-03-06,10.75268
2023-03-07,15.05376
2023-03-08,13.44086
2023-03-09,15.59139
2023-03-10,2.68817
2023-03-11,5.91397
2023-03-12,5.91397
2023-03-13,15.59139
2023-03-14,13.44086
2023-03-15,13.97849
2023-03-16,12.36559
2023-03-17,11.82795
2023-03-18,4.30107
2023-03-19,7.52688
2023-03-20,8.06451
2023-03-21,12.36559
2023-03-22,17.74193
2023-03-23,19.35483
2023-03-24,18.27956
2023-03-25,9.13978
2023-03-26,10.21505
2023-03-27,18.8172
2023-03-28,16.66666
2023-03-29,26.34408
2023-03-30,19.89247
2023-03-31,17.2043
2023-04-01,20.4301
2023-04-02,6.45161
2023-04-03,11.29032
2023-04-04,13.44086
2023-04-05,16.12903
2023-04-06,13.97849
2023-04-07,5.91397
2023-04-08,3.76344
2023-04-09,6.98924
2023-04-10,15.05376
2023-04-11,10.75268
2023-04-12,24.73118
2023-04-13,17.74193
2023-04-14,17.2043
2023-04-15,10.21505
2023-04-16,5.37634
2023-04-17,23.65591
2023-04-18,12.90322
2023-04-19,18.27956
2023-04-20,16.66666
2023-04-21,19.35483
2023-04-22,6.98924
2023-04-23,8.06451
2023-04-24,8.06451
2023-04-25,14.51612
2023-04-26,15.59139
2023-04-27,10.21505
2023-04-28,17.2043
2023-04-29,4.8387
2023-04-30,8.60215
2023-05-01,9.13978
2023-05-02,18.27956
2023-05-03,24.73118
2023-05-04,23.11827
2023-05-05,11.82795
2023-05-06,20.96774
2023-05-07,6.45161
2023-05-08,10.75268
2023-05-09,22.58064
2023-05-10,22.58064
2023-05-11,15.59139
2023-05-12,9.13978
2023-05-13,8.06451
2023-05-14,7.52688
2023-05-15,9.13978
2023-05-16,12.36559
2023-05-17,11.82795
2023-05-18,15.05376
2023-05-19,9.67741
2023-05-20,5.91397
2023-05-21,7.52688
2023-05-22,16.12903
2023-05-23,11.29032
2023-05-24,11.82795
2023-05-25,9.67741
2023-05-26,13.97849
2023-05-27,2.68817
2023-05-28,4.30107
2023-05-29,2.68817
2023-05-30,16.12903
2023-05-31,15.05376
2023-06-01,10.21505
2023-06-02,11.29032
2023-06-03,4.8387
2023-06-04,6.45161
2023-06-05,9.67741
2023-06-06,4.8387
2023-06-07,12.36559
2023-06-08,10.21505
2023-06-09,12.90322
2023-06-10,7.52688
2023-06-11,3.76344
2023-06-12,10.75268
2023-06-13,12.90322
2023-06-14,11.29032
2023-06-15,12.36559
2023-06-16,8.60215
2023-06-17,8.60215
2023-06-18,2.68817
2023-06-19,11.82795
2023-06-20,9.67741
2023-06-21,15.59139
2023-06-22,9.67741
2023-06-23,12.36559
2023-06-24,3.2258
2023-06-26,9.67741
2023-06-27,12.36559
2023-06-28,6.45161
2023-06-29,8.06451
2023-06-30,4.30107
2023-07-01,8.06451
2023-07-02,6.45161
2023-07-03,12.36559
2023-07-04,11.29032
2023-07-05,21.50537
2023-07-06,10.21505
2023-07-07,16.12903
2023-07-08,3.2258
2023-07-09,5.37634
2023-07-10,10.21505
2023-07-11,9.67741
2023-07-12,15.05376
2023-07-13,13.44086
2023-07-14,4.8387
2023-07-15,3.2258
2023-07-16,3.76344
2023-07-17,11.82795
2023-07-18,12.36559
2023-07-19,12.36559
2023-07-20,12.36559
2023-07-21,20.4301
2023-07-22,10.75268
2023-07-23,11.29032
2023-07-24,12.36559
2023-07-25,20.4301
2023-07-26,16.12903
2023-07-27,8.60215
2023-07-28,11.29032
2023-07-29,6.45161
2023-07-30,4.30107
2023-07-31,6.98924
2023-08-01,8.60215
2023-08-02,23.11827
2023-08-03,13.44086
2023-08-04,8.60215
2023-08-05,5.91397
2023-08-06,6.98924
2023-08-07,19.35483
2023-08-08,14.51612
2023-08-09,13.97849
2023-08-10,16.12903
2023-08-11,7.52688
2023-08-12,3.76344
2023-08-13,6.98924
2023-08-14,13.97849
2023-08-15,15.59139
2023-08-16,22.04301
2023-08-17,31.18279
2023-08-18,21.50537
2023-08-19,14.51612
2023-08-20,11.82795
2023-08-21,15.59139
2023-08-22,16.12903
2023-08-23,18.27956
2023-08-24,18.27956
2023-08-25,17.74193
2023-08-26,16.66666
2023-08-27,14.51612
2023-08-28,22.04301
2023-08-29,18.27956
2023-08-30,20.96774
2023-08-31,19.89247
2023-09-01,21.50537
2023-09-02,11.82795
2023-09-03,19.35483
2023-09-04,14.51612
2023-09-05,23.11827
2023-09-06,19.89247
2023-09-07,19.35483
2023-09-08,13.44086
2023-09-09,9.67741
2023-09-10,6.98924
2023-09-11,13.97849
2023-09-12,18.27956
2023-09-13,26.34408
2023-09-14,19.35483
2023-09-15,19.35483
2023-09-16,10.75268
2023-09-17,10.75268
2023-09-18,15.59139
2023-09-19,18.8172
2023-09-20,20.96774
2023-09-21,13.44086
2023-09-22,15.59139
2023-09-23,10.21505
2023-09-24,12.36559
2023-09-25,18.27956
2023-09-26,22.04301
2023-09-27,17.2043
2023-09-28,6.45161
2023-09-29,11.82795
2023-09-30,10.75268
2023-10-01,11.29032
2023-10-02,11.82795
2023-10-03,13.97849
2023-10-04,19.89247
2023-10-05,19.35483
2023-10-06,18.8172
2023-10-07,19.35483
2023-10-08,13.44086
2023-10-09,15.05376
2023-10-10,24.19354
2023-10-11,25.80645
2023-10-12,21.50537
2023-10-13,18.27956
2023-10-14,17.2043
2023-10-15,20.4301
2023-10-16,20.96774
2023-10-17,32.25806
2023-10-18,22.04301
2023-10-19,15.05376
2023-10-20,18.27956
2023-10-21,9.67741
2023-10-22,14.51612
2023-10-23,13.44086
2023-10-24,16.66666
2023-10-25,20.4301
2023-10-26,23.11827
2023-10-27,17.2043
2023-10-28,16.66666
2023-10-29,19.89247
2023-10-30,19.89247
2023-10-31,18.8172
2023-11-01,18.27956
2023-11-02,19.89247
2023-11-03,17.2043
2023-11-04,13.97849
2023-11-05,23.65591
2023-11-06,23.11827
2023-11-07,18.27956
2023-11-08,17.2043
2023-11-09,19.89247
2023-11-10,11.29032
2023-11-11,12.36559
2023-11-12,11.29032
2023-11-13,15.05376
2023-11-14,24.73118
2023-11-15,19.89247
2023-11-16,20.4301
2023-11-17,17.74193
2023-11-18,17.74193
2023-11-19,18.8172
2023-11-20,32.79569
2023-11-21,25.26881
2023-11-22,26.34408
2023-11-23,16.66666
2023-11-24,19.35483
2023-11-25,20.96774
2023-11-26,18.27956
2023-11-27,18.8172
2023-11-28,18.27956
2023-11-29,19.89247
2023-11-30,30.10752
2023-12-01,18.27956
2023-12-02,19.35483
2023-12-03,13.97849
2023-12-04,19.89247
2023-12-05,28.49462
2023-12-06,25.26881
2023-12-07,29.56989
2023-12-08,28.49462
2023-12-09,19.89247
2023-12-10,18.27956
2023-12-11,32.79569
2023-12-12,28.49462
2023-12-13,22.58064
2023-12-14,22.58064
2023-12-15,29.56989
2023-12-16,18.8172
2023-12-17,17.2043
2023-12-18,26.88172
2023-12-19,25.80645
2023-12-20,31.72043
2023-12-21,36.55913
2023-12-22,38.70967
2023-12-23,16.12903
2023-12-24,23.65591
2023-12-25,17.74193
2023-12-26,23.11827
2023-12-27,34.4086
2023-12-28,26.88172
2023-12-29,31.72043
2023-12-30,19.89247
2023-12-31,13.44086
2024-01-01,16.66666
2024-01-02,35.48387
2024-01-03,30.10752
2024-01-04,33.87096
2024-01-05,33.33333
2024-01-06,22.04301
2024-01-07,20.4301
2024-01-08,33.87096
2024-01-09,43.01075
2024-01-10,39.24731
2024-01-11,39.78494
2024-01-12,33.87096
2024-01-13,22.58064
2024-01-14,24.73118
2024-01-15,46.23655
2024-01-16,34.4086
2024-01-17,39.78494
2024-01-18,50.0
2024-01-19,96.23655
2024-01-20,100.0
2024-01-21,90.32258
2024-01-22,94.62365
2024-01-23,93.01075
2024-01-24,81.72043
2024-01-25,67.2043
2024-01-26,61.82795
2024-01-27,52.68817
2024-01-28,55.37634
2024-01-29,65.05376
2024-01-30,70.4301
2024-01-31,50.0
2024-02-01,56.45161
2024-02-02,72.04301
2024-02-03,68.27956
2024-02-04,57.52688
2024-02-05,59.67741
2024-02-06,72.58064
2024-02-07,58.06451
2024-02-08,68.27956
2024-02-09,61.29032
2024-02-10,65.05376
2024-02-11,60.75268
2024-02-12,58.60215
2024-02-13,58.06451
2024-02-14,73.11827
2024-02-15,69.35483
2024-02-16,58.60215
2024-02-17,68.8172
2024-02-18,59.67741
2024-02-19,82.79569
2024-02-20,73.65591
2024-02-21,72.58064
2024-02-22,75.80645
2024-02-23,70.4301
2024-02-24,59.67741
2024-02-25,53.76344
2024-02-26,65.59139
2024-02-27,70.96774
2024-02-28,63.44086
2024-02-29,62.90322
2024-03-01,66.66666
2024-03-02,61.29032
2024-03-03,62.36559
2024-03-04,67.74193
2024-03-05,72.04301
2024-03-06,69.89247
2024-03-07,82.79569
2024-03-08,60.21505
2024-03-09,63.97849
2024-03-10,69.35483
2024-03-11,83.87096
2024-03-12,87.09677
2024-03-13,86.0215
2024-03-14,78.49462
2024-03-15,76.34408
2024-03-16,68.27956
2024-03-17,62.36559
2024-03-18,75.80645
2024-03-19,85.48387
2024-03-20,73.65591
