date,오늘순금시세
2020-03-20,63.6738
2020-03-21,35.37891
2020-03-22,27.42998
2020-03-23,45.14003
2020-03-24,48.1878
2020-03-25,50.49423
2020-03-26,50.70016
2020-03-27,43.86326
2020-03-28,28.78912
2020-03-29,24.0939
2020-03-30,36.16144
2020-03-31,38.46787
2020-04-01,32.57825
2020-04-02,33.48434
2020-04-03,31.75453
2020-04-04,26.4827
2020-04-05,21.62273
2020-04-06,34.39044
2020-04-07,36.36738
2020-04-08,38.75617
2020-04-09,36.53212
2020-04-10,37.02635
2020-04-11,28.45963
2020-04-12,33.11367
2020-04-13,48.72322
2020-04-14,47.28171
2020-04-15,34.67874
2020-04-16,46.78747
2020-04-17,53.45963
2020-04-18,31.96046
2020-04-19,24.67051
2020-04-20,40.56836
2020-04-21,43.82207
2020-04-22,46.29324
2020-04-23,48.84678
2020-04-24,51.81219
2020-04-25,33.0313
2020-04-26,32.66062
2020-04-27,50.90609
2020-04-28,41.96869
2020-04-29,41.47446
2020-04-30,30.76606
2020-05-01,30.9308
2020-05-02,27.47116
2020-05-03,21.7051
2020-05-04,35.54365
2020-05-05,26.07084
2020-05-06,37.97364
2020-05-07,31.42504
2020-05-08,30.10708
2020-05-09,24.71169
2020-05-10,19.06919
2020-05-11,29.98352
2020-05-12,28.62438
2020-05-13,28.00658
2020-05-14,32.08401
2020-05-15,30.43657
2020-05-16,22.73476
2020-05-17,20.59308
2020-05-18,42.21581
2020-05-19,41.47446
2020-05-20,36.57331
2020-05-21,44.11037
2020-05-22,44.3163
2020-05-23,34.59637
2020-05-24,30.06589
2020-05-25,49.58813
2020-05-26,49.95881
2020-05-27,45.84019
2020-05-28,46.95222
2020-05-29,41.84514
2020-05-30,28.13014
2020-05-31,26.27677
2020-06-01,40.60955
2020-06-02,40.93904
2020-06-03,39.95057
2020-06-04,36.86161
2020-06-05,36.20263
2020-06-06,26.31795
2020-06-07,23.43492
2020-06-08,38.59143
2020-06-09,38.05601
2020-06-10,39.20922
2020-06-11,32.53706
2020-06-12,36.94398
2020-06-13,28.78912
2020-06-14,22.52883
2020-06-15,40.03294
2020-06-16,42.00988
2020-06-17,39.12685
2020-06-18,33.81383
2020-06-19,32.16639
2020-06-20,21.21087
2020-06-21,19.89291
2020-06-22,34.76112
2020-06-23,38.50906
2020-06-24,33.93739
2020-06-25,34.10214
2020-06-26,28.99505
2020-06-27,22.94069
2020-06-28,16.18616
2020-06-29,29.85996
2020-06-30,27.92421
2020-07-01,33.07248
2020-07-02,28.74794
2020-07-03,29.94233
2020-07-04,20.05766
2020-07-05,18.12191
2020-07-06,35.83196
2020-07-07,28.13014
2020-07-08,32.00164
2020-07-09,35.58484
2020-07-10,32.57825
2020-07-11,22.24052
2020-07-12,21.08731
2020-07-13,39.12685
2020-07-14,49.0939
2020-07-15,43.61614
2020-07-16,42.05107
2020-07-17,40.48599
2020-07-18,26.93574
2020-07-19,23.27018
2020-07-20,37.06754
2020-07-21,37.27347
2020-07-22,44.81054
2020-07-23,51.4827
2020-07-24,53.62438
2020-07-25,50.78253
2020-07-26,30.10708
2020-07-27,67.13344
2020-07-28,84.06095
2020-07-29,84.01976
2020-07-30,64.70345
2020-07-31,55.88962
2020-08-01,39.49752
2020-08-02,30.80724
2020-08-03,49.46457
2020-08-04,50.12355
2020-08-05,71.99341
2020-08-06,61.20263
2020-08-07,65.85667
2020-08-08,43.86326
2020-08-09,31.13673
2020-08-10,62.4794
2020-08-11,58.85502
2020-08-12,100.0
2020-08-13,78.58319
2020-08-14,58.23723
2020-08-15,38.01482
2020-08-16,28.91268
2020-08-17,46.54036
2020-08-18,59.71993
2020-08-19,57.78418
2020-08-20,56.96046
2020-08-21,53.33607
2020-08-22,33.19604
2020-08-23,26.23558
2020-08-24,47.11696
2020-08-25,42.62767
2020-08-26,40.36243
2020-08-27,44.11037
2020-08-28,40.11532
2020-08-29,30.43657
2020-08-30,24.87644
2020-08-31,42.62767
2020-09-01,43.36902
2020-09-02,43.16309
2020-09-03,39.5799
2020-09-04,42.38056
2020-09-05,27.71828
2020-09-06,22.40527
2020-09-07,36.9028
2020-09-08,38.05601
2020-09-09,39.00329
2020-09-10,39.82701
2020-09-11,37.43822
2020-09-12,24.75288
2020-09-13,18.7397
2020-09-14,35.74958
2020-09-15,34.8023
2020-09-16,34.55518
2020-09-17,33.48434
2020-09-18,32.45469
2020-09-19,24.87644
2020-09-20,17.21581
2020-09-21,36.20263
2020-09-22,33.93739
2020-09-23,33.6079
2020-09-24,39.20922
2020-09-25,38.01482
2020-09-26,23.31136
2020-09-27,21.62273
2020-09-28,34.63756
2020-09-29,30.27182
2020-09-30,18.24546
2020-10-01,21.21087
2020-10-02,22.8995
2020-10-03,23.84678
2020-10-04,21.16968
2020-10-05,35.46128
2020-10-06,34.06095
2020-10-07,34.01976
2020-10-08,31.09555
2020-10-09,25.12355
2020-10-10,21.7051
2020-10-11,17.42174
2020-10-12,34.76112
2020-10-13,31.38385
2020-10-14,30.84843
2020-10-15,29.24217
2020-10-16,31.21911
2020-10-17,18.78088
2020-10-18,18.03953
2020-10-19,31.05436
2020-10-20,29.20098
2020-10-21,29.36573
2020-10-22,25.98846
2020-10-23,25.16474
2020-10-24,15.93904
2020-10-25,12.85008
2020-10-26,27.80065
2020-10-27,29.20098
2020-10-28,29.69522
2020-10-29,30.31301
2020-10-30,32.4135
2020-10-31,21.58154
2020-11-01,17.66886
2020-11-02,30.18945
2020-11-03,33.11367
2020-11-04,34.39044
2020-11-05,36.36738
2020-11-06,38.87973
2020-11-07,25.20593
2020-11-08,21.33443
2020-11-09,34.71993
2020-11-10,44.64579
2020-11-11,38.59143
2020-11-12,37.06754
2020-11-13,36.65568
2020-11-14,22.6112
2020-11-15,20.38714
2020-11-16,35.9967
2020-11-17,34.06095
2020-11-18,34.67874
2020-11-19,33.56672
2020-11-20,32.82537
2020-11-21,23.97034
2020-11-22,22.32289
2020-11-23,34.96705
2020-11-24,35.29654
2020-11-25,42.95716
2020-11-26,42.29818
2020-11-27,38.71499
2020-11-28,32.16639
2020-11-29,22.94069
2020-11-30,41.59802
2020-12-01,44.19275
2020-12-02,48.64085
2020-12-03,47.40527
2020-12-04,44.85172
2020-12-05,29.07742
2020-12-06,25.98846
2020-12-07,52.6771
2020-12-08,46.54036
2020-12-09,42.58649
2020-12-10,40.52718
2020-12-11,40.11532
2020-12-12,29.03624
2020-12-13,22.19934
2020-12-14,40.40362
2020-12-15,36.77924
2020-12-16,39.25041
2020-12-17,42.91598
2020-12-18,44.48105
2020-12-19,32.90774
2020-12-20,26.64744
2020-12-21,41.39209
2020-12-22,39.29159
2020-12-23,41.43327
2020-12-24,38.55024
2020-12-25,29.20098
2020-12-26,29.69522
2020-12-27,23.68204
2020-12-28,42.79242
2020-12-29,39.82701
2020-12-30,43.4514
2020-12-31,35.17298
2021-01-01,45.01647
2021-01-02,34.43163
2021-01-03,34.26688
2021-01-04,46.78747
2021-01-05,50.16474
2021-01-06,56.96046
2021-01-07,49.58813
2021-01-08,48.43492
2021-01-09,37.72652
2021-01-10,37.76771
2021-01-11,52.47116
2021-01-12,50.98846
2021-01-13,48.31136
2021-01-14,48.47611
2021-01-15,46.82866
2021-01-16,31.96046
2021-01-17,28.50082
2021-01-18,42.75123
2021-01-19,41.92751
2021-01-20,45.67545
2021-01-21,43.98682
2021-01-22,42.8336
2021-01-23,29.61285
2021-01-24,29.28336
2021-01-25,45.05766
2021-01-26,44.028
2021-01-27,40.48599
2021-01-28,37.76771
2021-01-29,39.12685
2021-01-30,27.88303
2021-01-31,25.74135
2021-02-01,41.39209
2021-02-02,44.56342
2021-02-03,41.84514
2021-02-04,39.90939
2021-02-05,38.79736
2021-02-06,27.71828
2021-02-07,22.03459
2021-02-08,40.23887
2021-02-09,36.61449
2021-02-10,37.89126
2021-02-11,22.15815
2021-02-12,24.21746
2021-02-13,23.1878
2021-02-14,28.50082
2021-02-15,47.65238
2021-02-16,45.84019
2021-02-17,45.46952
2021-02-18,46.16968
2021-02-19,73.27018
2021-02-20,40.44481
2021-02-21,36.69686
2021-02-22,50.24711
2021-02-23,50.08237
2021-02-24,44.028
2021-02-25,47.19934
2021-02-26,45.18121
2021-02-27,32.4135
2021-02-28,29.81878
2021-03-01,29.03624
2021-03-02,49.95881
2021-03-03,50.94728
2021-03-04,52.80065
2021-03-05,48.43492
2021-03-06,35.33772
2021-03-07,28.62438
2021-03-08,49.29983
2021-03-09,46.37561
2021-03-10,45.01647
2021-03-11,48.51729
2021-03-12,42.87479
2021-03-13,26.771
2021-03-14,27.71828
2021-03-15,41.3509
2021-03-16,41.02141
2021-03-17,42.38056
2021-03-18,43.65733
2021-03-19,39.53871
2021-03-20,25.20593
2021-03-21,21.54036
2021-03-22,40.11532
2021-03-23,34.67874
2021-03-24,37.39703
2021-03-25,38.55024
2021-03-26,34.59637
2021-03-27,24.91762
2021-03-28,22.32289
2021-03-29,39.16803
2021-03-30,36.40856
2021-03-31,43.24546
2021-04-01,43.98682
2021-04-02,43.61614
2021-04-03,28.41845
2021-04-04,24.3822
2021-04-05,41.96869
2021-04-06,37.85008
2021-04-07,38.55024
2021-04-08,38.6738
2021-04-09,36.82042
2021-04-10,24.46457
2021-04-11,21.54036
2021-04-12,37.06754
2021-04-13,35.42009
2021-04-14,35.83196
2021-04-15,35.46128
2021-04-16,32.1252
2021-04-17,23.64085
2021-04-18,17.5453
2021-04-19,35.74958
2021-04-20,35.25535
2021-04-21,33.6079
2021-04-22,35.62602
2021-04-23,36.20263
2021-04-24,22.11696
2021-04-25,18.82207
2021-04-26,32.1252
2021-04-27,32.82537
2021-04-28,32.57825
2021-04-29,32.28995
2021-04-30,30.02471
2021-05-01,21.74629
2021-05-02,19.72817
2021-05-03,32.33113
2021-05-04,31.50741
2021-05-05,25.45304
2021-05-06,32.66062
2021-05-07,32.53706
2021-05-08,25.41186
2021-05-09,22.77594
2021-05-10,36.53212
2021-05-11,37.60296
2021-05-12,33.85502
2021-05-13,35.54365
2021-05-14,32.33113
2021-05-15,24.13509
2021-05-16,24.62932
2021-05-17,43.32784
2021-05-18,43.03953
2021-05-19,39.37397
2021-05-20,50.2883
2021-05-21,44.3163
2021-05-22,30.72487
2021-05-23,23.76441
2021-05-24,46.25205
2021-05-25,41.22734
2021-05-26,42.99835
2021-05-27,47.03459
2021-05-28,37.06754
2021-05-29,29.61285
2021-05-30,21.08731
2021-05-31,38.26194
2021-06-01,39.62108
2021-06-02,40.52718
2021-06-03,38.01482
2021-06-04,35.37891
2021-06-05,24.29983
2021-06-06,23.14662
2021-06-07,38.22075
2021-06-08,34.514
2021-06-09,34.55518
2021-06-10,31.46622
2021-06-11,32.57825
2021-06-12,22.57001
2021-06-13,18.65733
2021-06-14,34.43163
2021-06-15,34.01976
2021-06-16,34.18451
2021-06-17,35.13179
2021-06-18,35.9967
2021-06-19,27.26523
2021-06-20,22.40527
2021-06-21,39.8682
2021-06-22,34.92586
2021-06-23,36.40856
2021-06-24,36.16144
2021-06-25,31.13673
2021-06-26,23.51729
2021-06-27,19.27512
2021-06-28,36.57331
2021-06-29,33.81383
2021-06-30,34.76112
2021-07-01,37.06754
2021-07-02,32.4135
2021-07-03,24.29983
2021-07-04,17.42174
2021-07-05,38.50906
2021-07-06,31.09555
2021-07-07,34.92586
2021-07-08,33.85502
2021-07-09,36.77924
2021-07-10,27.30642
2021-07-11,21.99341
2021-07-12,37.23228
2021-07-13,34.514
2021-07-14,33.81383
2021-07-15,38.13838
2021-07-16,35.17298
2021-07-17,26.771
2021-07-18,19.39868
2021-07-19,35.87314
2021-07-20,35.74958
2021-07-21,33.93739
2021-07-22,31.79571
2021-07-23,28.83031
2021-07-24,25.0
2021-07-25,17.95716
2021-07-26,31.71334
2021-07-27,30.76606
2021-07-28,29.53047
2021-07-29,28.33607
2021-07-30,30.9308
2021-07-31,22.77594
2021-08-01,18.4514
2021-08-02,29.57166
2021-08-03,27.38879
2021-08-04,28.62438
2021-08-05,34.14332
2021-08-06,29.77759
2021-08-07,26.27677
2021-08-08,20.63426
2021-08-09,40.77429
2021-08-10,37.68533
2021-08-11,40.07413
2021-08-12,43.98682
2021-08-13,36.9028
2021-08-14,28.50082
2021-08-15,24.01153
2021-08-16,29.28336
2021-08-17,38.55024
2021-08-18,38.87973
2021-08-19,36.98517
2021-08-20,38.09719
2021-08-21,27.34761
2021-08-22,20.38714
2021-08-23,36.86161
2021-08-24,35.33772
2021-08-25,35.0906
2021-08-26,35.9967
2021-08-27,31.05436
2021-08-28,23.10543
2021-08-29,20.05766
2021-08-30,33.81383
2021-08-31,32.28995
2021-09-01,34.26688
2021-09-02,30.60131
2021-09-03,30.31301
2021-09-04,21.78747
2021-09-05,17.58649
2021-09-06,29.94233
2021-09-07,31.8369
2021-09-08,29.03624
2021-09-09,28.29489
2021-09-10,26.60626
2021-09-11,21.25205
2021-09-12,17.46293
2021-09-13,26.4827
2021-09-14,26.07084
2021-09-15,25.2883
2021-09-16,26.19439
2021-09-17,25.74135
2021-09-18,19.43986
2021-09-19,14.62108
2021-09-20,13.05601
2021-09-21,16.26853
2021-09-22,21.29324
2021-09-23,32.4135
2021-09-24,33.89621
2021-09-25,28.33607
2021-09-26,18.32784
2021-09-27,33.56672
2021-09-28,29.24217
2021-09-29,30.06589
2021-09-30,33.0313
2021-10-01,30.51894
2021-10-02,19.97528
2021-10-03,18.7397
2021-10-04,23.31136
2021-10-05,33.36079
2021-10-06,32.00164
2021-10-07,30.80724
2021-10-08,28.70675
2021-10-09,20.34596
2021-10-10,18.24546
2021-10-11,23.92915
2021-10-12,30.06589
2021-10-13,31.54859
2021-10-14,29.61285
2021-10-15,31.13673
2021-10-16,20.79901
2021-10-17,15.89785
2021-10-18,27.63591
2021-10-19,30.97199
2021-10-20,31.91927
2021-10-21,26.11202
2021-10-22,26.771
2021-10-23,19.06919
2021-10-24,20.30477
2021-10-25,33.73146
2021-10-26,29.98352
2021-10-27,28.00658
2021-10-28,27.92421
2021-10-29,23.39373
2021-10-30,17.21581
2021-10-31,16.6392
2021-11-01,28.58319
2021-11-02,25.32948
2021-11-03,24.62932
2021-11-04,27.10049
2021-11-05,25.49423
2021-11-06,18.82207
2021-11-07,17.71004
2021-11-08,30.80724
2021-11-09,33.52553
2021-11-10,30.68369
2021-11-11,35.50247
2021-11-12,35.13179
2021-11-13,24.50576
2021-11-14,21.37561
2021-11-15,38.34431
2021-11-16,41.14497
2021-11-17,39.41515
2021-11-18,38.46787
2021-11-19,36.20263
2021-11-20,23.88797
2021-11-21,22.03459
2021-11-22,37.35584
2021-11-23,36.36738
2021-11-24,37.23228
2021-11-25,35.04942
2021-11-26,33.19604
2021-11-27,25.70016
2021-11-28,22.36408
2021-11-29,39.08566
2021-11-30,38.63261
2021-12-01,37.1911
2021-12-02,36.73805
2021-12-03,33.6079
2021-12-04,23.88797
2021-12-05,19.60461
2021-12-06,34.76112
2021-12-07,32.82537
2021-12-08,31.67215
2021-12-09,29.94233
2021-12-10,34.43163
2021-12-11,22.03459
2021-12-12,20.26359
2021-12-13,30.68369
2021-12-14,30.47775
2021-12-15,31.75453
2021-12-16,30.47775
2021-12-17,27.63591
2021-12-18,22.36408
2021-12-19,19.43986
2021-12-20,35.62602
2021-12-21,34.39044
2021-12-22,33.15485
2021-12-23,33.6079
2021-12-24,32.04283
2021-12-25,22.73476
2021-12-26,19.60461
2021-12-27,32.08401
2021-12-28,33.56672
2021-12-29,31.63097
2021-12-30,31.05436
2021-12-31,37.02635
2022-01-01,28.29489
2022-01-02,29.11861
2022-01-03,39.95057
2022-01-04,37.14991
2022-01-05,40.69192
2022-01-06,40.65074
2022-01-07,34.55518
2022-01-08,27.92421
2022-01-09,26.44151
2022-01-10,36.12026
2022-01-11,35.17298
2022-01-12,34.71993
2022-01-13,32.08401
2022-01-14,33.0313
2022-01-15,27.42998
2022-01-16,21.91103
2022-01-17,31.79571
2022-01-18,32.82537
2022-01-19,31.26029
2022-01-20,34.47281
2022-01-21,31.79571
2022-01-22,27.10049
2022-01-23,23.43492
2022-01-24,33.97858
2022-01-25,40.56836
2022-01-26,36.36738
2022-01-27,35.50247
2022-01-28,30.72487
2022-01-29,21.54036
2022-01-30,20.38714
2022-01-31,15.19769
2022-02-01,20.42833
2022-02-02,26.60626
2022-02-03,36.12026
2022-02-04,36.61449
2022-02-05,27.10049
2022-02-06,27.0593
2022-02-07,36.40856
2022-02-08,37.02635
2022-02-09,36.98517
2022-02-10,32.33113
2022-02-11,35.42009
2022-02-12,27.75947
2022-02-13,23.68204
