date,중견기업순위
2020-03-20,35.81661
2020-03-21,28.65329
2020-03-22,39.54154
2020-03-23,42.6934
2020-03-24,42.12034
2020-03-25,46.1318
2020-03-26,39.82808
2020-03-27,32.09169
2020-03-28,26.36103
2020-03-29,27.22063
2020-03-30,36.38968
2020-03-31,36.10315
2020-04-01,40.68767
2020-04-02,41.54727
2020-04-03,23.78223
2020-04-04,20.34383
2020-04-05,22.34957
2020-04-06,28.65329
2020-04-07,39.25501
2020-04-08,32.37822
2020-04-09,34.67048
2020-04-10,30.08595
2020-04-11,25.50143
2020-04-12,31.51862
2020-04-13,28.93982
2020-04-14,36.10315
2020-04-15,32.37822
2020-04-16,50.42979
2020-04-17,36.38968
2020-04-18,28.93982
2020-04-19,31.80515
2020-04-20,35.53008
2020-04-21,32.95128
2020-04-22,30.08595
2020-04-23,33.52435
2020-04-24,21.48997
2020-04-25,28.08022
2020-04-26,22.06303
2020-04-27,28.93982
2020-04-28,30.08595
2020-04-29,32.95128
2020-04-30,22.6361
2020-05-01,15.47277
2020-05-02,11.46131
2020-05-03,25.78796
2020-05-04,22.6361
2020-05-05,16.33237
2020-05-06,22.34957
2020-05-07,24.06876
2020-05-08,25.50143
2020-05-09,12.60744
2020-05-10,22.34957
2020-05-11,28.65329
2020-05-12,28.36676
2020-05-13,30.94555
2020-05-14,26.36103
2020-05-15,28.93982
2020-05-16,20.63037
2020-05-17,24.3553
2020-05-18,42.12034
2020-05-19,25.50143
2020-05-20,22.6361
2020-05-21,26.36103
2020-05-22,26.07449
2020-05-23,17.47851
2020-05-24,19.77077
2020-05-25,34.67048
2020-05-26,33.23782
2020-05-27,28.93982
2020-05-28,30.08595
2020-05-29,30.65902
2020-05-30,19.1977
2020-05-31,25.50143
2020-06-01,30.94555
2020-06-02,33.23782
2020-06-03,32.09169
2020-06-04,38.96848
2020-06-05,36.10315
2020-06-06,17.19197
2020-06-07,25.50143
2020-06-08,40.11461
2020-06-09,37.53581
2020-06-10,44.4126
2020-06-11,40.40114
2020-06-12,36.10315
2020-06-13,30.65902
2020-06-14,29.51289
2020-06-15,39.54154
2020-06-16,42.6934
2020-06-17,46.9914
2020-06-18,41.54727
2020-06-19,40.40114
2020-06-20,26.07449
2020-06-21,34.95702
2020-06-22,51.00286
2020-06-23,54.72779
2020-06-24,47.27793
2020-06-25,51.57593
2020-06-26,49.28366
2020-06-27,36.96275
2020-06-28,42.12034
2020-06-29,42.12034
2020-06-30,46.70487
2020-07-01,33.52435
2020-07-02,43.26647
2020-07-03,40.11461
2020-07-04,26.64756
2020-07-05,30.08595
2020-07-06,36.38968
2020-07-07,49.85673
2020-07-08,40.40114
2020-07-09,44.12607
2020-07-10,32.37822
2020-07-11,29.22636
2020-07-12,32.37822
2020-07-13,44.4126
2020-07-14,44.98567
2020-07-15,46.70487
2020-07-16,36.67621
2020-07-17,42.6934
2020-07-18,31.23209
2020-07-19,30.65902
2020-07-20,47.851
2020-07-21,50.14326
2020-07-22,41.54727
2020-07-23,41.83381
2020-07-24,38.68194
2020-07-25,25.78796
2020-07-26,28.36676
2020-07-27,39.82808
2020-07-28,43.553
2020-07-29,42.40687
2020-07-30,40.68767
2020-07-31,32.95128
2020-08-01,24.06876
2020-08-02,30.37249
2020-08-03,38.10888
2020-08-04,31.51862
2020-08-05,42.6934
2020-08-06,30.94555
2020-08-07,28.08022
2020-08-08,23.20916
2020-08-09,19.77077
2020-08-10,35.24355
2020-08-11,32.37822
2020-08-12,34.38395
2020-08-13,40.11461
2020-08-14,29.79942
2020-08-15,20.34383
2020-08-16,25.50143
2020-08-17,21.20343
2020-08-18,30.37249
2020-08-19,24.64183
2020-08-20,36.96275
2020-08-21,27.50716
2020-08-22,20.9169
2020-08-23,23.78223
2020-08-24,33.23782
2020-08-25,33.23782
2020-08-26,32.95128
2020-08-27,39.82808
2020-08-28,34.38395
2020-08-29,20.0573
2020-08-30,21.7765
2020-08-31,41.54727
2020-09-01,42.6934
2020-09-02,41.26074
2020-09-03,40.68767
2020-09-04,36.96275
2020-09-05,26.93409
2020-09-06,29.51289
2020-09-07,35.24355
2020-09-08,41.83381
2020-09-09,46.1318
2020-09-10,42.40687
2020-09-11,40.40114
2020-09-12,29.22636
2020-09-13,34.67048
2020-09-14,38.68194
2020-09-15,45.2722
2020-09-16,37.53581
2020-09-17,47.851
2020-09-18,54.44126
2020-09-19,29.51289
2020-09-20,32.95128
2020-09-21,50.42979
2020-09-22,48.7106
2020-09-23,46.9914
2020-09-24,42.97994
2020-09-25,51.57593
2020-09-26,42.97994
2020-09-27,49.85673
2020-09-28,43.83954
2020-09-29,39.82808
2020-09-30,25.50143
2020-10-01,21.7765
2020-10-02,24.92836
2020-10-03,26.64756
2020-10-04,42.12034
2020-10-05,52.72206
2020-10-06,45.55873
2020-10-07,52.14899
2020-10-08,44.12607
2020-10-09,28.93982
2020-10-10,30.94555
2020-10-11,40.40114
2020-10-12,53.29512
2020-10-13,49.5702
2020-10-14,46.1318
2020-10-15,43.553
2020-10-16,36.10315
2020-10-17,30.37249
2020-10-18,43.553
2020-10-19,41.54727
2020-10-20,37.82234
2020-10-21,40.11461
2020-10-22,36.10315
2020-10-23,34.09742
2020-10-24,25.21489
2020-10-25,35.24355
2020-10-26,36.67621
2020-10-27,31.23209
2020-10-28,41.26074
2020-10-29,42.40687
2020-10-30,41.54727
2020-10-31,27.79369
2020-11-01,34.95702
2020-11-02,44.69914
2020-11-03,43.553
2020-11-04,40.11461
2020-11-05,36.10315
2020-11-06,38.68194
2020-11-07,23.4957
2020-11-08,25.78796
2020-11-09,38.39541
2020-11-10,36.10315
2020-11-11,33.52435
2020-11-12,34.95702
2020-11-13,33.52435
2020-11-14,24.3553
2020-11-15,25.78796
2020-11-16,35.24355
2020-11-17,40.40114
2020-11-18,53.86819
2020-11-19,44.98567
2020-11-20,42.12034
2020-11-21,30.94555
2020-11-22,32.66475
2020-11-23,42.40687
2020-11-24,43.83954
2020-11-25,41.26074
2020-11-26,39.25501
2020-11-27,44.69914
2020-11-28,32.95128
2020-11-29,32.66475
2020-11-30,35.81661
2020-12-01,40.97421
2020-12-02,41.54727
2020-12-03,47.56446
2020-12-04,38.10888
2020-12-05,35.53008
2020-12-06,100.0
2020-12-07,55.30085
2020-12-08,50.14326
2020-12-09,49.5702
2020-12-10,35.53008
2020-12-11,40.68767
2020-12-12,28.93982
2020-12-13,35.24355
2020-12-14,45.84527
2020-12-15,48.99713
2020-12-16,43.26647
2020-12-17,53.58166
2020-12-18,44.69914
2020-12-19,29.22636
2020-12-20,31.80515
2020-12-21,28.65329
2020-12-22,39.82808
2020-12-23,48.99713
2020-12-24,45.55873
2020-12-25,25.50143
2020-12-26,32.66475
2020-12-27,49.5702
2020-12-28,60.45845
2020-12-29,50.71633
2020-12-30,46.41833
2020-12-31,34.67048
2021-01-01,33.52435
2021-01-02,32.95128
2021-01-03,32.09169
2021-01-04,50.71633
2021-01-05,58.16618
2021-01-06,51.86246
2021-01-07,45.2722
2021-01-08,44.98567
2021-01-09,40.68767
2021-01-10,46.9914
2021-01-11,47.56446
2021-01-12,49.85673
2021-01-13,55.30085
2021-01-14,46.70487
2021-01-15,51.86246
2021-01-16,35.24355
2021-01-17,45.55873
2021-01-18,54.72779
2021-01-19,54.72779
2021-01-20,50.42979
2021-01-21,49.28366
2021-01-22,42.12034
2021-01-23,36.10315
2021-01-24,36.67621
2021-01-25,48.42406
2021-01-26,56.44699
2021-01-27,58.45272
2021-01-28,60.45845
2021-01-29,49.28366
2021-01-30,39.54154
2021-01-31,44.69914
2021-02-01,47.27793
2021-02-02,47.851
2021-02-03,50.71633
2021-02-04,47.851
2021-02-05,45.84527
2021-02-06,48.13753
2021-02-07,42.40687
2021-02-08,44.98567
2021-02-09,37.53581
2021-02-10,40.68767
2021-02-11,34.38395
2021-02-12,35.53008
2021-02-13,28.65329
2021-02-14,36.96275
2021-02-15,42.97994
2021-02-16,38.39541
2021-02-17,41.26074
2021-02-18,41.54727
2021-02-19,38.96848
2021-02-20,22.6361
2021-02-21,31.23209
2021-02-22,38.39541
2021-02-23,40.11461
2021-02-24,41.83381
2021-02-25,51.28939
2021-02-26,44.98567
2021-02-27,30.08595
2021-02-28,30.08595
2021-03-01,38.96848
2021-03-02,35.81661
2021-03-03,41.26074
2021-03-04,51.57593
2021-03-05,35.53008
2021-03-06,39.54154
2021-03-07,37.82234
2021-03-08,44.4126
2021-03-09,58.16618
2021-03-10,71.06017
2021-03-11,67.04871
2021-03-12,47.27793
2021-03-13,40.40114
2021-03-14,40.97421
2021-03-15,49.28366
2021-03-16,56.16045
2021-03-17,55.87392
2021-03-18,52.43553
2021-03-19,41.83381
2021-03-20,36.10315
2021-03-21,34.38395
2021-03-22,48.7106
2021-03-23,42.40687
2021-03-24,43.553
2021-03-25,44.4126
2021-03-26,48.99713
2021-03-27,37.82234
2021-03-28,33.52435
2021-03-29,58.73925
2021-03-30,58.16618
2021-03-31,51.28939
2021-04-01,56.16045
2021-04-02,38.68194
2021-04-03,35.24355
2021-04-04,27.22063
2021-04-05,33.81088
2021-04-06,33.81088
2021-04-07,38.10888
2021-04-08,38.96848
2021-04-09,28.93982
