date,자녀증여한도
2020-03-20,13.66959
2020-03-21,12.5
2020-03-22,11.4035
2020-03-23,13.45029
2020-03-24,7.74853
2020-03-25,11.9152
2020-03-26,14.69298
2020-03-27,11.3304
2020-03-28,10.59941
2020-03-29,9.21052
2020-03-30,10.96491
2020-03-31,9.35672
2020-04-01,7.74853
2020-04-02,10.45321
2020-04-03,9.64912
2020-04-04,6.87134
2020-04-05,6.65204
2020-04-06,6.87134
2020-04-07,9.06432
2020-04-08,8.55263
2020-04-09,7.16374
2020-04-10,8.55263
2020-04-11,5.99415
2020-04-12,5.04385
2020-04-13,6.87134
2020-04-14,6.72514
2020-04-15,4.75146
2020-04-16,5.92105
2020-04-17,7.82163
2020-04-18,4.89766
2020-04-19,7.23684
2020-04-20,10.30701
2020-04-21,9.79532
2020-04-22,11.18421
2020-04-23,10.38011
2020-04-24,9.50292
2020-04-25,7.74853
2020-04-26,6.94444
2020-04-27,9.94152
2020-04-28,7.60233
2020-04-29,9.79532
2020-04-30,8.77192
2020-05-01,8.55263
2020-05-02,7.38304
2020-05-03,9.13742
2020-05-04,10.52631
2020-05-05,10.38011
2020-05-06,14.47368
2020-05-07,22.14912
2020-05-08,16.52046
2020-05-09,13.59649
2020-05-10,10.81871
2020-05-11,14.18128
2020-05-12,17.90935
2020-05-13,14.47368
2020-05-14,12.4269
2020-05-15,12.64619
2020-05-16,8.33333
2020-05-17,8.99122
2020-05-18,14.98538
2020-05-19,13.74269
2020-05-20,10.67251
2020-05-21,12.2076
2020-05-22,11.6959
2020-05-23,7.89473
2020-05-24,9.64912
2020-05-25,16.00877
2020-05-26,14.61988
2020-05-27,14.03508
2020-05-28,14.18128
2020-05-29,10.81871
2020-05-30,9.64912
2020-05-31,8.91812
2020-06-01,13.59649
2020-06-02,12.93859
2020-06-03,13.23099
2020-06-04,14.61988
2020-06-05,14.25438
2020-06-06,13.23099
2020-06-07,11.9883
2020-06-08,17.17836
2020-06-09,18.64035
2020-06-10,16.81286
2020-06-11,16.88596
2020-06-12,15.71637
2020-06-13,17.39766
2020-06-14,14.91228
2020-06-15,16.37426
2020-06-16,17.76315
2020-06-17,17.03216
2020-06-18,21.63742
2020-06-19,17.61695
2020-06-20,13.08479
2020-06-21,15.71637
2020-06-22,20.24853
2020-06-23,15.05847
2020-06-24,17.61695
2020-06-25,17.69005
2020-06-26,16.15497
2020-06-27,11.4035
2020-06-28,13.96198
2020-06-29,16.88596
2020-06-30,18.34795
2020-07-01,14.83918
2020-07-02,16.37426
2020-07-03,16.22807
2020-07-04,13.30409
2020-07-05,14.69298
2020-07-06,23.46491
2020-07-07,16.59356
2020-07-08,21.41812
2020-07-09,19.66374
2020-07-10,21.71052
2020-07-11,19.66374
2020-07-12,23.53801
2020-07-13,26.60818
2020-07-14,19.44444
2020-07-15,23.31871
2020-07-16,18.64035
2020-07-17,20.90643
2020-07-18,14.76608
2020-07-19,16.15497
2020-07-20,19.44444
2020-07-21,18.64035
2020-07-22,21.92982
2020-07-23,17.54385
2020-07-24,18.93274
2020-07-25,13.88888
2020-07-26,15.27777
2020-07-27,17.25146
2020-07-28,24.8538
2020-07-29,22.29532
2020-07-30,18.34795
2020-07-31,16.66666
2020-08-01,11.11111
2020-08-02,15.20467
2020-08-03,17.54385
2020-08-04,19.07894
2020-08-05,19.44444
2020-08-06,15.20467
2020-08-07,16.37426
2020-08-08,9.94152
2020-08-09,10.08771
2020-08-10,15.93567
2020-08-11,16.08187
2020-08-12,14.47368
2020-08-13,15.78947
2020-08-14,12.79239
2020-08-15,8.55263
2020-08-16,10.96491
2020-08-17,9.21052
2020-08-18,12.2807
2020-08-19,12.4269
2020-08-20,9.79532
2020-08-21,10.67251
2020-08-22,7.82163
2020-08-23,8.69883
2020-08-24,8.62573
2020-08-25,12.3538
2020-08-26,10.38011
2020-08-27,9.94152
2020-08-28,8.47953
2020-08-29,9.50292
2020-08-30,7.74853
2020-08-31,10.89181
2020-09-01,11.03801
2020-09-02,14.83918
2020-09-03,11.5497
2020-09-04,11.9152
2020-09-05,9.42982
2020-09-06,10.08771
2020-09-07,10.16081
2020-09-08,12.57309
2020-09-09,10.89181
2020-09-10,12.0614
2020-09-11,8.18713
2020-09-12,8.55263
2020-09-13,9.28362
2020-09-14,14.10818
2020-09-15,16.95906
2020-09-16,19.29824
2020-09-17,14.25438
2020-09-18,14.61988
2020-09-19,11.4766
2020-09-20,12.79239
2020-09-21,18.34795
2020-09-22,14.40058
2020-09-23,15.78947
2020-09-24,13.37719
2020-09-25,11.5497
2020-09-26,9.72222
2020-09-27,9.64912
2020-09-28,14.69298
2020-09-29,15.57017
2020-09-30,10.23391
2020-10-01,11.9883
2020-10-02,14.54678
2020-10-03,12.57309
2020-10-04,14.32748
2020-10-05,26.82748
2020-10-06,25.36549
2020-10-07,19.51754
2020-10-08,19.73684
2020-10-09,11.8421
2020-10-10,16.08187
2020-10-11,12.5
2020-10-12,16.95906
2020-10-13,14.69298
2020-10-14,20.39473
2020-10-15,18.71345
2020-10-16,17.25146
2020-10-17,12.71929
2020-10-18,13.96198
2020-10-19,19.07894
2020-10-20,20.39473
2020-10-21,21.27192
2020-10-22,23.46491
2020-10-23,18.05555
2020-10-24,15.49707
2020-10-25,16.59356
2020-10-26,19.29824
2020-10-27,22.14912
2020-10-28,23.31871
2020-10-29,17.76315
2020-10-30,17.39766
2020-10-31,13.88888
2020-11-01,16.00877
2020-11-02,22.80701
2020-11-03,20.83333
2020-11-04,14.03508
2020-11-05,14.76608
2020-11-06,14.61988
2020-11-07,13.30409
2020-11-08,15.42397
2020-11-09,19.59064
2020-11-10,18.20175
2020-11-11,17.47076
2020-11-12,17.03216
2020-11-13,17.98245
2020-11-14,12.79239
2020-11-15,11.18421
2020-11-16,20.83333
2020-11-17,31.21345
2020-11-18,25.65789
2020-11-19,19.44444
2020-11-20,20.46783
2020-11-21,16.81286
2020-11-22,14.83918
2020-11-23,22.44152
2020-11-24,25.14619
2020-11-25,24.1959
2020-11-26,20.97953
2020-11-27,21.78362
2020-11-28,18.12865
2020-11-29,23.8304
2020-11-30,27.99707
2020-12-01,23.46491
2020-12-02,25.80409
2020-12-03,24.4883
2020-12-04,23.09941
2020-12-05,17.90935
2020-12-06,22.29532
2020-12-07,35.16081
2020-12-08,24.7807
2020-12-09,26.24269
2020-12-10,25.43859
2020-12-11,26.60818
2020-12-12,20.39473
2020-12-13,22.22222
2020-12-14,22.88011
2020-12-15,20.02923
2020-12-16,27.19298
2020-12-17,25.73099
2020-12-18,20.90643
2020-12-19,18.56725
2020-12-20,21.05263
2020-12-21,29.23976
2020-12-22,29.67836
2020-12-23,29.89766
2020-12-24,26.09649
2020-12-25,20.02923
2020-12-26,21.71052
2020-12-27,24.9269
2020-12-28,29.89766
2020-12-29,35.23391
2020-12-30,39.83918
2020-12-31,34.28362
2021-01-01,24.5614
2021-01-02,26.90058
2021-01-03,26.90058
2021-01-04,35.30701
2021-01-05,32.30994
2021-01-06,31.35964
2021-01-07,30.99415
2021-01-08,34.35672
2021-01-09,28.58187
2021-01-10,29.60526
2021-01-11,39.32748
2021-01-12,32.74853
2021-01-13,33.11403
2021-01-14,35.01461
2021-01-15,32.60233
2021-01-16,25.14619
2021-01-17,25.58479
2021-01-18,27.48538
2021-01-19,33.18713
2021-01-20,37.57309
2021-01-21,32.52923
2021-01-22,31.87134
2021-01-23,25.95029
2021-01-24,24.8538
2021-01-25,29.82456
2021-01-26,30.11695
2021-01-27,30.26315
2021-01-28,26.90058
2021-01-29,25.95029
2021-01-30,20.02923
2021-01-31,21.71052
2021-02-01,27.19298
2021-02-02,30.19005
2021-02-03,31.79824
2021-02-04,29.23976
2021-02-05,24.4152
2021-02-06,18.20175
2021-02-07,19.51754
2021-02-08,22.22222
2021-02-09,23.46491
2021-02-10,22.44152
2021-02-11,19.37134
2021-02-12,26.38888
2021-02-13,28.58187
2021-02-14,33.04093
2021-02-15,50.65789
2021-02-16,37.2807
2021-02-17,36.4035
2021-02-18,34.86842
2021-02-19,27.41228
2021-02-20,22.00292
2021-02-21,23.68421
2021-02-22,30.55555
2021-02-23,27.33918
2021-02-24,27.99707
2021-02-25,30.99415
2021-02-26,23.31871
2021-02-27,16.30116
2021-02-28,15.86257
2021-03-01,18.49415
2021-03-02,20.54093
2021-03-03,20.54093
2021-03-04,24.9269
2021-03-05,17.10526
2021-03-06,15.13157
2021-03-07,13.15789
2021-03-08,16.66666
2021-03-09,19.15204
2021-03-10,17.83625
2021-03-11,18.71345
2021-03-12,17.10526
2021-03-13,12.57309
2021-03-14,15.13157
2021-03-15,20.02923
2021-03-16,20.68713
2021-03-17,16.73976
2021-03-18,19.73684
2021-03-19,20.10233
2021-03-20,14.54678
2021-03-21,14.83918
2021-03-22,22.14912
2021-03-23,17.98245
2021-03-24,20.54093
2021-03-25,20.17543
2021-03-26,16.95906
2021-03-27,12.2076
2021-03-28,17.25146
2021-03-29,21.71052
2021-03-30,19.73684
2021-03-31,16.81286
2021-04-01,16.81286
2021-04-02,17.32456
2021-04-03,14.83918
2021-04-04,17.69005
2021-04-05,19.51754
2021-04-06,21.56432
2021-04-07,17.03216
2021-04-08,16.08187
2021-04-09,16.22807
2021-04-10,11.6959
2021-04-11,13.01169
2021-04-12,17.83625
2021-04-13,17.98245
2021-04-14,18.20175
2021-04-15,19.00584
2021-04-16,20.02923
2021-04-17,15.20467
2021-04-18,16.52046
2021-04-19,22.66081
2021-04-20,23.31871
2021-04-21,20.24853
2021-04-22,20.61403
2021-04-23,16.52046
2021-04-24,14.03508
2021-04-25,16.81286
2021-04-26,16.59356
2021-04-27,20.10233
2021-04-28,17.25146
2021-04-29,15.27777
2021-04-30,15.93567
2021-05-01,12.1345
2021-05-02,13.88888
2021-05-03,20.83333
2021-05-04,18.42105
2021-05-05,17.47076
2021-05-06,20.39473
2021-05-07,15.20467
2021-05-08,13.23099
2021-05-09,14.03508
2021-05-10,19.59064
2021-05-11,16.15497
2021-05-12,17.39766
2021-05-13,18.20175
2021-05-14,13.45029
2021-05-15,11.8421
2021-05-16,10.74561
2021-05-17,15.86257
2021-05-18,16.15497
2021-05-19,12.86549
2021-05-20,15.64327
2021-05-21,16.30116
2021-05-22,11.8421
2021-05-23,13.08479
